Gene stable ID	Dioscorea rotundata gene stable ID	%id. target Dioscorea rotundata gene identical to query gene	%id. query gene identical to target Dioscorea rotundata gene
Os06g0206700	Dr18955	80.4348	24.6432
Os06g0207000	Dr07283	62.9129	62.4441
Os06g0207500	Dr07285	27.0833	39.959
Os06g0207500	Dr12359	30.2778	33.2824
Os06g0207600	Dr12356	20.2381	30.7229
Os06g0207600	Dr12357	25.3968	33.5079
Os06g0207700	Dr07548	51.8367	60.2848
Os06g0207700	Dr12355	45.7143	54.8124
Os06g0208300	Dr16872	0	0
Os06g0208300	Dr16877	0	0
Os06g0208300	Dr16878	76.6323	20.6673
Os06g0208800	Dr07913	55.7457	56.0197
Os06g0209300	Dr04665	35.0775	12.1314
Os06g0210000	Dr06613	33.9332	63.1579
Os06g0210100	Dr06612	53.11	65.2941
Os06g0210200	Dr22076	63.2287	64.3836
Os06g0210400	Dr21023	27.1831	53.4626
Os06g0210400	Dr22078	44.7887	46.7647
Os06g0210400	Dr22081	12.2535	48.3333
Os06g0210500	Dr15122	81.25	81.25
Os06g0210900	Dr07915	43.1493	54.522
Os06g0211200	Dr07918	60.8025	44.9772
Os06g0211300	Dr11671	59.0164	75
Os06g0211500	Dr09071	48.6911	19.1753
Os06g0211600	Dr11663	40.708	40.8526
Os06g0212400	Dr11663	0.507614	0.53286
Os06g0212500	Dr11663	39.6739	38.8988
Os06g0212600	Dr11664	45.438	41.9899
Os06g0212900	Dr09787	29.7872	21.5385
Os06g0213200	Dr15185	77.5862	16.129
Os06g0214300	Dr03765	46.5839	46.1538
Os06g0214300	Dr11566	44.0994	44.0994
Os06g0214300	Dr11567	42.5466	42.6791
Os06g0214300	Dr11568	43.7888	43.5185
Os06g0214300	Dr11571	42.8571	42.8571
Os06g0214300	Dr11572	43.7888	45.1923
Os06g0214300	Dr11573	41.9255	42.0561
Os06g0214300	Dr11574	44.4099	23.1018
Os06g0214300	Dr11576	44.0994	44.0994
Os06g0214300	Dr12857	45.0311	46.9256
Os06g0214800	Dr03765	41.6413	42.1538
Os06g0214800	Dr11566	39.8176	40.6832
Os06g0214800	Dr11567	40.1216	41.1215
Os06g0214800	Dr11568	41.3374	41.9753
Os06g0214800	Dr11571	40.4255	41.3043
Os06g0214800	Dr11572	41.0334	43.2692
Os06g0214800	Dr11573	39.2097	40.1869
Os06g0214800	Dr11574	39.8176	21.1632
Os06g0214800	Dr11576	39.8176	40.6832
Os06g0214800	Dr12857	41.3374	44.0129
Os06g0214850	Dr03765	42.3295	45.8462
Os06g0214850	Dr11566	37.7841	41.3043
Os06g0214850	Dr11567	37.5	41.1215
Os06g0214850	Dr11568	39.2045	42.5926
Os06g0214850	Dr11571	37.5	40.9938
Os06g0214850	Dr11572	38.6364	43.5897
Os06g0214850	Dr11573	36.0795	39.5639
Os06g0214850	Dr11574	37.7841	21.4863
Os06g0214850	Dr11576	38.3523	41.9255
Os06g0214850	Dr12857	38.9205	44.3366
Os06g0214900	Dr08066	21.5328	30.9711
Os06g0214900	Dr11581	63.6861	61.3357
Os06g0215200	Dr03771	60.0823	43.3234
Os06g0216100	Dr03524	33.3333	16.3062
Os06g0216100	Dr03525	39.4558	19.4958
Os06g0216100	Dr03528	39.1156	24.2105
Os06g0216700	Dr03772	48.3221	50.3497
Os06g0216800	Dr11586	75.7576	76.7263
Os06g0217300	Dr02190	45.2915	35.0694
Os06g0217300	Dr02191	43.0493	34.9091
Os06g0217300	Dr02192	47.0852	48.6111
Os06g0217300	Dr02193	46.6368	44.0678
Os06g0217300	Dr11587	32.7354	43.4524
Os06g0217600	Dr11590	66.3934	12.929
Os06g0217700	Dr03783	28.2511	33.5106
Os06g0218200	Dr03872	21.7105	13.9831
Os06g0218300	Dr07376	28.5068	42
Os06g0218500	Dr03807	46.4392	65.8947
Os06g0218600	Dr11639	33.3333	39.2857
Os06g0218900	Dr03806	41.3043	17.1429
Os06g0219400	Dr03805	50.6964	42.0323
Os06g0219500	Dr11657	22.9773	33.9713
Os06g0219600	Dr03814	53.4314	61.5819
Os06g0219700	Dr00755	61.8297	61.0592
Os06g0219800	Dr00754	48.7374	74.5174
Os06g0220500	Dr00740	32.8685	36.2637
Os06g0220500	Dr00745	35.6574	37.5262
Os06g0220600	Dr04949	23.3236	50.3145
Os06g0220600	Dr14176	29.1545	35.461
Os06g0220800	Dr00743	42.9078	27.8802
Os06g0220800	Dr07517	42.9078	38.2911
Os06g0221000	Dr07528	56.8323	57.7287
Os06g0221100	Dr00728	54.8913	56.1111
Os06g0221200	Dr09745	67.1924	61.0315
Os06g0222100	Dr00720	29.798	44.1948
Os06g0222800	Dr00716	38.67	23.8602
Os06g0223800	Dr00712	82.4494	29.6155
Os06g0224200	Dr00706	59.775	55.8476
Os06g0224400	Dr01100	28.0612	28.3505
Os06g0224500	Dr01100	0	0
Os06g0224650	Dr01100	29.064	30.4124
Os06g0224900	Dr01100	28.5714	27.8351
Os06g0225000	Dr04387	77.8351	78.2383
Os06g0225000	Dr15664	78.866	79.2746
Os06g0225100	Dr01100	28.7129	29.8969
Os06g0225200	Dr01100	31.0433	31.4433
Os06g0225800	Dr07488	65.5303	54.0625
Os06g0225800	Dr09716	65.9091	57.0492
Os06g0225900	Dr07490	84.4687	30.7235
Os06g0226100	Dr12427	34.9869	24.4526
Os06g0226500	Dr04035	78.1609	79.0698
Os06g0226700	Dr07497	54.7804	56.9892
Os06g0226950	Dr13718	79.5455	44.586
Os06g0227500	Dr09176	22.4299	8.63309
Os06g0228600	Dr01370	59.2975	59.4203
Os06g0228800	Dr18335	41.2229	51.6049
Os06g0229000	Dr01123	21.8085	3.79278
Os06g0229000	Dr21342	13.8298	18.3099
Os06g0229000	Dr21343	0	0
Os06g0229066	Dr00674	69.4501	51.1244
Os06g0229200	Dr07477	67.6609	67.3438
Os06g0229300	Dr06052	36.8687	38.8298
Os06g0229400	Dr16345	12.6582	35.461
Os06g0230100	Dr00670	47.2492	47.9475
Os06g0230100	Dr07475	45.3074	48.4429
Os06g0231300	Dr00655	49.026	50.1661
Os06g0231400	Dr25461	35.3821	51.0791
Os06g0232100	Dr06607	60.2007	30.7956
Os06g0232200	Dr07909	71.7884	74.2188
Os06g0232300	Dr07362	82.0946	77.8846
Os06g0232600	Dr13705	64.7059	64.9446
Os06g0233200	Dr14327	44.9541	55.8405
Os06g0233200	Dr18446	45.1835	56.1254
Os06g0233400	Dr12115	77.2	72.2846
Os06g0233800	Dr14323	35.8491	51.1538
Os06g0234100	Dr07457	69.9045	76.8827
Os06g0234200	Dr03135	85.5814	86.7924
Os06g0234300	Dr03132	40.9502	12.5782
Os06g0234300	Dr14316	32.3529	44.4099
Os06g0234400	Dr03132	43.0412	11.6053
Os06g0234400	Dr14316	31.9588	38.5093
Os06g0234600	Dr03132	45.2874	13.6901
Os06g0234600	Dr14316	32.1839	43.4783
Os06g0234900	Dr14314	36.6359	36.8056
Os06g0235000	Dr14314	39.8618	40.0463
Os06g0235100	Dr14314	36.9469	38.6574
Os06g0235200	Dr14314	48.9316	53.0093
Os06g0235300	Dr13509	50.1004	29.7555
Os06g0235400	Dr13509	42.1053	1.90817
Os06g0235800	Dr12816	49.8127	43.9427
Os06g0236300	Dr14313	36.5079	44.8052
Os06g0236600	Dr14311	30.0275	35.9736
Os06g0236900	Dr13212	81.9277	20.3593
Os06g0237200	Dr14310	58.6271	53.9249
Os06g0237502	Dr03114	44.1368	76.338
Os06g0237600	Dr14304	34.5566	57.0707
Os06g0238000	Dr14300	32.8185	47.0914
Os06g0238200	Dr14300	27.9022	37.9501
Os06g0238300	Dr03182	57.2093	59.1346
Os06g0238900	Dr03178	43.6893	43.6893
Os06g0239000	Dr10387	58.5586	22.4914
Os06g0239200	Dr07675	39.7849	42.5287
Os06g0239300	Dr03173	54.5113	54.5113
Os06g0239500	Dr03173	58.3178	58.6466
Os06g0239700	Dr13419	53.7313	58.2996
Os06g0241100	Dr03270	29.955	18.1446
Os06g0241100	Dr03272	29.0541	54.2017
Os06g0241100	Dr03275	34.009	39.5288
Os06g0241100	Dr03276	24.0991	43.3198
Os06g0241400	Dr12936	38.6667	42.7729
Os06g0241400	Dr12940	31.2	39
Os06g0241400	Dr12941	40	42.8571
Os06g0241400	Dr12942	41.8667	43.3702
Os06g0241400	Dr13232	43.7333	38.2284
Os06g0241400	Dr13233	43.7333	43.9678
Os06g0242000	Dr12936	41.9718	43.9528
Os06g0242000	Dr12940	29.0141	34.3333
Os06g0242000	Dr12941	38.5915	39.1429
Os06g0242000	Dr12942	42.5352	41.7127
Os06g0242000	Dr13232	43.0986	35.6643
Os06g0242000	Dr13233	43.3803	41.2869
Os06g0242700	Dr12935	36.3095	20.8191
Os06g0243801	Dr12935	24.8	21.1604
Os06g0244000	Dr12936	37.3434	43.9528
Os06g0244000	Dr12940	28.0702	37.3333
Os06g0244000	Dr12941	39.8496	45.4286
Os06g0244000	Dr12942	40.8521	45.0276
Os06g0244000	Dr13232	41.8546	38.9277
Os06g0244000	Dr13233	41.604	44.504
Os06g0244100	Dr14677	15.2593	25.3071
Os06g0244100	Dr14678	10.0741	40.9639
Os06g0245600	Dr09086	37.037	34.7222
Os06g0245700	Dr16764	70.4953	53.4772
Os06g0245800	Dr18209	39.8601	17.4847
Os06g0245900	Dr18205	34.5882	44.4109
Os06g0246000	Dr21656	60.6742	50.4673
Os06g0246500	Dr07459	74.6231	75
Os06g0247500	Dr18958	82.187	80.9028
Os06g0248400	Dr06751	32.073	30.4455
Os06g0248500	Dr06743	47.6821	50.8235
Os06g0248500	Dr18679	44.8124	47.8774
Os06g0250600	Dr06740	62.4709	65.4457
Os06g0250600	Dr07303	59.9068	50.0975
Os06g0251000	Dr06738	55.7143	16.7024
Os06g0251100	Dr06735	55.3797	58.7248
Os06g0251700	Dr06720	72.0395	73.6134
Os06g0251700	Dr18693	74.1776	70.8006
Os06g0253600	Dr06696	40.0612	45.8042
Os06g0253600	Dr07318	27.2171	33.3333
Os06g0254300	Dr06695	43.1111	49.2386
Os06g0254600	Dr06695	42.2222	48.2234
Os06g0254700	Dr06695	60	65.4822
Os06g0255100	Dr05567	47.9452	51.9288
Os06g0255100	Dr06635	46.8493	47.8992
Os06g0255100	Dr06675	51.7808	52.6462
Os06g0255100	Dr06682	52.3288	53.6517
Os06g0255100	Dr06684	38.0822	50.7299
Os06g0255100	Dr06685	48.4931	49.8592
Os06g0255100	Dr06688	48.7671	48.9011
Os06g0255100	Dr06691	55.6164	57.0225
Os06g0255100	Dr06692	56.4384	56.9061
Os06g0255200	Dr01077	1.68453	5.18868
Os06g0255200	Dr06670	7.04441	1.41626
Os06g0255200	Dr06672	2.90965	10.7345
Os06g0255400	Dr07319	44.6429	51.0204
Os06g0255700	Dr16509	52.537	47.973
Os06g0256000	Dr06668	41.0501	17.898
Os06g0256200	Dr06665	50	51.5789
Os06g0256200	Dr07320	55.102	60.9023
Os06g0256800	Dr06647	26.2911	45.1613
Os06g0256900	Dr07325	55.9356	77.2222
Os06g0257450	Dr09872	79.646	81.0811
Os06g0257450	Dr09873	79.646	81.0811
Os06g0257600	Dr06640	50.5128	48.642
Os06g0258900	Dr07335	67.1512	57.9674
Os06g0259000	Dr03925	40.0329	14.0625
Os06g0260000	Dr03924	34.3537	45.4955
Os06g0260000	Dr07336	36.0544	55.2083
Os06g0260500	Dr06673	41.556	44.2424
Os06g0260500	Dr06674	40.6072	42.5447
Os06g0262800	Dr06673	47.3684	47.2727
Os06g0262800	Dr06674	47.166	46.3221
Os06g0264300	Dr09774	62.954	56.6449
Os06g0264500	Dr03917	51.7588	63.3197
Os06g0264700	Dr03916	50.3876	47.4453
Os06g0264900	Dr03907	38.2353	27.0833
Os06g0265000	Dr14743	24.3655	62.6087
Os06g0265000	Dr15219	82.9103	77.5316
Os06g0265400	Dr07346	65.7143	70.6704
Os06g0265900	Dr14248	54.0603	50.2155
Os06g0266400	Dr07356	35.3333	41.7323
Os06g0267600	Dr19493	61.3577	11.4802
Os06g0268700	Dr07350	41.2639	47.6395
Os06g0268800	Dr07349	51.0309	34.9823
Os06g0270200	Dr16887	70.5195	69.7048
Os06g0270900	Dr18433	79.7814	82.3308
Os06g0271000	Dr06165	42.9448	29.5359
Os06g0271300	Dr01618	50.5576	54.2914
Os06g0272700	Dr06748	32.8467	36.4865
Os06g0272700	Dr06749	37.4696	36.7542
Os06g0272800	Dr06748	28.97	36.4865
Os06g0272800	Dr06749	34.1202	37.9475
Os06g0272850	Dr06748	34.5638	27.8378
Os06g0272850	Dr06749	41.9463	29.8329
Os06g0273200	Dr06748	34.2466	40.5405
Os06g0273200	Dr06749	41.7808	43.6754
Os06g0273500	Dr06748	37.931	41.6216
Os06g0273500	Dr06749	45.3202	43.9141
Os06g0273700	Dr06748	30.7517	36.4865
Os06g0273700	Dr06749	35.0797	36.7542
Os06g0273800	Dr10761	84.4444	90.4762
Os06g0274000	Dr03150	44.4444	38.2609
Os06g0274100	Dr19844	7.44681	1.67866
Os06g0274300	Dr03323	56.338	51.5021
Os06g0274500	Dr03144	66.7188	66.8232
Os06g0274500	Dr21337	62.8125	71.1504
Os06g0274800	Dr13613	64.9701	64.7761
Os06g0275500	Dr19386	53.125	56.8698
Os06g0275600	Dr03096	35.2403	27.7477
Os06g0275700	Dr13434	44.3532	42.8571
Os06g0275800	Dr03092	71.2054	67.5847
Os06g0275900	Dr13441	51.5707	24.1866
Os06g0279900	Dr15207	30.1607	19.9346
Os06g0279900	Dr15208	6.67491	8.46395
Os06g0283300	Dr13451	15.2074	37.2881
Os06g0283400	Dr16919	58.4286	64.613
Os06g0284200	Dr03088	66.3386	67.8068
Os06g0284200	Dr13456	73.0315	70.1323
Os06g0284200	Dr16921	75.5906	75.442
Os06g0284800	Dr16924	45.0794	42.1365
Os06g0284800	Dr16927	32.381	36.1702
Os06g0284800	Dr16931	13.6508	51.8072
Os06g0284800	Dr16933	26.0317	34.7458
Os06g0285200	Dr03084	36.8	36.5079
Os06g0285400	Dr16936	31.5186	44.6247
Os06g0285900	Dr20014	20.1717	13.2768
Os06g0286146	Dr20014	3.98551	3.10734
Os06g0286351	Dr20012	49.968	48.2673
Os06g0288100	Dr04082	50.2947	42.953
Os06g0288300	Dr03078	32.4841	42.6184
Os06g0288300	Dr03079	49.4692	49.7863
Os06g0288300	Dr03080	30.7856	52.3466
Os06g0288300	Dr03081	48.1953	49.3478
Os06g0289200	Dr03078	29.4845	39.8329
Os06g0289200	Dr03079	45.567	47.2222
Os06g0289200	Dr03080	27.4227	48.0144
Os06g0289200	Dr03081	48.0412	50.6522
Os06g0289900	Dr03078	25.9875	34.8189
Os06g0289900	Dr03079	41.58	42.735
Os06g0289900	Dr03080	29.3139	50.9025
Os06g0289900	Dr03081	43.659	45.6522
Os06g0291600	Dr07445	65.365	65.812
Os06g0291600	Dr13659	67.2326	71.0952
Os06g0291600	Dr16943	62.309	69.3762
Os06g0291800	Dr20014	6.89655	22.0339
Os06g0292100	Dr20014	9.03226	23.7288
Os06g0292400	Dr20014	6.97865	24.0113
Os06g0293000	Dr20014	10.1399	8.19209
Os06g0293100	Dr20014	9.5723	13.2768
Os06g0293500	Dr20014	10.6308	25.7062
Os06g0294000	Dr20014	9.69499	25.1412
Os06g0294200	Dr20014	0	0
Os06g0294400	Dr20014	11.8196	21.4689
Os06g0294600	Dr10186	33.3977	34.3254
Os06g0294600	Dr10187	36.1004	36.0308
Os06g0295000	Dr20014	12.9032	15.8192
Os06g0295300	Dr20014	9.32897	16.1017
Os06g0296100	Dr20014	9.12201	22.5989
Os06g0296700	Dr20014	10.6933	25.7062
Os06g0296900	Dr20014	9.83264	26.5537
Os06g0297300	Dr20014	9.06114	23.4463
Os06g0297400	Dr20014	8.67769	23.7288
Os06g0297600	Dr13664	71.5232	29.1105
Os06g0297700	Dr13665	60.7313	57.5301
Os06g0297800	Dr03073	60.9174	64.2166
Os06g0298200	Dr13663	63.9706	39.3665
Os06g0298400	Dr16955	39.0698	33.0383
Os06g0300300	Dr03069	67.5439	67.2489
Os06g0300500	Dr04789	59.4025	57.5809
Os06g0300700	Dr06829	38.3838	42.5373
Os06g0300800	Dr13672	52.9985	51.8328
Os06g0301000	Dr06092	18.2	27.7439
Os06g0301100	Dr04807	38.3966	36.6936
Os06g0301300	Dr13666	57.0597	22.1219
Os06g0303700	Dr10542	21.9008	17.7258
Os06g0303700	Dr10544	22.314	18.6207
Os06g0303800	Dr16964	36.129	31.8182
Os06g0304600	Dr12966	59.9147	30.9813
Os06g0305200	Dr07312	10.1695	73.5294
Os06g0306600	Dr19297	22.5	40.7035
Os06g0306600	Dr19299	41.9444	43.6416
Os06g0308000	Dr03120	59.4041	61.2284
Os06g0308100	Dr12946	60.9319	59.6491
Os06g0308200	Dr17671	45.1807	49.8339
Os06g0308300	Dr12945	69.9653	64.07
Os06g0308800	Dr12944	52.2541	57.6923
Os06g0308900	Dr05301	61.7021	18.4127
Os06g0309000	Dr04851	33.0816	26.4493
Os06g0309200	Dr04852	37.5839	6.74699
Os06g0310200	Dr07167	63.3858	38.4248
Os06g0311600	Dr04854	65.4545	60.251
Os06g0311800	Dr12936	43.2665	44.5428
Os06g0311800	Dr12940	30.9456	36
Os06g0311800	Dr12941	40.4011	40.2857
Os06g0311800	Dr12942	43.553	41.9889
Os06g0311800	Dr13232	45.5587	37.0629
Os06g0311800	Dr13233	44.9857	42.0912
Os06g0313320	Dr12936	42.0613	44.5428
Os06g0313320	Dr12940	30.9192	37
Os06g0313320	Dr12941	40.39	41.4286
Os06g0313320	Dr12942	42.6184	42.2652
Os06g0313320	Dr13232	45.4039	37.9953
Os06g0313320	Dr13233	44.8468	43.1635
Os06g0313440	Dr08223	38.191	16.8889
Os06g0313440	Dr10020	38.6935	23.7654
Os06g0313440	Dr10022	39.196	19.797
Os06g0313440	Dr10023	38.6935	24.1379
Os06g0313440	Dr10024	38.6935	23.7654
Os06g0313440	Dr10025	34.6734	20.4748
Os06g0313440	Dr17784	38.6935	22.7811
Os06g0313440	Dr17785	39.196	22.6087
Os06g0314000	Dr21035	38.3399	22.7166
Os06g0314600	Dr08223	37.2781	28
Os06g0314600	Dr10020	36.6864	38.2716
Os06g0314600	Dr10022	35.7988	30.7107
Os06g0314600	Dr10023	36.3905	38.558
Os06g0314600	Dr10024	36.6864	38.2716
Os06g0314600	Dr10025	30.7692	30.8605
Os06g0314600	Dr17784	35.503	35.503
Os06g0314600	Dr17785	35.2071	34.4928
Os06g0315000	Dr08223	35.6707	26
Os06g0315000	Dr10020	34.4512	34.8765
Os06g0315000	Dr10022	34.7561	28.934
Os06g0315000	Dr10023	33.5366	34.4828
Os06g0315000	Dr10024	34.4512	34.8765
Os06g0315000	Dr10025	28.3537	27.5964
Os06g0315000	Dr17784	34.4512	33.432
Os06g0315000	Dr17785	34.4512	32.7536
Os06g0315300	Dr08223	37.3259	29.7778
Os06g0315300	Dr10020	32.312	35.8025
Os06g0315300	Dr10022	35.9331	32.7411
Os06g0315300	Dr10023	32.0334	36.0502
Os06g0315300	Dr10024	32.0334	35.4938
Os06g0315300	Dr10025	26.4624	28.1899
Os06g0315300	Dr17784	31.4763	33.432
Os06g0315300	Dr17785	30.9192	32.1739
Os06g0318200	Dr13235	67.5214	65.5058
Os06g0318300	Dr13237	53.7037	53.3088
Os06g0318400	Dr04140	28.125	23.176
Os06g0318500	Dr12934	49.1682	65.1961
Os06g0318500	Dr16970	64.5102	66.0985
Os06g0318600	Dr04880	64.5299	60.0398
Os06g0318700	Dr04881	49.7283	63.986
Os06g0319600	Dr04972	67.4419	11.4323
Os06g0319600	Dr05195	61.2403	28.1139
Os06g0319700	Dr12923	79.0323	81.6667
Os06g0319700	Dr16977	79.8387	68.2759
Os06g0320000	Dr21108	51.7986	54.9618
Os06g0320100	Dr21112	50.7168	62.3348
Os06g0320100	Dr21115	7.16846	47.619
Os06g0320200	Dr21116	19.4805	51.3699
Os06g0320300	Dr04917	40	28.8557
Os06g0320500	Dr16424	78.4232	68.7273
Os06g0320700	Dr21122	74.1214	75.6933
Os06g0320850	Dr03934	37.5	4.42804
Os06g0320850	Dr11753	37.5	4.22535
Os06g0320900	Dr03934	14.7059	4.61255
Os06g0320900	Dr11753	16.4706	4.92958
Os06g0324800	Dr12893	54.6392	58.3486
Os06g0325200	Dr12893	57.7899	58.5321
Os06g0325500	Dr14185	87.1233	86.413
Os06g0325900	Dr05355	38.2353	41.1067
Os06g0325900	Dr05441	40.9926	43.2171
Os06g0325900	Dr15874	34.9265	43.9815
Os06g0325900	Dr15879	22.7941	42.3208
Os06g0326000	Dr04936	46.8254	48.7603
Os06g0326000	Dr12895	44.9735	48.8506
Os06g0326000	Dr12897	44.9735	48.8506
Os06g0326400	Dr12906	84.7267	85.2751
Os06g0326700	Dr04953	46.4706	62.6984
Os06g0326700	Dr04954	69.4118	66.1064
Os06g0326900	Dr04947	50.3106	64.8
Os06g0328400	Dr09566	44.2408	51.2898
Os06g0328400	Dr17689	32.4607	51.9916
Os06g0329900	Dr08223	35.7924	29.1111
Os06g0329900	Dr10020	30.0546	33.9506
Os06g0329900	Dr10022	36.3388	33.7563
Os06g0329900	Dr10023	30.8743	35.4232
Os06g0329900	Dr10024	30.3279	34.2593
Os06g0329900	Dr10025	27.5956	29.9703
Os06g0329900	Dr17784	32.7869	35.503
Os06g0329900	Dr17785	32.7869	34.7826
Os06g0330400	Dr04042	57.5092	61.0895
Os06g0331300	Dr05134	15.9057	10.4046
Os06g0331900	Dr08744	33.982	51.9451
Os06g0331900	Dr17099	32.0359	47.7679
Os06g0332400	Dr06200	55.3441	49.1547
Os06g0332900	Dr06196	41.4634	25.1386
Os06g0334300	Dr12782	66.1234	68.5163
Os06g0334300	Dr21252	60.5355	62.7262
Os06g0335101	Dr11194	47.3684	12.5581
Os06g0335500	Dr05112	40.2256	76.4286
Os06g0335500	Dr09600	56.015	48.0645
Os06g0335900	Dr17295	34.1085	23.7838
Os06g0336200	Dr01275	79.4355	80.4082
Os06g0338200	Dr11087	50.2865	52.5449
Os06g0338200	Dr11088	23.639	48.3871
Os06g0338200	Dr11089	24.7851	59.6552
Os06g0338200	Dr11090	51.1461	53.2042
Os06g0338700	Dr11087	54.9451	44.9102
Os06g0338700	Dr11088	21.0623	33.7243
Os06g0338700	Dr11089	29.304	55.1724
Os06g0338700	Dr11090	55.3114	45.0075
Os06g0338900	Dr15567	67.9121	61.3095
Os06g0339800	Dr16571	57.8947	61.1111
Os06g0339800	Dr18749	61.4035	45.7516
Os06g0340200	Dr16421	30.1811	28.9017
Os06g0342000	Dr00446	47.3022	53.8934
Os06g0342000	Dr18984	16.9065	47
Os06g0342000	Dr22064	42.8058	49.1736
Os06g0342100	Dr17216	72.0588	72.0588
Os06g0342200	Dr12209	87.5	86.8966
Os06g0342750	Dr07265	31.0231	38.3673
Os06g0343000	Dr07265	10.4762	4.4898
Os06g0343100	Dr11486	75	69.2504
Os06g0343600	Dr09289	44.2348	38.294
Os06g0343600	Dr09290	43.3962	44.4206
Os06g0343600	Dr09291	43.3962	44.2308
Os06g0343600	Dr09292	43.6059	44.4444
Os06g0343600	Dr09293	43.1866	44.1113
Os06g0343600	Dr09294	43.8155	44.8498
Os06g0343900	Dr07494	25.8065	37.7682
Os06g0344900	Dr06331	45.5764	50.4451
Os06g0348800	Dr06327	41.3187	56.1194
Os06g0349700	Dr15713	40.8318	41.4587
Os06g0350600	Dr16068	30.2789	46.9136
Os06g0353400	Dr06338	39.1566	19.4611
Os06g0354500	Dr06339	69.4891	69.8972
Os06g0354700	Dr02085	62.1399	57.4144
Os06g0355150	Dr13322	74.031	35.9699
Os06g0355500	Dr13311	39.6825	24.8756
Os06g0358800	Dr06186	46.1538	57.2614
Os06g0364500	Dr01188	53.211	51.0264
Os06g0367100	Dr06345	35.7697	41.6237
Os06g0367500	Dr05076	56.3063	42.3729
Os06g0367500	Dr06183	55.4054	55.6561
Os06g0468400	Dr00110	28.9817	26.8765
Os06g0470800	Dr09956	61.236	27.9487
Os06g0471100	Dr09956	27.4112	13.8462
Os06g0472000	Dr05071	53.3019	59.4737
Os06g0473000	Dr06924	32.7731	11.1111
Os06g0473100	Dr10450	23.8889	37.069
Os06g0473100	Dr10452	56.6667	28.3333
Os06g0473200	Dr09995	69.0141	41.8803
Os06g0474200	Dr09992	69.0341	57.4468
Os06g0474866	Dr06913	85.5422	8.24623
Os06g0476200	Dr05064	63.2	63.6071
Os06g0480000	Dr06942	42.8384	40.4467
Os06g0480000	Dr10034	39.159	37.2035
Os06g0481800	Dr00556	24.0175	29.4118
Os06g0481800	Dr00987	19.6507	21.7391
Os06g0481800	Dr05814	26.2009	16.0858
Os06g0481800	Dr07343	24.0175	18.1518
Os06g0481800	Dr10660	21.8341	15.7729
Os06g0481800	Dr11563	16.1572	19.171
Os06g0481800	Dr11679	10.4803	10.1695
Os06g0481800	Dr13139	22.7074	8.08709
Os06g0481800	Dr15370	22.2707	20.6478
Os06g0481800	Dr15710	24.0175	27.0936
Os06g0481800	Dr18774	15.2838	14
Os06g0481800	Dr19303	11.7904	21.4286
Os06g0481800	Dr19721	3.49345	5.92593
Os06g0481800	Dr20123	27.5109	18.806
Os06g0481800	Dr22002	17.0306	14.3382
Os06g0482200	Dr06918	73.75	73.2919
Os06g0483100	Dr02857	35.7143	6.50118
Os06g0483100	Dr20612	38.961	10.2564
Os06g0483900	Dr11911	41.5152	33.7438
Os06g0483900	Dr12246	28.4848	38.2114
Os06g0483900	Dr15230	37.8788	40.8497
Os06g0484950	Dr03872	23.9669	24.5763
Os06g0485100	Dr11911	52.7027	48.0296
Os06g0485100	Dr12246	30.2703	45.5285
Os06g0485100	Dr15230	45.1351	54.5752
Os06g0486000	Dr06951	39.0374	41.4773
Os06g0486300	Dr08658	60.4762	44.5614
Os06g0486400	Dr06952	57.8644	58.4548
Os06g0486800	Dr10046	82.1809	22.5877
Os06g0486900	Dr10046	77.2487	21.345
Os06g0487900	Dr10048	35.8238	31.5346
Os06g0487900	Dr17173	33.3333	29.3919
Os06g0488200	Dr12920	16.0235	90.0735
Os06g0488600	Dr06958	68.3386	18.258
Os06g0488600	Dr10052	64.8903	17.3367
Os06g0488600	Dr13132	52.9781	14.1779
Os06g0489200	Dr10053	51.5244	48.5632
Os06g0492000	Dr04507	36.7089	12.8889
Os06g0493600	Dr06964	29.8309	56.7816
Os06g0493600	Dr06965	32.6087	80.8383
Os06g0493801	Dr19073	48.1371	48.1371
Os06g0494400	Dr03175	44.6939	54.4776
Os06g0494400	Dr03176	52.0408	52.4691
Os06g0494400	Dr03177	50.4082	49.899
Os06g0494400	Dr11423	43.4694	45.2229
Os06g0494400	Dr13202	56.1224	56.701
Os06g0495500	Dr03175	44.0501	52.4876
Os06g0495500	Dr03176	51.1482	50.4115
Os06g0495500	Dr03177	49.4781	47.8788
Os06g0495500	Dr11423	43.0063	43.7367
Os06g0495500	Dr13202	57.2025	56.4948
Os06g0496000	Dr08140	42.6087	48.5149
Os06g0496000	Dr17160	35.7971	32.6288
Os06g0497200	Dr17798	13.5484	26.9231
Os06g0497350	Dr17438	39.8936	39.0625
Os06g0498400	Dr06913	45.4738	74.6806
Os06g0498500	Dr02230	56.5012	52.8761
Os06g0498900	Dr10061	53.8913	58.254
Os06g0499100	Dr09687	12.1547	18.3333
Os06g0499100	Dr13214	29.8343	18.9474
Os06g0499900	Dr05827	64.2562	58.5687
Os06g0501900	Dr10186	38.4158	38.4921
Os06g0501900	Dr10187	40.396	39.3064
Os06g0502800	Dr18965	59.0164	28.9157
Os06g0502900	Dr05136	62.8968	61.7934
Os06g0503800	Dr15104	34.8361	22.7273
Os06g0503900	Dr06611	7.47331	22.3404
Os06g0505100	Dr05120	0.952381	0.306044
Os06g0505100	Dr05121	19.7619	7.49097
