Gene stable ID	Cucumis sativus gene stable ID	%id. query gene identical to target Cucumis sativus gene	%id. target Cucumis sativus gene identical to query gene	Cucumis sativus orthology confidence [0 low, 1 high]
Os05g0358500	Csa_2G033260	61.0354	63.4561	
Os05g0358500	Csa_6G315640	50.1433	49.5751	
Os05g0358700	Csa_2G032750	8.1982	52.2989	
Os05g0358700	Csa_6G318140	6.942	45.4023	
Os05g0361200	Csa_6G135440	74.3295	65.3199	
Os05g0361500	Csa_3G890080	48.4956	47.079	
Os05g0361500	Csa_7G405820	52.1429	50.1718	
Os05g0361900	Csa_2G297210	72.7829	82.6389	
Os05g0361900	Csa_6G054850	41.691	49.6528	
Os05g0362100	Csa_6G306330	37.7091	63.0108	
Os05g0362100	Csa_6G319770	40.8276	63.6559	
Os05g0362300	Csa_7G398100	44.1558	39.3064	
Os05g0362500	Csa_7G398100	40.2597	34.0659	
Os05g0363100	Csa_4G001810	64.7564	64.3875	
Os05g0363200	Csa_4G001800	74.4828	72.4832	
Os05g0363200	Csa_6G322300	71.5328	21.9239	
Os05g0363500	Csa_3G159430	31.5907	39.1304	
Os05g0363600	Csa_4G001780	55.7692	53.211	
Os05g0364500	Csa_6G306340	46.5517	41.0127	
Os05g0364600	Csa_1G569330	62.7329	63.3229	
Os05g0365000	Csa_4G001740	47.3054	44.7592	
Os05g0365200	Csa_4G011100	20.2991	17.757	
Os05g0365500	Csa_2G435500	39.5152	35.7849	
Os05g0365600	Csa_3G812220	45.8498	43.9394	
Os05g0365600	Csa_3G812230	45.9566	44.1288	
Os05g0365600	Csa_4G001720	44.5055	46.0227	
Os05g0366000	Csa_3G812220	47.4308	46.6926	
Os05g0366000	Csa_3G812230	47.7318	47.0817	
Os05g0366000	Csa_4G001720	45.7875	48.6381	
Os05g0366300	Csa_4G011100	26.9231	27.2727	
Os05g0366600	Csa_3G812220	48.0237	45.591	
Os05g0366600	Csa_3G812230	48.3235	45.9662	
Os05g0366600	Csa_4G001720	47.0696	48.2176	
Os05g0366800	Csa_3G812220	38.7352	44.1441	
Os05g0366800	Csa_3G812230	38.2643	43.6937	
Os05g0366800	Csa_4G001720	37.9121	46.6216	
Os05g0367100	Csa_7G396460	54.1667	53.3333	
Os05g0367400	Csa_7G396410	63.6364	62.9213	
Os05g0367900	Csa_3G116630	40.991	35	
Os05g0367900	Csa_6G421030	28.8372	23.8462	
Os05g0368300	Csa_5G212590	87.8788	88.2129	
Os05g0368300	Csa_5G212600	95.082	22.0532	
Os05g0368300	Csa_5G215120	87.8788	88.2129	
Os05g0368300	Csa_7G281390	87.1212	87.4525	
Os05g0368300	Csa_7G282410	87.5	87.8327	
Os05g0368600	Csa_1G569440	23.3983	24.7059	
Os05g0368600	Csa_2G030630	21.6138	22.0588	
Os05g0368600	Csa_3G154260	26.6212	22.9412	
Os05g0368700	Csa_5G157240	18.5235	40.5882	
Os05g0368700	Csa_5G157280	18.5286	40	
Os05g0370600	Csa_3G809980	84.2377	84.2377	
Os05g0370600	Csa_4G567200	83.7629	83.9793	
Os05g0371100	Csa_7G394700	3.25497	36.9863	
Os05g0371200	Csa_4G639140	94.1748	94.7883	
Os05g0371200	Csa_4G639150	94.1748	94.7883	
Os05g0371500	Csa_7G394630	37.5	50	
Os05g0372200	Csa_1G001420	39.8281	35.9173	
Os05g0372200	Csa_2G169780	37.8747	35.9173	
Os05g0372400	Csa_3G152050	56.8245	59.6491	
Os05g0372400	Csa_6G073490	57.362	54.6784	
Os05g0372800	Csa_3G151470	40	38.5542	
Os05g0373000	Csa_1G573020	38.1818	22.0126	
Os05g0373000	Csa_2G013300	26.5734	23.8994	
Os05g0373000	Csa_3G151410	27.9176	25.5765	
Os05g0373300	Csa_2G070840	63.255	63.255	
Os05g0373400	Csa_7G390170	66.4384	62.4464	
Os05g0373500	Csa_3G819880	36.4706	35.7006	
Os05g0373500	Csa_4G420140	36.4542	35.1248	
Os05g0373700	Csa_4G420110	68.3673	65.3659	
Os05g0374200	Csa_3G823030	57.2864	43.762	
Os05g0374200	Csa_4G343590	60.5166	62.9559	
Os05g0374200	Csa_5G175820	53.717	42.9942	
Os05g0374600	Csa_4G343090	12.4269	41.8719	
Os05g0374600	Csa_6G434360	14.094	46.5517	
Os05g0375100	Csa_1G615730	55.8185	56.1508	
Os05g0375100	Csa_6G434340	56.3745	56.1508	
Os05g0375400	Csa_1G616240	43.2056	37.1257	
Os05g0375400	Csa_1G660200	47.9167	48.2036	
Os05g0376000	Csa_2G285910	36.1186	64.1148	
Os05g0376200	Csa_5G606750	41.0423	64.4501	
Os05g0376300	Csa_3G781550	39.9408	41.411	
Os05g0376400	Csa_2G382740	29.0258	50.6944	
Os05g0376600	Csa_3G490860	33.7079	24.5098	
Os05g0376800	Csa_3G841990	60.1942	40.7895	
Os05g0378200	Csa_1G616330	23.8318	18.5118	
Os05g0378200	Csa_5G623560	29.1667	25.4083	
Os05g0378500	Csa_1G616330	24.5327	18.75	
Os05g0378500	Csa_5G623560	27.7083	23.75	
Os05g0378800	Csa_3G822230	66.8333	66.0626	
Os05g0378900	Csa_6G139240	61.2293	63.2479	
Os05g0380900	Csa_5G561760	42.8571	38.806	
Os05g0380900	Csa_5G627080	43.2432	39.801	
Os05g0381400	Csa_2G169790	56.6667	58.9595	
Os05g0381500	Csa_5G453150	23.1579	54.1872	
Os05g0381600	Csa_3G823080	3.1225	25	
Os05g0381600	Csa_5G451650	7.375	37.8205	
Os05g0381700	Csa_3G823080	10.0881	15.7895	
Os05g0381700	Csa_5G451650	12.375	12.406	
Os05g0382000	Csa_5G457230	41.8301	48.6076	
Os05g0382000	Csa_5G623740	53.6842	51.6456	
Os05g0382600	Csa_5G623670	44.3396	44.2006	
Os05g0382900	Csa_5G623660	44.9153	42.7419	
Os05g0383000	Csa_1G627410	65.2695	66.4634	
Os05g0383000	Csa_4G353620	70.6587	71.9512	
Os05g0383100	Csa_1G181320	71.8072	71.4628	
Os05g0384600	Csa_6G431740	48.6943	46.963	
Os05g0384800	Csa_1G627435	74.2744	51.8416	
Os05g0384800	Csa_6G432780	72.2826	73.4807	
Os05g0385400	Csa_1G627480	41.0377	39.0135	
Os05g0386000	Csa_6G401400	68.3924	69.7222	
Os05g0386000	Csa_6G430740	68.7861	66.1111	
Os05g0386201	Csa_1G628000	37.1335	29.765	
Os05g0386201	Csa_6G432270	37.5342	35.7702	
Os05g0386400	Csa_3G875980	10.5769	19.0476	
Os05g0386700	Csa_7G009205	42.7273	31.7568	
Os05g0386800	Csa_1G015710	79.9007	70.4595	
Os05g0386800	Csa_4G129050	70.3297	70.0219	
Os05g0386900	Csa_6G006870	55.643	60.2273	
Os05g0387200	Csa_4G646090	76.3043	73.2777	
Os05g0387700	Csa_3G685690	48.0263	32.2533	
Os05g0387800	Csa_1G030630	50.1859	51.5267	
Os05g0387900	Csa_3G812210	53.3937	51.0823	
Os05g0388025	Csa_2G417840	12.2807	24.0343	
Os05g0388151	Csa_1G002030	14.6893	27.6596	
Os05g0388151	Csa_1G050480	14.245	26.5957	
Os05g0388151	Csa_2G351550	13.2075	26.0638	
Os05g0388151	Csa_5G589890	13.8743	28.1915	
Os05g0388400	Csa_1G615160	22.8407	43.9114	
Os05g0388500	Csa_3G687730	56.1798	55.7103	
Os05g0388500	Csa_7G420870	57.5	57.6602	
Os05g0388600	Csa_6G434380	60.4061	62.963	
Os05g0389000	Csa_3G822440	48.1481	48.9412	
Os05g0389300	Csa_3G625090	90.8046	88.764	
Os05g0389400	Csa_2G431200	55.6818	55.9361	
Os05g0389500	Csa_4G669220	48.5149	50.3856	
Os05g0389600	Csa_4G056520	39.1823	41.8944	
Os05g0389700	Csa_3G837620	80.1636	75.5299	
Os05g0389700	Csa_4G269760	61.756	79.9615	
Os05g0389800	Csa_1G012660	59.7156	58.8785	
Os05g0390000	Csa_7G378470	56.8317	49.74	
Os05g0390000	Csa_7G378490	52.5591	46.2738	
Os05g0390000	Csa_7G378500	50.5837	45.0607	
Os05g0390100	Csa_6G410050	44.5887	51.3076	
Os05g0390500	Csa_5G650420	45.8564	46.4552	
Os05g0390600	Csa_3G149330	36.1371	30.1299	
Os05g0390600	Csa_6G425080	41.1111	38.4416	
Os05g0391200	Csa_3G816110	40.2887	67.4725	
Os05g0391200	Csa_7G426450	34.4782	57.3626	
Os05g0391500	Csa_1G570070	69.3648	68.8008	
Os05g0392000	Csa_5G623910	4.29711	63.0631	
Os05g0392000	Csa_6G430710	4.13325	60.3604	
Os05g0392050	Csa_5G623910	2.94659	12.2137	
Os05g0392050	Csa_6G430710	2.89944	11.9593	
Os05g0392100	Csa_3G912370	47.0389	63.1818	
Os05g0392300	Csa_1G024870	31.8182	47.6702	
Os05g0392400	Csa_3G912350	16.8033	45.5556	
Os05g0392700	Csa_2G021690	68.4543	65.7576	
Os05g0392700	Csa_6G425150	68.2243	66.3636	
Os05g0393100	Csa_6G425100	44.7013	45.4902	
Os05g0393200	Csa_6G238650	45.1327	39.2308	
Os05g0393400	Csa_6G408790	57.0064	55.2469	
Os05g0393700	Csa_7G392380	42.7119	50.8748	
Os05g0393800	Csa_7G392390	68.6508	67.6662	
Os05g0394200	Csa_3G481220	42.2554	46.908	
Os05g0394200	Csa_3G481230	41.4127	45.098	
Os05g0394200	Csa_7G446740	40.7143	42.9864	
Os05g0394900	Csa_7G392420	9.86159	15.2815	
Os05g0395300	Csa_6G408820	34	13.6	
Os05g0396900	Csa_3G150080	48.8255	48.4193	
Os05g0397650	Csa_3G150050	41.206	46.1972	
Os05g0397700	Csa_6G410010	72.043	12.3616	
Os05g0397700	Csa_6G410020	66.5468	34.1328	
Os05g0397700	Csa_6G410030	31.5789	13.2841	
Os05g0397800	Csa_2G022810	13.2576	24.4755	
Os05g0397900	Csa_2G022260	44.3325	41.9048	
Os05g0398000	Csa_2G021730	29.1667	45.6522	
Os05g0398000	Csa_7G389460	30.7339	48.5507	
Os05g0398100	Csa_3G149350	24.6088	77.2321	
Os05g0398800	Csa_1G570240	55.5556	48.8798	
Os05g0399100	Csa_3G150110	61.0879	60.8333	
Os05g0399200	Csa_3G150110	61.9247	61.9247	
Os05g0399800	Csa_7G373520	35.5556	31.3725	
Os05g0399800	Csa_7G373530	13.6808	32.9412	
Os05g0400100	Csa_3G150110	44.7699	36.8966	
Os05g0400200	Csa_3G150110	35.5649	32.8185	
Os05g0400400	Csa_3G776920	65.2778	75.8064	
Os05g0400400	Csa_6G452660	66.6667	77.4194	
Os05g0400600	Csa_6G061750	44.2857	55.9278	
Os05g0400700	Csa_5G312340	93.1818	92.6554	
Os05g0400800	Csa_5G649910	36.7089	75.3247	
Os05g0401000	Csa_2G020920	66.4908	64.9485	
Os05g0401000	Csa_2G020960	66.2269	64.6907	
Os05g0401000	Csa_2G020970	57.9487	58.2474	
Os05g0401100	Csa_2G020910	68.3502	67.893	
Os05g0401200	Csa_2G006230	61.4286	64.1791	
Os05g0401300	Csa_2G020900	51.4056	50.5929	
Os05g0402300	Csa_6G061760	64.7541	59.8485	
Os05g0402700	Csa_3G750920	75.1397	80.7808	
Os05g0402700	Csa_6G450410	74.0223	79.5796	
Os05g0402800	Csa_2G013310	42.4497	72.9107	
Os05g0402900	Csa_3G149980	50.6944	50.1144	
Os05g0402900	Csa_3G149990	47.7855	46.9108	
Os05g0402900	Csa_3G150000	50.8046	50.5721	
Os05g0403000	Csa_3G149980	49.0741	48.5126	
Os05g0403000	Csa_3G149990	48.7179	47.8261	
Os05g0403000	Csa_3G150000	49.6552	49.4279	
Os05g0403100	Csa_3G149980	39.3519	48.7106	
Os05g0403100	Csa_3G149990	38.2284	46.9914	
Os05g0403100	Csa_3G150000	40.2299	50.1433	
Os05g0403300	Csa_3G149980	49.537	47.033	
Os05g0403300	Csa_3G149990	47.7855	45.0549	
Os05g0403300	Csa_3G150000	48.9655	46.8132	
Os05g0403400	Csa_2G346010	25.6219	26.2087	
Os05g0403400	Csa_2G402010	24.8691	24.173	
Os05g0403600	Csa_2G346010	24.3781	24.5614	
Os05g0403600	Csa_2G402010	26.178	25.0627	
Os05g0404000	Csa_5G466880	54.1985	55.9055	
Os05g0404200	Csa_3G150230	79.8561	48.4716	
Os05g0404200	Csa_7G067530	57.2816	51.5284	
Os05g0404300	Csa_6G062310	50.6849	43.5294	
Os05g0404400	Csa_7G392290	62.8959	58.159	
Os05g0404600	Csa_7G391290	41.4365	44.6429	
Os05g0404700	Csa_7G391290	36.4641	37.7143	
Os05g0405000	Csa_3G150740	82.7305	74.868	
Os05g0405500	Csa_3G855340	50.0998	43.8045	
Os05g0405500	Csa_3G855350	44.9351	30.192	
Os05g0405500	Csa_3G855360	46.6488	30.3665	
Os05g0405600	Csa_3G855340	52.495	51.5686	
Os05g0405600	Csa_3G855350	45.974	34.7059	
Os05g0405600	Csa_3G855360	46.9169	34.3137	
Os05g0405900	Csa_1G572400	60.7004	46.5209	
Os05g0405900	Csa_7G391270	44.3966	40.9543	
Os05g0406000	Csa_3G150810	27.3529	53.4483	
Os05g0406000	Csa_6G062340	29.1908	58.046	
Os05g0406100	Csa_1G572440	44.2045	52.1448	
Os05g0406100	Csa_3G150840	45.5964	54.8257	
Os05g0406800	Csa_6G409900	60.6516	61.4213	
Os05g0406800	Csa_7G391260	59.4937	59.6447	
Os05g0407100	Csa_2G138790	63.2353	59.7222	
Os05g0407200	Csa_7G391250	58.4016	61.5551	
Os05g0407500	Csa_1G572450	62.8986	61.2994	
Os05g0407500	Csa_7G391240	63.7427	61.5819	
Os05g0407900	Csa_3G038710	39.4942	40.7631	
Os05g0408200	Csa_3G151350	36.6609	25.2969	
Os05g0408200	Csa_3G151355	46.3277	9.73872	
Os05g0408300	Csa_2G349000	68.6825	67.5159	
Os05g0408300	Csa_5G599300	63.8116	63.2696	
Os05g0408800	Csa_3G736610	33.5689	32.646	
Os05g0408900	Csa_6G067390	82.0334	81.8056	
Os05g0409000	Csa_1G600770	36.9208	35.9012	
Os05g0409000	Csa_5G583310	33.2293	30.9593	
Os05g0409100	Csa_1G046160	53.1353	46.9388	
Os05g0409200	Csa_7G378480	8.90538	44.8598	
Os05g0409400	Csa_5G583380	52.7531	49.1722	
Os05g0409500	Csa_3G818270	60.2015	49.076	
Os05g0409500	Csa_3G818280	49.1166	28.5421	
Os05g0409500	Csa_3G819280	54.1451	42.9158	
Os05g0409500	Csa_4G420210	52.7316	45.5852	
Os05g0409500	Csa_5G584380	64.4578	43.9425	
Os05g0410200	Csa_6G401340	52.9762	49.1713	
Os05g0410500	Csa_3G818250	53.4768	55.7858	
Os05g0410800	Csa_1G045590	20.7921	18.9189	
Os05g0410900	Csa_3G818250	53.9735	54.515	
Os05g0411100	Csa_3G818250	53.3113	52.1036	
Os05g0411200	Csa_2G036590	59.9462	61.9444	
Os05g0411300	Csa_3G817710	31.3802	37.3065	
Os05g0411600	Csa_3G817720	42.9379	45.3731	
Os05g0411600	Csa_4G420720	39.233	39.7015	
Os05g0412000	Csa_3G817730	52.4476	36.3196	
Os05g0412000	Csa_4G425730	50.8306	37.046	
Os05g0413000	Csa_2G346010	24.6269	25.0633	
Os05g0413000	Csa_2G402010	25.1309	24.3038	
Os05g0413400	Csa_1G656460	82.1277	65.8703	
Os05g0413400	Csa_2G074290	64.3357	62.7986	
Os05g0415200	Csa_2G006800	53.3784	32.1138	
Os05g0415200	Csa_6G088120	31.2115	61.7886	
Os05g0415200	Csa_6G088130	29.3651	60.1626	
Os05g0415400	Csa_1G073060	27.8552	32.2581	
Os05g0415700	Csa_2G073000	61.5955	62.5235	
Os05g0417000	Csa_2G070920	52.7523	41.2186	
Os05g0417100	Csa_2G072480	67.0549	65.6352	
Os05g0417200	Csa_2G123060	37.464	39.5137	
Os05g0417300	Csa_1G044910	41.3534	45.8333	
Os05g0418000	Csa_2G123620	89.1892	88.9888	
Os05g0418500	Csa_4G001680	14.4026	49.4382	
Os05g0418800	Csa_3G113370	40.5093	36.0082	
Os05g0419000	Csa_6G014690	52.6807	56.0794	
Os05g0419100	Csa_3G113340	71.3726	70.5426	
Os05g0419200	Csa_3G113290	58.1854	71.0843	
Os05g0419500	Csa_3G110600	48.8722	67.0103	
Os05g0419600	Csa_3G110610	32.5581	52.8302	
Os05g0419600	Csa_5G650624	41.1215	41.5094	
Os05g0419800	Csa_2G396190	60.4222	58.2697	
Os05g0419800	Csa_5G650570	59.2896	55.2163	
Os05g0420200	Csa_2G401250	38.3978	39.4886	
Os05g0420300	Csa_2G401240	39.1892	29.4416	
Os05g0420600	Csa_5G244150	90.3509	91.9643	
Os05g0421300	Csa_6G500460	79.7753	82.6955	
Os05g0421750	Csa_5G348050	17.0341	32.5671	
Os05g0421900	Csa_6G351370	43.9153	40.6863	
Os05g0421900	Csa_6G476070	47.027	42.6471	
Os05g0422300	Csa_1G467110	25.6627	29.5423	
Os05g0423200	Csa_7G221350	16.9231	16.8798	
Os05g0423400	Csa_4G358770	53.8462	35.814	
Os05g0423500	Csa_3G219720	47.6336	48.4472	
Os05g0424000	Csa_4G361780	70.2083	67.9436	
Os05g0424000	Csa_4G573860	63.0901	59.2742	
Os05g0424000	Csa_6G381850	75	71.9758	
Os05g0424700	Csa_1G526820	33.1606	42.3841	
Os05g0424700	Csa_1G526830	38.5621	39.0728	
Os05g0424700	Csa_1G526835	33.8462	29.1391	
Os05g0424700	Csa_3G733240	36.9565	33.7748	
Os05g0424700	Csa_4G303720	33.3333	33.1126	
Os05g0425000	Csa_4G361900	33.1579	35.5932	
Os05g0425700	Csa_6G344280	64.0957	64.0957	
Os05g0426000	Csa_6G343690	59.9206	57.8544	
Os05g0426100	Csa_7G058550	47.7346	44.2943	
Os05g0426200	Csa_6G483360	26.1339	26.9488	
Os05g0426300	Csa_2G302150	52.5701	51.963	
Os05g0426300	Csa_7G320030	44.9412	44.1109	
Os05g0426400	Csa_6G338140	42.9022	75.9777	
Os05g0426800	Csa_3G110010	44.8276	34.5745	
Os05g0427100	Csa_3G110050	24.2424	24.0437	
Os05g0427200	Csa_5G647250	62.6984	56.4286	
Os05g0427300	Csa_5G648670	15.8763	41.1765	
Os05g0427400	Csa_4G008250	70.9804	25.2793	
Os05g0427400	Csa_4G008260	64.7541	22.067	
Os05g0427400	Csa_4G008760	57.3059	35.0559	
Os05g0427400	Csa_4G008770	76.8581	63.5475	
Os05g0427400	Csa_4G008780	75.387	68.0168	
Os05g0427400	Csa_6G147460	74.4741	74.162	
Os05g0427400	Csa_6G405960	72.0898	71.7877	
Os05g0427400	Csa_6G445240	74.93	74.7207	
Os05g0427400	Csa_6G445740	73.5294	55.8659	
Os05g0427400	Csa_6G445750	76.5537	75.6983	
Os05g0427400	Csa_6G445760	76.0168	75.6983	
Os05g0427400	Csa_6G445770	75.0349	75.1397	
Os05g0427400	Csa_6G445780	79.2929	43.8547	
Os05g0427400	Csa_6G446280	62.6506	14.5251	
Os05g0427400	Csa_6G446290	72.3404	71.229	
Os05g0427900	Csa_4G361870	20.8791	48.1013	
Os05g0427900	Csa_6G417870	20.1531	50	
Os05g0428100	Csa_6G382900	51.2438	50.8015	
Os05g0428400	Csa_4G364040	62.3529	47.1111	
Os05g0428400	Csa_6G390130	48.8987	49.3333	
Os05g0428600	Csa_5G149330	73.5338	71.179	
Os05g0428700	Csa_3G221730	31.9182	35.8657	
Os05g0429000	Csa_3G221750	59.3162	59.1141	
Os05g0429000	Csa_4G377740	63.0584	62.5213	
Os05g0429400	Csa_2G386180	45.283	41.0256	
Os05g0429400	Csa_4G509540	45.7746	44.4444	
Os05g0429400	Csa_5G652260	47.5248	49.2308	
Os05g0429500	Csa_5G652280	32.5806	48.7923	
Os05g0429700	Csa_5G652210	49.0622	61.8159	
Os05g0429900	Csa_2G343150	86.3636	29.2308	
Os05g0429900	Csa_7G011815	46.8254	45.3846	
Os05g0430200	Csa_5G651140	53.7815	67.3684	
Os05g0430300	Csa_7G290480	60.2761	61.4062	
Os05g0430400	Csa_5G308800	64.127	54.4474	
Os05g0430700	Csa_7G291140	66.0057	65.6338	
Os05g0430800	Csa_2G252070	55.9792	59.7043	
Os05g0430900	Csa_5G652240	40	44.1509	
Os05g0431700	Csa_5G652240	45.812	46.1274	
Os05g0432400	Csa_3G105990	54.321	53.8776	
Os05g0432600	Csa_5G586540	49.7373	48.8812	
Os05g0432700	Csa_2G402130	25.1462	31.1594	
Os05g0432700	Csa_7G274680	27.2727	26.087	
Os05g0432700	Csa_7G276180	54.8387	36.9565	
Os05g0432700	Csa_7G291190	55.6701	39.1304	
Os05g0432700	Csa_7G291690	45.7364	42.7536	
Os05g0433100	Csa_4G453650	38.0403	53.6585	
Os05g0433100	Csa_4G454660	21.0526	52.0325	
Os05g0433100	Csa_4G457190	17.2297	20.7317	
Os05g0433100	Csa_4G515040	36.6947	53.252	
Os05g0435400	Csa_6G385100	54.0541	53.5714	
Os05g0435700	Csa_4G029990	61.6822	61.3953	
Os05g0435800	Csa_3G610820	39.1927	39.5532	
Os05g0436100	Csa_3G121690	57.9268	52.974	
Os05g0436100	Csa_3G183930	35.3808	26.7658	
Os05g0436400	Csa_3G889120	66.8622	79.7203	
Os05g0436900	Csa_6G017040	60.6132	59.9068	
Os05g0436900	Csa_6G055930	61.1241	60.8392	
Os05g0437200	Csa_6G486740	52.5862	70.3846	
Os05g0437300	Csa_6G017000	66.2309	68.4685	
Os05g0437500	Csa_5G173430	75.8993	75.6272	
Os05g0437700	Csa_6G056520	27.3885	34.8178	
Os05g0437700	Csa_6G411220	32.7068	35.2227	
Os05g0438800	Csa_2G301530	92.5729	92.8191	
Os05g0438800	Csa_6G484600	92.5729	92.8191	
Os05g0438800	Csa_7G056470	91.5119	91.7553	
Os05g0439000	Csa_2G301540	23.7288	25.4545	
Os05g0439000	Csa_6G484580	28.4404	28.1818	
Os05g0439400	Csa_2G302090	27.3902	23.4513	
Os05g0439400	Csa_6G484010	29.9505	26.7699	
Os05g0440000	Csa_3G782640	28.2353	22.0183	
Os05g0440000	Csa_6G338090	27.4194	20.7951	
Os05g0440100	Csa_3G781590	70.0758	67.5182	
Os05g0440100	Csa_3G781610	70.4545	67.8832	
Os05g0440250	Csa_1G169930	71.4667	68.3673	
Os05g0440300	Csa_1G169930	57.6	54.6835	
Os05g0440800	Csa_6G425860	45.9877	47.4019	
Os05g0440900	Csa_1G168910	24.5614	18.1818	
Os05g0440900	Csa_3G778370	25.7485	18.6147	
Os05g0440900	Csa_6G454395	27.5641	18.6147	
Os05g0441400	Csa_5G613560	27.4368	29.8039	
Os05g0441400	Csa_6G046300	29.5154	26.2745	
Os05g0441750	Csa_2G351520	3.87722	14.6341	
Os05g0442000	Csa_3G778340	40	36.3636	
Os05g0442000	Csa_6G454370	43.2432	36.3636	
Os05g0442400	Csa_6G046240	36.0515	46.1538	
Os05g0442400	Csa_6G495660	34.3096	45.0549	
Os05g0442700	Csa_1G165230	47.8992	41.6058	
Os05g0442700	Csa_6G425720	49.7462	35.7664	
Os05g0442700	Csa_6G452770	38.3513	39.0511	
Os05g0442700	Csa_6G453770	33.4694	29.927	
Os05g0443300	Csa_1G164680	62.3794	25.9705	
Os05g0443300	Csa_1G164690	72.2707	44.3106	
Os05g0443500	Csa_5G413260	54.3624	54.7297	
Os05g0443500	Csa_6G045160	54.3624	54.7297	
Os05g0443800	Csa_3G776890	63.1148	65.2542	
Os05g0443800	Csa_6G452630	65.762	66.7373	
Os05g0443900	Csa_1G162100	61.5132	38.6364	
Os05g0443900	Csa_6G152350	40.255	45.6612	
Os05g0444200	Csa_1G160590	48.0519	38.0463	
Os05g0445100	Csa_1G154090	51.2241	52.4085	
Os05g0445100	Csa_3G775300	53.3333	50.8671	
Os05g0445800	Csa_6G045040	24.5902	23.0769	
Os05g0445900	Csa_3G748840	29.9298	29.9946	
Os05g0445900	Csa_5G615310	29.7722	29.7239	
Os05g0445900	Csa_6G450390	29.349	28.3162	
Os05g0446300	Csa_1G153010	86.2069	86.2069	
Os05g0446500	Csa_6G045040	23.3979	21.958	
Os05g0446550	Csa_3G748840	4.15991	70.6422	
Os05g0446550	Csa_5G615310	4.06725	68.8073	
Os05g0446550	Csa_6G450390	4.09652	66.9725	
Os05g0446600	Csa_3G748840	3.94381	11.4241	
Os05g0446600	Csa_5G615310	4.28416	12.3631	
Os05g0446600	Csa_6G450390	3.59147	10.0156	
Os05g0446800	Csa_6G011580	46.5409	45.9627	
Os05g0446900	Csa_3G731790	19.5067	23.3244	
Os05g0447000	Csa_6G186365	69.1275	59.8837	
Os05g0447200	Csa_3G731880	82.2176	78.1312	
Os05g0447200	Csa_4G308640	79.4661	76.9384	
Os05g0447500	Csa_1G599542	20.5416	53.2534	
Os05g0447500	Csa_1G599543	0	0	
Os05g0447500	Csa_1G599545	1.93237	0.684932	
Os05g0447580	Csa_1G599542	0.462351	1.89702	
Os05g0447580	Csa_1G599543	44.5055	21.9512	
Os05g0447580	Csa_1G599545	52.1739	29.2683	
Os05g0448300	Csa_3G732400	55.4455	57.6132	
Os05g0448675	Csa_2G177210	14.9123	15.5963	
Os05g0448675	Csa_3G135120	12.7193	13.3028	
Os05g0448675	Csa_3G389850	11.6071	11.9266	
Os05g0448675	Csa_7G375820	12.1212	12.844	
Os05g0449200	Csa_3G732470	51.3347	52.0833	
Os05g0449200	Csa_4G308490	51.5924	50.625	
Os05g0449200	Csa_6G010000	48.996	50.8333	
Os05g0449500	Csa_5G198740	60.3066	59.2965	
Os05g0449600	Csa_1G528540	33.7152	64.7799	
Os05g0449600	Csa_1G528550	35.468	67.9245	
Os05g0449900	Csa_3G732480	47.7612	40.6349	
Os05g0449900	Csa_4G308500	44.8161	42.5397	
Os05g0449900	Csa_5G198240	42.0339	39.3651	
Os05g0449900	Csa_6G187960	46.9841	46.9841	
Os05g0450300	Csa_4G308470	13.2296	25.5639	
Os05g0450600	Csa_3G732510	32.3296	36.6906	
Os05g0450600	Csa_4G307960	30.9278	37.7698	
Os05g0450600	Csa_6G187980	28.8696	29.8561	
Os05g0451100	Csa_3G732520	60.4247	58.5047	
Os05g0451300	Csa_1G528510	32.8829	43.9759	
Os05g0451900	Csa_3G732610	42.9253	64.2857	
Os05g0451900	Csa_6G009460	44.086	58.5714	
Os05g0452600	Csa_1G538800	82.4561	82.4561	
Os05g0452600	Csa_3G234020	15.6069	47.3684	
Os05g0452800	Csa_1G527920	31.769	36.0656	
Os05g0452900	Csa_3G733190	69.6486	67.0769	
Os05g0452900	Csa_4G304840	66.9841	64.9231	
Os05g0453300	Csa_1G525320	10.4294	11.2211	
Os05g0453300	Csa_3G733250	15.2104	15.5116	
Os05g0453300	Csa_3G733260	15.1351	18.4818	
Os05g0453300	Csa_4G304230	13.8539	18.1518	
Os05g0453300	Csa_5G189920	13.1507	15.8416	
Os05g0453300	Csa_6G009380	11.9777	14.1914	
Os05g0453500	Csa_6G009370	13.4752	38.3838	
Os05g0453700	Csa_3G733270	52.439	45.5026	
Os05g0453900	Csa_7G433190	62	62.9442	
Os05g0454200	Csa_6G008860	53.0201	55.6338	
Os05g0455200	Csa_3G733340	42.5	35.1724	
Os05g0455200	Csa_4G297540	34.7072	27.5862	
Os05g0455400	Csa_3G135660	23.8938	36.4865	
Os05g0455500	Csa_6G008780	76.7085	76.8156	
Os05g0455600	Csa_3G733900	78.4689	78.4689	
Os05g0455700	Csa_4G297440	61.9377	59.4684	
Os05g0455800	Csa_6G008790	57.7778	57.1429	
Os05g0455900	Csa_1G145880	47.4943	47.7117	
Os05g0456000	Csa_6G008770	35.1779	34.4961	
Os05g0456200	Csa_4G296820	47.2131	59.5041	
Os05g0456200	Csa_4G296830	47.2973	57.8512	
Os05g0456200	Csa_4G296840	47.7663	57.438	
Os05g0456300	Csa_4G296820	65.9016	61.6564	
Os05g0456300	Csa_4G296830	69.2568	62.8834	
