Gene stable ID	Sorghum bicolor gene stable ID	%id. target Sorghum bicolor gene identical to query gene	%id. query gene identical to target Sorghum bicolor gene
Os04g0410400	SORBI_3006G068000	73.5211	70.9239
Os04g0410600	SORBI_3006G068100	76.1062	69.7769
Os04g0411200	SORBI_3006G068200	64.6465	61.5385
Os04g0411400	SORBI_3006G068300	90.7514	90.7514
Os04g0411800	SORBI_3006G068800	83.1395	75.4617
Os04g0412000	SORBI_3006G068800	76.2755	78.8918
Os04g0412100	SORBI_3006G068900	31.3364	31.7757
Os04g0412200	SORBI_3006G069000	66.4474	64.7436
Os04g0412300	SORBI_3006G069200	74.2015	73.6585
Os04g0412500	SORBI_3006G069300	61.8705	59.1065
Os04g0412700	SORBI_3006G069400	45.977	42.1053
Os04g0412800	SORBI_3006G069500	84.1518	83.592
Os04g0412900	SORBI_3006G071628	80.7848	80.3499
Os04g0413000	SORBI_3006G071362	60.815	61.5873
Os04g0413100	SORBI_3006G071096	37.9121	48.5915
Os04g0413200	SORBI_3006G070032	79.6928	78.0936
Os04g0413500	SORBI_3006G070298	80.4348	78.7234
Os04g0413500	SORBI_3006G070564	81.7726	82.3232
Os04g0413500	SORBI_3006G070830	77.4248	77.2955
Os04g0413900	SORBI_3006G072400	80.4082	78.1746
Os04g0414000	SORBI_3006G072501	61.7284	43.6047
Os04g0414100	SORBI_3006G073200	80.9091	82.4074
Os04g0414300	SORBI_3006G073300	74.4526	75.5556
Os04g0414500	SORBI_3006G073400	80.5085	30.0633
Os04g0414700	SORBI_3006G073500	81.6901	81.1189
Os04g0414800	SORBI_3006G073600	79.633	71.8543
Os04g0415000	SORBI_3006G073700	83.6207	84.3478
Os04g0415100	SORBI_3006G073800	39.1437	39.0244
Os04g0415200	SORBI_3006G073900	80.2083	80.2083
Os04g0415600	SORBI_3006G074100	60.3261	63.0682
Os04g0416000	SORBI_3006G074500	73.7968	71.875
Os04g0416100	SORBI_3006G074600	62.3824	43.5449
Os04g0416500	SORBI_3006G074900	69.9013	48.627
Os04g0416700	SORBI_3006G075000	84.5455	84.1629
Os04g0417000	SORBI_3006G075200	71.6484	73.0942
Os04g0417600	SORBI_3006G075500	40.3846	47.7273
Os04g0417800	SORBI_3006G075600	67.2059	68.1073
Os04g0418000	SORBI_3001G132100	81.3853	82.4561
Os04g0418000	SORBI_3003G340700	80.5195	81.5789
Os04g0418100	SORBI_3004G169700	52.6882	45.3704
Os04g0418100	SORBI_3006G075700	52.6882	49
Os04g0418500	SORBI_3006G075801	78.4922	79.1946
Os04g0419550	SORBI_3006G076300	74.6781	71.6049
Os04g0419900	SORBI_3007G045800	72.5992	65.7773
Os04g0420033	SORBI_3008G076700	58.4337	60.2484
Os04g0420300	SORBI_3008G076700	60.8911	61.118
Os04g0420900	SORBI_3002G302500	70.9317	71.2859
Os04g0421800	SORBI_3006G077200	90.5085	42.5837
Os04g0421900	SORBI_3006G077300	84.1962	84.4262
Os04g0422000	SORBI_3006G077400	65.1079	68.8213
Os04g0422300	SORBI_3004G003100	67.3797	69.4215
Os04g0422700	SORBI_3006G078000	41.3174	34.5
Os04g0422950	SORBI_3002G147900	39.0476	12.8931
Os04g0422950	SORBI_3008G140500	43.8095	15.2318
Os04g0423100	SORBI_3006G078100	70.0665	71.9818
Os04g0423400	SORBI_3006G078500	38.8646	33.0855
Os04g0423600	SORBI_3006G078600	65.5226	65.9341
Os04g0423600	SORBI_3006G079000	21.0608	60
Os04g0423700	SORBI_3001G040300	86.1915	87.5566
Os04g0423800	SORBI_3006G079300	79.7101	78.7966
Os04g0424200	SORBI_3001G090300	74.295	83.7408
Os04g0425100	SORBI_3001G522600	67.5057	67.1982
Os04g0428300	SORBI_3004G324300	68.2051	29.4248
Os04g0428300	SORBI_3004G324800	66.6667	29.4785
Os04g0428900	SORBI_3006G079900	80.6122	80.6122
Os04g0428950	SORBI_3006G080000	83.9695	84.2912
Os04g0429050	SORBI_3006G080200	56.5574	47.7509
Os04g0429100	SORBI_3006G080300	73.7452	73.3205
Os04g0429200	SORBI_3006G080400	56.5517	15.2985
Os04g0429300	SORBI_3006G080500	36.0996	13.4675
Os04g0429400	SORBI_3006G080500	32.7327	16.8731
Os04g0429800	SORBI_3006G080900	90.9414	89.8246
Os04g0430000	SORBI_3006G081000	92.6045	56.8047
Os04g0430100	SORBI_3006G081100	97.8142	97.2826
Os04g0430200	SORBI_3006G081200	78.9346	78.3654
Os04g0430400	SORBI_3006G081500	75.8007	63.2047
Os04g0430600	SORBI_3006G081600	71.5134	70.2624
Os04g0430700	SORBI_3006G082000	71.686	72.2438
Os04g0430800	SORBI_3006G082100	78.2857	71.7277
Os04g0430900	SORBI_3003G438000	18.5446	53.3784
Os04g0430900	SORBI_3006G082200	64.3193	65.0831
Os04g0430900	SORBI_3006G085200	17.6056	59.0551
Os04g0430900	SORBI_3007G185200	50.4695	59.8886
Os04g0431000	SORBI_3006G082400	63.035	23.9291
Os04g0431100	SORBI_3006G082500	64.8276	68.3636
Os04g0431200	SORBI_3006G082600	77.8523	35.474
Os04g0431300	SORBI_3006G082700	63.5417	46.9231
Os04g0431800	SORBI_3006G082900	73.8854	77.3333
Os04g0432000	SORBI_3006G083000	91.922	87.5332
Os04g0432100	SORBI_3006G083201	44.8413	63.1285
Os04g0432200	SORBI_3006G083300	89.0411	4.5582
Os04g0432400	SORBI_3004G255600	85.8885	86.3398
Os04g0432500	SORBI_3006G083400	84.1608	85.1675
Os04g0432600	SORBI_3006G083500	85.7143	75.6757
Os04g0432800	SORBI_3004G027700	60.8769	70.2335
Os04g0433200	SORBI_3006G083600	70.6667	33.3333
Os04g0433300	SORBI_3006G083700	35.274	46.6063
Os04g0433600	SORBI_3006G083800	71.2477	73.2342
Os04g0433800	SORBI_3004G035300	66.8595	67.6987
Os04g0433900	SORBI_3006G083900	55.9653	56.1684
Os04g0434300	SORBI_3006G084000	84.7021	84.4302
Os04g0434600	SORBI_3006G084300	83.6837	72.2558
Os04g0434800	SORBI_3006G084400	77.7159	81.1047
Os04g0434900	SORBI_3006G084500	66.8675	44.9393
Os04g0435100	SORBI_3006G084600	87.9245	88.7619
Os04g0435500	SORBI_3006G085100	89.8113	89.8113
Os04g0435700	SORBI_3006G085300	89.6247	91.6479
Os04g0436000	SORBI_3006G085500	29.0657	39.0698
Os04g0436100	SORBI_3006G085601	75.817	75.3247
Os04g0436300	SORBI_3006G085700	73.0375	41.3127
Os04g0436800	SORBI_3006G085900	79.7768	80.112
Os04g0437000	SORBI_3006G086000	68.5	66.8293
Os04g0437300	SORBI_3006G086400	73.0047	78.1407
Os04g0437500	SORBI_3002G040700	49.2347	34.5259
Os04g0437600	SORBI_3006G086500	73.0226	69.9594
Os04g0438300	SORBI_3006G086800	71.2538	71.2538
Os04g0438400	SORBI_3006G086900	80.3714	64.7436
Os04g0438500	SORBI_3006G087400	83.2845	83.0409
Os04g0438600	SORBI_3006G087200	46.4286	32.3843
Os04g0438700	SORBI_3006G087100	69.9422	73.1118
Os04g0439100	SORBI_3006G087700	71.4139	61.5724
Os04g0439200	SORBI_3006G087700	67.1642	47.7032
Os04g0439300	SORBI_3006G087800	64.7059	16.0194
Os04g0439400	SORBI_3006G087800	70.4762	11.9741
Os04g0439600	SORBI_3006G087900	72.7494	73.6453
Os04g0439900	SORBI_3006G088000	79.9534	78.6697
Os04g0440000	SORBI_3006G088100	69.6049	73.3974
Os04g0440100	SORBI_3006G088200	76.7258	77.336
Os04g0440300	SORBI_3005G178700	25.3968	36.9637
Os04g0440300	SORBI_3005G178800	37.6417	39.4299
Os04g0440300	SORBI_3005G178950	41.9501	19.7228
Os04g0440300	SORBI_3006G088400	46.712	48.3568
Os04g0440300	SORBI_3006G088500	39.229	39.7701
Os04g0440300	SORBI_3009G105400	40.5896	38.6609
Os04g0441600	SORBI_3006G088900	38.1657	36.9627
Os04g0441800	SORBI_3006G089300	81.6694	84.7199
Os04g0441900	SORBI_3006G089400	82.6797	85.042
Os04g0442000	SORBI_3006G089500	80.6835	82.1483
Os04g0442100	SORBI_3006G090000	68.7338	67.5127
Os04g0442200	SORBI_3006G090100	82.4635	82.1206
Os04g0442300	SORBI_3006G090300	74.4589	69.0763
Os04g0442300	SORBI_3006G090400	71.4286	72.3684
Os04g0443000	SORBI_3006G090700	69.4645	71.2166
Os04g0443200	SORBI_3006G090800	65.4545	68.3544
Os04g0443300	SORBI_3006G090900	78.2	75.9223
Os04g0443500	SORBI_3006G091000	88.3382	87.5723
Os04g0443700	SORBI_3006G091100	56.5321	76.5273
Os04g0443801	SORBI_3006G091900	77.1277	76.5172
Os04g0443900	SORBI_3001G437801	88.2653	47.4406
Os04g0444100	SORBI_3006G092300	43.4286	42.4581
Os04g0444200	SORBI_3006G092400	84.5092	84.5092
Os04g0444400	SORBI_3006G092700	74.2678	70.4365
Os04g0444600	SORBI_3006G092800	96.9412	96.7136
Os04g0444800	SORBI_3006G093100	77.9683	77.154
Os04g0445000	SORBI_3006G093400	85.4626	53.5172
Os04g0445100	SORBI_3006G093500	73.4884	73.1481
Os04g0445200	SORBI_3006G093900	60.3896	63.2653
Os04g0445300	SORBI_3003G203900	63.0208	64.0212
Os04g0445300	SORBI_3006G094000	66.1458	53.5865
Os04g0445400	SORBI_3003G204000	51.5152	54.2553
Os04g0445400	SORBI_3006G094100	53.0303	54.4041
Os04g0445600	SORBI_3006G094500	69.7842	71.3235
Os04g0445800	SORBI_3006G094600	93.0233	93.75
Os04g0446000	SORBI_3006G094900	79.2453	21.1055
Os04g0446100	SORBI_3006G095000	53.3448	75.1208
Os04g0446200	SORBI_3006G095100	75	47.449
Os04g0446300	SORBI_3006G095200	93.2292	93.2292
Os04g0446401	SORBI_3006G095300	46.988	54.1667
Os04g0446500	SORBI_3006G095400	61.3333	64.4
Os04g0447100	SORBI_3006G095600	89.9497	77.4892
Os04g0447400	SORBI_3006G095700	90.9091	90.1639
Os04g0447500	SORBI_3006G095800	71.1712	65.8333
Os04g0447500	SORBI_3006G096000	70.8709	72.1713
Os04g0447500	SORBI_3006G096200	67.8679	68.0723
Os04g0447500	SORBI_3006G096300	68.1682	68.7879
Os04g0447600	SORBI_3006G096100	71.517	70.4268
Os04g0447600	SORBI_3006G096400	74.3034	72.5076
Os04g0447700	SORBI_3006G096100	66.3866	72.2561
Os04g0447700	SORBI_3006G096400	68.3473	73.716
Os04g0447800	SORBI_3006G096500	86.6	85.2362
Os04g0447900	SORBI_3006G096600	61.5385	32
Os04g0448000	SORBI_3006G096700	79.9228	46.3087
Os04g0448100	SORBI_3006G096800	60.2996	39.2683
Os04g0448200	SORBI_3006G096900	60.6299	60.6299
Os04g0448300	SORBI_3006G097000	82.1586	82.5221
Os04g0448500	SORBI_3006G097100	61.4224	62.9139
Os04g0448600	SORBI_3006G097200	79.6791	79.6791
Os04g0448700	SORBI_3006G097300	59.0799	58.6538
Os04g0448800	SORBI_3006G097400	87.7778	87.0523
Os04g0448900	SORBI_3006G097500	86.7982	85.119
Os04g0448950	SORBI_3006G097500	50.9434	12.0536
Os04g0449000	SORBI_3006G097700	83.1169	85.3333
Os04g0449100	SORBI_3006G097900	61.2628	61.578
Os04g0449200	SORBI_3006G097900	61.6838	61.578
Os04g0449400	SORBI_3006G098100	83.1897	42.6049
Os04g0449500	SORBI_3006G098200	83.8765	84.7487
Os04g0449900	SORBI_3006G098500	93.7984	85.8156
Os04g0450000	SORBI_3006G098600	36.019	38.3838
Os04g0450100	SORBI_3006G099700	75.102	72.7273
Os04g0450200	SORBI_3006G100000	85.6164	60.241
Os04g0450300	SORBI_3006G100100	80.826	67.4877
Os04g0450400	SORBI_3006G100200	50.1085	55.7971
Os04g0450500	SORBI_3006G100266	62.1514	38.806
Os04g0450600	SORBI_3002G333700	52.551	50.4902
Os04g0450600	SORBI_3006G100332	65.8163	65.4822
Os04g0450600	SORBI_3006G100400	32.6531	44.1379
Os04g0450900	SORBI_3006G100700	78.9362	65.0877
Os04g0451100	SORBI_3006G100800	68.8679	65.9142
Os04g0451200	SORBI_3006G100900	78.2077	76.6467
Os04g0451200	SORBI_3006G101200	79.0224	79.6715
Os04g0451700	SORBI_3006G101100	42.6966	44.186
Os04g0452000	SORBI_3006G225600	87.3239	87.3239
Os04g0452100	SORBI_3006G101600	87	85.7747
Os04g0452300	SORBI_3001G287000	51.4403	25.8264
Os04g0452300	SORBI_3010G043300	28.3951	16.3121
Os04g0452400	SORBI_3006G101700	97.2752	97.0109
Os04g0452500	SORBI_3001G415800	35.2129	38.6852
Os04g0452500	SORBI_3006G094201	51.6686	37.5104
Os04g0452500	SORBI_3006G101800	80.8976	81.2717
Os04g0452700	SORBI_3006G101900	79.6905	76.0148
Os04g0453266	SORBI_3006G102300	77.1186	17.8082
Os04g0453300	SORBI_3006G102300	78.7356	26.8102
Os04g0453400	SORBI_3006G102500	89.0625	89.4118
Os04g0453950	SORBI_3009G110400	30.8696	35.6784
Os04g0453950	SORBI_3009G110500	37.8261	39.0135
Os04g0454200	SORBI_3006G102800	85.4932	86.1598
Os04g0454600	SORBI_3001G287000	36.8237	43.595
Os04g0454600	SORBI_3010G043300	26.178	35.461
Os04g0455401	SORBI_3001G287000	43.0353	42.7686
Os04g0455401	SORBI_3010G043300	30.3534	34.5154
Os04g0455600	SORBI_3006G102900	87.8689	89.6321
Os04g0455700	SORBI_3006G103000	51.5556	51.5556
Os04g0455800	SORBI_3006G103100	92.9319	91.9689
Os04g0455900	SORBI_3006G103200	92.9766	72.0207
Os04g0456200	SORBI_3006G103300	50.5435	52.5424
Os04g0456300	SORBI_3006G103300	79.3814	43.5028
Os04g0456700	SORBI_3006G103900	72.0207	64.9533
Os04g0456900	SORBI_3006G104000	63.4218	45.7447
Os04g0457000	SORBI_3006G264201	91.6667	90.5882
Os04g0457200	SORBI_3006G104100	68.2243	76.5734
Os04g0457500	SORBI_3006G104300	80.662	79.2808
Os04g0457700	SORBI_3006G104400	35.3333	31.9277
Os04g0457800	SORBI_3006G104500	88.0573	88.9068
Os04g0458200	SORBI_3006G104600	76.4795	80.5112
Os04g0458300	SORBI_3006G104900	74.4737	75.8713
Os04g0458600	SORBI_3004G120500	76.7956	76.584
Os04g0458600	SORBI_3004G120550	78.1768	77.9614
Os04g0458600	SORBI_3004G120600	77.6243	77.1978
Os04g0458600	SORBI_3006G105000	74.8619	74.2466
Os04g0458600	SORBI_3006G105100	73.7569	70.4485
Os04g0458600	SORBI_3006G105200	73.2044	71.8157
Os04g0458800	SORBI_3006G105300	37.5	37.8641
Os04g0458900	SORBI_3006G105500	83.0986	83.8366
Os04g0459000	SORBI_3006G105600	95.3932	95.1664
Os04g0459500	SORBI_3006G105900	91.2935	87.799
Os04g0459600	SORBI_3006G106000	84.1584	84.1584
Os04g0459700	SORBI_3006G106200	71.8147	72.3735
Os04g0459800	SORBI_3006G106300	78.6104	79.2582
Os04g0459900	SORBI_3006G106400	82.2472	82.0628
Os04g0460050	SORBI_3006G106500	54.2056	47.1545
Os04g0460350	SORBI_3006G106800	90.566	90.566
Os04g0460400	SORBI_3006G106900	89.6739	85.9375
Os04g0460500	SORBI_3006G107200	84.375	84
Os04g0460600	SORBI_3006G107400	68.8047	66.2921
Os04g0461000	SORBI_3006G107500	82.029	66.4319
Os04g0461100	SORBI_3006G107600	73.7705	75
Os04g0461300	SORBI_3006G107700	84	26.3598
Os04g0461600	SORBI_3006G107900	61.4525	71.4286
Os04g0461750	SORBI_3008G054400	18.232	28.9474
Os04g0461800	SORBI_3006G108000	71.5486	69.953
Os04g0462200	SORBI_3006G108100	52.5	53.0303
Os04g0462300	SORBI_3006G108200	69.1176	72.5309
Os04g0462400	SORBI_3006G108300	84.9099	81.0753
Os04g0462500	SORBI_3006G108400	97.3282	97.7011
Os04g0462600	SORBI_3006G108500	67.3684	39.1437
Os04g0462900	SORBI_3006G108600	85.473	89.0845
Os04g0463000	SORBI_3006G108700	81.3154	80.9524
Os04g0463200	SORBI_3006G108832	53.4653	52.09
Os04g0463400	SORBI_3006G109000	88.0952	90.2439
Os04g0463500	SORBI_3006G109100	82.2917	84.3416
Os04g0463600	SORBI_3006G109200	56.9061	62.614
Os04g0463700	SORBI_3006G109300	57.1865	53.125
Os04g0463800	SORBI_3006G109400	73.9244	73.4456
Os04g0464100	SORBI_3006G113200	63.5593	36.2319
Os04g0464100	SORBI_3006G113400	57.6271	51.1278
Os04g0464200	SORBI_3006G109500	88.7129	88.5376
Os04g0464500	SORBI_3006G109700	72.3473	71.2025
Os04g0464600	SORBI_3006G109850	71.6012	36.6873
Os04g0464800	SORBI_3006G110200	68.7281	56.3636
Os04g0465000	SORBI_3006G110300	63.8728	62.6062
Os04g0465100	SORBI_3006G110700	78.5075	76.2319
Os04g0465300	SORBI_3006G110850	73.3333	68.75
Os04g0465432	SORBI_3006G111000	68.435	60.9929
Os04g0465500	SORBI_3006G110900	63.924	63.7224
Os04g0465600	SORBI_3006G111100	84.0764	84.0764
Os04g0465700	SORBI_3006G111200	75.3316	25.1773
Os04g0465800	SORBI_3006G111300	61.6883	71.4286
Os04g0465900	SORBI_3006G111400	81.5498	61.3889
Os04g0466000	SORBI_3006G111500	67.9487	68.8312
Os04g0466100	SORBI_3006G111600	87.3563	26.2522
Os04g0466600	SORBI_3006G111700	84.2105	85.3333
Os04g0466700	SORBI_3006G111800	77.4302	77.4302
Os04g0467100	SORBI_3006G112100	49.9246	58.8968
Os04g0467300	SORBI_3006G112300	32.2314	30.7692
Os04g0467400	SORBI_3006G112500	69.5652	20.0278
Os04g0467700	SORBI_3006G112600	89.8374	52.3697
Os04g0467800	SORBI_3002G424700	54.7619	9.64361
Os04g0467800	SORBI_3002G425500	46.4286	8.07453
Os04g0467800	SORBI_3006G112700	55.9524	9.73085
Os04g0467901	SORBI_3006G112800	81.685	43.5973
Os04g0468600	SORBI_3006G113000	45.2736	48.1481
Os04g0469000	SORBI_3006G113200	56.5574	33.3333
Os04g0469000	SORBI_3006G113400	50.8197	46.6165
Os04g0469400	SORBI_3006G114300	82.5436	36.2939
Os04g0469500	SORBI_3006G114700	78.2341	78.719
Os04g0469800	SORBI_3006G114600	90.625	88.9571
Os04g0470100	SORBI_3006G114800	94.3128	94.7619
Os04g0470150	SORBI_3006G114900	59.2105	71.4286
Os04g0470300	SORBI_3006G115100	69.5067	69.8198
Os04g0470700	SORBI_3006G115300	78.1116	79.1304
Os04g0471000	SORBI_3006G115400	28.3929	30.5769
Os04g0471300	SORBI_3006G115466	60.596	42.9577
Os04g0471400	SORBI_3006G115600	65.8596	66.0194
Os04g0471700	SORBI_3006G115700	38.2766	51.6216
Os04g0472200	SORBI_3006G115900	57.4144	61.8852
Os04g0472300	SORBI_3006G116000	80	79.0387
Os04g0472400	SORBI_3006G116100	61.0526	8.15753
Os04g0472500	SORBI_3006G116200	70.1031	70.1835
Os04g0472700	SORBI_3006G116500	48.1356	61.4719
Os04g0472900	SORBI_3006G116600	74.0351	72.9263
Os04g0473400	SORBI_3006G116700	90.0901	91.3242
Os04g0473800	SORBI_3006G116801	55.4622	70.9677
Os04g0473900	SORBI_3002G291350	2.92765	45.7516
Os04g0473900	SORBI_3006G116900	82.0995	81.4523
Os04g0474500	SORBI_3006G117000	69.6246	40.1575
Os04g0474500	SORBI_3006G117100	71.3311	40.8203
Os04g0474500	SORBI_3006G117300	68.6007	40.3614
Os04g0474500	SORBI_3006G117400	71.6724	39.7727
Os04g0474500	SORBI_3006G117600	69.6246	40.396
Os04g0474700	SORBI_3006G117000	64.8256	43.8976
Os04g0474700	SORBI_3006G117100	68.314	45.8984
Os04g0474700	SORBI_3006G117300	65.9884	45.5823
Os04g0474700	SORBI_3006G117400	67.7326	44.1288
Os04g0474700	SORBI_3006G117600	66.8605	45.5446
Os04g0474800	SORBI_3006G117000	79.2839	61.0236
Os04g0474800	SORBI_3006G117100	85.9335	65.625
Os04g0474800	SORBI_3006G117300	78.5166	61.6466
Os04g0474800	SORBI_3006G117400	82.3529	60.9848
Os04g0474800	SORBI_3006G117600	79.5396	61.5842
Os04g0474900	SORBI_3006G117000	77.4704	77.1654
Os04g0474900	SORBI_3006G117100	85.1779	84.1797
Os04g0474900	SORBI_3006G117300	79.0514	80.3213
Os04g0474900	SORBI_3006G117400	83.5968	80.1136
Os04g0474900	SORBI_3006G117600	79.6443	79.802
Os04g0475250	SORBI_3006G117900	51.5789	46.9649
Os04g0475300	SORBI_3006G118000	74.4318	72.3757
Os04g0475400	SORBI_3006G118200	24.1135	28.3333
Os04g0475500	SORBI_3006G118300	73.6842	69.7095
Os04g0475600	SORBI_3004G149100	79	69.7059
Os04g0475600	SORBI_3006G118400	82	82.5503
Os04g0476000	SORBI_3006G118900	75.3281	69.3237
Os04g0476100	SORBI_3002G282600	81.2741	66.195
Os04g0476100	SORBI_3006G119200	96.9112	64.1944
Os04g0476400	SORBI_3006G119300	71.2963	25.4967
Os04g0476500	SORBI_3006G119400	88.1694	88.7218
Os04g0476600	SORBI_3006G119600	84.2262	54.1627
Os04g0476700	SORBI_3004G058100	16.2362	32.3529
Os04g0476700	SORBI_3004G313000	16.2362	19.0476
Os04g0476700	SORBI_3006G119800	84.5018	44.8141
Os04g0476700	SORBI_3009G015133	16.2362	51.7647
Os04g0476800	SORBI_3006G119900	41.4302	40.7821
Os04g0477000	SORBI_3006G120000	68.2616	65.4434
Os04g0477100	SORBI_3006G120100	60.479	56.1111
Os04g0477200	SORBI_3006G120200	71.4286	80.6452
Os04g0477300	SORBI_3006G120301	25	17.4497
Os04g0477300	SORBI_3006G120400	37.9808	17.9545
Os04g0477500	SORBI_3006G120500	92.0103	92.0103
Os04g0479000	SORBI_3006G120600	82.9474	81.07
Os04g0479100	SORBI_3006G120800	68.7192	62.9797
Os04g0479200	SORBI_3006G120900	91.4209	90.9333
Os04g0479500	SORBI_3007G016700	0.436681	0.952381
Os04g0479500	SORBI_3007G017200	71.6157	31.5385
Os04g0479500	SORBI_3007G017800	69.869	31.25
Os04g0479800	SORBI_3007G016700	12.9344	63.8095
Os04g0479800	SORBI_3007G017200	70.8494	70.5769
Os04g0479800	SORBI_3007G017800	67.9537	68.75
Os04g0479900	SORBI_3007G017900	37.7551	13.6029
Os04g0480100	SORBI_3006G121100	73.8722	74.0113
Os04g0480200	SORBI_3006G121200	67.619	65.4378
Os04g0480300	SORBI_3006G121300	75	75.6757
Os04g0480400	SORBI_3006G121400	70.9091	67.9443
Os04g0480600	SORBI_3006G121500	55.336	27.2904
Os04g0480600	SORBI_3006G121600	54.9407	27.2549
Os04g0480600	SORBI_3006G121800	58.498	28.0303
Os04g0480600	SORBI_3006G122000	37.1542	21.219
Os04g0480650	SORBI_3006G121500	64.9289	26.7057
Os04g0480650	SORBI_3006G121600	64.455	26.6667
Os04g0480650	SORBI_3006G121800	69.6682	27.8409
Os04g0480650	SORBI_3006G122000	61.6114	29.3454
Os04g0480700	SORBI_3006G121500	66.1448	65.8869
Os04g0480700	SORBI_3006G121600	63.6008	63.7255
Os04g0480700	SORBI_3006G121800	69.863	67.6136
Os04g0480700	SORBI_3006G122000	54.2074	62.5282
Os04g0481000	SORBI_3006G122200	81.407	58.2734
Os04g0481100	SORBI_3006G122400	76.8097	70.7407
Os04g0481200	SORBI_3006G122300	72.9685	75.0853
Os04g0481300	SORBI_3006G122500	79.4776	78.022
Os04g0481400	SORBI_3006G122600	73.4266	73.4266
Os04g0481500	SORBI_3006G122700	74.7748	74.7748
Os04g0481500	SORBI_3006G122900	72.973	72.3214
Os04g0481600	SORBI_3006G123000	70.793	77.707
Os04g0481700	SORBI_3006G123100	79.7015	41.9811
Os04g0481800	SORBI_3006G123200	72.2063	73.4694
Os04g0481900	SORBI_3006G123200	76.5217	76.9679
Os04g0482000	SORBI_3006G123300	86.0963	87.027
Os04g0482000	SORBI_3006G123500	77.5401	75.9162
Os04g0482100	SORBI_3006G123300	79.4737	81.6216
Os04g0482100	SORBI_3006G123500	75.7895	75.3927
Os04g0482300	SORBI_3006G124000	70.1408	68.7845
Os04g0482600	SORBI_3006G124200	68.0556	71.0145
Os04g0482700	SORBI_3006G124300	49.2683	39.9209
Os04g0482800	SORBI_3006G124900	84.2663	83.7594
Os04g0482900	SORBI_3006G125000	73.6	76.6667
Os04g0483200	SORBI_3006G125400	85.034	84.1751
Os04g0483400	SORBI_3006G125500	46.2287	25.8679
Os04g0483500	SORBI_3006G125600	74.2138	72.1713
Os04g0483500	SORBI_3006G125800	75.1572	75.1572
Os04g0483600	SORBI_3006G125700	84.29	84.8024
Os04g0484800	SORBI_3010G252700	85.3009	85.7974
Os04g0484900	SORBI_3006G125900	96.8586	97.1979
Os04g0485000	SORBI_3006G126000	94.3445	94.5876
Os04g0485100	SORBI_3006G126100	92.7308	92.549
Os04g0485200	SORBI_3006G126200	60.7383	63.7324
Os04g0485300	SORBI_3006G126300	92.6733	92.3077
Os04g0485700	SORBI_3006G126400	84.127	13.486
Os04g0485800	SORBI_3006G126500	58.2781	57.7681
Os04g0486300	SORBI_3001G223300	46.934	56.6952
Os04g0486300	SORBI_3008G041600	28.5377	52.6087
Os04g0486400	SORBI_3006G126600	78.7013	79.3194
Os04g0486500	SORBI_3006G126700	90.8213	90.8213
Os04g0486800	SORBI_3006G126800	81.7495	78.3644
Os04g0486800	SORBI_3006G127350	13.4989	69.8324
Os04g0486900	SORBI_3006G127000	86.9281	85.2564
Os04g0486950	SORBI_3006G127100	86.9489	86.0384
Os04g0487100	SORBI_3006G127200	87.381	88.2212
Os04g0487200	SORBI_3006G127400	81.9936	81.3397
Os04g0487300	SORBI_3006G127500	72.4551	58.7379
Os04g0487400	SORBI_3006G127700	14.7368	21.3198
Os04g0487400	SORBI_3006G127750	13.3333	21.3483
Os04g0487400	SORBI_3006G129200	15.0877	18.2203
Os04g0487400	SORBI_3006G129300	13.6842	19.403
Os04g0487400	SORBI_3006G129466	13.3333	18.5366
Os04g0487400	SORBI_3006G129600	14.7368	21.1055
Os04g0487400	SORBI_3009G073700	14.386	23.5632
Os04g0488000	SORBI_3006G128900	84.2253	86.4162
Os04g0488100	SORBI_3006G128700	46.5955	45.1488
Os04g0488100	SORBI_3009G098501	6.14152	36.5079
Os04g0488400	SORBI_3006G128500	93.6782	93.6782
Os04g0488500	SORBI_3006G128400	81.8976	67.6987
Os04g0488600	SORBI_3006G128300	72.2543	80.6452
Os04g0488700	SORBI_3006G128200	75.974	76.1388
Os04g0489100	SORBI_3006G128100	80.0761	76.2999
Os04g0489600	SORBI_3006G127900	39.8374	72.7723
Os04g0489800	SORBI_3006G127800	68.25	63.8596
Os04g0490100	SORBI_3006G129700	83.2808	48.5294
Os04g0490300	SORBI_3006G129800	87.3016	14.3043
Os04g0490400	SORBI_3006G129900	86.5385	87.2093
Os04g0490600	SORBI_3006G130100	87.7133	63.4568
Os04g0490700	SORBI_3006G130200	75.6061	75.264
Os04g0490800	SORBI_3006G130300	81.3699	83.427
Os04g0490900	SORBI_3007G087400	68.75	41.9679
Os04g0491200	SORBI_3006G155200	30.9924	34.8797
Os04g0491200	SORBI_3007G064500	32.5191	37.3684
Os04g0491350	SORBI_3006G155200	0.430108	0.343643
Os04g0491350	SORBI_3007G064500	0.430108	0.350877
Os04g0491500	SORBI_3006G155200	11.3106	10.8247
Os04g0491500	SORBI_3007G064500	12.0287	11.7544
Os04g0491700	SORBI_3006G130800	90.7115	90.7115
Os04g0492100	SORBI_3006G131000	94.2797	75.5518
Os04g0492300	SORBI_3006G131200	86.6956	86.197
Os04g0492400	SORBI_3006G131400	93.6416	93.6416
Os04g0492800	SORBI_3006G131600	73.4694	60.5042
Os04g0492900	SORBI_3006G131700	76.4092	72.9084
Os04g0493000	SORBI_3006G131800	77.1739	52.9851
Os04g0493100	SORBI_3006G131900	89.1026	86.875
