Gene stable ID	Zea mays gene stable ID	%id. target Zea mays gene identical to query gene	%id. query gene identical to target Zea mays gene
Os04g0552000	Zm00001d026170	78.0303	78.626
Os04g0552300	Zm00001d002733	79.2627	72.5738
Os04g0552400	Zm00001d002732	38.4211	38.6926
Os04g0552400	Zm00001d026166	39.8246	36.2041
Os04g0552700	Zm00001d002731	67.5241	68.4039
Os04g0553000	Zm00001d002730	72.7763	80.597
Os04g0553300	Zm00001d002727	54.3624	37.156
Os04g0553300	Zm00001d002728	14.7651	12.6437
Os04g0553500	Zm00001d002726	93.5961	42.4107
Os04g0553650	Zm00001d030643	43.2432	10.9215
Os04g0553800	Zm00001d002725	88.764	84.2217
Os04g0553800	Zm00001d026165	79.5506	74.0586
Os04g0554300	Zm00001d002723	46.1883	39.9225
Os04g0554300	Zm00001d026164	42.1525	27.1676
Os04g0554500	Zm00001d026162	88.4615	85.8209
Os04g0554500	Zm00001d026163	84.6154	46.6102
Os04g0554600	Zm00001d026162	87.0229	85.0746
Os04g0554600	Zm00001d026163	83.9695	46.6102
Os04g0554800	Zm00001d002721	59.854	61.6541
Os04g0554800	Zm00001d026160	64.9635	66.9173
Os04g0554900	Zm00001d002720	39.8649	35.119
Os04g0554900	Zm00001d026159	21.6216	46.3768
Os04g0555000	Zm00001d002718	74.8242	73.7864
Os04g0555000	Zm00001d022034	34.4585	80.0654
Os04g0555000	Zm00001d026158	72.7145	72.0056
Os04g0555300	Zm00001d026156	79.9249	79.9249
Os04g0555400	Zm00001d002716	93.3884	93.1959
Os04g0555500	Zm00001d036579	0.419287	0.169492
Os04g0555500	Zm00001d036583	18.4486	4.6389
Os04g0555600	Zm00001d036579	5.36965	5.84746
Os04g0555600	Zm00001d036583	8.56031	5.79863
Os04g0555700	Zm00001d002714	49.6403	40.1163
Os04g0555800	Zm00001d002713	63.7097	28.6232
Os04g0555900	Zm00001d002711	90.2655	90.5325
Os04g0556000	Zm00001d002705	84.0319	81.2741
Os04g0556000	Zm00001d002708	89.022	89.2893
Os04g0556300	Zm00001d002704	92.8571	92.8571
Os04g0556300	Zm00001d026154	91.0714	86.9318
Os04g0556500	Zm00001d000237	76.4579	75.803
Os04g0556500	Zm00001d012335	74.73	74.73
Os04g0556600	Zm00001d000237	75.162	74.5182
Os04g0556600	Zm00001d012335	73.4341	73.4341
Os04g0556900	Zm00001d026152	30.3167	34.715
Os04g0557000	Zm00001d026148	68.5714	54.1761
Os04g0557200	Zm00001d000236	50.6261	50.8079
Os04g0557200	Zm00001d026147	55.6351	50.487
Os04g0557500	Zm00001d000236	60.5556	19.5691
Os04g0557500	Zm00001d026147	59.4444	17.3701
Os04g0557800	Zm00001d000236	50.3484	51.8851
Os04g0557800	Zm00001d026147	53.6585	50
Os04g0558200	Zm00001d009815	5.02645	28.3582
Os04g0558400	Zm00001d026144	36.9159	81.8653
Os04g0558500	Zm00001d026143	44.8052	46
Os04g0558700	Zm00001d002700	51.8519	64.8148
Os04g0558700	Zm00001d026141	65.1852	71.5447
Os04g0558900	Zm00001d026140	68.348	68.4343
Os04g0559000	Zm00001d002698	70.9211	70.8279
Os04g0559000	Zm00001d020017	67.2368	67.6821
Os04g0559100	Zm00001d002696	75.8242	29.8701
Os04g0559200	Zm00001d002695	51.7361	51.9767
Os04g0559400	Zm00001d002694	68.0488	73.4211
Os04g0559800	Zm00001d002688	60.6264	77.6504
Os04g0560100	Zm00001d002687	88.4404	89.9254
Os04g0560200	Zm00001d002685	85.2713	82.7068
Os04g0560300	Zm00001d002684	87.9162	88.2426
Os04g0560400	Zm00001d002682	79.6512	63.2308
Os04g0560500	Zm00001d002680	72.7106	75.619
Os04g0560500	Zm00001d053335	4.7619	65
Os04g0560600	Zm00001d026139	75.2345	67.6223
Os04g0560700	Zm00001d026137	48.2456	37.1622
Os04g0561500	Zm00001d002678	71.8539	54.1837
Os04g0561600	Zm00001d002677	88.8889	88.1356
Os04g0561700	Zm00001d002676	76.8657	76.8657
Os04g0561900	Zm00001d026132	73.8267	71.1304
Os04g0562100	Zm00001d002673	83.2031	80.8349
Os04g0562100	Zm00001d026131	81.0547	80.2708
Os04g0562500	Zm00001d002671	17.8971	27.3038
Os04g0562650	Zm00001d042402	16.2338	30.4878
Os04g0562800	Zm00001d002669	67.3358	46.7681
Os04g0562800	Zm00001d026130	66.2409	46.0076
Os04g0563000	Zm00001d002668	85.1449	80.756
Os04g0563100	Zm00001d002663	88.9362	83.9357
Os04g0563700	Zm00001d002662	74.0476	68.3516
Os04g0563700	Zm00001d026129	73.0952	72.0657
Os04g0563801	Zm00001d026127	50.2247	41.5428
Os04g0563801	Zm00001d026128	18.764	59.4306
Os04g0563900	Zm00001d026126	71.3684	74.3421
Os04g0564000	Zm00001d002661	46.4497	47.432
Os04g0564500	Zm00001d026124	65.6051	75.1825
Os04g0564600	Zm00001d002659	66.6667	71.5447
Os04g0564700	Zm00001d002658	76.2927	72.4745
Os04g0565200	Zm00001d004013	65.3017	65.0215
Os04g0565400	Zm00001d004013	64.0086	63.7339
Os04g0565500	Zm00001d026121	83.5294	71.7172
Os04g0565900	Zm00001d026120	25.5981	26.2255
Os04g0566000	Zm00001d026119	89.3617	33.871
Os04g0566100	Zm00001d002656	70.2202	61.8999
Os04g0566100	Zm00001d015595	17.0336	74.6193
Os04g0566400	Zm00001d002654	78.1403	75.6714
Os04g0566400	Zm00001d026113	76.0196	77.7963
Os04g0566500	Zm00001d002650	90.0999	88.0995
Os04g0566500	Zm00001d011096	84.9228	84.3863
Os04g0566500	Zm00001d025073	25.7947	73.1959
Os04g0566500	Zm00001d025331	37.148	74.0942
Os04g0566500	Zm00001d026111	87.1026	87.5799
Os04g0566500	Zm00001d035747	85.1953	81.6362
Os04g0566600	Zm00001d002649	59.8039	55.7927
Os04g0566600	Zm00001d026106	60.7843	54.2274
Os04g0566800	Zm00001d002644	57.7519	11.5414
Os04g0566800	Zm00001d026103	43.0233	10.2022
Os04g0566800	Zm00001d026104	29.4574	60.8
Os04g0566900	Zm00001d002644	14.8515	3.48567
Os04g0566900	Zm00001d026103	69.637	19.3934
Os04g0566900	Zm00001d026104	0.990099	2.4
Os04g0567200	Zm00001d026102	69.7856	70.751
Os04g0567700	Zm00001d035210	36.3057	16.4265
Os04g0567800	Zm00001d002642	74.6556	56.5762
Os04g0567800	Zm00001d017575	61.9835	60.1604
Os04g0567800	Zm00001d026096	68.0441	69.382
Os04g0567800	Zm00001d051439	60.0551	59.4005
Os04g0568400	Zm00001d002641	73.9255	74.1379
Os04g0568600	Zm00001d026095	86.6667	78.6047
Os04g0568700	Zm00001d026094	71.4754	68.5535
Os04g0568800	Zm00001d002640	61.8812	10.9457
Os04g0568900	Zm00001d002639	91.5309	73.9474
Os04g0568900	Zm00001d026091	89.5765	71.9895
Os04g0569000	Zm00001d026089	93.7313	94.8641
Os04g0569100	Zm00001d026088	65.2605	63.0695
Os04g0569300	Zm00001d002632	78.0702	78.5294
Os04g0569400	Zm00001d002631	85.8362	84.6801
Os04g0569900	Zm00001d002630	81.681	82.9322
Os04g0569900	Zm00001d026084	80.6034	75.4032
Os04g0570000	Zm00001d002629	86.7704	88.1423
Os04g0570000	Zm00001d026083	86.1868	87.2047
Os04g0570800	Zm00001d002625	85.7585	86.8339
Os04g0570800	Zm00001d026079	85.4489	86.1154
Os04g0571200	Zm00001d002624	68.5039	51.7857
Os04g0571300	Zm00001d026078	69.0789	72.6644
Os04g0571600	Zm00001d002623	82.6786	81.5141
Os04g0571600	Zm00001d026076	83.0357	81.1518
Os04g0571800	Zm00001d002621	54.9505	56.0606
Os04g0572200	Zm00001d002620	74.2718	72.1698
Os04g0572400	Zm00001d002618	78.5388	77.4775
Os04g0572500	Zm00001d002616	41.5094	52.6596
Os04g0572600	Zm00001d031457	6.87361	2.84926
Os04g0572600	Zm00001d031459	44.7894	60.8434
Os04g0572800	Zm00001d026072	71.4286	65.3846
Os04g0573000	Zm00001d002614	85.7759	83.6134
Os04g0573000	Zm00001d026070	70.8333	77.7603
Os04g0573100	Zm00001d002613	83.0795	80.3601
Os04g0573200	Zm00001d002611	82.3718	83.4416
Os04g0573200	Zm00001d026069	29.4872	87.619
Os04g0573300	Zm00001d026068	69.8305	79.5367
Os04g0573900	Zm00001d002610	75.8893	75.7396
Os04g0573900	Zm00001d026067	77.668	70.9386
Os04g0574100	Zm00001d002609	79.3249	78.9916
Os04g0574200	Zm00001d002607	77.0302	77.3893
Os04g0574500	Zm00001d051456	68.2203	72.8507
Os04g0574700	Zm00001d002603	87.1972	47.5472
Os04g0574800	Zm00001d002602	86.5714	80.3714
Os04g0574800	Zm00001d046898	84.8571	78.1579
Os04g0576300	Zm00001d008327	79.8995	27.2727
Os04g0576300	Zm00001d022265	79.8995	27.2727
Os04g0576300	Zm00001d040293	79.397	27.2884
Os04g0576800	Zm00001d002600	75.7062	76.1364
Os04g0576800	Zm00001d026064	81.0734	73.7789
Os04g0576900	Zm00001d002599	89.7106	49.163
Os04g0576900	Zm00001d026063	87.9421	46.7921
Os04g0577000	Zm00001d002598	82.1875	81.9315
Os04g0577200	Zm00001d002597	71.8163	71.5177
Os04g0577300	Zm00001d026062	59.5349	66.4935
Os04g0577375	Zm00001d002596	57.2727	58.3333
Os04g0577500	Zm00001d002595	67.8457	66.1442
Os04g0577700	Zm00001d002594	63.7602	58.9421
Os04g0577700	Zm00001d026061	60.218	57.7024
Os04g0577800	Zm00001d002593	68.125	71.2418
Os04g0578000	Zm00001d002592	80.5383	80.2062
Os04g0578000	Zm00001d026060	80.3313	76.0784
Os04g0578200	Zm00001d002591	57.085	54.6512
Os04g0578200	Zm00001d017585	30.7692	31.405
Os04g0578200	Zm00001d031606	11.7409	50
Os04g0578300	Zm00001d002590	55.1181	56.9106
Os04g0578400	Zm00001d002589	79.9353	79.9353
Os04g0578400	Zm00001d026056	68.6084	66.4577
Os04g0578550	Zm00001d002584	23.4568	21.1111
Os04g0578700	Zm00001d002580	68.8931	60.3679
Os04g0578800	Zm00001d002579	80.1527	81.0811
Os04g0578800	Zm00001d026055	84.542	86.3548
Os04g0578800	Zm00001d028323	32.8244	84.7291
Os04g0578800	Zm00001d047547	46.1832	82.0339
Os04g0579200	Zm00001d002576	80.6604	80.2817
Os04g0579200	Zm00001d026053	71.2264	80.7487
Os04g0579700	Zm00001d026051	91.5572	80.5281
Os04g0580300	Zm00001d002573	74.9596	74.4783
Os04g0580300	Zm00001d026050	75.4443	74.9599
Os04g0580400	Zm00001d002570	56.1151	49.0566
Os04g0580400	Zm00001d002572	55.3957	23.7654
Os04g0580500	Zm00001d002569	43.3234	40.6685
Os04g0580800	Zm00001d002568	64.8148	68.1818
Os04g0580800	Zm00001d026002	64.8148	65.2174
Os04g0580866	Zm00001d002565	43.0233	40.884
Os04g0581100	Zm00001d002564	88.9205	89.1738
Os04g0581400	Zm00001d002562	65.529	46.9438
Os04g0581400	Zm00001d026005	61.7747	44.802
Os04g0581400	Zm00001d035982	23.2082	77.2727
Os04g0581502	Zm00001d042850	79.0323	19.6
Os04g0581700	Zm00001d017619	80	76.4706
Os04g0581800	Zm00001d002558	80.3279	76.5625
Os04g0582600	Zm00001d002553	48.2566	27.5478
Os04g0582600	Zm00001d007156	50.6276	34.4729
Os04g0582600	Zm00001d010569	5.16039	23.2704
Os04g0582600	Zm00001d040080	4.60251	11.0738
Os04g0582700	Zm00001d002553	10.6346	4.93631
Os04g0582700	Zm00001d007156	10.2916	5.69801
Os04g0582700	Zm00001d010569	0	0
Os04g0582700	Zm00001d040080	0	0
Os04g0582900	Zm00001d002553	0.757576	0.0796178
Os04g0582900	Zm00001d007156	0.757576	0.0949668
Os04g0582900	Zm00001d010569	0	0
Os04g0582900	Zm00001d040080	0	0
Os04g0583101	Zm00001d002550	76.2376	76.6169
Os04g0583200	Zm00001d026012	39.5122	49.3902
Os04g0583500	Zm00001d002548	88.3269	87.9845
Os04g0583500	Zm00001d026014	87.9377	86.9231
Os04g0583600	Zm00001d020585	100	100
Os04g0583700	Zm00001d002544	64.6035	60.1802
Os04g0583900	Zm00001d002545	55.7235	58.6364
Os04g0583900	Zm00001d026017	54.6436	55.8499
Os04g0584100	Zm00001d002536	75.2976	36.6136
Os04g0584500	Zm00001d002541	54.0616	40.0415
Os04g0584500	Zm00001d047352	6.02241	14.8789
Os04g0584600	Zm00001d002540	90.5626	91.2249
Os04g0584600	Zm00001d026018	90.5626	89.7482
Os04g0584700	Zm00001d002539	90.1099	27.7966
Os04g0584800	Zm00001d002538	75.3588	75.9036
Os04g0584800	Zm00001d007683	12.9187	65.8537
Os04g0584800	Zm00001d008959	21.7703	32.7338
Os04g0584800	Zm00001d010979	14.1148	63.4409
Os04g0584800	Zm00001d043645	17.4641	68.2243
Os04g0584800	Zm00001d049633	21.2919	41.3953
Os04g0584900	Zm00001d002537	66.1442	65.1235
Os04g0584900	Zm00001d026020	65.2038	56.8306
Os04g0585100	Zm00001d002534	81.9805	61.2864
Os04g0585200	Zm00001d002532	68.3333	39.6348
Os04g0585300	Zm00001d007236	18.9831	52.5822
Os04g0585300	Zm00001d026022	78.1356	71.0324
Os04g0585300	Zm00001d030631	18.9831	48.6957
Os04g0585300	Zm00001d037531	24.0678	36.2245
Os04g0585300	Zm00001d050137	15.0847	43.4146
Os04g0585300	Zm00001d051145	16.2712	64.4295
Os04g0585400	Zm00001d002531	77.9006	76.6304
Os04g0585600	Zm00001d026025	68.3333	59.6364
Os04g0585700	Zm00001d002530	71.3333	70.8609
Os04g0585700	Zm00001d026026	73.3333	68.75
Os04g0586000	Zm00001d002523	81.1024	80.4688
Os04g0586100	Zm00001d002521	63.9175	72.093
Os04g0586100	Zm00001d002522	68.0412	65.3465
Os04g0586100	Zm00001d026028	65.9794	66.6667
Os04g0586200	Zm00001d002520	76.9231	80
Os04g0586200	Zm00001d026029	68.2692	68.2692
Os04g0586700	Zm00001d002519	67.1309	60.7053
Os04g0586700	Zm00001d026032	62.9526	60.7527
Os04g0587100	Zm00001d002517	40.4255	43.1818
Os04g0587200	Zm00001d002517	50.7937	54.5455
Os04g0588000	Zm00001d002512	63.8158	33.7979
Os04g0588200	Zm00001d002510	77.6305	60.9629
Os04g0588350	Zm00001d002505	63.6691	64.1304
Os04g0588700	Zm00001d002503	58.5146	50.6493
Os04g0588700	Zm00001d026041	48.9122	48.8024
Os04g0589200	Zm00001d002501	39.3939	66.6667
Os04g0589500	Zm00001d002500	41.7391	55.814
Os04g0589600	Zm00001d002499	85.8852	86.0911
Os04g0589700	Zm00001d002498	76.0095	77.1084
Os04g0589700	Zm00001d026040	75.772	77.9951
Os04g0589800	Zm00001d026037	63.9344	69.6429
Os04g0589900	Zm00001d026036	81.0026	76.3682
Os04g0590100	Zm00001d002496	68.1818	49.0196
Os04g0590200	Zm00001d002495	89.8361	88.6731
Os04g0590200	Zm00001d026035	89.8361	88.3871
Os04g0590366	Zm00001d003389	45.4795	53.2051
Os04g0590366	Zm00001d004343	46.3014	51.3678
Os04g0590366	Zm00001d004914	39.726	48.0132
Os04g0590366	Zm00001d005850	22.7397	45.1087
Os04g0590366	Zm00001d007920	22.4658	37.4429
Os04g0590366	Zm00001d010962	30.9589	48.7069
Os04g0590366	Zm00001d015281	26.3014	44.4444
Os04g0590366	Zm00001d016309	22.1918	43.0851
Os04g0590366	Zm00001d016357	37.8082	45.3947
Os04g0590366	Zm00001d016495	34.7945	45.5197
Os04g0590366	Zm00001d018570	47.6712	37.744
Os04g0590366	Zm00001d018661	23.0137	43.5233
Os04g0590366	Zm00001d029541	7.39726	38.5714
Os04g0590366	Zm00001d030952	41.6438	54.8736
Os04g0590366	Zm00001d031355	30.411	46.0581
Os04g0590366	Zm00001d032523	46.5753	52.795
Os04g0590366	Zm00001d033781	33.1507	53.0702
Os04g0590366	Zm00001d033824	49.3151	58.4416
Os04g0590366	Zm00001d035227	18.0822	50.7692
Os04g0590366	Zm00001d036126	49.0411	49.1758
Os04g0590366	Zm00001d037709	16.4384	53.5714
Os04g0590366	Zm00001d042384	44.1096	49.3865
Os04g0590366	Zm00001d043342	9.31507	40.9639
Os04g0590366	Zm00001d043513	46.5753	54.4872
Os04g0590366	Zm00001d046247	46.3014	52.4845
Os04g0590366	Zm00001d046283	19.726	44.7205
Os04g0590366	Zm00001d046284	15.6164	43.5115
Os04g0590366	Zm00001d047165	23.8356	25.8929
Os04g0590366	Zm00001d047320	19.1781	50.7246
Os04g0590366	Zm00001d051813	35.6164	45.4545
Os04g0590366	Zm00001d052538	44.6575	49.6951
Os04g0590400	Zm00001d034664	58.9623	67.0841
Os04g0590900	Zm00001d002491	70.7572	66.7488
Os04g0591000	Zm00001d002490	70.1031	75
Os04g0591100	Zm00001d002489	87.1486	84.7656
Os04g0591100	Zm00001d026047	85.5422	84.1897
Os04g0591300	Zm00001d002488	51.9553	54.0698
Os04g0592400	Zm00001d000443	58.7927	59.4954
Os04g0592400	Zm00001d002485	60.4987	61.1406
Os04g0592400	Zm00001d015074	26.2467	54.6448
Os04g0592400	Zm00001d026193	61.2861	61.2861
Os04g0592400	Zm00001d030621	20.4724	55.7143
Os04g0592500	Zm00001d000162	30.5177	38.3562
Os04g0592500	Zm00001d000442	14.7139	45.7627
Os04g0592500	Zm00001d009327	29.9728	37.6712
Os04g0592500	Zm00001d026192	55.3134	44.8124
Os04g0592500	Zm00001d053803	13.8965	31.875
Os04g0592600	Zm00001d000439	92.126	92.126
Os04g0592700	Zm00001d002483	81.7059	80
Os04g0592700	Zm00001d026195	81.8182	78.9816
Os04g0593200	Zm00001d002482	48.5294	55.5556
Os04g0593200	Zm00001d026197	54.4118	54.5723
Os04g0593400	Zm00001d019895	75.1553	78.5714
Os04g0593500	Zm00001d002479	56.1404	55.4913
Os04g0593500	Zm00001d026200	54.386	57.4074
Os04g0593600	Zm00001d002478	76.7773	25.1163
Os04g0594100	Zm00001d002476	69.2722	63.4568
Os04g0594100	Zm00001d026203	64.69	62.8272
Os04g0594100	Zm00001d026204	58.7601	66.2614
Os04g0594400	Zm00001d002475	80.5732	80.5732
Os04g0594400	Zm00001d026150	56.3694	73.75
Os04g0594400	Zm00001d026206	81.8471	81.8471
Os04g0594400	Zm00001d031493	61.465	59.3846
Os04g0594400	Zm00001d031612	56.3694	73.75
Os04g0594500	Zm00001d002473	58.3333	47.6596
Os04g0594500	Zm00001d002474	59.375	44.6184
Os04g0594500	Zm00001d036227	38.5417	65.7778
Os04g0594500	Zm00001d038426	58.8542	43.9689
Os04g0594800	Zm00001d026207	76.9335	76.9335
Os04g0596300	Zm00001d026211	76.7901	74.9398
Os04g0596400	Zm00001d002456	86.076	57.384
Os04g0596400	Zm00001d026212	84.8101	65.6863
Os04g0596500	Zm00001d026213	73.1707	57.8313
Os04g0596900	Zm00001d002454	68.1592	65.7074
Os04g0597000	Zm00001d026214	92.3077	87.5
Os04g0597501	Zm00001d026220	28.9206	57.7236
Os04g0597600	Zm00001d026221	80.5263	79.5494
Os04g0597800	Zm00001d026221	77.7403	79.896
Os04g0597900	Zm00001d026222	26.5385	5.4288
Os04g0598000	Zm00001d002451	76.4706	75.8333
Os04g0598000	Zm00001d026223	78.1513	76.2295
Os04g0598200	Zm00001d002450	96.3855	96.3855
Os04g0598200	Zm00001d010017	75.3012	55.8036
Os04g0598200	Zm00001d031348	89.1566	89.1566
Os04g0598200	Zm00001d043268	62.0482	50.7389
Os04g0598300	Zm00001d002449	82.2622	81.2183
Os04g0598300	Zm00001d026231	80.2057	79.7954
Os04g0598600	Zm00001d002447	69.7723	39.3692
Os04g0598800	Zm00001d002447	59.589	50.8178
Os04g0599000	Zm00001d002446	73.0337	70.9413
Os04g0599300	Zm00001d017724	62.2845	61.0994
Os04g0599400	Zm00001d002444	56.8452	53.352
Os04g0599400	Zm00001d026235	32.1429	85.7143
Os04g0599400	Zm00001d026236	17.8571	57.1429
Os04g0599650	Zm00001d002441	64.7222	58.2292
Os04g0599900	Zm00001d002440	78.2828	77.7592
Os04g0600000	Zm00001d002439	61.2245	43.7956
Os04g0600200	Zm00001d002436	82.8313	83.5866
Os04g0600300	Zm00001d002434	74.3284	75
Os04g0600300	Zm00001d002435	80	81.459
Os04g0600400	Zm00001d002433	75.7282	75.4839
Os04g0600500	Zm00001d002432	50.7042	27.7635
Os04g0600500	Zm00001d026237	58.6854	28.4091
Os04g0600800	Zm00001d026239	95.0855	92.9019
Os04g0600900	Zm00001d002429	65.8854	70.4735
Os04g0600900	Zm00001d026240	70.0521	67.7582
Os04g0601400	Zm00001d002428	84.8837	84.8837
Os04g0601500	Zm00001d026241	56.0606	65.2941
Os04g0601700	Zm00001d005253	93.6364	93.6364
Os04g0601800	Zm00001d026243	98.913	41.9355
Os04g0602000	Zm00001d002427	19.8198	24.3542
Os04g0602000	Zm00001d026242	19.3694	20.9416
Os04g0602100	Zm00001d002426	79.3201	73.4908
Os04g0602200	Zm00001d002425	31.3351	58.3756
Os04g0602200	Zm00001d026244	82.2888	56.9811
Os04g0602300	Zm00001d002424	74.3842	55.3114
Os04g0602300	Zm00001d026245	74.3842	56.7669
Os04g0602400	Zm00001d002423	79.6992	79.3017
Os04g0602400	Zm00001d007428	17.7945	24.9123
Os04g0602400	Zm00001d011651	10.5263	36.8421
Os04g0602400	Zm00001d031836	16.5414	65.3465
Os04g0602400	Zm00001d032089	17.5439	49.6454
Os04g0602500	Zm00001d002422	65.4506	76.8262
Os04g0602600	Zm00001d002421	76.8657	74.5476
Os04g0602700	Zm00001d002420	77.8736	77.6504
Os04g0602800	Zm00001d002418	72.2944	72.8462
Os04g0602800	Zm00001d026246	67.8571	68.3007
Os04g0603200	Zm00001d002416	68.3891	56.6751
Os04g0603200	Zm00001d026248	67.1733	58.1579
Os04g0603400	Zm00001d000447	71.7391	66
Os04g0603400	Zm00001d002415	69.5652	64.6465
Os04g0604000	Zm00001d002413	80.0211	80.0211
Os04g0604000	Zm00001d026249	82.6638	77.2727
Os04g0604200	Zm00001d002412	72.3549	71.1409
Os04g0604300	Zm00001d002410	77.1429	77.9783
Os04g0604300	Zm00001d026250	76.0714	78.022
Os04g0604800	Zm00001d026251	62.2449	63.1034
Os04g0605100	Zm00001d002405	79.9353	82.8859
Os04g0605100	Zm00001d026252	80.9062	79.1139
Os04g0605200	Zm00001d002403	78.3784	69.0476
Os04g0605300	Zm00001d002399	54.8295	76.8924
Os04g0605300	Zm00001d002402	82.1023	79.6143
Os04g0605500	Zm00001d002396	88.511	88.7558
Os04g0605500	Zm00001d026253	80.5147	79.3478
Os04g0605900	Zm00001d002395	92.2131	92.2131
Os04g0605900	Zm00001d024373	89.7541	88.664
Os04g0605900	Zm00001d026254	92.6229	91.8699
Os04g0605900	Zm00001d030114	89.3443	86.5079
Os04g0605900	Zm00001d041838	37.2951	72.8
Os04g0605900	Zm00001d050193	90.5738	90.2041
Os04g0606000	Zm00001d014530	55.1502	50.2935
Os04g0606200	Zm00001d002393	76.0563	72
Os04g0606200	Zm00001d002394	77.4648	75.3425
Os04g0606200	Zm00001d026255	78.8732	74.6667
Os04g0606400	Zm00001d002388	89.8601	90.9734
Os04g0606400	Zm00001d003736	38.8112	51.9906
Os04g0606400	Zm00001d019006	31.6434	80.8036
Os04g0606400	Zm00001d026257	86.7133	87.9433
Os04g0606500	Zm00001d002391	87.5519	80.6883
Os04g0606500	Zm00001d026258	87.1369	87.1369
Os04g0606700	Zm00001d002387	50.5882	45.5026
Os04g0606700	Zm00001d026259	50.5882	57.7181
Os04g0606800	Zm00001d002386	67.2662	75.4032
Os04g0606800	Zm00001d026260	69.0648	77.4194
Os04g0606900	Zm00001d002385	82.6531	71.6814
Os04g0607000	Zm00001d002384	79.4521	69.8795
Os04g0607100	Zm00001d002382	75.9615	40.8269
Os04g0607100	Zm00001d026261	77.4038	42.0366
Os04g0607600	Zm00001d002378	69.4	65.5955
Os04g0608100	Zm00001d002377	83.2558	80.8126
Os04g0608300	Zm00001d002374	73.8636	77.8443
Os04g0608300	Zm00001d026262	73.8636	76.9231
Os04g0608400	Zm00001d026263	72.7273	70.3297
Os04g0608500	Zm00001d002373	87.987	26.8849
Os04g0608500	Zm00001d026265	88.961	26.8102
Os04g0608800	Zm00001d002372	44.7183	46.0145
Os04g0608900	Zm00001d002371	90.9953	92.5301
Os04g0608900	Zm00001d026267	91.9431	93.494
Os04g0609100	Zm00001d009659	4.85612	9.40767
Os04g0609100	Zm00001d011300	1.25899	6.48148
Os04g0609100	Zm00001d053524	23.2014	16.0648
Os04g0609100	Zm00001d053526	1.07914	4.34783
Os04g0609100	Zm00001d053528	0.899281	3.67647
Os04g0609100	Zm00001d053529	0.899281	6.41026
Os04g0609100	Zm00001d053530	0.899281	3.5461
Os04g0609100	Zm00001d053531	0.899281	6.75676
Os04g0609100	Zm00001d053533	0.899281	4.58716
Os04g0609100	Zm00001d053534	1.07914	4.31655
Os04g0609100	Zm00001d053537	0.899281	3.64964
Os04g0609100	Zm00001d053538	1.07914	4.41176
Os04g0609200	Zm00001d014129	87.2549	15.3448
Os04g0609300	Zm00001d026268	66.9528	69.6429
Os04g0609500	Zm00001d026268	76.5864	78.125
Os04g0609600	Zm00001d002369	88.4735	90.1587
Os04g0609600	Zm00001d026269	68.8474	92.8571
Os04g0609700	Zm00001d026270	88.6861	55.8621
Os04g0610400	Zm00001d002364	72.0721	72.0721
Os04g0610400	Zm00001d026271	73.8739	73.8739
Os04g0610500	Zm00001d002362	35.8824	56.2212
Os04g0610600	Zm00001d002360	58.7591	52.7869
Os04g0610700	Zm00001d002359	84.1984	86.1865
Os04g0610800	Zm00001d002358	94.8387	74.0554
Os04g0610800	Zm00001d026277	90.6452	83.8806
Os04g0610900	Zm00001d002357	77.7635	79.3963
Os04g0611200	Zm00001d002353	63.1579	69.8734
Os04g0611300	Zm00001d002352	78.9916	79.661
Os04g0611300	Zm00001d026278	79.8319	80.5085
Os04g0611500	Zm00001d026280	87.1269	53.0079
Os04g0611700	Zm00001d002350	40.866	55.8226
Os04g0611700	Zm00001d002351	46.6847	58.4746
Os04g0611800	Zm00001d002349	69.709	65.7107
Os04g0612500	Zm00001d002347	67.4157	41.3793
Os04g0612500	Zm00001d026282	64.0449	35.4037
Os04g0612600	Zm00001d000079	20.9059	39.4737
Os04g0612600	Zm00001d026283	94.7735	86.901
Os04g0612600	Zm00001d041399	27.8746	49.3827
Os04g0612600	Zm00001d042031	25.0871	84.7059
Os04g0612700	Zm00001d002346	72.2955	74.0541
Os04g0612800	Zm00001d002345	88.8889	88.4371
Os04g0612900	Zm00001d002344	81.3084	81.3084
Os04g0612900	Zm00001d026284	80.3738	80.3738
Os04g0613000	Zm00001d002343	78.8462	78.8462
Os04g0613200	Zm00001d002342	76.2	76.8145
Os04g0613300	Zm00001d002341	71.1744	69.2042
Os04g0613300	Zm00001d026285	69.0391	67.128
Os04g0613400	Zm00001d002340	87.4233	87.4233
Os04g0613500	Zm00001d002339	100	50.3145
Os04g0613500	Zm00001d026286	100	50.3145
Os04g0613600	Zm00001d002339	95.6522	96.8553
Os04g0613600	Zm00001d026286	95.6522	96.8553
Os04g0613700	Zm00001d002338	94.0639	41.785
Os04g0613700	Zm00001d026287	94.5205	41.9878
Os04g0613800	Zm00001d026288	52.0305	44.3723
Os04g0613900	Zm00001d002333	87.8635	80.908
Os04g0613900	Zm00001d026289	89.0013	86.4865
Os04g0614000	Zm00001d002332	89.6321	90.2357
Os04g0614000	Zm00001d026290	91.3043	91.6107
Os04g0614100	Zm00001d003168	69.6629	51.4523
Os04g0614100	Zm00001d018587	69.6629	73.3728
Os04g0614100	Zm00001d018767	75.2809	52.549
Os04g0614100	Zm00001d020114	41.0112	32.4444
Os04g0614100	Zm00001d031591	69.6629	42.7586
Os04g0614100	Zm00001d033701	67.4157	49.5868
