A2X747	Jaiswal:Cc06_g14760 Jaiswal:Cc04_g05230
Q6Z7F5	Jaiswal:Cc02_g36750 Jaiswal:Cc02_g36740 Jaiswal:Cc02_g36760
Q6Z7Q3	Jaiswal:Cc00_g08410 Jaiswal:Cc04_g15100 Jaiswal:Cc04_g15110 Jaiswal:Cc00_g08400 Jaiswal:Cc00_g15300
Q6Z836	Jaiswal:Cc07_g02190
Q6Z8F4	Jaiswal:Cc08_g03960
Q6Z8S2	Jaiswal:Cc02_g23640 Jaiswal:Cc00_g15900 Jaiswal:Cc00_g15920
Q6Z8Z7	Jaiswal:Cc05_g03650
Q6Z965	Jaiswal:Cc06_g12110
Q6Z9A3	Jaiswal:Cc02_g07370 Jaiswal:Cc05_g00320
Q6Z9E6	Jaiswal:Cc08_g07910
Q6ZAC1	Jaiswal:Cc06_g13370 Jaiswal:Cc04_g05510
Q6ZAH2	Jaiswal:Cc04_g15800 Jaiswal:Cc04_g13930 Jaiswal:Cc00_g30150
Q6ZBE1	Jaiswal:Cc10_g06970 Jaiswal:Cc00_g31530 Jaiswal:Cc07_g14930 Jaiswal:Cc07_g14880 Jaiswal:Cc02_g21310 Jaiswal:Cc10_g07030 Jaiswal:Cc01_g01130 Jaiswal:Cc00_g17110 Jaiswal:Cc07_g14950 Jaiswal:Cc10_g06890 Jaiswal:Cc11_g01640 Jaiswal:Cc10_g06960 Jaiswal:Cc10_g11220 Jaiswal:Cc10_g06940 Jaiswal:Cc10_g06980 Jaiswal:Cc02_g21300 Jaiswal:Cc01_g01120 Jaiswal:Cc02_g21360 Jaiswal:Cc10_g07040 Jaiswal:Cc10_g07000 Jaiswal:Cc10_g06910 Jaiswal:Cc10_g06930 Jaiswal:Cc07_g14940
Q6ZBH5	Jaiswal:Cc08_g13850
Q6ZC33	Jaiswal:Cc00_g12040 Jaiswal:Cc10_g14390
Q6ZCF0	Jaiswal:Cc05_g00030
Q6ZD10	Jaiswal:Cc10_g08630
Q6ZD89	Jaiswal:Cc00_g12170 Jaiswal:Cc00_g12180 Jaiswal:Cc00_g20770 Jaiswal:Cc01_g04660 Jaiswal:Cc08_g08370 Jaiswal:Cc00_g12160 Jaiswal:Cc05_g01360 Jaiswal:Cc01_g04680
Q6ZDQ1	Jaiswal:Cc05_g03300
Q6ZDY8	Jaiswal:Cc07_g09450
Q6ZEZ2	Jaiswal:Cc01_g03210
Q6ZFT5	Jaiswal:Cc05_g09480
Q6ZG77	Jaiswal:Cc02_g17290
Q6ZG91	Jaiswal:Cc04_g11160
Q6ZGS9	Jaiswal:Cc11_g03830 Jaiswal:Cc00_g30170
Q6ZGW6	Jaiswal:Cc01_g03650 Jaiswal:Cc01_g05170 Jaiswal:Cc06_g15960 Jaiswal:Cc01_g05180 Jaiswal:Cc00_g34300 Jaiswal:Cc00_g33930 Jaiswal:Cc01_g03680 Jaiswal:Cc01_g05140
Q6ZHA3	Jaiswal:Cc02_g16210 Jaiswal:Cc02_g14230 Jaiswal:Cc07_g11070
Q6ZHB2	Jaiswal:Cc08_g01570
Q6ZHH7	Jaiswal:Cc00_g12040 Jaiswal:Cc10_g14390
Q6ZHS4	Jaiswal:Cc02_g19270
Q6ZHU3	Jaiswal:Cc05_g14780 Jaiswal:Cc06_g11160
Q6ZHZ1	Jaiswal:Cc06_g07910
Q6ZI39	Jaiswal:Cc10_g15920
Q6ZI55	Jaiswal:Cc09_g10650
Q6ZIK0	Jaiswal:Cc11_g00040
Q6ZIX2	Jaiswal:Cc02_g28350
Q6ZJ97	Jaiswal:Cc00_g22880
Q6ZJK7	Jaiswal:Cc00_g21470 Jaiswal:Cc01_g17720 Jaiswal:Cc05_g04740
Q6ZJM9	Jaiswal:Cc10_g13570
Q6ZJU3	Jaiswal:Cc04_g06060 Jaiswal:Cc11_g08030
Q6ZK11	Jaiswal:Cc09_g05060 Jaiswal:Cc09_g05080
Q6ZKV8	Jaiswal:Cc06_g13470 Jaiswal:Cc06_g13480
Q6ZL61	Jaiswal:Cc11_g09840
Q6ZL94	Jaiswal:Cc11_g03450
Q6ZLD3	Jaiswal:Cc01_g18950 Jaiswal:Cc03_g04440
Q6ZLJ9	Jaiswal:Cc06_g16860 Jaiswal:Cc05_g15530
Q75GB1	Jaiswal:Cc06_g10040 Jaiswal:Cc04_g02890 Jaiswal:Cc07_g07780 Jaiswal:Cc10_g08190
Q75GK0	Jaiswal:Cc03_g04670 Jaiswal:Cc02_g30730
Q75H77	Jaiswal:Cc02_g18420 Jaiswal:Cc07_g05710
Q75HB1	Jaiswal:Cc09_g06810
Q75HP7	Jaiswal:Cc02_g22730
Q75HQ7	Jaiswal:Cc02_g11230 Jaiswal:Cc00_g20750 Jaiswal:Cc01_g10880 Jaiswal:Cc06_g03980
Q75HZ9	Jaiswal:Cc05_g10510
Q75I93	Jaiswal:Cc04_g06590
Q75II5	Jaiswal:Cc05_g10920
Q75KD7	Jaiswal:Cc11_g10540 Jaiswal:Cc07_g09040
Q75KT7	Jaiswal:Cc09_g07310
Q75L84	Jaiswal:Cc06_g03600
Q75LL5	Jaiswal:Cc00_g26810
Q75LR2	Jaiswal:Cc10_g06820 Jaiswal:Cc07_g14820
Q75M18	Jaiswal:Cc02_g23660
Q75V57	Jaiswal:Cc02_g18420 Jaiswal:Cc07_g05710
Q75W16	Jaiswal:Cc10_g06820 Jaiswal:Cc07_g14820
Q764B9	Jaiswal:Cc11_g05880 Jaiswal:Cc00_g17040
Q7EXZ2	Jaiswal:Cc00_g14640
Q7EYE4	Jaiswal:Cc03_g08220
Q7EZW6	Jaiswal:Cc09_g10930
Q7EZZ0	Jaiswal:Cc06_g18360
Q7F0B2	Jaiswal:Cc11_g03130 Jaiswal:Cc11_g03080 Jaiswal:Cc01_g06490 Jaiswal:Cc03_g09630 Jaiswal:Cc02_g30770 Jaiswal:Cc03_g09610 Jaiswal:Cc11_g03140 Jaiswal:Cc01_g13570 Jaiswal:Cc11_g03100 Jaiswal:Cc09_g08130
Q7F0Q2	Jaiswal:Cc02_g16850
Q7F190	Jaiswal:Cc02_g25700
Q7F1X5	Jaiswal:Cc04_g09970
Q7F8K7	Jaiswal:Cc06_g07880 Jaiswal:Cc11_g07160
Q7F8U7	Jaiswal:Cc02_g17720 Jaiswal:Cc06_g18690 Jaiswal:Cc07_g14580 Jaiswal:Cc00_g27510
Q7FAE1	Jaiswal:Cc06_g14660 Jaiswal:Cc11_g04610 Jaiswal:Cc01_g08680 Jaiswal:Cc01_g08700 Jaiswal:Cc01_g08720 Jaiswal:Cc01_g08690 Jaiswal:Cc04_g04690
Q7FAH2	Jaiswal:Cc11_g16510 Jaiswal:Cc07_g00460
Q7FAL6	Jaiswal:Cc05_g15270 Jaiswal:Cc09_g00220
Q7FAS1	Jaiswal:Cc05_g10170
Q7G065	Jaiswal:Cc02_g17340 Jaiswal:Cc10_g02590
Q7G1V6	Jaiswal:Cc01_g01330 Jaiswal:Cc05_g09460 Jaiswal:Cc00_g15990 Jaiswal:Cc01_g01350 Jaiswal:Cc01_g01370 Jaiswal:Cc05_g12180 Jaiswal:Cc05_g01220 Jaiswal:Cc01_g01520 Jaiswal:Cc09_g09330 Jaiswal:Cc01_g01400 Jaiswal:Cc02_g36480 Jaiswal:Cc01_g01420 Jaiswal:Cc01_g01390 Jaiswal:Cc03_g02850 Jaiswal:Cc10_g09940 Jaiswal:Cc02_g29190 Jaiswal:Cc11_g11170 Jaiswal:Cc08_g00360 Jaiswal:Cc01_g01970 Jaiswal:Cc09_g05350 Jaiswal:Cc01_g05740 Jaiswal:Cc05_g13410 Jaiswal:Cc09_g08750 Jaiswal:Cc08_g15490 Jaiswal:Cc10_g11080 Jaiswal:Cc02_g27910 Jaiswal:Cc05_g03460 Jaiswal:Cc00_g21680 Jaiswal:Cc01_g01510 Jaiswal:Cc11_g11160 Jaiswal:Cc05_g13420 Jaiswal:Cc05_g13440 Jaiswal:Cc01_g12550 Jaiswal:Cc03_g00060 Jaiswal:Cc05_g03790
Q7G2F7	Jaiswal:Cc02_g13070
Q7G2H3	Jaiswal:Cc07_g19550
Q7G4P2	Jaiswal:Cc11_g04320 Jaiswal:Cc08_g11730
Q7G602	Jaiswal:Cc00_g07110 Jaiswal:Cc02_g28870 Jaiswal:Cc04_g13260 Jaiswal:Cc00_g07120
Q7G6M2	Jaiswal:Cc09_g08440 Jaiswal:Cc11_g06290 Jaiswal:Cc09_g08450
Q7G7J6	Jaiswal:Cc11_g08290 Jaiswal:Cc07_g13590
Q7X634	Jaiswal:Cc02_g08890
Q7X720	Jaiswal:Cc02_g11230 Jaiswal:Cc00_g20750 Jaiswal:Cc01_g10880 Jaiswal:Cc06_g03980
Q7X742	Jaiswal:Cc04_g17160 Jaiswal:Cc07_g03240 Jaiswal:Cc11_g13270
Q7X7A1	Jaiswal:Cc05_g05970 Jaiswal:Cc05_g06050 Jaiswal:Cc05_g05980 Jaiswal:Cc05_g06030
Q7X7H9	Jaiswal:Cc07_g16270
Q7X7N2	Jaiswal:Cc02_g24110
Q7X7X0	Jaiswal:Cc11_g11810
Q7X8A1	Jaiswal:Cc11_g00610
Q7X8R0	Jaiswal:Cc02_g26300
Q7X8V3	Jaiswal:Cc02_g11230 Jaiswal:Cc00_g20750 Jaiswal:Cc01_g10880 Jaiswal:Cc06_g03980
Q7X993	Jaiswal:Cc01_g05110 Jaiswal:Cc06_g19350
Q7XAP2	Jaiswal:Cc02_g01740
Q7XBY6	Jaiswal:Cc08_g02750
Q7XC20	Jaiswal:Cc08_g01570
Q7XCK3	Jaiswal:Cc07_g11620 Jaiswal:Cc06_g12300 Jaiswal:Cc07_g11610
Q7XE48	Jaiswal:Cc07_g03430
Q7XEH2	Jaiswal:Cc01_g19150 Jaiswal:Cc03_g04100
Q7XEZ6	Jaiswal:Cc04_g01080 Jaiswal:Cc02_g23080
Q7XH05	Jaiswal:Cc01_g08420 Jaiswal:Cc01_g08440 Jaiswal:Cc00_g06160 Jaiswal:Cc01_g08430 Jaiswal:Cc00_g06140 Jaiswal:Cc04_g10220 Jaiswal:Cc00_g06180 Jaiswal:Cc00_g06170
Q7XHL3	Jaiswal:Cc00_g21470 Jaiswal:Cc01_g17720 Jaiswal:Cc05_g04740
Q7XHZ2	Jaiswal:Cc02_g11310
Q7XI34	Jaiswal:Cc11_g03130 Jaiswal:Cc11_g03080 Jaiswal:Cc01_g06490 Jaiswal:Cc03_g09630 Jaiswal:Cc02_g30770 Jaiswal:Cc03_g09610 Jaiswal:Cc11_g03140 Jaiswal:Cc01_g13570 Jaiswal:Cc11_g03100 Jaiswal:Cc09_g08130
Q7XI35	Jaiswal:Cc11_g03130 Jaiswal:Cc11_g03080 Jaiswal:Cc01_g06490 Jaiswal:Cc03_g09630 Jaiswal:Cc02_g30770 Jaiswal:Cc03_g09610 Jaiswal:Cc11_g03140 Jaiswal:Cc01_g13570 Jaiswal:Cc11_g03100 Jaiswal:Cc09_g08130
Q7XI45	Jaiswal:Cc10_g07180
Q7XI92	Jaiswal:Cc07_g09060 Jaiswal:Cc07_g13570 Jaiswal:Cc10_g03310
Q7XI96	Jaiswal:Cc07_g09100 Jaiswal:Cc10_g03290
Q7XK23	Jaiswal:Cc09_g10650
Q7XKH9	Jaiswal:Cc10_g06970 Jaiswal:Cc00_g31530 Jaiswal:Cc07_g14930 Jaiswal:Cc07_g14880 Jaiswal:Cc02_g21310 Jaiswal:Cc10_g07030 Jaiswal:Cc01_g01130 Jaiswal:Cc00_g17110 Jaiswal:Cc07_g14950 Jaiswal:Cc10_g06890 Jaiswal:Cc11_g01640 Jaiswal:Cc10_g06960 Jaiswal:Cc10_g11220 Jaiswal:Cc10_g06940 Jaiswal:Cc10_g06980 Jaiswal:Cc02_g21300 Jaiswal:Cc01_g01120 Jaiswal:Cc02_g21360 Jaiswal:Cc10_g07040 Jaiswal:Cc10_g07000 Jaiswal:Cc10_g06910 Jaiswal:Cc10_g06930 Jaiswal:Cc07_g14940
Q7XKI0	Jaiswal:Cc10_g06970 Jaiswal:Cc00_g31530 Jaiswal:Cc07_g14930 Jaiswal:Cc07_g14880 Jaiswal:Cc02_g21310 Jaiswal:Cc10_g07030 Jaiswal:Cc01_g01130 Jaiswal:Cc00_g17110 Jaiswal:Cc07_g14950 Jaiswal:Cc10_g06890 Jaiswal:Cc11_g01640 Jaiswal:Cc10_g06960 Jaiswal:Cc10_g11220 Jaiswal:Cc10_g06940 Jaiswal:Cc10_g06980 Jaiswal:Cc02_g21300 Jaiswal:Cc01_g01120 Jaiswal:Cc02_g21360 Jaiswal:Cc10_g07040 Jaiswal:Cc10_g07000 Jaiswal:Cc10_g06910 Jaiswal:Cc10_g06930 Jaiswal:Cc07_g14940
Q7XKQ8	Jaiswal:Cc10_g00510
Q7XM21	Jaiswal:Cc07_g10740
Q7XMA8	Jaiswal:Cc10_g06970 Jaiswal:Cc00_g31530 Jaiswal:Cc07_g14930 Jaiswal:Cc07_g14880 Jaiswal:Cc02_g21310 Jaiswal:Cc10_g07030 Jaiswal:Cc01_g01130 Jaiswal:Cc00_g17110 Jaiswal:Cc07_g14950 Jaiswal:Cc10_g06890 Jaiswal:Cc11_g01640 Jaiswal:Cc10_g06960 Jaiswal:Cc10_g11220 Jaiswal:Cc10_g06940 Jaiswal:Cc10_g06980 Jaiswal:Cc02_g21300 Jaiswal:Cc01_g01120 Jaiswal:Cc02_g21360 Jaiswal:Cc10_g07040 Jaiswal:Cc10_g07000 Jaiswal:Cc10_g06910 Jaiswal:Cc10_g06930 Jaiswal:Cc07_g14940
Q7XN11	Jaiswal:Cc05_g00030
Q7XPB5	Jaiswal:Cc00_g10470
Q7XPW5	Jaiswal:Cc02_g37580
Q7XQ85	Jaiswal:Cc08_g15220 Jaiswal:Cc10_g07780
Q7XQN1	Jaiswal:Cc05_g15570
Q7XR02	Jaiswal:Cc01_g16110
Q7XR52	Jaiswal:Cc10_g04820
Q7XR60	Jaiswal:Cc02_g19320
Q7XR61	Jaiswal:Cc02_g19320
Q7XRA1	Jaiswal:Cc02_g16860
Q7XRT0	Jaiswal:Cc02_g06960
Q7XSS9	Jaiswal:Cc02_g23580 Jaiswal:Cc03_g13510 Jaiswal:Cc03_g11270
Q7XTH0	Jaiswal:Cc10_g06970 Jaiswal:Cc00_g31530 Jaiswal:Cc07_g14930 Jaiswal:Cc07_g14880 Jaiswal:Cc02_g21310 Jaiswal:Cc10_g07030 Jaiswal:Cc01_g01130 Jaiswal:Cc00_g17110 Jaiswal:Cc07_g14950 Jaiswal:Cc10_g06890 Jaiswal:Cc11_g01640 Jaiswal:Cc10_g06960 Jaiswal:Cc10_g11220 Jaiswal:Cc10_g06940 Jaiswal:Cc10_g06980 Jaiswal:Cc02_g21300 Jaiswal:Cc01_g01120 Jaiswal:Cc02_g21360 Jaiswal:Cc10_g07040 Jaiswal:Cc10_g07000 Jaiswal:Cc10_g06910 Jaiswal:Cc10_g06930 Jaiswal:Cc07_g14940
Q7XTK3	Jaiswal:Cc00_g15590
Q7XTX7	Jaiswal:Cc00_g08910
Q7XU28	Jaiswal:Cc07_g17450 Jaiswal:Cc00_g30070
Q7XU29	Jaiswal:Cc02_g24750
Q7XUA8	Jaiswal:Cc06_g06300
Q7XUH5	Jaiswal:Cc02_g16850
Q7XUK6	Jaiswal:Cc05_g03580 Jaiswal:Cc00_g16880 Jaiswal:Cc00_g23590
Q7XUS2	Jaiswal:Cc11_g05880 Jaiswal:Cc00_g17040
Q7XV13	Jaiswal:Cc00_g30760
Q7XV18	Jaiswal:Cc11_g05190
Q7XV42	Jaiswal:Cc10_g06970 Jaiswal:Cc00_g31530 Jaiswal:Cc07_g14930 Jaiswal:Cc07_g14880 Jaiswal:Cc02_g21310 Jaiswal:Cc10_g07030 Jaiswal:Cc01_g01130 Jaiswal:Cc00_g17110 Jaiswal:Cc07_g14950 Jaiswal:Cc10_g06890 Jaiswal:Cc11_g01640 Jaiswal:Cc10_g06960 Jaiswal:Cc10_g11220 Jaiswal:Cc10_g06940 Jaiswal:Cc10_g06980 Jaiswal:Cc02_g21300 Jaiswal:Cc01_g01120 Jaiswal:Cc02_g21360 Jaiswal:Cc10_g07040 Jaiswal:Cc10_g07000 Jaiswal:Cc10_g06910 Jaiswal:Cc10_g06930 Jaiswal:Cc07_g14940
Q7XVM8	Jaiswal:Cc07_g01170 Jaiswal:Cc01_g20300
Q7XVP0	Jaiswal:Cc01_g03210
Q7XWP9	Jaiswal:Cc02_g24060
Q7XX31	Jaiswal:Cc09_g02090
Q7XX32	Jaiswal:Cc09_g02090
Q7XXL2	Jaiswal:Cc07_g03940
Q7XXQ9	Jaiswal:Cc02_g26120
Q7XYS3	Jaiswal:Cc02_g18130 Jaiswal:Cc02_g18120 Jaiswal:Cc10_g03570
Q7XZH5	Jaiswal:Cc06_g14660 Jaiswal:Cc11_g04610 Jaiswal:Cc01_g08680 Jaiswal:Cc01_g08700 Jaiswal:Cc01_g08720 Jaiswal:Cc01_g08690 Jaiswal:Cc04_g04690
Q7Y0B9	Jaiswal:Cc02_g18420 Jaiswal:Cc07_g05710
Q7Y0C8	Jaiswal:Cc02_g18130 Jaiswal:Cc02_g18120 Jaiswal:Cc10_g03570
Q7Y0W5	Jaiswal:Cc11_g07710 Jaiswal:Cc06_g07680
Q7Y0Y6	Jaiswal:Cc07_g18850
Q7Y0Y8	Jaiswal:Cc07_g18850
Q7Y152	Jaiswal:Cc03_g00640
Q7Y1H9	Jaiswal:Cc11_g09840
Q7Y1I6	Jaiswal:Cc11_g09840
Q7Y1I9	Jaiswal:Cc11_g09840
Q7Y1J1	Jaiswal:Cc11_g09840
Q84JH5	Jaiswal:Cc02_g07370 Jaiswal:Cc05_g00320
Q84JI0	Jaiswal:Cc01_g13400
Q84LF7	Jaiswal:Cc11_g14940
Q84LK3	Jaiswal:Cc04_g13600
Q84M43	Jaiswal:Cc02_g28020
Q84ME6	Jaiswal:Cc06_g17960
Q84MN8	Jaiswal:Cc03_g04380
Q84NP3	Jaiswal:Cc02_g06400
Q84Q89	Jaiswal:Cc02_g23640 Jaiswal:Cc00_g15900 Jaiswal:Cc00_g15920
Q84QA7	Jaiswal:Cc02_g06930
Q84QC0	Jaiswal:Cc04_g07950 Jaiswal:Cc11_g11210
Q84R94	Jaiswal:Cc06_g12500
Q84VC7	Jaiswal:Cc09_g09040
Q84YK8	Jaiswal:Cc01_g04060
Q84ZN6	Jaiswal:Cc02_g28020
Q84ZY2	Jaiswal:Cc02_g24060
Q851L5	Jaiswal:Cc06_g06300
Q851L6	Jaiswal:Cc06_g06300
Q851Z6	Jaiswal:Cc07_g01220
Q852C2	Jaiswal:Cc11_g03130 Jaiswal:Cc11_g03080 Jaiswal:Cc01_g06490 Jaiswal:Cc03_g09630 Jaiswal:Cc02_g30770 Jaiswal:Cc03_g09610 Jaiswal:Cc11_g03140 Jaiswal:Cc01_g13570 Jaiswal:Cc11_g03100 Jaiswal:Cc09_g08130
Q852M1	Jaiswal:Cc01_g08420 Jaiswal:Cc01_g08440 Jaiswal:Cc00_g06160 Jaiswal:Cc01_g08430 Jaiswal:Cc00_g06140 Jaiswal:Cc04_g10220 Jaiswal:Cc00_g06180 Jaiswal:Cc00_g06170
Q852M2	Jaiswal:Cc01_g08420 Jaiswal:Cc01_g08440 Jaiswal:Cc00_g06160 Jaiswal:Cc01_g08430 Jaiswal:Cc00_g06140 Jaiswal:Cc04_g10220 Jaiswal:Cc00_g06180 Jaiswal:Cc00_g06170
Q852Q1	Jaiswal:Cc04_g14370 Jaiswal:Cc06_g20520 Jaiswal:Cc07_g03680
Q8GRU7	Jaiswal:Cc10_g08010 Jaiswal:Cc10_g08000
Q8GSD9	Jaiswal:Cc00_g27780 Jaiswal:Cc03_g05450
Q8GSI0	Jaiswal:Cc04_g06060 Jaiswal:Cc11_g08030
Q8GT01	Jaiswal:Cc06_g18620
Q8GTK1	Jaiswal:Cc07_g19850 Jaiswal:Cc01_g10860
Q8GVJ4	Jaiswal:Cc01_g03650 Jaiswal:Cc01_g05170 Jaiswal:Cc06_g15960 Jaiswal:Cc01_g05180 Jaiswal:Cc00_g34300 Jaiswal:Cc00_g33930 Jaiswal:Cc01_g03680 Jaiswal:Cc01_g05140
Q8GVN6	Jaiswal:Cc08_g00700 Jaiswal:Cc09_g10610
Q8GVZ0	Jaiswal:Cc09_g03670
Q8GZY1	Jaiswal:Cc11_g06200 Jaiswal:Cc07_g10360
Q8H016	Jaiswal:Cc00_g30760
Q8H048	Jaiswal:Cc08_g13820 Jaiswal:Cc02_g37050
Q8H051	Jaiswal:Cc08_g13850
Q8H093	Jaiswal:Cc08_g13820 Jaiswal:Cc02_g37050
Q8H0A1	Jaiswal:Cc09_g01580
Q8H0B2	Jaiswal:Cc09_g07050
Q8H0B6	Jaiswal:Cc09_g07050
Q8H273	Jaiswal:Cc08_g13960 Jaiswal:Cc01_g09680 Jaiswal:Cc02_g03430
Q8H2J9	Jaiswal:Cc02_g05320
Q8H395	Jaiswal:Cc06_g12500
Q8H3A4	Jaiswal:Cc07_g11620 Jaiswal:Cc06_g12300 Jaiswal:Cc07_g11610
Q8H3C8	Jaiswal:Cc06_g06300
Q8H3C9	Jaiswal:Cc06_g06300
Q8H3L0	Jaiswal:Cc00_g28890
Q8H3Q7	Jaiswal:Cc06_g13640
Q8H4L3	Jaiswal:Cc00_g19010 Jaiswal:Cc00_g32030
Q8H530	Jaiswal:Cc02_g20900
Q8H539	Jaiswal:Cc02_g09160 Jaiswal:Cc02_g09180 Jaiswal:Cc02_g09170
Q8H6G8	Jaiswal:Cc00_g27780 Jaiswal:Cc03_g05450
Q8H7S6	Jaiswal:Cc11_g06690
Q8H825	Jaiswal:Cc11_g10170
Q8H8U0	Jaiswal:Cc09_g02290
Q8H930	Jaiswal:Cc09_g07050
Q8LGZ9	Jaiswal:Cc00_g17910
Q8LHD1	Jaiswal:Cc09_g08410
Q8LI89	Jaiswal:Cc05_g02370 Jaiswal:Cc08_g16460
Q8LJJ2	Jaiswal:Cc04_g01530 Jaiswal:Cc06_g11830
Q8LM92	Jaiswal:Cc00_g07110 Jaiswal:Cc02_g28870 Jaiswal:Cc04_g13260 Jaiswal:Cc00_g07120
Q8LN68	Jaiswal:Cc07_g05080
Q8LNU2	Jaiswal:Cc11_g09150
Q8LQ34	Jaiswal:Cc06_g01710
Q8RU95	Jaiswal:Cc04_g09970
Q8RV06	Jaiswal:Cc10_g14560
Q8RV34	Jaiswal:Cc06_g12790
Q8RYL0	Jaiswal:Cc04_g09460
Q8RZV7	Jaiswal:Cc02_g03230 Jaiswal:Cc03_g10840
Q8S0G4	Jaiswal:Cc02_g30060 Jaiswal:Cc06_g18090
Q8S2E5	Jaiswal:Cc11_g15570
Q8S2G0	Jaiswal:Cc01_g07140
Q8S2G5	Jaiswal:Cc02_g30060 Jaiswal:Cc06_g18090
Q8S3R0	Jaiswal:Cc07_g09580
Q8S5M6	Jaiswal:Cc02_g36940
Q8S5N2	Jaiswal:Cc07_g15530
Q8S5T1	Jaiswal:Cc03_g07600
Q8S601	Jaiswal:Cc05_g14310 Jaiswal:Cc03_g04790
Q8S7T9	Jaiswal:Cc01_g09450
Q8S919	Jaiswal:Cc02_g38940
Q8S920	Jaiswal:Cc02_g38940
Q8S983	Jaiswal:Cc10_g01900
Q8S985	Jaiswal:Cc02_g14070
Q8S9S4	Jaiswal:Cc04_g02290
Q8S9Z2	Jaiswal:Cc01_g09970
Q8VWH2	Jaiswal:Cc10_g08600 Jaiswal:Cc00_g15660 Jaiswal:Cc08_g04690
Q8W0B6	Jaiswal:Cc03_g15180 Jaiswal:Cc03_g10910
Q8W0E4	Jaiswal:Cc05_g14780 Jaiswal:Cc06_g11160
Q8W1L6	Jaiswal:Cc06_g09910
Q8W250	Jaiswal:Cc04_g14010 Jaiswal:Cc00_g09910
Q8W3F9	Jaiswal:Cc02_g17300
Q8W3G2	Jaiswal:Cc08_g03490
Q8W3J0	Jaiswal:Cc02_g08080 Jaiswal:Cc01_g12580
Q8W3L9	Jaiswal:Cc01_g07490 Jaiswal:Cc07_g21390
Q8W3M0	Jaiswal:Cc01_g07490 Jaiswal:Cc07_g21390
Q93VC3	Jaiswal:Cc10_g11070
Q93VD5	Jaiswal:Cc08_g09540
Q93WI9	Jaiswal:Cc10_g08600 Jaiswal:Cc00_g15660 Jaiswal:Cc08_g04690
Q93X08	Jaiswal:Cc07_g12830
Q93XI4	Jaiswal:Cc01_g08990
Q93Y73	Jaiswal:Cc11_g06980
Q941W8	Jaiswal:Cc02_g05990
Q945X3	Jaiswal:Cc02_g36750 Jaiswal:Cc02_g36740 Jaiswal:Cc02_g36760
Q948T6	Jaiswal:Cc09_g01570
Q94E75	Jaiswal:Cc06_g06940
Q94EE9	Jaiswal:Cc09_g08440 Jaiswal:Cc11_g06290 Jaiswal:Cc09_g08450
Q94GF1	Jaiswal:Cc01_g14070 Jaiswal:Cc02_g06730
Q94HG3	Jaiswal:Cc10_g04210
Q94HG6	Jaiswal:Cc10_g04290
Q94IW5	Jaiswal:Cc04_g02020
Q94J90	Jaiswal:Cc00_g05720 Jaiswal:Cc00_g05700
Q94JA2	Jaiswal:Cc02_g32320 Jaiswal:Cc05_g11390
Q94JJ0	Jaiswal:Cc11_g09330 Jaiswal:Cc07_g10450 Jaiswal:Cc02_g16950
Q94LU9	Jaiswal:Cc08_g14820
Q9ASD3	Jaiswal:Cc08_g10560
Q9ASP4	Jaiswal:Cc03_g00430
Q9AUQ4	Jaiswal:Cc11_g08200 Jaiswal:Cc11_g07350
Q9AUV6	Jaiswal:Cc07_g03990 Jaiswal:Cc11_g12180 Jaiswal:Cc00_g28540
Q9AV47	Jaiswal:Cc01_g11020 Jaiswal:Cc02_g11300 Jaiswal:Cc06_g03950
Q9AV71	Jaiswal:Cc01_g17930
Q9AWL7	Jaiswal:Cc10_g15270
Q9AWZ7	Jaiswal:Cc02_g21240
Q9AWZ8	Jaiswal:Cc02_g21240
Q9AY73	Jaiswal:Cc09_g07510
Q9FDX8	Jaiswal:Cc06_g13690 Jaiswal:Cc08_g06390 Jaiswal:Cc07_g04750
Q9FDY4	Jaiswal:Cc06_g11580
Q9FRX7	Jaiswal:Cc04_g12820 Jaiswal:Cc11_g14550
Q9FTN5	Jaiswal:Cc01_g03990 Jaiswal:Cc07_g09760 Jaiswal:Cc01_g03970 Jaiswal:Cc07_g09750 Jaiswal:Cc00_g08270 Jaiswal:Cc00_g23750 Jaiswal:Cc10_g02660 Jaiswal:Cc00_g23580 Jaiswal:Cc02_g17380
Q9FTN6	Jaiswal:Cc01_g03990 Jaiswal:Cc07_g09760 Jaiswal:Cc01_g03970 Jaiswal:Cc07_g09750 Jaiswal:Cc00_g08270 Jaiswal:Cc00_g23750 Jaiswal:Cc10_g02660 Jaiswal:Cc00_g23580 Jaiswal:Cc02_g17380
Q9FTR6	Jaiswal:Cc07_g08780
Q9FTZ2	Jaiswal:Cc01_g15960
Q9FU67	Jaiswal:Cc06_g04650 Jaiswal:Cc08_g07140 Jaiswal:Cc02_g19070 Jaiswal:Cc06_g04640 Jaiswal:Cc06_g04680 Jaiswal:Cc02_g24770 Jaiswal:Cc03_g10580
Q9FU68	Jaiswal:Cc06_g04650 Jaiswal:Cc08_g07140 Jaiswal:Cc02_g19070 Jaiswal:Cc06_g04640 Jaiswal:Cc06_g04680 Jaiswal:Cc02_g24770 Jaiswal:Cc03_g10580
Q9FU69	Jaiswal:Cc06_g04650 Jaiswal:Cc08_g07140 Jaiswal:Cc02_g19070 Jaiswal:Cc06_g04640 Jaiswal:Cc06_g04680 Jaiswal:Cc02_g24770 Jaiswal:Cc03_g10580
Q9FUE1	Jaiswal:Cc02_g36750 Jaiswal:Cc02_g36740 Jaiswal:Cc02_g36760
