Gene stable ID	Setaria italica gene stable ID	% identity	Setaria italica % identity	Orthology confidence [0 low, 1 high]
OS07G0118200	Si020917m.g	81	81	1
OS07G0118200	Si020919m.g	80	80	1
OS07G0118200	Si020920m.g	85	85	1
OS07G0118200	Si020921m.g	58	81	1
OS07G0118200	Si031471m.g	84	87	1
OS07G0118200	Si031921m.g	83	83	1
OS07G0118200	Si031980m.g	84	84	1
OS07G0118200	Si032184m.g	83	83	1
OS07G0118200	Si032198m.g	83	83	1
OS07G0118200	Si032380m.g	84	84	1
OS07G0118200	Si032404m.g	80	81	1
OS07G0118200	Si032856m.g	82	82	1
OS07G0118200	Si032873m.g	84	83	1
OS07G0118200	Si039003m.g	85	84	1
OS07G0118250	Si020917m.g	73	73	1
OS07G0118250	Si020919m.g	72	72	1
OS07G0118250	Si020920m.g	77	77	1
OS07G0118250	Si020921m.g	51	71	1
OS07G0118250	Si031471m.g	75	78	1
OS07G0118250	Si031921m.g	75	75	1
OS07G0118250	Si031980m.g	77	77	1
OS07G0118250	Si032184m.g	76	76	1
OS07G0118250	Si032198m.g	76	76	1
OS07G0118250	Si032380m.g	77	77	1
OS07G0118250	Si032404m.g	75	76	1
OS07G0118250	Si032856m.g	74	74	1
OS07G0118250	Si032873m.g	77	77	1
OS07G0118250	Si039003m.g	77	76	1
OS07G0118300	Si031113m.g	75	75	1
OS07G0118800	Si029498m.g	45	41	0
OS07G0118800	Si032104m.g	43	41	0
OS07G0118800	Si032654m.g	35	49	0
OS07G0118800	Si033044m.g	36	42	0
OS07G0118800	Si033364m.g	46	45	0
OS07G0118900	Si029498m.g	40	39	0
OS07G0118900	Si032104m.g	39	41	0
OS07G0118900	Si032654m.g	33	51	0
OS07G0118900	Si033044m.g	32	41	0
OS07G0118900	Si033364m.g	43	46	0
OS07G0119000	Si029029m.g	70	70	1
OS07G0119100	Si018528m.g	39	37	1
OS07G0119100	Si018538m.g	36	35	1
OS07G0119100	Si018847m.g	24	43	1
OS07G0119300	Si030286m.g	63	62	1
OS07G0119400	Si029441m.g	84	85	0
OS07G0119400	Si032343m.g	17	84	0
OS07G0119800	Si020917m.g	80	81	1
OS07G0119800	Si020919m.g	79	80	1
OS07G0119800	Si020920m.g	83	84	1
OS07G0119800	Si020921m.g	58	82	1
OS07G0119800	Si031471m.g	80	84	1
OS07G0119800	Si031921m.g	83	83	1
OS07G0119800	Si031980m.g	84	85	1
OS07G0119800	Si032184m.g	83	83	1
OS07G0119800	Si032198m.g	83	84	1
OS07G0119800	Si032380m.g	83	84	1
OS07G0119800	Si032404m.g	82	84	1
OS07G0119800	Si032856m.g	82	82	1
OS07G0119800	Si032873m.g	85	85	1
OS07G0119800	Si039003m.g	85	84	1
OS07G0120000	Si020917m.g	73	73	1
OS07G0120000	Si020919m.g	72	72	1
OS07G0120000	Si020920m.g	77	77	1
OS07G0120000	Si020921m.g	51	71	1
OS07G0120000	Si031471m.g	75	78	1
OS07G0120000	Si031921m.g	75	75	1
OS07G0120000	Si031980m.g	76	76	1
OS07G0120000	Si032184m.g	76	76	1
OS07G0120000	Si032198m.g	75	75	1
OS07G0120000	Si032380m.g	76	76	1
OS07G0120000	Si032404m.g	75	76	1
OS07G0120000	Si032856m.g	74	74	1
OS07G0120000	Si032873m.g	77	77	1
OS07G0120000	Si039003m.g	77	76	1
OS07G0120051	Si026804m.g	37	40	0
OS07G0120100	Si020917m.g	81	81	1
OS07G0120100	Si020919m.g	80	80	1
OS07G0120100	Si020920m.g	87	87	1
OS07G0120100	Si020921m.g	58	81	1
OS07G0120100	Si031471m.g	86	89	1
OS07G0120100	Si031921m.g	83	83	1
OS07G0120100	Si031980m.g	86	86	1
OS07G0120100	Si032184m.g	84	83	1
OS07G0120100	Si032198m.g	85	85	1
OS07G0120100	Si032380m.g	86	86	1
OS07G0120100	Si032404m.g	81	83	1
OS07G0120100	Si032856m.g	82	82	1
OS07G0120100	Si032873m.g	85	84	1
OS07G0120100	Si039003m.g	85	84	1
OS07G0120200	Si007165m.g	25	38	1
OS07G0120200	Si011692m.g	33	42	1
OS07G0120200	Si013953m.g	53	53	1
OS07G0120200	Si015025m.g	37	51	1
OS07G0120200	Si031925m.g	34	36	1
OS07G0120200	Si031944m.g	37	37	1
OS07G0120200	Si032366m.g	40	40	1
OS07G0120200	Si032385m.g	38	38	1
OS07G0120200	Si032591m.g	32	44	1
OS07G0120300	Si020917m.g	82	82	1
OS07G0120300	Si020919m.g	80	80	1
OS07G0120300	Si020920m.g	85	85	1
OS07G0120300	Si020921m.g	59	83	1
OS07G0120300	Si031471m.g	83	86	1
OS07G0120300	Si031921m.g	84	84	1
OS07G0120300	Si031980m.g	85	85	1
OS07G0120300	Si032184m.g	85	84	1
OS07G0120300	Si032198m.g	84	84	1
OS07G0120300	Si032380m.g	85	85	1
OS07G0120300	Si032404m.g	82	84	1
OS07G0120300	Si032856m.g	82	82	1
OS07G0120300	Si032873m.g	86	85	1
OS07G0120300	Si039003m.g	85	84	1
OS07G0120400	Si007165m.g	23	35	1
OS07G0120400	Si011692m.g	34	41	1
OS07G0120400	Si013953m.g	50	50	1
OS07G0120400	Si015025m.g	34	46	1
OS07G0120400	Si031925m.g	35	35	1
OS07G0120400	Si031944m.g	36	35	1
OS07G0120400	Si032366m.g	38	38	1
OS07G0120400	Si032385m.g	38	37	1
OS07G0120400	Si032591m.g	31	42	1
OS07G0120500	Si020917m.g	82	82	1
OS07G0120500	Si020919m.g	82	82	1
OS07G0120500	Si020920m.g	86	86	1
OS07G0120500	Si020921m.g	59	83	1
OS07G0120500	Si031471m.g	84	87	1
OS07G0120500	Si031921m.g	85	85	1
OS07G0120500	Si031980m.g	87	87	1
OS07G0120500	Si032184m.g	85	85	1
OS07G0120500	Si032198m.g	86	86	1
OS07G0120500	Si032380m.g	87	87	1
OS07G0120500	Si032404m.g	84	86	1
OS07G0120500	Si032856m.g	83	83	1
OS07G0120500	Si032873m.g	87	86	1
OS07G0120500	Si039003m.g	86	85	1
OS07G0120650	Si020917m.g	80	80	1
OS07G0120650	Si020919m.g	79	79	1
OS07G0120650	Si020920m.g	83	83	1
OS07G0120650	Si020921m.g	57	80	1
OS07G0120650	Si031471m.g	81	84	1
OS07G0120650	Si031921m.g	82	82	1
OS07G0120650	Si031980m.g	82	82	1
OS07G0120650	Si032184m.g	82	81	1
OS07G0120650	Si032198m.g	82	82	1
OS07G0120650	Si032380m.g	83	83	1
OS07G0120650	Si032404m.g	82	84	1
OS07G0120650	Si032856m.g	82	82	1
OS07G0120650	Si032873m.g	84	83	1
OS07G0120650	Si039003m.g	85	84	1
OS07G0120700	Si020003m.g	52	68	1
OS07G0120800	Si028371m.g	28	30	1
OS07G0120800	Si032630m.g	24	31	1
OS07G0120800	Si032652m.g	27	33	1
OS07G0120800	Si033004m.g	29	32	1
OS07G0120800	Si033124m.g	22	35	1
OS07G0120800	Si033252m.g	29	33	1
OS07G0120800	Si033378m.g	28	32	1
OS07G0120800	Si035838m.g	27	32	1
OS07G0120900	Si013565m.g	46	45	0
OS07G0120900	Si027930m.g	37	43	0
OS07G0120900	Si028146m.g	42	43	0
OS07G0120900	Si029501m.g	43	42	0
OS07G0120900	Si029647m.g	45	47	0
OS07G0120900	Si031883m.g	44	44	0
OS07G0120900	Si032180m.g	46	44	0
OS07G0120900	Si032187m.g	46	45	0
OS07G0120900	Si032275m.g	45	44	0
OS07G0120900	Si032298m.g	31	48	0
OS07G0120900	Si032410m.g	50	50	0
OS07G0120900	Si032501m.g	43	45	0
OS07G0120900	Si032586m.g	41	41	0
OS07G0120900	Si033017m.g	45	44	0
OS07G0120900	Si033018m.g	36	40	0
OS07G0120900	Si033212m.g	45	44	0
OS07G0120900	Si035195m.g	46	45	0
OS07G0120900	Si035273m.g	45	45	0
OS07G0121000	Si013565m.g	47	47	0
OS07G0121000	Si027930m.g	39	45	0
OS07G0121000	Si028146m.g	43	44	0
OS07G0121000	Si029501m.g	43	43	0
OS07G0121000	Si029647m.g	46	48	0
OS07G0121000	Si031883m.g	44	44	0
OS07G0121000	Si032180m.g	46	45	0
OS07G0121000	Si032187m.g	46	46	0
OS07G0121000	Si032275m.g	45	44	0
OS07G0121000	Si032298m.g	31	47	0
OS07G0121000	Si032410m.g	50	50	0
OS07G0121000	Si032501m.g	43	46	0
OS07G0121000	Si032586m.g	40	41	0
OS07G0121000	Si033017m.g	46	45	0
OS07G0121000	Si033018m.g	36	40	0
OS07G0121000	Si033212m.g	46	46	0
OS07G0121000	Si035195m.g	46	46	0
OS07G0121000	Si035273m.g	48	49	0
OS07G0121100	Si013565m.g	44	43	0
OS07G0121100	Si027930m.g	35	41	0
OS07G0121100	Si028146m.g	40	41	0
OS07G0121100	Si029501m.g	40	39	0
OS07G0121100	Si029647m.g	45	47	0
OS07G0121100	Si031883m.g	41	41	0
OS07G0121100	Si032180m.g	43	42	0
OS07G0121100	Si032187m.g	44	43	0
OS07G0121100	Si032275m.g	42	42	0
OS07G0121100	Si032298m.g	29	45	0
OS07G0121100	Si032410m.g	50	50	0
OS07G0121100	Si032501m.g	41	43	0
OS07G0121100	Si032586m.g	38	38	0
OS07G0121100	Si033017m.g	43	42	0
OS07G0121100	Si033018m.g	33	37	0
OS07G0121100	Si033212m.g	43	42	0
OS07G0121100	Si035195m.g	44	43	0
OS07G0121100	Si035273m.g	45	45	0
OS07G0122000	Si013565m.g	39	31	0
OS07G0122000	Si027930m.g	30	29	0
OS07G0122000	Si028146m.g	33	28	0
OS07G0122000	Si029501m.g	39	31	0
OS07G0122000	Si029647m.g	38	32	0
OS07G0122000	Si031883m.g	35	28	0
OS07G0122000	Si032180m.g	36	29	0
OS07G0122000	Si032187m.g	36	29	0
OS07G0122000	Si032275m.g	36	29	0
OS07G0122000	Si032298m.g	26	32	0
OS07G0122000	Si032410m.g	42	34	0
OS07G0122000	Si032501m.g	35	30	0
OS07G0122000	Si032586m.g	37	31	0
OS07G0122000	Si033017m.g	37	30	0
OS07G0122000	Si033018m.g	28	26	0
OS07G0122000	Si033212m.g	38	30	0
OS07G0122000	Si035195m.g	37	29	0
OS07G0122000	Si035273m.g	38	31	0
OS07G0122200	Si013565m.g	42	41	0
OS07G0122200	Si027930m.g	34	39	0
OS07G0122200	Si028146m.g	36	37	0
OS07G0122200	Si029501m.g	40	39	0
OS07G0122200	Si029647m.g	41	43	0
OS07G0122200	Si031883m.g	38	38	0
OS07G0122200	Si032180m.g	39	38	0
OS07G0122200	Si032187m.g	39	38	0
OS07G0122200	Si032275m.g	38	38	0
OS07G0122200	Si032298m.g	28	43	0
OS07G0122200	Si032410m.g	45	44	0
OS07G0122200	Si032501m.g	38	40	0
OS07G0122200	Si032586m.g	38	39	0
OS07G0122200	Si033017m.g	40	39	0
OS07G0122200	Si033018m.g	30	34	0
OS07G0122200	Si033212m.g	40	39	0
OS07G0122200	Si035195m.g	39	38	0
OS07G0122200	Si035273m.g	41	41	0
OS07G0122300	Si013565m.g	42	41	0
OS07G0122300	Si027930m.g	33	39	0
OS07G0122300	Si028146m.g	36	38	0
OS07G0122300	Si029501m.g	40	39	0
OS07G0122300	Si029647m.g	41	43	0
OS07G0122300	Si031883m.g	37	37	0
OS07G0122300	Si032180m.g	39	39	0
OS07G0122300	Si032187m.g	39	38	0
OS07G0122300	Si032275m.g	38	38	0
OS07G0122300	Si032298m.g	27	41	0
OS07G0122300	Si032410m.g	46	46	0
OS07G0122300	Si032501m.g	37	40	0
OS07G0122300	Si032586m.g	36	37	0
OS07G0122300	Si033017m.g	40	39	0
OS07G0122300	Si033018m.g	29	34	0
OS07G0122300	Si033212m.g	40	39	0
OS07G0122300	Si035195m.g	39	39	0
OS07G0122300	Si035273m.g	42	42	0
OS07G0122400	Si032437m.g	67	54	1
OS07G0122900	Si039371m.g	32	35	1
OS07G0122900	Si040103m.g	29	33	1
OS07G0123000	Si032828m.g	29	41	1
OS07G0123100	Si031172m.g	53	56	1
OS07G0123300	Si030685m.g	78	66	1
OS07G0123400	Si029216m.g	82	15	1
OS07G0123500	Si029425m.g	75	72	1
OS07G0123700	Si029023m.g	81	85	1
OS07G0123800	Si032293m.g	62	64	1
OS07G0123900	Si031499m.g	45	47	1
OS07G0124000	Si033377m.g	38	71	1
OS07G0124300	Si032429m.g	53	33	1
OS07G0124500	Si028849m.g	85	86	1
OS07G0124600	Si030158m.g	68	67	1
OS07G0124750	Si032804m.g	83	84	1
OS07G0124800	Si030975m.g	76	76	1
OS07G0124900	Si014533m.g	49	51	1
OS07G0124900	Si014537m.g	49	51	1
OS07G0125500	Si014533m.g	49	51	1
OS07G0125500	Si014537m.g	49	51	1
OS07G0126301	Si014533m.g	49	51	1
OS07G0126301	Si014537m.g	49	51	1
OS07G0128800	Si031289m.g	60	60	1
OS07G0129200	Si031297m.g	82	72	0
OS07G0129300	Si031297m.g	76	74	0
OS07G0129700	Si031454m.g	39	99	1
OS07G0130000	Si029639m.g	34	23	1
OS07G0130100	Si007969m.g	71	77	1
OS07G0130200	Si008816m.g	73	75	1
OS07G0130400	Si029111m.g	71	72	1
OS07G0130800	Si033142m.g	59	66	1
OS07G0131375	Si007888m.g	71	64	1
OS07G0131500	Si007888m.g	69	65	1
OS07G0132300	Si031433m.g	59	64	1
OS07G0132600	Si012195m.g	24	22	1
OS07G0132600	Si012197m.g	21	20	1
OS07G0133000	Si032127m.g	49	35	0
OS07G0133100	Si009531m.g	46	45	0
OS07G0133100	Si009533m.g	45	45	0
OS07G0133100	Si019515m.g	21	62	0
OS07G0133100	Si025232m.g	40	48	0
OS07G0133500	Si029731m.g	77	75	1
OS07G0133700	Si011042m.g	79	88	1
OS07G0134000	Si029675m.g	83	84	1
OS07G0134400	Si030719m.g	72	40	1
OS07G0134500	Si028871m.g	92	60	1
OS07G0134600	Si029348m.g	51	69	1
OS07G0134700	Si033490m.g	43	81	1
OS07G0134700	Si034797m.g	70	71	1
OS07G0134800	Si015821m.g	92	91	0
OS07G0137000	Si028919m.g	55	5	1
OS07G0137800	Si032893m.g	60	58	1
OS07G0137900	Si028668m.g	61	43	1
OS07G0138100	Si030226m.g	61	80	1
OS07G0139300	Si032823m.g	59	64	1
OS07G0139400	Si029946m.g	92	92	1
OS07G0141100	Si029988m.g	56	61	1
OS07G0141400	Si007114m.g	85	83	1
OS07G0141450	Si032120m.g	42	33	1
OS07G0141600	Si001237m.g	92	92	1
OS07G0141600	Si010114m.g	81	88	1
OS07G0141700	Si003832m.g	30	28	0
OS07G0141900	Si011773m.g	13	45	0
OS07G0141900	Si012252m.g	19	52	0
OS07G0141900	Si025118m.g	16	53	0
OS07G0142000	Si030775m.g	67	61	1
OS07G0142200	Si031302m.g	67	67	1
OS07G0142200	Si031328m.g	64	66	1
OS07G0142300	Si031302m.g	56	63	1
OS07G0142300	Si031328m.g	56	65	1
OS07G0142500	Si031302m.g	60	59	1
OS07G0142500	Si031328m.g	60	61	1
OS07G0142600	Si038870m.g	56	58	1
OS07G0142700	Si006365m.g	69	70	1
OS07G0142700	Si006421m.g	61	65	1
OS07G0142700	Si029772m.g	66	68	1
OS07G0142700	Si032433m.g	37	59	1
OS07G0142700	Si039595m.g	54	59	1
OS07G0142900	Si010354m.g	89	88	1
OS07G0143000	Si030202m.g	89	90	1
OS07G0143200	Si030028m.g	41	41	1
OS07G0143600	Si030818m.g	64	57	1
OS07G0143700	Si029337m.g	76	44	1
OS07G0144500	Si029668m.g	46	40	1
OS07G0144900	Si007377m.g	52	16	1
OS07G0144900	Si008653m.g	59	19	1
OS07G0144900	Si008746m.g	37	13	1
OS07G0145400	Si028777m.g	89	89	1
OS07G0147500	Si032709m.g	60	69	1
OS07G0147550	Si032709m.g	65	76	1
OS07G0147600	Si028931m.g	73	75	1
OS07G0147700	Si030347m.g	91	91	1
OS07G0147800	Si029021m.g	65	65	1
OS07G0147900	Si030172m.g	89	89	1
OS07G0148200	Si010039m.g	70	72	0
OS07G0148600	Si010434m.g	60	60	1
OS07G0148600	Si011813m.g	54	54	1
OS07G0148600	Si032054m.g	48	62	1
OS07G0148600	Si032878m.g	23	57	1
OS07G0148800	Si028662m.g	88	20	1
OS07G0148900	Si031478m.g	80	79	1
OS07G0149900	Si031358m.g	53	53	1
OS07G0150100	Si029046m.g	81	80	1
OS07G0150200	Si018640m.g	89	88	0
OS07G0150200	Si023589m.g	90	89	0
OS07G0150200	Si031453m.g	89	88	0
OS07G0150500	Si028827m.g	82	80	1
OS07G0150700	Si029827m.g	94	94	1
OS07G0151200	Si029305m.g	84	85	1
OS07G0151300	Si002753m.g	79	78	1
OS07G0151300	Si030979m.g	81	80	1
OS07G0152200	Si028755m.g	82	82	1
OS07G0152500	Si008200m.g	50	9	1
OS07G0152500	Si015488m.g	55	35	1
OS07G0152500	Si019702m.g	62	31	1
OS07G0152500	Si019961m.g	54	18	1
OS07G0152500	Si025062m.g	29	12	1
OS07G0152500	Si028227m.g	60	33	1
OS07G0152500	Si032826m.g	61	14	1
OS07G0152700	Si030840m.g	71	53	1
OS07G0152800	Si030630m.g	81	74	1
OS07G0152900	Si029923m.g	92	80	1
OS07G0153150	Si008397m.g	25	20	0
OS07G0153150	Si015012m.g	19	20	0
OS07G0153150	Si015076m.g	21	15	0
OS07G0153150	Si015444m.g	31	20	0
OS07G0153150	Si027887m.g	31	23	0
OS07G0153300	Si030533m.g	79	51	1
OS07G0153400	Si030015m.g	83	83	1
OS07G0153600	Si032168m.g	35	31	1
OS07G0153600	Si032699m.g	34	31	1
OS07G0154100	Si029316m.g	78	78	1
OS07G0154300	Si031710m.g	82	78	1
OS07G0154400	Si028681m.g	77	57	1
OS07G0155100	Si029481m.g	84	62	1
OS07G0155200	Si030688m.g	72	73	1
OS07G0155600	Si028713m.g	82	82	1
OS07G0156200	Si002047m.g	64	64	1
OS07G0156200	Si002052m.g	63	63	1
OS07G0156732	Si016513m.g	12	10	1
OS07G0157401	Si016513m.g	12	10	1
OS07G0157600	Si002047m.g	64	58	1
OS07G0157600	Si002052m.g	63	57	1
OS07G0157900	Si030524m.g	62	24	1
OS07G0158200	Si030524m.g	90	90	1
OS07G0158300	Si030416m.g	65	70	1
OS07G0158400	Si031237m.g	48	51	1
OS07G0158500	Si032469m.g	30	53	1
OS07G0158800	Si030183m.g	68	65	0
OS07G0159500	Si001910m.g	75	84	1
OS07G0159700	Si032259m.g	56	58	1
OS07G0159800	Si031371m.g	72	71	1
OS07G0159900	Si032484m.g	73	69	1
OS07G0160000	Si032419m.g	75	77	1
OS07G0160100	Si030811m.g	86	54	1
OS07G0160300	Si032384m.g	76	77	1
OS07G0160400	Si023384m.g	82	85	1
OS07G0160600	Si029642m.g	81	79	1
OS07G0161000	Si029401m.g	74	74	1
OS07G0161500	Si032346m.g	50	47	0
OS07G0161500	Si040199m.g	47	47	0
OS07G0161600	Si029343m.g	88	87	1
OS07G0161700	Si033098m.g	38	39	1
OS07G0162100	Si030766m.g	70	71	1
OS07G0162100	Si030771m.g	60	61	1
OS07G0162100	Si030772m.g	63	64	1
OS07G0162200	Si027276m.g	59	54	1
OS07G0162300	Si013828m.g	67	80	1
OS07G0162400	Si030493m.g	71	71	1
OS07G0162400	Si032595m.g	71	67	1
OS07G0162500	Si024051m.g	60	58	0
OS07G0162600	Si030397m.g	63	62	1
OS07G0162600	Si030409m.g	64	63	1
OS07G0162600	Si030411m.g	63	62	1
OS07G0162700	Si030325m.g	70	70	1
OS07G0162700	Si030352m.g	74	74	1
OS07G0162900	Si030423m.g	63	75	1
OS07G0163000	Si029317m.g	75	32	1
OS07G0163500	Si028828m.g	90	30	1
OS07G0163800	Si028747m.g	97	25	1
OS07G0163900	Si032861m.g	70	74	1
OS07G0164000	Si028850m.g	75	75	1
OS07G0164100	Si029194m.g	75	73	1
OS07G0164200	Si037974m.g	54	40	1
OS07G0164300	Si030643m.g	91	91	1
OS07G0164500	Si035197m.g	85	84	1
OS07G0164600	Si037507m.g	73	71	1
OS07G0164900	Si028687m.g	76	33	1
OS07G0165000	Si029339m.g	94	62	1
OS07G0165100	Si028999m.g	57	60	1
OS07G0165200	Si028772m.g	87	61	1
OS07G0165900	Si012003m.g	43	51	1
OS07G0165900	Si031895m.g	44	45	1
OS07G0165900	Si032324m.g	43	51	1
OS07G0166100	Si000733m.g	86	86	1
OS07G0166500	Si016604m.g	64	15	1
OS07G0166700	Si028967m.g	79	79	1
OS07G0166800	Si031387m.g	100	100	1
OS07G0167000	Si029863m.g	87	82	0
OS07G0167000	Si029875m.g	76	72	0
OS07G0167100	Si029058m.g	89	69	1
OS07G0167200	Si029852m.g	86	82	1
OS07G0168000	Si029182m.g	62	87	1
OS07G0168300	Si002747m.g	57	56	1
OS07G0168600	Si029650m.g	79	78	1
OS07G0168800	Si031330m.g	79	77	1
OS07G0169600	Si014025m.g	56	56	0
OS07G0169600	Si022586m.g	61	61	0
OS07G0169600	Si024272m.g	55	55	0
OS07G0169600	Si024398m.g	53	53	0
OS07G0169600	Si024975m.g	52	55	0
OS07G0169700	Si032594m.g	75	69	1
OS07G0169800	Si032129m.g	49	48	1
OS07G0170100	Si030257m.g	89	90	1
OS07G0170200	Si030745m.g	91	54	1
OS07G0170300	Si029206m.g	66	63	1
OS07G0170800	Si037143m.g	84	79	1
OS07G0171100	Si030457m.g	74	75	1
OS07G0171200	Si030317m.g	73	61	1
OS07G0171300	Si033217m.g	87	83	1
OS07G0172200	Si006596m.g	76	70	1
OS07G0172500	Si031392m.g	77	61	0
OS07G0172600	Si028899m.g	80	80	1
OS07G0172900	Si029517m.g	85	81	1
OS07G0173100	Si033269m.g	77	50	1
OS07G0173200	Si029358m.g	75	70	1
OS07G0173501	Si032820m.g	36	66	1
OS07G0173700	Si032820m.g	36	66	1
OS07G0174200	Si039655m.g	54	54	1
OS07G0174400	Si031155m.g	51	34	1
OS07G0174700	Si030543m.g	50	47	1
OS07G0174900	Si031155m.g	53	46	1
OS07G0175000	Si033007m.g	47	59	1
OS07G0175200	Si031746m.g	56	56	1
OS07G0175300	Si030838m.g	57	44	1
OS07G0175500	Si031116m.g	55	32	1
OS07G0175500	Si031198m.g	51	32	1
OS07G0175600	Si031286m.g	58	57	1
OS07G0175750	Si007986m.g	77	29	1
OS07G0175750	Si018953m.g	85	60	1
OS07G0175900	Si029365m.g	89	90	1
OS07G0176200	Si028949m.g	74	71	1
OS07G0176400	Si001726m.g	55	30	0
OS07G0176500	Si030186m.g	76	66	1
OS07G0176600	Si032633m.g	71	74	1
OS07G0176900	Si030780m.g	79	82	1
OS07G0177000	Si030242m.g	41	54	1
OS07G0177100	Si028744m.g	72	43	1
OS07G0177300	Si030923m.g	89	87	1
OS07G0178100	Si028875m.g	93	93	1
OS07G0178600	Si030256m.g	77	78	1
OS07G0178700	Si031233m.g	61	67	1
OS07G0178700	Si031943m.g	53	58	1
OS07G0178700	Si032777m.g	56	61	1
OS07G0178700	Si032863m.g	54	51	1
OS07G0178800	Si031233m.g	66	70	1
OS07G0178800	Si031943m.g	58	61	1
OS07G0178800	Si032777m.g	60	63	1
OS07G0178800	Si032863m.g	57	52	1
OS07G0178900	Si001393m.g	94	94	1
OS07G0179000	Si029086m.g	76	79	1
OS07G0179400	Si031206m.g	81	80	1
OS07G0179500	Si030272m.g	50	42	1
OS07G0179700	Si004252m.g	32	14	0
OS07G0179700	Si005139m.g	35	11	0
OS07G0179700	Si007938m.g	27	11	0
OS07G0179700	Si008176m.g	27	14	0
OS07G0179700	Si008182m.g	29	10	0
OS07G0179700	Si024499m.g	28	12	0
OS07G0180100	Si027516m.g	47	47	0
OS07G0180300	Si027516m.g	45	48	0
OS07G0180700	Si028052m.g	56	21	1
OS07G0180800	Si032940m.g	35	30	1
OS07G0180900	Si030040m.g	91	91	0
OS07G0180900	Si031771m.g	14	86	0
OS07G0180900	Si033140m.g	54	80	0
OS07G0181000	Si029221m.g	71	64	1
OS07G0181000	Si029361m.g	83	82	1
OS07G0181000	Si031029m.g	37	92	1
OS07G0181100	Si025353m.g	55	58	1
OS07G0181700	Si033110m.g	84	84	1
OS07G0181800	Si031724m.g	92	93	1
OS07G0182000	Si029970m.g	33	34	1
OS07G0182100	Si030453m.g	76	75	1
OS07G0182200	Si030704m.g	94	44	1
OS07G0182400	Si030248m.g	59	35	1
OS07G0182900	Si028691m.g	93	30	1
OS07G0184800	Si030788m.g	38	39	1
OS07G0184900	Si029203m.g	87	87	1
OS07G0184900	Si032906m.g	80	78	1
OS07G0185000	Si029371m.g	50	53	1
OS07G0185200	Si029869m.g	79	71	1
OS07G0185300	Si031260m.g	75	74	1
OS07G0185432	Si029611m.g	66	46	1
OS07G0185700	Si029272m.g	76	76	1
OS07G0185800	Si031623m.g	91	93	1
OS07G0185900	Si031736m.g	55	60	1
OS07G0186000	Si031538m.g	67	69	1
OS07G0186400	Si031067m.g	95	95	1
OS07G0186500	Si028865m.g	77	77	1
OS07G0187000	Si002872m.g	37	38	1
OS07G0187200	Si029387m.g	74	14	1
OS07G0187300	Si030621m.g	11	9	1
OS07G0187400	Si029105m.g	80	80	1
OS07G0187700	Si030073m.g	88	85	1
OS07G0187900	Si031886m.g	71	71	1
OS07G0188000	Si028786m.g	61	61	1
OS07G0188266	Si033154m.g	60	42	1
OS07G0188700	Si029368m.g	61	65	1
OS07G0188800	Si029327m.g	92	85	0
OS07G0189700	Si011368m.g	36	67	1
OS07G0189800	Si011368m.g	33	63	1
OS07G0190000	Si029067m.g	88	87	1
OS07G0190150	Si019045m.g	53	49	1
OS07G0190150	Si027625m.g	57	47	1
OS07G0190600	Si027513m.g	1	2	1
OS07G0190650	Si032337m.g	70	67	1
OS07G0190900	Si029026m.g	43	49	1
OS07G0191000	Si005579m.g	57	89	1
OS07G0191200	Si028836m.g	92	92	1
OS07G0191600	Si032111m.g	55	67	1
OS07G0191700	Si028741m.g	77	78	1
OS07G0192000	Si029456m.g	75	73	1
OS07G0192300	Si003402m.g	85	87	1
OS07G0192800	Si032021m.g	56	64	1
OS07G0192800	Si032220m.g	61	59	1
OS07G0192900	Si029495m.g	78	44	1
OS07G0193000	Si029102m.g	74	74	1
OS07G0193200	Si012552m.g	54	53	1
OS07G0193200	Si027525m.g	53	52	1
OS07G0193200	Si034970m.g	57	57	1
OS07G0193200	Si038666m.g	58	58	1
OS07G0193200	Si038841m.g	59	59	1
OS07G0193200	Si039343m.g	60	61	1
OS07G0193600	Si029015m.g	81	62	1
OS07G0193800	Si030790m.g	65	50	1
OS07G0194000	Si031049m.g	97	96	1
OS07G0194100	Si019716m.g	42	44	1
OS07G0194400	Si031595m.g	57	49	1
OS07G0194500	Si030586m.g	76	77	1
OS07G0194800	Si029833m.g	64	93	1
OS07G0195100	Si031086m.g	68	87	1
OS07G0195200	Si029173m.g	72	73	1
OS07G0195300	Si024440m.g	23	25	1
OS07G0195300	Si024791m.g	19	26	1
OS07G0195300	Si025189m.g	21	25	1
OS07G0195300	Si032587m.g	18	25	1
OS07G0195300	Si032729m.g	26	30	1
OS07G0195300	Si033118m.g	25	28	1
OS07G0195300	Si033327m.g	25	28	1
OS07G0195400	Si000857m.g	75	74	0
OS07G0196200	Si037219m.g	67	68	1
OS07G0196300	Si032092m.g	29	32	1
OS07G0196300	Si032684m.g	31	32	1
OS07G0196300	Si032882m.g	30	33	1
OS07G0196300	Si033285m.g	33	34	1
OS07G0196700	Si008706m.g	22	23	0
OS07G0196900	Si024440m.g	32	12	1
OS07G0196900	Si024791m.g	19	9	1
OS07G0196900	Si025189m.g	30	12	1
OS07G0196900	Si032587m.g	4	2	1
OS07G0196900	Si032729m.g	27	11	1
OS07G0196900	Si033118m.g	30	12	1
OS07G0196900	Si033327m.g	24	10	1
OS07G0197000	Si032092m.g	32	24	1
OS07G0197000	Si032684m.g	33	23	1
