Gene stable ID	Oryza brachyantha gene stable ID	% identity	Oryza brachyantha % identity	Orthology confidence [0 low, 1 high]
OS05G0310600	OB0082G10040	78	82	1
OS05G0310600	OB0097G10110	77	80	1
OS05G0310750	OB08G18610	85	25	1
OS05G0310800	OB02G26410	99	99	1
OS05G0311000	OB02G26410	97	97	1
OS05G0311500	OB05G19870	51	82	1
OS05G0311600	OB02G19130	43	76	0
OS05G0311801	OB04G12380	63	63	1
OS05G0312000	OB05G19890	83	88	1
OS05G0312500	OB05G19900	94	93	1
OS05G0312600	OB05G19910	43	74	1
OS05G0313500	OB05G19930	90	76	1
OS05G0313600	OB05G19830	70	70	1
OS05G0313700	OB05G19940	37	30	1
OS05G0313700	OB05G20300	29	40	1
OS05G0313700	OB06G31780	13	31	1
OS05G0314100	OB01G54340	93	66	0
OS05G0315100	OB05G19960	62	36	1
OS05G0315200	OB05G19970	90	92	1
OS05G0316000	OB05G19980	54	100	1
OS05G0316100	OB05G19990	95	95	1
OS05G0316200	OB05G20010	92	93	1
OS05G0316800	OB05G20040	21	18	1
OS05G0317200	OB05G20080	95	95	1
OS05G0318100	OB07G19900	56	80	1
OS05G0318700	OB05G20090	79	79	0
OS05G0319100	OB05G20100	82	82	1
OS05G0319200	OB05G20110	78	82	1
OS05G0319700	OB05G20130	78	80	1
OS05G0319800	OB05G20140	91	96	1
OS05G0319900	OB05G19330	83	46	1
OS05G0320500	OB05G20170	73	69	1
OS05G0320700	OB05G20180	96	96	1
OS05G0321600	OB05G15050	80	44	1
OS05G0321900	OB05G20200	27	38	1
OS05G0322900	OB05G20210	35	35	1
OS05G0323100	OB05G20220	69	68	0
OS05G0323400	OB05G20250	91	86	1
OS05G0323800	OB05G20270	98	83	1
OS05G0323900	OB05G20290	91	94	1
OS05G0324000	OB05G19940	41	32	1
OS05G0324000	OB05G20300	33	43	1
OS05G0324000	OB06G31780	12	29	1
OS05G0324100	OB05G20320	94	22	1
OS05G0324200	OB05G20320	86	41	1
OS05G0324300	OB05G22570	34	36	0
OS05G0324300	OB05G22580	21	26	0
OS05G0324300	OB05G22600	39	32	0
OS05G0324400	OB02G18660	47	79	1
OS05G0324600	OB05G20330	52	52	1
OS05G0324700	OB05G20350	47	55	1
OS05G0325200	OB09G11940	54	68	1
OS05G0326400	OB09G11940	48	37	1
OS05G0327000	OB09G11940	36	42	1
OS05G0327100	OB05G19040	57	26	1
OS05G0328300	OB05G20360	76	74	1
OS05G0328333	OB05G17180	41	29	1
OS05G0328333	OB11G11170	60	32	1
OS05G0328333	OB12G11380	58	31	1
OS05G0328466	OB05G17180	19	16	1
OS05G0328466	OB11G11170	45	27	1
OS05G0328466	OB12G11380	44	27	1
OS05G0328632	OB05G17180	25	17	1
OS05G0328632	OB11G11170	65	32	1
OS05G0328632	OB12G11380	64	32	1
OS05G0328800	OB05G17180	41	54	1
OS05G0328800	OB11G11170	64	62	1
OS05G0328800	OB12G11380	63	61	1
OS05G0328901	OB05G17180	36	32	1
OS05G0328901	OB11G11170	67	45	1
OS05G0328901	OB12G11380	65	44	1
OS05G0329001	OB05G17180	36	32	1
OS05G0329001	OB11G11170	67	45	1
OS05G0329001	OB12G11380	65	44	1
OS05G0329100	OB05G17180	41	54	1
OS05G0329100	OB11G11170	65	63	1
OS05G0329100	OB12G11380	63	62	1
OS05G0329200	OB05G17180	55	54	1
OS05G0329200	OB11G11170	65	47	1
OS05G0329200	OB12G11380	65	46	1
OS05G0329300	OB05G17180	41	54	1
OS05G0329300	OB11G11170	65	63	1
OS05G0329300	OB12G11380	63	62	1
OS05G0329350	OB05G17180	41	54	1
OS05G0329350	OB11G11170	65	63	1
OS05G0329350	OB12G11380	63	62	1
OS05G0329400	OB05G17180	39	52	1
OS05G0329400	OB11G11170	61	60	1
OS05G0329400	OB12G11380	59	58	1
OS05G0329700	OB05G17180	41	54	1
OS05G0329700	OB11G11170	65	64	1
OS05G0329700	OB12G11380	64	62	1
OS05G0330150	OB05G17180	39	52	1
OS05G0330150	OB11G11170	62	60	1
OS05G0330150	OB12G11380	61	60	1
OS05G0330600	OB05G17180	41	54	1
OS05G0330600	OB11G11170	65	63	1
OS05G0330600	OB12G11380	63	62	1
OS05G0331200	OB05G20370	95	95	1
OS05G0331366	OB05G17180	53	56	1
OS05G0331366	OB11G11170	64	51	1
OS05G0331366	OB12G11380	63	49	1
OS05G0331532	OB05G17180	42	56	1
OS05G0331532	OB11G11170	64	64	1
OS05G0331532	OB12G11380	62	62	1
OS05G0331800	OB05G17180	40	54	1
OS05G0331800	OB11G11170	60	60	1
OS05G0331800	OB12G11380	59	59	1
OS05G0332000	OB05G17180	41	55	1
OS05G0332000	OB11G11170	63	62	1
OS05G0332000	OB12G11380	61	60	1
OS05G0332300	OB05G20410	96	96	1
OS05G0332600	OB05G20430	92	67	1
OS05G0333100	OB05G20450	9	15	0
OS05G0333200	OB06G20030	95	95	1
OS05G0333500	OB05G20440	96	96	1
OS05G0334000	OB05G20440	96	96	1
OS05G0334400	OB05G20440	96	96	1
OS05G0334750	OB05G20450	29	66	0
OS05G0335401	OB04G16710	75	11	0
OS05G0335500	OB05G20480	67	65	1
OS05G0335800	OB05G20490	69	86	1
OS05G0336200	OB05G20500	79	83	1
OS05G0337200	OB05G20510	79	77	1
OS05G0337400	OB05G20520	51	94	1
OS05G0338900	OB05G20530	61	33	1
OS05G0338933	OB01G53920	37	44	0
OS05G0339000	OB05G20540	81	80	1
OS05G0339200	OB05G20550	83	84	1
OS05G0341100	OB02G42620	41	48	0
OS05G0341600	OB05G20590	92	95	1
OS05G0341900	OB05G20600	23	50	1
OS05G0342900	OB05G20630	94	92	1
OS05G0343400	OB05G20640	61	69	1
OS05G0344200	OB05G20650	66	72	1
OS05G0344200	OB11G12370	29	55	1
OS05G0344400	OB05G20660	42	46	1
OS05G0345100	OB05G20670	53	54	0
OS05G0345175	OB05G20670	97	25	0
OS05G0345400	OB05G20680	92	92	1
OS05G0345500	OB0077G10030	90	90	1
OS05G0346100	OB05G20690	61	93	1
OS05G0346300	OB05G20710	95	95	1
OS05G0346400	OB05G20720	98	98	1
OS05G0346500	OB05G20730	65	85	1
OS05G0346800	OB05G20740	58	92	1
OS05G0347000	OB05G20750	93	93	1
OS05G0348100	OB09G16600	81	44	1
OS05G0348900	OB05G34170	40	20	1
OS05G0349000	OB03G23960	15	9	0
OS05G0349200	OB05G20990	99	73	1
OS05G0349400	OB05G17200	28	31	1
OS05G0349500	OB05G20980	89	88	1
OS05G0349700	OB05G20950	95	96	1
OS05G0350150	OB05G21120	31	43	1
OS05G0350500	OB05G20910	97	97	1
OS05G0350600	OB05G20900	87	86	1
OS05G0350700	OB05G20880	93	92	1
OS05G0352700	OB05G20830	35	15	0
OS05G0352750	OB05G20810	70	63	1
OS05G0352800	OB05G20800	95	95	1
OS05G0353300	OB05G20790	61	92	1
OS05G0353400	OB05G20780	97	97	1
OS05G0353500	OB05G20770	52	58	1
OS05G0354300	OB05G21020	95	49	1
OS05G0354400	OB05G21040	44	70	1
OS05G0355133	OB05G21050	87	88	1
OS05G0355200	OB05G21060	74	89	1
OS05G0355300	OB05G21080	86	89	1
OS05G0355400	OB05G21090	25	26	1
OS05G0355500	OB05G21100	100	65	1
OS05G0355700	OB03G24350	30	33	0
OS05G0355900	OB05G21110	76	71	0
OS05G0356700	OB05G21130	48	85	1
OS05G0356800	OB05G21140	33	10	0
OS05G0357100	OB05G21150	90	93	1
OS05G0357200	OB05G21160	69	95	1
OS05G0357600	OB05G21180	98	98	1
OS05G0357700	OB05G21190	84	61	1
OS05G0357800	OB05G21200	59	97	1
OS05G0358000	OB05G21210	91	92	1
OS05G0358200	OB05G21230	73	20	0
OS05G0358400	OB05G21240	52	86	1
OS05G0358500	OB05G21250	63	90	1
OS05G0358700	OB12G19910	1	0	0
OS05G0359000	OB05G17270	30	80	1
OS05G0360400	OB05G21300	39	42	0
OS05G0360900	OB05G21320	22	64	1
OS05G0361200	OB05G21330	77	84	1
OS05G0361500	OB05G21340	77	77	0
OS05G0361700	OB05G21350	58	63	1
OS05G0361900	OB05G21360	96	97	1
OS05G0362000	OB05G21370	52	26	1
OS05G0362000	OB05G21390	21	10	1
OS05G0362000	OB05G21400	47	35	1
OS05G0362100	OB05G21410	87	56	1
OS05G0362300	OB05G21420	82	72	1
OS05G0362500	OB05G21440	74	81	1
OS05G0362600	OB05G21460	58	87	1
OS05G0363100	OB05G21470	76	76	1
OS05G0363200	OB05G21480	70	86	1
OS05G0363500	OB05G21530	92	88	1
OS05G0363600	OB05G21540	90	91	1
OS05G0363951	OB05G21550	43	84	1
OS05G0364500	OB05G21560	82	88	1
OS05G0364600	OB05G21570	78	85	1
OS05G0364650	OB01G30560	78	38	1
OS05G0365000	OB05G21580	22	95	1
OS05G0365200	OB05G21600	59	62	1
OS05G0365300	OB05G21610	53	44	1
OS05G0365300	OB05G21630	45	46	1
OS05G0365500	OB05G21650	69	84	1
OS05G0365600	OB05G21670	83	85	1
OS05G0365700	OB01G51840	44	7	0
OS05G0366000	OB05G21680	67	59	0
OS05G0366200	OB01G51840	38	9	0
OS05G0366300	OB05G21710	94	93	1
OS05G0366600	OB05G21720	79	81	1
OS05G0366800	OB05G21770	63	51	1
OS05G0367000	OB05G21780	99	99	1
OS05G0367100	OB05G21790	81	93	1
OS05G0367200	OB05G21800	61	19	1
OS05G0367400	OB05G21830	82	78	1
OS05G0367800	OB05G21840	80	80	1
OS05G0368600	OB05G21880	71	76	1
OS05G0368700	OB05G21890	81	41	1
OS05G0370000	OB05G21930	81	92	1
OS05G0370600	OB05G21950	99	99	1
OS05G0370700	OB05G21960	64	64	1
OS05G0371100	OB05G21990	54	5	0
OS05G0371200	OB05G22000	99	99	0
OS05G0371500	OB05G22010	90	68	1
OS05G0371600	OB05G22020	92	91	1
OS05G0372000	OB05G22040	85	80	1
OS05G0372100	OB05G22050	82	88	1
OS05G0372200	OB05G22060	82	74	1
OS05G0372400	OB05G22070	86	86	1
OS05G0372800	OB05G22080	92	93	1
OS05G0372833	OB01G52280	53	51	1
OS05G0372866	OB05G22090	62	56	1
OS05G0372900	OB05G22110	63	72	1
OS05G0373000	OB05G22120	69	79	1
OS05G0373300	OB05G22140	90	89	1
OS05G0373400	OB05G22160	88	88	1
OS05G0373700	OB05G22190	94	95	1
OS05G0373900	OB05G22210	94	94	1
OS05G0374200	OB05G22230	93	73	1
OS05G0374600	OB05G22270	86	21	1
OS05G0375100	OB05G22280	81	89	1
OS05G0375400	OB05G22310	43	42	1
OS05G0375600	OB05G22360	55	32	1
OS05G0376000	OB05G22380	89	51	1
OS05G0376200	OB04G24780	93	69	1
OS05G0376300	OB04G24790	86	88	1
OS05G0376400	OB04G24800	81	44	1
OS05G0376600	OB05G22400	76	77	1
OS05G0376800	OB05G22420	45	58	1
OS05G0377000	OB05G22430	80	80	0
OS05G0378200	OB11G17950	35	66	1
OS05G0378500	OB05G22440	65	67	1
OS05G0378800	OB05G22470	92	92	1
OS05G0378900	OB05G22480	95	86	1
OS05G0380700	OB09G10060	55	13	0
OS05G0380900	OB05G22500	63	82	1
OS05G0381400	OB05G22530	91	91	1
OS05G0381500	OB05G22540	94	51	1
OS05G0381700	OB05G22560	67	50	1
OS05G0382000	OB05G22610	92	92	1
OS05G0382400	OB01G53190	57	28	1
OS05G0382500	OB05G22650	58	85	1
OS05G0382600	OB05G22660	93	93	1
OS05G0382900	OB05G22670	30	24	0
OS05G0383000	OB05G22680	98	89	1
OS05G0383100	OB05G22690	98	98	1
OS05G0384300	OB05G22720	62	66	1
OS05G0384600	OB05G22740	77	80	1
OS05G0384800	OB05G22750	96	96	1
OS05G0386000	OB05G22760	90	90	1
OS05G0386201	OB05G22780	36	59	1
OS05G0386700	OB05G22800	97	86	1
OS05G0386800	OB05G22790	91	92	0
OS05G0386900	OB05G22820	80	53	1
OS05G0387200	OB05G22850	95	94	1
OS05G0387800	OB02G41050	79	85	1
OS05G0387900	OB05G22890	90	86	1
OS05G0388025	OB03G32860	30	23	1
OS05G0388400	OB05G22900	77	39	1
OS05G0388500	OB05G22910	65	90	1
OS05G0388600	OB05G22920	93	89	1
OS05G0389000	OB05G22940	90	78	1
OS05G0389300	OB05G23000	100	100	1
OS05G0389400	OB05G23010	88	75	1
OS05G0389500	OB05G23020	91	90	1
OS05G0389600	OB05G23030	89	92	1
OS05G0389700	OB05G23040	93	93	1
OS05G0389800	OB05G23050	69	78	1
OS05G0390000	OB05G23060	84	88	1
OS05G0390100	OB05G23070	53	95	1
OS05G0390500	OB05G23080	79	60	1
OS05G0390600	OB05G23090	60	71	1
OS05G0391200	OB05G23100	98	66	1
OS05G0391500	OB05G23110	80	93	1
OS05G0391600	OB05G23120	39	86	0
OS05G0392100	OB05G23170	53	70	1
OS05G0392200	OB05G23180	87	56	1
OS05G0392400	OB05G23200	98	33	1
OS05G0392700	OB05G23210	98	98	1
OS05G0393100	OB05G23220	64	91	1
OS05G0393200	OB05G23230	27	79	1
OS05G0393400	OB05G23260	88	84	1
OS05G0393700	OB05G23280	78	91	1
OS05G0393800	OB05G23290	96	96	1
OS05G0393900	OB05G23300	67	87	1
OS05G0394200	OB05G23310	93	96	1
OS05G0394900	OB05G14810	14	9	0
OS05G0395000	OB05G23360	87	84	1
OS05G0395300	OB05G23380	86	94	1
OS05G0395400	OB05G23390	70	75	1
OS05G0395600	OB05G23410	42	42	1
OS05G0396900	OB05G23420	84	90	1
OS05G0397300	OB05G23430	81	57	1
OS05G0397650	OB05G23440	50	86	1
OS05G0397700	OB05G23450	88	90	1
OS05G0397800	OB05G23470	66	35	0
OS05G0397900	OB05G23480	77	87	1
OS05G0398000	OB05G23490	69	40	1
OS05G0398100	OB05G23500	96	34	1
OS05G0398800	OB05G23510	71	66	1
OS05G0399100	OB05G23520	90	90	1
OS05G0399300	OB05G23560	69	86	1
OS05G0399900	OB04G14440	4	10	1
OS05G0400100	OB05G23600	71	69	1
OS05G0400400	OB05G23610	79	63	0
OS05G0400600	OB05G23640	91	89	1
OS05G0400700	OB05G23650	99	77	1
OS05G0400800	OB05G23660	95	33	1
OS05G0401000	OB05G23670	92	92	1
OS05G0401100	OB05G23680	89	78	1
OS05G0401200	OB05G23700	91	90	1
OS05G0401300	OB05G23710	52	97	0
OS05G0402300	OB05G23750	93	95	1
OS05G0402800	OB05G23770	97	57	1
OS05G0402900	OB05G23790	93	93	1
OS05G0403000	OB05G23800	74	81	1
OS05G0403300	OB05G23810	84	84	1
OS05G0403400	OB05G23820	40	78	1
OS05G0403600	OB05G23830	69	67	1
OS05G0404000	OB05G23840	81	95	1
OS05G0404200	OB05G23850	78	78	1
OS05G0404300	OB05G23860	64	95	1
OS05G0404400	OB05G23870	89	86	1
OS05G0404600	OB05G23880	93	80	1
OS05G0404700	OB05G23890	66	66	1
OS05G0405000	OB05G23900	82	97	1
OS05G0405000	OB05G23910	4	81	1
OS05G0405500	OB05G23940	75	79	1
OS05G0405600	OB05G23950	87	87	1
OS05G0405900	OB05G23960	93	92	1
OS05G0406000	OB05G23970	76	40	1
OS05G0406100	OB05G23980	90	82	1
OS05G0406800	OB05G24030	93	92	1
OS05G0407200	OB05G24050	94	95	1
OS05G0407500	OB05G24060	90	79	1
OS05G0407900	OB05G24070	77	76	1
OS05G0408200	OB05G24080	86	87	1
OS05G0408300	OB05G24090	92	91	1
OS05G0408800	OB05G24100	55	86	1
OS05G0408900	OB05G24110	94	94	1
OS05G0409000	OB05G24120	86	96	1
OS05G0409200	OB05G24160	71	14	1
OS05G0409300	OB05G24170	58	71	1
OS05G0409400	OB05G24180	83	88	1
OS05G0409500	OB05G24190	72	79	1
OS05G0409800	OB05G24200	64	94	1
OS05G0410100	OB0044G10180	46	50	1
OS05G0410500	OB05G24220	85	85	1
OS05G0410800	OB05G24250	90	43	1
OS05G0410900	OB05G24260	92	92	1
OS05G0411100	OB05G24270	78	78	1
OS05G0411200	OB05G24280	87	81	1
OS05G0411300	OB05G24300	88	86	1
OS05G0411600	OB05G24320	89	88	1
OS05G0412800	OB05G24340	75	69	1
OS05G0412900	OB05G24360	45	68	1
OS05G0413000	OB05G24350	62	74	1
OS05G0413200	OB05G24380	98	98	1
OS05G0413332	OB02G14380	57	67	1
OS05G0413400	OB05G24390	74	91	1
OS05G0414200	OB05G24420	51	20	0
OS05G0414300	OB05G24430	68	23	1
OS05G0414700	OB05G24440	92	84	1
OS05G0415200	OB05G24460	72	38	1
OS05G0415400	OB05G24480	44	72	1
OS05G0415700	OB05G24490	82	84	1
OS05G0415800	OB05G24510	76	76	1
OS05G0417100	OB05G24580	85	88	1
OS05G0417200	OB05G24590	66	90	1
OS05G0417300	OB05G24600	87	86	1
OS05G0417600	OB05G24610	66	65	1
OS05G0417700	OB05G24620	73	69	1
OS05G0418000	OB05G24630	98	98	1
OS05G0418500	OB05G24660	56	19	0
OS05G0418800	OB05G24670	41	48	1
OS05G0419000	OB05G24680	64	72	1
OS05G0419050	OB05G24690	58	58	1
OS05G0419100	OB05G24700	85	93	1
OS05G0419200	OB05G24710	98	98	1
OS05G0419500	OB05G24720	96	96	1
OS05G0419600	OB05G24740	58	82	1
OS05G0419800	OB05G24750	67	87	1
OS05G0420200	OB05G24760	67	92	1
OS05G0420500	OB05G24770	77	74	1
OS05G0420600	OB05G24780	100	100	1
OS05G0421100	OB05G24800	65	68	1
OS05G0421300	OB02G25200	98	96	1
OS05G0421900	OB05G24830	56	81	1
OS05G0422200	OB11G15480	7	6	0
OS05G0422300	OB05G24840	75	66	1
OS05G0423200	OB04G24540	76	76	1
OS05G0423400	OB05G24910	92	93	1
OS05G0423500	OB05G24920	83	82	1
OS05G0424000	OB05G24930	85	94	1
OS05G0424300	OB05G24940	62	83	1
OS05G0424800	OB05G24980	94	97	1
OS05G0425000	OB05G24990	71	87	1
OS05G0425700	OB05G25020	89	81	1
OS05G0426066	OB02G34430	52	28	1
OS05G0426100	OB05G25030	57	49	1
OS05G0426200	OB05G25040	84	83	1
OS05G0426300	OB05G25050	81	83	1
OS05G0426400	OB05G25060	88	46	1
OS05G0426800	OB05G25080	68	71	1
OS05G0427100	OB05G25110	56	82	1
OS05G0427200	OB05G25120	91	93	1
OS05G0427300	OB05G25130	91	92	1
OS05G0427400	OB05G25140	96	96	1
OS05G0428100	OB05G25180	88	88	1
OS05G0428400	OB05G25200	86	85	1
OS05G0428600	OB01G28800	73	92	1
OS05G0428600	OB01G36960	90	91	1
OS05G0428700	OB05G25220	88	59	1
OS05G0429000	OB05G25230	71	94	1
OS05G0429400	OB05G25240	78	77	1
OS05G0429700	OB05G25250	90	72	1
OS05G0430200	OB05G25270	86	89	1
OS05G0430300	OB05G25280	92	91	1
OS05G0430400	OB05G25290	78	98	1
OS05G0430700	OB05G25430	97	97	1
OS05G0430800	OB05G25420	69	85	1
OS05G0430900	OB05G25410	67	79	1
OS05G0431700	OB05G25360	60	76	1
OS05G0432200	OB05G25460	90	89	1
OS05G0432400	OB05G25480	92	91	1
OS05G0432500	OB05G25490	90	90	1
OS05G0432600	OB05G25500	61	87	1
OS05G0432700	OB05G25510	70	69	1
OS05G0433100	OB05G25520	85	58	1
OS05G0433800	OB05G25540	85	28	1
OS05G0433900	OB05G25530	2	2	1
OS05G0435100	OB05G25560	83	42	1
OS05G0435400	OB05G25580	94	95	0
OS05G0435700	OB05G25590	80	82	1
OS05G0435800	OB05G25620	88	89	1
OS05G0436100	OB05G25640	54	85	1
OS05G0436400	OB05G25650	96	80	0
OS05G0436900	OB05G25670	87	87	1
OS05G0437050	OB05G25680	40	61	1
OS05G0437200	OB05G25710	97	97	0
OS05G0437300	OB05G25720	98	98	1
OS05G0437700	OB05G25740	34	63	1
OS05G0437900	OB05G25760	97	97	1
OS05G0438500	OB05G25780	90	92	1
OS05G0438600	OB05G25790	63	21	0
OS05G0438800	OB05G25810	96	40	1
OS05G0439000	OB05G25820	57	45	1
OS05G0439300	OB05G25830	86	84	1
OS05G0439400	OB05G25840	94	94	1
OS05G0440000	OB05G25870	78	83	1
OS05G0440100	OB05G25880	95	95	1
OS05G0440201	OB05G25910	77	79	1
OS05G0440250	OB05G25730	87	89	1
OS05G0440250	OB05G25900	79	95	1
OS05G0440300	OB05G25920	55	85	0
OS05G0440800	OB05G25930	85	82	1
OS05G0440900	OB05G25940	35	76	1
OS05G0441400	OB05G25950	83	85	1
OS05G0441750	OB01G49050	35	12	1
OS05G0442000	OB05G25960	73	28	1
OS05G0442400	OB05G25990	64	80	1
OS05G0442700	OB05G26000	35	59	1
OS05G0443300	OB05G26040	83	91	1
OS05G0443700	OB05G26070	87	88	1
OS05G0443900	OB05G26080	91	74	1
OS05G0444200	OB05G26090	57	61	1
OS05G0444300	OB05G26100	91	91	1
OS05G0444500	OB05G26110	86	72	1
OS05G0445000	OB01G43150	25	22	1
OS05G0445500	OB05G26130	77	95	1
OS05G0445800	OB05G26150	80	76	1
OS05G0445900	OB05G26180	92	23	0
OS05G0446000	OB05G26180	63	38	0
OS05G0446300	OB05G26140	99	99	1
OS05G0446500	OB05G26150	77	73	1
OS05G0446550	OB05G26180	96	6	0
OS05G0446600	OB02G25160	7	4	1
OS05G0446800	OB05G26190	86	86	1
OS05G0446900	OB05G26200	58	74	1
OS05G0447000	OB05G26220	88	90	1
OS05G0447200	OB05G26230	87	88	1
OS05G0447500	OB05G32950	93	29	1
OS05G0447580	OB05G32950	95	18	1
OS05G0447700	OB05G26240	57	83	1
OS05G0448300	OB05G26260	82	79	1
OS05G0449200	OB05G26270	91	91	1
OS05G0449500	OB05G26300	79	95	1
OS05G0449600	OB05G26310	93	49	1
OS05G0449900	OB05G26340	86	86	1
OS05G0450600	OB05G26380	80	95	1
OS05G0451100	OB05G26390	94	94	1
OS05G0451300	OB05G26420	91	90	1
OS05G0451900	OB05G26430	95	90	1
OS05G0452600	OB05G26450	100	100	1
OS05G0452800	OB05G26460	78	67	1
OS05G0452900	OB05G26470	95	95	1
OS05G0453300	OB05G26480	46	38	1
OS05G0453500	OB05G26490	85	31	1
OS05G0453700	OB05G26500	72	83	1
OS05G0453900	OB05G26510	97	97	1
OS05G0454200	OB05G26520	86	88	1
OS05G0454500	OB05G26530	83	83	1
OS05G0455200	OB05G26540	91	92	1
OS05G0455400	OB05G26550	62	39	0
OS05G0455500	OB05G26560	97	97	1
OS05G0455600	OB05G26570	99	99	1
OS05G0455700	OB05G26580	69	98	1
OS05G0455800	OB05G26590	90	91	1
OS05G0456000	OB05G26600	74	73	1
OS05G0456300	OB05G26610	82	86	1
OS05G0456401	OB05G26620	47	72	1
OS05G0456500	OB05G26630	99	99	1
OS05G0456900	OB05G26640	83	84	1
OS05G0457000	OB05G26650	59	65	1
OS05G0457700	OB05G15830	40	76	1
OS05G0457700	OB05G26700	88	89	1
OS05G0457700	OB05G26880	20	70	1
OS05G0457800	OB05G26710	52	82	1
OS05G0458100	OB05G26730	96	96	1
OS05G0458300	OB05G26740	90	89	1
OS05G0458400	OB05G26750	89	91	0
OS05G0458500	OB05G26760	93	91	1
OS05G0458600	OB05G26760	93	91	1
OS05G0459000	OB05G26770	83	80	1
OS05G0459400	OB05G26790	76	93	1
OS05G0459900	OB05G26820	98	98	1
OS05G0460000	OB05G26830	98	98	1
OS05G0460475	OB05G26840	95	70	1
OS05G0460600	OB05G26850	87	87	1
OS05G0460700	OB05G26860	55	66	1
OS05G0460800	OB05G26870	84	69	1
OS05G0461000	OB05G26890	99	99	1
OS05G0461300	OB05G26900	98	98	1
OS05G0461400	OB05G26920	62	86	1
OS05G0461600	OB05G26940	65	67	1
OS05G0462000	OB05G26950	89	93	1
OS05G0462200	OB05G26960	72	70	1
OS05G0462500	OB05G27000	82	85	1
OS05G0462900	OB05G27200	64	73	0
OS05G0463000	OB05G27010	74	71	1
OS05G0463300	OB05G27020	49	66	1
OS05G0463400	OB05G27030	45	40	1
OS05G0463500	OB05G27040	53	17	0
OS05G0463800	OB05G27050	58	57	0
OS05G0463900	OB05G27060	91	33	1
OS05G0464100	OB05G27070	89	60	1
OS05G0464200	OB05G27110	65	63	1
OS05G0464300	OB05G27130	58	62	1
OS05G0465000	OB05G27140	70	67	1
OS05G0465100	OB05G27150	91	91	1
OS05G0465400	OB05G27160	80	81	1
OS05G0465800	OB05G27170	88	93	1
OS05G0466100	OB05G27180	70	71	1
OS05G0466200	OB05G27190	91	91	1
OS05G0466800	OB05G27220	46	86	1
OS05G0466900	OB05G27230	90	77	1
OS05G0467000	OB05G27250	83	96	1
OS05G0467300	OB05G27260	86	93	1
OS05G0468100	OB05G27270	62	55	1
OS05G0468200	OB05G27280	54	42	1
OS05G0468500	OB05G27300	82	74	1
OS05G0468600	OB05G27310	68	95	1
OS05G0468700	OB05G27330	93	93	0
OS05G0468750	OB01G47460	49	41	1
OS05G0468800	OB05G27350	77	92	1
OS05G0468900	OB05G27360	47	52	1
OS05G0469600	OB05G27370	56	96	1
OS05G0469800	OB05G27370	56	95	1
OS05G0470000	OB05G27380	83	84	1
OS05G0470700	OB05G27390	65	93	1
OS05G0470800	OB05G27400	93	91	0
OS05G0470900	OB05G27410	40	75	1
OS05G0471000	OB05G27420	75	76	1
OS05G0472200	OB05G27460	88	88	1
OS05G0472300	OB05G27470	74	86	1
OS05G0472400	OB05G27490	52	81	1
OS05G0472700	OB05G27500	86	87	1
OS05G0472850	OB05G27510	78	62	1
OS05G0473300	OB05G27530	37	42	1
OS05G0473401	OB05G27540	78	76	1
OS05G0473500	OB05G27550	95	86	1
OS05G0473900	OB03G38430	91	90	1
OS05G0474400	OB05G27570	91	92	1
OS05G0474600	OB05G27580	91	32	1
OS05G0474700	OB05G27600	50	84	1
OS05G0474800	OB05G27610	46	36	1
OS05G0474900	OB05G27620	91	91	1
OS05G0475300	OB05G27640	77	77	0
OS05G0475400	OB05G27650	98	80	1
OS05G0475700	OB05G27660	45	47	1
OS05G0476000	OB05G27670	67	64	1
OS05G0476100	OB05G27680	73	63	1
OS05G0476200	OB03G29470	98	98	1
OS05G0476350	OB05G27700	82	83	1
OS05G0476400	OB05G27710	65	74	1
OS05G0476700	OB05G27730	79	56	1
OS05G0477200	OB05G27740	40	49	1
OS05G0477300	OB05G27750	96	97	1
OS05G0478200	OB05G27810	57	74	1
OS05G0478300	OB05G27820	75	90	1
OS05G0478400	OB05G27830	45	52	1
OS05G0478700	OB05G27840	68	71	1
OS05G0478800	OB05G27850	45	34	1
OS05G0479700	OB05G27880	65	33	1
OS05G0479800	OB05G27890	78	74	1
OS05G0479900	OB05G27910	55	42	1
OS05G0480000	OB05G27920	62	96	1
OS05G0480200	OB05G27930	77	77	1
OS05G0480400	OB05G27940	94	94	1
OS05G0480600	OB05G27950	92	93	1
OS05G0480700	OB05G27980	94	94	1
OS05G0481000	OB05G27990	86	85	1
OS05G0481100	OB05G28000	86	86	1
OS05G0481400	OB05G28010	81	81	1
OS05G0481500	OB05G28020	94	94	1
OS05G0481600	OB05G28030	89	89	1
OS05G0481800	OB05G28050	77	75	1
OS05G0481900	OB05G28070	88	90	1
OS05G0482400	OB05G28080	51	90	1
OS05G0482600	OB05G28090	94	92	1
OS05G0482700	OB05G28100	97	97	1
OS05G0484800	OB05G28170	51	66	1
OS05G0485000	OB01G43920	67	89	1
OS05G0485300	OB05G28190	94	93	1
OS05G0485400	OB05G28200	58	87	1
OS05G0486100	OB05G28240	86	85	1
OS05G0486200	OB05G28250	89	66	1
OS05G0486300	OB05G28270	71	32	1
OS05G0486600	OB05G28280	68	72	1
OS05G0486700	OB05G28290	99	99	1
OS05G0487100	OB05G28300	29	58	1
OS05G0487300	OB05G28310	78	83	1
OS05G0488600	OB05G28330	93	93	1
OS05G0488800	OB05G28350	84	83	1
OS05G0488900	OB05G28360	55	80	1
