Gene stable ID	Medicago truncatula str. A17 gene stable ID	% identity	Medicago truncatula str. A17 % identity	Orthology confidence [0 low, 1 high]
OS06G0687800	MTR_3g054210	60	75	1
OS06G0687900	MTR_4g094912	48	12	1
OS06G0687900	MTR_5g016600	53	13	1
OS06G0688100	MTR_4g117680	43	42	1
OS06G0688200	MTR_3g107500	35	34	0
OS06G0688200	MTR_3g107770	33	34	0
OS06G0688200	MTR_6g068780	33	36	0
OS06G0688300	MTR_3g107500	23	21	0
OS06G0688300	MTR_3g107770	22	20	0
OS06G0688300	MTR_6g068780	22	22	0
OS06G0689600	MTR_4g117020	28	17	0
OS06G0689600	MTR_4g117030	28	17	0
OS06G0689600	MTR_4g117040	29	17	0
OS06G0689600	MTR_4g117760	5	33	0
OS06G0689600	MTR_4g117800	18	16	0
OS06G0689600	MTR_7g096740	8	42	0
OS06G0690200	MTR_4g117020	28	20	0
OS06G0690200	MTR_4g117030	27	21	0
OS06G0690200	MTR_4g117040	28	20	0
OS06G0690200	MTR_4g117760	5	40	0
OS06G0690200	MTR_4g117800	16	18	0
OS06G0690200	MTR_7g096740	7	43	0
OS06G0690700	MTR_4g094985	60	60	1
OS06G0690900	MTR_5g031740	33	37	1
OS06G0691000	MTR_5g004960	41	38	1
OS06G0691100	MTR_3g053690	41	35	1
OS06G0691200	MTR_6g079580	57	60	1
OS06G0691200	MTR_8g107140	61	62	1
OS06G0691400	MTR_3g088590	54	58	0
OS06G0691600	MTR_5g027000	37	39	1
OS06G0691800	MTR_8g023720	48	47	1
OS06G0693000	MTR_4g117020	29	20	0
OS06G0693000	MTR_4g117030	28	21	0
OS06G0693000	MTR_4g117040	29	21	0
OS06G0693000	MTR_4g117760	5	40	0
OS06G0693000	MTR_4g117800	16	18	0
OS06G0693000	MTR_7g096740	7	45	0
OS06G0693100	MTR_0534s0010	0	1	1
OS06G0693100	MTR_1g047870	21	24	1
OS06G0693100	MTR_1g047910	33	20	1
OS06G0693100	MTR_1g078490	36	22	1
OS06G0693100	MTR_2g062360	20	18	1
OS06G0693100	MTR_2g078070	34	16	1
OS06G0693100	MTR_3g015280	36	23	1
OS06G0693100	MTR_3g015500	36	22	1
OS06G0693100	MTR_3g015550	37	21	1
OS06G0693100	MTR_3g015560	37	23	1
OS06G0693100	MTR_4g021690	33	17	1
OS06G0693100	MTR_4g022460	34	17	1
OS06G0693100	MTR_4g022480	34	18	1
OS06G0693100	MTR_4g022540	33	17	1
OS06G0693100	MTR_4g022560	34	17	1
OS06G0693100	MTR_4g022960	31	17	1
OS06G0693100	MTR_4g050790	37	24	1
OS06G0693100	MTR_4g094540	36	22	1
OS06G0693100	MTR_4g119140	32	23	1
OS06G0693100	MTR_4g119195	36	22	1
OS06G0693100	MTR_5g076840	37	22	1
OS06G0693100	MTR_7g078300	38	23	1
OS06G0693100	MTR_7g078630	30	16	1
OS06G0693100	MTR_7g078640	38	24	1
OS06G0693100	MTR_7g084790	18	21	1
OS06G0693100	MTR_7g091090	21	32	1
OS06G0693100	MTR_7g091110	32	18	1
OS06G0693100	MTR_7g091140	36	13	1
OS06G0693100	MTR_7g091190	35	21	1
OS06G0693100	MTR_7g091200	33	18	1
OS06G0693100	MTR_7g091550	37	14	1
OS06G0693100	MTR_7g091560	4	7	1
OS06G0693100	MTR_7g091570	15	28	1
OS06G0693100	MTR_7g091660	21	23	1
OS06G0693100	MTR_7g491180	35	21	1
OS06G0693100	MTR_7g491190	31	17	1
OS06G0693100	MTR_8g043600	25	23	1
OS06G0693100	MTR_8g445160	12	9	1
OS06G0693100	MTR_8g445980	30	19	1
OS06G0693200	MTR_4g127840	55	57	1
OS06G0693300	MTR_1g009890	21	34	1
OS06G0693300	MTR_4g127950	17	27	1
OS06G0693500	MTR_1g009770	62	60	1
OS06G0693500	MTR_1g047010	47	39	1
OS06G0693500	MTR_5g061270	20	38	1
OS06G0693600	MTR_1g009770	30	10	1
OS06G0693600	MTR_1g047010	23	7	1
OS06G0693600	MTR_5g061270	6	4	1
OS06G0693700	MTR_1g009790	44	44	1
OS06G0694000	MTR_2g036510	74	76	1
OS06G0694100	MTR_3g070010	46	43	1
OS06G0694300	MTR_8g086040	42	51	1
OS06G0694500	MTR_2g036690	63	57	1
OS06G0694800	MTR_4g127690	57	55	1
OS06G0695200	MTR_4g095450	38	37	1
OS06G0695200	MTR_5g016010	37	35	1
OS06G0695300	MTR_4g095450	38	37	1
OS06G0695300	MTR_5g016010	36	35	1
OS06G0695400	MTR_4g095450	36	36	1
OS06G0695400	MTR_5g016010	34	34	1
OS06G0695500	MTR_4g095450	37	38	1
OS06G0695500	MTR_5g016010	36	37	1
OS06G0695600	MTR_1g009680	28	33	1
OS06G0695600	MTR_3g108808	30	32	1
OS06G0695800	MTR_8g107410	49	67	1
OS06G0695900	MTR_3g100400	39	38	1
OS06G0695900	MTR_5g066250	27	25	1
OS06G0696400	MTR_2g038705	58	57	1
OS06G0696400	MTR_2g038860	58	57	1
OS06G0696400	MTR_3g084620	57	60	1
OS06G0696400	MTR_3g084630	57	60	1
OS06G0696400	MTR_4g126920	55	57	1
OS06G0696400	MTR_8g081040	57	59	1
OS06G0696400	MTR_8g102220	53	57	1
OS06G0696600	MTR_4g128400	61	61	1
OS06G0697000	MTR_2g038705	62	62	1
OS06G0697000	MTR_2g038860	62	62	1
OS06G0697000	MTR_3g084620	61	63	1
OS06G0697000	MTR_3g084630	61	63	1
OS06G0697000	MTR_4g126920	61	63	1
OS06G0697000	MTR_8g081040	60	62	1
OS06G0697000	MTR_8g102220	55	58	1
OS06G0697200	MTR_1g026830	70	73	1
OS06G0697200	MTR_1g095810	71	75	1
OS06G0697400	MTR_1g056890	47	33	1
OS06G0697400	MTR_4g133090	34	25	1
OS06G0697400	MTR_6g090500	34	25	1
OS06G0697500	MTR_2g076690	18	20	0
OS06G0697500	MTR_2g076710	18	21	0
OS06G0697500	MTR_2g076840	19	13	0
OS06G0697500	MTR_2g076900	18	20	0
OS06G0697500	MTR_2g076920	18	19	0
OS06G0697500	MTR_2g076970	17	19	0
OS06G0697500	MTR_2g076990	15	17	0
OS06G0697500	MTR_3g103150	11	20	0
OS06G0697500	MTR_5g020980	17	17	0
OS06G0697500	MTR_5g020990	17	18	0
OS06G0697500	MTR_5g021020	11	13	0
OS06G0697500	MTR_8g076920	18	18	0
OS06G0697600	MTR_2g076690	18	20	0
OS06G0697600	MTR_2g076710	18	21	0
OS06G0697600	MTR_2g076840	19	13	0
OS06G0697600	MTR_2g076900	18	20	0
OS06G0697600	MTR_2g076920	18	20	0
OS06G0697600	MTR_2g076970	17	18	0
OS06G0697600	MTR_2g076990	15	17	0
OS06G0697600	MTR_3g103150	11	19	0
OS06G0697600	MTR_5g020980	17	17	0
OS06G0697600	MTR_5g020990	16	17	0
OS06G0697600	MTR_5g021020	11	14	0
OS06G0697600	MTR_8g076920	18	18	0
OS06G0698300	MTR_1g013400	78	66	1
OS06G0698300	MTR_1g014640	78	66	1
OS06G0698300	MTR_3g105730	78	75	1
OS06G0698600	MTR_0229s0040	21	59	1
OS06G0698600	MTR_1g009620	59	57	1
OS06G0698600	MTR_2g041650	34	37	1
OS06G0698600	MTR_4g008260	39	38	1
OS06G0698674	MTR_7g082940	67	69	1
OS06G0698748	MTR_1g009640	23	22	1
OS06G0698748	MTR_1g045430	20	25	1
OS06G0698748	MTR_3g108910	21	21	1
OS06G0698785	MTR_4g127130	36	10	1
OS06G0698859	MTR_2g084355	20	58	0
OS06G0698859	MTR_3g006760	51	53	0
OS06G0698859	MTR_8g043980	52	51	0
OS06G0698900	MTR_3g060200	7	4	1
OS06G0699200	MTR_2g038080	61	56	1
OS06G0699400	MTR_3g060330	69	70	1
OS06G0699400	MTR_3g060350	43	57	1
OS06G0699400	MTR_3g060390	61	67	1
OS06G0699400	MTR_3g112210	83	82	1
OS06G0699400	MTR_3g460950	69	70	1
OS06G0699400	MTR_3g460960	27	37	1
OS06G0699400	MTR_3g460980	62	67	1
OS06G0699400	MTR_8g086000	74	66	1
OS06G0699400	MTR_8g086010	54	48	1
OS06G0699500	MTR_4g127360	57	57	0
OS06G0699600	MTR_4g127420	21	26	0
OS06G0699700	MTR_1g095360	64	25	1
OS06G0699800	MTR_2g037980	54	40	1
OS06G0699800	MTR_4g127440	50	38	1
OS06G0699900	MTR_1g058950	8	75	0
OS06G0699900	MTR_4g078780	74	75	0
OS06G0700000	MTR_2g037850	68	69	0
OS06G0700000	MTR_4g127480	70	70	0
OS06G0700300	MTR_2g037760	29	30	1
OS06G0700300	MTR_4g127530	29	30	1
OS06G0700500	MTR_1g009960	58	54	1
OS06G0700500	MTR_2g037600	61	58	1
OS06G0700500	MTR_2g037620	54	52	1
OS06G0700500	MTR_3g108740	56	54	1
OS06G0700500	MTR_4g127550	63	59	1
OS06G0701100	MTR_2g039960	94	94	0
OS06G0701100	MTR_2g099620	92	92	0
OS06G0701100	MTR_4g125970	91	87	0
OS06G0701100	MTR_8g018400	91	92	0
OS06G0701200	MTR_3g088650	71	73	1
OS06G0701300	MTR_1g008980	68	51	0
OS06G0701400	MTR_8g089790	57	57	1
OS06G0702100	MTR_3g037440	28	41	0
OS06G0702100	MTR_3g435450	33	38	0
OS06G0702100	MTR_3g435470	31	39	0
OS06G0702100	MTR_6g093020	37	44	0
OS06G0702500	MTR_1g009190	67	67	0
OS06G0702600	MTR_8g101360	55	49	1
OS06G0702700	MTR_3g109200	51	51	1
OS06G0702800	MTR_6g093070	30	31	1
OS06G0703000	MTR_4g123490	11	58	1
OS06G0703300	MTR_1g022060	22	24	1
OS06G0703300	MTR_1g090683	24	27	1
OS06G0703300	MTR_1g090687	25	28	1
OS06G0703300	MTR_2g048300	20	25	1
OS06G0703300	MTR_8g020780	25	27	1
OS06G0703600	MTR_1g019930	66	65	0
OS06G0703600	MTR_2g017680	66	66	0
OS06G0703800	MTR_6g093220	51	47	0
OS06G0704200	MTR_6g004140	48	32	1
OS06G0704300	MTR_4g078160	34	34	1
OS06G0704600	MTR_3g088610	71	73	1
OS06G0704700	MTR_4g005070	62	68	1
OS06G0704800	MTR_4g005050	41	34	1
OS06G0704900	MTR_2g013490	85	85	1
OS06G0705000	MTR_5g082110	49	47	0
OS06G0705100	MTR_0339s0030	45	46	1
OS06G0705300	MTR_8g065040	39	36	1
OS06G0705350	MTR_6g012850	27	33	0
OS06G0705400	MTR_1g109650	34	35	0
OS06G0705400	MTR_6g082480	33	34	0
OS06G0705400	MTR_7g007440	36	35	0
OS06G0705400	MTR_7g082590	41	41	0
OS06G0705400	MTR_7g082640	44	44	0
OS06G0707000	MTR_5g011170	28	30	1
OS06G0707000	MTR_8g106640	36	30	1
OS06G0707000	MTR_8g106650	6	38	1
OS06G0707100	MTR_1g108810	54	54	1
OS06G0708200	MTR_5g034180	25	12	1
OS06G0708300	MTR_4g070400	69	68	1
OS06G0708400	MTR_3g070500	62	55	1
OS06G0708400	MTR_3g463900	66	67	1
OS06G0708600	MTR_7g079990	71	76	0
OS06G0708700	MTR_5g025290	51	51	1
OS06G0708700	MTR_5g025330	49	36	1
OS06G0708700	MTR_5g025340	48	51	1
OS06G0708700	MTR_5g025370	47	51	1
OS06G0708700	MTR_5g025400	48	51	1
OS06G0708700	MTR_8g072350	49	53	1
OS06G0708832	MTR_4g115980	56	29	1
OS06G0708900	MTR_2g040410	46	8	0
OS06G0709000	MTR_4g115980	47	26	1
OS06G0709100	MTR_5g025560	50	58	1
OS06G0710300	MTR_5g025750	39	37	1
OS06G0710500	MTR_5g025760	28	30	1
OS06G0710500	MTR_8g072140	25	31	1
OS06G0710700	MTR_0042s0190	26	40	0
OS06G0710700	MTR_0042s0230	18	53	0
OS06G0710700	MTR_0502s0010	23	44	0
OS06G0710700	MTR_1g040175	47	46	0
OS06G0710700	MTR_1g040195	48	50	0
OS06G0710700	MTR_1g040215	45	44	0
OS06G0710700	MTR_1g040315	42	46	0
OS06G0710700	MTR_1g040320	45	48	0
OS06G0710700	MTR_1g081660	46	46	0
OS06G0710700	MTR_3g035000	24	35	0
OS06G0710700	MTR_3g051790	18	45	0
OS06G0710700	MTR_5g076700	48	47	0
OS06G0710700	MTR_7g114420	26	44	0
OS06G0710700	MTR_7g114470	48	47	0
OS06G0710700	MTR_7g114490	48	43	0
OS06G0710700	MTR_7g114500	18	52	0
OS06G0710700	MTR_7g114510	30	42	0
OS06G0710700	MTR_7g114520	48	46	0
OS06G0710700	MTR_7g114550	49	48	0
OS06G0710700	MTR_7g114560	48	47	0
OS06G0710700	MTR_8g039950	15	52	0
OS06G0711200	MTR_1g112640	19	10	1
OS06G0711600	MTR_1g112640	57	63	1
OS06G0711700	MTR_5g026580	37	43	1
OS06G0711800	MTR_3g008820	34	36	1
OS06G0711800	MTR_3g008840	35	37	1
OS06G0711800	MTR_4g025550	29	27	1
OS06G0711800	MTR_4g025590	28	30	1
OS06G0711800	MTR_4g025610	29	27	1
OS06G0711800	MTR_4g025620	29	27	1
OS06G0711800	MTR_4g101760	38	37	1
OS06G0711800	MTR_5g012000	41	37	1
OS06G0711900	MTR_4g101780	24	26	1
OS06G0711900	MTR_6g069860	22	18	1
OS06G0712200	MTR_3g092810	41	34	1
OS06G0712300	MTR_8g033180	50	52	1
OS06G0712400	MTR_5g011090	43	42	1
OS06G0712500	MTR_7g075840	65	44	1
OS06G0712500	MTR_8g033360	63	40	1
OS06G0712600	MTR_1g023230	23	35	0
OS06G0712600	MTR_3g112510	28	37	0
OS06G0712600	MTR_4g071110	18	26	0
OS06G0712600	MTR_5g021130	28	33	0
OS06G0712600	MTR_8g076620	30	35	0
OS06G0712700	MTR_3g113030	52	51	1
OS06G0712700	MTR_5g021270	44	43	1
OS06G0712800	MTR_5g021100	56	30	1
OS06G0712800	MTR_8g076650	53	27	1
OS06G0712900	MTR_4g094902	17	67	1
OS06G0712900	MTR_4g094905	60	68	1
OS06G0713000	MTR_1g023260	33	38	0
OS06G0713000	MTR_3g113070	28	38	0
OS06G0713000	MTR_3g117320	28	37	0
OS06G0713000	MTR_4g071200	27	37	0
OS06G0713100	MTR_3g117390	66	65	1
OS06G0713100	MTR_5g021410	69	66	1
OS06G0713100	MTR_8g076260	70	65	1
OS06G0713400	MTR_8g468470	21	22	1
OS06G0713800	MTR_1g019440	58	62	1
OS06G0713800	MTR_1g019480	48	53	1
OS06G0713900	MTR_4g032740	43	41	1
OS06G0714000	MTR_5g021520	73	79	1
OS06G0714100	MTR_3g117550	71	68	1
OS06G0714200	MTR_3g092230	63	66	0
OS06G0714200	MTR_7g118020	68	71	0
OS06G0714500	MTR_3g092070	67	69	1
OS06G0714500	MTR_3g092080	65	66	1
OS06G0714600	MTR_7g117910	54	58	1
OS06G0714600	MTR_8g027220	63	61	1
OS06G0714800	MTR_4g099050	28	24	1
OS06G0714800	MTR_5g013770	32	27	1
OS06G0714800	MTR_8g008840	21	24	1
OS06G0714900	MTR_4g099130	56	56	1
OS06G0714900	MTR_5g013610	56	61	1
OS06G0714900	MTR_8g008820	59	51	1
OS06G0715000	MTR_8g085350	40	44	1
OS06G0715100	MTR_4g099140	70	70	1
OS06G0715200	MTR_8g075960	36	38	1
OS06G0715400	MTR_8g076020	58	57	1
OS06G0715500	MTR_3g117740	61	61	1
OS06G0715500	MTR_4g075340	60	61	1
OS06G0715600	MTR_2g029040	54	55	1
OS06G0715700	MTR_4g074050	67	69	1
OS06G0716000	MTR_1g025340	42	42	1
OS06G0716000	MTR_3g114010	43	42	1
OS06G0716100	MTR_5g022130	38	30	1
OS06G0716100	MTR_5g022180	41	33	1
OS06G0716100	MTR_5g022210	38	30	1
OS06G0716100	MTR_8g075780	36	34	1
OS06G0716200	MTR_1g025420	49	48	0
OS06G0716200	MTR_2g068030	34	42	0
OS06G0716200	MTR_2g068655	35	36	0
OS06G0716200	MTR_3g114030	46	61	0
OS06G0716200	MTR_4g073730	45	43	0
OS06G0716200	MTR_5g022310	47	50	0
OS06G0716200	MTR_5g023850	28	39	0
OS06G0716200	MTR_8g037890	47	46	0
OS06G0716200	MTR_8g056820	47	57	0
OS06G0716200	MTR_8g075550	47	48	0
OS06G0716467	MTR_8g468470	17	13	1
OS06G0716700	MTR_1g025430	81	80	1
OS06G0716800	MTR_4g073100	51	52	1
OS06G0717100	MTR_5g022450	51	46	0
OS06G0717100	MTR_8g075350	50	44	0
OS06G0717200	MTR_4g070950	30	45	1
OS06G0717200	MTR_4g070970	51	54	1
OS06G0717300	MTR_7g007290	38	36	1
OS06G0717400	MTR_3g114540	53	52	1
OS06G0717600	MTR_5g022920	46	45	1
OS06G0717600	MTR_8g074900	43	44	1
OS06G0717800	MTR_1g112840	72	71	1
OS06G0717800	MTR_7g081020	75	76	1
OS06G0717800	MTR_8g074930	75	75	1
OS06G0717900	MTR_5g022880	39	41	1
OS06G0717900	MTR_8g075090	40	42	1
OS06G0718100	MTR_1g026020	65	67	1
OS06G0718300	MTR_1g025960	26	29	1
OS06G0718300	MTR_3g114460	24	26	1
OS06G0718300	MTR_8g068520	26	28	1
OS06G0718400	MTR_1g112700	33	33	1
OS06G0720500	MTR_2g101190	63	12	1
OS06G0720500	MTR_3g109800	62	11	1
OS06G0720500	MTR_8g013980	61	11	1
OS06G0721800	MTR_1g112700	38	35	1
OS06G0721900	MTR_1g025960	20	15	1
OS06G0721900	MTR_3g114460	17	12	1
OS06G0721900	MTR_8g068520	19	14	1
OS06G0722300	MTR_2g101190	63	12	1
OS06G0722300	MTR_3g109800	62	11	1
OS06G0722300	MTR_8g013980	61	11	1
OS06G0722650	MTR_2g101190	63	12	1
OS06G0722650	MTR_3g109800	62	11	1
OS06G0722650	MTR_8g013980	61	11	1
OS06G0723650	MTR_1g025960	20	15	1
OS06G0723650	MTR_3g114460	17	12	1
OS06G0723650	MTR_8g068520	19	14	1
OS06G0724100	MTR_3g114080	54	48	0
OS06G0724200	MTR_3g114130	33	31	1
OS06G0724300	MTR_8g085850	70	65	1
OS06G0724400	MTR_1g112990	52	46	1
OS06G0724500	MTR_1g113000	46	42	1
OS06G0724600	MTR_5g023060	45	40	0
OS06G0724600	MTR_8g074790	43	44	0
OS06G0724700	MTR_1g113830	79	14	1
OS06G0725000	MTR_5g023170	53	41	1
OS06G0725300	MTR_4g075790	32	38	1
OS06G0725500	MTR_3g115150	29	25	1
OS06G0725700	MTR_3g115150	27	25	1
OS06G0725800	MTR_3g115150	25	22	1
OS06G0725900	MTR_3g115110	84	82	1
OS06G0726100	MTR_3g118390	65	55	0
OS06G0726100	MTR_8g074330	65	65	0
OS06G0726100	MTR_8g074335	60	62	0
OS06G0726100	MTR_8g074350	63	63	0
OS06G0726200	MTR_3g118390	65	55	0
OS06G0726200	MTR_8g074330	62	63	0
OS06G0726200	MTR_8g074335	60	63	0
OS06G0726200	MTR_8g074350	61	61	0
OS06G0726300	MTR_4g075980	43	42	1
OS06G0726400	MTR_3g115340	68	67	1
OS06G0726600	MTR_3g118470	70	69	1
OS06G0726800	MTR_5g023790	55	54	1
OS06G0726800	MTR_8g074000	57	55	1
OS06G0726900	MTR_7g078330	46	27	1
OS06G0727200	MTR_3g115370	84	84	0
OS06G0727300	MTR_3g107930	67	51	1
OS06G0727400	MTR_3g115490	51	51	1
OS06G0727400	MTR_4g126970	48	46	1
OS06G0727400	MTR_5g023980	54	58	1
OS06G0727400	MTR_5g099130	51	53	1
OS06G0727400	MTR_8g073560	56	58	1
OS06G0727900	MTR_3g115540	33	36	1
OS06G0728000	MTR_3g115580	57	57	1
OS06G0728000	MTR_5g024180	50	56	1
OS06G0728000	MTR_7g082820	40	44	1
OS06G0728000	MTR_8g073345	51	56	1
OS06G0728200	MTR_5g024240	22	22	1
OS06G0728200	MTR_5g025350	7	23	1
OS06G0728800	MTR_1g116370	77	11	0
OS06G0728800	MTR_2g061380	73	10	0
OS06G0728800	MTR_7g005950	81	11	0
OS06G0728902	MTR_1g116370	76	7	0
OS06G0728902	MTR_2g061380	73	7	0
OS06G0728902	MTR_7g005950	78	8	0
OS06G0729000	MTR_5g076620	64	62	0
OS06G0729300	MTR_6g037320	9	80	0
OS06G0729500	MTR_6g077930	21	22	0
OS06G0729650	MTR_4g075040	76	75	1
OS06G0729900	MTR_1g037450	30	28	1
OS06G0729900	MTR_6g077740	28	28	1
OS06G0730200	MTR_6g077860	48	15	1
OS06G0730300	MTR_1g114600	49	48	1
OS06G0730600	MTR_1g115230	62	66	1
OS06G0730800	MTR_1g077570	43	46	1
OS06G0730900	MTR_6g463340	65	65	1
OS06G0730900	MTR_7g077800	67	67	1
OS06G0730900	MTR_8g030680	67	67	1
OS06G0731100	MTR_1g062330	50	8	1
OS06G0731100	MTR_2g084425	61	7	1
OS06G0731100	MTR_4g050090	36	5	1
OS06G0731100	MTR_4g056990	37	7	1
OS06G0731100	MTR_4g057290	34	7	1
OS06G0731100	MTR_7g102610	59	7	1
OS06G0731200	MTR_1g063920	58	54	0
OS06G0731200	MTR_1g094660	59	54	0
OS06G0731200	MTR_4g058000	63	57	0
OS06G0731200	MTR_7g101780	57	49	0
OS06G0731300	MTR_4g057845	41	47	1
OS06G0731400	MTR_1g069185	41	40	1
OS06G0731600	MTR_5g010300	46	27	1
OS06G0731700	MTR_4g113740	47	22	1
OS06G0731800	MTR_2g013220	53	50	1
OS06G0731800	MTR_4g088980	51	48	1
OS06G0731800	MTR_8g098515	48	39	1
OS07G0100500	MTR_5g081880	33	24	1
OS07G0100600	MTR_3g462710	61	61	1
OS07G0100600	MTR_4g015080	62	62	1
OS07G0100600	MTR_7g067010	62	62	1
OS07G0100800	MTR_3g069960	65	68	1
OS07G0100800	MTR_5g081630	61	73	1
OS07G0101000	MTR_4g019225	51	52	0
OS07G0101000	MTR_7g065970	49	50	0
OS07G0101000	MTR_7g065980	46	47	0
OS07G0101200	MTR_4g108650	52	46	1
OS07G0101400	MTR_3g069000	32	44	1
OS07G0101500	MTR_5g035190	71	70	1
OS07G0101500	MTR_6g039970	68	67	1
OS07G0101500	MTR_8g063210	71	70	1
OS07G0101800	MTR_5g014400	21	24	0
OS07G0102000	MTR_0152s0030	17	43	1
OS07G0102000	MTR_0152s0050	12	34	1
OS07G0102000	MTR_3g052590	45	24	1
OS07G0102100	MTR_4g099260	50	48	0
OS07G0102100	MTR_8g022130	45	46	0
OS07G0102100	MTR_8g088200	47	48	0
OS07G0102300	MTR_2g022990	51	51	1
OS07G0102300	MTR_4g048040	51	48	1
OS07G0102400	MTR_2g022880	64	64	1
OS07G0102400	MTR_4g131930	66	68	1
OS07G0102500	MTR_4g086860	41	45	1
OS07G0103100	MTR_2g088450	52	54	1
OS07G0103200	MTR_2g083200	58	59	1
OS07G0103500	MTR_4g074130	48	48	1
OS07G0104233	MTR_0147s0010	38	13	1
OS07G0104233	MTR_0147s0040	0	0	1
OS07G0105100	MTR_7g066240	58	71	0
OS07G0105600	MTR_2g082580	34	33	1
OS07G0105700	MTR_2g010760	73	39	1
OS07G0105700	MTR_2g082570	70	39	1
OS07G0105700	MTR_4g081390	71	38	1
OS07G0105700	MTR_4g092140	68	43	1
OS07G0105800	MTR_1g022060	25	27	1
OS07G0105800	MTR_1g090683	31	34	1
OS07G0105800	MTR_1g090687	31	34	1
OS07G0105800	MTR_2g048300	21	25	1
OS07G0105800	MTR_8g020780	28	29	1
OS07G0106000	MTR_1g020000	73	69	0
OS07G0106100	MTR_0148s0050	28	32	1
OS07G0106200	MTR_0009s0370	57	58	1
OS07G0106200	MTR_3g007910	57	61	1
OS07G0106200	MTR_3g023480	56	57	1
OS07G0106200	MTR_3g093010	61	62	1
OS07G0106200	MTR_3g093060	53	60	1
OS07G0106200	MTR_4g090600	65	65	1
OS07G0106200	MTR_4g091370	68	68	1
OS07G0106200	MTR_5g041550	63	64	1
OS07G0106700	MTR_4g049550	26	28	1
OS07G0106700	MTR_4g049570	25	28	1
OS07G0106700	MTR_4g122110	25	27	1
OS07G0106700	MTR_4g122130	24	26	1
OS07G0106900	MTR_4g049550	27	31	1
OS07G0106900	MTR_4g049570	25	29	1
OS07G0106900	MTR_4g122110	24	27	1
OS07G0106900	MTR_4g122130	21	23	1
OS07G0107100	MTR_4g049550	25	29	1
OS07G0107100	MTR_4g049570	24	28	1
OS07G0107100	MTR_4g122110	25	29	1
OS07G0107100	MTR_4g122130	24	28	1
OS07G0107300	MTR_4g049550	25	32	1
OS07G0107300	MTR_4g049570	24	30	1
OS07G0107300	MTR_4g122110	23	29	1
OS07G0107300	MTR_4g122130	21	27	1
OS07G0107800	MTR_2g078810	55	53	1
OS07G0107900	MTR_2g078660	20	17	1
OS07G0108000	MTR_2g437810	36	36	1
OS07G0108200	MTR_2g078930	51	51	1
OS07G0108200	MTR_2g078960	52	53	1
OS07G0108200	MTR_2g078970	48	48	1
OS07G0108200	MTR_2g078990	32	48	1
OS07G0108200	MTR_2g079020	51	49	1
OS07G0108300	MTR_5g033230	82	83	1
OS07G0108400	MTR_1g031650	51	51	1
OS07G0108400	MTR_2g011590	49	52	1
OS07G0108400	MTR_3g067585	52	55	1
OS07G0108400	MTR_4g084280	41	41	1
OS07G0108400	MTR_6g069470	49	48	1
OS07G0108400	MTR_8g107340	51	49	1
OS07G0108500	MTR_1g031650	42	45	1
OS07G0108500	MTR_2g011590	47	52	1
OS07G0108500	MTR_3g067585	51	56	1
OS07G0108500	MTR_4g084280	40	42	1
OS07G0108500	MTR_6g069470	48	49	1
OS07G0108500	MTR_8g107340	44	44	1
OS07G0108800	MTR_4g133870	46	46	1
OS07G0108800	MTR_5g095650	51	51	1
OS07G0108900	MTR_4g109830	48	55	1
OS07G0108900	MTR_5g046790	45	57	1
OS07G0108900	MTR_7g016630	41	43	1
OS07G0108900	MTR_8g066260	51	57	1
OS07G0109100	MTR_1g022060	25	28	1
OS07G0109100	MTR_1g090683	30	34	1
OS07G0109100	MTR_1g090687	30	33	1
OS07G0109100	MTR_2g048300	20	25	1
OS07G0109100	MTR_8g020780	29	30	1
OS07G0109300	MTR_2g060670	50	15	1
OS07G0109300	MTR_7g015130	46	38	1
OS07G0109300	MTR_7g015150	49	37	1
OS07G0109300	MTR_7g015170	49	41	1
OS07G0109300	MTR_7g015180	49	40	1
OS07G0109300	MTR_7g015190	44	29	1
OS07G0109400	MTR_3g026110	32	32	1
OS07G0109400	MTR_6g015370	23	28	1
OS07G0109400	MTR_7g015120	22	26	1
OS07G0109500	MTR_1g023590	79	79	0
OS07G0109500	MTR_5g083790	79	79	0
OS07G0109500	MTR_7g057770	79	79	0
OS07G0109600	MTR_3g024360	47	37	0
OS07G0109600	MTR_3g024380	47	37	0
OS07G0110200	MTR_2g078050	70	38	0
OS07G0110200	MTR_8g018150	70	37	0
OS07G0110300	MTR_1g112970	55	78	0
OS07G0110300	MTR_4g131820	63	56	0
OS07G0110400	MTR_6g015060	60	31	1
OS07G0111400	MTR_5g043880	37	38	0
OS07G0111600	MTR_4g082930	55	55	1
OS07G0111600	MTR_4g082940	57	58	1
OS07G0111700	MTR_3g437580	49	50	0
OS07G0111900	MTR_3g437580	47	50	0
OS07G0112000	MTR_3g437580	48	51	0
OS07G0112100	MTR_3g437580	46	52	0
OS07G0112700	MTR_3g117110	22	23	1
OS07G0112700	MTR_5g087970	23	24	1
OS07G0112700	MTR_5g088000	22	28	1
OS07G0112700	MTR_5g088170	20	23	1
OS07G0112700	MTR_5g088180	21	22	1
OS07G0112700	MTR_6g013170	27	27	1
OS07G0112700	MTR_6g013200	22	23	1
OS07G0112700	MTR_6g013420	25	25	1
OS07G0112800	MTR_3g437680	86	87	0
OS07G0112800	MTR_4g109130	87	88	0
OS07G0112800	MTR_4g112440	44	76	0
OS07G0112800	MTR_4g130907	35	39	0
OS07G0112800	MTR_4g130917	84	86	0
OS07G0112800	MTR_5g042990	87	89	0
