Gene stable ID	Physcomitrella patens gene stable ID	% identity	Physcomitrella patens % identity	Orthology confidence [0 low, 1 high]
OS06G0665800	PP1S184_124V6	56	56	1
OS06G0665800	PP1S94_96V6	57	57	1
OS06G0665900	PP1S545_10V6	28	25	1
OS06G0666100	PP1S3_596V6	35	35	0
OS06G0666100	PP1S3_605V6	34	35	0
OS06G0666100	PP1S441_8V6	34	35	0
OS06G0666100	PP1S560_1V6	34	35	0
OS06G0666500	PP1S100_96V6	30	20	1
OS06G0666500	PP1S185_21V6	28	28	1
OS06G0666500	PP1S85_173V6	30	25	1
OS06G0666600	PP1S309_73V6	67	64	1
OS06G0666600	PP1S309_84V6	67	65	1
OS06G0666600	PP1S57_242V6	54	66	1
OS06G0667500	PP1S161_119V6	75	35	1
OS06G0667600	PP1S114_129V6	49	50	1
OS06G0669275	PP1S106_50V6	38	6	1
OS06G0669400	PP1S156_30V6	78	75	1
OS06G0669400	PP1S178_66V6	74	71	1
OS06G0669400	PP1S9_115V6	78	76	1
OS06G0669600	PP1S130_295V6	63	14	1
OS06G0669600	PP1S332_26V6	3	5	1
OS06G0669700	PP1S160_6V6	47	28	0
OS06G0669700	PP1S198_135V6	47	25	0
OS06G0669700	PP1S46_272V6	43	27	0
OS06G0669800	PP1S31_91V6	45	26	1
OS06G0669800	PP1S431_23V6	45	25	1
OS06G0669800	PP1S89_227V6	42	35	1
OS06G0670000	PP1S23_133V6	48	42	1
OS06G0670100	PP1S121_85V6	15	10	1
OS06G0670100	PP1S19_11V6	13	13	1
OS06G0670100	PP1S20_161V6	13	8	1
OS06G0670100	PP1S27_98V6	14	9	1
OS06G0670300	PP1S111_87V6	18	14	1
OS06G0670300	PP1S137_199V6	18	18	1
OS06G0670300	PP1S226_110V6	18	16	1
OS06G0670300	PP1S2_312V6	22	20	1
OS06G0670300	PP1S32_66V6	20	16	1
OS06G0670300	PP1S331_44V6	19	13	1
OS06G0670300	PP1S68_248V6	21	20	1
OS06G0670300	PP1S73_118V6	20	16	1
OS06G0670400	PP1S45_218V6	47	32	1
OS06G0670500	PP1S45_218V6	47	39	1
OS06G0671000	PP1S16_292V6	50	49	1
OS06G0671000	PP1S165_138V6	53	53	1
OS06G0671000	PP1S19_61V6	49	45	1
OS06G0671000	PP1S201_129V6	50	50	1
OS06G0671000	PP1S244_62V6	48	49	1
OS06G0671000	PP1S251_25V6	51	51	1
OS06G0671000	PP1S25_346V6	50	49	1
OS06G0671000	PP1S33_316V6	50	51	1
OS06G0671000	PP1S488_12V6	50	50	1
OS06G0671000	PP1S91_133V6	51	51	1
OS06G0671700	PP1S155_86V6	65	21	1
OS06G0671700	PP1S20_364V6	21	33	1
OS06G0671700	PP1S235_51V6	25	44	1
OS06G0671900	PP1S22_396V6	94	95	1
OS06G0672400	PP1S10_72V6	43	40	1
OS06G0672400	PP1S44_284V6	43	42	1
OS06G0672400	PP1S73_217V6	43	41	1
OS06G0672400	PP1S8_54V6	44	42	1
OS06G0673500	PP1S100_236V6	58	70	1
OS06G0674800	PP1S14_434V6	25	10	1
OS06G0676600	PP1S15_312V6	29	22	1
OS06G0676600	PP1S51_326V6	41	17	1
OS06G0676600	PP1S53_183V6	43	18	1
OS06G0676600	PP1S54_23V6	43	20	1
OS06G0677000	PP1S14_331V6	30	33	1
OS06G0677000	PP1S64_166V6	29	32	1
OS06G0677300	PP1S24_209V6	31	36	1
OS06G0677400	PP1S25_370V6	51	48	1
OS06G0677500	PP1S139_38V6	23	35	1
OS06G0677600	PP1S22_154V6	47	39	1
OS06G0677700	PP1S9_445V6	48	43	1
OS06G0677800	PP1S119_32V6	42	49	1
OS06G0677800	PP1S133_56V6	44	46	1
OS06G0677800	PP1S163_119V6	46	48	1
OS06G0677800	PP1S48_147V6	44	46	1
OS06G0677800	PP1S6_240V6	42	48	1
OS06G0677800	PP1S65_227V6	46	45	1
OS06G0677800	PP1S86_1V6	43	48	1
OS06G0677800	PP1S86_4V6	24	77	1
OS06G0678200	PP1S55_266V6	42	52	1
OS06G0678200	PP1S8_131V6	50	52	1
OS06G0678650	PP1S241_91V6	54	5	1
OS06G0678651	PP1S241_91V6	43	5	1
OS06G0678700	PP1S241_91V6	0	0	1
OS06G0679100	PP1S80_59V6	43	13	0
OS06G0679400	PP1S238_70V6	13	56	1
OS06G0679400	PP1S238_71V6	15	14	1
OS06G0679400	PP1S66_200V6	25	19	1
OS06G0679500	PP1S14_287V6	60	60	1
OS06G0679500	PP1S263_32V6	59	58	1
OS06G0679500	PP1S313_21V6	54	57	1
OS06G0679500	PP1S34_154V6	56	55	1
OS06G0679700	PP1S89_267V6	40	17	1
OS06G0680500	PP1S253_26V6	27	36	1
OS06G0680500	PP1S56_31V6	42	37	1
OS06G0680700	PP1S15_392V6	15	23	1
OS06G0680700	PP1S314_56V6	27	27	1
OS06G0680700	PP1S33_105V6	27	28	1
OS06G0680900	PP1S92_112V6	36	30	1
OS06G0680900	PP1S92_122V6	36	30	1
OS06G0681400	PP1S17_265V6	40	91	0
OS06G0681400	PP1S17_269V6	54	93	0
OS06G0681400	PP1S227_93V6	54	98	0
OS06G0681400	PP1S351_6V6	40	98	0
OS06G0681400	PP1S72_104V6	55	97	0
OS06G0681400	PP1S88_142V6	54	98	0
OS06G0681700	PP1S183_106V6	44	49	1
OS06G0682700	PP1S98_83V6	44	42	1
OS06G0682800	PP1S311_68V6	30	7	1
OS06G0682800	PP1S31_349V6	29	9	1
OS06G0682900	PP1S251_75V6	43	47	1
OS06G0682900	PP1S33_245V6	43	46	1
OS06G0683000	PP1S18_217V6	22	25	1
OS06G0683000	PP1S294_7V6	22	24	1
OS06G0683200	PP1S24_126V6	52	54	1
OS06G0683200	PP1S359_26V6	54	56	1
OS06G0683950	PP1S105_8V6	24	24	1
OS06G0683950	PP1S150_137V6	22	22	1
OS06G0683950	PP1S21_183V6	22	22	1
OS06G0683950	PP1S30_266V6	23	23	1
OS06G0684000	PP1S36_207V6	57	52	1
OS06G0684000	PP1S65_201V6	56	52	1
OS06G0684000	PP1S82_154V6	56	50	1
OS06G0685100	PP1S195_50V6	39	39	1
OS06G0685100	PP1S21_20V6	36	37	1
OS06G0685100	PP1S233_99V6	36	34	1
OS06G0685100	PP1S263_89V6	37	36	1
OS06G0685100	PP1S277_94V6	33	40	1
OS06G0685100	PP1S281_71V6	34	34	1
OS06G0685100	PP1S36_234V6	36	37	1
OS06G0685100	PP1S54_299V6	36	38	1
OS06G0685700	PP1S279_9V6	41	40	1
OS06G0685700	PP1S339_47V6	45	39	1
OS06G0686500	PP1S106_190V6	51	46	1
OS06G0687100	PP1S117_91V6	60	59	1
OS06G0687100	PP1S259_34V6	62	61	1
OS06G0687400	PP1S173_14V6	69	44	1
OS06G0687450	PP1S140_59V6	56	52	0
OS06G0687450	PP1S146_124V6	55	49	0
OS06G0687450	PP1S322_38V6	55	47	0
OS06G0687450	PP1S5_344V6	54	51	0
OS06G0687500	PP1S131_96V6	30	24	1
OS06G0687600	PP1S15_437V6	31	34	1
OS06G0687700	PP1S29_54V6	84	46	1
OS06G0687700	PP1S318_64V6	85	46	1
OS06G0687800	PP1S152_112V6	74	75	0
OS06G0687800	PP1S403_36V6	74	64	0
OS06G0687900	PP1S19_221V6	24	6	1
OS06G0687900	PP1S248_13V6	34	8	1
OS06G0687900	PP1S78_128V6	30	9	1
OS06G0688100	PP1S132_179V6	35	30	0
OS06G0688100	PP1S185_107V6	33	29	0
OS06G0688200	PP1S223_71V6	32	27	1
OS06G0688200	PP1S97_66V6	34	24	1
OS06G0688300	PP1S223_71V6	25	19	1
OS06G0688300	PP1S97_66V6	21	13	1
OS06G0690700	PP1S287_13V6	49	47	1
OS06G0690700	PP1S55_292V6	50	45	1
OS06G0690900	PP1S219_51V6	23	24	1
OS06G0690900	PP1S38_386V6	23	22	1
OS06G0691000	PP1S275_20V6	32	34	0
OS06G0691400	PP1S8029_1V6	19	39	0
OS06G0691400	PP1S9535_1V6	24	33	0
OS06G0692800	PP1S1_567V6	31	19	1
OS06G0692800	PP1S21_335V6	32	24	1
OS06G0692800	PP1S34_67V6	31	24	1
OS06G0692800	PP1S384_18V6	30	23	1
OS06G0692800	PP1S434_2V6	30	23	1
OS06G0692800	PP1S52_122V6	31	22	1
OS06G0692800	PP1S6_285V6	31	21	1
OS06G0693200	PP1S114_107V6	41	22	1
OS06G0693200	PP1S16_314V6	43	26	1
OS06G0693200	PP1S9_56V6	40	28	1
OS06G0693300	PP1S357_53V6	21	32	1
OS06G0693500	PP1S269_3V6	41	35	1
OS06G0693500	PP1S7_252V6	42	41	1
OS06G0693600	PP1S269_3V6	23	7	1
OS06G0693600	PP1S7_252V6	21	7	1
OS06G0693700	PP1S53_148V6	31	29	1
OS06G0693700	PP1S72_271V6	32	24	1
OS06G0694000	PP1S81_211V6	3	4	1
OS06G0694100	PP1S239_31V6	31	18	1
OS06G0694200	PP1S13_299V6	26	27	1
OS06G0694200	PP1S17_355V6	29	27	1
OS06G0694200	PP1S17_356V6	21	22	1
OS06G0694200	PP1S175_88V6	28	26	1
OS06G0694200	PP1S175_94V6	28	26	1
OS06G0694200	PP1S179_68V6	30	28	1
OS06G0694200	PP1S179_76V6	12	30	1
OS06G0694200	PP1S225_79V6	29	26	1
OS06G0694200	PP1S225_84V6	30	29	1
OS06G0694200	PP1S225_86V6	25	24	1
OS06G0694200	PP1S228_39V6	9	30	1
OS06G0694200	PP1S228_40V6	11	15	1
OS06G0694200	PP1S26_290V6	14	30	1
OS06G0694200	PP1S40_281V6	21	22	1
OS06G0694200	PP1S518_11V6	29	28	1
OS06G0694500	PP1S34_112V6	58	52	1
OS06G0695600	PP1S162_69V6	21	13	1
OS06G0695800	PP1S110_81V6	41	49	1
OS06G0695900	PP1S185_139V6	35	22	1
OS06G0697200	PP1S215_4V6	69	69	1
OS06G0697400	PP1S30_177V6	48	33	1
OS06G0697500	PP1S108_16V6	19	21	1
OS06G0697500	PP1S150_90V6	17	19	1
OS06G0697500	PP1S286_51V6	16	18	1
OS06G0697500	PP1S300_28V6	18	17	1
OS06G0697500	PP1S325_27V6	19	21	1
OS06G0697500	PP1S59_355V6	18	17	1
OS06G0697600	PP1S108_16V6	18	20	1
OS06G0697600	PP1S150_90V6	18	20	1
OS06G0697600	PP1S286_51V6	15	16	1
OS06G0697600	PP1S300_28V6	19	18	1
OS06G0697600	PP1S325_27V6	17	18	1
OS06G0697600	PP1S59_355V6	19	18	1
OS06G0698200	PP1S203_33V6	21	22	1
OS06G0698200	PP1S41_32V6	19	25	1
OS06G0698200	PP1S454_12V6	22	29	1
OS06G0698200	PP1S53_4V6	20	18	1
OS06G0698300	PP1S17_286V6	62	64	1
OS06G0698300	PP1S174_123V6	63	65	1
OS06G0698300	PP1S225_37V6	63	66	1
OS06G0698400	PP1S36_103V6	33	7	1
OS06G0698600	PP1S38_352V6	30	30	1
OS06G0698600	PP1S6_436V6	25	25	1
OS06G0698600	PP1S80_89V6	31	30	1
OS06G0698600	PP1S97_91V6	31	30	1
OS06G0698674	PP1S626_4V6	59	56	1
OS06G0698674	PP1S93_126V6	60	58	1
OS06G0698785	PP1S5_62V6	34	9	1
OS06G0698859	PP1S106_40V6	40	44	1
OS06G0698859	PP1S389_45V6	34	30	1
OS06G0698859	PP1S50_208V6	42	40	1
OS06G0698900	PP1S111_5V6	41	31	1
OS06G0698900	PP1S226_47V6	42	32	1
OS06G0698900	PP1S68_204V6	41	30	1
OS06G0698900	PP1S69_103V6	43	35	1
OS06G0699400	PP1S138_117V6	65	65	0
OS06G0699400	PP1S207_63V6	65	65	0
OS06G0699500	PP1S107_10V6	63	63	1
OS06G0699600	PP1S35_69V6	10	10	1
OS06G0699700	PP1S149_275V6	57	20	1
OS06G0699800	PP1S17_213V6	50	38	0
OS06G0699800	PP1S228_77V6	8	12	0
OS06G0699800	PP1S342_7V6	31	65	0
OS06G0699900	PP1S3_553V6	66	66	0
OS06G0699900	PP1S414_22V6	66	66	0
OS06G0700000	PP1S112_240V6	46	42	1
OS06G0700000	PP1S118_121V6	48	44	1
OS06G0700000	PP1S163_59V6	46	46	1
OS06G0700000	PP1S7_309V6	46	45	1
OS06G0700500	PP1S104_27V6	50	45	1
OS06G0701100	PP1S136_29V6	89	89	1
OS06G0701100	PP1S1365_1V6	41	84	1
OS06G0701100	PP1S31_150V6	89	77	1
OS06G0701100	PP1S383_1V6	89	89	1
OS06G0701100	PP1S77_16V6	89	89	1
OS06G0701200	PP1S269_25V6	60	60	1
OS06G0701300	PP1S81_95V6	58	38	1
OS06G0701300	PP1S93_33V6	58	38	1
OS06G0701400	PP1S167_19V6	51	51	1
OS06G0701400	PP1S266_20V6	51	51	1
OS06G0701600	PP1S63_164V6	29	21	0
OS06G0701700	PP1S63_164V6	25	19	0
OS06G0701900	PP1S107_89V6	19	25	1
OS06G0701900	PP1S23_266V6	19	25	1
OS06G0701900	PP1S310_62V6	18	18	1
OS06G0701900	PP1S4_223V6	18	21	1
OS06G0701900	PP1S57_85V6	17	20	1
OS06G0702100	PP1S273_10V6	23	27	1
OS06G0702500	PP1S15_465V6	57	57	0
OS06G0702500	PP1S386_19V6	58	58	0
OS06G0702700	PP1S16_114V6	36	32	1
OS06G0702800	PP1S199_128V6	25	18	1
OS06G0703000	PP1S171_39V6	11	49	1
OS06G0703500	PP1S118_9V6	20	14	1
OS06G0703500	PP1S194_61V6	18	13	1
OS06G0703500	PP1S23_77V6	19	15	1
OS06G0703500	PP1S252_40V6	21	12	1
OS06G0703500	PP1S50_127V6	19	14	1
OS06G0703600	PP1S146_35V6	64	64	1
OS06G0703600	PP1S181_105V6	48	62	1
OS06G0703600	PP1S46_324V6	65	64	1
OS06G0703800	PP1S242_41V6	44	39	1
OS06G0703800	PP1S41_262V6	44	41	1
OS06G0703900	PP1S112_141V6	22	24	0
OS06G0703900	PP1S143_30V6	23	18	0
OS06G0703900	PP1S306_52V6	22	15	0
OS06G0703900	PP1S391_54V6	22	17	0
OS06G0703900	PP1S490_9V6	22	24	0
OS06G0703900	PP1S52_33V6	22	15	0
OS06G0703900	PP1S60_59V6	23	21	0
OS06G0703900	PP1S74_161V6	21	14	0
OS06G0704100	PP1S1_567V6	37	19	1
OS06G0704100	PP1S21_335V6	39	24	1
OS06G0704100	PP1S34_67V6	36	23	1
OS06G0704100	PP1S384_18V6	36	22	1
OS06G0704100	PP1S434_2V6	34	21	1
OS06G0704100	PP1S52_122V6	36	21	1
OS06G0704100	PP1S6_285V6	36	20	1
OS06G0704200	PP1S66_49V6	55	29	1
OS06G0704600	PP1S219_94V6	71	67	1
OS06G0704600	PP1S450_21V6	71	71	1
OS06G0704700	PP1S106_69V6	50	54	1
OS06G0704700	PP1S326_65V6	52	52	1
OS06G0704800	PP1S193_70V6	35	27	0
OS06G0704800	PP1S404_36V6	8	53	0
OS06G0704800	PP1S462_17V6	32	36	0
OS06G0704900	PP1S168_95V6	71	77	1
OS06G0705000	PP1S87_187V6	45	44	0
OS06G0705100	PP1S363_23V6	30	33	1
OS06G0705100	PP1S73_31V6	30	33	1
OS06G0708000	PP1S80_71V6	60	66	1
OS06G0708000	PP1S87_157V6	60	65	1
OS06G0708100	PP1S196_45V6	48	51	1
OS06G0708100	PP1S62_226V6	51	42	1
OS06G0708100	PP1S74_172V6	42	44	1
OS06G0708200	PP1S97_256V6	9	5	1
OS06G0708300	PP1S162_33V6	65	65	0
OS06G0708300	PP1S254_31V6	67	67	0
OS06G0708300	PP1S33_38V6	66	66	0
OS06G0708400	PP1S114_203V6	60	61	1
OS06G0708400	PP1S323_28V6	60	61	1
OS06G0708400	PP1S37_154V6	56	46	1
OS06G0708500	PP1S114_203V6	66	73	1
OS06G0708500	PP1S323_28V6	66	73	1
OS06G0708500	PP1S37_154V6	59	53	1
OS06G0708600	PP1S149_138V6	73	79	1
OS06G0708600	PP1S211_120V6	70	77	1
OS06G0708600	PP1S90_100V6	72	79	1
OS06G0708700	PP1S298_69V6	43	48	1
OS06G0708700	PP1S91_234V6	43	47	1
OS06G0708832	PP1S155_27V6	56	44	1
OS06G0708832	PP1S160_1V6	54	34	1
OS06G0708832	PP1S55_261V6	56	45	1
OS06G0708832	PP1S8_130V6	56	46	1
OS06G0708900	PP1S55_269V6	45	14	0
OS06G0709000	PP1S155_27V6	49	42	1
OS06G0709000	PP1S160_1V6	49	34	1
OS06G0709000	PP1S55_261V6	51	44	1
OS06G0709000	PP1S8_130V6	49	44	1
OS06G0709100	PP1S89_266V6	41	44	1
OS06G0711200	PP1S19_21V6	18	10	1
OS06G0711600	PP1S19_21V6	55	58	1
OS06G0711700	PP1S2_585V6	26	29	1
OS06G0711700	PP1S45_187V6	24	27	1
OS06G0711700	PP1S536_11V6	23	26	1
OS06G0711700	PP1S61_109V6	23	19	1
OS06G0712200	PP1S55_58V6	39	21	0
OS06G0712300	PP1S2_507V6	38	39	1
OS06G0712300	PP1S38_220V6	38	37	1
OS06G0712300	PP1S61_131V6	38	37	1
OS06G0712400	PP1S128_147V6	35	34	0
OS06G0712400	PP1S193_3V6	35	34	0
OS06G0712500	PP1S128_25V6	49	34	0
OS06G0712500	PP1S251_8V6	53	33	0
OS06G0712500	PP1S507_8V6	36	28	0
OS06G0712600	PP1S19_109V6	24	32	1
OS06G0712600	PP1S373_11V6	24	32	1
OS06G0712800	PP1S13_225V6	47	30	1
OS06G0712800	PP1S284_9V6	44	28	1
OS06G0712800	PP1S82_55V6	46	25	1
OS06G0712800	PP1S9_410V6	45	27	1
OS06G0712800	PP1S99_226V6	47	30	1
OS06G0712900	PP1S223_77V6	49	41	1
OS06G0712900	PP1S288_42V6	54	40	1
OS06G0712900	PP1S415_16V6	44	54	1
OS06G0713100	PP1S20_93V6	63	51	0
OS06G0713100	PP1S299_37V6	58	48	0
OS06G0713100	PP1S34_228V6	67	53	0
OS06G0713100	PP1S84_251V6	68	54	0
OS06G0713800	PP1S13_335V6	52	40	0
OS06G0713800	PP1S223_59V6	52	42	0
OS06G0713900	PP1S133_83V6	16	21	1
OS06G0713900	PP1S1_522V6	32	29	1
OS06G0713900	PP1S48_228V6	30	32	1
OS06G0713900	PP1S6_228V6	26	24	1
OS06G0714000	PP1S58_197V6	62	68	0
OS06G0714000	PP1S7_418V6	64	71	0
OS06G0714100	PP1S14_179V6	51	51	1
OS06G0714200	PP1S107_9V6	62	65	0
OS06G0714200	PP1S159_42V6	60	62	0
OS06G0714200	PP1S1_835V6	61	64	0
OS06G0714200	PP1S1_837V6	61	64	0
OS06G0714200	PP1S60_259V6	62	64	0
OS06G0714500	PP1S29_307V6	62	61	1
OS06G0714500	PP1S83_145V6	61	61	1
OS06G0714600	PP1S10_243V6	55	56	1
OS06G0714600	PP1S196_73V6	55	56	1
OS06G0714600	PP1S44_59V6	55	56	1
OS06G0714900	PP1S209_106V6	49	31	1
OS06G0714900	PP1S26_76V6	49	33	1
OS06G0714900	PP1S69_169V6	46	34	1
OS06G0714900	PP1S98_102V6	48	31	1
OS06G0715000	PP1S269_55V6	33	36	1
OS06G0715100	PP1S105_191V6	52	53	1
OS06G0715100	PP1S149_130V6	11	39	1
OS06G0715100	PP1S211_37V6	33	31	1
OS06G0715100	PP1S59_92V6	40	39	1
OS06G0715100	PP1S90_93V6	36	37	1
OS06G0715200	PP1S104_158V6	31	32	1
OS06G0715300	PP1S308_21V6	49	47	1
OS06G0715300	PP1S60_116V6	49	47	1
OS06G0715500	PP1S194_12V6	40	37	1
OS06G0715500	PP1S215_6V6	40	37	1
OS06G0715500	PP1S263_14V6	32	26	1
OS06G0715600	PP1S190_37V6	43	43	1
OS06G0715700	PP1S49_181V6	56	55	1
OS06G0716000	PP1S126_154V6	38	37	1
OS06G0716000	PP1S15_33V6	39	34	1
OS06G0716000	PP1S54_228V6	39	31	1
OS06G0716700	PP1S126_38V6	68	65	1
OS06G0716700	PP1S8_67V6	55	47	1
OS06G0716800	PP1S34_90V6	35	33	1
OS06G0716800	PP1S68_59V6	13	22	1
OS06G0717100	PP1S12_270V6	32	29	1
OS06G0717100	PP1S1_95V6	32	24	1
OS06G0717100	PP1S2_329V6	34	28	1
OS06G0717100	PP1S25_303V6	36	26	1
OS06G0717100	PP1S253_35V6	34	27	1
OS06G0717100	PP1S464_13V6	33	30	1
OS06G0717400	PP1S27_285V6	42	46	1
OS06G0717800	PP1S123_90V6	55	58	1
OS06G0717800	PP1S12_51V6	55	57	1
OS06G0717800	PP1S19_76V6	54	56	1
OS06G0717800	PP1S207_71V6	56	59	1
OS06G0717800	PP1S272_48V6	52	53	1
OS06G0717900	PP1S121_83V6	29	33	1
OS06G0717900	PP1S6_43V6	34	36	1
OS06G0718300	PP1S29_80V6	16	17	1
OS06G0720500	PP1S15_11V6	53	10	1
OS06G0720500	PP1S188_95V6	50	9	1
OS06G0720500	PP1S55_99V6	52	9	1
OS06G0720500	PP1S67_107V6	52	8	1
OS06G0720500	PP1S70_192V6	52	9	1
OS06G0721900	PP1S29_80V6	14	10	1
OS06G0722300	PP1S15_11V6	53	10	1
OS06G0722300	PP1S188_95V6	50	9	1
OS06G0722300	PP1S55_99V6	52	9	1
OS06G0722300	PP1S67_107V6	52	8	1
OS06G0722300	PP1S70_192V6	52	9	1
OS06G0722650	PP1S15_11V6	53	10	1
OS06G0722650	PP1S188_95V6	50	9	1
OS06G0722650	PP1S55_99V6	52	9	1
OS06G0722650	PP1S67_107V6	52	8	1
OS06G0722650	PP1S70_192V6	52	9	1
OS06G0723650	PP1S29_80V6	14	10	1
OS06G0724100	PP1S36_316V6	47	38	0
OS06G0724200	PP1S13_15V6	24	11	1
OS06G0724200	PP1S256_33V6	16	14	1
OS06G0724200	PP1S312_44V6	24	12	1
OS06G0724300	PP1S134_60V6	43	53	1
OS06G0724400	PP1S41_313V6	38	31	1
OS06G0724500	PP1S48_240V6	35	34	1
OS06G0724500	PP1S65_250V6	34	35	1
OS06G0724700	PP1S77_262V6	72	12	1
OS06G0724900	PP1S126_60V6	44	45	1
OS06G0724900	PP1S130_99V6	46	46	1
OS06G0724900	PP1S17_22V6	48	48	1
OS06G0724900	PP1S257_31V6	39	49	1
OS06G0724900	PP1S31_3V6	46	47	1
OS06G0724900	PP1S43_196V6	49	49	1
OS06G0725000	PP1S1_163V6	48	29	1
OS06G0725000	PP1S81_135V6	51	39	1
OS06G0725300	PP1S100_99V6	19	21	1
OS06G0725300	PP1S147_37V6	21	24	1
OS06G0725300	PP1S251_59V6	18	21	1
OS06G0725300	PP1S313_58V6	19	22	1
OS06G0725300	PP1S313_59V6	19	23	1
OS06G0725300	PP1S7_116V6	19	23	1
OS06G0725400	PP1S17_321V6	53	51	1
OS06G0725400	PP1S179_34V6	53	52	1
OS06G0725900	PP1S10_192V6	79	75	1
OS06G0725900	PP1S44_78V6	79	75	1
OS06G0726300	PP1S4_283V6	34	19	1
OS06G0726400	PP1S15_181V6	61	63	1
OS06G0726400	PP1S54_189V6	59	63	1
OS06G0726400	PP1S64_78V6	58	64	1
OS06G0726600	PP1S13_235V6	47	47	1
OS06G0726600	PP1S142_10V6	39	31	1
OS06G0726600	PP1S219_68V6	39	29	1
OS06G0726600	PP1S450_10V6	48	48	1
OS06G0726600	PP1S58_238V6	37	36	1
OS06G0726800	PP1S271_10V6	44	37	0
OS06G0726800	PP1S89_130V6	44	34	0
OS06G0726900	PP1S148_106V6	40	22	1
OS06G0726900	PP1S156_145V6	38	22	1
OS06G0726900	PP1S9_333V6	37	22	1
OS06G0727200	PP1S259_126V6	68	68	1
OS06G0727200	PP1S3_353V6	78	78	1
OS06G0727200	PP1S422_8V6	79	79	1
OS06G0727300	PP1S128_25V6	56	44	0
OS06G0727300	PP1S251_8V6	57	40	0
OS06G0727300	PP1S507_8V6	49	43	0
OS06G0727600	PP1S129_53V6	33	28	1
OS06G0727600	PP1S448_20V6	33	29	1
OS06G0727600	PP1S70_58V6	34	28	1
OS06G0727700	PP1S129_53V6	35	35	1
OS06G0727700	PP1S448_20V6	36	37	1
OS06G0727700	PP1S70_58V6	37	36	1
OS06G0727800	PP1S129_53V6	40	40	1
OS06G0727800	PP1S448_20V6	40	40	1
OS06G0727800	PP1S70_58V6	39	37	1
OS06G0727900	PP1S115_36V6	27	30	1
OS06G0727900	PP1S145_174V6	27	28	1
OS06G0727900	PP1S160_150V6	25	30	1
OS06G0727900	PP1S333_22V6	25	27	1
OS06G0728000	PP1S106_177V6	46	46	1
OS06G0728000	PP1S106_183V6	47	47	1
OS06G0728000	PP1S88_210V6	41	39	1
OS06G0728000	PP1S88_212V6	45	43	1
OS06G0728600	PP1S149_18V6	32	23	1
OS06G0728600	PP1S153_92V6	26	22	1
OS06G0728600	PP1S22_272V6	29	25	1
OS06G0728600	PP1S231_64V6	10	36	1
OS06G0728600	PP1S37_348V6	30	20	1
OS06G0728600	PP1S86_52V6	29	24	1
OS06G0728700	PP1S325_68V6	26	14	1
OS06G0729000	PP1S134_62V6	58	56	1
OS06G0729000	PP1S196_120V6	60	58	1
OS06G0729000	PP1S323_70V6	59	56	1
OS06G0729300	PP1S173_134V6	66	60	1
OS06G0729300	PP1S28_182V6	66	57	1
OS06G0729300	PP1S7_194V6	66	58	1
OS06G0729650	PP1S189_18V6	69	54	1
OS06G0729650	PP1S24_39V6	69	63	1
OS06G0729900	PP1S1_87V6	24	22	1
OS06G0729900	PP1S224_42V6	22	23	1
OS06G0729900	PP1S2_63V6	26	24	1
OS06G0730200	PP1S417_2V6	42	10	1
OS06G0730300	PP1S10_399V6	40	29	1
OS06G0730300	PP1S137_104V6	39	28	1
OS06G0730300	PP1S44_177V6	40	30	1
OS06G0730600	PP1S307_5V6	52	54	1
OS06G0730600	PP1S350_37V6	24	51	1
OS06G0730800	PP1S290_20V6	32	33	1
OS06G0730900	PP1S102_66V6	55	54	1
OS06G0730900	PP1S124_16V6	53	53	1
OS06G0730900	PP1S128_91V6	56	54	1
OS06G0730900	PP1S1_478V6	56	54	1
OS06G0731100	PP1S120_75V6	12	2	1
OS06G0731100	PP1S138_166V6	3	1	1
OS06G0731100	PP1S412_30V6	28	3	1
OS06G0731100	PP1S42_75V6	18	2	1
OS06G0731100	PP1S444_4V6	22	3	1
OS06G0731100	PP1S50_31V6	26	3	1
OS06G0731100	PP1S58_70V6	22	3	1
OS06G0731100	PP1S79_220V6	27	4	1
OS06G0731200	PP1S167_121V6	27	23	0
OS06G0731200	PP1S4_481V6	29	23	0
OS06G0731200	PP1S77_119V6	28	25	0
OS06G0731300	PP1S3_490V6	30	27	1
OS06G0731400	PP1S197_11V6	32	26	1
OS06G0731400	PP1S197_15V6	31	18	1
OS06G0731400	PP1S54_192V6	34	28	1
OS06G0731400	PP1S54_193V6	27	23	1
OS06G0731400	PP1S64_81V6	27	24	1
OS06G0731500	PP1S235_47V6	22	12	1
OS06G0731600	PP1S235_2V6	27	46	1
OS06G0731600	PP1S235_45V6	28	45	1
OS06G0731700	PP1S138_76V6	36	13	1
OS06G0731800	PP1S11_310V6	35	30	1
OS06G0731800	PP1S11_311V6	36	12	1
OS06G0731800	PP1S87_57V6	36	30	1
OS06G0731900	PP1S17_316V6	48	41	1
OS06G0731900	PP1S63_206V6	46	38	1
OS06G0731900	PP1S75_170V6	46	40	1
OS06G0731900	PP1S92_48V6	39	37	1
OS06G0731950	PP1S245_99V6	41	3	1
OS06G0731950	PP1S83_168V6	32	3	1
OS07G0100200	PP1S15_351V6	80	81	1
OS07G0100200	PP1S240_28V6	80	80	1
OS07G0100200	PP1S350_40V6	79	80	1
OS07G0100200	PP1S54_52V6	79	80	1
OS07G0100300	PP1S24_194V6	58	53	1
OS07G0100300	PP1S83_95V6	39	49	1
OS07G0100500	PP1S217_4V6	20	13	1
OS07G0100600	PP1S114_7V6	57	52	1
