Gene stable ID	Aegilops tauschii gene stable ID	% identity	Aegilops tauschii % identity	Orthology confidence [0 low, 1 high]
OS05G0132400	F775_31527	61	31	1
OS05G0132700	F775_25534	37	27	1
OS05G0132700	F775_26191	42	27	1
OS05G0133100	F775_26190	46	65	1
OS05G0133900	F775_20109	44	45	1
OS05G0133900	F775_21019	42	40	1
OS05G0134000	F775_32807	88	91	1
OS05G0134200	F775_26016	84	85	0
OS05G0134300	F775_26015	62	63	1
OS05G0134700	F775_32537	64	62	1
OS05G0135000	F775_12891	61	48	1
OS05G0135000	F775_25653	69	69	1
OS05G0135100	F775_00416	57	27	1
OS05G0135100	F775_11432	56	47	1
OS05G0135200	F775_18921	56	58	0
OS05G0135400	F775_23952	22	20	0
OS05G0135500	F775_31933	69	72	1
OS05G0135800	F775_26055	93	93	1
OS05G0135900	F775_00786	73	74	1
OS05G0136200	F775_13568	74	70	1
OS05G0136200	F775_18903	74	70	1
OS05G0136200	F775_26514	67	62	1
OS05G0136900	F775_52579	45	73	1
OS05G0137100	F775_20158	23	18	0
OS05G0137200	F775_06606	68	22	1
OS05G0137300	F775_30398	71	71	1
OS05G0137700	F775_14803	36	58	1
OS05G0137700	F775_24988	16	60	1
OS05G0137700	F775_30960	22	37	1
OS05G0138200	F775_26268	56	62	1
OS05G0139100	F775_18430	38	33	1
OS05G0139200	F775_00219	45	31	0
OS05G0139200	F775_28253	46	54	0
OS05G0139300	F775_00219	46	27	0
OS05G0139300	F775_28253	49	49	0
OS05G0140100	F775_28584	93	93	1
OS05G0140500	F775_29903	75	56	1
OS05G0140600	F775_08044	30	35	1
OS05G0140600	F775_25266	35	32	1
OS05G0140800	F775_31122	63	78	0
OS05G0141000	F775_23022	45	38	0
OS05G0141200	F775_23022	41	37	0
OS05G0141300	F775_43251	61	68	1
OS05G0141700	F775_27245	82	80	1
OS05G0142100	F775_31285	50	50	1
OS05G0142400	F775_26177	51	43	1
OS05G0143200	F775_29230	71	20	1
OS05G0143300	F775_32916	64	63	1
OS05G0143400	F775_15184	61	94	1
OS05G0143500	F775_27441	89	66	1
OS05G0143700	F775_04518	20	23	0
OS05G0144000	F775_12976	72	68	1
OS05G0144100	F775_06217	24	32	1
OS05G0144100	F775_06218	60	52	1
OS05G0144200	F775_27440	76	42	1
OS05G0144300	F775_32108	68	71	1
OS05G0144400	F775_19417	86	90	0
OS05G0144800	F775_08503	90	91	1
OS05G0144900	F775_07472	83	23	1
OS05G0145000	F775_03681	78	42	1
OS05G0145300	F775_03365	74	68	1
OS05G0145400	F775_30334	72	71	1
OS05G0145600	F775_30954	70	78	1
OS05G0145700	F775_01590	25	22	1
OS05G0145700	F775_03887	24	18	1
OS05G0145700	F775_03888	26	18	1
OS05G0145700	F775_11756	28	26	1
OS05G0146100	F775_01590	25	35	1
OS05G0146100	F775_03887	24	28	1
OS05G0146100	F775_03888	27	29	1
OS05G0146100	F775_11756	24	35	1
OS05G0147133	F775_08784	56	39	1
OS05G0147200	F775_03713	80	49	1
OS05G0147400	F775_30172	92	92	1
OS05G0147500	F775_10061	78	72	1
OS05G0147600	F775_21545	86	31	1
OS05G0147700	F775_42873	52	42	1
OS05G0148300	F775_03924	50	69	1
OS05G0148600	F775_29391	80	80	1
OS05G0148700	F775_28575	33	46	1
OS05G0148700	F775_28576	17	80	1
OS05G0148900	F775_15985	64	38	1
OS05G0148900	F775_52443	65	50	1
OS05G0149000	F775_02192	60	60	1
OS05G0149100	F775_15531	49	52	1
OS05G0149200	F775_10116	24	26	1
OS05G0149300	F775_52717	81	46	0
OS05G0149400	F775_52717	87	81	0
OS05G0149500	F775_09992	72	61	1
OS05G0149800	F775_28720	88	75	1
OS05G0150000	F775_25163	26	41	0
OS05G0150100	F775_08831	9	10	1
OS05G0150300	F775_01832	68	83	1
OS05G0150400	F775_06460	47	41	1
OS05G0150600	F775_05334	45	72	0
OS05G0150733	F775_23039	52	50	1
OS05G0151000	F775_02365	41	86	0
OS05G0151000	F775_08120	83	82	0
OS05G0151000	F775_15248	74	77	0
OS05G0151000	F775_15342	81	78	0
OS05G0151000	F775_20293	80	80	0
OS05G0151000	F775_52270	74	71	0
OS05G0151300	F775_29174	79	79	1
OS05G0152400	F775_30472	54	33	1
OS05G0152600	F775_02243	22	28	1
OS05G0152600	F775_14052	23	44	1
OS05G0152900	F775_02243	30	29	1
OS05G0152900	F775_14052	30	45	1
OS05G0153000	F775_28471	61	65	1
OS05G0153132	F775_01550	60	18	1
OS05G0153132	F775_01854	59	16	1
OS05G0153132	F775_02606	58	16	1
OS05G0153132	F775_02607	58	15	1
OS05G0153132	F775_03216	58	16	1
OS05G0153132	F775_03488	45	13	1
OS05G0153132	F775_03852	58	16	1
OS05G0153132	F775_04167	49	35	1
OS05G0153132	F775_15926	56	58	1
OS05G0153200	F775_12527	34	61	1
OS05G0153300	F775_12248	43	63	1
OS05G0153300	F775_17724	44	59	1
OS05G0153300	F775_29216	47	62	1
OS05G0153400	F775_14250	79	81	1
OS05G0153901	F775_32702	70	12	0
OS05G0154500	F775_02092	78	81	1
OS05G0154600	F775_27141	77	79	1
OS05G0154700	F775_30639	85	52	1
OS05G0154800	F775_06427	81	83	1
OS05G0154900	F775_13358	68	57	1
OS05G0155000	F775_17199	75	72	1
OS05G0155100	F775_27588	90	90	1
OS05G0155200	F775_13171	88	71	1
OS05G0155300	F775_27466	79	81	0
OS05G0155400	F775_06244	57	75	1
OS05G0155601	F775_30630	65	64	1
OS05G0155700	F775_16901	72	52	1
OS05G0156200	F775_03052	66	65	1
OS05G0156300	F775_29841	80	80	1
OS05G0156500	F775_32298	90	37	1
OS05G0156800	F775_05479	23	5	1
OS05G0156900	F775_28881	66	88	0
OS05G0157100	F775_28429	85	85	1
OS05G0157200	F775_28428	81	82	1
OS05G0157300	F775_09154	56	77	1
OS05G0158600	F775_11349	14	8	0
OS05G0159000	F775_29894	68	74	1
OS05G0159100	F775_27613	88	69	1
OS05G0159200	F775_13230	57	77	1
OS05G0159500	F775_13231	47	48	1
OS05G0160100	F775_28620	59	79	1
OS05G0160300	F775_27055	71	54	1
OS05G0160800	F775_01837	63	69	0
OS05G0161200	F775_06288	69	81	1
OS05G0162000	F775_09410	66	66	1
OS05G0162200	F775_31777	77	67	1
OS05G0162500	F775_19218	24	19	0
OS05G0162500	F775_19610	25	16	0
OS05G0162800	F775_22448	46	32	1
OS05G0163000	F775_29024	83	66	1
OS05G0163100	F775_29862	50	48	0
OS05G0163250	F775_03531	90	21	0
OS05G0163250	F775_12029	79	19	0
OS05G0163250	F775_19397	3	3	0
OS05G0163250	F775_25014	0	0	0
OS05G0163250	F775_29239	0	0	0
OS05G0163300	F775_09011	72	75	1
OS05G0163400	F775_31252	70	71	1
OS05G0163700	F775_29861	90	88	1
OS05G0163900	F775_01873	43	55	1
OS05G0164100	F775_52380	87	83	1
OS05G0164200	F775_43381	53	53	1
OS05G0164800	F775_31540	23	91	1
OS05G0164900	F775_04866	50	60	1
OS05G0165400	F775_08545	60	62	1
OS05G0165450	F775_52636	69	64	1
OS05G0165800	F775_42644	58	47	1
OS05G0166525	F775_42644	29	44	1
OS05G0166900	F775_04246	30	25	0
OS05G0166900	F775_04379	14	8	0
OS05G0167600	F775_07145	26	23	1
OS05G0168200	F775_31140	13	14	1
OS05G0168300	F775_10141	75	70	1
OS05G0168400	F775_31834	85	78	1
OS05G0168500	F775_26263	93	93	1
OS05G0168700	F775_09445	82	93	1
OS05G0168800	F775_09444	64	69	1
OS05G0169100	F775_32853	93	93	1
OS05G0169200	F775_09709	62	50	1
OS05G0169300	F775_43322	47	65	1
OS05G0169400	F775_09697	67	63	1
OS05G0169600	F775_20777	84	21	1
OS05G0169800	F775_21924	49	70	1
OS05G0170000	F775_05267	66	64	1
OS05G0170200	F775_26061	50	64	0
OS05G0170300	F775_05785	67	71	0
OS05G0170600	F775_05277	39	46	1
OS05G0170800	F775_04211	61	89	1
OS05G0170950	F775_14112	5	2	1
OS05G0170950	F775_28944	7	4	1
OS05G0171000	F775_15472	79	72	1
OS05G0171300	F775_18224	77	73	1
OS05G0171900	F775_15409	61	68	1
OS05G0172300	F775_15871	64	76	1
OS05G0175800	F775_00123	13	12	1
OS05G0175800	F775_03251	11	18	1
OS05G0175800	F775_06222	16	17	1
OS05G0175800	F775_06715	15	18	1
OS05G0175800	F775_14053	13	18	1
OS05G0175800	F775_14335	11	14	1
OS05G0175800	F775_16301	16	20	1
OS05G0175800	F775_18864	17	18	1
OS05G0175800	F775_18866	9	13	1
OS05G0175800	F775_18870	16	20	1
OS05G0175800	F775_20990	17	16	1
OS05G0175800	F775_21844	15	19	1
OS05G0175800	F775_25450	16	23	1
OS05G0175800	F775_25491	10	41	1
OS05G0175800	F775_25505	11	19	1
OS05G0175800	F775_25690	12	13	1
OS05G0175800	F775_25729	2	4	1
OS05G0175800	F775_25730	16	19	1
OS05G0175800	F775_25731	0	0	1
OS05G0175800	F775_25732	11	35	1
OS05G0175800	F775_52592	17	29	1
OS05G0176000	F775_27348	76	97	1
OS05G0176000	F775_28842	85	86	1
OS05G0176100	F775_15410	93	93	1
OS05G0176100	F775_27116	95	95	1
OS05G0176300	F775_15411	30	38	1
OS05G0176400	F775_07315	58	58	1
OS05G0176700	F775_30469	66	69	1
OS05G0176800	F775_17966	81	78	1
OS05G0177000	F775_00123	31	25	1
OS05G0177000	F775_03251	27	36	1
OS05G0177000	F775_06222	34	32	1
OS05G0177000	F775_06715	32	34	1
OS05G0177000	F775_14053	30	36	1
OS05G0177000	F775_14335	30	33	1
OS05G0177000	F775_16301	35	39	1
OS05G0177000	F775_18864	33	30	1
OS05G0177000	F775_18866	29	36	1
OS05G0177000	F775_18870	32	34	1
OS05G0177000	F775_20990	33	27	1
OS05G0177000	F775_21844	33	36	1
OS05G0177000	F775_25450	30	36	1
OS05G0177000	F775_25491	8	27	1
OS05G0177000	F775_25505	21	30	1
OS05G0177000	F775_25690	29	28	1
OS05G0177000	F775_25729	21	39	1
OS05G0177000	F775_25730	34	34	1
OS05G0177000	F775_25731	14	48	1
OS05G0177000	F775_25732	8	24	1
OS05G0177000	F775_52592	21	31	1
OS05G0177100	F775_00123	34	27	1
OS05G0177100	F775_03251	33	44	1
OS05G0177100	F775_06222	41	38	1
OS05G0177100	F775_06715	38	41	1
OS05G0177100	F775_14053	34	41	1
OS05G0177100	F775_14335	33	36	1
OS05G0177100	F775_16301	39	43	1
OS05G0177100	F775_18864	41	37	1
OS05G0177100	F775_18866	31	40	1
OS05G0177100	F775_18870	37	41	1
OS05G0177100	F775_20990	39	32	1
OS05G0177100	F775_21844	37	40	1
OS05G0177100	F775_25450	36	44	1
OS05G0177100	F775_25491	13	47	1
OS05G0177100	F775_25505	26	37	1
OS05G0177100	F775_25690	33	32	1
OS05G0177100	F775_25729	22	43	1
OS05G0177100	F775_25730	40	40	1
OS05G0177100	F775_25731	14	50	1
OS05G0177100	F775_25732	13	37	1
OS05G0177100	F775_52592	26	39	1
OS05G0177400	F775_00123	38	28	1
OS05G0177400	F775_03251	37	45	1
OS05G0177400	F775_06222	46	40	1
OS05G0177400	F775_06715	44	43	1
OS05G0177400	F775_14053	39	43	1
OS05G0177400	F775_14335	36	36	1
OS05G0177400	F775_16301	44	44	1
OS05G0177400	F775_18864	45	38	1
OS05G0177400	F775_18866	35	40	1
OS05G0177400	F775_18870	42	42	1
OS05G0177400	F775_20990	44	33	1
OS05G0177400	F775_21844	42	42	1
OS05G0177400	F775_25450	40	44	1
OS05G0177400	F775_25491	14	48	1
OS05G0177400	F775_25505	27	36	1
OS05G0177400	F775_25690	37	33	1
OS05G0177400	F775_25729	25	43	1
OS05G0177400	F775_25730	45	41	1
OS05G0177400	F775_25731	16	52	1
OS05G0177400	F775_25732	14	37	1
OS05G0177400	F775_52592	30	41	1
OS05G0177500	F775_11889	56	60	1
OS05G0178400	F775_31095	83	84	1
OS05G0178600	F775_27665	60	64	1
OS05G0178900	F775_08174	79	81	1
OS05G0179100	F775_01054	46	51	1
OS05G0179300	F775_07610	18	93	1
OS05G0179800	F775_09657	65	65	1
OS05G0179900	F775_03955	9	27	1
OS05G0179950	F775_11272	28	70	1
OS05G0180300	F775_07652	68	81	1
OS05G0180400	F775_19064	57	60	1
OS05G0180500	F775_18381	41	31	1
OS05G0180600	F775_06321	82	79	1
OS05G0181000	F775_30826	75	71	1
OS05G0181000	F775_32879	76	77	1
OS05G0181200	F775_18925	48	69	1
OS05G0182000	F775_31069	69	64	1
OS05G0182100	F775_01349	50	42	1
OS05G0182100	F775_01350	20	75	1
OS05G0182201	F775_23926	33	70	0
OS05G0182500	F775_31851	96	96	0
OS05G0182600	F775_29723	84	86	1
OS05G0182700	F775_28002	73	71	1
OS05G0182900	F775_31858	61	73	1
OS05G0183300	F775_25623	87	32	1
OS05G0185650	F775_07977	0	0	0
OS05G0185650	F775_07978	95	20	0
OS05G0185700	F775_28142	50	71	1
OS05G0185800	F775_15983	67	65	1
OS05G0186000	F775_30618	67	73	1
OS05G0186100	F775_03124	87	81	1
OS05G0186300	F775_31417	86	69	0
OS05G0187000	F775_28262	89	89	1
OS05G0187100	F775_28261	75	65	0
OS05G0188100	F775_30924	53	60	1
OS05G0188100	F775_32912	52	66	1
OS05G0188300	F775_18525	82	68	1
OS05G0188300	F775_43249	56	85	1
OS05G0188600	F775_26868	61	45	1
OS05G0188700	F775_09224	75	71	1
OS05G0188800	F775_28918	88	65	1
OS05G0189300	F775_10382	35	32	1
OS05G0189300	F775_12060	37	34	1
OS05G0189300	F775_18166	38	53	1
OS05G0189300	F775_25904	45	34	1
OS05G0189300	F775_30611	43	43	1
OS05G0189300	F775_30612	45	43	1
OS05G0189900	F775_10382	41	37	1
OS05G0189900	F775_12060	43	39	1
OS05G0189900	F775_18166	42	58	1
OS05G0189900	F775_25904	50	37	1
OS05G0189900	F775_30611	49	49	1
OS05G0189900	F775_30612	52	50	1
OS05G0190300	F775_10382	40	35	1
OS05G0190300	F775_12060	40	36	1
OS05G0190300	F775_18166	42	57	1
OS05G0190300	F775_25904	49	36	1
OS05G0190300	F775_30611	48	46	1
OS05G0190300	F775_30612	50	47	1
OS05G0190500	F775_10382	35	33	1
OS05G0190500	F775_12060	37	36	1
OS05G0190500	F775_18166	36	53	1
OS05G0190500	F775_25904	44	35	1
OS05G0190500	F775_30611	42	44	1
OS05G0190500	F775_30612	45	46	1
OS05G0191700	F775_10382	41	47	1
OS05G0191700	F775_12060	39	45	1
OS05G0191700	F775_18166	29	52	1
OS05G0191700	F775_25904	47	45	1
OS05G0191700	F775_30611	43	54	1
OS05G0191700	F775_30612	46	56	1
OS05G0192500	F775_10871	31	58	1
OS05G0192500	F775_19224	30	34	1
OS05G0192500	F775_28791	45	41	1
OS05G0192500	F775_52466	51	38	1
OS05G0193700	F775_10871	29	50	1
OS05G0193700	F775_19224	29	30	1
OS05G0193700	F775_28791	37	31	1
OS05G0193700	F775_52466	51	36	1
OS05G0194600	F775_16089	47	77	1
OS05G0196100	F775_52475	71	77	1
OS05G0196500	F775_32320	75	72	1
OS05G0196700	F775_14058	38	31	1
OS05G0197300	F775_09194	58	46	1
OS05G0197900	F775_00912	54	40	1
OS05G0198400	F775_11375	77	73	1
OS05G0198700	F775_28146	67	77	1
OS05G0199100	F775_29356	37	72	1
OS05G0199500	F775_52471	55	34	1
OS05G0200100	F775_10991	43	59	1
OS05G0200500	F775_14809	89	79	1
OS05G0202300	F775_04918	39	45	1
OS05G0202500	F775_22141	13	5	0
OS05G0202500	F775_22283	13	5	0
OS05G0202800	F775_43862	56	47	1
OS05G0203000	F775_01891	31	62	0
OS05G0203000	F775_09967	39	47	0
OS05G0203000	F775_11053	35	67	0
OS05G0203400	F775_00239	26	20	1
OS05G0203500	F775_04109	33	51	1
OS05G0203800	F775_27908	54	43	1
OS05G0204900	F775_32776	87	87	1
OS05G0205000	F775_17429	66	20	1
OS05G0205000	F775_18140	67	30	1
OS05G0205050	F775_17429	69	51	1
OS05G0205050	F775_18140	33	36	1
OS05G0205100	F775_10167	57	48	1
OS05G0206100	F775_31444	52	56	1
OS05G0207200	F775_07301	43	71	1
OS05G0207400	F775_02026	36	33	1
OS05G0207500	F775_31399	92	88	1
OS05G0207700	F775_30393	46	88	1
OS05G0207900	F775_25978	32	29	0
OS05G0208000	F775_32960	77	83	1
OS05G0209100	F775_06012	78	68	1
OS05G0209400	F775_15952	37	61	1
OS05G0209500	F775_43674	46	48	0
OS05G0209600	F775_27252	58	59	0
OS05G0210100	F775_11339	53	75	1
OS05G0210100	F775_20013	76	90	1
OS05G0210400	F775_16281	59	67	1
OS05G0210500	F775_07804	66	54	1
OS05G0211100	F775_02206	71	75	1
OS05G0211100	F775_03040	55	65	1
OS05G0211100	F775_04828	48	64	1
OS05G0211100	F775_18519	71	71	1
OS05G0211100	F775_52277	68	71	1
OS05G0212100	F775_05716	65	75	1
OS05G0212200	F775_03170	55	63	1
OS05G0212300	F775_52481	64	78	1
OS05G0212600	F775_17847	59	45	0
OS05G0212900	F775_17847	65	63	0
OS05G0213100	F775_17847	59	62	0
OS05G0214300	F775_06303	62	71	1
OS05G0214400	F775_07599	80	81	1
OS05G0214900	F775_06302	46	29	1
OS05G0215300	F775_18712	63	66	1
OS05G0215600	F775_52708	36	47	0
OS05G0215800	F775_26901	91	91	1
OS05G0217000	F775_31354	73	69	1
OS05G0218400	F775_26847	78	80	1
OS05G0219800	F775_03932	42	55	0
OS05G0219800	F775_04205	61	64	0
OS05G0219900	F775_17307	67	68	1
OS05G0220100	F775_08311	74	75	1
OS05G0220100	F775_25984	81	79	1
OS05G0220500	F775_11237	19	34	1
OS05G0220600	F775_30052	78	78	1
OS05G0220900	F775_32628	57	75	1
OS05G0222200	F775_13740	77	78	1
OS05G0223000	F775_26389	74	81	1
OS05G0223200	F775_24144	54	56	1
OS05G0223200	F775_27046	53	54	1
OS05G0223300	F775_24144	57	58	1
OS05G0223300	F775_27046	55	55	1
OS05G0224700	F775_28429	72	86	1
OS05G0224800	F775_22602	62	16	0
OS05G0227700	F775_04668	56	51	1
OS05G0227800	F775_03977	38	24	1
OS05G0228900	F775_43282	13	8	1
OS05G0229475	F775_03656	16	4	0
OS05G0230600	F775_31297	86	74	1
OS05G0230900	F775_30136	90	82	1
OS05G0231100	F775_10723	35	37	0
OS05G0231100	F775_14285	37	20	0
OS05G0231700	F775_28072	67	53	1
OS05G0232200	F775_06131	40	15	1
OS05G0232500	F775_07119	71	73	1
OS05G0235300	F775_08603	72	46	1
OS05G0235450	F775_10090	66	32	1
OS05G0235800	F775_30107	80	93	1
OS05G0237400	F775_52097	47	49	1
OS05G0237800	F775_01294	55	70	1
OS05G0238200	F775_16918	70	76	0
OS05G0239400	F775_33134	32	17	0
OS05G0241000	F775_08297	62	60	1
OS05G0241400	F775_10236	52	41	1
OS05G0243100	F775_28024	58	24	1
OS05G0243200	F775_28024	35	19	1
OS05G0243300	F775_28024	82	54	1
OS05G0244500	F775_09469	69	72	0
OS05G0244500	F775_12059	31	72	0
OS05G0244500	F775_20279	65	66	0
OS05G0244500	F775_31853	69	71	0
OS05G0244900	F775_00686	38	31	1
OS05G0244900	F775_03739	35	28	1
OS05G0244900	F775_03860	33	29	1
OS05G0244900	F775_04709	41	30	1
OS05G0244900	F775_42422	29	27	1
OS05G0245300	F775_04463	68	68	1
OS05G0246300	F775_28155	73	73	1
OS05G0246600	F775_14775	42	24	0
OS05G0247900	F775_01781	72	65	1
OS05G0249800	F775_23959	23	40	0
OS05G0250000	F775_23959	31	43	0
OS05G0250200	F775_23959	29	44	0
OS05G0251200	F775_23959	34	20	0
OS05G0251400	F775_00826	26	58	1
OS05G0251400	F775_32231	43	51	1
OS05G0251500	F775_30581	94	67	1
OS05G0251900	F775_16554	39	53	1
OS05G0251900	F775_16555	10	53	1
OS05G0252000	F775_16554	35	52	1
OS05G0252000	F775_16555	9	52	1
OS05G0252100	F775_16944	57	65	1
OS05G0255600	F775_05766	71	85	1
OS05G0255600	F775_21876	40	73	1
OS05G0255800	F775_15871	58	45	1
OS05G0256000	F775_29343	73	58	0
OS05G0264200	F775_29065	67	59	1
OS05G0267800	F775_30331	56	58	1
OS05G0268500	F775_17306	55	69	1
OS05G0268500	F775_29229	72	74	1
OS05G0270000	F775_26361	88	71	1
OS05G0270200	F775_30953	73	75	1
OS05G0270800	F775_20090	74	69	1
OS05G0270800	F775_21941	57	62	1
OS05G0270875	F775_23375	4	1	0
OS05G0271300	F775_12366	73	81	1
OS05G0271300	F775_15586	80	81	1
OS05G0271300	F775_18759	77	78	1
OS05G0271900	F775_14551	53	68	1
OS05G0272200	F775_12133	86	64	1
OS05G0272800	F775_12133	81	69	1
OS05G0272900	F775_19324	83	60	1
OS05G0273500	F775_08187	30	31	1
OS05G0273800	F775_13984	71	73	0
OS05G0273800	F775_19531	68	62	0
OS05G0273800	F775_52362	76	74	0
OS05G0274300	F775_07111	69	64	1
OS05G0274900	F775_30257	85	95	1
OS05G0274900	F775_32291	94	73	1
OS05G0275000	F775_17158	65	81	1
OS05G0275100	F775_16833	71	64	1
OS05G0275700	F775_05270	69	83	1
OS05G0277000	F775_06978	72	70	1
OS05G0277200	F775_25080	24	53	1
OS05G0277300	F775_03796	91	66	0
OS05G0277500	F775_31942	85	83	1
OS05G0278500	F775_13114	72	52	1
OS05G0279400	F775_12692	54	43	1
OS05G0279400	F775_28426	69	68	1
OS05G0279900	F775_13349	92	75	1
OS05G0280200	F775_08415	30	23	1
OS05G0280500	F775_19891	61	70	1
OS05G0280700	F775_16885	68	71	1
OS05G0283200	F775_26488	67	67	1
OS05G0286100	F775_05851	40	31	1
OS05G0289400	F775_18351	60	82	0
OS05G0289400	F775_19363	77	78	0
OS05G0289700	F775_32998	52	67	0
OS05G0290300	F775_21831	31	10	1
OS05G0291700	F775_28691	63	75	1
OS05G0292200	F775_02212	51	72	1
OS05G0292200	F775_02418	40	75	1
OS05G0292200	F775_02419	55	73	1
OS05G0293500	F775_19413	68	67	1
OS05G0294600	F775_52629	67	70	1
OS05G0295100	F775_22360	26	44	1
OS05G0295100	F775_23306	37	51	1
OS05G0295100	F775_24112	67	46	1
OS05G0295200	F775_13306	37	21	0
OS05G0295700	F775_21040	55	15	1
OS05G0295900	F775_27256	20	54	1
OS05G0297300	F775_03450	20	19	0
OS05G0297400	F775_26651	57	45	1
OS05G0297900	F775_01287	38	45	0
OS05G0297900	F775_01581	38	45	0
OS05G0297900	F775_02700	43	41	0
OS05G0297900	F775_03826	41	43	0
OS05G0297900	F775_03867	43	41	0
OS05G0297900	F775_23429	28	35	0
OS05G0298200	F775_06556	62	48	0
OS05G0299200	F775_30011	40	48	1
OS05G0299300	F775_05499	81	19	0
OS05G0299700	F775_29845	59	67	1
OS05G0300700	F775_08572	39	45	1
OS05G0300700	F775_09067	36	31	1
OS05G0301500	F775_28152	85	83	1
OS05G0301600	F775_02610	76	75	1
OS05G0301700	F775_32631	79	64	1
OS05G0302300	F775_20678	66	58	1
OS05G0302600	F775_11996	74	71	1
OS05G0302700	F775_07515	79	79	0
OS05G0303000	F775_29881	94	63	1
OS05G0303700	F775_04788	28	46	0
OS05G0304100	F775_02376	33	58	1
OS05G0304100	F775_02377	52	67	1
OS05G0304200	F775_43282	36	20	1
OS05G0304400	F775_31899	90	94	0
OS05G0304400	F775_31900	94	77	0
OS05G0304600	F775_20424	68	78	1
OS05G0304800	F775_00240	23	25	1
OS05G0304900	F775_20006	83	73	1
OS05G0305100	F775_08032	78	77	0
OS05G0305100	F775_08221	36	60	0
OS05G0305100	F775_22089	35	60	0
OS05G0305100	F775_22631	32	51	0
OS05G0305100	F775_23879	25	42	0
OS05G0305200	F775_11214	83	66	1
OS05G0305200	F775_26434	77	63	1
OS05G0305300	F775_16951	78	75	1
OS05G0305700	F775_32546	60	51	0
OS05G0305900	F775_17894	71	63	1
OS05G0306000	F775_30139	61	60	1
OS05G0307100	F775_27455	84	17	0
OS05G0307200	F775_18701	68	77	1
OS05G0307400	F775_22372	46	50	1
OS05G0307400	F775_26219	49	41	1
OS05G0310600	F775_31783	74	52	1
OS05G0310750	F775_30704	82	22	0
OS05G0311500	F775_28111	52	65	0
OS05G0312500	F775_30397	79	73	1
OS05G0312600	F775_16286	39	75	1
OS05G0313500	F775_30125	77	75	1
OS05G0313600	F775_18701	57	63	1
OS05G0315100	F775_21347	46	44	1
OS05G0315200	F775_12252	61	72	1
OS05G0315700	F775_32998	49	65	0
OS05G0316000	F775_27101	36	86	1
OS05G0316000	F775_27102	41	60	1
OS05G0316100	F775_30543	38	73	1
OS05G0316100	F775_30544	53	87	1
OS05G0316200	F775_06592	52	69	1
OS05G0316200	F775_25884	57	73	1
OS05G0316800	F775_13439	23	35	0
OS05G0317200	F775_07933	76	87	1
OS05G0317200	F775_24431	19	44	1
OS05G0318100	F775_14226	66	78	1
OS05G0318300	F775_15147	49	64	0
OS05G0318600	F775_19911	63	46	1
OS05G0318700	F775_29906	73	72	1
OS05G0319200	F775_06062	74	80	0
OS05G0319700	F775_08922	60	62	1
OS05G0319800	F775_19015	64	80	0
OS05G0319900	F775_15317	47	22	1
OS05G0319900	F775_20576	73	30	1
OS05G0319900	F775_21435	69	28	1
OS05G0320700	F775_19565	86	86	1
OS05G0320700	F775_26202	88	88	1
OS05G0321900	F775_02122	32	39	1
OS05G0322900	F775_32858	35	39	1
OS05G0323100	F775_11739	75	77	1
OS05G0323900	F775_26675	68	65	1
OS05G0324100	F775_21111	85	27	1
OS05G0324200	F775_21111	47	31	1
OS05G0324300	F775_52188	56	44	0
OS05G0324700	F775_05031	49	54	1
OS05G0324700	F775_43167	33	36	1
OS05G0328300	F775_02565	61	28	1
OS05G0331200	F775_16937	84	83	1
OS05G0332250	F775_21188	47	30	1
OS05G0332600	F775_43079	52	85	1
OS05G0333100	F775_00664	44	26	0
OS05G0333200	F775_15347	50	74	1
OS05G0333200	F775_20834	37	58	1
OS05G0333200	F775_27262	73	78	1
OS05G0333500	F775_32213	76	77	1
OS05G0334000	F775_32213	76	77	1
OS05G0334400	F775_32213	76	77	1
OS05G0334750	F775_00664	57	46	0
OS05G0335500	F775_19019	45	62	1
OS05G0336200	F775_31742	49	43	0
OS05G0337400	F775_20443	42	75	1
OS05G0338900	F775_19057	53	78	0
OS05G0338900	F775_21230	45	48	0
OS05G0338900	F775_27417	43	82	0
OS05G0338933	F775_12929	59	63	1
OS05G0338933	F775_19058	56	28	1
OS05G0338933	F775_21231	58	37	1
OS05G0339000	F775_08936	27	40	1
OS05G0339000	F775_08937	24	63	1
OS05G0339200	F775_09544	55	55	1
OS05G0341100	F775_00547	38	34	1
OS05G0341100	F775_07577	55	50	1
OS05G0341100	F775_10917	35	29	1
OS05G0341100	F775_17332	31	45	1
OS05G0341100	F775_18193	42	38	1
OS05G0341100	F775_19197	44	34	1
OS05G0341100	F775_20244	50	53	1
OS05G0341100	F775_21651	45	55	1
OS05G0341900	F775_02687	48	40	1
OS05G0342100	F775_02215	45	51	1
OS05G0342100	F775_04576	48	56	1
OS05G0343400	F775_28497	60	63	1
OS05G0344200	F775_32526	51	59	1
OS05G0345100	F775_32191	54	50	0
OS05G0345175	F775_32191	87	21	0
OS05G0345400	F775_08546	48	69	1
OS05G0345400	F775_08547	10	85	1
OS05G0345700	F775_03863	57	60	1
OS05G0345900	F775_01946	0	0	1
OS05G0345900	F775_03771	0	0	1
OS05G0346100	F775_32063	38	64	1
OS05G0346400	F775_09978	93	90	1
OS05G0346500	F775_09977	74	73	1
OS05G0346800	F775_24149	45	85	1
OS05G0347000	F775_24900	82	51	1
OS05G0347000	F775_29782	78	68	1
OS05G0348100	F775_08751	63	29	1
OS05G0348900	F775_12828	36	17	1
OS05G0348900	F775_16034	33	18	1
