Gene stable ID	Sorghum bicolor gene stable ID	% identity	Sorghum bicolor % identity	Orthology confidence [0 low, 1 high]
OS05G0230700	Sb09g007890	83	86	1
OS05G0230900	Sb09g007910	92	76	1
OS05G0231700	Sb09g007940	64	64	1
OS05G0232200	Sb09g030625	37	42	1
OS05G0232500	Sb09g007960	70	72	1
OS05G0232800	Sb10g013020	38	36	1
OS05G0233000	Sb09g007980	23	17	1
OS05G0235300	Sb09g017790	93	54	1
OS05G0235450	Sb03g032700	69	33	1
OS05G0235800	Sb09g008010	94	94	1
OS05G0236600	Sb07g003190	39	31	0
OS05G0237100	Sb09g008020	48	23	1
OS05G0237400	Sb09g008030	62	63	1
OS05G0237800	Sb0610s002010	69	72	0
OS05G0237800	Sb09g008100	70	71	0
OS05G0238200	Sb09g008090	85	87	1
OS05G0238400	Sb09g008080	72	76	1
OS05G0240200	Sb09g004210	63	63	1
OS05G0240200	Sb09g004215	18	68	1
OS05G0240200	Sb09g004220	22	58	1
OS05G0240200	Sb09g004240	61	63	1
OS05G0241000	Sb09g008110	59	60	1
OS05G0241100	Sb04g031390	44	64	1
OS05G0241100	Sb04g031392	1	1	1
OS05G0241100	Sb04g031394	1	3	1
OS05G0241100	Sb04g031396	0	0	1
OS05G0241100	Sb04g031398	0	0	1
OS05G0241200	Sb09g008130	78	76	1
OS05G0241300	Sb09g008150	57	26	1
OS05G0241400	Sb09g008160	63	64	1
OS05G0243100	Sb03g042670	61	37	1
OS05G0243200	Sb03g042670	34	28	1
OS05G0243300	Sb03g042670	87	83	1
OS05G0244500	Sb09g008170	70	68	1
OS05G0244600	Sb03g000440	79	78	1
OS05G0244700	Sb09g008180	76	78	1
OS05G0244900	Sb01g010890	33	26	1
OS05G0244900	Sb02g027910	36	27	1
OS05G0244900	Sb04g006680	33	32	1
OS05G0244900	Sb07g003910	37	25	1
OS05G0244900	Sb10g028160	35	23	1
OS05G0244900	Sb10g028410	36	29	1
OS05G0245300	Sb09g008190	68	68	1
OS05G0246300	Sb06g024650	75	75	1
OS05G0247100	Sb05g023660	18	53	1
OS05G0247100	Sb05g023680	16	48	1
OS05G0247100	Sb05g023690	53	54	1
OS05G0247100	Sb05g023700	58	56	1
OS05G0247100	Sb05g023710	59	58	1
OS05G0247800	Sb05g023660	15	44	1
OS05G0247800	Sb05g023680	14	41	1
OS05G0247800	Sb05g023690	46	46	1
OS05G0247800	Sb05g023700	54	51	1
OS05G0247800	Sb05g023710	52	51	1
OS05G0247900	Sb01g016830	78	75	1
OS05G0248200	Sb05g023660	14	43	1
OS05G0248200	Sb05g023680	11	35	1
OS05G0248200	Sb05g023690	46	46	1
OS05G0248200	Sb05g023700	53	51	1
OS05G0248200	Sb05g023710	49	48	1
OS05G0249800	Sb09g022980	35	50	1
OS05G0251200	Sb09g022980	65	31	1
OS05G0251400	Sb03g013250	74	75	1
OS05G0251500	Sb09g008210	91	91	1
OS05G0251900	Sb09g008230	21	52	0
OS05G0251900	Sb09g008793	57	54	0
OS05G0251900	Sb09g009580	32	54	0
OS05G0251900	Sb09g009656	14	41	0
OS05G0252000	Sb09g008230	19	50	0
OS05G0252000	Sb09g008793	53	54	0
OS05G0252000	Sb09g009580	29	52	0
OS05G0252000	Sb09g009656	13	43	0
OS05G0252100	Sb09g010410	66	68	1
OS05G0252801	Sb05g003395	78	23	1
OS05G0252801	Sb08g004725	76	25	1
OS05G0253100	Sb07g010860	13	6	1
OS05G0255600	Sb05g023950	92	92	1
OS05G0255800	Sb05g023960	74	49	1
OS05G0256000	Sb02g003760	89	89	0
OS05G0256350	Sb10g013020	38	36	1
OS05G0264200	Sb01g004000	77	57	1
OS05G0267800	Sb08g009550	40	55	1
OS05G0267800	Sb09g008890	58	61	1
OS05G0268500	Sb02g002260	72	73	1
OS05G0268500	Sb09g008660	73	71	1
OS05G0269500	Sb02g030440	43	51	1
OS05G0270000	Sb03g026710	89	89	1
OS05G0270200	Sb04g005160	74	77	1
OS05G0270400	Sb01g006150	78	74	1
OS05G0270500	Sb10g029680	76	74	1
OS05G0270800	Sb06g016970	70	64	0
OS05G0270875	Sb09g005290	6	3	1
OS05G0271300	Sb09g013160	82	69	1
OS05G0271900	Sb08g021530	66	67	1
OS05G0272200	Sb01g001000	82	72	1
OS05G0272300	Sb03g008750	54	15	1
OS05G0272300	Sb03g008760	54	17	1
OS05G0272300	Sb03g029820	54	18	1
OS05G0272800	Sb01g001000	79	79	1
OS05G0273800	Sb08g014640	78	69	0
OS05G0274200	Sb02g038230	87	87	1
OS05G0274300	Sb07g002570	67	65	1
OS05G0274900	Sb02g004020	96	96	1
OS05G0274900	Sb02g033530	97	97	1
OS05G0275000	Sb10g026180	85	86	1
OS05G0275600	Sb09g022000	76	76	1
OS05G0275700	Sb08g020920	79	75	1
OS05G0275700	Sb08g021700	87	88	1
OS05G0276100	Sb09g008200	86	85	1
OS05G0277200	Sb09g002880	65	54	0
OS05G0277300	Sb09g002890	91	76	0
OS05G0277500	Sb02g004500	78	74	0
OS05G0278500	Sb08g005680	77	75	1
OS05G0279300	Sb04g024105	41	61	1
OS05G0279300	Sb04g024110	2	1	1
OS05G0279400	Sb01g044380	65	67	1
OS05G0279600	Sb06g003360	92	39	0
OS05G0280200	Sb09g006665	36	55	1
OS05G0280500	Sb03g009610	56	53	0
OS05G0280700	Sb09g009320	82	82	1
OS05G0283200	Sb09g009790	70	69	1
OS05G0287800	Sb08g018140	88	88	1
OS05G0289400	Sb01g012080	92	92	0
OS05G0289400	Sb09g020460	92	92	0
OS05G0289700	Sb10g025140	75	71	0
OS05G0290300	Sb01g030350	61	18	1
OS05G0291700	Sb09g010000	53	75	1
OS05G0292200	Sb04g029230	50	86	1
OS05G0292800	Sb02g002950	70	70	1
OS05G0293500	Sb08g002030	51	62	1
OS05G0294600	Sb02g022950	50	74	1
OS05G0295100	Sb08g002830	52	77	1
OS05G0295200	Sb08g002836	49	23	1
OS05G0295300	Sb01g024640	39	39	1
OS05G0295700	Sb05g021360	58	17	1
OS05G0295800	Sb06g003070	82	68	1
OS05G0295900	Sb04g002680	35	57	1
OS05G0297300	Sb01g004875	4	5	1
OS05G0297300	Sb01g004880	19	10	1
OS05G0297300	Sb01g004910	17	11	1
OS05G0297400	Sb02g012980	55	43	1
OS05G0297400	Sb06g028050	54	43	1
OS05G0297900	Sb08g004270	93	93	1
OS05G0297900	Sb09g018810	93	93	1
OS05G0298200	Sb04g020550	70	58	1
OS05G0299200	Sb09g012300	33	56	1
OS05G0299200	Sb09g012310	20	78	1
OS05G0299300	Sb01g019530	1	1	1
OS05G0299300	Sb01g019533	82	64	1
OS05G0300700	Sb04g014190	43	47	1
OS05G0301500	Sb01g048520	84	84	1
OS05G0301600	Sb02g007250	78	78	1
OS05G0301700	Sb07g024370	96	96	1
OS05G0302300	Sb02g000900	45	75	1
OS05G0302300	Sb09g008870	22	67	1
OS05G0302600	Sb01g004050	85	85	1
OS05G0302600	Sb02g005355	61	71	1
OS05G0302700	Sb01g048660	87	87	0
OS05G0303000	Sb01g011310	56	52	1
OS05G0303700	Sb02g029950	60	59	1
OS05G0304100	Sb01g029530	58	59	1
OS05G0304200	Sb05g023220	33	18	1
OS05G0304400	Sb09g020540	94	94	1
OS05G0304600	Sb08g020675	45	70	1
OS05G0304600	Sb08g023120	76	77	1
OS05G0304800	Sb05g007280	22	27	1
OS05G0304900	Sb06g003350	84	73	1
OS05G0305100	Sb09g027090	74	73	0
OS05G0305200	Sb05g001630	80	82	1
OS05G0305300	Sb09g004560	82	80	1
OS05G0305700	Sb06g021360	61	62	0
OS05G0305900	Sb09g006630	73	77	1
OS05G0306000	Sb09g012090	27	77	1
OS05G0307100	Sb01g030220	73	14	0
OS05G0307200	Sb02g041810	69	77	1
OS05G0307400	Sb05g000790	25	38	1
OS05G0307400	Sb08g000900	45	49	1
OS05G0310600	Sb02g034480	74	74	1
OS05G0310750	Sb07g020505	49	28	1
OS05G0310800	Sb08g006370	92	92	1
OS05G0311000	Sb08g006370	92	92	1
OS05G0311600	Sb04g021690	47	44	1
OS05G0311801	Sb03g014490	59	54	1
OS05G0312000	Sb09g005235	65	69	1
OS05G0312500	Sb09g008640	82	83	1
OS05G0313500	Sb06g029150	85	82	1
OS05G0313600	Sb02g041810	58	63	1
OS05G0313900	Sb01g043010	60	12	1
OS05G0313900	Sb01g049860	58	9	1
OS05G0313900	Sb03g010500	60	11	1
OS05G0314100	Sb06g022770	95	95	1
OS05G0315100	Sb01g031600	69	35	1
OS05G0315200	Sb09g012510	65	67	1
OS05G0315700	Sb10g025140	70	69	0
OS05G0316000	Sb09g010430	80	82	1
OS05G0316100	Sb08g004950	89	89	1
OS05G0316200	Sb0019s004610	79	81	1
OS05G0316800	Sb03g042110	59	56	1
OS05G0317200	Sb05g001740	89	89	1
OS05G0317700	Sb01g033855	17	50	1
OS05G0317900	Sb01g033855	17	48	1
OS05G0318100	Sb07g010240	75	74	1
OS05G0318300	Sb03g002850	77	74	0
OS05G0318700	Sb06g029710	74	74	1
OS05G0318700	Sb09g001733	57	63	1
OS05G0319100	Sb01g006080	66	63	1
OS05G0319200	Sb03g003070	75	80	0
OS05G0319700	Sb10g025460	71	73	1
OS05G0319800	Sb10g025470	87	93	1
OS05G0319900	Sb04g020543	76	38	1
OS05G0320100	Sb07g018850	32	32	1
OS05G0320500	Sb06g028540	57	49	1
OS05G0320700	Sb02g010910	90	90	1
OS05G0321600	Sb04g024200	64	36	1
OS05G0321600	Sb09g005560	64	36	1
OS05G0322900	Sb08g005080	39	38	1
OS05G0323100	Sb09g011890	73	74	1
OS05G0323800	Sb09g011240	94	69	1
OS05G0323900	Sb09g011450	87	86	1
OS05G0324100	Sb09g010840	3	1	1
OS05G0324200	Sb09g010840	77	49	1
OS05G0324600	Sb09g012740	39	41	1
OS05G0325200	Sb02g021060	50	53	1
OS05G0325200	Sb02g021065	43	51	1
OS05G0326400	Sb02g021060	49	32	1
OS05G0326400	Sb02g021065	50	37	1
OS05G0327000	Sb02g021060	34	33	1
OS05G0327000	Sb02g021065	27	29	1
OS05G0328300	Sb09g013380	59	25	1
OS05G0331200	Sb03g036480	87	87	1
OS05G0332300	Sb09g013580	80	84	1
OS05G0332600	Sb09g013790	85	62	1
OS05G0333100	Sb09g014000	54	40	1
OS05G0333200	Sb01g045320	91	91	1
OS05G0333500	Sb07g000660	91	91	1
OS05G0334000	Sb07g000660	91	91	1
OS05G0334400	Sb07g000660	91	91	1
OS05G0334750	Sb09g014000	63	64	1
OS05G0335401	Sb06g008555	4	3	0
OS05G0335401	Sb06g008560	3	3	0
OS05G0335500	Sb09g014230	57	57	1
OS05G0335800	Sb03g030775	15	32	1
OS05G0335800	Sb07g023410	14	32	1
OS05G0335800	Sb09g021335	1	3	1
OS05G0336200	Sb09g016190	71	76	1
OS05G0337200	Sb09g014830	68	70	1
OS05G0337400	Sb04g034880	63	67	1
OS05G0338900	Sb09g015245	77	78	0
OS05G0338933	Sb09g015230	52	22	1
OS05G0339000	Sb09g015260	53	54	1
OS05G0339200	Sb09g015460	60	62	1
OS05G0341900	Sb09g015670	55	56	1
OS05G0342000	Sb09g015680	65	54	1
OS05G0342900	Sb09g015880	74	73	1
OS05G0343400	Sb09g015900	67	63	1
OS05G0344200	Sb09g015910	60	65	1
OS05G0344400	Sb09g015920	69	74	1
OS05G0345100	Sb09g015930	80	58	0
OS05G0345175	Sb09g015930	92	17	0
OS05G0345400	Sb09g015940	73	79	1
OS05G0345500	Sb10g000240	75	75	1
OS05G0345700	Sb09g001620	50	43	1
OS05G0345900	Sb02g004170	16	22	1
OS05G0345900	Sb07g028820	50	21	1
OS05G0346100	Sb09g016140	79	78	1
OS05G0346300	Sb09g016170	87	87	1
OS05G0346400	Sb09g016210	96	96	1
OS05G0346500	Sb09g016230	66	68	1
OS05G0346800	Sb09g016240	71	67	1
OS05G0347000	Sb03g029540	84	84	1
OS05G0347000	Sb04g004990	83	84	1
OS05G0347400	Sb09g016440	69	61	1
OS05G0348100	Sb02g024470	79	37	1
OS05G0348900	Sb09g029220	39	20	1
OS05G0349000	Sb09g025860	13	10	1
OS05G0349200	Sb04g035585	7	48	0
OS05G0349500	Sb03g032040	70	70	1
OS05G0349500	Sb09g004010	69	71	1
OS05G0349700	Sb09g016840	89	87	1
OS05G0349800	Sb09g016810	76	74	1
OS05G0349800	Sb09g016830	81	56	1
OS05G0350500	Sb09g016610	91	91	1
OS05G0350600	Sb09g016600	82	81	1
OS05G0350700	Sb03g045540	74	76	1
OS05G0350900	Sb09g016570	32	19	1
OS05G0351200	Sb09g016550	50	54	1
OS05G0351500	Sb09g016520	71	70	1
OS05G0352700	Sb01g018320	0	0	1
OS05G0352700	Sb09g016510	0	0	1
OS05G0352700	Sb09g016515	3	2	1
OS05G0352750	Sb09g016500	43	48	1
OS05G0352800	Sb06g026730	82	76	1
OS05G0353300	Sb09g007230	9	62	1
OS05G0353300	Sb09g016480	65	88	1
OS05G0353400	Sb07g001930	75	89	1
OS05G0353400	Sb09g016470	89	89	1
OS05G0353500	Sb09g016460	64	53	1
OS05G0353600	Sb09g016450	49	68	1
OS05G0354300	Sb09g016860	0	0	0
OS05G0354300	Sb09g016865	0	0	0
OS05G0354300	Sb09g016880	11	71	0
OS05G0354400	Sb09g017080	69	71	1
OS05G0355133	Sb09g017090	77	77	1
OS05G0355200	Sb09g017100	73	71	1
OS05G0355300	Sb09g017110	58	67	1
OS05G0355400	Sb01g034670	77	44	1
OS05G0355500	Sb09g017140	95	95	1
OS05G0355500	Sb09g017150	93	93	1
OS05G0355700	Sb09g017180	59	41	1
OS05G0355900	Sb09g017190	46	45	1
OS05G0356700	Sb09g017200	65	64	1
OS05G0356800	Sb09g017240	62	58	1
OS05G0357100	Sb09g017250	76	78	1
OS05G0357200	Sb09g017280	91	90	1
OS05G0357500	Sb08g001220	34	32	0
OS05G0357500	Sb10g000770	18	26	0
OS05G0357600	Sb01g050020	95	95	1
OS05G0357700	Sb09g017520	74	54	1
OS05G0357800	Sb09g017530	77	78	1
OS05G0358000	Sb09g017540	79	78	1
OS05G0358400	Sb09g017810	79	78	1
OS05G0358500	Sb09g017821	79	79	1
OS05G0358700	Sb09g017830	4	6	0
OS05G0358900	Sb09g017855	43	51	1
OS05G0359000	Sb01g012855	24	19	1
OS05G0359000	Sb01g021525	22	17	1
OS05G0359000	Sb01g026450	15	25	1
OS05G0359000	Sb02g019830	15	24	1
OS05G0359000	Sb02g019881	19	24	1
OS05G0359000	Sb03g021364	23	25	1
OS05G0359000	Sb03g035930	20	17	1
OS05G0359000	Sb04g014590	10	21	1
OS05G0359000	Sb05g005715	2	12	1
OS05G0359000	Sb05g005870	11	29	1
OS05G0359000	Sb05g006383	22	20	1
OS05G0359000	Sb05g024690	25	16	1
OS05G0359000	Sb06g012295	24	18	1
OS05G0359000	Sb06g013800	16	24	1
OS05G0359000	Sb07g018640	22	17	1
OS05G0359000	Sb07g020470	24	21	1
OS05G0359000	Sb08g008240	18	13	1
OS05G0359000	Sb08g016120	23	21	1
OS05G0359000	Sb09g006363	20	26	1
OS05G0359000	Sb09g009300	8	19	1
OS05G0359000	Sb10g015531	12	25	1
OS05G0359000	Sb10g027793	24	21	1
OS05G0359500	Sb09g017860	45	49	1
OS05G0360400	Sb09g017880	48	47	1
OS05G0360400	Sb09g017890	53	47	1
OS05G0360900	Sb03g012790	34	35	1
OS05G0361000	Sb03g001010	48	65	1
OS05G0361000	Sb03g001030	61	63	1
OS05G0361200	Sb04g022900	72	83	1
OS05G0361500	Sb09g017920	74	75	0
OS05G0361700	Sb09g017950	55	54	0
OS05G0361900	Sb04g028930	89	90	1
OS05G0361900	Sb04g033610	90	90	1
OS05G0362100	Sb09g017970	77	50	0
OS05G0362300	Sb09g017980	60	60	1
OS05G0362300	Sb09g017990	65	63	1
OS05G0362600	Sb09g018000	57	73	1
OS05G0363100	Sb09g018060	79	78	1
OS05G0363200	Sb09g018070	83	83	1
OS05G0363500	Sb09g018080	75	82	1
OS05G0363600	Sb09g018090	91	92	1
OS05G0364500	Sb09g018100	66	71	1
OS05G0364600	Sb09g018110	67	77	1
OS05G0364650	Sb03g026270	75	36	1
OS05G0364700	Sb03g026920	64	23	1
OS05G0365000	Sb09g018130	76	70	1
OS05G0365200	Sb09g018140	33	37	1
OS05G0365300	Sb03g036450	52	40	0
OS05G0365300	Sb08g002340	0	0	0
OS05G0365300	Sb08g002345	2	22	0
OS05G0365300	Sb08g002350	51	37	0
OS05G0365300	Sb08g002380	2	4	0
OS05G0365300	Sb08g002390	57	39	0
OS05G0365300	Sb08g002410	57	39	0
OS05G0365300	Sb08g005460	0	0	0
OS05G0365300	Sb08g005463	9	47	0
OS05G0365500	Sb01g043290	60	59	1
OS05G0365500	Sb09g026880	48	82	1
OS05G0365600	Sb09g018145	23	63	1
OS05G0365700	Sb03g037780	46	8	0
OS05G0366000	Sb09g018145	23	63	1
OS05G0366200	Sb03g037780	35	9	0
OS05G0366300	Sb09g018170	76	75	1
OS05G0366600	Sb09g018180	66	75	1
OS05G0366800	Sb09g018180	56	53	1
OS05G0367000	Sb06g031860	100	100	1
OS05G0367100	Sb09g018190	81	84	1
OS05G0367400	Sb09g018200	76	73	1
OS05G0367800	Sb03g041830	72	73	1
OS05G0367900	Sb09g018250	69	66	1
OS05G0368100	Sb09g018260	31	35	1
OS05G0368100	Sb09g018280	32	33	1
OS05G0368300	Sb09g018320	95	95	1
OS05G0368700	Sb09g018380	64	28	1
OS05G0369300	Sb10g030480	23	22	1
OS05G0369300	Sb10g030620	21	20	1
OS05G0369300	Sb10g030630	20	26	1
OS05G0369300	Sb10g030640	20	19	1
OS05G0369300	Sb10g030650	16	28	1
OS05G0369300	Sb10g030660	15	20	1
OS05G0369300	Sb10g030670	18	21	1
OS05G0369300	Sb10g030690	15	24	1
OS05G0369300	Sb10g030700	22	22	1
OS05G0369300	Sb10g030710	15	22	1
OS05G0369500	Sb10g030480	22	22	1
OS05G0369500	Sb10g030620	21	21	1
OS05G0369500	Sb10g030630	19	25	1
OS05G0369500	Sb10g030640	23	22	1
OS05G0369500	Sb10g030650	16	28	1
OS05G0369500	Sb10g030660	14	19	1
OS05G0369500	Sb10g030670	19	24	1
OS05G0369500	Sb10g030690	15	24	1
OS05G0369500	Sb10g030700	21	21	1
OS05G0369500	Sb10g030710	17	25	1
OS05G0369900	Sb10g030480	18	12	1
OS05G0369900	Sb10g030620	17	11	1
OS05G0369900	Sb10g030630	14	13	1
OS05G0369900	Sb10g030640	16	11	1
OS05G0369900	Sb10g030650	7	9	1
OS05G0369900	Sb10g030660	15	13	1
OS05G0369900	Sb10g030670	14	12	1
OS05G0369900	Sb10g030690	14	15	1
OS05G0369900	Sb10g030700	20	13	1
OS05G0369900	Sb10g030710	10	10	1
OS05G0370000	Sb09g018390	55	80	1
OS05G0370300	Sb09g018410	27	54	1
OS05G0370600	Sb10g024200	95	95	1
OS05G0370700	Sb09g018440	63	65	1
OS05G0370900	Sb09g018440	46	56	1
OS05G0371100	Sb09g018450	4	1	1
OS05G0371200	Sb03g010550	100	100	0
OS05G0371500	Sb09g002160	67	53	1
OS05G0371500	Sb09g018460	73	51	1
OS05G0371600	Sb09g018470	57	84	1
OS05G0372000	Sb09g018480	64	61	1
OS05G0372100	Sb09g018490	79	82	1
OS05G0372100	Sb09g018500	82	85	1
OS05G0372200	Sb04g026820	72	72	1
OS05G0372300	Sb03g028600	71	68	1
OS05G0372300	Sb03g028610	71	70	1
OS05G0372400	Sb09g018520	80	79	1
OS05G0372800	Sb09g018560	67	71	1
OS05G0373000	Sb09g018590	41	58	1
OS05G0373300	Sb09g018600	79	84	1
OS05G0373400	Sb09g018610	79	81	1
OS05G0373500	Sb09g018620	63	67	1
OS05G0373700	Sb01g035320	78	77	0
OS05G0373700	Sb07g026160	78	77	0
OS05G0373900	Sb09g018630	89	89	1
OS05G0374200	Sb09g018640	81	81	1
OS05G0374600	Sb09g018680	68	19	1
OS05G0375100	Sb09g018720	77	77	1
OS05G0375400	Sb09g018730	81	81	0
OS05G0375600	Sb09g018740	58	33	1
OS05G0375700	Sb08g018620	56	59	1
OS05G0376200	Sb06g021560	72	51	1
OS05G0376300	Sb06g021570	69	70	1
OS05G0376400	Sb06g021580	72	39	1
OS05G0376600	Sb09g018780	53	60	1
OS05G0376800	Sb09g018790	47	53	1
OS05G0377000	Sb09g018800	79	80	1
OS05G0377150	Sb01g022418	33	51	1
OS05G0377150	Sb02g007516	36	55	1
OS05G0377150	Sb06g031375	36	55	1
OS05G0377150	Sb10g008165	36	55	1
OS05G0378200	Sb09g018540	32	31	1
OS05G0378200	Sb09g018550	30	34	1
OS05G0378800	Sb09g018820	85	85	1
OS05G0378900	Sb09g018830	89	89	1
OS05G0379300	Sb02g040030	42	27	1
OS05G0380700	Sb03g018841	49	11	0
OS05G0380900	Sb09g018860	68	68	1
OS05G0381500	Sb09g018870	87	36	1
OS05G0381600	Sb09g018880	46	15	1
OS05G0381600	Sb10g022330	8	4	1
OS05G0382000	Sb09g018900	72	74	1
OS05G0382200	Sb09g018910	83	81	1
OS05G0382500	Sb09g018930	74	75	1
OS05G0382600	Sb09g018970	79	77	1
OS05G0382900	Sb09g018980	67	70	1
OS05G0383000	Sb09g018990	75	75	1
OS05G0383100	Sb04g001630	90	90	1
OS05G0383200	Sb09g019000	49	45	1
OS05G0384600	Sb09g019010	70	70	1
OS05G0385400	Sb09g019020	70	73	1
OS05G0386000	Sb09g019030	83	83	1
OS05G0386201	Sb09g019040	39	50	1
OS05G0386400	Sb09g019050	55	57	1
OS05G0386800	Sb01g007750	71	76	1
OS05G0386800	Sb01g007760	85	86	1
OS05G0386900	Sb09g019070	89	89	1
OS05G0387200	Sb09g019100	91	92	1
OS05G0387700	Sb09g019110	65	72	1
OS05G0387800	Sb04g034560	73	73	1
OS05G0387800	Sb04g034570	50	75	1
OS05G0387900	Sb09g019120	76	72	1
OS05G0388025	Sb01g015910	36	19	1
OS05G0388400	Sb09g019130	64	35	1
OS05G0388500	Sb09g019170	81	84	1
OS05G0388600	Sb09g019180	81	74	1
OS05G0389000	Sb09g019190	74	56	1
OS05G0389300	Sb09g019200	99	100	1
OS05G0389400	Sb09g019220	87	86	1
OS05G0389500	Sb09g019230	71	70	1
OS05G0389600	Sb09g019240	72	73	1
OS05G0389700	Sb09g019250	82	82	1
OS05G0389800	Sb09g019260	72	71	1
OS05G0390000	Sb09g019276	61	74	1
OS05G0390100	Sb09g019290	80	70	1
OS05G0390300	Sb09g019300	33	32	1
OS05G0390500	Sb09g019310	64	63	1
OS05G0390500	Sb10g025580	67	64	1
OS05G0390600	Sb09g019325	21	86	1
OS05G0390600	Sb09g019330	41	80	1
OS05G0390800	Sb01g046040	43	46	1
OS05G0390800	Sb03g037575	47	44	1
OS05G0391200	Sb09g019340	92	54	1
OS05G0391500	Sb09g019350	83	83	1
OS05G0391600	Sb09g019360	81	86	1
OS05G0392100	Sb09g019380	81	68	1
OS05G0392200	Sb09g019390	64	67	1
OS05G0392400	Sb09g019410	92	27	1
OS05G0392700	Sb09g019430	87	86	1
OS05G0393100	Sb09g019440	73	72	1
OS05G0393200	Sb09g019460	70	71	1
OS05G0393400	Sb09g019470	78	78	1
OS05G0393700	Sb09g019480	79	73	1
OS05G0393800	Sb09g021010	87	87	1
OS05G0393900	Sb09g019485	72	72	1
OS05G0394200	Sb09g019490	82	67	1
OS05G0394900	Sb09g019500	8	8	0
OS05G0395000	Sb09g019510	69	68	1
OS05G0395300	Sb09g019520	86	83	1
OS05G0395400	Sb09g019530	40	46	1
OS05G0396900	Sb09g019540	76	78	1
OS05G0397300	Sb09g019550	64	60	1
OS05G0397650	Sb09g019560	68	71	1
OS05G0397700	Sb09g019570	75	79	1
OS05G0397800	Sb09g019580	53	29	1
OS05G0397900	Sb09g019590	67	60	1
OS05G0398000	Sb09g019600	61	35	1
OS05G0398100	Sb09g019610	86	26	1
OS05G0398800	Sb09g019620	66	68	1
OS05G0399100	Sb09g019630	78	79	1
OS05G0399200	Sb09g019640	79	79	1
OS05G0399200	Sb09g019650	78	78	1
OS05G0399300	Sb09g019660	80	49	1
OS05G0399800	Sb06g020750	56	23	1
OS05G0400100	Sb09g019670	54	53	1
OS05G0400200	Sb09g019670	53	46	1
OS05G0400400	Sb05g002090	89	87	1
OS05G0400600	Sb03g003980	82	81	1
OS05G0400700	Sb03g003990	99	99	1
OS05G0400700	Sb09g019690	99	99	1
OS05G0400800	Sb01g032260	86	43	1
OS05G0400800	Sb09g019700	87	44	1
OS05G0401000	Sb09g019710	82	83	1
OS05G0401100	Sb09g019720	80	81	1
OS05G0401200	Sb04g010390	81	76	1
OS05G0401300	Sb09g019730	75	75	1
OS05G0402300	Sb09g019750	80	80	1
OS05G0402700	Sb03g043140	89	84	1
OS05G0402700	Sb04g019020	89	82	1
OS05G0402800	Sb09g019760	87	53	1
OS05G0402900	Sb09g019770	80	78	1
OS05G0403000	Sb09g019770	73	71	1
OS05G0403100	Sb09g019770	74	57	1
OS05G0403300	Sb09g019770	72	73	1
OS05G0403600	Sb09g019790	29	53	1
OS05G0403600	Sb09g019960	54	55	1
OS05G0403600	Sb10g024990	55	55	1
OS05G0404000	Sb09g019800	79	80	1
OS05G0404200	Sb09g019820	61	64	1
OS05G0404300	Sb09g019830	65	70	1
OS05G0404400	Sb09g019840	73	71	1
OS05G0404600	Sb09g019900	66	62	1
OS05G0404600	Sb09g019910	73	68	1
OS05G0405000	Sb09g019930	82	82	1
OS05G0405400	Sb09g019940	72	34	1
OS05G0405500	Sb06g030010	61	68	1
OS05G0405500	Sb09g019950	66	74	1
OS05G0405600	Sb06g030010	70	70	1
OS05G0405600	Sb09g019950	78	78	1
OS05G0405900	Sb09g019970	81	81	1
OS05G0406000	Sb09g019980	61	30	1
OS05G0406100	Sb09g019990	69	63	0
OS05G0406800	Sb09g020010	85	83	1
OS05G0407100	Sb09g020060	71	74	1
OS05G0407200	Sb09g020070	67	77	1
OS05G0407500	Sb09g020080	84	83	1
OS05G0407900	Sb09g020090	64	63	1
OS05G0408200	Sb09g020110	70	68	1
OS05G0408300	Sb09g020120	92	91	1
OS05G0408800	Sb09g020130	66	71	1
OS05G0408900	Sb09g020140	88	88	1
OS05G0409000	Sb09g020150	74	82	1
OS05G0409100	Sb01g028890	70	72	1
OS05G0409200	Sb04g026090	64	13	1
OS05G0409200	Sb04g026160	64	12	1
OS05G0409200	Sb04g033560	46	20	1
OS05G0409300	Sb09g020170	51	53	1
OS05G0409400	Sb09g020180	69	74	1
OS05G0409500	Sb09g020200	68	83	1
OS05G0409800	Sb09g020210	75	81	1
OS05G0410200	Sb09g020220	70	70	1
OS05G0410200	Sb09g020230	77	76	1
OS05G0410500	Sb09g020240	75	69	1
OS05G0410500	Sb09g020250	73	69	1
OS05G0410500	Sb09g020280	78	74	1
OS05G0410500	Sb10g011200	72	69	1
OS05G0410800	Sb09g020290	75	28	1
OS05G0410900	Sb09g020300	77	77	1
OS05G0411200	Sb09g020310	74	74	1
OS05G0411300	Sb04g024720	14	86	1
OS05G0411300	Sb09g020320	76	75	1
OS05G0411600	Sb09g020330	77	73	1
OS05G0412000	Sb09g020340	51	63	1
OS05G0412800	Sb09g020350	78	81	1
OS05G0413200	Sb03g011510	99	98	1
OS05G0413400	Sb09g020370	69	70	1
OS05G0414200	Sb09g020393	46	34	1
OS05G0414200	Sb09g020396	1	1	1
OS05G0414300	Sb09g020400	61	61	1
OS05G0414400	Sb02g016190	6	15	1
OS05G0414400	Sb08g016890	6	10	1
OS05G0414400	Sb08g016900	19	29	1
OS05G0414501	Sb02g016190	0	1	1
OS05G0414501	Sb08g016890	22	30	1
OS05G0414501	Sb08g016900	1	1	1
