Gene stable ID	Hordeum vulgare gene stable ID	% identity	Hordeum vulgare % identity	Orthology confidence [0 low, 1 high]
OS03G0854000	MLOC_16676	35	53	1
OS03G0854100	MLOC_60310	82	82	1
OS03G0854200	MLOC_38365	55	84	1
OS03G0854300	MLOC_21134	8	63	1
OS03G0854300	MLOC_41905	8	69	1
OS03G0854300	MLOC_47802	13	57	1
OS03G0854300	MLOC_61495	66	75	1
OS03G0854300	MLOC_8150	12	66	1
OS03G0854500	MLOC_67043	50	71	1
OS03G0854600	MLOC_80451	40	63	1
OS03G0854800	MLOC_66554	52	52	1
OS03G0855100	MLOC_58349	51	56	1
OS03G0855500	MLOC_51631	59	56	1
OS03G0855600	MLOC_74247	43	69	1
OS03G0856000	MLOC_35013	66	64	1
OS03G0856100	MLOC_55980	74	64	1
OS03G0856200	MLOC_49689	84	61	1
OS03G0856300	MLOC_49688	58	47	1
OS03G0856400	MLOC_81057	85	84	1
OS03G0856500	MLOC_51334	48	66	1
OS03G0856700	MLOC_16059	68	71	0
OS03G0857400	MLOC_7826	70	70	1
OS03G0857500	MLOC_58215	77	68	1
OS03G0857600	MLOC_75346	33	67	1
OS03G0857600	MLOC_75895	69	69	1
OS03G0857750	MLOC_37020	82	40	1
OS03G0857900	MLOC_5705	69	69	1
OS03G0858100	MLOC_81454	93	94	1
OS03G0858200	MLOC_56516	57	55	1
OS03G0858400	MLOC_35120	21	74	1
OS03G0858600	MLOC_70799	40	63	0
OS03G0858800	MLOC_64330	68	57	0
OS03G0859100	MLOC_72999	52	59	1
OS03G0859500	MLOC_69405	74	74	1
OS03G0859600	MLOC_65787	92	49	1
OS03G0859700	MLOC_65787	77	24	1
OS03G0859900	MLOC_12550	56	50	1
OS03G0859900	MLOC_13849	58	45	1
OS03G0860000	MLOC_5194	1	0	1
OS03G0860100	MLOC_26140	37	46	1
OS03G0860100	MLOC_80197	53	43	1
OS03G0860600	MLOC_19342	48	49	0
OS03G0860600	MLOC_23666	48	55	0
OS03G0860600	MLOC_26129	22	43	0
OS03G0860600	MLOC_55350	58	59	0
OS03G0860600	MLOC_58934	58	57	0
OS03G0860600	MLOC_61547	52	55	0
OS03G0860600	MLOC_62020	60	60	0
OS03G0860600	MLOC_63	53	54	0
OS03G0860600	MLOC_70851	43	54	0
OS03G0860600	MLOC_73240	60	56	0
OS03G0860700	MLOC_72134	83	68	1
OS03G0860801	MLOC_40441	0	0	1
OS03G0860900	MLOC_35099	30	72	1
OS03G0861100	MLOC_18123	30	69	1
OS03G0861100	MLOC_19700	31	70	1
OS03G0861100	MLOC_38189	28	50	1
OS03G0861300	MLOC_17384	66	63	1
OS03G0861300	MLOC_18325	71	71	1
OS03G0861300	MLOC_44991	68	66	1
OS03G0861300	MLOC_61081	64	61	1
OS03G0861400	MLOC_34972	33	48	1
OS03G0861700	MLOC_12036	63	62	1
OS03G0861800	MLOC_32803	51	53	1
OS03G0861800	MLOC_72803	47	56	1
OS03G0861900	MLOC_16143	55	68	1
OS03G0862100	MLOC_21595	62	62	1
OS04G0101400	MLOC_21688	64	67	1
OS04G0101700	MLOC_62712	78	62	1
OS04G0101800	MLOC_62710	26	72	1
OS04G0102500	MLOC_13122	72	61	1
OS04G0102500	MLOC_18035	79	76	1
OS04G0102500	MLOC_66130	74	73	1
OS04G0102600	MLOC_70878	59	81	0
OS04G0102700	MLOC_44719	54	81	0
OS04G0102700	MLOC_61983	32	76	0
OS04G0103100	MLOC_5777	55	56	1
OS04G0103200	MLOC_5776	82	82	1
OS04G0103300	MLOC_5775	40	88	1
OS04G0103500	MLOC_4754	66	66	0
OS04G0103700	MLOC_4754	67	66	0
OS04G0105000	MLOC_54900	64	46	1
OS04G0105100	MLOC_55792	54	48	1
OS04G0105200	MLOC_69888	63	63	1
OS04G0105300	MLOC_11544	67	60	1
OS04G0105400	MLOC_57106	67	58	1
OS04G0105500	MLOC_57107	66	76	1
OS04G0106300	MLOC_65968	91	90	1
OS04G0106400	MLOC_22325	26	68	1
OS04G0106500	MLOC_64377	36	42	0
OS04G0107200	MLOC_65859	78	74	1
OS04G0107300	MLOC_65861	55	74	0
OS04G0107500	MLOC_37472	44	72	0
OS04G0107600	MLOC_58866	69	71	0
OS04G0107700	MLOC_23006	45	45	0
OS04G0107900	MLOC_10369	16	59	0
OS04G0108300	MLOC_13095	48	62	1
OS04G0109100	MLOC_2862	39	38	0
OS04G0109400	MLOC_2862	34	30	0
OS04G0109500	MLOC_71178	45	50	1
OS04G0109900	MLOC_74942	75	68	0
OS04G0110100	MLOC_71178	54	57	1
OS04G0110200	MLOC_132	88	87	1
OS04G0110400	MLOC_23105	19	74	1
OS04G0110500	MLOC_52379	77	78	1
OS04G0110600	MLOC_10641	6	2	0
OS04G0111200	MLOC_15256	69	55	1
OS04G0111200	MLOC_38928	22	78	1
OS04G0111225	MLOC_15256	25	17	1
OS04G0111225	MLOC_38928	0	0	1
OS04G0112200	MLOC_6746	27	58	1
OS04G0112300	MLOC_44694	46	67	1
OS04G0112300	MLOC_68945	78	72	1
OS04G0113100	MLOC_11576	80	63	1
OS04G0113100	MLOC_27819	46	85	1
OS04G0114801	MLOC_58838	28	15	0
OS04G0115400	MLOC_58838	72	34	0
OS04G0115500	MLOC_43901	17	50	0
OS04G0115650	MLOC_19539	17	39	0
OS04G0115650	MLOC_6582	37	36	0
OS04G0115650	MLOC_81389	38	36	0
OS04G0115650	MLOC_81553	36	33	0
OS04G0116200	MLOC_65429	49	47	1
OS04G0116900	MLOC_65429	50	50	1
OS04G0117100	MLOC_77140	79	82	1
OS04G0117200	MLOC_34382	20	23	1
OS04G0117200	MLOC_80130	31	43	1
OS04G0117300	MLOC_58480	84	41	1
OS04G0117600	MLOC_54117	70	76	1
OS04G0117900	MLOC_74329	40	63	1
OS04G0118100	MLOC_74329	42	66	1
OS04G0118400	MLOC_15661	95	95	1
OS04G0118500	MLOC_54115	85	85	1
OS04G0118700	MLOC_64521	66	78	1
OS04G0118900	MLOC_64522	62	64	1
OS04G0119000	MLOC_19326	46	45	1
OS04G0119300	MLOC_57454	70	68	1
OS04G0119400	MLOC_62637	82	71	1
OS04G0119500	MLOC_62638	76	74	1
OS04G0120100	MLOC_60561	57	20	0
OS04G0120300	MLOC_60561	54	56	0
OS04G0121100	MLOC_60561	47	57	0
OS04G0121200	MLOC_60561	56	19	0
OS04G0121300	MLOC_60561	49	58	0
OS04G0125700	MLOC_61829	41	44	0
OS04G0126600	MLOC_60561	63	31	0
OS04G0127100	MLOC_60561	10	2	0
OS04G0127200	MLOC_60561	47	50	0
OS04G0127500	MLOC_56410	46	44	0
OS04G0127800	MLOC_10372	26	31	1
OS04G0127800	MLOC_6115	23	28	1
OS04G0128001	MLOC_50992	32	49	0
OS04G0128001	MLOC_53605	47	47	0
OS04G0128001	MLOC_58687	44	45	0
OS04G0128400	MLOC_50992	31	49	0
OS04G0128400	MLOC_53605	48	48	0
OS04G0128400	MLOC_58687	48	49	0
OS04G0128900	MLOC_17616	44	80	1
OS04G0128900	MLOC_80496	74	69	1
OS04G0129200	MLOC_17219	44	73	1
OS04G0129500	MLOC_17932	54	93	1
OS04G0129600	MLOC_22167	22	56	1
OS04G0129900	MLOC_33841	10	49	0
OS04G0131850	MLOC_61342	52	42	0
OS04G0131900	MLOC_61342	59	88	0
OS04G0132300	MLOC_22255	53	83	1
OS04G0132500	MLOC_62236	65	76	0
OS04G0135400	MLOC_61829	41	18	0
OS04G0136000	MLOC_61829	28	8	0
OS04G0136200	MLOC_6471	79	74	1
OS04G0136700	MLOC_74461	64	83	1
OS04G0136900	MLOC_40063	55	28	1
OS04G0137500	MLOC_63030	91	91	0
OS04G0138800	MLOC_61829	42	16	0
OS04G0139100	MLOC_13173	32	22	1
OS04G0139100	MLOC_58082	30	21	1
OS04G0140666	MLOC_61829	35	25	0
OS04G0141400	MLOC_61829	41	41	0
OS04G0144300	MLOC_13173	33	9	1
OS04G0144300	MLOC_58082	31	9	1
OS04G0147200	MLOC_13173	29	21	1
OS04G0147200	MLOC_58082	28	19	1
OS04G0150300	MLOC_13173	37	20	1
OS04G0150300	MLOC_58082	33	17	1
OS04G0151800	MLOC_37532	80	77	1
OS04G0151900	MLOC_68556	80	87	1
OS04G0152500	MLOC_13173	34	21	1
OS04G0152500	MLOC_58082	32	19	1
OS04G0162100	MLOC_71026	52	47	1
OS04G0162500	MLOC_39918	23	37	0
OS04G0162600	MLOC_3917	46	47	0
OS04G0164701	MLOC_3917	35	16	0
OS04G0164900	MLOC_9861	36	81	1
OS04G0165000	MLOC_63476	33	71	0
OS04G0165300	MLOC_80474	46	56	1
OS04G0165400	MLOC_15072	85	89	1
OS04G0165500	MLOC_56401	86	86	1
OS04G0165600	MLOC_69244	41	39	1
OS04G0165700	MLOC_69242	80	81	1
OS04G0165900	MLOC_50352	41	23	0
OS04G0165900	MLOC_59351	47	35	0
OS04G0165900	MLOC_70916	28	18	0
OS04G0166000	MLOC_50352	43	50	0
OS04G0166000	MLOC_59351	34	52	0
OS04G0166000	MLOC_70916	37	51	0
OS04G0166400	MLOC_12524	46	48	1
OS04G0166600	MLOC_59390	86	85	1
OS04G0168400	MLOC_64856	30	23	1
OS04G0169100	MLOC_64196	78	77	1
OS04G0169500	MLOC_34107	79	19	1
OS04G0171600	MLOC_58632	54	50	0
OS04G0171800	MLOC_58632	56	58	0
OS04G0173800	MLOC_68388	53	57	0
OS04G0174100	MLOC_58632	63	27	0
OS04G0174800	MLOC_54502	93	77	1
OS04G0174900	MLOC_58877	87	87	0
OS04G0175500	MLOC_24239	21	40	0
OS04G0175500	MLOC_34281	24	43	0
OS04G0175500	MLOC_80085	44	24	0
OS04G0175500	MLOC_8366	45	42	0
OS04G0176400	MLOC_60849	57	57	1
OS04G0177000	MLOC_12543	63	79	1
OS04G0177100	MLOC_34670	62	57	1
OS04G0177400	MLOC_78794	40	64	1
OS04G0177600	MLOC_14719	35	86	1
OS04G0178300	MLOC_46367	18	64	1
OS04G0178400	MLOC_1260	62	63	0
OS04G0178400	MLOC_25595	44	64	0
OS04G0178400	MLOC_40495	48	65	0
OS04G0179700	MLOC_13618	52	52	0
OS04G0180400	MLOC_1260	62	66	0
OS04G0180400	MLOC_25595	45	68	0
OS04G0180400	MLOC_40495	48	68	0
OS04G0181100	MLOC_69378	84	84	1
OS04G0182200	MLOC_3130	45	86	0
OS04G0182200	MLOC_56754	71	72	0
OS04G0182200	MLOC_73651	70	70	0
OS04G0182600	MLOC_36523	1	0	1
OS04G0182650	MLOC_36523	85	54	1
OS04G0182800	MLOC_80455	35	91	0
OS04G0183100	MLOC_15952	57	73	0
OS04G0183300	MLOC_22737	63	72	1
OS04G0183300	MLOC_50991	32	31	1
OS04G0183500	MLOC_55294	70	70	0
OS04G0183500	MLOC_80073	74	73	0
OS04G0184100	MLOC_55294	69	69	0
OS04G0184100	MLOC_80073	71	70	0
OS04G0185100	MLOC_45442	11	52	1
OS04G0185100	MLOC_71372	47	65	1
OS04G0188500	MLOC_63202	57	61	1
OS04G0188500	MLOC_78938	56	57	1
OS04G0189400	MLOC_14136	41	60	1
OS04G0189400	MLOC_57002	46	67	1
OS04G0189800	MLOC_14136	36	57	1
OS04G0189800	MLOC_57002	34	54	1
OS04G0191400	MLOC_14135	42	45	1
OS04G0191600	MLOC_18877	39	36	1
OS04G0191600	MLOC_55208	42	44	1
OS04G0191600	MLOC_56020	42	44	1
OS04G0191600	MLOC_58721	42	41	1
OS04G0191600	MLOC_60059	23	41	1
OS04G0191600	MLOC_60372	40	42	1
OS04G0191600	MLOC_76100	44	47	1
OS04G0191600	MLOC_80739	38	40	1
OS04G0191800	MLOC_18877	38	36	1
OS04G0191800	MLOC_55208	41	43	1
OS04G0191800	MLOC_56020	43	45	1
OS04G0191800	MLOC_58721	43	42	1
OS04G0191800	MLOC_60059	23	40	1
OS04G0191800	MLOC_60372	41	43	1
OS04G0191800	MLOC_76100	42	46	1
OS04G0191800	MLOC_80739	39	41	1
OS04G0192775	MLOC_57169	36	15	1
OS04G0193200	MLOC_57169	55	42	1
OS04G0193300	MLOC_18877	38	37	1
OS04G0193300	MLOC_55208	41	44	1
OS04G0193300	MLOC_56020	42	45	1
OS04G0193300	MLOC_58721	42	42	1
OS04G0193300	MLOC_60059	23	40	1
OS04G0193300	MLOC_60372	43	46	1
OS04G0193300	MLOC_76100	42	47	1
OS04G0193300	MLOC_80739	40	42	1
OS04G0193950	MLOC_23425	37	30	1
OS04G0194000	MLOC_18877	44	38	1
OS04G0194000	MLOC_55208	44	43	1
OS04G0194000	MLOC_56020	45	44	1
OS04G0194000	MLOC_58721	46	42	1
OS04G0194000	MLOC_60059	27	44	1
OS04G0194000	MLOC_60372	44	43	1
OS04G0194000	MLOC_76100	46	47	1
OS04G0194000	MLOC_80739	43	41	1
OS04G0194466	MLOC_24239	22	43	0
OS04G0194466	MLOC_34281	21	40	0
OS04G0194466	MLOC_80085	44	25	0
OS04G0194466	MLOC_8366	45	43	0
OS04G0194500	MLOC_52698	75	82	0
OS04G0194600	MLOC_61513	41	85	1
OS04G0195000	MLOC_59469	85	86	1
OS04G0196600	MLOC_14837	49	72	1
OS04G0197200	MLOC_11553	51	63	0
OS04G0197200	MLOC_64775	56	38	0
OS04G0201200	MLOC_60307	38	29	1
OS04G0201800	MLOC_61723	73	52	1
OS04G0202300	MLOC_51311	56	56	1
OS04G0202300	MLOC_75639	42	64	1
OS04G0202300	MLOC_76769	41	63	1
OS04G0202500	MLOC_51311	55	39	1
OS04G0202500	MLOC_75639	57	61	1
OS04G0202500	MLOC_76769	56	61	1
OS04G0203600	MLOC_24124	24	35	0
OS04G0203600	MLOC_65675	67	53	0
OS04G0204000	MLOC_81137	76	59	0
OS04G0204100	MLOC_24124	26	37	0
OS04G0204100	MLOC_65675	69	53	0
OS04G0204200	MLOC_53546	45	42	1
OS04G0204200	MLOC_8079	49	39	1
OS04G0205200	MLOC_18226	1	1	0
OS04G0206000	MLOC_37045	50	79	1
OS04G0206401	MLOC_7489	35	45	1
OS04G0206401	MLOC_81734	32	34	1
OS04G0206450	MLOC_24124	27	34	0
OS04G0206450	MLOC_65675	70	49	0
OS04G0206500	MLOC_81137	75	75	0
OS04G0206600	MLOC_24124	36	65	0
OS04G0206600	MLOC_65675	70	69	0
OS04G0206700	MLOC_37045	37	81	1
OS04G0208200	MLOC_18612	42	70	0
OS04G0208400	MLOC_3146	19	54	0
OS04G0208400	MLOC_43355	14	43	0
OS04G0208400	MLOC_53689	9	27	0
OS04G0208400	MLOC_65443	49	48	0
OS04G0208400	MLOC_70092	41	53	0
OS04G0208400	MLOC_71963	14	42	0
OS04G0208500	MLOC_71218	53	53	1
OS04G0208600	MLOC_56339	52	53	0
OS04G0208900	MLOC_17091	59	75	1
OS04G0209200	MLOC_5957	79	81	1
OS04G0212200	MLOC_57508	20	13	1
OS04G0212450	MLOC_13461	52	31	1
OS04G0212450	MLOC_25063	19	45	1
OS04G0212450	MLOC_54952	15	36	1
OS04G0212700	MLOC_23606	21	40	1
OS04G0212700	MLOC_71846	17	64	1
OS04G0217900	MLOC_81097	82	41	1
OS04G0218100	MLOC_55328	81	82	1
OS04G0218600	MLOC_64873	74	37	1
OS04G0218701	MLOC_64873	24	4	1
OS04G0218900	MLOC_81097	82	79	1
OS04G0220300	MLOC_48019	32	21	1
OS04G0221300	MLOC_26071	68	65	1
OS04G0221600	MLOC_81817	48	55	1
OS04G0221800	MLOC_44334	31	37	0
OS04G0223000	MLOC_12712	57	75	1
OS04G0223000	MLOC_59997	55	84	1
OS04G0223300	MLOC_14804	79	78	1
OS04G0223500	MLOC_63757	82	82	0
OS04G0223901	MLOC_63757	80	80	0
OS04G0224600	MLOC_74610	51	73	1
OS04G0224900	MLOC_11990	95	77	1
OS04G0225001	MLOC_11990	1	0	1
OS04G0226800	MLOC_61793	57	48	0
OS04G0227200	MLOC_61793	64	59	0
OS04G0227500	MLOC_67319	50	79	1
OS04G0228000	MLOC_63015	62	83	1
OS04G0228100	MLOC_63016	38	53	1
OS04G0228400	MLOC_76682	84	69	1
OS04G0228600	MLOC_33538	38	29	1
OS04G0229100	MLOC_48245	51	83	1
OS04G0233400	MLOC_56278	79	70	1
OS04G0234402	MLOC_27455	52	80	1
OS04G0234600	MLOC_59924	91	91	0
OS04G0243700	MLOC_23980	67	60	1
OS04G0244400	MLOC_69463	70	86	1
OS04G0244500	MLOC_55585	36	73	1
OS04G0244800	MLOC_56660	93	93	1
OS04G0245000	MLOC_4770	0	2	0
OS04G0245000	MLOC_54490	58	42	0
OS04G0249500	MLOC_10031	89	87	1
OS04G0249500	MLOC_36794	88	81	1
OS04G0252200	MLOC_12182	35	35	0
OS04G0252200	MLOC_4350	2	1	0
OS04G0254000	MLOC_67347	72	86	1
OS04G0255600	MLOC_55120	27	79	1
OS04G0258900	MLOC_55119	77	70	1
OS04G0259100	MLOC_43651	14	40	1
OS04G0259100	MLOC_52963	6	31	1
OS04G0261400	MLOC_58453	63	80	1
OS04G0266400	MLOC_4181	34	68	1
OS04G0266700	MLOC_81256	72	29	0
OS04G0266900	MLOC_21709	82	78	1
OS04G0267600	MLOC_73438	49	38	1
OS04G0269600	MLOC_17390	63	28	0
OS04G0269700	MLOC_19185	31	27	1
OS04G0270100	MLOC_70274	33	62	0
OS04G0270200	MLOC_19302	37	72	1
OS04G0270900	MLOC_34770	31	40	0
OS04G0271000	MLOC_13573	60	78	1
OS04G0271000	MLOC_295	14	42	1
OS04G0271200	MLOC_74183	25	71	1
OS04G0273900	MLOC_57169	44	47	1
OS04G0274100	MLOC_47195	23	27	1
OS04G0274400	MLOC_45846	43	58	1
OS04G0276200	MLOC_74816	11	9	0
OS04G0276600	MLOC_37709	24	66	1
OS04G0278101	MLOC_34008	59	21	1
OS04G0278200	MLOC_1098	2	2	0
OS04G0278200	MLOC_17133	18	34	0
OS04G0278900	MLOC_57069	62	85	1
OS04G0279700	MLOC_23888	45	35	0
OS04G0280200	MLOC_52710	11	68	0
OS04G0280200	MLOC_75454	11	99	0
OS04G0280500	MLOC_38723	48	57	1
OS04G0280500	MLOC_51301	56	27	1
OS04G0280500	MLOC_56478	50	40	1
OS04G0281900	MLOC_21619	82	83	1
OS04G0282200	MLOC_44919	59	65	1
OS04G0282400	MLOC_74521	75	83	1
OS04G0283600	MLOC_59540	42	43	1
OS04G0284100	MLOC_78707	3	2	1
OS04G0284500	MLOC_5422	48	25	1
OS04G0284600	MLOC_80698	26	37	0
OS04G0284900	MLOC_5428	57	57	1
OS04G0287400	MLOC_63184	80	82	1
OS04G0288100	MLOC_65964	43	50	1
OS04G0288500	MLOC_15040	62	62	1
OS04G0288500	MLOC_25651	60	64	1
OS04G0289500	MLOC_76885	63	58	1
OS04G0290800	MLOC_52009	33	79	1
OS04G0295000	MLOC_11498	60	81	1
OS04G0295100	MLOC_11500	77	82	1
OS04G0295100	MLOC_7530	77	82	1
OS04G0295400	MLOC_17700	48	50	1
OS04G0295400	MLOC_53429	41	43	1
OS04G0295400	MLOC_75811	43	45	1
OS04G0298200	MLOC_56757	69	82	1
OS04G0298501	MLOC_18009	9	20	0
OS04G0298501	MLOC_18436	7	25	0
OS04G0298501	MLOC_50364	10	25	0
OS04G0298501	MLOC_76652	13	22	0
OS04G0298600	MLOC_4794	77	84	1
OS04G0298700	MLOC_61107	63	67	1
OS04G0300600	MLOC_13653	23	37	1
OS04G0300600	MLOC_43888	31	34	1
OS04G0300600	MLOC_44850	37	42	1
OS04G0301500	MLOC_62844	55	62	1
OS04G0301700	MLOC_24089	31	68	1
OS04G0301700	MLOC_50439	27	52	1
OS04G0303900	MLOC_54824	58	56	1
OS04G0303950	MLOC_37835	49	45	1
OS04G0304400	MLOC_4407	65	64	1
OS04G0306750	MLOC_3702	50	58	1
OS04G0306800	MLOC_66645	69	70	1
OS04G0307200	MLOC_53295	51	94	1
OS04G0307500	MLOC_28765	12	34	0
OS04G0307500	MLOC_30994	15	35	0
OS04G0307500	MLOC_44844	11	29	0
OS04G0307500	MLOC_9378	20	23	0
OS04G0308400	MLOC_15761	34	36	0
OS04G0308400	MLOC_56924	33	34	0
OS04G0308500	MLOC_15761	32	32	0
OS04G0308500	MLOC_56924	33	33	0
OS04G0308600	MLOC_70869	12	39	0
OS04G0308600	MLOC_82019	28	34	0
OS04G0309600	MLOC_10031	87	85	1
OS04G0309600	MLOC_36794	86	80	1
OS04G0309900	MLOC_70869	12	39	0
OS04G0309900	MLOC_82019	28	35	0
OS04G0310100	MLOC_15761	32	32	0
OS04G0310100	MLOC_56924	33	33	0
OS04G0310200	MLOC_15761	34	36	0
OS04G0310200	MLOC_56924	33	34	0
OS04G0310400	MLOC_35585	16	35	0
OS04G0310400	MLOC_49844	11	31	0
OS04G0310400	MLOC_77384	16	32	0
OS04G0310500	MLOC_79958	63	66	0
OS04G0314100	MLOC_54420	65	51	0
OS04G0317400	MLOC_45717	35	34	1
OS04G0317500	MLOC_45717	33	33	1
OS04G0317800	MLOC_45717	35	34	1
OS04G0319600	MLOC_29311	61	82	1
OS04G0319700	MLOC_54420	74	72	0
OS04G0319800	MLOC_54420	72	72	0
OS04G0320000	MLOC_3630	23	14	1
OS04G0320100	MLOC_38629	77	54	0
OS04G0320200	MLOC_6485	70	80	1
OS04G0320700	MLOC_5718	67	70	1
OS04G0321100	MLOC_5718	52	55	1
OS04G0321500	MLOC_64215	85	85	1
OS04G0321600	MLOC_78789	85	82	0
OS04G0321700	MLOC_64216	80	82	1
OS04G0324100	MLOC_54420	68	70	0
OS04G0326000	MLOC_3630	19	16	1
OS04G0326100	MLOC_54420	71	71	0
OS04G0326201	MLOC_54420	72	43	0
OS04G0328900	MLOC_45717	26	30	1
OS04G0329200	MLOC_45717	32	32	1
OS04G0329300	MLOC_45717	35	34	1
OS04G0337201	MLOC_11443	71	90	1
OS04G0337300	MLOC_11443	0	0	1
OS04G0337800	MLOC_65007	45	79	0
OS04G0340300	MLOC_12039	39	56	1
OS04G0343050	MLOC_9354	33	40	1
OS04G0344100	MLOC_12039	43	57	1
OS04G0344400	MLOC_12039	40	55	1
OS04G0345400	MLOC_12039	44	54	1
OS04G0346000	MLOC_77814	78	82	1
OS04G0346100	MLOC_53060	98	98	1
OS04G0346800	MLOC_21049	58	60	1
OS04G0346900	MLOC_28796	22	9	1
OS04G0347400	MLOC_28796	25	15	1
OS04G0347600	MLOC_5320	76	82	1
OS04G0347700	MLOC_59143	80	19	1
OS04G0347700	MLOC_67215	0	0	1
OS04G0347800	MLOC_59143	6	3	1
OS04G0347800	MLOC_67215	54	75	1
OS04G0347900	MLOC_27319	13	30	1
OS04G0347900	MLOC_35598	12	34	1
OS04G0347900	MLOC_76554	5	46	1
OS04G0348100	MLOC_57192	30	89	1
OS04G0348300	MLOC_68734	54	69	1
OS04G0348400	MLOC_17402	59	74	1
OS04G0348600	MLOC_40121	15	8	1
OS04G0348600	MLOC_72690	18	5	1
OS04G0349401	MLOC_71346	16	29	1
OS04G0349500	MLOC_63658	25	98	1
OS04G0349700	MLOC_15369	77	74	0
OS04G0350000	MLOC_18343	52	48	1
OS04G0350000	MLOC_43104	53	48	1
OS04G0350000	MLOC_44563	44	48	1
OS04G0350000	MLOC_59233	50	46	1
OS04G0350000	MLOC_59638	53	51	1
OS04G0350000	MLOC_71447	43	47	1
OS04G0350300	MLOC_77359	74	52	0
OS04G0350700	MLOC_66841	39	25	1
OS04G0351333	MLOC_18343	43	46	1
OS04G0351333	MLOC_43104	45	48	1
OS04G0351333	MLOC_44563	40	49	1
OS04G0351333	MLOC_59233	43	45	1
OS04G0351333	MLOC_59638	44	49	1
OS04G0351333	MLOC_71447	38	48	1
OS04G0352400	MLOC_5001	83	83	1
OS04G0353600	MLOC_11135	54	54	0
OS04G0354200	MLOC_48786	4	35	0
OS04G0354400	MLOC_11135	50	51	0
OS04G0354600	MLOC_11135	56	56	0
OS04G0355500	MLOC_11135	53	19	0
OS04G0357700	MLOC_11924	43	49	1
OS04G0357700	MLOC_16427	35	39	1
OS04G0357700	MLOC_16428	37	42	1
OS04G0357700	MLOC_2305	31	38	1
OS04G0357700	MLOC_55655	37	39	1
OS04G0357700	MLOC_6337	42	48	1
OS04G0358000	MLOC_45070	68	60	1
OS04G0359100	MLOC_45070	73	67	1
OS04G0363700	MLOC_63031	79	45	1
OS04G0364800	MLOC_21677	68	70	1
OS04G0365550	MLOC_21667	29	70	1
OS04G0365550	MLOC_80582	13	41	1
OS04G0368000	MLOC_40282	21	63	1
OS04G0368000	MLOC_58219	21	63	1
OS04G0368300	MLOC_40282	21	62	1
OS04G0368300	MLOC_58219	21	62	1
OS04G0368800	MLOC_40282	20	64	1
OS04G0368800	MLOC_58219	20	65	1
OS04G0369600	MLOC_58006	28	46	1
OS04G0370100	MLOC_40282	20	62	1
OS04G0370100	MLOC_58219	20	62	1
OS04G0370300	MLOC_74899	58	50	0
OS04G0370500	MLOC_74899	26	55	0
OS04G0370600	MLOC_74899	26	56	0
OS04G0370900	MLOC_40282	20	63	1
OS04G0370900	MLOC_58219	20	63	1
OS04G0371100	MLOC_58006	27	29	1
OS04G0371600	MLOC_74899	36	48	0
OS04G0372100	MLOC_40282	36	59	1
OS04G0372100	MLOC_58219	35	58	1
OS04G0372800	MLOC_64063	58	67	1
OS04G0375900	MLOC_14431	34	50	1
OS04G0375900	MLOC_21671	20	27	1
OS04G0376000	MLOC_5129	96	96	1
OS04G0376100	MLOC_44597	24	76	0
OS04G0376200	MLOC_35169	43	32	0
OS04G0376300	MLOC_62832	93	89	1
OS04G0376400	MLOC_65826	44	72	1
OS04G0376500	MLOC_74946	49	96	1
OS04G0376600	MLOC_66968	60	33	1
OS04G0377932	MLOC_6586	55	22	0
OS04G0378200	MLOC_68689	75	76	1
OS04G0379300	MLOC_15380	32	72	0
OS04G0379600	MLOC_55524	63	61	1
OS04G0379700	MLOC_61961	85	45	1
OS04G0379800	MLOC_79234	34	52	1
OS04G0379900	MLOC_72240	91	90	1
OS04G0380200	MLOC_23298	18	52	1
OS04G0380300	MLOC_18361	66	64	1
OS04G0380800	MLOC_70831	26	27	1
OS04G0381100	MLOC_70101	59	80	1
OS04G0381400	MLOC_63040	1	1	0
OS04G0381600	MLOC_10184	42	86	1
OS04G0381700	MLOC_6707	49	49	1
OS04G0382100	MLOC_32084	92	69	1
OS04G0382200	MLOC_59065	81	81	1
OS04G0382300	MLOC_59068	90	90	1
OS04G0382400	MLOC_7808	68	71	1
OS04G0382700	MLOC_59818	91	93	1
OS04G0382800	MLOC_65013	32	59	1
OS04G0385600	MLOC_51823	75	77	0
OS04G0385700	MLOC_51550	76	36	1
OS04G0386500	MLOC_13651	45	89	1
OS04G0386600	MLOC_38894	48	88	0
OS04G0386700	MLOC_36374	73	72	1
OS04G0386900	MLOC_48372	53	50	1
OS04G0387600	MLOC_1954	84	84	1
OS04G0388500	MLOC_58709	66	72	1
OS04G0388601	MLOC_58708	67	63	1
OS04G0388700	MLOC_55399	84	84	1
OS04G0388800	MLOC_55398	76	62	1
OS04G0389800	MLOC_55798	67	82	0
OS04G0390000	MLOC_25246	65	94	1
OS04G0390100	MLOC_43497	42	94	1
OS04G0390500	MLOC_67385	83	84	1
OS04G0390500	MLOC_75136	87	89	1
OS04G0390600	MLOC_16196	79	78	0
OS04G0390700	MLOC_62907	67	67	1
OS04G0390800	MLOC_7881	68	67	0
OS04G0391000	MLOC_25152	10	11	1
OS04G0391500	MLOC_19879	80	85	1
OS04G0391900	MLOC_15937	74	78	1
OS04G0393100	MLOC_15589	22	36	1
OS04G0393200	MLOC_15589	25	37	1
OS04G0393300	MLOC_65497	80	77	1
OS04G0393500	MLOC_63966	88	89	1
OS04G0393900	MLOC_13277	79	84	1
