Gene stable ID	Arabidopsis lyrata gene stable ID	% identity	Arabidopsis lyrata % identity	Orthology confidence [0 low, 1 high]
OS06G0134000	scaffold_802885.1	77	79	0
OS06G0134050	Al_scaffold_0006_4026	20	69	1
OS06G0134050	fgenesh1_pm.C_scaffold_1000624	43	64	1
OS06G0134050	fgenesh2_kg.4__2729__AT2G45330.2	61	59	1
OS06G0134700	fgenesh1_pg.C_scaffold_4002680	55	53	1
OS06G0134700	fgenesh1_pg.C_scaffold_4002682	40	53	1
OS06G0134700	fgenesh1_pg.C_scaffold_4002684	40	53	1
OS06G0134700	fgenesh2_kg.7__2029__AT4G22730.1	49	47	1
OS06G0134700	scaffold_6400002.1	55	55	1
OS06G0134800	fgenesh2_kg.6__3164__AT4G12130.1	56	58	1
OS06G0134900	scaffold_702079.1	40	34	1
OS06G0135000	scaffold_6400001.1	47	13	1
OS06G0135460	fgenesh2_kg.1__4730__AT1G55020.1	45	7	0
OS06G0135460	fgenesh2_kg.3__2453__AT3G22400.1	49	7	0
OS06G0135900	fgenesh1_pm.C_scaffold_6002560	56	44	1
OS06G0135900	fgenesh2_kg.1__1338__AT1G12360.1	62	49	1
OS06G0135900	fgenesh2_kg.1__28__AT1G02010.1	64	51	1
OS06G0136000	scaffold_6400001.1	77	76	1
OS06G0136500	Al_scaffold_0006_3415	49	30	1
OS06G0136500	fgenesh2_kg.2__194__AT1G62880.1	54	33	1
OS06G0136500	scaffold_101356.1	58	35	1
OS06G0136800	fgenesh2_kg.1__1345__AT1G12410.1	52	56	0
OS06G0137100	fgenesh2_kg.1__1347__AT1G12430.1	77	26	0
OS06G0137100	fgenesh2_kg.1__33__AT1G01950.1	79	25	0
OS06G0137300	Al_scaffold_0003_3761	34	52	1
OS06G0137300	Al_scaffold_0801_2	41	73	1
OS06G0137300	fgenesh2_kg.8__241__AT5G45600.1	54	64	1
OS06G0137400	fgenesh2_kg.1__2161__AT1G19830.1	50	50	1
OS06G0137400	fgenesh2_kg.2__1835__AT1G75580.1	50	56	1
OS06G0137400	fgenesh2_kg.7__453__AT4G36110.1	48	55	1
OS06G0137400	fgenesh2_kg.7__612__AT4G34760.1	46	51	1
OS06G0137400	scaffold_303940.1	43	48	1
OS06G0137400	scaffold_304129.1	43	46	1
OS06G0137400	scaffold_400034.1	47	54	1
OS06G0137400	scaffold_700078.1	47	53	1
OS06G0137500	Al_scaffold_0001_2426	20	29	0
OS06G0137500	fgenesh1_pg.C_scaffold_4000967	16	28	0
OS06G0137500	scaffold_401292.1	23	36	0
OS06G0137500	scaffold_604131.1	60	67	0
OS06G0137700	Al_scaffold_0008_3299	75	77	1
OS06G0137700	scaffold_502169.1	74	74	1
OS06G0138000	fgenesh2_kg.4__1513__AT2G34900.1	35	11	1
OS06G0138000	fgenesh2_kg.5__1585__AT3G52280.1	31	10	1
OS06G0138100	fgenesh2_kg.3__3407__AT2G18030.1	57	57	1
OS06G0138200	Al_scaffold_0008_2380	30	61	1
OS06G0138200	fgenesh1_pm.C_scaffold_1003107	30	54	1
OS06G0138200	fgenesh2_kg.3__3396__AT2G17970.1	37	45	1
OS06G0138200	fgenesh2_kg.7__456__AT4G36090.3	39	49	1
OS06G0138400	Al_scaffold_0005_1149	23	32	0
OS06G0138400	scaffold_100642.1	22	24	0
OS06G0138400	scaffold_103116.1	24	28	0
OS06G0138400	scaffold_501234.1	20	26	0
OS06G0138600	scaffold_703888.1	11	39	1
OS06G0139700	Al_scaffold_0008_88	31	56	1
OS06G0139700	scaffold_800105.1	52	51	1
OS06G0139800	fgenesh1_pm.C_scaffold_7001377	49	56	1
OS06G0139800	fgenesh2_kg.8__1012__AT5G51260.1	51	58	1
OS06G0139900	fgenesh1_pm.C_scaffold_7000820	75	79	0
OS06G0140100	scaffold_100016.1	67	68	1
OS06G0140200	fgenesh2_kg.4__1518__AT2G34930.1	33	36	1
OS06G0140300	fgenesh2_kg.4__1518__AT2G34930.1	35	34	1
OS06G0140400	fgenesh2_kg.4__2679__AT2G44910.1	46	37	0
OS06G0140400	fgenesh2_kg.5__2504__AT3G60390.1	47	38	0
OS06G0140400	fgenesh2_kg.8__61__AT5G47370.1	42	38	0
OS06G0140400	scaffold_702713.1	43	39	0
OS06G0140700	fgenesh2_kg.4__2679__AT2G44910.1	38	37	0
OS06G0140700	fgenesh2_kg.5__2504__AT3G60390.1	41	40	0
OS06G0140700	fgenesh2_kg.8__61__AT5G47370.1	35	39	0
OS06G0140700	scaffold_702713.1	38	41	0
OS06G0140800	Al_scaffold_0008_1497	42	39	0
OS06G0140800	fgenesh2_kg.365__1__AT5G61550.1	45	43	0
OS06G0140800	fgenesh2_kg.7__1751__AT4G25160.1	43	42	0
OS06G0140800	fgenesh2_kg.8__2134__AT5G61550.1	42	44	0
OS06G0140800	fgenesh2_kg.8__2137__AT5G61560.1	39	40	0
OS06G0140800	scaffold_801559.1	41	41	0
OS06G0141100	scaffold_802796.1	57	59	0
OS06G0141166	fgenesh2_kg.6__2041__AT5G20070.1	60	55	1
OS06G0142050	fgenesh2_kg.4__1865__AT2G37990.1	55	28	1
OS06G0142600	fgenesh1_pg.C_scaffold_3002045	25	21	1
OS06G0142600	fgenesh2_kg.4__509__AT2G25930.1	31	21	1
OS06G0142650	fgenesh2_kg.6__2037__AT5G20050.1	47	48	0
OS06G0142700	fgenesh2_kg.2__2361__AT1G80230.1	60	54	1
OS06G0142700	fgenesh2_kg.3__1717__AT3G15640.1	61	53	1
OS06G0142700	scaffold_105080.1	60	52	1
OS06G0142800	scaffold_100456.1	58	59	1
OS06G0142900	scaffold_601156.1	68	22	1
OS06G0143000	fgenesh2_kg.6__2326__AT5G23310.1	62	60	1
OS06G0143400	scaffold_100878.1	59	62	1
OS06G0143700	fgenesh2_kg.6__1988__AT5G19600.1	5	5	0
OS06G0143900	fgenesh2_kg.1__4311__AT1G52360.1	82	81	0
OS06G0143900	fgenesh2_kg.3__1753__AT3G15980.3	82	81	0
OS06G0143900	scaffold_203073.1	81	81	0
OS06G0144000	scaffold_203025.1	50	48	1
OS06G0144200	fgenesh2_kg.1__1570__AT1G14420.1	52	51	1
OS06G0144200	fgenesh2_kg.3__102__AT3G01270.1	52	49	1
OS06G0144200	fgenesh2_kg.5__169__AT2G02720.1	50	50	1
OS06G0144200	fgenesh2_kg.6__1486__AT5G15110.1	54	51	1
OS06G0144600	Al_scaffold_0002_1845	51	23	1
OS06G0144800	fgenesh2_kg.7__3428__AT5G39900.1	74	74	1
OS06G0144900	fgenesh2_kg.1__1570__AT1G14420.1	49	51	1
OS06G0144900	fgenesh2_kg.3__102__AT3G01270.1	48	47	1
OS06G0144900	fgenesh2_kg.5__169__AT2G02720.1	49	51	1
OS06G0144900	fgenesh2_kg.6__1486__AT5G15110.1	49	49	1
OS06G0145400	Al_scaffold_0005_891	16	19	1
OS06G0145400	Al_scaffold_0005_893	14	18	1
OS06G0145400	Al_scaffold_0007_3823	13	17	1
OS06G0145400	Al_scaffold_0008_2616	10	15	1
OS06G0145400	fgenesh1_pm.C_scaffold_7002800	14	17	1
OS06G0145400	fgenesh2_kg.5__706__AT3G29590.1	16	20	1
OS06G0145400	fgenesh2_kg.7__3512__AT5G39090.1	17	21	1
OS06G0145400	fgenesh2_kg.7__3513__AT5G39050.1	14	22	1
OS06G0145400	scaffold_500971.1	15	17	1
OS06G0145400	scaffold_500977.1	16	19	1
OS06G0145400	scaffold_704154.1	17	20	1
OS06G0145800	fgenesh2_kg.1__1569__AT1G14410.1	46	47	1
OS06G0145800	fgenesh2_kg.5__172__AT2G02740.1	49	49	1
OS06G0146250	fgenesh1_pg.C_scaffold_1001709	31	39	1
OS06G0146250	fgenesh1_pg.C_scaffold_2001315	23	37	1
OS06G0146250	scaffold_601540.1	35	38	1
OS06G0146400	fgenesh2_kg.1__1117__AT1G10500.1	52	53	0
OS06G0147800	fgenesh1_pm.C_scaffold_7001297	61	60	1
OS06G0147800	fgenesh2_kg.7__1210__AT4G29810.2	63	59	1
OS06G0148200	fgenesh2_kg.3__1790__AT3G16370.1	64	64	1
OS06G0149200	fgenesh2_kg.5__2495__AT3G60310.1	33	4	1
OS06G0149500	Al_scaffold_0001_4103	32	32	1
OS06G0149500	fgenesh1_pm.C_scaffold_5002052	32	32	1
OS06G0150100	fgenesh2_kg.7__831__AT4G32960.1	48	52	1
OS06G0150100	scaffold_700877.1	44	17	1
OS06G0150400	fgenesh2_kg.7__1239__AT4G29520.1	59	59	1
OS06G0150600	scaffold_103909.1	28	30	0
OS06G0151100	scaffold_103909.1	30	32	0
OS06G0151200	fgenesh2_kg.3__1470__AT3G13710.1	44	46	1
OS06G0151300	scaffold_600151.1	76	77	1
OS06G0151600	fgenesh1_pg.C_scaffold_58000003	19	62	1
OS06G0151900	fgenesh2_kg.7__1619__AT4G26270.1	66	22	0
OS06G0151900	fgenesh2_kg.7__854__AT4G32840.1	59	20	0
OS06G0151900	fgenesh2_kg.8__1570__AT5G56630.1	63	20	0
OS06G0151900	scaffold_701332.1	62	21	0
OS06G0152000	fgenesh2_kg.8__1567__AT5G56610.1	57	26	1
OS06G0152100	fgenesh1_pm.C_scaffold_7001001	79	77	0
OS06G0152100	fgenesh2_kg.3__3193__AT2G19770.1	80	78	0
OS06G0152200	fgenesh2_kg.2__2154__AT1G78600.1	36	44	1
OS06G0152300	fgenesh1_pg.C_scaffold_283000004	27	67	1
OS06G0152300	fgenesh2_kg.4__1071__AT2G30920.1	57	58	1
OS06G0152400	fgenesh1_pg.C_scaffold_283000004	9	16	1
OS06G0152400	fgenesh2_kg.4__1071__AT2G30920.1	45	33	1
OS06G0152500	scaffold_704074.1	44	41	1
OS06G0152800	fgenesh2_kg.1__4428__AT1G53450.2	46	39	0
OS06G0152800	fgenesh2_kg.3__1598__AT3G14830.1	47	39	0
OS06G0153200	scaffold_100644.1	60	63	1
OS06G0153800	Al_scaffold_0001_1347	22	53	0
OS06G0153800	fgenesh2_kg.1__1413__AT1G13060.1	71	72	0
OS06G0153800	fgenesh2_kg.5__389__AT3G26340.1	69	69	0
OS06G0153900	Al_scaffold_0004_3059	34	49	1
OS06G0153900	fgenesh2_kg.4__2569__AT2G43910.1	47	52	1
OS06G0153900	fgenesh2_kg.4__2570__AT2G43940.1	52	57	1
OS06G0154200	scaffold_403136.1	46	48	1
OS06G0154500	Al_scaffold_0005_2899	67	68	1
OS06G0154500	scaffold_403283.1	84	84	1
OS06G0154600	Al_scaffold_0003_2329	46	40	0
OS06G0154600	fgenesh1_pm.C_scaffold_8001866	51	53	0
OS06G0154600	fgenesh2_kg.3__1222__AT3G11750.1	54	51	0
OS06G0155300	fgenesh2_kg.3__1635__AT3G15050.1	33	45	1
OS06G0155500	fgenesh2_kg.1__3048__AT1G28680.1	44	45	1
OS06G0155600	fgenesh1_pm.C_scaffold_2001301	56	54	1
OS06G0156400	fgenesh2_kg.8__203__AT5G45920.1	35	36	1
OS06G0156900	fgenesh2_kg.1__4409__AT1G53290.1	60	63	1
OS06G0156900	scaffold_301736.1	60	64	1
OS06G0157800	scaffold_803353.1	39	44	1
OS06G0158000	fgenesh1_pg.C_scaffold_6002759	63	58	1
OS06G0158000	fgenesh2_kg.2__39__AT1G64400.1	63	58	1
OS06G0158000	fgenesh2_kg.7__1917__AT4G23850.1	63	58	1
OS06G0158100	fgenesh1_pm.C_scaffold_5002145	17	24	1
OS06G0158100	fgenesh2_kg.4__2854__AT2G46400.1	18	25	1
OS06G0158100	fgenesh2_kg.6__2402__AT5G24110.1	20	26	1
OS06G0158100	fgenesh2_kg.6__3080__AT4G11070.1	22	27	1
OS06G0158100	fgenesh2_kg.7__1920__AT4G23810.1	20	24	1
OS06G0158200	fgenesh1_pg.C_scaffold_1000655	62	25	1
OS06G0158600	Al_scaffold_0001_2651	78	80	1
OS06G0158600	Al_scaffold_0001_2840	66	52	1
OS06G0158600	fgenesh1_pm.C_scaffold_4002334	66	74	1
OS06G0158700	fgenesh1_pm.C_scaffold_2000048	67	70	1
OS06G0158700	fgenesh2_kg.7__3257__AT5G41650.1	68	71	1
OS06G0158800	fgenesh2_kg.6__3590__AT4G01140.1	16	16	1
OS06G0158800	fgenesh2_kg.7__1928__AT4G23720.1	19	19	1
OS06G0158900	fgenesh2_kg.5__2374__AT3G59140.1	60	61	1
OS06G0159400	scaffold_100371.1	5	27	0
OS06G0159600	scaffold_100371.1	4	21	0
OS06G0159750	fgenesh2_kg.7__1087__AT4G30940.1	33	15	1
OS06G0159750	scaffold_400438.1	33	15	1
OS06G0159900	Al_scaffold_0001_4994	17	15	1
OS06G0159900	scaffold_105420.1	19	18	1
OS06G0159900	scaffold_105421.1	18	14	1
OS06G0160200	Al_scaffold_0006_3898	54	54	0
OS06G0160400	scaffold_801811.1	39	41	1
OS06G0160700	fgenesh2_kg.6__2423__AT5G24300.1	60	59	0
OS06G0162500	fgenesh1_pg.C_scaffold_7002299	62	64	1
OS06G0162600	fgenesh2_kg.7__1308__AT4G28830.1	69	75	0
OS06G0162700	scaffold_702543.1	31	31	1
OS06G0163000	fgenesh2_kg.4__2791__AT2G45910.1	35	34	1
OS06G0163000	fgenesh2_kg.5__1252__AT3G49060.1	29	29	1
OS06G0163200	Al_scaffold_0006_2494	57	53	1
OS06G0163200	scaffold_602695.1	20	62	1
OS06G0163300	scaffold_301882.1	42	44	1
OS06G0163400	fgenesh1_pg.C_scaffold_1003945	46	46	0
OS06G0163400	fgenesh2_kg.3__1766__AT3G16110.1	45	45	0
OS06G0163500	fgenesh1_pg.C_scaffold_6001659	64	42	1
OS06G0163600	fgenesh2_kg.5__2632__AT3G61540.1	74	14	1
OS06G0164000	fgenesh2_kg.1__919__AT1G08910.1	23	24	1
OS06G0164000	scaffold_703791.1	25	29	1
OS06G0164100	fgenesh2_kg.2__81__AT1G64040.1	80	80	1
OS06G0164100	fgenesh2_kg.6__3093__AT4G11240.1	80	80	1
OS06G0164400	fgenesh1_pg.C_scaffold_7000292	35	19	0
OS06G0164400	fgenesh2_kg.8__2705__AT5G67110.1	31	30	0
OS06G0165600	fgenesh2_kg.1__1363__AT1G12610.1	23	29	1
OS06G0165600	fgenesh2_kg.2__175__AT1G63030.1	22	31	1
OS06G0165600	fgenesh2_kg.7__1712__AT4G25470.1	25	31	1
OS06G0165600	scaffold_801637.1	23	25	1
OS06G0165800	scaffold_700739.1	77	77	0
OS06G0166000	fgenesh2_kg.8__2702__AT5G67140.1	53	55	0
OS06G0166200	fgenesh1_pg.C_scaffold_8001227	46	56	1
OS06G0166400	fgenesh2_kg.4__264__AT2G23340.1	43	49	1
OS06G0166400	fgenesh2_kg.5__1372__AT3G50260.1	40	48	1
OS06G0166400	scaffold_700370.1	46	43	1
OS06G0166400	scaffold_803390.1	42	41	1
OS06G0166900	fgenesh1_pg.C_scaffold_1003971	51	53	1
OS06G0166900	fgenesh2_kg.3__1746__AT3G15890.1	52	53	1
OS06G0167000	Al_scaffold_0007_2742	86	45	0
OS06G0167000	fgenesh2_kg.2__2381__AT1G80070.1	93	44	0
OS06G0167000	fgenesh2_kg.7__75__AT4G38780.1	91	44	0
OS06G0167100	fgenesh2_kg.1__2606__AT1G23900.2	68	67	0
OS06G0167100	fgenesh2_kg.2__435__AT1G60070.1	68	68	0
OS06G0167200	fgenesh2_kg.1__2615__AT1G23980.1	39	37	1
OS06G0167200	fgenesh2_kg.7__3399__AT5G40250.1	42	41	1
OS06G0167400	fgenesh2_kg.3__3352__AT2G17570.1	45	46	1
OS06G0167400	fgenesh2_kg.8__2012__AT5G60510.1	37	40	1
OS06G0167500	fgenesh1_pg.C_scaffold_1004347	4	22	0
OS06G0167500	scaffold_105544.1	5	20	0
OS06G0167500	scaffold_301156.1	4	23	0
OS06G0167600	fgenesh2_kg.3__2427__AT3G22110.1	76	74	0
OS06G0167600	fgenesh2_kg.7__2807__AT4G15160.1	45	25	0
OS06G0168000	fgenesh2_kg.3__3525__AT2G19080.1	45	49	1
OS06G0168400	fgenesh1_pm.C_scaffold_2001527	34	42	1
OS06G0168500	fgenesh1_pm.C_scaffold_3000276	60	60	1
OS06G0168500	fgenesh2_kg.6__775__AT5G08080.1	62	62	1
OS06G0168600	Al_scaffold_0007_128	83	84	0
OS06G0168600	Al_scaffold_0007_400	24	66	0
OS06G0168600	fgenesh2_kg.4__104__AT2G21790.1	86	86	0
OS06G0168600	scaffold_200715.1	61	73	0
OS06G0170500	fgenesh1_pg.C_scaffold_2000098	20	33	0
OS06G0170500	fgenesh1_pg.C_scaffold_4001061	64	67	0
OS06G0170500	fgenesh2_kg.1__711__AT1G07360.1	66	66	0
OS06G0170500	fgenesh2_kg.6__660__AT5G07060.1	41	60	0
OS06G0171600	fgenesh2_kg.2__645__AT1G65080.1	22	8	1
OS06G0171600	fgenesh2_kg.5__850__AT3G44370.1	22	8	1
OS06G0171600	scaffold_501253.1	0	0	1
OS06G0171700	fgenesh2_kg.7__1105__AT4G30820.3	47	51	1
OS06G0171800	fgenesh2_kg.1__3926__AT1G48360.2	43	47	1
OS06G0172000	fgenesh2_kg.8__754__AT5G48730.1	54	55	1
OS06G0172600	Al_scaffold_0007_1181	97	97	0
OS06G0172600	fgenesh2_kg.3__3195__AT2G19750.1	97	97	0
OS06G0172600	scaffold_802225.1	97	97	0
OS06G0172800	scaffold_602121.1	52	64	0
OS06G0173100	scaffold_300607.1	91	92	0
OS06G0174300	fgenesh2_kg.1__3569__AT1G31170.1	56	69	0
OS06G0174350	Al_scaffold_0006_39	19	4	1
OS06G0174350	fgenesh2_kg.3__1147__AT3G11000.1	9	2	1
OS06G0174400	fgenesh2_kg.6__1081__AT5G11150.1	68	68	1
OS06G0174400	scaffold_700979.1	72	73	1
OS06G0175500	scaffold_703395.1	59	61	1
OS06G0175800	fgenesh2_kg.5__2142__AT3G57050.2	65	68	0
OS06G0175900	fgenesh2_kg.6__466__AT5G05370.1	75	75	1
OS06G0175900	scaffold_301250.1	75	75	1
OS06G0176000	fgenesh2_kg.3__2427__AT3G22110.1	76	74	0
OS06G0176000	fgenesh2_kg.7__2807__AT4G15160.1	45	25	0
OS06G0176100	fgenesh2_kg.6__2516__AT5G25310.1	26	24	1
OS06G0176150	fgenesh1_pm.C_scaffold_1040000001	39	83	0
OS06G0176150	fgenesh1_pm.C_scaffold_2001931	45	24	0
OS06G0176150	scaffold_101768.1	46	24	0
OS06G0176200	fgenesh2_kg.7__955__AT4G32120.1	65	66	1
OS06G0176200	scaffold_400661.1	64	66	1
OS06G0176300	Al_scaffold_0008_1821	35	32	0
OS06G0176300	fgenesh2_kg.1__4031__AT1G49390.1	37	33	0
OS06G0176300	fgenesh2_kg.6__2083__AT5G20400.1	39	34	0
OS06G0176500	Al_scaffold_0008_1821	35	29	0
OS06G0176500	fgenesh2_kg.1__4031__AT1G49390.1	36	29	0
OS06G0176500	fgenesh2_kg.6__2083__AT5G20400.1	38	30	0
OS06G0176700	Al_scaffold_0008_1821	36	38	0
OS06G0176700	fgenesh2_kg.1__4031__AT1G49390.1	40	40	0
OS06G0176700	fgenesh2_kg.6__2083__AT5G20400.1	41	41	0
OS06G0176900	fgenesh2_kg.5__2142__AT3G57050.2	79	67	0
OS06G0177000	fgenesh2_kg.6__466__AT5G05370.1	75	75	1
OS06G0177000	scaffold_301250.1	75	75	1
OS06G0177100	fgenesh2_kg.3__2427__AT3G22110.1	76	74	0
OS06G0177100	fgenesh2_kg.7__2807__AT4G15160.1	45	25	0
OS06G0177200	fgenesh2_kg.6__2516__AT5G25310.1	26	24	1
OS06G0177250	fgenesh1_pm.C_scaffold_1040000001	39	83	0
OS06G0177250	fgenesh1_pm.C_scaffold_2001931	45	24	0
OS06G0177250	scaffold_101768.1	46	24	0
OS06G0177300	fgenesh2_kg.7__955__AT4G32120.1	65	66	1
OS06G0177300	scaffold_400661.1	64	66	1
OS06G0177600	Al_scaffold_0008_1821	35	32	0
OS06G0177600	fgenesh2_kg.1__4031__AT1G49390.1	37	33	0
OS06G0177600	fgenesh2_kg.6__2083__AT5G20400.1	39	34	0
OS06G0177700	Al_scaffold_0008_1821	35	29	0
OS06G0177700	fgenesh2_kg.1__4031__AT1G49390.1	36	29	0
OS06G0177700	fgenesh2_kg.6__2083__AT5G20400.1	38	30	0
OS06G0178500	Al_scaffold_0008_1821	36	38	0
OS06G0178500	fgenesh2_kg.1__4031__AT1G49390.1	40	40	0
OS06G0178500	fgenesh2_kg.6__2083__AT5G20400.1	41	41	0
OS06G0178700	Al_scaffold_0008_1821	37	40	0
OS06G0178700	fgenesh2_kg.1__4031__AT1G49390.1	41	42	0
OS06G0178700	fgenesh2_kg.6__2083__AT5G20400.1	42	43	0
OS06G0179100	fgenesh2_kg.1__1728__AT1G15760.1	16	25	1
OS06G0179100	scaffold_203014.1	16	26	1
OS06G0179200	fgenesh1_pm.C_scaffold_1001345	51	52	0
OS06G0179200	scaffold_203013.1	57	57	0
OS06G0179900	fgenesh2_kg.3__2999__AT2G13100.1	51	63	1
OS06G0180000	scaffold_602628.1	75	66	1
OS06G0181100	fgenesh2_kg.5__1063__AT3G46920.1	24	10	1
OS06G0181200	fgenesh2_kg.5__1063__AT3G46920.1	54	22	1
OS06G0181400	fgenesh2_kg.3__2940__AT2G22650.1	51	54	1
OS06G0181500	fgenesh1_pm.C_scaffold_5000607	81	74	1
OS06G0181566	fgenesh2_kg.3__153__AT3G02190.1	82	82	0
OS06G0181566	scaffold_400639.1	86	86	0
OS06G0181566	scaffold_701000.1	86	86	0
OS06G0181700	fgenesh2_kg.6__2505__AT5G25190.1	51	49	1
OS06G0181800	fgenesh2_kg.4__438__AT2G25200.1	23	22	1
OS06G0181800	scaffold_601114.1	25	23	1
OS06G0182100	fgenesh2_kg.2__2308__AT1G80690.1	34	39	1
OS06G0182100	fgenesh2_kg.4__437__AT2G25190.1	38	41	1
OS06G0182100	scaffold_602618.1	36	43	1
OS06G0182300	scaffold_303571.1	83	35	1
OS06G0182300	scaffold_400410.1	0	0	1
OS06G0182300	scaffold_400447.1	0	0	1
OS06G0182300	scaffold_500926.1	0	0	1
OS06G0182400	Al_scaffold_0008_2288	47	52	1
OS06G0182500	fgenesh1_pm.C_scaffold_7000309	71	62	1
OS06G0182500	fgenesh2_kg.1__2103__AT1G19270.1	65	59	1
OS06G0183100	Al_scaffold_0007_907	27	35	1
OS06G0183100	fgenesh2_kg.4__435__AT2G25180.1	31	36	1
OS06G0183200	fgenesh2_kg.4__2980__AT2G47430.1	33	19	1
OS06G0183200	fgenesh2_kg.6__2799__AT2G47430.1	32	19	1
OS06G0183200	scaffold_502024.1	32	20	1
OS06G0183900	fgenesh2_kg.8__1724__AT5G58020.1	53	53	0
OS06G0184000	fgenesh1_pm.C_scaffold_8001435	35	47	1
OS06G0184000	fgenesh2_kg.4__341__AT2G24260.1	34	38	1
OS06G0184000	fgenesh2_kg.7__1084__AT4G30980.1	34	44	1
OS06G0184100	scaffold_601739.1	32	36	1
OS06G0184200	Al_scaffold_0006_998	16	25	1
OS06G0184200	fgenesh1_pm.C_scaffold_7000774	16	12	1
OS06G0184300	fgenesh2_kg.8__1718__AT5G57990.1	34	36	1
OS06G0184800	fgenesh1_pm.C_scaffold_7001111	53	52	1
OS06G0184800	fgenesh2_kg.4__322__AT2G24040.1	50	51	1
OS06G0184800	scaffold_701151.1	51	53	1
OS06G0184800	scaffold_701152.1	47	49	1
OS06G0184866	scaffold_303112.1	38	39	0
OS06G0184900	scaffold_701010.1	24	23	0
OS06G0185300	scaffold_701010.1	23	16	0
OS06G0185500	scaffold_701010.1	24	23	0
OS06G0185700	Al_scaffold_0005_272	45	42	1
OS06G0185700	Al_scaffold_0005_276	45	42	1
OS06G0185900	fgenesh1_pm.C_scaffold_7000769	42	41	1
OS06G0185900	scaffold_400619.1	63	62	1
OS06G0185966	Al_scaffold_0004_391	44	39	1
OS06G0186000	Al_scaffold_0004_391	33	5	1
OS06G0186100	Al_scaffold_0004_391	44	47	1
OS06G0186300	Al_scaffold_0004_391	47	34	1
OS06G0186400	fgenesh2_kg.7__1106__AT4G30810.1	58	59	1
OS06G0186500	fgenesh2_kg.8__730__AT5G48520.1	66	66	0
OS06G0186600	fgenesh2_kg.4__327__AT2G24100.1	41	35	1
OS06G0186600	fgenesh2_kg.7__1109__AT4G30780.1	46	30	1
OS06G0186700	fgenesh2_kg.2__2277__AT1G79710.1	47	52	1
OS06G0186700	fgenesh2_kg.6__2494__AT5G25050.1	51	55	1
OS06G0186900	fgenesh2_kg.8__2648__AT5G67630.1	78	79	1
OS06G0187100	fgenesh1_pg.C_scaffold_1002723	40	53	0
OS06G0187200	fgenesh2_kg.7__1141__AT4G30440.1	78	56	0
OS06G0187300	fgenesh2_kg.3__3469__AT2G18650.1	23	26	0
OS06G0187300	scaffold_701180.1	24	24	0
OS06G0187900	fgenesh2_kg.4__375__AT2G24590.1	68	64	1
OS06G0187900	fgenesh2_kg.7__1015__AT4G31580.1	70	65	1
OS06G0188000	fgenesh2_kg.4__379__AT2G24610.1	72	24	0
OS06G0188000	fgenesh2_kg.7__1149__AT4G30360.1	73	25	0
OS06G0188100	fgenesh2_kg.7__1011__AT4G31600.1	75	75	1
OS06G0188400	Al_scaffold_0004_499	12	23	1
OS06G0188600	Al_scaffold_0003_775	18	15	1
OS06G0188600	fgenesh1_pg.C_scaffold_8000831	19	15	1
OS06G0188600	fgenesh1_pm.C_scaffold_2000627	19	15	1
OS06G0188600	fgenesh2_kg.3__373__AT3G04110.1	17	15	1
OS06G0188600	fgenesh2_kg.5__554__AT5G48400.2	20	15	1
OS06G0188600	fgenesh2_kg.8__711__AT5G48400.2	19	15	1
OS06G0188600	scaffold_801141.1	18	14	1
OS06G0188700	Al_scaffold_0003_775	18	15	1
OS06G0188700	fgenesh1_pg.C_scaffold_8000831	19	16	1
OS06G0188700	fgenesh1_pm.C_scaffold_2000627	20	17	1
OS06G0188700	fgenesh2_kg.3__373__AT3G04110.1	18	16	1
OS06G0188700	fgenesh2_kg.5__554__AT5G48400.2	20	16	1
OS06G0188700	fgenesh2_kg.8__711__AT5G48400.2	20	17	1
OS06G0188700	scaffold_801141.1	19	15	1
OS06G0190500	Al_scaffold_0003_775	22	14	1
OS06G0190500	fgenesh1_pg.C_scaffold_8000831	25	16	1
OS06G0190500	fgenesh1_pm.C_scaffold_2000627	25	16	1
OS06G0190500	fgenesh2_kg.3__373__AT3G04110.1	23	15	1
OS06G0190500	fgenesh2_kg.5__554__AT5G48400.2	26	16	1
OS06G0190500	fgenesh2_kg.8__711__AT5G48400.2	25	15	1
OS06G0190500	scaffold_801141.1	24	15	1
OS06G0190700	Al_scaffold_0003_775	21	15	1
OS06G0190700	fgenesh1_pg.C_scaffold_8000831	24	15	1
OS06G0190700	fgenesh1_pm.C_scaffold_2000627	25	16	1
OS06G0190700	fgenesh2_kg.3__373__AT3G04110.1	22	15	1
OS06G0190700	fgenesh2_kg.5__554__AT5G48400.2	25	16	1
OS06G0190700	fgenesh2_kg.8__711__AT5G48400.2	25	16	1
OS06G0190700	scaffold_801141.1	25	15	1
OS06G0190800	Al_scaffold_0003_775	19	19	1
OS06G0190800	fgenesh1_pg.C_scaffold_8000831	19	19	1
OS06G0190800	fgenesh1_pm.C_scaffold_2000627	20	20	1
OS06G0190800	fgenesh2_kg.3__373__AT3G04110.1	19	20	1
OS06G0190800	fgenesh2_kg.5__554__AT5G48400.2	20	19	1
OS06G0190800	fgenesh2_kg.8__711__AT5G48400.2	20	19	1
OS06G0190800	scaffold_801141.1	20	19	1
OS06G0190950	fgenesh1_pm.C_scaffold_5000605	34	21	0
OS06G0191200	fgenesh2_kg.1__4615__AT1G55915.1	56	49	0
OS06G0191300	fgenesh2_kg.1__4234__AT1G51660.1	60	56	1
