Gene stable ID	Trifolium pratense gene stable ID	% identity	Trifolium pratense % identity	Orthology confidence [0 low, 1 high]
OS04G0434800	Tp57577_TGAC_v2_gene19293	68.8022	55.6306	0
OS04G0434900	Tp57577_TGAC_v2_gene10777	0	0	1
OS04G0435100	Tp57577_TGAC_v2_gene33590	80.1887	59.8592	1
OS04G0435500	Tp57577_TGAC_v2_gene21851	60	59.5506	1
OS04G0435700	Tp57577_TGAC_v2_gene33573	68.2119	64.5094	1
OS04G0435700	Tp57577_TGAC_v2_gene37360	63.5762	61.4072	1
OS04G0436300	Tp57577_TGAC_v2_gene19296	51.1945	29.4118	0
OS04G0437000	Tp57577_TGAC_v2_gene19750	46.5	41.704	1
OS04G0437000	Tp57577_TGAC_v2_gene31490	51.5	52.8205	1
OS04G0437000	Tp57577_TGAC_v2_gene37316	42.5	45.6989	1
OS04G0437300	Tp57577_TGAC_v2_gene28238	35.446	35.867	1
OS04G0437500	Tp57577_TGAC_v2_gene4594	45.1531	30.2048	1
OS04G0437600	Tp57577_TGAC_v2_gene20744	40.3955	45.469	1
OS04G0437600	Tp57577_TGAC_v2_gene37370	41.3842	46.3608	1
OS04G0438300	Tp57577_TGAC_v2_gene18782	23.2416	23.8245	1
OS04G0438300	Tp57577_TGAC_v2_gene21970	26.9113	61.9718	1
OS04G0438400	Tp57577_TGAC_v2_gene34651	49.3369	33.0961	1
OS04G0438400	Tp57577_TGAC_v2_gene37326	41.1141	31.8275	1
OS04G0438500	Tp57577_TGAC_v2_gene33300	61.2903	61.4706	1
OS04G0438600	Tp57577_TGAC_v2_gene18756	24.4898	18.0451	1
OS04G0439100	Tp57577_TGAC_v2_gene2128	46.3115	39.5451	1
OS04G0439100	Tp57577_TGAC_v2_gene23572	25.9221	40.2866	1
OS04G0439100	Tp57577_TGAC_v2_gene654	9.32377	39.2241	1
OS04G0439200	Tp57577_TGAC_v2_gene2128	45.1493	31.7585	1
OS04G0439200	Tp57577_TGAC_v2_gene23572	20.398	26.1146	1
OS04G0439200	Tp57577_TGAC_v2_gene654	11.4428	39.6552	1
OS04G0439300	Tp57577_TGAC_v2_gene12784	56.8627	12.7193	1
OS04G0439400	Tp57577_TGAC_v2_gene12784	60.9524	9.35672	1
OS04G0439600	Tp57577_TGAC_v2_gene1917	41.7275	43.3628	1
OS04G0439900	Tp57577_TGAC_v2_gene14671	16.0839	60.5263	1
OS04G0439900	Tp57577_TGAC_v2_gene37348	33.1002	41.3994	1
OS04G0440000	Tp57577_TGAC_v2_gene14160	38.9058	40.5063	1
OS04G0440100	Tp57577_TGAC_v2_gene20672	24.2604	49.004	1
OS04G0440100	Tp57577_TGAC_v2_gene2074	15.7791	28.9855	1
OS04G0440100	Tp57577_TGAC_v2_gene25505	43.3925	40.6654	1
OS04G0440100	Tp57577_TGAC_v2_gene29252	40.4339	39.8833	1
OS04G0441600	Tp57577_TGAC_v2_gene34102	29.8817	31.3665	1
OS04G0441600	Tp57577_TGAC_v2_gene34148	30.4734	29.5977	1
OS04G0441600	Tp57577_TGAC_v2_gene34180	28.4024	26.6667	1
OS04G0441900	Tp57577_TGAC_v2_gene7800	69.281	71.6216	0
OS04G0442000	Tp57577_TGAC_v2_gene2084	63.1501	61.9534	1
OS04G0442100	Tp57577_TGAC_v2_gene29110	39.0181	35.446	1
OS04G0442200	Tp57577_TGAC_v2_gene5968	57.8288	54.3137	0
OS04G0443000	Tp57577_TGAC_v2_gene2092	60.492	57.8947	1
OS04G0443500	Tp57577_TGAC_v2_gene37896	70.5539	60.9572	1
OS04G0443700	Tp57577_TGAC_v2_gene2087	31.1164	12.0073	1
OS04G0443700	Tp57577_TGAC_v2_gene34019	29.4537	34.6369	1
OS04G0443900	Tp57577_TGAC_v2_gene2660	66.1565	63.355	1
OS04G0444200	Tp57577_TGAC_v2_gene36793	59.5092	60.9105	1
OS04G0444200	Tp57577_TGAC_v2_gene39854	29.4479	49.3573	1
OS04G0444200	Tp57577_TGAC_v2_gene5293	60.2761	61.8898	1
OS04G0444400	Tp57577_TGAC_v2_gene31771	18.2008	37.9913	0
OS04G0444400	Tp57577_TGAC_v2_gene38504	53.1381	46.5201	0
OS04G0444400	Tp57577_TGAC_v2_gene6028	19.8745	43.9815	0
OS04G0444400	Tp57577_TGAC_v2_gene9769	34.728	39.9038	0
OS04G0444400	Tp57577_TGAC_v2_gene9772	26.7782	41.6938	0
OS04G0444600	Tp57577_TGAC_v2_gene1331	72.9412	82.6667	1
OS04G0444600	Tp57577_TGAC_v2_gene39002	87.7647	88.3886	1
OS04G0444800	Tp57577_TGAC_v2_gene17487	47.2296	56.8254	1
OS04G0444800	Tp57577_TGAC_v2_gene17525	46.5699	52.6866	1
OS04G0444900	Tp57577_TGAC_v2_gene5992	61.3281	57.2993	1
OS04G0445100	Tp57577_TGAC_v2_gene16620	27.4419	54.1284	1
OS04G0445100	Tp57577_TGAC_v2_gene16640	42.7907	46.4646	1
OS04G0445200	Tp57577_TGAC_v2_gene16642	53.2468	57.3427	0
OS04G0445200	Tp57577_TGAC_v2_gene5789	31.1688	36.0902	0
OS04G0445400	Tp57577_TGAC_v2_gene1155	15.6566	44.2857	1
OS04G0445600	Tp57577_TGAC_v2_gene440	31.4149	34.8404	1
OS04G0445700	Tp57577_TGAC_v2_gene4880	79.0043	76.5199	0
OS04G0445800	Tp57577_TGAC_v2_gene16754	63.5659	68.3333	1
OS04G0445800	Tp57577_TGAC_v2_gene29091	83.7209	84.375	1
OS04G0446000	Tp57577_TGAC_v2_gene17983	56.6038	14.5631	1
OS04G0446100	Tp57577_TGAC_v2_gene27762	31.0463	33.7058	1
OS04G0446100	Tp57577_TGAC_v2_gene30187	34.6484	34.8276	1
OS04G0446200	Tp57577_TGAC_v2_gene12576	30.6452	19.8953	1
OS04G0446300	Tp57577_TGAC_v2_gene8041	66.1458	69.0217	1
OS04G0447100	Tp57577_TGAC_v2_gene12117	51.3819	47.669	1
OS04G0447100	Tp57577_TGAC_v2_gene16737	27.5126	59.5109	1
OS04G0447100	Tp57577_TGAC_v2_gene16748	33.5427	45.5631	1
OS04G0447900	Tp57577_TGAC_v2_gene37133	30.7692	27.8481	1
OS04G0448000	Tp57577_TGAC_v2_gene13152	49.0347	37.574	1
OS04G0448000	Tp57577_TGAC_v2_gene32245	47.8764	27.4336	1
OS04G0448000	Tp57577_TGAC_v2_gene40456	0	0	1
OS04G0448100	Tp57577_TGAC_v2_gene23784	36.7041	25.9259	1
OS04G0448100	Tp57577_TGAC_v2_gene32952	40.4494	33.6449	1
OS04G0448100	Tp57577_TGAC_v2_gene40503	11.985	54.2373	1
OS04G0448200	Tp57577_TGAC_v2_gene23778	10.8661	15.4018	1
OS04G0448200	Tp57577_TGAC_v2_gene30411	22.8346	23.4249	1
OS04G0448200	Tp57577_TGAC_v2_gene32942	21.4173	22.3684	1
OS04G0448300	Tp57577_TGAC_v2_gene28697	49.5595	50.1114	1
OS04G0448600	Tp57577_TGAC_v2_gene25804	61.4973	49.1453	0
OS04G0448800	Tp57577_TGAC_v2_gene17459	79.7222	76.1273	0
OS04G0448900	Tp57577_TGAC_v2_gene19064	65.2504	64.759	0
OS04G0448900	Tp57577_TGAC_v2_gene30693	7.89074	47.7064	0
OS04G0448900	Tp57577_TGAC_v2_gene30697	43.8543	67.6815	0
OS04G0448950	Tp57577_TGAC_v2_gene19064	48.4277	11.5964	0
OS04G0448950	Tp57577_TGAC_v2_gene30693	0	0	0
OS04G0448950	Tp57577_TGAC_v2_gene30697	46.5409	17.3302	0
OS04G0449000	Tp57577_TGAC_v2_gene13397	62.3377	61.3419	1
OS04G0449400	Tp57577_TGAC_v2_gene17528	58.1897	31.5421	1
OS04G0449400	Tp57577_TGAC_v2_gene28114	57.7586	26.43	1
OS04G0449400	Tp57577_TGAC_v2_gene8065	0	0	1
OS04G0449500	Tp57577_TGAC_v2_gene10247	57.1184	55.8725	1
OS04G0449500	Tp57577_TGAC_v2_gene36266	7.7187	69.2308	1
OS04G0449900	Tp57577_TGAC_v2_gene23550	53.23	44.3011	1
OS04G0450000	Tp57577_TGAC_v2_gene20891	24.1706	25.5	1
OS04G0450100	Tp57577_TGAC_v2_gene29983	53.0612	56.7686	1
OS04G0450100	Tp57577_TGAC_v2_gene29987	43.2653	29.1209	1
OS04G0450100	Tp57577_TGAC_v2_gene5824	60	65.3333	1
OS04G0450100	Tp57577_TGAC_v2_gene8925	29.7959	57.0312	1
OS04G0450200	Tp57577_TGAC_v2_gene20176	48.9726	35.396	1
OS04G0450300	Tp57577_TGAC_v2_gene10761	22.7139	23.6923	1
OS04G0450300	Tp57577_TGAC_v2_gene14342	11.7994	19.7044	1
OS04G0450300	Tp57577_TGAC_v2_gene155	26.8437	26.2248	1
OS04G0450300	Tp57577_TGAC_v2_gene19640	20.354	22.0447	1
OS04G0450300	Tp57577_TGAC_v2_gene3015	25.9587	23.0971	1
OS04G0450300	Tp57577_TGAC_v2_gene33199	32.4484	29.0237	1
OS04G0450300	Tp57577_TGAC_v2_gene6343	29.2035	29.0323	1
OS04G0450400	Tp57577_TGAC_v2_gene2876	16.9197	19.8473	1
OS04G0450400	Tp57577_TGAC_v2_gene6239	15.4013	24.9123	1
OS04G0450400	Tp57577_TGAC_v2_gene9498	18.872	20.8134	1
OS04G0450500	Tp57577_TGAC_v2_gene8502	31.8725	20.1005	1
OS04G0450900	Tp57577_TGAC_v2_gene16026	32.5532	30.0589	1
OS04G0451100	Tp57577_TGAC_v2_gene15994	45.9906	49.4924	1
OS04G0451200	Tp57577_TGAC_v2_gene10019	50.5092	51.134	1
OS04G0451200	Tp57577_TGAC_v2_gene10020	24.6436	42.7562	1
OS04G0451200	Tp57577_TGAC_v2_gene13270	43.9919	45.666	1
OS04G0451200	Tp57577_TGAC_v2_gene13275	29.9389	46.9649	1
OS04G0451200	Tp57577_TGAC_v2_gene14419	45.6212	43.3269	1
OS04G0451200	Tp57577_TGAC_v2_gene14429	46.0285	47.0833	1
OS04G0451200	Tp57577_TGAC_v2_gene19717	45.6212	45.2525	1
OS04G0451200	Tp57577_TGAC_v2_gene22612	37.2709	49.0617	1
OS04G0451200	Tp57577_TGAC_v2_gene22914	48.4725	49.1736	1
OS04G0451200	Tp57577_TGAC_v2_gene22915	50.5092	51.134	1
OS04G0451200	Tp57577_TGAC_v2_gene22916	43.7882	47.8842	1
OS04G0451200	Tp57577_TGAC_v2_gene22917	45.8248	47.1698	1
OS04G0451200	Tp57577_TGAC_v2_gene22918	48.6762	49.7917	1
OS04G0451200	Tp57577_TGAC_v2_gene22919	47.0468	45.9245	1
OS04G0451200	Tp57577_TGAC_v2_gene22920	48.8798	36.8098	1
OS04G0451200	Tp57577_TGAC_v2_gene29367	30.9572	49.0323	1
OS04G0451200	Tp57577_TGAC_v2_gene30775	32.1792	47.8788	1
OS04G0451200	Tp57577_TGAC_v2_gene34522	41.3442	42.5577	1
OS04G0451200	Tp57577_TGAC_v2_gene37895	47.6578	47.2727	1
OS04G0451200	Tp57577_TGAC_v2_gene3932	28.5132	47.138	1
OS04G0451200	Tp57577_TGAC_v2_gene9590	47.4542	47.9424	1
OS04G0452000	Tp57577_TGAC_v2_gene10442	68.662	69.8925	1
OS04G0452000	Tp57577_TGAC_v2_gene25228	67.9577	68.6833	1
OS04G0452000	Tp57577_TGAC_v2_gene40551	41.1972	62.5668	1
OS04G0452100	Tp57577_TGAC_v2_gene14903	51.3966	13.5095	0
OS04G0452400	Tp57577_TGAC_v2_gene17854	79.2915	65.2466	1
OS04G0452400	Tp57577_TGAC_v2_gene6285	85.0136	83.871	1
OS04G0452500	Tp57577_TGAC_v2_gene16743	3.68239	40	1
OS04G0452500	Tp57577_TGAC_v2_gene16752	37.3993	38.6445	1
OS04G0452500	Tp57577_TGAC_v2_gene33088	2.53165	40	1
OS04G0452500	Tp57577_TGAC_v2_gene7886	20.3682	33.7143	1
OS04G0452500	Tp57577_TGAC_v2_gene7899	5.52359	44.0367	1
OS04G0452500	Tp57577_TGAC_v2_gene7904	12.0829	51.9802	1
OS04G0452600	Tp57577_TGAC_v2_gene22763	45.1883	42.6035	1
OS04G0452600	Tp57577_TGAC_v2_gene22764	29.2887	38.9972	1
OS04G0452600	Tp57577_TGAC_v2_gene34532	47.2803	44.3137	1
OS04G0452700	Tp57577_TGAC_v2_gene22763	48.5493	49.5069	1
OS04G0452700	Tp57577_TGAC_v2_gene22764	32.6886	47.0752	1
OS04G0452700	Tp57577_TGAC_v2_gene34532	51.2573	51.9608	1
OS04G0453200	Tp57577_TGAC_v2_gene22763	49.3097	49.3097	1
OS04G0453200	Tp57577_TGAC_v2_gene22764	32.3471	45.6825	1
OS04G0453200	Tp57577_TGAC_v2_gene34532	48.5207	48.2353	1
OS04G0453266	Tp57577_TGAC_v2_gene22758	44.0678	33.3333	1
OS04G0453300	Tp57577_TGAC_v2_gene22761	29.3103	25.5	1
OS04G0453300	Tp57577_TGAC_v2_gene22762	40.2299	19.4444	1
OS04G0453300	Tp57577_TGAC_v2_gene3361	31.6092	38.4615	1
OS04G0453400	Tp57577_TGAC_v2_gene22763	48.4375	48.9152	1
OS04G0453400	Tp57577_TGAC_v2_gene22764	34.9609	49.8607	1
OS04G0453400	Tp57577_TGAC_v2_gene34532	47.2656	47.451	1
OS04G0454200	Tp57577_TGAC_v2_gene22763	51.2573	52.2682	1
OS04G0454200	Tp57577_TGAC_v2_gene22764	37.3308	53.7604	1
OS04G0454200	Tp57577_TGAC_v2_gene34532	52.2244	52.9412	1
OS04G0455600	Tp57577_TGAC_v2_gene17840	58.3607	59.3333	1
OS04G0455600	Tp57577_TGAC_v2_gene22760	56.3934	59.7222	1
OS04G0455600	Tp57577_TGAC_v2_gene6249	43.6066	37.1508	1
OS04G0455800	Tp57577_TGAC_v2_gene35551	74.0838	74.6702	1
OS04G0455900	Tp57577_TGAC_v2_gene31689	77.2575	59.8446	1
OS04G0456200	Tp57577_TGAC_v2_gene3672	37.5	39.6552	1
OS04G0456300	Tp57577_TGAC_v2_gene3672	47.4227	26.4368	1
OS04G0456700	Tp57577_TGAC_v2_gene3672	37.8238	41.954	1
OS04G0456900	Tp57577_TGAC_v2_gene1510	35.6932	51.4894	1
OS04G0456900	Tp57577_TGAC_v2_gene2217	37.7581	26.9474	1
OS04G0457000	Tp57577_TGAC_v2_gene13606	76.9841	74.6154	0
OS04G0457200	Tp57577_TGAC_v2_gene21066	43.3022	49.1166	1
OS04G0457300	Tp57577_TGAC_v2_gene29779	13.8655	27.0492	1
OS04G0457300	Tp57577_TGAC_v2_gene29780	10.084	9.67742	1
OS04G0457300	Tp57577_TGAC_v2_gene4498	26.0504	11.0714	1
OS04G0457500	Tp57577_TGAC_v2_gene21072	61.8467	61.5251	1
OS04G0457700	Tp57577_TGAC_v2_gene33811	25.3333	32.7586	1
OS04G0457800	Tp57577_TGAC_v2_gene30578	16.4013	68.6667	0
OS04G0458200	Tp57577_TGAC_v2_gene10467	45.0683	50.9434	1
OS04G0458300	Tp57577_TGAC_v2_gene34727	48.4211	52.1246	1
OS04G0458300	Tp57577_TGAC_v2_gene39962	9.47368	47.3684	1
OS04G0458300	Tp57577_TGAC_v2_gene4256	6.57895	34.7222	1
OS04G0458300	Tp57577_TGAC_v2_gene4289	39.2105	50.1684	1
OS04G0458300	Tp57577_TGAC_v2_gene4343	48.9474	54.0698	1
OS04G0458300	Tp57577_TGAC_v2_gene837	7.89474	45.4545	1
OS04G0458300	Tp57577_TGAC_v2_gene838	9.21053	44.3038	1
OS04G0458300	Tp57577_TGAC_v2_gene839	35.2632	50.3759	1
OS04G0458600	Tp57577_TGAC_v2_gene34727	45.3039	46.4589	1
OS04G0458600	Tp57577_TGAC_v2_gene39962	9.39227	44.7368	1
OS04G0458600	Tp57577_TGAC_v2_gene4256	6.90608	34.7222	1
OS04G0458600	Tp57577_TGAC_v2_gene4289	37.0166	45.1178	1
OS04G0458600	Tp57577_TGAC_v2_gene4343	47.2376	49.7093	1
OS04G0458600	Tp57577_TGAC_v2_gene837	6.90608	37.8788	1
OS04G0458600	Tp57577_TGAC_v2_gene838	9.11602	41.7722	1
OS04G0458600	Tp57577_TGAC_v2_gene839	32.8729	44.7368	1
OS04G0458900	Tp57577_TGAC_v2_gene1670	28.8732	29.2335	0
OS04G0459000	Tp57577_TGAC_v2_gene10366	82.1287	79.173	1
OS04G0459500	Tp57577_TGAC_v2_gene20656	70.6468	77.8082	0
OS04G0459600	Tp57577_TGAC_v2_gene37126	49.0099	43.4211	1
OS04G0459600	Tp57577_TGAC_v2_gene39101	48.0198	35.6618	1
OS04G0459700	Tp57577_TGAC_v2_gene11820	52.5097	53.3333	1
OS04G0459700	Tp57577_TGAC_v2_gene15257	50.5792	41.5873	1
OS04G0459700	Tp57577_TGAC_v2_gene26864	39.7683	47.032	1
OS04G0459700	Tp57577_TGAC_v2_gene26870	39.7683	47.032	1
OS04G0459700	Tp57577_TGAC_v2_gene34735	50.5792	50.3846	1
OS04G0459800	Tp57577_TGAC_v2_gene21390	55.8583	49.9391	1
OS04G0459800	Tp57577_TGAC_v2_gene3004	55.5858	50.7463	1
OS04G0459900	Tp57577_TGAC_v2_gene20351	13.7079	78.2051	1
OS04G0459900	Tp57577_TGAC_v2_gene21391	55.9551	59.5694	1
OS04G0460200	Tp57577_TGAC_v2_gene32926	42.9648	39.6752	1
OS04G0460200	Tp57577_TGAC_v2_gene33564	48.2412	44.8598	1
OS04G0460300	Tp57577_TGAC_v2_gene32926	0	0	1
OS04G0460300	Tp57577_TGAC_v2_gene33564	0	0	1
OS04G0460400	Tp57577_TGAC_v2_gene33601	58.1522	57.5269	0
OS04G0460400	Tp57577_TGAC_v2_gene34034	51.087	47.4747	0
OS04G0460400	Tp57577_TGAC_v2_gene34701	55.9783	49.2823	0
OS04G0460500	Tp57577_TGAC_v2_gene4075	58.0357	45.4545	1
OS04G0460600	Tp57577_TGAC_v2_gene11936	41.1079	46.6887	1
OS04G0460600	Tp57577_TGAC_v2_gene8803	41.3994	35.0617	1
OS04G0460600	Tp57577_TGAC_v2_gene9270	44.898	43.75	1
OS04G0461000	Tp57577_TGAC_v2_gene33604	48.9855	54.3408	1
OS04G0461000	Tp57577_TGAC_v2_gene34092	36.5217	32.4742	1
OS04G0461100	Tp57577_TGAC_v2_gene33541	44.2623	48.503	1
OS04G0461300	Tp57577_TGAC_v2_gene9493	70.6667	37.8571	0
OS04G0461800	Tp57577_TGAC_v2_gene6066	39.4958	35.0746	1
OS04G0462300	Tp57577_TGAC_v2_gene38252	53.2353	52.7697	1
OS04G0462400	Tp57577_TGAC_v2_gene18704	62.6126	63.6156	1
OS04G0462400	Tp57577_TGAC_v2_gene34396	43.2432	64.8649	1
OS04G0462400	Tp57577_TGAC_v2_gene38305	25.6757	58.7629	1
OS04G0462600	Tp57577_TGAC_v2_gene32674	41.0526	55.3191	1
OS04G0462600	Tp57577_TGAC_v2_gene36864	41.0526	53.7931	1
OS04G0462900	Tp57577_TGAC_v2_gene12247	66.2162	70.2509	1
OS04G0462900	Tp57577_TGAC_v2_gene3050	66.2162	70.2509	1
OS04G0463000	Tp57577_TGAC_v2_gene18642	48.4305	47.5073	1
OS04G0463000	Tp57577_TGAC_v2_gene25361	46.9357	46.7958	1
OS04G0463000	Tp57577_TGAC_v2_gene8283	40.6577	38.4181	1
OS04G0463200	Tp57577_TGAC_v2_gene16910	14.1914	6.51515	1
OS04G0463200	Tp57577_TGAC_v2_gene9486	17.1617	19.2593	1
OS04G0463400	Tp57577_TGAC_v2_gene19268	67.8571	68.9516	1
OS04G0463500	Tp57577_TGAC_v2_gene34556	56.5972	59.9265	1
OS04G0463700	Tp57577_TGAC_v2_gene32603	33.3333	28.534	1
OS04G0463700	Tp57577_TGAC_v2_gene38445	35.1682	29.7158	1
OS04G0463800	Tp57577_TGAC_v2_gene30642	44.4589	44.9275	1
OS04G0464100	Tp57577_TGAC_v2_gene27426	33.0508	32.5	0
OS04G0464100	Tp57577_TGAC_v2_gene33738	24.5763	35.8025	0
OS04G0464200	Tp57577_TGAC_v2_gene37521	74.8515	75.1491	1
OS04G0464400	Tp57577_TGAC_v2_gene28336	20.0642	28.8018	1
OS04G0464500	Tp57577_TGAC_v2_gene13148	55.9486	57.2368	1
OS04G0464500	Tp57577_TGAC_v2_gene14456	54.3408	39.1204	1
OS04G0464600	Tp57577_TGAC_v2_gene18085	29.6073	26.4865	1
OS04G0464800	Tp57577_TGAC_v2_gene31462	41.8903	33.836	1
OS04G0465000	Tp57577_TGAC_v2_gene13941	30.9249	31.7507	1
OS04G0465300	Tp57577_TGAC_v2_gene22671	26.6667	30.4348	1
OS04G0465300	Tp57577_TGAC_v2_gene31459	43.8095	18.3267	1
OS04G0465300	Tp57577_TGAC_v2_gene37520	44.7619	40.5172	1
OS04G0465432	Tp57577_TGAC_v2_gene2317	20.9549	51.2987	1
OS04G0465432	Tp57577_TGAC_v2_gene32962	23.6074	38.3621	1
OS04G0465500	Tp57577_TGAC_v2_gene4354	35.1266	38.8112	1
OS04G0465600	Tp57577_TGAC_v2_gene25037	24.8408	23.494	1
OS04G0465600	Tp57577_TGAC_v2_gene25548	50.9554	52.2876	1
OS04G0465600	Tp57577_TGAC_v2_gene30259	23.5669	23.871	1
OS04G0465600	Tp57577_TGAC_v2_gene31180	21.6561	21.6561	1
OS04G0465600	Tp57577_TGAC_v2_gene31182	21.0191	18.8571	1
OS04G0465600	Tp57577_TGAC_v2_gene31561	24.8408	25	1
OS04G0465600	Tp57577_TGAC_v2_gene31562	25.4777	25.641	1
OS04G0465600	Tp57577_TGAC_v2_gene31571	22.9299	16.5138	1
OS04G0465600	Tp57577_TGAC_v2_gene36859	22.9299	29.0323	1
OS04G0465600	Tp57577_TGAC_v2_gene36890	27.3885	17.0635	1
OS04G0465600	Tp57577_TGAC_v2_gene40046	22.9299	23.0769	1
OS04G0465600	Tp57577_TGAC_v2_gene4411	44.586	45.4545	1
OS04G0465600	Tp57577_TGAC_v2_gene4435	38.2166	35.503	1
OS04G0465600	Tp57577_TGAC_v2_gene6735	22.293	55.5556	1
OS04G0465700	Tp57577_TGAC_v2_gene37480	56.2334	18.8277	1
OS04G0465700	Tp57577_TGAC_v2_gene37512	33.9523	54.9356	1
OS04G0465800	Tp57577_TGAC_v2_gene37562	41.8831	49.0494	1
OS04G0465900	Tp57577_TGAC_v2_gene2302	25.0923	39.0805	1
OS04G0465900	Tp57577_TGAC_v2_gene2325	24.7232	27.1255	1
OS04G0466100	Tp57577_TGAC_v2_gene27154	64.9425	21.2406	1
OS04G0466600	Tp57577_TGAC_v2_gene2028	66.8421	68.0965	1
OS04G0466700	Tp57577_TGAC_v2_gene35565	30.838	33.5358	1
OS04G0466700	Tp57577_TGAC_v2_gene597	2.34637	42	1
OS04G0467100	Tp57577_TGAC_v2_gene38556	12.8205	17.3116	1
OS04G0467300	Tp57577_TGAC_v2_gene24142	23.7603	16.4993	1
OS04G0467400	Tp57577_TGAC_v2_gene24133	44.9275	12.8988	1
OS04G0467700	Tp57577_TGAC_v2_gene20196	76.8293	75.6	0
OS04G0467901	Tp57577_TGAC_v2_gene1294	0	0	1
OS04G0467901	Tp57577_TGAC_v2_gene1299	53.663	41.8571	1
OS04G0467901	Tp57577_TGAC_v2_gene17948	39.5604	21.8402	1
OS04G0469000	Tp57577_TGAC_v2_gene27426	35.2459	35.8333	0
OS04G0469000	Tp57577_TGAC_v2_gene33738	22.1311	33.3333	0
OS04G0469300	Tp57577_TGAC_v2_gene27426	31.0606	34.1667	0
OS04G0469300	Tp57577_TGAC_v2_gene33738	21.9697	35.8025	0
OS04G0469500	Tp57577_TGAC_v2_gene5940	13.347	28.3843	0
OS04G0469500	Tp57577_TGAC_v2_gene6016	47.6386	77.592	0
OS04G0469800	Tp57577_TGAC_v2_gene1127	49.7917	49.5851	0
OS04G0470100	Tp57577_TGAC_v2_gene10481	88.6256	88.6256	0
OS04G0470300	Tp57577_TGAC_v2_gene32720	35.8744	34.9345	1
OS04G0470500	Tp57577_TGAC_v2_gene36602	10.5603	21.03	0
OS04G0470500	Tp57577_TGAC_v2_gene39851	7.11207	11.4187	0
OS04G0470500	Tp57577_TGAC_v2_gene4011	0.215517	1.03093	0
OS04G0470700	Tp57577_TGAC_v2_gene1239	38.8412	43.932	1
OS04G0470700	Tp57577_TGAC_v2_gene1304	44.206	47.1396	1
OS04G0470700	Tp57577_TGAC_v2_gene14724	49.3562	41.5913	1
OS04G0470700	Tp57577_TGAC_v2_gene14729	34.3348	51.6129	1
OS04G0470700	Tp57577_TGAC_v2_gene14733	23.176	50.9434	1
OS04G0470700	Tp57577_TGAC_v2_gene14736	54.0773	52.8302	1
OS04G0471100	Tp57577_TGAC_v2_gene40358	41.7085	15.8397	1
OS04G0471100	Tp57577_TGAC_v2_gene8625	36.6834	18.0247	1
OS04G0471300	Tp57577_TGAC_v2_gene16690	24.1722	13.1059	1
OS04G0471300	Tp57577_TGAC_v2_gene28965	18.8742	20.3571	1
OS04G0471700	Tp57577_TGAC_v2_gene28770	4.20842	82.3529	1
OS04G0472200	Tp57577_TGAC_v2_gene15071	38.7833	39.2308	1
OS04G0472300	Tp57577_TGAC_v2_gene23626	48.1081	48.3696	1
OS04G0472300	Tp57577_TGAC_v2_gene30635	50.8108	48.6417	1
OS04G0472300	Tp57577_TGAC_v2_gene30657	51.2162	50.0661	1
OS04G0472500	Tp57577_TGAC_v2_gene21839	4.69645	42.7083	0
OS04G0472900	Tp57577_TGAC_v2_gene12150	54.269	56.4477	0
OS04G0472900	Tp57577_TGAC_v2_gene24907	55.0877	59.1709	0
OS04G0472900	Tp57577_TGAC_v2_gene9854	55.3216	41.1304	0
OS04G0473025	Tp57577_TGAC_v2_gene6953	7.92683	12.7451	1
OS04G0473150	Tp57577_TGAC_v2_gene23019	0	0	0
OS04G0473150	Tp57577_TGAC_v2_gene3045	0	0	0
OS04G0473400	Tp57577_TGAC_v2_gene16196	7.65766	18.8889	1
OS04G0473400	Tp57577_TGAC_v2_gene17422	40.0901	57.0513	1
OS04G0473400	Tp57577_TGAC_v2_gene2185	49.5495	47.2103	1
OS04G0473400	Tp57577_TGAC_v2_gene23730	50	46.25	1
OS04G0473400	Tp57577_TGAC_v2_gene27911	50.4505	48.0687	1
OS04G0473400	Tp57577_TGAC_v2_gene5853	8.55856	12.4183	1
OS04G0473900	Tp57577_TGAC_v2_gene18840	15.2427	54.0541	1
OS04G0473900	Tp57577_TGAC_v2_gene18843	39.2298	58.5278	1
OS04G0474500	Tp57577_TGAC_v2_gene13265	58.3618	61.9565	1
OS04G0474500	Tp57577_TGAC_v2_gene21952	36.8601	42.1875	1
OS04G0474500	Tp57577_TGAC_v2_gene28365	46.4164	55.0607	1
OS04G0474500	Tp57577_TGAC_v2_gene3010	55.6314	46.5714	1
OS04G0474500	Tp57577_TGAC_v2_gene30870	37.5427	15.5367	1
OS04G0474500	Tp57577_TGAC_v2_gene30969	19.4539	62.6374	1
OS04G0474500	Tp57577_TGAC_v2_gene34227	40.9556	52.6316	1
OS04G0474500	Tp57577_TGAC_v2_gene451	14.3345	40	1
OS04G0474700	Tp57577_TGAC_v2_gene13265	50.2907	62.6812	1
OS04G0474700	Tp57577_TGAC_v2_gene21952	30.814	41.4062	1
OS04G0474700	Tp57577_TGAC_v2_gene28365	40.9884	57.085	1
OS04G0474700	Tp57577_TGAC_v2_gene3010	48.5465	47.7143	1
OS04G0474700	Tp57577_TGAC_v2_gene30870	32.8488	15.9605	1
OS04G0474700	Tp57577_TGAC_v2_gene30969	17.4419	65.9341	1
OS04G0474700	Tp57577_TGAC_v2_gene34227	35.1744	53.0702	1
OS04G0474700	Tp57577_TGAC_v2_gene451	11.9186	39.0476	1
