Gene stable ID	Glycine max gene stable ID	% identity	Glycine max % identity	Orthology confidence [0 low, 1 high]
OS04G0564700	GLYMA09G33060	43	42	1
OS04G0564700	GLYMA11G09120	42	41	1
OS04G0564700	GLYMA16G22050	44	42	1
OS04G0565200	GLYMA02G32020	38	38	0
OS04G0565200	GLYMA02G32770	37	38	0
OS04G0565200	GLYMA03G29051	38	35	0
OS04G0565200	GLYMA10G15730	36	36	0
OS04G0565200	GLYMA10G15790	36	37	0
OS04G0565200	GLYMA19G31820	29	34	0
OS04G0565400	GLYMA02G32020	37	37	0
OS04G0565400	GLYMA02G32770	37	38	0
OS04G0565400	GLYMA03G29051	39	36	0
OS04G0565400	GLYMA10G15730	36	36	0
OS04G0565400	GLYMA10G15790	36	36	0
OS04G0565400	GLYMA19G31820	30	35	0
OS04G0565500	GLYMA01G36250	24	49	1
OS04G0565500	GLYMA09G33030	55	54	1
OS04G0565500	GLYMA09G33430	18	46	1
OS04G0565500	GLYMA11G09192	44	56	1
OS04G0565900	GLYMA10G35040	23	19	1
OS04G0565900	GLYMA20G32520	24	20	1
OS04G0566000	GLYMA08G06200	66	18	1
OS04G0566100	GLYMA07G19460	59	67	1
OS04G0566100	GLYMA20G00830	59	67	1
OS04G0566400	GLYMA07G19470	36	41	1
OS04G0566400	GLYMA07G19540	35	40	1
OS04G0566400	GLYMA10G35070	35	39	1
OS04G0566400	GLYMA10G42660	34	37	1
OS04G0566400	GLYMA20G00840	37	41	1
OS04G0566400	GLYMA20G24366	34	37	1
OS04G0566400	GLYMA20G32480	36	40	1
OS04G0566500	GLYMA09G29720	75	78	0
OS04G0566500	GLYMA16G34300	75	78	0
OS04G0566500	GLYMA18G16345	17	82	0
OS04G0566700	GLYMA13G42300	32	32	1
OS04G0566700	GLYMA15G03070	32	31	1
OS04G0566800	GLYMA01G45540	48	10	1
OS04G0566900	GLYMA01G45540	33	8	1
OS04G0567200	GLYMA10G31680	41	42	1
OS04G0567200	GLYMA20G35930	40	41	1
OS04G0567700	GLYMA07G05936	86	86	1
OS04G0567700	GLYMA16G01830	83	83	1
OS04G0567700	GLYMA16G02540	85	85	1
OS04G0567800	GLYMA03G41980	32	40	1
OS04G0567800	GLYMA04G41170	36	44	1
OS04G0567800	GLYMA06G13671	25	44	1
OS04G0567800	GLYMA07G05950	36	47	1
OS04G0567800	GLYMA10G31700	35	39	1
OS04G0567800	GLYMA16G02550	36	47	1
OS04G0567800	GLYMA19G44670	32	46	1
OS04G0567800	GLYMA20G35910	34	40	1
OS04G0568400	GLYMA04G41200	41	40	1
OS04G0568400	GLYMA05G36560	41	40	1
OS04G0568400	GLYMA06G13660	40	40	1
OS04G0568400	GLYMA08G02990	41	40	1
OS04G0568400	GLYMA18G48555	9	39	1
OS04G0568600	GLYMA10G38200	56	54	1
OS04G0568600	GLYMA20G29640	57	54	1
OS04G0569000	GLYMA05G03440	86	87	1
OS04G0569000	GLYMA17G13990	86	87	1
OS04G0569400	GLYMA03G01870	64	63	1
OS04G0569400	GLYMA07G08360	64	63	1
OS04G0569400	GLYMA09G40110	64	63	1
OS04G0569400	GLYMA18G45990	64	63	1
OS04G0569900	GLYMA01G42620	30	35	1
OS04G0569900	GLYMA05G03450	33	35	1
OS04G0569900	GLYMA17G14000	33	34	1
OS04G0570000	GLYMA01G42580	60	64	1
OS04G0570000	GLYMA11G02860	60	64	1
OS04G0570500	GLYMA01G42580	47	47	1
OS04G0570500	GLYMA11G02860	47	48	1
OS04G0570600	GLYMA01G42580	0	0	1
OS04G0570600	GLYMA11G02860	0	0	1
OS04G0570800	GLYMA07G08400	59	60	1
OS04G0570800	GLYMA09G26650	61	62	1
OS04G0570800	GLYMA09G40090	61	64	1
OS04G0570800	GLYMA16G32180	61	63	1
OS04G0570800	GLYMA18G46020	47	70	1
OS04G0570800	GLYMA20G29530	59	63	1
OS04G0571300	GLYMA03G01900	54	59	1
OS04G0571300	GLYMA05G03500	52	46	1
OS04G0571300	GLYMA07G08420	54	58	1
OS04G0571300	GLYMA09G26940	49	51	1
OS04G0571300	GLYMA10G38360	53	55	1
OS04G0571300	GLYMA16G32230	49	52	1
OS04G0571300	GLYMA17G14060	52	55	1
OS04G0571300	GLYMA20G29490	52	54	1
OS04G0571600	GLYMA01G42560	52	54	1
OS04G0571600	GLYMA05G03530	54	57	1
OS04G0571600	GLYMA09G27120	54	53	1
OS04G0571600	GLYMA10G38390	52	55	1
OS04G0571600	GLYMA11G02880	51	54	1
OS04G0571600	GLYMA16G32300	54	54	1
OS04G0571600	GLYMA17G14090	54	59	1
OS04G0571600	GLYMA20G29470	53	54	1
OS04G0571800	GLYMA03G01951	34	36	1
OS04G0571800	GLYMA07G08560	37	40	1
OS04G0571800	GLYMA09G40020	34	36	1
OS04G0571800	GLYMA18G46201	34	36	1
OS04G0572200	GLYMA01G42510	42	48	1
OS04G0572200	GLYMA05G03540	42	48	1
OS04G0572200	GLYMA10G38420	44	44	1
OS04G0572200	GLYMA17G14100	41	48	1
OS04G0572200	GLYMA20G29440	45	45	1
OS04G0572400	GLYMA01G42500	42	41	1
OS04G0572400	GLYMA05G03560	39	30	1
OS04G0572400	GLYMA09G27180	42	28	1
OS04G0572400	GLYMA10G38440	44	47	1
OS04G0572400	GLYMA16G32330	42	39	1
OS04G0572400	GLYMA17G14111	39	34	1
OS04G0572400	GLYMA20G29410	43	46	1
OS04G0572600	GLYMA01G42480	31	10	0
OS04G0572600	GLYMA11G02921	33	10	0
OS04G0572700	GLYMA09G27300	31	16	1
OS04G0572700	GLYMA16G32370	31	16	1
OS04G0572800	GLYMA03G02050	50	52	1
OS04G0572800	GLYMA07G08630	50	53	1
OS04G0572800	GLYMA09G27320	50	52	1
OS04G0572800	GLYMA09G39930	46	48	1
OS04G0572800	GLYMA10G38470	49	58	1
OS04G0572800	GLYMA16G32440	50	53	1
OS04G0572800	GLYMA18G46280	49	39	1
OS04G0572800	GLYMA20G29380	50	58	1
OS04G0573000	GLYMA09G23760	72	72	0
OS04G0573000	GLYMA09G39920	66	66	0
OS04G0573000	GLYMA10G37430	70	69	0
OS04G0573000	GLYMA16G29440	72	72	0
OS04G0573000	GLYMA18G46286	65	65	0
OS04G0573000	GLYMA20G30311	69	69	0
OS04G0573100	GLYMA05G03580	63	64	0
OS04G0573100	GLYMA0615S00200	35	54	0
OS04G0573100	GLYMA0615S00250	55	55	0
OS04G0573100	GLYMA10G38480	43	52	0
OS04G0573100	GLYMA11G02930	62	63	0
OS04G0573100	GLYMA17G14130	63	64	0
OS04G0573100	GLYMA20G29370	55	57	0
OS04G0573200	GLYMA05G04170	62	63	1
OS04G0573300	GLYMA04G12440	41	56	1
OS04G0573300	GLYMA09G27670	53	60	1
OS04G0573300	GLYMA10G38650	55	63	1
OS04G0573300	GLYMA16G32660	53	60	1
OS04G0573300	GLYMA20G29100	55	62	1
OS04G0573900	GLYMA07G09150	52	52	1
OS04G0573900	GLYMA07G09160	52	52	1
OS04G0573900	GLYMA20G29071	33	50	1
OS04G0574100	GLYMA10G38710	18	30	1
OS04G0574100	GLYMA20G29030	43	42	1
OS04G0574200	GLYMA09G40420	48	50	1
OS04G0574200	GLYMA18G45420	50	52	1
OS04G0574500	GLYMA01G34650	22	12	0
OS04G0574500	GLYMA03G02500	23	12	0
OS04G0574600	GLYMA09G40430	47	47	1
OS04G0574600	GLYMA18G45410	48	46	1
OS04G0574800	GLYMA09G40460	70	68	1
OS04G0574800	GLYMA18G45380	71	68	1
OS04G0576300	GLYMA08G18860	73	25	0
OS04G0576300	GLYMA15G06160	73	25	0
OS04G0576600	GLYMA11G11336	59	25	0
OS04G0576800	GLYMA11G11780	51	53	0
OS04G0576800	GLYMA12G04070	34	47	0
OS04G0577000	GLYMA11G14660	51	48	1
OS04G0577000	GLYMA12G06620	51	48	1
OS04G0577000	GLYMA13G41280	48	53	1
OS04G0577000	GLYMA15G04140	57	58	1
OS04G0577200	GLYMA03G42090	47	45	1
OS04G0577200	GLYMA19G44820	48	46	1
OS04G0577500	GLYMA02G07661	17	41	0
OS04G0577500	GLYMA16G26671	12	38	0
OS04G0577500	GLYMA16G26700	63	63	0
OS04G0577700	GLYMA02G35935	15	22	0
OS04G0577700	GLYMA03G35820	16	29	0
OS04G0577700	GLYMA10G09354	14	19	0
OS04G0577700	GLYMA11G18420	16	29	0
OS04G0577700	GLYMA12G09840	15	28	0
OS04G0577700	GLYMA12G31310	17	33	0
OS04G0577700	GLYMA13G39030	17	33	0
OS04G0577700	GLYMA19G38480	16	29	0
OS04G0578000	GLYMA03G02861	15	58	1
OS04G0578000	GLYMA05G37410	61	61	1
OS04G0578000	GLYMA07G07160	60	61	1
OS04G0578000	GLYMA08G02130	62	62	1
OS04G0578000	GLYMA09G39060	61	61	1
OS04G0578000	GLYMA11G02390	62	63	1
OS04G0578000	GLYMA16G03600	60	61	1
OS04G0578000	GLYMA18G47280	62	62	1
OS04G0578200	GLYMA07G07041	15	40	0
OS04G0578200	GLYMA16G03450	48	50	0
OS04G0578400	GLYMA09G24530	59	59	0
OS04G0578400	GLYMA10G37560	61	62	0
OS04G0578400	GLYMA16G29790	61	60	0
OS04G0578400	GLYMA20G30230	61	62	0
OS04G0578600	GLYMA07G07380	50	31	1
OS04G0578600	GLYMA10G37600	46	29	1
OS04G0578600	GLYMA10G37610	44	28	1
OS04G0578600	GLYMA16G03770	48	30	1
OS04G0578600	GLYMA18G47060	48	30	1
OS04G0578700	GLYMA07G07350	45	44	1
OS04G0578700	GLYMA16G03730	45	44	1
OS04G0578800	GLYMA01G43050	54	55	0
OS04G0578800	GLYMA04G33056	19	55	0
OS04G0578800	GLYMA05G37540	56	58	0
OS04G0578800	GLYMA08G02030	56	58	0
OS04G0578800	GLYMA11G02440	54	56	0
OS04G0579200	GLYMA01G43020	32	48	1
OS04G0579200	GLYMA05G37580	37	50	1
OS04G0579200	GLYMA07G07400	31	31	1
OS04G0579200	GLYMA08G02000	36	48	1
OS04G0579200	GLYMA09G39280	31	38	1
OS04G0579200	GLYMA11G02470	35	47	1
OS04G0579200	GLYMA16G03810	32	39	1
OS04G0579200	GLYMA17G17180	26	38	1
OS04G0579200	GLYMA18G47020	31	39	1
OS04G0579700	GLYMA05G37570	64	60	1
OS04G0579700	GLYMA08G02010	64	64	1
OS04G0580300	GLYMA09G24740	30	33	1
OS04G0580300	GLYMA10G37640	33	35	1
OS04G0580300	GLYMA16G29900	34	32	1
OS04G0580300	GLYMA20G30150	34	35	1
OS04G0580500	GLYMA04G14920	20	21	1
OS04G0580500	GLYMA06G47140	19	20	1
OS04G0580500	GLYMA06G47170	17	20	1
OS04G0580700	GLYMA03G02210	58	60	0
OS04G0580700	GLYMA07G08890	58	60	0
OS04G0580700	GLYMA09G27461	42	43	0
OS04G0580700	GLYMA09G40251	39	64	0
OS04G0580700	GLYMA10G38580	40	44	0
OS04G0580700	GLYMA16G32540	43	46	0
OS04G0580700	GLYMA18G45761	51	54	0
OS04G0580700	GLYMA20G29250	39	43	0
OS04G0580800	GLYMA13G17620	23	22	0
OS04G0580800	GLYMA17G04880	24	23	0
OS04G0581000	GLYMA04G40600	63	64	1
OS04G0581000	GLYMA06G14190	64	64	1
OS04G0581100	GLYMA03G42250	56	56	1
OS04G0581100	GLYMA07G05420	60	61	1
OS04G0581100	GLYMA16G01990	59	61	1
OS04G0581300	GLYMA08G48290	71	71	1
OS04G0581300	GLYMA13G10250	73	73	1
OS04G0581400	GLYMA03G42301	42	30	1
OS04G0581400	GLYMA07G05381	43	26	1
OS04G0581400	GLYMA16G01951	40	20	1
OS04G0581400	GLYMA19G45090	41	29	1
OS04G0581502	GLYMA01G26670	56	16	1
OS04G0581502	GLYMA02G42020	55	16	1
OS04G0581502	GLYMA03G15820	56	15	1
OS04G0581502	GLYMA07G17130	55	15	1
OS04G0581502	GLYMA11G34750	44	17	1
OS04G0581502	GLYMA14G06880	58	17	1
OS04G0581502	GLYMA18G41833	39	11	1
OS04G0581700	GLYMA15G09140	63	37	1
OS04G0581800	GLYMA02G38760	53	48	1
OS04G0581800	GLYMA14G36866	48	50	1
OS04G0583101	GLYMA02G34810	18	50	0
OS04G0583101	GLYMA07G29000	41	41	0
OS04G0583101	GLYMA20G01350	40	40	0
OS04G0583200	GLYMA02G40670	23	28	1
OS04G0583200	GLYMA11G33040	24	21	1
OS04G0583200	GLYMA14G38980	26	28	1
OS04G0583200	GLYMA18G05160	24	26	1
OS04G0583500	GLYMA02G40790	63	60	1
OS04G0583500	GLYMA11G33190	32	42	1
OS04G0583500	GLYMA14G39120	61	59	1
OS04G0583500	GLYMA18G05040	55	50	1
OS04G0583600	GLYMA11G24236	100	100	1
OS04G0583700	GLYMA11G33200	38	37	1
OS04G0583700	GLYMA18G05030	39	37	1
OS04G0583800	GLYMA09G29785	5	4	1
OS04G0583800	GLYMA16G34330	28	18	1
OS04G0583900	GLYMA02G40800	30	32	1
OS04G0583900	GLYMA09G29800	25	25	1
OS04G0583900	GLYMA11G33180	22	36	1
OS04G0583900	GLYMA14G39130	31	33	1
OS04G0583900	GLYMA16G34340	25	25	1
OS04G0583900	GLYMA18G05050	25	33	1
OS04G0584100	GLYMA02G29045	52	26	1
OS04G0584100	GLYMA09G16930	53	26	1
OS04G0584100	GLYMA09G16972	53	26	1
OS04G0584500	GLYMA08G47655	28	19	1
OS04G0584500	GLYMA18G53836	27	18	1
OS04G0584600	GLYMA02G48160	78	78	0
OS04G0584600	GLYMA14G00320	78	77	0
OS04G0584700	GLYMA09G00243	62	19	1
OS04G0584700	GLYMA17G33585	62	20	1
OS04G0584700	GLYMA17G38250	63	20	1
OS04G0584800	GLYMA09G32900	46	49	1
OS04G0584800	GLYMA16G21560	47	49	1
OS04G0584900	GLYMA04G01670	40	35	1
OS04G0584900	GLYMA06G01760	39	34	1
OS04G0585100	GLYMA04G01720	52	50	1
OS04G0585100	GLYMA06G01810	52	50	1
OS04G0585200	GLYMA01G36210	51	29	1
OS04G0585200	GLYMA02G48130	24	20	1
OS04G0585200	GLYMA04G01760	53	31	1
OS04G0585200	GLYMA06G01860	53	31	1
OS04G0585200	GLYMA09G32980	50	29	1
OS04G0585200	GLYMA09G32990	49	29	1
OS04G0585200	GLYMA09G33010	50	29	1
OS04G0585200	GLYMA11G09230	51	30	1
OS04G0585200	GLYMA14G00350	49	29	1
OS04G0585200	GLYMA16G21470	50	29	1
OS04G0585300	GLYMA02G41260	49	49	1
OS04G0585300	GLYMA06G33611	13	33	1
OS04G0585300	GLYMA09G22854	20	22	1
OS04G0585300	GLYMA14G39630	49	48	1
OS04G0585400	GLYMA07G19600	52	48	1
OS04G0585400	GLYMA10G42700	53	52	1
OS04G0585400	GLYMA20G00871	46	58	1
OS04G0585400	GLYMA20G24350	53	53	1
OS04G0585600	GLYMA01G44050	39	36	1
OS04G0585700	GLYMA01G41170	33	32	1
OS04G0585700	GLYMA03G25200	31	40	1
OS04G0585700	GLYMA05G05800	32	28	1
OS04G0585700	GLYMA07G13450	31	40	1
OS04G0585700	GLYMA11G04250	31	30	1
OS04G0585700	GLYMA17G16130	31	26	1
OS04G0585900	GLYMA01G41170	34	26	1
OS04G0585900	GLYMA03G25200	32	33	1
OS04G0585900	GLYMA05G05800	34	23	1
OS04G0585900	GLYMA07G13450	32	33	1
OS04G0585900	GLYMA11G04250	32	24	1
OS04G0585900	GLYMA17G16130	34	23	1
OS04G0586000	GLYMA01G41170	39	32	1
OS04G0586000	GLYMA03G25200	34	37	1
OS04G0586000	GLYMA05G05800	38	28	1
OS04G0586000	GLYMA07G13450	35	39	1
OS04G0586000	GLYMA11G04250	36	29	1
OS04G0586000	GLYMA17G16130	36	26	1
OS04G0586100	GLYMA01G41170	36	22	1
OS04G0586100	GLYMA03G25200	35	30	1
OS04G0586100	GLYMA05G05800	35	20	1
OS04G0586100	GLYMA07G13450	36	30	1
OS04G0586100	GLYMA11G04250	39	24	1
OS04G0586100	GLYMA17G16130	38	21	1
OS04G0586200	GLYMA01G41170	38	26	1
OS04G0586200	GLYMA03G25200	36	32	1
OS04G0586200	GLYMA05G05800	37	22	1
OS04G0586200	GLYMA07G13450	38	34	1
OS04G0586200	GLYMA11G04250	38	25	1
OS04G0586200	GLYMA17G16130	36	21	1
OS04G0586500	GLYMA02G13460	32	20	1
OS04G0586500	GLYMA02G13470	34	21	1
OS04G0586500	GLYMA02G35380	30	19	1
OS04G0586500	GLYMA08G09860	4	6	1
OS04G0586500	GLYMA08G27420	31	19	1
OS04G0586500	GLYMA08G27450	31	18	1
OS04G0586500	GLYMA08G27490	26	18	1
OS04G0586500	GLYMA13G06490	33	19	1
OS04G0586500	GLYMA13G06505	33	19	1
OS04G0586500	GLYMA13G06520	29	25	1
OS04G0586500	GLYMA13G06530	32	19	1
OS04G0586500	GLYMA13G06600	14	13	1
OS04G0586500	GLYMA13G06620	32	20	1
OS04G0586500	GLYMA13G06630	33	19	1
OS04G0586500	GLYMA18G50510	30	18	1
OS04G0586500	GLYMA18G50540	30	18	1
OS04G0586500	GLYMA18G50610	31	18	1
OS04G0586500	GLYMA18G50630	31	18	1
OS04G0586500	GLYMA18G50650	30	17	1
OS04G0586500	GLYMA18G50660	30	18	1
OS04G0586500	GLYMA18G50670	31	18	1
OS04G0586500	GLYMA18G50681	2	3	1
OS04G0586500	GLYMA19G04140	30	18	1
OS04G0586700	GLYMA03G24930	28	28	1
OS04G0586700	GLYMA07G12990	28	28	1
OS04G0586700	GLYMA15G20390	23	24	1
OS04G0588000	GLYMA03G24660	32	17	1
OS04G0588000	GLYMA07G12890	32	17	1
OS04G0588000	GLYMA09G38280	38	18	1
OS04G0588000	GLYMA18G48090	36	18	1
OS04G0588200	GLYMA06G46721	51	48	1
OS04G0588700	GLYMA03G24300	54	47	1
OS04G0588700	GLYMA07G12680	55	49	1
OS04G0589200	GLYMA02G44431	45	43	1
OS04G0589600	GLYMA12G35950	67	69	1
OS04G0589600	GLYMA13G34430	67	69	1
OS04G0589900	GLYMA01G40690	35	39	1
OS04G0589900	GLYMA05G23660	40	41	1
OS04G0589900	GLYMA11G04610	34	38	1
OS04G0589900	GLYMA17G16641	37	36	1
OS04G0590100	GLYMA03G22945	19	24	1
OS04G0590100	GLYMA16G08920	27	21	1
OS04G0590200	GLYMA01G40680	54	66	1
OS04G0590200	GLYMA05G23630	58	64	1
OS04G0590200	GLYMA09G38120	58	65	1
OS04G0590200	GLYMA11G04630	54	66	1
OS04G0590200	GLYMA17G16660	52	63	1
OS04G0590200	GLYMA18G48260	58	66	1
OS04G0590400	GLYMA03G10320	46	40	1
OS04G0590400	GLYMA07G15950	45	39	1
OS04G0590400	GLYMA11G14670	42	39	1
OS04G0590400	GLYMA11G14700	38	39	1
OS04G0590400	GLYMA11G14710	38	35	1
OS04G0590400	GLYMA11G14720	39	36	1
OS04G0590400	GLYMA11G14740	32	35	1
OS04G0590400	GLYMA11G14750	44	38	1
OS04G0590400	GLYMA12G06630	43	40	1
OS04G0590400	GLYMA12G06640	39	37	1
OS04G0590400	GLYMA12G06655	38	36	1
OS04G0590400	GLYMA12G06670	42	41	1
OS04G0590400	GLYMA13G41220	36	35	1
OS04G0590400	GLYMA13G41231	26	34	1
OS04G0590400	GLYMA13G41240	43	37	1
OS04G0590400	GLYMA13G41251	36	37	1
OS04G0590400	GLYMA13G41261	41	39	1
OS04G0590400	GLYMA15G04160	41	38	1
OS04G0590400	GLYMA15G04166	39	41	1
OS04G0590400	GLYMA15G04173	43	38	1
OS04G0590400	GLYMA15G04190	38	36	1
OS04G0590400	GLYMA18G39920	45	39	1
OS04G0590900	GLYMA04G15820	27	42	1
OS04G0590900	GLYMA06G46730	25	42	1
OS04G0591000	GLYMA01G02150	40	40	1
OS04G0591000	GLYMA09G33790	40	41	1
OS04G0591100	GLYMA01G02180	63	67	1
OS04G0591100	GLYMA01G11390	63	74	1
OS04G0591100	GLYMA01G44430	60	64	1
OS04G0591100	GLYMA08G36641	43	45	1
OS04G0591100	GLYMA09G33770	64	53	1
OS04G0591100	GLYMA11G01100	59	64	1
OS04G0591100	GLYMA11G11640	56	63	1
OS04G0591100	GLYMA12G01890	57	63	1
OS04G0591100	GLYMA15G38361	24	61	1
OS04G0591100	GLYMA15G38421	23	58	1
OS04G0591300	GLYMA01G02190	40	31	1
OS04G0591300	GLYMA09G33760	39	29	1
OS04G0592400	GLYMA01G44390	36	32	1
OS04G0592400	GLYMA11G01130	36	32	1
OS04G0592400	GLYMA11G11580	37	33	1
OS04G0592400	GLYMA12G01950	38	34	1
OS04G0592600	GLYMA01G02090	71	63	1
OS04G0592600	GLYMA09G33850	72	71	1
OS04G0592700	GLYMA05G02240	58	59	1
OS04G0592700	GLYMA17G09690	58	59	1
OS04G0593200	GLYMA01G02070	37	36	1
OS04G0593200	GLYMA09G33870	38	36	1
OS04G0593200	GLYMA16G13440	33	33	1
OS04G0593400	GLYMA12G01970	45	45	1
OS04G0593500	GLYMA12G01970	43	46	1
OS04G0593700	GLYMA01G02040	13	28	0
OS04G0593800	GLYMA01G02040	14	10	0
OS04G0594100	GLYMA08G17861	33	32	1
OS04G0594100	GLYMA15G41255	28	49	1
OS04G0594400	GLYMA01G01950	53	59	1
OS04G0594400	GLYMA09G33960	53	59	1
OS04G0594400	GLYMA12G01990	45	45	1
OS04G0594500	GLYMA01G27040	29	23	1
OS04G0594500	GLYMA07G06990	31	23	1
OS04G0594500	GLYMA07G07060	30	22	1
OS04G0594500	GLYMA07G07140	21	27	1
OS04G0594500	GLYMA07G16530	30	22	1
OS04G0594500	GLYMA07G16560	21	23	1
OS04G0594500	GLYMA10G07351	12	15	1
OS04G0594500	GLYMA16G10801	12	21	1
OS04G0594500	GLYMA18G42020	28	22	1
OS04G0594500	GLYMA18G42140	24	30	1
OS04G0594500	GLYMA18G42151	17	31	1
OS04G0594500	GLYMA18G42160	28	28	1
OS04G0594500	GLYMA18G42180	28	22	1
OS04G0594500	GLYMA18G46040	30	23	1
OS04G0594500	GLYMA18G46080	29	22	1
OS04G0594500	GLYMA18G53110	29	22	1
OS04G0594700	GLYMA01G27040	26	16	1
OS04G0594700	GLYMA07G06990	29	18	1
OS04G0594700	GLYMA07G07060	29	17	1
OS04G0594700	GLYMA07G07140	16	16	1
OS04G0594700	GLYMA07G16530	27	17	1
OS04G0594700	GLYMA07G16560	24	22	1
OS04G0594700	GLYMA10G07351	13	12	1
OS04G0594700	GLYMA16G10801	8	11	1
OS04G0594700	GLYMA18G42020	28	17	1
OS04G0594700	GLYMA18G42140	27	27	1
OS04G0594700	GLYMA18G42151	25	37	1
OS04G0594700	GLYMA18G42160	27	22	1
OS04G0594700	GLYMA18G42180	29	19	1
OS04G0594700	GLYMA18G46040	31	19	1
OS04G0594700	GLYMA18G46080	31	19	1
OS04G0594700	GLYMA18G53110	30	19	1
OS04G0594800	GLYMA04G09620	17	63	0
OS04G0594800	GLYMA04G09630	41	62	0
OS04G0594800	GLYMA07G30280	64	64	0
OS04G0594800	GLYMA13G32801	26	58	0
OS04G0594800	GLYMA15G06510	63	63	0
OS04G0594800	GLYMA15G06520	62	65	0
OS04G0596300	GLYMA01G01601	48	48	1
OS04G0596300	GLYMA09G34230	48	48	1
OS04G0596400	GLYMA01G01590	71	75	0
OS04G0596400	GLYMA04G14341	52	70	0
OS04G0596400	GLYMA06G23420	27	55	0
OS04G0596400	GLYMA09G34240	71	75	0
OS04G0596500	GLYMA05G29675	55	46	1
OS04G0596500	GLYMA08G12790	55	46	1
OS04G0596900	GLYMA01G01370	73	72	1
OS04G0596900	GLYMA09G34410	73	72	1
OS04G0597000	GLYMA01G01380	66	67	1
OS04G0597000	GLYMA09G34400	65	66	1
OS04G0597300	GLYMA05G25331	36	35	1
OS04G0597300	GLYMA08G08340	37	35	1
OS04G0597300	GLYMA09G03451	45	37	1
OS04G0597300	GLYMA15G14371	47	37	1
OS04G0597900	GLYMA11G09825	20	7	1
OS04G0597900	GLYMA12G02140	20	8	1
OS04G0598000	GLYMA01G44040	36	33	1
OS04G0598000	GLYMA11G01520	34	34	1
OS04G0598200	GLYMA10G06040	90	90	0
OS04G0598200	GLYMA11G20570	90	78	0
OS04G0598200	GLYMA12G08050	89	89	0
OS04G0598200	GLYMA13G20330	90	90	0
OS04G0598300	GLYMA04G37900	51	56	1
OS04G0598300	GLYMA06G17170	56	54	1
OS04G0599300	GLYMA05G26490	31	29	1
OS04G0599300	GLYMA08G09421	32	28	1
OS04G0599300	GLYMA08G36320	21	22	1
OS04G0599300	GLYMA16G12132	26	31	1
OS04G0599400	GLYMA11G09850	45	55	0
OS04G0599400	GLYMA12G02160	57	55	0
OS04G0599700	GLYMA16G17691	22	69	1
OS04G0599700	GLYMA16G17701	46	60	1
OS04G0599800	GLYMA01G43980	67	74	0
OS04G0599800	GLYMA03G36300	60	66	0
OS04G0599800	GLYMA08G24480	58	66	0
OS04G0599800	GLYMA11G01450	67	74	0
OS04G0599800	GLYMA16G06481	11	46	0
OS04G0599800	GLYMA16G26911	15	54	0
OS04G0599800	GLYMA19G24885	32	67	0
OS04G0599900	GLYMA04G14460	12	49	1
OS04G0599900	GLYMA14G10510	45	48	1
OS04G0599900	GLYMA17G35000	46	48	1
OS04G0599900	GLYMA18G41846	12	61	1
OS04G0600000	GLYMA01G01300	63	23	1
OS04G0600000	GLYMA09G34461	62	23	1
OS04G0600200	GLYMA04G14800	65	67	0
OS04G0600200	GLYMA05G24440	22	61	0
OS04G0600200	GLYMA05G24455	60	60	0
OS04G0600200	GLYMA08G07690	57	58	0
OS04G0600200	GLYMA08G07700	63	63	0
OS04G0600300	GLYMA04G14800	53	56	0
OS04G0600300	GLYMA05G24440	18	49	0
OS04G0600300	GLYMA05G24455	52	52	0
OS04G0600300	GLYMA08G07690	51	52	0
OS04G0600300	GLYMA08G07700	53	53	0
OS04G0600400	GLYMA01G35230	36	37	1
OS04G0600400	GLYMA09G34680	38	38	1
OS04G0600500	GLYMA18G15534	17	14	0
OS04G0600800	GLYMA11G11730	81	81	0
OS04G0600800	GLYMA12G01740	81	81	0
OS04G0600900	GLYMA01G35145	27	24	1
OS04G0600900	GLYMA01G44471	40	37	1
OS04G0600900	GLYMA09G34565	27	24	1
OS04G0600900	GLYMA11G01060	40	38	1
OS04G0600900	GLYMA11G11826	37	33	1
OS04G0600900	GLYMA12G01730	37	33	1
OS04G0601400	GLYMA03G23960	53	55	1
OS04G0601400	GLYMA03G23970	44	45	1
OS04G0601400	GLYMA07G12400	53	55	1
OS04G0601700	GLYMA03G33790	74	74	1
OS04G0601700	GLYMA10G06010	72	59	1
OS04G0601700	GLYMA13G20310	74	74	1
OS04G0602100	GLYMA02G37160	67	68	1
OS04G0602100	GLYMA14G35440	66	64	1
OS04G0602200	GLYMA16G08170	61	44	0
OS04G0602200	GLYMA16G17296	9	13	0
OS04G0602200	GLYMA16G17320	53	64	0
OS04G0602300	GLYMA01G35370	54	35	1
OS04G0602400	GLYMA09G35741	15	68	1
OS04G0602400	GLYMA12G01610	58	57	1
OS04G0602600	GLYMA02G47980	39	45	1
OS04G0602600	GLYMA14G00600	43	44	1
OS04G0602700	GLYMA09G35080	56	57	1
OS04G0602800	GLYMA08G35243	44	43	1
OS04G0602800	GLYMA16G18183	45	44	1
OS04G0602900	GLYMA09G29931	20	12	1
OS04G0602900	GLYMA16G34480	20	9	1
OS04G0603400	GLYMA13G44930	42	43	1
OS04G0603400	GLYMA15G00420	41	43	1
OS04G0604000	GLYMA09G06390	66	65	1
OS04G0604000	GLYMA13G00751	65	64	1
OS04G0604000	GLYMA15G17640	66	65	1
OS04G0604000	GLYMA17G06871	65	64	1
OS04G0604000	GLYMA17G24992	13	64	1
OS04G0604200	GLYMA01G34770	37	37	1
OS04G0604200	GLYMA05G35660	36	38	1
