Gene stable ID	Solanum tuberosum gene stable ID	% identity	Solanum tuberosum % identity	Orthology confidence [0 low, 1 high]
OS06G0236600	PGSC0003DMG400015597	37	40	1
OS06G0236900	PGSC0003DMG400010428	77	25	1
OS06G0237200	PGSC0003DMG400015600	26	77	0
OS06G0237400	PGSC0003DMG400001229	38	42	1
OS06G0237400	PGSC0003DMG400041434	30	41	1
OS06G0237400	PGSC0003DMG400042833	22	36	1
OS06G0237502	PGSC0003DMG400015603	57	57	1
OS06G0237600	PGSC0003DMG400000511	50	50	1
OS06G0237600	PGSC0003DMG400015584	51	50	1
OS06G0237600	PGSC0003DMG400020494	49	50	1
OS06G0237900	PGSC0003DMG401024472	26	18	1
OS06G0238000	PGSC0003DMG400000531	33	35	1
OS06G0238000	PGSC0003DMG400024471	32	31	1
OS06G0238200	PGSC0003DMG400000531	33	33	1
OS06G0238200	PGSC0003DMG400024471	30	28	1
OS06G0238300	PGSC0003DMG400001392	53	54	1
OS06G0238700	PGSC0003DMG400001922	41	38	1
OS06G0238700	PGSC0003DMG400015613	39	36	1
OS06G0238700	PGSC0003DMG400024470	39	39	1
OS06G0238900	PGSC0003DMG400001293	32	29	1
OS06G0239000	PGSC0003DMG400024585	58	22	0
OS06G0239100	PGSC0003DMG400001923	42	42	1
OS06G0239100	PGSC0003DMG400001924	39	39	1
OS06G0239100	PGSC0003DMG400029236	26	17	1
OS06G0239100	PGSC0003DMG400037202	10	36	1
OS06G0239100	PGSC0003DMG400041373	34	34	1
OS06G0239100	PGSC0003DMG400046023	15	33	1
OS06G0239100	PGSC0003DMG400046081	33	36	1
OS06G0239100	PGSC0003DMG400046359	18	32	1
OS06G0239200	PGSC0003DMG400024583	35	42	1
OS06G0239300	PGSC0003DMG400001393	49	51	1
OS06G0239500	PGSC0003DMG400001393	51	53	1
OS06G0239700	PGSC0003DMG400000696	52	55	1
OS06G0240050	PGSC0003DMG400025191	14	26	0
OS06G0240050	PGSC0003DMG400025192	15	20	0
OS06G0240050	PGSC0003DMG400025193	13	28	0
OS06G0240050	PGSC0003DMG400025194	13	28	0
OS06G0241400	PGSC0003DMG400001813	26	43	1
OS06G0241400	PGSC0003DMG400001816	40	41	1
OS06G0241400	PGSC0003DMG400013874	15	36	1
OS06G0242000	PGSC0003DMG400001813	25	38	1
OS06G0242000	PGSC0003DMG400001816	39	38	1
OS06G0242000	PGSC0003DMG400013874	14	33	1
OS06G0242700	PGSC0003DMG400001813	7	5	1
OS06G0242700	PGSC0003DMG400001816	41	19	1
OS06G0242700	PGSC0003DMG400013874	1	1	1
OS06G0243801	PGSC0003DMG400001813	8	9	1
OS06G0243801	PGSC0003DMG400001816	31	21	1
OS06G0243801	PGSC0003DMG400013874	3	5	1
OS06G0244000	PGSC0003DMG400001813	21	36	1
OS06G0244000	PGSC0003DMG400001816	36	40	1
OS06G0244000	PGSC0003DMG400013874	13	33	1
OS06G0244200	PGSC0003DMG400001300	35	27	1
OS06G0244700	PGSC0003DMG400022634	31	26	1
OS06G0244700	PGSC0003DMG400024575	36	30	1
OS06G0245600	PGSC0003DMG400026385	21	18	1
OS06G0245700	PGSC0003DMG400001394	64	53	1
OS06G0245900	PGSC0003DMG400001296	35	40	1
OS06G0245900	PGSC0003DMG402024469	41	39	1
OS06G0246000	PGSC0003DMG400001395	66	65	0
OS06G0246500	PGSC0003DMG400001927	70	72	0
OS06G0246500	PGSC0003DMG400022607	74	75	0
OS06G0247000	PGSC0003DMG400001396	47	17	1
OS06G0247000	PGSC0003DMG400019367	5	5	1
OS06G0247000	PGSC0003DMG400022608	48	17	1
OS06G0247500	PGSC0003DMG400016726	80	79	0
OS06G0247500	PGSC0003DMG401000669	78	80	0
OS06G0247900	PGSC0003DMG400022208	56	60	1
OS06G0247900	PGSC0003DMG401000668	58	53	1
OS06G0248500	PGSC0003DMG400022775	40	41	1
OS06G0248500	PGSC0003DMG400028687	34	37	1
OS06G0248500	PGSC0003DMG400029464	38	39	1
OS06G0249500	PGSC0003DMG400000195	44	26	1
OS06G0250600	PGSC0003DMG400013243	64	66	1
OS06G0251000	PGSC0003DMG401014608	53	16	0
OS06G0251100	PGSC0003DMG400022779	52	55	1
OS06G0251700	PGSC0003DMG400019974	68	66	0
OS06G0251700	PGSC0003DMG400021781	69	67	0
OS06G0251700	PGSC0003DMG400029515	68	67	0
OS06G0252300	PGSC0003DMG400014182	63	48	1
OS06G0252800	PGSC0003DMG400014962	20	18	1
OS06G0253100	PGSC0003DMG400023622	50	50	1
OS06G0254200	PGSC0003DMG400014505	46	45	1
OS06G0254200	PGSC0003DMG400025678	48	46	1
OS06G0254300	PGSC0003DMG400002864	30	35	1
OS06G0254300	PGSC0003DMG400026764	27	37	1
OS06G0254300	PGSC0003DMG401009727	17	29	1
OS06G0254300	PGSC0003DMG402009727	30	36	1
OS06G0254300	PGSC0003DMG402029471	29	34	1
OS06G0254600	PGSC0003DMG400002864	29	34	1
OS06G0254600	PGSC0003DMG400026764	27	36	1
OS06G0254600	PGSC0003DMG401009727	17	29	1
OS06G0254600	PGSC0003DMG402009727	29	35	1
OS06G0254600	PGSC0003DMG402029471	30	35	1
OS06G0254700	PGSC0003DMG400002864	47	52	1
OS06G0254700	PGSC0003DMG400026764	43	56	1
OS06G0254700	PGSC0003DMG401009727	30	48	1
OS06G0254700	PGSC0003DMG402009727	46	51	1
OS06G0254700	PGSC0003DMG402029471	48	54	1
OS06G0255100	PGSC0003DMG400029517	45	45	1
OS06G0255400	PGSC0003DMG400009728	48	51	1
OS06G0255400	PGSC0003DMG400014184	43	25	1
OS06G0255400	PGSC0003DMG400014455	48	42	1
OS06G0255400	PGSC0003DMG400016977	46	36	1
OS06G0255400	PGSC0003DMG400023569	48	40	1
OS06G0255400	PGSC0003DMG400028802	47	30	1
OS06G0255700	PGSC0003DMG400030952	45	46	1
OS06G0256000	PGSC0003DMG400013306	43	27	1
OS06G0256200	PGSC0003DMG400023623	45	48	1
OS06G0256200	PGSC0003DMG402015684	47	49	1
OS06G0256300	PGSC0003DMG400014604	59	59	1
OS06G0256300	PGSC0003DMG400015670	60	59	1
OS06G0256800	PGSC0003DMG400005675	28	29	1
OS06G0256900	PGSC0003DMG400008938	70	71	1
OS06G0257450	PGSC0003DMG400020253	79	81	0
OS06G0257600	PGSC0003DMG400015683	49	52	1
OS06G0258000	PGSC0003DMG400015668	46	40	0
OS06G0259000	PGSC0003DMG400005958	41	15	1
OS06G0259000	PGSC0003DMG400030502	41	14	1
OS06G0260000	PGSC0003DMG400030503	27	34	1
OS06G0260000	PGSC0003DMG400030504	29	36	1
OS06G0260000	PGSC0003DMG400030546	28	34	1
OS06G0260000	PGSC0003DMG400030604	24	44	1
OS06G0260500	PGSC0003DMG400012670	50	53	0
OS06G0260500	PGSC0003DMG400014549	47	50	0
OS06G0260500	PGSC0003DMG400014568	47	54	0
OS06G0260500	PGSC0003DMG400024181	49	52	0
OS06G0262800	PGSC0003DMG400012670	59	59	0
OS06G0262800	PGSC0003DMG400014549	55	55	0
OS06G0262800	PGSC0003DMG400014568	53	57	0
OS06G0262800	PGSC0003DMG400024181	58	57	0
OS06G0264200	PGSC0003DMG400005633	31	37	1
OS06G0264200	PGSC0003DMG400007749	27	23	1
OS06G0264200	PGSC0003DMG400014566	31	34	1
OS06G0264300	PGSC0003DMG400012654	62	66	1
OS06G0264300	PGSC0003DMG400024190	60	64	1
OS06G0264500	PGSC0003DMG400014539	58	59	1
OS06G0264700	PGSC0003DMG400003886	44	28	1
OS06G0264800	PGSC0003DMG400000204	53	50	1
OS06G0264900	PGSC0003DMG400005718	39	27	0
OS06G0265000	PGSC0003DMG400004170	76	76	0
OS06G0265400	PGSC0003DMG400012962	63	50	1
OS06G0265900	PGSC0003DMG400008616	45	46	1
OS06G0266266	PGSC0003DMG400029518	27	34	0
OS06G0266266	PGSC0003DMG400032160	32	45	0
OS06G0267400	PGSC0003DMG400005554	12	27	0
OS06G0267400	PGSC0003DMG400015149	27	26	0
OS06G0267400	PGSC0003DMG400015150	29	28	0
OS06G0267400	PGSC0003DMG400015151	29	29	0
OS06G0267400	PGSC0003DMG400015220	27	27	0
OS06G0267400	PGSC0003DMG400015221	33	28	0
OS06G0267400	PGSC0003DMG400018131	30	30	0
OS06G0267400	PGSC0003DMG400018132	17	31	0
OS06G0267400	PGSC0003DMG400018135	33	27	0
OS06G0267400	PGSC0003DMG400018138	32	27	0
OS06G0267400	PGSC0003DMG400018139	28	25	0
OS06G0267400	PGSC0003DMG400018140	33	28	0
OS06G0267400	PGSC0003DMG400018141	32	27	0
OS06G0267400	PGSC0003DMG400018196	25	29	0
OS06G0267400	PGSC0003DMG400018199	30	27	0
OS06G0267600	PGSC0003DMG400025793	1	4	1
OS06G0268700	PGSC0003DMG400004069	44	42	1
OS06G0268800	PGSC0003DMG400005713	51	33	1
OS06G0269300	PGSC0003DMG400000502	51	53	1
OS06G0269300	PGSC0003DMG400004115	48	49	1
OS06G0270200	PGSC0003DMG400000501	66	66	1
OS06G0270200	PGSC0003DMG400004113	65	65	1
OS06G0270200	PGSC0003DMG400013819	41	63	1
OS06G0270900	PGSC0003DMG400014496	74	68	0
OS06G0270900	PGSC0003DMG400024490	76	78	0
OS06G0270900	PGSC0003DMG401004125	74	77	0
OS06G0270900	PGSC0003DMG402004125	30	70	0
OS06G0271000	PGSC0003DMG400002946	19	37	1
OS06G0271000	PGSC0003DMG400006907	37	27	1
OS06G0271000	PGSC0003DMG400006908	37	27	1
OS06G0271000	PGSC0003DMG400006946	39	27	1
OS06G0271000	PGSC0003DMG400006949	39	34	1
OS06G0271000	PGSC0003DMG400006950	14	16	1
OS06G0271000	PGSC0003DMG400024593	40	28	1
OS06G0271000	PGSC0003DMG400024594	39	28	1
OS06G0271300	PGSC0003DMG400001625	49	49	0
OS06G0271300	PGSC0003DMG400001626	17	61	0
OS06G0271300	PGSC0003DMG400002019	38	48	0
OS06G0271300	PGSC0003DMG400018706	45	48	0
OS06G0271500	PGSC0003DMG401013972	22	33	1
OS06G0271600	PGSC0003DMG400000533	26	29	1
OS06G0271600	PGSC0003DMG400006951	29	22	1
OS06G0271600	PGSC0003DMG400024595	26	32	1
OS06G0273800	PGSC0003DMG400042458	18	13	0
OS06G0273800	PGSC0003DMG401018963	76	31	0
OS06G0273800	PGSC0003DMG402018963	78	69	0
OS06G0274000	PGSC0003DMG400022856	47	40	0
OS06G0274100	PGSC0003DMG400025125	2	3	1
OS06G0274200	PGSC0003DMG400000654	81	79	1
OS06G0274200	PGSC0003DMG400024512	78	75	1
OS06G0274300	PGSC0003DMG400002870	52	18	1
OS06G0274300	PGSC0003DMG400007517	51	18	1
OS06G0274300	PGSC0003DMG400010055	55	18	1
OS06G0274500	PGSC0003DMG400002870	62	64	1
OS06G0274500	PGSC0003DMG400007517	63	65	1
OS06G0274500	PGSC0003DMG400010055	66	64	1
OS06G0275000	PGSC0003DMG401010056	43	41	1
OS06G0275000	PGSC0003DMG402010056	45	43	1
OS06G0275500	PGSC0003DMG400004008	42	46	0
OS06G0275500	PGSC0003DMG400034096	56	54	0
OS06G0275600	PGSC0003DMG400001918	29	28	1
OS06G0275600	PGSC0003DMG400008805	29	24	1
OS06G0275600	PGSC0003DMG400019659	33	28	1
OS06G0275700	PGSC0003DMG400019649	41	41	1
OS06G0275800	PGSC0003DMG400001474	65	60	1
OS06G0275800	PGSC0003DMG400026549	65	63	1
OS06G0275900	PGSC0003DMG400001473	49	47	1
OS06G0281400	PGSC0003DMG400012781	36	36	0
OS06G0281800	PGSC0003DMG400025191	20	27	0
OS06G0281800	PGSC0003DMG400025192	23	21	0
OS06G0281800	PGSC0003DMG400025193	20	32	0
OS06G0281800	PGSC0003DMG400025194	20	32	0
OS06G0283200	PGSC0003DMG400004060	23	28	1
OS06G0283300	PGSC0003DMG400001470	55	57	1
OS06G0283400	PGSC0003DMG400001935	58	64	0
OS06G0283400	PGSC0003DMG400019641	60	67	0
OS06G0284200	PGSC0003DMG400002367	72	73	1
OS06G0284200	PGSC0003DMG400004078	73	75	1
OS06G0284200	PGSC0003DMG400024619	75	77	1
OS06G0284500	PGSC0003DMG400004062	26	24	1
OS06G0284800	PGSC0003DMG400024524	35	33	1
OS06G0285100	PGSC0003DMG400004298	27	17	0
OS06G0285100	PGSC0003DMG400014408	34	20	0
OS06G0285100	PGSC0003DMG400017376	27	16	0
OS06G0285100	PGSC0003DMG400022279	32	19	0
OS06G0285100	PGSC0003DMG400029811	28	25	0
OS06G0286228	PGSC0003DMG400047127	27	30	0
OS06G0286310	PGSC0003DMG400015008	34	14	0
OS06G0286375	PGSC0003DMG400010901	23	36	1
OS06G0286375	PGSC0003DMG402004292	25	55	1
OS06G0286375	PGSC0003DMG402017380	25	53	1
OS06G0288100	PGSC0003DMG400015157	45	36	1
OS06G0288100	PGSC0003DMG400027071	45	37	1
OS06G0288300	PGSC0003DMG400001439	24	40	1
OS06G0288300	PGSC0003DMG400038989	37	37	1
OS06G0288300	PGSC0003DMG400039917	38	41	1
OS06G0289200	PGSC0003DMG400001439	21	37	1
OS06G0289200	PGSC0003DMG400038989	33	35	1
OS06G0289200	PGSC0003DMG400039917	37	41	1
OS06G0289900	PGSC0003DMG400001439	20	35	1
OS06G0289900	PGSC0003DMG400038989	33	34	1
OS06G0289900	PGSC0003DMG400039917	34	37	1
OS06G0291600	PGSC0003DMG400008686	66	63	1
OS06G0291600	PGSC0003DMG400019737	64	62	1
OS06G0291600	PGSC0003DMG400022165	65	63	1
OS06G0297600	PGSC0003DMG400029808	0	0	1
OS06G0297700	PGSC0003DMG400008691	50	49	0
OS06G0297700	PGSC0003DMG400022268	51	28	0
OS06G0297700	PGSC0003DMG400029789	46	48	0
OS06G0297800	PGSC0003DMG400019744	54	56	1
OS06G0298200	PGSC0003DMG400005325	52	51	1
OS06G0298200	PGSC0003DMG400017411	49	49	1
OS06G0298200	PGSC0003DMG400028818	49	49	1
OS06G0298400	PGSC0003DMG400014404	34	33	1
OS06G0298500	PGSC0003DMG400022358	57	53	1
OS06G0298700	PGSC0003DMG400010742	23	29	1
OS06G0299100	PGSC0003DMG400010742	32	33	1
OS06G0299200	PGSC0003DMG400010742	31	29	1
OS06G0299300	PGSC0003DMG400010742	33	35	1
OS06G0300000	PGSC0003DMG400010742	33	39	1
OS06G0300200	PGSC0003DMG400010742	37	39	1
OS06G0300300	PGSC0003DMG400028831	69	71	1
OS06G0300500	PGSC0003DMG400017415	56	54	1
OS06G0300600	PGSC0003DMG400031793	62	67	1
OS06G0300600	PGSC0003DMG400032548	62	67	1
OS06G0300600	PGSC0003DMG402011505	17	65	1
OS06G0301000	PGSC0003DMG402027033	55	52	0
OS06G0301100	PGSC0003DMG400008171	32	39	1
OS06G0301100	PGSC0003DMG400012719	32	34	1
OS06G0301300	PGSC0003DMG401022150	61	44	0
OS06G0302650	PGSC0003DMG400025191	21	11	0
OS06G0302650	PGSC0003DMG400025192	21	7	0
OS06G0302650	PGSC0003DMG400025193	22	14	0
OS06G0302650	PGSC0003DMG400025194	22	14	0
OS06G0303400	PGSC0003DMG402022215	68	59	1
OS06G0303700	PGSC0003DMG400011852	21	16	1
OS06G0303700	PGSC0003DMG400015272	13	22	1
OS06G0303700	PGSC0003DMG400015274	22	19	1
OS06G0303800	PGSC0003DMG401018895	36	32	1
OS06G0304500	PGSC0003DMG400012587	53	66	1
OS06G0305400	PGSC0003DMG400014766	16	23	1
OS06G0305400	PGSC0003DMG400014767	15	21	1
OS06G0305400	PGSC0003DMG400023144	19	25	1
OS06G0308000	PGSC0003DMG400022300	54	53	1
OS06G0308100	PGSC0003DMG400000662	57	61	1
OS06G0308100	PGSC0003DMG400013901	59	60	1
OS06G0308200	PGSC0003DMG400018230	42	43	1
OS06G0308300	PGSC0003DMG400012857	66	66	1
OS06G0308300	PGSC0003DMG400022299	68	67	1
OS06G0308800	PGSC0003DMG400022298	49	57	1
OS06G0308900	PGSC0003DMG400032559	50	13	1
OS06G0309000	PGSC0003DMG400012847	8	27	1
OS06G0309000	PGSC0003DMG402022202	28	23	1
OS06G0309200	PGSC0003DMG401022202	27	9	1
OS06G0310200	PGSC0003DMG401029775	29	34	1
OS06G0310200	PGSC0003DMG402029775	2	4	1
OS06G0311000	PGSC0003DMG400028330	24	25	0
OS06G0311300	PGSC0003DMG401016693	27	18	1
OS06G0311300	PGSC0003DMG402016693	18	24	1
OS06G0311600	PGSC0003DMG400013275	50	56	1
OS06G0311600	PGSC0003DMG400013279	22	47	1
OS06G0311800	PGSC0003DMG400001813	21	32	1
OS06G0311800	PGSC0003DMG400001816	38	36	1
OS06G0311800	PGSC0003DMG400013874	13	29	1
OS06G0313320	PGSC0003DMG400001813	21	33	1
OS06G0313320	PGSC0003DMG400001816	37	36	1
OS06G0313320	PGSC0003DMG400013874	12	29	1
OS06G0314000	PGSC0003DMG400004459	39	22	0
OS06G0314000	PGSC0003DMG400008014	36	19	0
OS06G0314000	PGSC0003DMG400015441	36	21	0
OS06G0318200	PGSC0003DMG400006428	63	64	1
OS06G0318300	PGSC0003DMG400008461	49	56	1
OS06G0318300	PGSC0003DMG400013348	48	50	1
OS06G0318300	PGSC0003DMG400023558	49	54	1
OS06G0318500	PGSC0003DMG400034953	61	60	1
OS06G0318600	PGSC0003DMG400033928	65	61	0
OS06G0319600	PGSC0003DMG400030520	53	10	1
OS06G0319700	PGSC0003DMG400000345	81	83	1
OS06G0319700	PGSC0003DMG400030537	80	83	1
OS06G0319800	PGSC0003DMG400029432	37	41	1
OS06G0320000	PGSC0003DMG400026375	53	56	1
OS06G0320300	PGSC0003DMG400011434	37	40	1
OS06G0320300	PGSC0003DMG400017383	41	38	1
OS06G0320300	PGSC0003DMG400023675	34	36	1
OS06G0320500	PGSC0003DMG400023344	74	73	0
OS06G0320500	PGSC0003DMG400023461	75	73	0
OS06G0320700	PGSC0003DMG400032205	70	76	0
OS06G0324800	PGSC0003DMG400009995	46	31	1
OS06G0325200	PGSC0003DMG400009995	56	61	1
OS06G0325500	PGSC0003DMG400014681	78	78	1
OS06G0325500	PGSC0003DMG400016830	79	66	1
OS06G0326000	PGSC0003DMG400023200	33	38	1
OS06G0326400	PGSC0003DMG400010007	79	80	0
OS06G0326400	PGSC0003DMG400029309	80	80	0
OS06G0326700	PGSC0003DMG400009423	56	58	1
OS06G0326900	PGSC0003DMG400009926	39	48	1
OS06G0328400	PGSC0003DMG400018677	38	43	0
OS06G0328400	PGSC0003DMG401009415	41	47	0
OS06G0328800	PGSC0003DMG400009930	54	63	1
OS06G0328900	PGSC0003DMG400000534	49	30	0
OS06G0328900	PGSC0003DMG400000564	57	32	0
OS06G0328900	PGSC0003DMG400000565	57	51	0
OS06G0328900	PGSC0003DMG400003140	21	36	0
OS06G0328900	PGSC0003DMG400003141	26	48	0
OS06G0328900	PGSC0003DMG400005925	52	30	0
OS06G0328900	PGSC0003DMG400005926	53	30	0
OS06G0328900	PGSC0003DMG400027741	52	44	0
OS06G0328900	PGSC0003DMG400027756	14	61	0
OS06G0328900	PGSC0003DMG400036058	0	0	0
OS06G0328900	PGSC0003DMG401003142	57	32	0
OS06G0329300	PGSC0003DMG400000024	24	33	1
OS06G0330400	PGSC0003DMG400003383	33	48	1
OS06G0330400	PGSC0003DMG400006556	49	50	1
OS06G0330400	PGSC0003DMG400025550	20	41	1
OS06G0330400	PGSC0003DMG402025549	33	48	1
OS06G0331300	PGSC0003DMG400012182	42	19	1
OS06G0331900	PGSC0003DMG400000121	21	39	1
OS06G0332700	PGSC0003DMG401000306	42	26	1
OS06G0332900	PGSC0003DMG400027426	37	41	1
OS06G0334300	PGSC0003DMG400009689	56	58	1
OS06G0334300	PGSC0003DMG400015547	57	59	1
OS06G0334300	PGSC0003DMG400023508	46	49	1
OS06G0334400	PGSC0003DMG400000305	43	44	1
OS06G0335101	PGSC0003DMG400002770	49	13	1
OS06G0335500	PGSC0003DMG400000375	48	46	1
OS06G0335500	PGSC0003DMG400002550	50	51	1
OS06G0335900	PGSC0003DMG400002309	32	21	1
OS06G0336200	PGSC0003DMG400002552	73	73	1
OS06G0336500	PGSC0003DMG400019164	67	65	1
OS06G0338200	PGSC0003DMG400017157	46	49	1
OS06G0338200	PGSC0003DMG400017203	46	49	1
OS06G0338700	PGSC0003DMG400017157	48	40	1
OS06G0338700	PGSC0003DMG400017203	48	40	1
OS06G0338900	PGSC0003DMG400027416	67	66	1
OS06G0339800	PGSC0003DMG400010437	49	52	0
OS06G0340600	PGSC0003DMG400000114	56	56	0
OS06G0340600	PGSC0003DMG400007037	54	54	0
OS06G0340600	PGSC0003DMG400009125	57	55	0
OS06G0340600	PGSC0003DMG400012141	52	51	0
OS06G0341300	PGSC0003DMG400019328	35	38	0
OS06G0341300	PGSC0003DMG400022470	26	34	0
OS06G0342000	PGSC0003DMG400000931	32	32	1
OS06G0342000	PGSC0003DMG400006432	34	39	1
OS06G0342000	PGSC0003DMG400024950	36	39	1
OS06G0342000	PGSC0003DMG400031015	37	41	1
OS06G0342100	PGSC0003DMG400012133	68	68	1
OS06G0342200	PGSC0003DMG400019402	83	83	1
OS06G0342500	PGSC0003DMG400018527	47	46	1
OS06G0342750	PGSC0003DMG400018345	48	40	1
OS06G0343000	PGSC0003DMG400018345	60	17	1
OS06G0343100	PGSC0003DMG400022045	69	66	1
OS06G0343100	PGSC0003DMG400034487	60	82	1
OS06G0343900	PGSC0003DMG400023977	38	15	1
OS06G0344900	PGSC0003DMG400012403	30	39	1
OS06G0349700	PGSC0003DMG400000651	22	26	1
OS06G0349700	PGSC0003DMG400001915	29	23	1
OS06G0349700	PGSC0003DMG400003546	43	43	1
OS06G0349700	PGSC0003DMG400006354	25	26	1
OS06G0349700	PGSC0003DMG400007639	11	26	1
OS06G0349700	PGSC0003DMG400007641	17	24	1
OS06G0349700	PGSC0003DMG400007644	22	25	1
OS06G0349700	PGSC0003DMG400009822	25	27	1
OS06G0349700	PGSC0003DMG400012794	25	27	1
OS06G0349700	PGSC0003DMG400012795	27	29	1
OS06G0349700	PGSC0003DMG400012947	25	27	1
OS06G0349700	PGSC0003DMG400012953	11	27	1
OS06G0349700	PGSC0003DMG400014009	11	25	1
OS06G0349700	PGSC0003DMG400014010	25	27	1
OS06G0349700	PGSC0003DMG400014012	15	25	1
OS06G0349700	PGSC0003DMG400014013	26	28	1
OS06G0349700	PGSC0003DMG400014442	25	27	1
OS06G0349700	PGSC0003DMG400019724	22	25	1
OS06G0349700	PGSC0003DMG400023840	26	28	1
OS06G0349700	PGSC0003DMG400025686	22	26	1
OS06G0349700	PGSC0003DMG400025687	15	26	1
OS06G0349700	PGSC0003DMG400029213	22	27	1
OS06G0349700	PGSC0003DMG400033636	16	24	1
OS06G0349700	PGSC0003DMG402012803	26	28	1
OS06G0349700	PGSC0003DMG403009622	24	25	1
OS06G0351500	PGSC0003DMG400029420	40	42	1
OS06G0351500	PGSC0003DMG401009879	40	43	1
OS06G0351500	PGSC0003DMG402009879	41	44	1
OS06G0352200	PGSC0003DMG400013745	38	43	1
OS06G0352200	PGSC0003DMG402031751	40	49	1
OS06G0352900	PGSC0003DMG400012399	27	31	1
OS06G0352900	PGSC0003DMG400015371	23	30	1
OS06G0353400	PGSC0003DMG400012400	31	16	1
OS06G0354500	PGSC0003DMG400010548	66	67	1
OS06G0354500	PGSC0003DMG400021853	27	64	1
OS06G0354700	PGSC0003DMG400006768	55	56	1
OS06G0354700	PGSC0003DMG400023127	9	30	1
OS06G0355500	PGSC0003DMG400024917	37	24	1
OS06G0360300	PGSC0003DMG400008307	55	55	1
OS06G0364500	PGSC0003DMG400016467	52	51	1
OS06G0367100	PGSC0003DMG400022307	16	56	0
OS06G0367500	PGSC0003DMG400013903	43	44	1
OS06G0367500	PGSC0003DMG400016468	47	47	1
OS06G0367500	PGSC0003DMG400016907	28	43	1
OS06G0367500	PGSC0003DMG400022061	48	50	1
OS06G0367900	PGSC0003DMG400007058	59	56	1
OS06G0367900	PGSC0003DMG400021253	60	57	1
OS06G0468400	PGSC0003DMG400029771	24	19	1
OS06G0470000	PGSC0003DMG400028330	22	24	0
OS06G0472000	PGSC0003DMG400007084	50	72	1
OS06G0472200	PGSC0003DMG400022577	54	58	1
OS06G0472400	PGSC0003DMG400015491	68	67	0
OS06G0472900	PGSC0003DMG400016371	35	31	1
OS06G0472900	PGSC0003DMG400018624	34	27	1
OS06G0473100	PGSC0003DMG400000451	56	38	1
OS06G0473100	PGSC0003DMG400020871	37	36	1
OS06G0473200	PGSC0003DMG402015209	70	48	1
OS06G0474200	PGSC0003DMG400018108	62	64	1
OS06G0474300	PGSC0003DMG400014282	52	55	1
OS06G0474300	PGSC0003DMG400024699	54	57	1
OS06G0474500	PGSC0003DMG400018103	61	64	1
OS06G0474500	PGSC0003DMG400027081	58	59	1
OS06G0474866	PGSC0003DMG400007677	89	5	1
OS06G0475400	PGSC0003DMG400005663	26	29	1
OS06G0475400	PGSC0003DMG400005664	29	33	1
OS06G0478600	PGSC0003DMG400044242	41	43	1
OS06G0479400	PGSC0003DMG400022577	43	30	1
OS06G0480000	PGSC0003DMG400003511	30	31	1
OS06G0480000	PGSC0003DMG400017783	28	30	1
OS06G0480000	PGSC0003DMG401022579	11	36	1
OS06G0482200	PGSC0003DMG400028738	70	70	1
OS06G0483200	PGSC0003DMG400018961	0	0	0
OS06G0483200	PGSC0003DMG400024276	4	4	0
OS06G0484500	PGSC0003DMG400011470	31	38	1
OS06G0484600	PGSC0003DMG400026478	44	46	1
OS06G0484800	PGSC0003DMG400012502	26	18	0
OS06G0484800	PGSC0003DMG400023605	26	16	0
OS06G0486300	PGSC0003DMG400020605	31	36	0
OS06G0486300	PGSC0003DMG400030134	45	32	0
OS06G0486300	PGSC0003DMG400031768	13	28	0
OS06G0486800	PGSC0003DMG400000496	80	79	0
OS06G0486800	PGSC0003DMG400026801	21	53	0
OS06G0486900	PGSC0003DMG400000496	79	78	0
OS06G0486900	PGSC0003DMG400026801	21	52	0
OS06G0488050	PGSC0003DMG400007455	42	42	1
OS06G0488050	PGSC0003DMG400010093	46	47	1
OS06G0488050	PGSC0003DMG400016012	40	38	1
OS06G0488050	PGSC0003DMG400025102	44	42	1
OS06G0489500	PGSC0003DMG400025103	18	22	1
OS06G0492000	PGSC0003DMG401014852	32	11	1
OS06G0493600	PGSC0003DMG400025127	43	54	1
OS06G0494100	PGSC0003DMG400032782	54	59	0
OS06G0495700	PGSC0003DMG400003361	12	34	1
OS06G0496000	PGSC0003DMG400000802	38	44	0
OS06G0496000	PGSC0003DMG400004074	27	27	0
OS06G0496400	PGSC0003DMG400030650	26	24	1
OS06G0496800	PGSC0003DMG400015170	37	36	1
OS06G0496800	PGSC0003DMG400015171	48	31	1
OS06G0497350	PGSC0003DMG400002341	45	30	1
OS06G0497350	PGSC0003DMG400002345	47	43	1
OS06G0497350	PGSC0003DMG400005680	28	36	1
OS06G0497350	PGSC0003DMG400006692	47	49	1
OS06G0497350	PGSC0003DMG400009620	48	45	1
OS06G0497350	PGSC0003DMG400009759	43	49	1
OS06G0497350	PGSC0003DMG400009789	45	41	1
OS06G0497350	PGSC0003DMG400009792	24	45	1
OS06G0497350	PGSC0003DMG400009810	47	43	1
OS06G0497350	PGSC0003DMG400009814	38	51	1
OS06G0497350	PGSC0003DMG400010992	30	32	1
OS06G0497350	PGSC0003DMG400010993	47	47	1
OS06G0497350	PGSC0003DMG400013709	51	46	1
OS06G0497350	PGSC0003DMG400019774	51	36	1
OS06G0497350	PGSC0003DMG400024863	50	46	1
OS06G0497350	PGSC0003DMG400026871	47	28	1
OS06G0497350	PGSC0003DMG400031696	22	53	1
OS06G0497350	PGSC0003DMG400034479	44	31	1
OS06G0497350	PGSC0003DMG401009791	46	29	1
