Gene stable ID	Theobroma cacao gene stable ID	% identity	Theobroma cacao % identity	Orthology confidence [0 low, 1 high]
OS05G0481100	TCM_042309	59	58	1
OS05G0481500	TCM_019653	67	68	1
OS05G0481600	TCM_019652	70	70	1
OS05G0481800	TCM_007945	33	33	1
OS05G0481900	TCM_019643	62	66	1
OS05G0482501	TCM_016786	31	32	1
OS05G0482600	TCM_017805	77	77	1
OS05G0482600	TCM_045600	82	79	1
OS05G0482700	TCM_016784	79	79	0
OS05G0482700	TCM_019934	86	86	0
OS05G0484800	TCM_041490	39	42	1
OS05G0485000	TCM_001511	53	56	0
OS05G0485000	TCM_005806	37	38	0
OS05G0485000	TCM_005807	37	38	0
OS05G0485000	TCM_029516	36	37	0
OS05G0485300	TCM_046941	54	49	1
OS05G0485400	TCM_003984	37	36	1
OS05G0485800	TCM_039977	33	40	1
OS05G0485800	TCM_039984	32	40	1
OS05G0486100	TCM_036028	55	56	1
OS05G0486200	TCM_035199	68	69	0
OS05G0486300	TCM_041933	45	17	1
OS05G0486700	TCM_015113	89	87	0
OS05G0486700	TCM_022390	87	85	0
OS05G0486700	TCM_043464	88	78	0
OS05G0486700	TCM_044513	35	46	0
OS05G0488100	TCM_000410	16	19	1
OS05G0488100	TCM_000412	15	20	1
OS05G0488100	TCM_011821	10	18	1
OS05G0488600	TCM_026448	48	41	1
OS05G0488800	TCM_038630	42	37	1
OS05G0488900	TCM_025799	78	78	1
OS05G0488900	TCM_041133	71	47	1
OS05G0489000	TCM_044604	50	58	1
OS05G0489100	TCM_021094	36	40	1
OS05G0489200	TCM_041123	32	42	1
OS05G0489600	TCM_004887	99	99	0
OS05G0489600	TCM_010392	99	99	0
OS05G0489600	TCM_016902	98	98	0
OS05G0489600	TCM_026802	98	98	0
OS05G0489800	TCM_005176	47	48	0
OS05G0489900	TCM_044590	72	71	1
OS05G0490000	TCM_025138	42	36	1
OS05G0490100	TCM_001199	74	74	0
OS05G0490100	TCM_042014	76	76	0
OS05G0490300	TCM_034933	28	41	0
OS05G0490300	TCM_040847	27	35	0
OS05G0490400	TCM_025760	29	11	0
OS05G0490500	TCM_020292	38	27	1
OS05G0490700	TCM_044594	47	47	1
OS05G0490800	TCM_041008	86	86	1
OS05G0490800	TCM_041032	86	86	1
OS05G0490900	TCM_025280	58	53	0
OS05G0491200	TCM_042037	49	44	1
OS05G0491400	TCM_042026	56	47	1
OS05G0492000	TCM_023491	67	66	0
OS05G0492000	TCM_023492	66	47	0
OS05G0492200	TCM_034588	38	37	1
OS05G0492600	TCM_034588	40	22	1
OS05G0493100	TCM_007753	40	43	1
OS05G0493100	TCM_017108	38	40	1
OS05G0493100	TCM_020925	40	41	1
OS05G0493100	TCM_030086	40	39	1
OS05G0493100	TCM_030093	40	41	1
OS05G0493100	TCM_030095	22	53	1
OS05G0493100	TCM_030099	41	42	1
OS05G0493100	TCM_030100	42	42	1
OS05G0493100	TCM_030101	38	36	1
OS05G0493100	TCM_030102	42	21	1
OS05G0493100	TCM_030104	39	40	1
OS05G0493100	TCM_030105	37	38	1
OS05G0493100	TCM_030131	36	41	1
OS05G0493100	TCM_030142	41	39	1
OS05G0493100	TCM_045288	41	43	1
OS05G0493500	TCM_023873	40	42	1
OS05G0493500	TCM_040551	27	34	1
OS05G0493500	TCM_040973	38	45	1
OS05G0493600	TCM_042214	28	26	1
OS05G0493600	TCM_042215	31	28	1
OS05G0493600	TCM_042216	27	25	1
OS05G0493600	TCM_042217	30	27	1
OS05G0493600	TCM_042218	28	27	1
OS05G0493600	TCM_042219	30	27	1
OS05G0493800	TCM_044732	60	56	0
OS05G0493800	TCM_044735	52	58	0
OS05G0494000	TCM_023882	67	64	0
OS05G0494500	TCM_037018	77	64	1
OS05G0494500	TCM_038068	73	72	1
OS05G0494600	TCM_004444	46	48	1
OS05G0494900	TCM_044643	57	12	1
OS05G0495000	TCM_023780	38	35	1
OS05G0495100	TCM_027137	37	41	1
OS05G0495200	TCM_042360	43	39	1
OS05G0495600	TCM_024602	59	61	1
OS05G0495600	TCM_042363	60	61	1
OS05G0495700	TCM_024615	79	79	1
OS05G0495900	TCM_016546	54	55	1
OS05G0496000	TCM_024522	33	31	1
OS05G0496200	TCM_033351	79	77	0
OS05G0496400	TCM_033584	42	31	1
OS05G0496500	TCM_033584	60	61	1
OS05G0497150	TCM_018557	68	27	1
OS05G0497200	TCM_029823	38	41	1
OS05G0497300	TCM_008162	39	46	1
OS05G0497300	TCM_029820	42	41	1
OS05G0497500	TCM_029826	14	11	1
OS05G0497600	TCM_008152	42	42	1
OS05G0497600	TCM_029829	42	47	1
OS05G0497675	TCM_007823	20	56	1
OS05G0497675	TCM_031604	43	46	1
OS05G0497700	TCM_029830	41	38	1
OS05G0498300	TCM_030844	67	66	0
OS05G0498700	TCM_017191	63	65	1
OS05G0498900	TCM_030193	43	54	1
OS05G0498900	TCM_030963	46	59	1
OS05G0499500	TCM_007757	54	49	1
OS05G0500400	TCM_031117	43	41	1
OS05G0500500	TCM_031122	39	41	1
OS05G0500600	TCM_007806	48	46	0
OS05G0500700	TCM_035616	34	36	0
OS05G0500900	TCM_007830	60	61	1
OS05G0500900	TCM_031174	62	64	1
OS05G0501300	TCM_030049	82	81	1
OS05G0501400	TCM_030035	46	46	1
OS05G0501600	TCM_007845	27	27	1
OS05G0501700	TCM_007846	56	49	0
OS05G0501700	TCM_030023	51	56	0
OS05G0502000	TCM_031305	62	52	1
OS05G0502200	TCM_007285	55	58	0
OS05G0502500	TCM_031332	47	44	0
OS05G0502700	TCM_007971	60	59	1
OS05G0502700	TCM_031334	47	42	1
OS05G0502800	TCM_007972	27	27	0
OS05G0503000	TCM_007982	73	68	1
OS05G0503000	TCM_029955	73	58	1
OS05G0503300	TCM_040722	72	67	0
OS05G0506000	TCM_002983	63	63	1
OS05G0506000	TCM_020375	64	64	1
OS05G0506500	TCM_030908	32	26	1
OS05G0506500	TCM_030912	23	25	1
OS05G0506900	TCM_022447	60	21	1
OS05G0507000	TCM_019849	50	45	1
OS05G0507000	TCM_023382	51	45	1
OS05G0507300	TCM_019985	77	62	1
OS05G0507300	TCM_025085	75	65	1
OS05G0508300	TCM_034129	59	61	1
OS05G0508400	TCM_034121	52	50	0
OS05G0508700	TCM_020807	46	32	1
OS05G0508800	TCM_004179	60	54	1
OS05G0508800	TCM_020789	63	58	1
OS05G0509200	TCM_004216	73	78	0
OS05G0509300	TCM_026386	53	27	1
OS05G0509400	TCM_020677	28	14	1
OS05G0509500	TCM_027264	75	74	1
OS05G0509700	TCM_010821	57	55	1
OS05G0509700	TCM_026723	57	55	1
OS05G0509900	TCM_034139	66	65	1
OS05G0509900	TCM_043099	57	56	1
OS05G0510100	TCM_027175	37	42	1
OS05G0510100	TCM_038117	24	20	1
OS05G0510200	TCM_041215	64	63	1
OS05G0510300	TCM_032348	36	31	1
OS05G0510400	TCM_029448	56	58	1
OS05G0510700	TCM_034669	39	30	1
OS05G0510800	TCM_034646	76	74	1
OS05G0511000	TCM_001939	65	66	1
OS05G0511050	TCM_029327	53	32	0
OS05G0511300	TCM_002008	56	48	1
OS05G0511400	TCM_026991	76	75	1
OS05G0511500	TCM_007646	64	63	0
OS05G0511700	TCM_033378	50	48	1
OS05G0512000	TCM_006068	39	38	1
OS05G0512200	TCM_018695	75	72	0
OS05G0512400	TCM_018710	27	24	1
OS05G0512500	TCM_011561	68	65	1
OS05G0512600	TCM_011552	29	35	0
OS05G0512600	TCM_014254	32	29	0
OS05G0513100	TCM_014288	30	24	0
OS05G0513100	TCM_018809	32	26	0
OS05G0513200	TCM_030663	52	46	0
OS05G0513300	TCM_012351	38	24	1
OS05G0513350	TCM_012351	65	6	1
OS05G0513400	TCM_040859	75	76	1
OS05G0513500	TCM_021105	74	72	1
OS05G0513500	TCM_031611	56	19	1
OS05G0513700	TCM_010515	38	20	1
OS05G0513800	TCM_047093	82	84	1
OS05G0513900	TCM_006350	80	50	1
OS05G0514200	TCM_029677	62	67	0
OS05G0514300	TCM_031865	64	61	1
OS05G0514500	TCM_032329	25	23	1
OS05G0515200	TCM_014500	39	38	0
OS05G0515400	TCM_029792	42	35	1
OS05G0515700	TCM_008255	34	49	1
OS05G0515700	TCM_029785	39	52	1
OS05G0515900	TCM_029780	45	22	1
OS05G0515900	TCM_031663	47	35	1
OS05G0516300	TCM_045595	33	17	1
OS05G0516600	TCM_006904	89	89	0
OS05G0516800	TCM_008954	79	80	1
OS05G0516900	TCM_035455	65	64	1
OS05G0517100	TCM_029632	23	17	1
OS05G0517200	TCM_029642	66	67	1
OS05G0517500	TCM_032014	63	55	1
OS05G0517500	TCM_032015	26	46	1
OS05G0517600	TCM_006314	61	55	1
OS05G0517600	TCM_006315	66	41	1
OS05G0517800	TCM_017246	65	35	1
OS05G0517900	TCM_029601	58	32	1
OS05G0518000	TCM_023287	61	61	0
OS05G0518300	TCM_029594	65	66	1
OS05G0518600	TCM_029592	74	18	1
OS05G0518600	TCM_032130	74	18	1
OS05G0518800	TCM_029589	36	33	1
OS05G0519000	TCM_029847	38	34	1
OS05G0519000	TCM_031539	40	44	1
OS05G0519200	TCM_029853	40	48	1
OS05G0519300	TCM_008126	34	36	1
OS05G0519300	TCM_029854	35	35	1
OS05G0519400	TCM_029866	75	77	0
OS05G0519500	TCM_028352	72	72	1
OS05G0519600	TCM_007075	54	51	1
OS05G0519700	TCM_014230	85	85	1
OS05G0519800	TCM_037196	64	63	1
OS05G0519900	TCM_037807	79	78	1
OS05G0520100	TCM_028859	34	35	1
OS05G0520200	TCM_037202	54	57	1
OS05G0520300	TCM_028861	32	38	1
OS05G0521300	TCM_012339	53	54	1
OS05G0521300	TCM_016257	50	47	1
OS05G0521500	TCM_037220	45	48	1
OS05G0521600	TCM_037769	67	70	1
OS05G0522500	TCM_000893	44	46	0
OS05G0522500	TCM_028902	63	64	0
OS05G0522500	TCM_037776	64	62	0
OS05G0522600	TCM_037228	25	25	1
OS05G0522600	TCM_037781	24	25	1
OS05G0522600	TCM_037782	24	22	1
OS05G0523300	TCM_028899	36	33	1
OS05G0523300	TCM_037224	33	30	1
OS05G0524200	TCM_037748	44	58	1
OS05G0524300	TCM_028915	63	64	1
OS05G0524300	TCM_037745	69	59	1
OS05G0524400	TCM_028918	63	67	0
OS05G0524400	TCM_037235	63	73	0
OS05G0524400	TCM_037743	62	60	0
OS05G0524550	TCM_027486	22	17	0
OS05G0524550	TCM_028929	31	11	0
OS05G0524550	TCM_028952	32	29	0
OS05G0524550	TCM_028959	16	17	0
OS05G0524600	TCM_027486	0	0	0
OS05G0524600	TCM_028929	3	2	0
OS05G0524600	TCM_028952	0	0	0
OS05G0524600	TCM_028959	1	1	0
OS05G0524666	TCM_000198	30	16	0
OS05G0524666	TCM_035057	28	19	0
OS05G0524732	TCM_027078	25	16	0
OS05G0524732	TCM_027487	44	19	0
OS05G0524732	TCM_028953	26	14	0
OS05G0524800	TCM_027486	22	17	0
OS05G0524800	TCM_028929	32	11	0
OS05G0524800	TCM_028952	31	27	0
OS05G0524800	TCM_028959	15	15	0
OS05G0525501	TCM_027078	17	15	0
OS05G0525501	TCM_027487	32	20	0
OS05G0525501	TCM_028953	11	8	0
OS05G0526200	TCM_016871	56	52	1
OS05G0526300	TCM_015291	28	42	1
OS05G0526400	TCM_005247	64	63	1
OS05G0526400	TCM_015290	65	66	1
OS05G0526400	TCM_016360	64	55	1
OS05G0526700	TCM_005250	29	34	1
OS05G0526700	TCM_016356	28	32	1
OS05G0528000	TCM_016350	68	70	1
OS05G0528200	TCM_027603	88	85	0
OS05G0528600	TCM_037137	63	61	1
OS05G0528600	TCM_037885	62	58	1
OS05G0528900	TCM_043864	59	48	1
OS05G0529000	TCM_037862	75	77	1
OS05G0529200	TCM_020836	45	45	1
OS05G0529200	TCM_020837	48	49	1
OS05G0529200	TCM_042818	44	44	1
OS05G0529300	TCM_029638	78	78	1
OS05G0529400	TCM_029637	67	67	0
OS05G0529400	TCM_032011	73	73	0
OS05G0529600	TCM_029636	46	41	1
OS05G0529700	TCM_001752	56	58	0
OS05G0529900	TCM_027482	63	59	1
OS05G0530300	TCM_031894	49	53	0
OS05G0530500	TCM_018660	79	78	0
OS05G0530701	TCM_001820	48	48	0
OS05G0531100	TCM_029589	27	27	1
OS05G0531500	TCM_029858	55	51	1
OS05G0531500	TCM_031516	53	52	1
OS05G0532500	TCM_028895	28	29	1
OS05G0532600	TCM_000893	45	12	0
OS05G0532600	TCM_028902	63	17	0
OS05G0532600	TCM_037776	63	16	0
OS05G0533100	TCM_005721	53	41	0
OS05G0533100	TCM_015888	51	41	0
OS05G0533500	TCM_037693	71	76	1
OS05G0533600	TCM_029533	57	49	1
OS05G0533700	TCM_037269	79	76	0
OS05G0533800	TCM_029002	29	16	0
OS05G0533800	TCM_037267	49	22	0
OS05G0533800	TCM_037705	48	33	0
OS05G0533900	TCM_015415	49	39	1
OS05G0534000	TCM_015413	33	15	1
OS05G0534100	TCM_005146	37	30	1
OS05G0534400	TCM_005145	32	36	0
OS05G0534400	TCM_015411	70	69	0
OS05G0534500	TCM_037922	41	50	1
OS05G0534600	TCM_028633	35	35	1
OS05G0534600	TCM_037921	21	21	1
OS05G0534800	TCM_028636	45	5	1
OS05G0534800	TCM_037920	54	6	1
OS05G0534800	TCM_038295	43	5	1
OS05G0535100	TCM_001274	54	55	1
OS05G0535400	TCM_044748	60	62	1
OS05G0535500	TCM_030226	49	49	1
OS05G0535600	TCM_035803	43	24	1
OS05G0535700	TCM_047014	46	51	1
OS05G0535800	TCM_035807	41	41	1
OS05G0535900	TCM_011787	40	41	1
OS05G0535900	TCM_013864	39	31	1
OS05G0536200	TCM_011800	59	60	1
OS05G0536200	TCM_018364	59	60	1
OS05G0536250	TCM_011797	42	46	1
OS05G0536250	TCM_018386	43	48	1
OS05G0536400	TCM_013857	76	76	0
OS05G0536900	TCM_001266	68	68	0
OS05G0536900	TCM_035886	73	74	0
OS05G0537100	TCM_001265	37	33	1
OS05G0537100	TCM_035897	34	33	1
OS05G0537200	TCM_029097	74	18	0
OS05G0537200	TCM_037586	74	18	0
OS05G0537300	TCM_029097	53	12	0
OS05G0537300	TCM_037586	51	12	0
OS05G0537400	TCM_029087	46	25	1
OS05G0537400	TCM_037332	44	23	1
OS05G0537400	TCM_037599	40	22	1
OS05G0538900	TCM_030868	55	37	1
OS05G0539400	TCM_029045	61	32	1
OS05G0539500	TCM_040741	12	38	1
OS05G0539500	TCM_046919	52	48	1
OS05G0539500	TCM_046920	49	49	1
OS05G0539600	TCM_037305	39	21	0
OS05G0539700	TCM_037641	72	70	0
OS05G0539800	TCM_037281	60	58	1
OS05G0539900	TCM_037282	54	34	1
OS05G0540100	TCM_026856	80	73	1
OS05G0540200	TCM_037676	63	57	1
OS05G0540300	TCM_029055	68	69	1
OS05G0540800	TCM_004872	71	69	1
OS05G0540900	TCM_037651	20	24	1
OS05G0541100	TCM_029066	34	28	1
OS05G0541100	TCM_037311	39	33	1
OS05G0541200	TCM_037315	63	65	0
OS05G0541400	TCM_028961	22	18	0
OS05G0541700	TCM_037254	36	36	1
OS05G0541800	TCM_028982	44	14	1
OS05G0542100	TCM_005123	77	77	1
OS05G0542200	TCM_015434	58	60	1
OS05G0542500	TCM_028336	19	24	1
OS05G0542600	TCM_028325	55	49	0
OS05G0542732	TCM_028280	44	37	1
OS05G0542732	TCM_038043	38	29	1
OS05G0542800	TCM_028279	49	47	0
OS05G0542900	TCM_028279	41	41	0
OS05G0543100	TCM_010472	88	88	1
OS05G0543100	TCM_012193	88	88	1
OS05G0543200	TCM_004385	66	67	0
OS05G0543200	TCM_020567	62	63	0
OS05G0543300	TCM_016948	81	76	1
OS05G0543400	TCM_030459	69	72	1
OS05G0543400	TCM_030583	63	66	1
OS05G0543600	TCM_012174	42	36	1
OS05G0543700	TCM_006838	67	62	1
OS05G0545000	TCM_006841	61	58	1
OS05G0545000	TCM_034095	59	59	1
OS05G0545200	TCM_020901	53	49	1
OS05G0545300	TCM_030266	30	28	0
OS05G0545300	TCM_030838	30	29	0
OS05G0545400	TCM_030266	33	29	0
OS05G0545400	TCM_030838	31	29	0
OS05G0545600	TCM_030975	35	36	0
OS05G0546500	TCM_029545	80	25	1
OS05G0547100	TCM_030405	37	14	1
OS05G0547850	TCM_029545	86	45	1
OS05G0548500	TCM_029573	59	59	1
OS05G0548600	TCM_041916	35	16	1
OS05G0548800	TCM_002124	61	26	1
OS05G0548800	TCM_030820	53	24	1
OS05G0548900	TCM_012768	79	79	1
OS05G0549000	TCM_010974	65	65	1
OS05G0549100	TCM_011866	72	62	1
OS05G0549300	TCM_007302	28	24	1
OS05G0549300	TCM_022015	26	31	1
OS05G0549300	TCM_022016	30	23	1
OS05G0549500	TCM_007302	44	20	1
OS05G0549500	TCM_022015	42	27	1
OS05G0549500	TCM_022016	41	17	1
OS05G0549600	TCM_012279	39	21	1
OS05G0549700	TCM_029096	70	70	1
OS05G0549700	TCM_037587	73	71	1
OS05G0549800	TCM_011862	52	50	0
OS05G0549800	TCM_019508	44	48	0
OS05G0550000	TCM_012485	27	23	1
OS05G0550100	TCM_019366	29	23	1
OS05G0550250	TCM_012437	47	47	0
OS05G0550300	TCM_009512	51	51	0
OS05G0550300	TCM_019372	40	32	0
OS05G0550600	TCM_009512	40	40	0
OS05G0550600	TCM_019372	43	35	0
OS05G0550700	TCM_019390	43	26	1
OS05G0550700	TCM_019396	52	48	1
OS05G0550700	TCM_019398	52	29	1
OS05G0550700	TCM_031960	54	27	1
OS05G0550800	TCM_019383	41	28	0
OS05G0551000	TCM_009598	67	47	0
OS05G0551000	TCM_012374	68	47	0
OS05G0551700	TCM_009742	34	30	1
OS05G0551900	TCM_012352	62	52	1
OS05G0552200	TCM_039003	39	44	1
OS05G0552300	TCM_012580	71	72	0
OS05G0552400	TCM_019300	42	33	1
OS05G0552500	TCM_010810	58	57	1
OS05G0552600	TCM_007122	34	46	1
OS05G0552700	TCM_007147	34	35	1
OS05G0552800	TCM_010809	43	42	1
OS05G0552800	TCM_019323	35	35	1
OS05G0552900	TCM_005502	44	45	1
OS05G0552900	TCM_014988	51	51	1
OS05G0553000	TCM_009119	89	88	1
OS05G0553700	TCM_005296	68	67	1
OS05G0553700	TCM_022125	71	71	1
OS05G0553800	TCM_019326	76	75	1
OS05G0554000	TCM_009091	54	46	1
OS05G0554000	TCM_019339	48	41	1
OS05G0554000	TCM_019341	38	41	1
OS05G0554000	TCM_019343	25	33	1
OS05G0554000	TCM_019353	48	41	1
OS05G0554000	TCM_031440	50	33	1
OS05G0554000	TCM_036271	48	38	1
OS05G0554100	TCM_000294	40	40	0
OS05G0554100	TCM_006020	49	42	0
OS05G0554500	TCM_009035	22	32	1
OS05G0554500	TCM_009036	39	40	1
OS05G0555100	TCM_037948	60	49	1
OS05G0555100	TCM_038307	60	54	1
OS05G0555300	TCM_038311	46	55	1
OS05G0555600	TCM_015379	65	20	0
OS05G0555800	TCM_021780	81	81	1
OS05G0555800	TCM_042616	80	80	1
OS05G0556000	TCM_037930	57	57	1
OS05G0556100	TCM_005147	85	85	0
OS05G0556300	TCM_005148	41	45	1
OS05G0556300	TCM_015402	41	43	1
OS05G0556300	TCM_036304	30	28	1
OS05G0556300	TCM_036306	33	36	1
OS05G0556700	TCM_034333	92	57	1
OS05G0556800	TCM_005966	42	42	1
OS05G0556800	TCM_020167	42	43	1
OS05G0556900	TCM_021780	82	81	1
OS05G0556900	TCM_042616	81	80	1
OS05G0557000	TCM_005784	97	97	0
OS05G0557000	TCM_015816	97	97	0
OS05G0557100	TCM_002079	39	40	1
OS05G0557100	TCM_033711	39	41	1
OS05G0557200	TCM_046872	50	50	1
OS05G0557400	TCM_029818	54	56	1
OS05G0557500	TCM_029873	47	21	0
OS05G0557500	TCM_031501	9	25	0
OS05G0557500	TCM_031502	39	18	0
OS05G0557500	TCM_031509	39	18	0
OS05G0557500	TCM_031510	41	21	0
OS05G0557500	TCM_031511	40	10	0
OS05G0557600	TCM_008112	36	36	1
OS05G0557600	TCM_031512	44	34	1
OS05G0557800	TCM_029868	54	53	1
OS05G0557900	TCM_037814	52	46	1
OS05G0558000	TCM_001556	32	37	0
OS05G0558400	TCM_000863	68	67	1
OS05G0558800	TCM_037821	37	35	1
OS05G0558900	TCM_046738	67	68	1
OS05G0559000	TCM_037832	39	38	1
OS05G0559350	TCM_037166	38	39	1
OS05G0559600	TCM_037168	39	40	1
OS05G0559900	TCM_028772	51	54	0
OS05G0559900	TCM_034251	4	51	0
OS05G0560000	TCM_028764	77	76	0
OS05G0560100	TCM_028763	48	50	0
OS05G0560100	TCM_037859	47	51	0
OS05G0560200	TCM_031867	39	34	1
OS05G0560300	TCM_029682	49	31	0
OS05G0560400	TCM_031865	63	57	1
OS05G0560600	TCM_029695	34	33	1
OS05G0561500	TCM_031454	76	75	1
OS05G0561600	TCM_008105	17	16	1
OS05G0562200	TCM_029815	54	52	1
OS05G0562800	TCM_008223	44	44	1
OS05G0562800	TCM_029803	55	62	1
OS05G0563000	TCM_008229	60	65	0
OS05G0563000	TCM_029798	55	56	0
OS05G0563050	TCM_008230	8	9	1
OS05G0563050	TCM_029797	54	25	1
OS05G0563100	TCM_008230	7	3	1
OS05G0563100	TCM_029797	56	10	1
OS05G0563400	TCM_029792	49	47	1
OS05G0563500	TCM_031645	32	15	1
OS05G0563550	TCM_008250	38	46	1
OS05G0563600	TCM_008250	32	42	1
OS05G0564000	TCM_008239	33	14	1
OS05G0564100	TCM_008233	52	50	1
OS05G0564200	TCM_004219	3	3	0
OS05G0564200	TCM_041518	5	5	0
OS05G0564200	TCM_041519	6	6	0
OS05G0564400	TCM_029778	92	92	1
OS05G0564400	TCM_031673	90	90	1
OS05G0564500	TCM_029776	89	15	0
OS05G0564601	TCM_019849	30	28	1
OS05G0564601	TCM_023382	31	29	1
OS05G0564700	TCM_029772	25	14	1
OS05G0564800	TCM_032256	59	46	0
OS05G0565000	TCM_001988	89	89	0
OS05G0565000	TCM_029504	89	89	0
OS05G0565100	TCM_001993	38	39	0
OS05G0565100	TCM_029506	40	39	0
OS05G0565200	TCM_029508	86	78	1
OS05G0565400	TCM_029515	69	67	1
OS05G0565500	TCM_006910	54	20	1
OS05G0565500	TCM_006911	54	55	1
OS05G0565900	TCM_001885	26	34	1
OS05G0565900	TCM_029543	29	33	1
OS05G0566200	TCM_029562	20	15	1
OS05G0566300	TCM_029565	40	18	1
OS05G0566400	TCM_001868	71	68	0
OS05G0566500	TCM_029849	70	71	1
OS05G0566600	TCM_011676	58	26	1
OS05G0566800	TCM_029560	49	47	1
OS05G0566900	TCM_001879	26	26	1
OS05G0566900	TCM_029557	34	33	1
OS05G0567100	TCM_002083	69	64	0
OS05G0567100	TCM_030267	71	71	0
OS05G0567100	TCM_030836	55	59	0
OS05G0567100	TCM_030837	69	68	0
OS05G0567300	TCM_000341	78	44	0
OS05G0567400	TCM_006860	58	56	1
OS05G0567600	TCM_046695	39	32	0
OS05G0567800	TCM_000373	71	57	1
OS05G0567800	TCM_034049	71	73	1
OS05G0567900	TCM_000376	33	33	1
OS05G0568000	TCM_006881	76	78	1
OS05G0568000	TCM_034048	77	77	1
OS05G0568100	TCM_012081	68	68	1
OS05G0568100	TCM_025125	67	59	1
OS05G0568300	TCM_016899	55	52	0
OS05G0568600	TCM_010371	25	20	1
OS05G0568600	TCM_012072	31	24	1
OS05G0568600	TCM_016889	26	22	1
OS05G0568800	TCM_010371	24	19	1
OS05G0568800	TCM_012072	29	22	1
OS05G0568800	TCM_016889	27	23	1
OS05G0568900	TCM_016885	70	65	0
OS05G0568900	TCM_025948	32	69	0
OS05G0569200	TCM_015318	56	53	1
OS05G0569200	TCM_015323	25	40	1
OS05G0569300	TCM_005210	35	36	0
OS05G0569400	TCM_005209	56	15	1
OS05G0569500	TCM_020156	30	37	1
OS05G0569700	TCM_005955	67	53	0
OS05G0569700	TCM_033690	66	52	0
OS05G0569800	TCM_025487	68	69	1
OS05G0569900	TCM_029080	27	5	0
OS05G0569900	TCM_029118	30	5	0
OS05G0570400	TCM_005955	66	67	0
OS05G0570400	TCM_033690	65	65	0
OS05G0570900	TCM_038110	22	16	0
OS05G0570900	TCM_038111	20	12	0
OS05G0570900	TCM_038112	24	17	0
OS05G0570900	TCM_038113	25	29	0
OS05G0570900	TCM_038114	21	24	0
OS05G0570900	TCM_044351	22	17	0
OS05G0571000	TCM_005195	37	42	1
OS05G0571000	TCM_016403	40	42	1
OS05G0571100	TCM_005173	63	46	0
OS05G0571200	TCM_005179	29	22	1
OS05G0571200	TCM_015346	32	25	1
OS05G0571200	TCM_016426	31	24	1
OS05G0572000	TCM_016452	34	30	1
OS05G0572700	TCM_015368	48	42	1
OS05G0572700	TCM_016457	47	55	1
OS05G0572900	TCM_033561	45	50	1
OS05G0573000	TCM_016454	13	6	1
OS05G0573300	TCM_005955	74	76	0
OS05G0573300	TCM_033690	75	76	0
OS05G0573600	TCM_001699	69	53	0
OS05G0573600	TCM_029706	72	73	0
OS05G0573700	TCM_029710	80	78	0
OS05G0573700	TCM_046686	80	79	0
OS05G0573700	TCM_046687	79	88	0
OS05G0573800	TCM_029714	42	36	1
OS05G0573900	TCM_029726	71	29	1
OS05G0574000	TCM_029727	56	55	0
OS05G0574000	TCM_029728	43	46	0
OS05G0574000	TCM_029729	42	45	0
OS05G0574000	TCM_029734	44	47	0
OS05G0574000	TCM_029735	49	50	0
OS05G0574000	TCM_038856	44	42	0
OS05G0574100	TCM_029727	55	54	0
OS05G0574100	TCM_029728	41	44	0
OS05G0574100	TCM_029729	43	46	0
OS05G0574100	TCM_029734	44	47	0
OS05G0574100	TCM_029735	49	49	0
OS05G0574100	TCM_038856	44	42	0
OS05G0574400	TCM_029739	84	81	0
OS05G0574500	TCM_037999	94	94	0
OS05G0574700	TCM_038354	64	71	1
OS05G0574800	TCM_028440	54	53	1
OS05G0574900	TCM_037975	41	37	1
OS05G0575000	TCM_038341	46	23	1
OS05G0575300	TCM_032554	75	41	1
OS05G0576300	TCM_009365	36	40	1
OS05G0576300	TCM_019357	32	36	1
OS05G0576500	TCM_028512	32	21	1
OS05G0576500	TCM_028523	30	20	1
OS05G0576500	TCM_028524	31	21	1
OS05G0576500	TCM_028547	34	22	1
OS05G0576500	TCM_028550	22	30	1
OS05G0576500	TCM_028564	29	19	1
OS05G0576500	TCM_028911	29	9	1
OS05G0576700	TCM_012246	53	56	1
OS05G0576900	TCM_010862	57	48	0
OS05G0577100	TCM_011889	48	55	1
OS05G0577100	TCM_014479	43	51	1
OS05G0577200	TCM_019595	17	75	1
OS05G0577200	TCM_019602	8	58	1
OS05G0577500	TCM_014474	60	65	1
OS05G0577700	TCM_012042	79	78	0
OS05G0577700	TCM_016869	77	57	0
OS05G0577800	TCM_019081	10	44	0
OS05G0577900	TCM_019081	7	29	0
OS05G0578000	TCM_010368	27	18	1
OS05G0578100	TCM_010371	21	23	1
OS05G0578100	TCM_012072	23	24	1
OS05G0578100	TCM_016889	22	25	1
OS05G0578500	TCM_016895	44	46	0
OS05G0578600	TCM_010400	71	42	1
OS05G0578600	TCM_016905	63	37	1
OS05G0579000	TCM_000373	74	60	1
OS05G0579000	TCM_034049	73	75	1
OS05G0579100	TCM_034050	50	42	1
OS05G0579200	TCM_034053	51	51	1
OS05G0579300	TCM_013990	15	43	0
OS05G0579300	TCM_018545	15	27	0
OS05G0579600	TCM_000367	47	27	0
OS05G0579600	TCM_000385	44	36	0
OS05G0579600	TCM_006875	56	36	0
OS05G0579600	TCM_006883	56	32	0
OS05G0579600	TCM_034046	51	50	0
OS05G0579600	TCM_034059	50	52	0
OS05G0579700	TCM_000367	39	28	0
OS05G0579700	TCM_000385	32	33	0
