Gene stable ID	Musa acuminata gene stable ID	% identity	Musa acuminata % identity	Orthology confidence [0 low, 1 high]
OS05G0400800	GSMUA_Achr10G24280_001	0	0	1
OS05G0401000	GSMUA_Achr10G12470_001	69	70	0
OS05G0401000	GSMUA_Achr6G23730_001	65	67	0
OS05G0401100	GSMUA_Achr3G09130_001	70	74	1
OS05G0401200	GSMUA_Achr10G14740_001	63	61	0
OS05G0401300	GSMUA_Achr5G27380_001	60	60	1
OS05G0402300	GSMUA_Achr10G01390_001	65	70	1
OS05G0402300	GSMUA_Achr5G27390_001	66	71	1
OS05G0402300	GSMUA_Achr8G21800_001	65	70	1
OS05G0402700	GSMUA_Achr11G26610_001	21	54	1
OS05G0402700	GSMUA_Achr11G26620_001	50	86	1
OS05G0402700	GSMUA_Achr5G25490_001	76	77	1
OS05G0402700	GSMUA_Achr8G01230_001	74	78	1
OS05G0402700	GSMUA_Achr8G07620_001	78	72	1
OS05G0402700	GSMUA_Achr8G08990_001	77	77	1
OS05G0402800	GSMUA_Achr10G12480_001	76	36	1
OS05G0402900	GSMUA_Achr8G09510_001	33	54	0
OS05G0403000	GSMUA_Achr8G09510_001	31	50	0
OS05G0403100	GSMUA_Achr8G09510_001	30	39	0
OS05G0403300	GSMUA_Achr8G09510_001	31	51	0
OS05G0404000	GSMUA_Achr3G24870_001	40	53	1
OS05G0404200	GSMUA_Achr8G05970_001	51	86	1
OS05G0404300	GSMUA_Achr10G12500_001	48	44	1
OS05G0404400	GSMUA_Achr8G05960_001	61	55	0
OS05G0404600	GSMUA_Achr8G05950_001	56	57	1
OS05G0404700	GSMUA_Achr8G05950_001	39	42	1
OS05G0405000	GSMUA_Achr2G01870_001	76	82	1
OS05G0405000	GSMUA_Achr3G24910_001	79	78	1
OS05G0405000	GSMUA_Achr5G27440_001	75	80	1
OS05G0405500	GSMUA_Achr6G08360_001	45	63	1
OS05G0405600	GSMUA_Achr6G08360_001	55	68	1
OS05G0405900	GSMUA_Achr10G12510_001	57	60	1
OS05G0405900	GSMUA_Achr6G08380_001	57	70	1
OS05G0405900	GSMUA_Achr6G16140_001	55	66	1
OS05G0406000	GSMUA_Achr11G25220_001	56	29	1
OS05G0406100	GSMUA_Achr5G21710_001	59	51	1
OS05G0406800	GSMUA_Achr6G08400_001	66	64	1
OS05G0406800	GSMUA_Achr6G16120_001	56	63	1
OS05G0406800	GSMUA_Achr6G23700_001	66	64	1
OS05G0407100	GSMUA_Achr3G17230_001	54	27	1
OS05G0407100	GSMUA_Achr6G27940_001	56	50	1
OS05G0407100	GSMUA_Achr8G28410_001	56	40	1
OS05G0407100	GSMUA_Achr9G07490_001	58	34	1
OS05G0407200	GSMUA_Achr10G12560_001	65	62	1
OS05G0407500	GSMUA_Achr10G12580_001	57	65	1
OS05G0407500	GSMUA_Achr3G24930_001	59	68	1
OS05G0407500	GSMUA_Achr5G27430_001	58	67	1
OS05G0407500	GSMUA_Achr5G27450_001	58	61	1
OS05G0407500	GSMUA_Achr6G16090_001	57	66	1
OS05G0407500	GSMUA_Achr8G05910_001	57	66	1
OS05G0407900	GSMUA_Achr3G24920_001	41	40	1
OS05G0407900	GSMUA_Achr8G05920_001	41	38	1
OS05G0408200	GSMUA_Achr3G09190_001	36	38	1
OS05G0408200	GSMUA_Achr3G23780_001	35	40	1
OS05G0408200	GSMUA_Achr5G26880_001	35	38	1
OS05G0408200	GSMUA_Achr9G17440_001	38	33	1
OS05G0408300	GSMUA_Achr5G07910_001	73	65	1
OS05G0408300	GSMUA_Achr8G00230_001	75	73	1
OS05G0408300	GSMUA_Achr9G17410_001	75	76	1
OS05G0408800	GSMUA_Achr6G08430_001	43	49	1
OS05G0408800	GSMUA_Achr6G16070_001	41	46	1
OS05G0408900	GSMUA_Achr10G01400_001	79	90	1
OS05G0408900	GSMUA_Achr3G24940_001	83	79	1
OS05G0409000	GSMUA_Achr5G07900_001	45	47	1
OS05G0409000	GSMUA_Achr8G00240_001	45	54	1
OS05G0409100	GSMUA_Achr2G23220_001	49	53	1
OS05G0409200	GSMUA_Achr11G01660_001	47	9	0
OS05G0409200	GSMUA_Achr8G13660_001	45	8	0
OS05G0409400	GSMUA_Achr9G17360_001	57	59	1
OS05G0409500	GSMUA_Achr10G01410_001	56	72	1
OS05G0409500	GSMUA_Achr3G09230_001	58	73	1
OS05G0409500	GSMUA_Achr6G08440_001	57	74	1
OS05G0409500	GSMUA_Achr6G16060_001	37	56	1
OS05G0409500	GSMUA_Achr9G17350_001	56	77	1
OS05G0409800	GSMUA_Achr5G27490_001	55	52	1
OS05G0410200	GSMUA_Achr2G01900_001	57	67	1
OS05G0410200	GSMUA_Achr8G05900_001	50	66	1
OS05G0410500	GSMUA_Achr8G21720_001	66	62	1
OS05G0410800	GSMUA_Achr8G21720_001	58	21	1
OS05G0410900	GSMUA_Achr8G21720_001	62	61	1
OS05G0411100	GSMUA_Achr8G21720_001	60	60	1
OS05G0411200	GSMUA_Achr2G01910_001	67	72	1
OS05G0411300	GSMUA_Achr10G01440_001	43	46	1
OS05G0411300	GSMUA_Achr11G25190_001	42	44	1
OS05G0411300	GSMUA_Achr3G24960_001	40	43	1
OS05G0411600	GSMUA_Achr1G04410_001	44	42	1
OS05G0411600	GSMUA_Achr7G21160_001	46	45	1
OS05G0411600	GSMUA_AchrUn_randomG08310_001	48	45	1
OS05G0412000	GSMUA_Achr10G12590_001	25	43	1
OS05G0412800	GSMUA_Achr10G01450_001	56	66	1
OS05G0412800	GSMUA_Achr11G25180_001	59	61	1
OS05G0412800	GSMUA_Achr3G24970_001	54	64	1
OS05G0412800	GSMUA_Achr5G27510_001	51	64	1
OS05G0413200	GSMUA_Achr6G08450_001	84	96	0
OS05G0413200	GSMUA_Achr6G16040_001	85	96	0
OS05G0413400	GSMUA_Achr10G17200_001	66	83	1
OS05G0413400	GSMUA_Achr6G11940_001	70	46	1
OS05G0414200	GSMUA_Achr4G31030_001	36	14	0
OS05G0414300	GSMUA_Achr4G31030_001	34	20	0
OS05G0414400	GSMUA_Achr3G24210_001	9	7	1
OS05G0414501	GSMUA_Achr3G24210_001	27	15	1
OS05G0414700	GSMUA_Achr2G05730_001	42	60	1
OS05G0414700	GSMUA_Achr9G08150_001	48	73	1
OS05G0415200	GSMUA_Achr10G07930_001	66	32	1
OS05G0415200	GSMUA_Achr11G06850_001	66	33	1
OS05G0415700	GSMUA_Achr11G11230_001	36	72	1
OS05G0415800	GSMUA_Achr10G12080_001	41	46	1
OS05G0415800	GSMUA_Achr6G08110_001	42	47	1
OS05G0415800	GSMUA_AchrUn_randomG14630_001	41	47	1
OS05G0415900	GSMUA_Achr10G12080_001	40	24	1
OS05G0415900	GSMUA_Achr6G08110_001	40	24	1
OS05G0415900	GSMUA_AchrUn_randomG14630_001	41	25	1
OS05G0416400	GSMUA_Achr10G12080_001	43	46	1
OS05G0416400	GSMUA_Achr6G08110_001	44	47	1
OS05G0416400	GSMUA_AchrUn_randomG14630_001	43	47	1
OS05G0417100	GSMUA_Achr10G10700_001	69	75	1
OS05G0417200	GSMUA_Achr5G25800_001	46	34	1
OS05G0418000	GSMUA_Achr10G04310_001	81	81	0
OS05G0418000	GSMUA_Achr6G18380_001	87	87	0
OS05G0418000	GSMUA_Achr7G23620_001	89	90	0
OS05G0418500	GSMUA_Achr8G00920_001	29	10	1
OS05G0418800	GSMUA_Achr10G04320_001	31	45	1
OS05G0418800	GSMUA_Achr10G10690_001	30	45	1
OS05G0418800	GSMUA_Achr11G08970_001	30	43	1
OS05G0418800	GSMUA_Achr11G26450_001	29	45	1
OS05G0418800	GSMUA_Achr3G21690_001	32	44	1
OS05G0418800	GSMUA_Achr5G17060_001	28	49	1
OS05G0418800	GSMUA_Achr7G23650_001	32	45	1
OS05G0419000	GSMUA_Achr11G19340_001	61	37	1
OS05G0419100	GSMUA_Achr10G16300_001	72	73	1
OS05G0419100	GSMUA_Achr11G26440_001	73	75	1
OS05G0419100	GSMUA_Achr2G05660_001	71	73	1
OS05G0419100	GSMUA_Achr3G16750_001	73	74	1
OS05G0419100	GSMUA_Achr6G28820_001	71	72	1
OS05G0419100	GSMUA_Achr7G02940_001	76	77	1
OS05G0419100	GSMUA_Achr8G32300_001	79	80	1
OS05G0419100	GSMUA_AchrUn_randomG12630_001	33	67	1
OS05G0419100	GSMUA_AchrUn_randomG12640_001	42	89	1
OS05G0419200	GSMUA_Achr7G02950_001	72	59	1
OS05G0419200	GSMUA_AchrUn_randomG21280_001	76	60	1
OS05G0419500	GSMUA_Achr8G08510_001	79	78	1
OS05G0419500	GSMUA_Achr8G32320_001	81	80	1
OS05G0419600	GSMUA_Achr11G26430_001	46	47	1
OS05G0419600	GSMUA_Achr5G25840_001	46	46	1
OS05G0419600	GSMUA_Achr8G08500_001	45	45	1
OS05G0419800	GSMUA_Achr5G01420_001	59	53	1
OS05G0420200	GSMUA_Achr11G26420_001	46	44	1
OS05G0420200	GSMUA_Achr5G25870_001	46	45	1
OS05G0420300	GSMUA_Achr10G04450_001	34	41	1
OS05G0420300	GSMUA_Achr3G21790_001	39	50	1
OS05G0420500	GSMUA_Achr6G18450_001	15	20	1
OS05G0420500	GSMUA_Achr6G24150_001	13	20	1
OS05G0420500	GSMUA_Achr7G23570_001	14	19	1
OS05G0421100	GSMUA_Achr5G16910_001	38	43	1
OS05G0421100	GSMUA_Achr6G07420_001	37	39	1
OS05G0421300	GSMUA_Achr3G06430_001	76	81	1
OS05G0421300	GSMUA_Achr9G14740_001	66	87	1
OS05G0421300	GSMUA_Achr9G14780_001	14	54	1
OS05G0421900	GSMUA_Achr11G11840_001	45	49	1
OS05G0421900	GSMUA_Achr11G18740_001	44	55	1
OS05G0421900	GSMUA_Achr4G16380_001	52	56	1
OS05G0421900	GSMUA_Achr6G25910_001	44	57	1
OS05G0421900	GSMUA_Achr8G32560_001	45	56	1
OS05G0422200	GSMUA_Achr6G17540_001	12	9	1
OS05G0422300	GSMUA_Achr1G28240_001	40	36	1
OS05G0423400	GSMUA_Achr5G01230_001	63	64	1
OS05G0423400	GSMUA_Achr6G18670_001	66	67	1
OS05G0423500	GSMUA_Achr11G26340_001	46	53	1
OS05G0423500	GSMUA_Achr5G25920_001	30	46	1
OS05G0424700	GSMUA_Achr1G08370_001	38	47	1
OS05G0424700	GSMUA_Achr2G03100_001	38	46	1
OS05G0424800	GSMUA_Achr3G22090_001	63	81	1
OS05G0424800	GSMUA_Achr5G25910_001	69	83	1
OS05G0424800	GSMUA_Achr6G12880_001	23	59	1
OS05G0424800	GSMUA_Achr8G08280_001	58	83	1
OS05G0425000	GSMUA_Achr3G22040_001	38	49	1
OS05G0425700	GSMUA_Achr10G10550_001	66	70	1
OS05G0425700	GSMUA_Achr6G18620_001	64	66	1
OS05G0425700	GSMUA_AchrUn_randomG17700_001	63	64	1
OS05G0426000	GSMUA_Achr11G09020_001	64	67	1
OS05G0426000	GSMUA_Achr5G01260_001	64	65	1
OS05G0426100	GSMUA_Achr10G04550_001	39	52	1
OS05G0426100	GSMUA_Achr11G09010_001	42	53	1
OS05G0426100	GSMUA_Achr6G18600_001	43	54	1
OS05G0426200	GSMUA_Achr10G04530_001	33	57	1
OS05G0426200	GSMUA_Achr11G09000_001	38	39	1
OS05G0426200	GSMUA_Achr7G23330_001	38	41	1
OS05G0426300	GSMUA_Achr5G01270_001	63	65	1
OS05G0426300	GSMUA_Achr8G32650_001	63	62	1
OS05G0426300	GSMUA_Achr9G00340_001	62	50	1
OS05G0426400	GSMUA_Achr10G04510_001	50	33	1
OS05G0426400	GSMUA_Achr11G19500_001	60	37	1
OS05G0426400	GSMUA_Achr4G16410_001	57	36	1
OS05G0426400	GSMUA_Achr6G18570_001	60	41	1
OS05G0426400	GSMUA_Achr7G03050_001	57	35	1
OS05G0426400	GSMUA_Achr7G23420_001	59	40	1
OS05G0426400	GSMUA_Achr8G32660_001	72	38	1
OS05G0426800	GSMUA_Achr10G10630_001	30	36	1
OS05G0426800	GSMUA_Achr3G21950_001	36	46	1
OS05G0427100	GSMUA_Achr11G26400_001	24	29	1
OS05G0427100	GSMUA_Achr3G21900_001	27	27	1
OS05G0427200	GSMUA_Achr11G14940_001	62	63	0
OS05G0427200	GSMUA_Achr8G08420_001	59	63	0
OS05G0427300	GSMUA_Achr5G01350_001	57	66	1
OS05G0427900	GSMUA_Achr7G03030_001	62	31	1
OS05G0427900	GSMUA_Achr8G32540_001	45	26	1
OS05G0428100	GSMUA_Achr11G26330_001	60	60	1
OS05G0428400	GSMUA_Achr3G19070_001	49	54	1
OS05G0428400	GSMUA_Achr6G07290_001	48	69	1
OS05G0428700	GSMUA_Achr6G07280_001	59	41	1
OS05G0428700	GSMUA_Achr6G24240_001	59	42	1
OS05G0429000	GSMUA_Achr10G09850_001	62	64	1
OS05G0429000	GSMUA_Achr6G17750_001	64	66	1
OS05G0429400	GSMUA_Achr11G26310_001	50	47	1
OS05G0429400	GSMUA_Achr2G08100_001	43	63	1
OS05G0429400	GSMUA_Achr3G22170_001	49	54	1
OS05G0429400	GSMUA_Achr5G25970_001	52	55	1
OS05G0429400	GSMUA_Achr6G07270_001	47	53	1
OS05G0429400	GSMUA_Achr6G18780_001	53	53	1
OS05G0429400	GSMUA_Achr7G23220_001	50	58	1
OS05G0429400	GSMUA_Achr9G08580_001	46	59	1
OS05G0429500	GSMUA_Achr3G22180_001	59	43	0
OS05G0429700	GSMUA_Achr10G10540_001	50	51	1
OS05G0429700	GSMUA_Achr3G22190_001	58	54	1
OS05G0429700	GSMUA_Achr5G01190_001	38	50	1
OS05G0429900	GSMUA_Achr10G04590_001	48	44	1
OS05G0429900	GSMUA_Achr10G16010_001	48	57	1
OS05G0429900	GSMUA_Achr2G20600_001	48	71	1
OS05G0429900	GSMUA_Achr3G22200_001	56	67	1
OS05G0429900	GSMUA_Achr5G01180_001	46	46	1
OS05G0429900	GSMUA_Achr5G17010_001	54	58	1
OS05G0429900	GSMUA_Achr5G26000_001	53	65	1
OS05G0429900	GSMUA_Achr6G07260_001	46	60	1
OS05G0429900	GSMUA_Achr6G12930_001	48	44	1
OS05G0429900	GSMUA_Achr6G25420_001	59	65	1
OS05G0429900	GSMUA_Achr9G08600_001	57	54	1
OS05G0429900	GSMUA_AchrUn_randomG28780_001	44	77	1
OS05G0430200	GSMUA_Achr10G10530_001	71	62	1
OS05G0430200	GSMUA_Achr3G22210_001	68	63	1
OS05G0430300	GSMUA_Achr10G10510_001	26	66	1
OS05G0430300	GSMUA_Achr10G10520_001	34	59	1
OS05G0430300	GSMUA_Achr3G22220_001	64	62	1
OS05G0430300	GSMUA_Achr5G26010_001	61	66	1
OS05G0430400	GSMUA_Achr8G32470_001	68	64	1
OS05G0430700	GSMUA_Achr3G22230_001	81	80	1
OS05G0430700	GSMUA_Achr8G08150_001	80	79	1
OS05G0430700	GSMUA_AchrUn_randomG11700_001	54	44	1
OS05G0430800	GSMUA_Achr3G22240_001	58	71	1
OS05G0430800	GSMUA_Achr4G16330_001	62	68	1
OS05G0430800	GSMUA_AchrUn_randomG11710_001	63	63	1
OS05G0432200	GSMUA_Achr6G18820_001	46	47	1
OS05G0432400	GSMUA_Achr8G08130_001	63	57	1
OS05G0432400	GSMUA_Achr8G32420_001	60	59	1
OS05G0432600	GSMUA_Achr3G22350_001	58	61	1
OS05G0432600	GSMUA_Achr8G32410_001	60	63	1
OS05G0432700	GSMUA_Achr5G01150_001	46	62	1
OS05G0432700	GSMUA_Achr7G23150_001	49	50	1
OS05G0435400	GSMUA_Achr11G18800_001	68	68	1
OS05G0435700	GSMUA_Achr1G13210_001	72	67	1
OS05G0435700	GSMUA_Achr9G08730_001	70	67	1
OS05G0435800	GSMUA_Achr9G29510_001	38	59	1
OS05G0436100	GSMUA_Achr3G19120_001	55	65	1
OS05G0436100	GSMUA_Achr6G13110_001	52	64	1
OS05G0436100	GSMUA_Achr8G17300_001	45	62	1
OS05G0436400	GSMUA_Achr1G24450_001	79	75	1
OS05G0436400	GSMUA_Achr5G08750_001	83	69	1
OS05G0436900	GSMUA_Achr3G22450_001	58	65	1
OS05G0436900	GSMUA_Achr8G08010_001	61	60	1
OS05G0437100	GSMUA_Achr8G08000_001	43	25	1
OS05G0437200	GSMUA_Achr5G01100_001	78	80	1
OS05G0437200	GSMUA_Achr6G19630_001	78	80	1
OS05G0437300	GSMUA_Achr11G26260_001	74	68	1
OS05G0437300	GSMUA_Achr3G22460_001	77	76	1
OS05G0437300	GSMUA_Achr8G07970_001	41	64	1
OS05G0437300	GSMUA_Achr8G07980_001	31	64	1
OS05G0437500	GSMUA_Achr6G19600_001	76	77	1
OS05G0437500	GSMUA_Achr8G32800_001	72	73	1
OS05G0437500	GSMUA_Achr9G29570_001	72	75	1
OS05G0437700	GSMUA_Achr10G10440_001	36	34	1
OS05G0437700	GSMUA_Achr3G22470_001	38	37	1
OS05G0437900	GSMUA_Achr3G22480_001	62	80	1
OS05G0437900	GSMUA_Achr8G07950_001	70	82	1
OS05G0437900	GSMUA_Achr8G32840_001	78	85	1
OS05G0437900	GSMUA_Achr9G29600_001	54	79	1
OS05G0438500	GSMUA_Achr3G22500_001	86	91	1
OS05G0438500	GSMUA_Achr5G26130_001	82	63	1
OS05G0438500	GSMUA_Achr6G19560_001	84	89	1
OS05G0438500	GSMUA_Achr7G03170_001	85	90	1
OS05G0438500	GSMUA_Achr8G07910_001	82	86	1
OS05G0438600	GSMUA_Achr5G26140_001	14	4	0
OS05G0438800	GSMUA_Achr10G03730_001	93	93	1
OS05G0438800	GSMUA_Achr11G12570_001	85	91	1
OS05G0438800	GSMUA_Achr11G23960_001	91	90	1
OS05G0438800	GSMUA_Achr2G16160_001	93	92	1
OS05G0438800	GSMUA_Achr3G02960_001	92	92	1
OS05G0438800	GSMUA_Achr5G29190_001	86	93	1
OS05G0438800	GSMUA_Achr6G25350_001	93	93	1
OS05G0438800	GSMUA_Achr6G34320_001	59	91	1
OS05G0438800	GSMUA_Achr7G10410_001	92	92	1
OS05G0438800	GSMUA_Achr8G02660_001	92	92	1
OS05G0438800	GSMUA_Achr8G16150_001	92	92	1
OS05G0438800	GSMUA_Achr9G03170_001	93	93	1
OS05G0438800	GSMUA_Achr9G08850_001	86	92	1
OS05G0439000	GSMUA_Achr8G32860_001	29	36	1
OS05G0440000	GSMUA_Achr10G03030_001	23	28	0
OS05G0440000	GSMUA_Achr10G05890_001	24	28	0
OS05G0440000	GSMUA_Achr11G10790_001	25	27	0
OS05G0440000	GSMUA_Achr11G23850_001	24	30	0
OS05G0440000	GSMUA_Achr3G13830_001	23	27	0
OS05G0440000	GSMUA_Achr5G07290_001	30	35	0
OS05G0440000	GSMUA_Achr9G04290_001	24	27	0
OS05G0440250	GSMUA_Achr6G19520_001	73	74	1
OS05G0440300	GSMUA_Achr6G19520_001	53	55	1
OS05G0440800	GSMUA_Achr6G19510_001	39	45	1
OS05G0440800	GSMUA_Achr7G03280_001	39	48	1
OS05G0440800	GSMUA_Achr9G29660_001	39	41	1
OS05G0440900	GSMUA_Achr6G19470_001	35	44	1
OS05G0441400	GSMUA_Achr5G17440_001	38	43	1
OS05G0441400	GSMUA_Achr6G07060_001	36	40	1
OS05G0441400	GSMUA_Achr9G02650_001	38	44	1
OS05G0441400	GSMUA_AchrUn_randomG18260_001	35	41	1
OS05G0441750	GSMUA_Achr8G32230_001	5	3	1
OS05G0441750	GSMUA_Achr8G32240_001	11	4	1
OS05G0442000	GSMUA_Achr8G07800_001	23	62	1
OS05G0442400	GSMUA_Achr11G09110_001	55	64	1
OS05G0442400	GSMUA_Achr6G19410_001	52	61	1
OS05G0442700	GSMUA_Achr10G04720_001	44	47	1
OS05G0442700	GSMUA_Achr6G19400_001	46	52	1
OS05G0442700	GSMUA_Achr8G01410_001	42	48	1
OS05G0442700	GSMUA_Achr9G29750_001	43	47	1
OS05G0443300	GSMUA_Achr8G07760_001	68	70	1
OS05G0443700	GSMUA_AchrUn_randomG12360_001	33	26	1
OS05G0443800	GSMUA_Achr6G13250_001	56	77	1
OS05G0443900	GSMUA_Achr10G10300_001	50	51	1
OS05G0443900	GSMUA_Achr11G14570_001	50	49	1
OS05G0443900	GSMUA_Achr11G26160_001	30	60	1
OS05G0443900	GSMUA_Achr2G06770_001	49	49	1
OS05G0443900	GSMUA_Achr3G22700_001	50	48	1
OS05G0443900	GSMUA_Achr5G26200_001	42	50	1
OS05G0444200	GSMUA_Achr11G18950_001	33	58	1
OS05G0444200	GSMUA_Achr4G06350_001	28	35	1
OS05G0444200	GSMUA_Achr5G26210_001	33	47	1
OS05G0444300	GSMUA_Achr6G19340_001	22	55	1
OS05G0444300	GSMUA_Achr6G19350_001	58	59	1
OS05G0444500	GSMUA_Achr6G19340_001	22	42	1
OS05G0444500	GSMUA_Achr6G19350_001	59	46	1
OS05G0445100	GSMUA_Achr3G22750_001	50	64	1
OS05G0445100	GSMUA_Achr8G07690_001	48	61	1
OS05G0445100	GSMUA_Achr8G33070_001	45	54	1
OS05G0445100	GSMUA_AchrUn_randomG25600_001	44	60	1
OS05G0445800	GSMUA_Achr11G19010_001	29	28	1
OS05G0445800	GSMUA_AchrUn_randomG24610_001	15	42	1
OS05G0445900	GSMUA_Achr10G11160_001	66	19	1
OS05G0445900	GSMUA_Achr10G15480_001	64	26	1
OS05G0446000	GSMUA_Achr10G11160_001	15	10	1
OS05G0446000	GSMUA_Achr10G15480_001	12	11	1
OS05G0446300	GSMUA_Achr8G07670_001	96	96	1
OS05G0446500	GSMUA_Achr11G19010_001	28	27	1
OS05G0446500	GSMUA_AchrUn_randomG24610_001	15	42	1
OS05G0446550	GSMUA_Achr10G11160_001	72	5	1
OS05G0446550	GSMUA_Achr10G15480_001	74	7	1
OS05G0446800	GSMUA_Achr9G03610_001	46	50	1
OS05G0446900	GSMUA_Achr6G21470_001	22	28	0
OS05G0447000	GSMUA_Achr6G33760_001	66	73	0
OS05G0447500	GSMUA_Achr7G12570_001	63	19	1
OS05G0447580	GSMUA_Achr7G12570_001	59	11	1
OS05G0447700	GSMUA_Achr11G24210_001	43	42	1
OS05G0447700	GSMUA_Achr5G28840_001	40	35	1
OS05G0447700	GSMUA_Achr6G33690_001	42	38	1
OS05G0447700	GSMUA_Achr8G02280_001	45	43	1
OS05G0447700	GSMUA_Achr9G03650_001	44	42	1
OS05G0448300	GSMUA_Achr10G13830_001	52	50	1
OS05G0448300	GSMUA_Achr10G22440_001	51	58	1
OS05G0448300	GSMUA_Achr3G17610_001	53	58	1
OS05G0448675	GSMUA_Achr4G05520_001	8	11	1
OS05G0448675	GSMUA_Achr4G12060_001	11	11	1
OS05G0449200	GSMUA_Achr10G00220_001	53	60	1
OS05G0449200	GSMUA_Achr8G19570_001	53	60	1
OS05G0449200	GSMUA_AchrUn_randomG08000_001	49	56	1
OS05G0449500	GSMUA_Achr5G28930_001	64	68	1
OS05G0449500	GSMUA_Achr6G33630_001	68	70	1
OS05G0449500	GSMUA_Achr9G03690_001	68	68	1
OS05G0449600	GSMUA_Achr6G15090_001	25	15	1
OS05G0449600	GSMUA_Achr6G15100_001	68	37	1
OS05G0449900	GSMUA_Achr10G00660_001	39	47	1
OS05G0449900	GSMUA_Achr10G02290_001	43	51	1
OS05G0449900	GSMUA_Achr5G28940_001	48	50	1
OS05G0449900	GSMUA_Achr6G33620_001	43	49	1
OS05G0449900	GSMUA_Achr7G14890_001	35	50	1
OS05G0449900	GSMUA_Achr8G02260_001	36	45	1
OS05G0449900	GSMUA_Achr8G02370_001	34	56	1
OS05G0449900	GSMUA_Achr8G02380_001	45	47	1
OS05G0450300	GSMUA_Achr3G17600_001	25	13	1
OS05G0450600	GSMUA_Achr10G13860_001	33	37	1
OS05G0450600	GSMUA_Achr1G17250_001	24	31	1
OS05G0450600	GSMUA_Achr6G15040_001	31	37	1
OS05G0450600	GSMUA_Achr6G21500_001	30	34	1
OS05G0450600	GSMUA_Achr8G34230_001	33	35	1
OS05G0451100	GSMUA_Achr11G24230_001	56	68	1
OS05G0451100	GSMUA_Achr6G33590_001	59	72	1
OS05G0451300	GSMUA_Achr10G13890_001	56	57	1
OS05G0451300	GSMUA_Achr6G33570_001	51	45	1
OS05G0451900	GSMUA_Achr11G24250_001	70	51	1
OS05G0451900	GSMUA_Achr5G28820_001	65	52	1
OS05G0452600	GSMUA_Achr1G04960_001	93	93	1
OS05G0452800	GSMUA_Achr10G22490_001	41	62	1
OS05G0452800	GSMUA_Achr1G27700_001	40	44	1
OS05G0452800	GSMUA_Achr2G19200_001	47	51	1
OS05G0452800	GSMUA_Achr5G07010_001	45	53	1
OS05G0452800	GSMUA_Achr6G23630_001	41	47	1
OS05G0452800	GSMUA_Achr7G14920_001	46	49	1
OS05G0452900	GSMUA_Achr10G13770_001	74	76	1
OS05G0452900	GSMUA_Achr3G17660_001	74	76	1
OS05G0452900	GSMUA_Achr6G23620_001	72	75	1
OS05G0452900	GSMUA_AchrUn_randomG22800_001	74	76	1
OS05G0453300	GSMUA_Achr10G00630_001	21	23	1
OS05G0453300	GSMUA_Achr10G03820_001	17	14	1
OS05G0453300	GSMUA_Achr5G28970_001	20	20	1
OS05G0453300	GSMUA_Achr6G33900_001	23	18	1
OS05G0453300	GSMUA_Achr9G03530_001	25	18	1
OS05G0453500	GSMUA_Achr6G33920_001	42	21	1
OS05G0453700	GSMUA_Achr3G17670_001	48	49	1
OS05G0453700	GSMUA_Achr6G23610_001	44	52	1
OS05G0453700	GSMUA_Achr9G03740_001	38	44	1
OS05G0453700	GSMUA_AchrUn_randomG26890_001	41	59	1
OS05G0453900	GSMUA_Achr5G04700_001	48	75	1
OS05G0453900	GSMUA_Achr5G04710_001	32	71	1
OS05G0453900	GSMUA_Achr9G13510_001	70	70	1
OS05G0454200	GSMUA_Achr6G14950_001	51	22	1
OS05G0454200	GSMUA_Achr9G03750_001	54	65	1
OS05G0454500	GSMUA_Achr10G00610_001	46	42	1
OS05G0454500	GSMUA_Achr10G22510_001	40	26	1
OS05G0454500	GSMUA_Achr1G27470_001	40	36	1
OS05G0454500	GSMUA_Achr6G33930_001	44	43	1
OS05G0454500	GSMUA_Achr7G14940_001	44	37	1
OS05G0454500	GSMUA_Achr8G02420_001	38	29	1
OS05G0454500	GSMUA_Achr8G19540_001	43	39	1
OS05G0455200	GSMUA_Achr5G07020_001	42	46	1
OS05G0455200	GSMUA_Achr7G14960_001	43	56	1
OS05G0455400	GSMUA_Achr10G00550_001	49	40	1
OS05G0455400	GSMUA_Achr10G26530_001	51	52	1
OS05G0455400	GSMUA_Achr2G16550_001	45	29	1
OS05G0455400	GSMUA_Achr7G10830_001	50	52	1
OS05G0455500	GSMUA_Achr8G02490_001	76	76	0
OS05G0455600	GSMUA_Achr1G17300_001	82	82	1
OS05G0455700	GSMUA_Achr10G00500_001	61	69	0
OS05G0455700	GSMUA_Achr6G04960_001	53	72	0
OS05G0455800	GSMUA_Achr5G28760_001	58	60	1
OS05G0455800	GSMUA_Achr6G33970_001	57	59	1
OS05G0456200	GSMUA_Achr5G28750_001	67	46	0
OS05G0456300	GSMUA_Achr5G28750_001	71	67	0
OS05G0456500	GSMUA_Achr1G17310_001	65	65	1
OS05G0456500	GSMUA_Achr2G16540_001	61	62	1
OS05G0456500	GSMUA_Achr7G10680_001	34	53	1
OS05G0456500	GSMUA_Achr7G26870_001	67	68	1
OS05G0456925	GSMUA_Achr11G24030_001	66	67	1
OS05G0456925	GSMUA_Achr5G28980_001	67	68	1
OS05G0456925	GSMUA_Achr6G34000_001	64	68	1
OS05G0457000	GSMUA_Achr6G34010_001	40	51	1
OS05G0457000	GSMUA_Achr9G03490_001	41	28	1
OS05G0457600	GSMUA_Achr10G22560_001	43	48	1
OS05G0457600	GSMUA_Achr2G19160_001	39	44	1
