Gene stable ID	Chlamydomonas reinhardtii gene stable ID	% identity	Chlamydomonas reinhardtii % identity	Orthology confidence [0 low, 1 high]
OS04G0677500	CHLREDRAFT_196261	46	11	1
OS04G0677700	CHLREDRAFT_80954	24	27	1
OS04G0677800	CHLREDRAFT_99082	27	41	1
OS04G0678300	CHLREDRAFT_186990	11	32	0
OS04G0678400	CHLREDRAFT_205894	26	9	0
OS04G0678700	CHLREDRAFT_136589	58	57	1
OS04G0678800	CHLREDRAFT_188921	29	26	1
OS04G0679400	CHLREDRAFT_184434	24	22	1
OS04G0680000	CHLREDRAFT_138157	30	31	1
OS04G0680400	CHLREDRAFT_190406	40	24	1
OS04G0680550	CHLREDRAFT_104512	41	40	0
OS04G0680700	CHLREDRAFT_146253	32	16	1
OS04G0681400	CHLREDRAFT_189789	23	21	1
OS04G0681600	CHLREDRAFT_189789	23	21	1
OS04G0682000	CHLREDRAFT_169763	26	26	1
OS04G0682300	CHLREDRAFT_350	58	70	1
OS04G0682800	CHLREDRAFT_38583	29	61	1
OS04G0683100	CHLREDRAFT_77351	60	61	1
OS04G0683500	CHLREDRAFT_94911	9	24	1
OS04G0683800	CHLREDRAFT_177919	20	20	1
OS04G0683850	CHLREDRAFT_206090	36	20	0
OS04G0684800	CHLREDRAFT_187409	49	53	1
OS04G0684900	CHLREDRAFT_184772	32	35	1
OS04G0685100	CHLREDRAFT_171584	21	32	1
OS04G0686600	CHLREDRAFT_195647	29	6	1
OS04G0686650	CHLREDRAFT_105918	38	34	1
OS04G0686800	CHLREDRAFT_112030	41	38	1
OS04G0686800	CHLREDRAFT_186828	42	32	1
OS04G0687100	CHLREDRAFT_174103	57	63	1
OS04G0687900	CHLREDRAFT_109352	7	41	1
OS04G0687900	CHLREDRAFT_17453	26	27	1
OS04G0687900	CHLREDRAFT_26047	18	17	1
OS04G0690800	CHLREDRAFT_171516	37	39	1
OS04G0690800	CHLREDRAFT_196341	37	39	1
OS04G0691200	CHLREDRAFT_176008	27	20	1
OS04G0691500	CHLREDRAFT_120033	40	34	1
OS04G0691600	CHLREDRAFT_195639	25	34	1
OS04G0691900	CHLREDRAFT_195580	22	24	1
OS04G0692100	CHLREDRAFT_139881	48	44	1
OS04G0692500	CHLREDRAFT_143307	24	25	1
OS04G0692600	CHLREDRAFT_205911	18	10	1
OS04G0693000	CHLREDRAFT_131340	35	37	1
OS04G0693050	CHLREDRAFT_176233	60	51	1
OS05G0100500	CHLREDRAFT_140464	35	23	0
OS05G0100600	CHLREDRAFT_172401	41	17	1
OS05G0100600	CHLREDRAFT_190292	41	16	1
OS05G0100800	CHLREDRAFT_79613	43	46	1
OS05G0101400	CHLREDRAFT_196284	34	24	1
OS05G0101600	CHLREDRAFT_196674	19	20	0
OS05G0102600	CHLREDRAFT_171369	9	14	1
OS05G0102600	CHLREDRAFT_205532	26	29	1
OS05G0102600	CHLREDRAFT_6823	6	5	1
OS05G0102800	CHLREDRAFT_152680	26	25	1
OS05G0102900	CHLREDRAFT_143567	34	48	1
OS05G0103200	CHLREDRAFT_185571	52	66	1
OS05G0104650	CHLREDRAFT_131059	58	58	1
OS05G0104800	CHLREDRAFT_120842	38	37	1
OS05G0104900	CHLREDRAFT_120414	27	18	1
OS05G0105100	CHLREDRAFT_195519	66	68	1
OS05G0105200	CHLREDRAFT_60490	59	33	1
OS05G0105300	CHLREDRAFT_107417	34	39	1
OS05G0106100	CHLREDRAFT_134189	84	80	1
OS05G0107600	CHLREDRAFT_179191	10	17	0
OS05G0107700	CHLREDRAFT_186321	31	28	1
OS05G0108000	CHLREDRAFT_121340	23	55	1
OS05G0108600	CHLREDRAFT_206048	47	36	1
OS05G0108800	CHLREDRAFT_131692	36	36	1
OS05G0109600	CHLREDRAFT_123505	20	57	1
OS05G0110300	CHLREDRAFT_196378	41	43	1
OS05G0110500	CHLREDRAFT_115746	35	34	1
OS05G0110600	CHLREDRAFT_148562	28	27	1
OS05G0111100	CHLREDRAFT_56449	24	22	1
OS05G0113400	CHLREDRAFT_183437	37	16	1
OS05G0114000	CHLREDRAFT_174103	60	68	1
OS05G0114500	CHLREDRAFT_187814	13	9	1
OS05G0114500	CHLREDRAFT_51996	1	3	1
OS05G0115700	CHLREDRAFT_76989	47	47	1
OS05G0115800	CHLREDRAFT_44775	5	13	0
OS05G0116100	CHLREDRAFT_143082	39	37	1
OS05G0117600	CHLREDRAFT_115716	9	43	1
OS05G0117798	CHLREDRAFT_137882	24	68	1
OS05G0119000	CHLREDRAFT_174471	20	31	1
OS05G0119600	CHLREDRAFT_151985	33	28	1
OS05G0120700	CHLREDRAFT_77047	67	17	1
OS05G0121200	CHLREDRAFT_121861	39	56	1
OS05G0121500	CHLREDRAFT_126960	24	20	1
OS05G0121600	CHLREDRAFT_121738	14	50	1
OS05G0121600	CHLREDRAFT_19751	28	8	1
OS05G0121900	CHLREDRAFT_139981	49	47	1
OS05G0121900	CHLREDRAFT_144475	49	47	1
OS05G0121900	CHLREDRAFT_99830	42	53	1
OS05G0122400	CHLREDRAFT_113076	3	32	0
OS05G0122400	CHLREDRAFT_113116	15	40	0
OS05G0125500	CHLREDRAFT_128289	72	69	1
OS05G0127200	CHLREDRAFT_142126	21	25	1
OS05G0128200	CHLREDRAFT_119209	11	61	1
OS05G0128200	CHLREDRAFT_182666	12	57	1
OS05G0128200	CHLREDRAFT_205729	20	16	1
OS05G0128400	CHLREDRAFT_205987	41	27	1
OS05G0129000	CHLREDRAFT_181975	58	60	1
OS05G0129100	CHLREDRAFT_139007	56	40	1
OS05G0129900	CHLREDRAFT_141409	24	15	1
OS05G0131100	CHLREDRAFT_126036	33	32	1
OS05G0131401	CHLREDRAFT_126036	25	16	1
OS05G0132100	CHLREDRAFT_111160	7	49	1
OS05G0132100	CHLREDRAFT_113915	32	42	1
OS05G0133100	CHLREDRAFT_206116	38	39	1
OS05G0135700	CHLREDRAFT_182408	80	81	1
OS05G0137400	CHLREDRAFT_128744	30	49	0
OS05G0140500	CHLREDRAFT_192599	37	53	1
OS05G0140800	CHLREDRAFT_119116	36	44	1
OS05G0140800	CHLREDRAFT_174902	40	39	1
OS05G0141400	CHLREDRAFT_105431	46	53	1
OS05G0141700	CHLREDRAFT_109545	14	46	1
OS05G0141700	CHLREDRAFT_123133	33	46	1
OS05G0141700	CHLREDRAFT_173094	16	28	1
OS05G0141800	CHLREDRAFT_183928	33	31	1
OS05G0143200	CHLREDRAFT_195147	13	4	1
OS05G0143500	CHLREDRAFT_108650	38	59	0
OS05G0143500	CHLREDRAFT_137528	50	69	0
OS05G0144000	CHLREDRAFT_146988	27	37	1
OS05G0144100	CHLREDRAFT_122289	34	47	0
OS05G0144200	CHLREDRAFT_146069	22	27	1
OS05G0144400	CHLREDRAFT_101543	54	56	1
OS05G0144800	CHLREDRAFT_100548	34	75	1
OS05G0144900	CHLREDRAFT_149366	31	8	1
OS05G0147150	CHLREDRAFT_38363	12	4	1
OS05G0147400	CHLREDRAFT_129972	68	67	1
OS05G0148600	CHLREDRAFT_174963	20	37	1
OS05G0148600	CHLREDRAFT_206027	28	26	1
OS05G0149600	CHLREDRAFT_116937	61	21	1
OS05G0149800	CHLREDRAFT_116578	30	36	1
OS05G0150000	CHLREDRAFT_116897	52	51	1
OS05G0150300	CHLREDRAFT_135484	54	59	1
OS05G0150800	CHLREDRAFT_206121	48	40	1
OS05G0151000	CHLREDRAFT_196948	52	53	1
OS05G0151100	CHLREDRAFT_189937	13	17	1
OS05G0153132	CHLREDRAFT_188669	29	34	0
OS05G0154500	CHLREDRAFT_146323	27	28	1
OS05G0154700	CHLREDRAFT_104339	8	41	0
OS05G0154800	CHLREDRAFT_54909	46	50	1
OS05G0155000	CHLREDRAFT_132158	41	42	1
OS05G0155100	CHLREDRAFT_195589	76	76	0
OS05G0155300	CHLREDRAFT_78171	54	46	1
OS05G0155601	CHLREDRAFT_139246	62	60	0
OS05G0156300	CHLREDRAFT_189940	24	35	0
OS05G0156500	CHLREDRAFT_134606	47	19	1
OS05G0156600	CHLREDRAFT_188933	72	73	1
OS05G0156700	CHLREDRAFT_205763	65	26	1
OS05G0156800	CHLREDRAFT_170459	25	6	1
OS05G0156900	CHLREDRAFT_137778	62	62	1
OS05G0157100	CHLREDRAFT_189366	24	24	1
OS05G0159100	CHLREDRAFT_145545	33	32	1
OS05G0160100	CHLREDRAFT_119201	39	41	1
OS05G0160800	CHLREDRAFT_111410	12	45	1
OS05G0161200	CHLREDRAFT_177832	17	23	1
OS05G0161500	CHLREDRAFT_177832	19	25	1
OS05G0161800	CHLREDRAFT_177832	19	25	1
OS05G0163000	CHLREDRAFT_119290	51	53	1
OS05G0163100	CHLREDRAFT_112975	9	17	1
OS05G0163250	CHLREDRAFT_129368	73	17	1
OS05G0163700	CHLREDRAFT_111185	11	73	1
OS05G0163700	CHLREDRAFT_40101	40	53	1
OS05G0164100	CHLREDRAFT_121054	26	51	1
OS05G0164100	CHLREDRAFT_71915	23	51	1
OS05G0164800	CHLREDRAFT_146152	13	17	1
OS05G0164800	CHLREDRAFT_153072	20	11	1
OS05G0164800	CHLREDRAFT_153963	22	21	1
OS05G0164800	CHLREDRAFT_168584	23	22	1
OS05G0164800	CHLREDRAFT_196756	21	25	1
OS05G0168400	CHLREDRAFT_146877	36	36	1
OS05G0168500	CHLREDRAFT_195666	41	39	1
OS05G0169100	CHLREDRAFT_195584	72	68	1
OS05G0170800	CHLREDRAFT_191293	23	27	1
OS05G0170950	CHLREDRAFT_182319	57	13	1
OS05G0170950	CHLREDRAFT_191135	63	14	1
OS05G0171900	CHLREDRAFT_104003	35	49	1
OS05G0173700	CHLREDRAFT_115083	72	12	0
OS05G0176000	CHLREDRAFT_186463	68	67	1
OS05G0176800	CHLREDRAFT_114486	34	47	1
OS05G0178400	CHLREDRAFT_127638	49	48	1
OS05G0178900	CHLREDRAFT_205524	38	44	1
OS05G0180600	CHLREDRAFT_196943	42	31	1
OS05G0181000	CHLREDRAFT_15589	42	45	1
OS05G0182000	CHLREDRAFT_188159	36	31	1
OS05G0182201	CHLREDRAFT_132988	31	34	1
OS05G0182201	CHLREDRAFT_145152	31	36	1
OS05G0182500	CHLREDRAFT_132836	71	66	1
OS05G0182600	CHLREDRAFT_142283	7	25	0
OS05G0182600	CHLREDRAFT_189879	33	39	0
OS05G0182800	CHLREDRAFT_193475	20	42	0
OS05G0185700	CHLREDRAFT_170463	20	33	1
OS05G0186100	CHLREDRAFT_183677	33	33	1
OS05G0186300	CHLREDRAFT_126820	48	44	1
OS05G0187000	CHLREDRAFT_186317	58	58	1
OS05G0187100	CHLREDRAFT_21582	37	21	1
OS05G0187800	CHLREDRAFT_184920	37	35	1
OS05G0188500	CHLREDRAFT_178320	14	13	1
OS05G0188800	CHLREDRAFT_58288	49	48	1
OS05G0193900	CHLREDRAFT_116937	29	15	1
OS05G0195200	CHLREDRAFT_119209	17	64	1
OS05G0195200	CHLREDRAFT_182666	20	64	1
OS05G0195200	CHLREDRAFT_205729	26	14	1
OS05G0196500	CHLREDRAFT_170309	11	24	0
OS05G0196500	CHLREDRAFT_97080	7	31	0
OS05G0198400	CHLREDRAFT_146152	16	21	1
OS05G0198400	CHLREDRAFT_153072	22	11	1
OS05G0198400	CHLREDRAFT_153963	26	24	1
OS05G0198400	CHLREDRAFT_168584	23	22	1
OS05G0198400	CHLREDRAFT_196756	23	27	1
OS05G0200100	CHLREDRAFT_196123	20	16	1
OS05G0200280	CHLREDRAFT_171434	27	26	1
OS05G0200500	CHLREDRAFT_153736	72	72	1
OS05G0200500	CHLREDRAFT_15736	59	52	1
OS05G0203400	CHLREDRAFT_111778	22	22	0
OS05G0204900	CHLREDRAFT_31082	59	56	1
OS05G0207300	CHLREDRAFT_195587	68	70	1
OS05G0207900	CHLREDRAFT_151321	10	10	1
OS05G0208000	CHLREDRAFT_191516	56	57	1
OS05G0210600	CHLREDRAFT_186231	14	16	1
OS05G0211100	CHLREDRAFT_196411	43	41	1
OS05G0212200	CHLREDRAFT_205679	12	15	1
OS05G0212400	CHLREDRAFT_148361	17	42	1
OS05G0215600	CHLREDRAFT_107828	25	47	1
OS05G0215800	CHLREDRAFT_120386	34	39	1
OS05G0215800	CHLREDRAFT_130256	30	34	1
OS05G0215800	CHLREDRAFT_196575	30	28	1
OS05G0219800	CHLREDRAFT_113235	12	40	0
OS05G0220100	CHLREDRAFT_111593	26	29	1
OS05G0220600	CHLREDRAFT_206021	22	19	1
OS05G0220600	CHLREDRAFT_206022	26	25	1
OS05G0220600	CHLREDRAFT_206024	20	17	1
OS05G0221400	CHLREDRAFT_167014	58	31	0
OS05G0223200	CHLREDRAFT_119900	32	37	1
OS05G0223300	CHLREDRAFT_119900	29	33	1
OS05G0224700	CHLREDRAFT_189366	20	23	1
OS05G0227700	CHLREDRAFT_128430	45	45	1
OS05G0228900	CHLREDRAFT_154241	9	4	1
OS05G0229475	CHLREDRAFT_147577	13	3	1
OS05G0230600	CHLREDRAFT_190038	19	37	1
OS05G0230600	CHLREDRAFT_94691	8	24	1
OS05G0230900	CHLREDRAFT_115316	26	25	0
OS05G0232500	CHLREDRAFT_188669	18	38	0
OS05G0235300	CHLREDRAFT_176480	34	29	1
OS05G0235450	CHLREDRAFT_129827	19	11	1
OS05G0235600	CHLREDRAFT_192162	45	17	1
OS05G0235701	CHLREDRAFT_195038	47	14	1
OS05G0235800	CHLREDRAFT_127671	43	44	1
OS05G0237100	CHLREDRAFT_147453	37	17	1
OS05G0241100	CHLREDRAFT_132801	30	39	1
OS05G0241100	CHLREDRAFT_39075	16	13	1
OS05G0241200	CHLREDRAFT_205633	40	39	1
OS05G0243100	CHLREDRAFT_185004	33	14	1
OS05G0243200	CHLREDRAFT_185004	22	13	1
OS05G0243300	CHLREDRAFT_185004	44	30	1
OS05G0244600	CHLREDRAFT_79613	38	45	1
OS05G0244700	CHLREDRAFT_30522	28	23	1
OS05G0251500	CHLREDRAFT_180169	69	69	1
OS05G0255600	CHLREDRAFT_195234	46	44	1
OS05G0256000	CHLREDRAFT_79571	51	51	1
OS05G0269500	CHLREDRAFT_205626	23	20	1
OS05G0270000	CHLREDRAFT_186521	24	17	1
OS05G0270500	CHLREDRAFT_171674	27	28	1
OS05G0270800	CHLREDRAFT_117678	46	60	1
OS05G0271300	CHLREDRAFT_173928	19	3	1
OS05G0274900	CHLREDRAFT_76376	79	79	1
OS05G0275700	CHLREDRAFT_170506	23	25	1
OS05G0277300	CHLREDRAFT_49544	42	43	0
OS05G0279300	CHLREDRAFT_151084	23	8	1
OS05G0279400	CHLREDRAFT_150664	22	19	1
OS05G0287800	CHLREDRAFT_127014	36	41	1
OS05G0289400	CHLREDRAFT_116356	56	58	1
OS05G0292800	CHLREDRAFT_133963	30	31	1
OS05G0295100	CHLREDRAFT_189378	22	28	1
OS05G0295200	CHLREDRAFT_148149	14	5	1
OS05G0295700	CHLREDRAFT_188432	18	5	1
OS05G0295800	CHLREDRAFT_115316	2	1	0
OS05G0297001	CHLREDRAFT_172416	27	1	1
OS05G0297900	CHLREDRAFT_105562	69	62	1
OS05G0299200	CHLREDRAFT_146883	17	15	1
OS05G0301500	CHLREDRAFT_131340	27	37	1
OS05G0301700	CHLREDRAFT_133395	52	51	1
OS05G0302300	CHLREDRAFT_170309	12	21	0
OS05G0302300	CHLREDRAFT_97080	9	31	0
OS05G0302700	CHLREDRAFT_196520	67	83	1
OS05G0303000	CHLREDRAFT_126835	77	52	1
OS05G0304200	CHLREDRAFT_154241	13	6	1
OS05G0304400	CHLREDRAFT_191319	66	67	1
OS05G0305100	CHLREDRAFT_112803	16	54	0
OS05G0306000	CHLREDRAFT_154290	27	19	1
OS05G0307100	CHLREDRAFT_193019	16	3	1
OS05G0310750	CHLREDRAFT_182241	46	14	1
OS05G0310800	CHLREDRAFT_195439	54	56	1
OS05G0311000	CHLREDRAFT_195439	55	56	1
OS05G0313500	CHLREDRAFT_118587	40	40	1
OS05G0314100	CHLREDRAFT_182571	74	71	1
OS05G0316000	CHLREDRAFT_177885	21	24	1
OS05G0316100	CHLREDRAFT_196638	30	27	1
OS05G0319100	CHLREDRAFT_152688	23	29	0
OS05G0319100	CHLREDRAFT_153248	28	23	0
OS05G0319100	CHLREDRAFT_205906	29	24	0
OS05G0323100	CHLREDRAFT_123571	6	12	1
OS05G0323800	CHLREDRAFT_104934	39	51	1
OS05G0323900	CHLREDRAFT_193511	52	54	0
OS05G0324100	CHLREDRAFT_165870	37	11	1
OS05G0324200	CHLREDRAFT_165870	21	13	1
OS05G0331200	CHLREDRAFT_133334	36	33	1
OS05G0332600	CHLREDRAFT_187185	40	26	1
OS05G0333500	CHLREDRAFT_55286	54	58	1
OS05G0334000	CHLREDRAFT_55286	54	58	1
OS05G0334400	CHLREDRAFT_55286	54	58	1
OS05G0336200	CHLREDRAFT_136180	33	16	1
OS05G0342900	CHLREDRAFT_162817	29	22	1
OS05G0343400	CHLREDRAFT_205718	25	20	1
OS05G0345100	CHLREDRAFT_111979	16	27	1
OS05G0345175	CHLREDRAFT_111979	3	1	1
OS05G0345400	CHLREDRAFT_155153	17	16	1
OS05G0345500	CHLREDRAFT_119607	7	48	1
OS05G0346100	CHLREDRAFT_36815	24	17	1
OS05G0346300	CHLREDRAFT_179706	64	63	1
OS05G0346500	CHLREDRAFT_143639	6	46	0
OS05G0347000	CHLREDRAFT_171399	28	34	1
OS05G0349200	CHLREDRAFT_102200	69	46	1
OS05G0349700	CHLREDRAFT_5437	57	56	1
OS05G0350500	CHLREDRAFT_139416	52	53	1
OS05G0350600	CHLREDRAFT_103086	35	57	1
OS05G0350900	CHLREDRAFT_112237	8	17	1
OS05G0351500	CHLREDRAFT_154862	11	11	1
OS05G0353400	CHLREDRAFT_128929	39	41	1
OS05G0355133	CHLREDRAFT_113417	8	33	1
OS05G0355300	CHLREDRAFT_95634	18	35	1
OS05G0355500	CHLREDRAFT_147472	62	69	1
OS05G0357100	CHLREDRAFT_188311	3	9	1
OS05G0357200	CHLREDRAFT_122344	45	50	1
OS05G0357600	CHLREDRAFT_121923	65	64	1
OS05G0357700	CHLREDRAFT_190033	34	26	0
OS05G0357800	CHLREDRAFT_168224	16	30	1
OS05G0357800	CHLREDRAFT_189038	29	33	1
OS05G0357800	CHLREDRAFT_98450	19	35	1
OS05G0358200	CHLREDRAFT_54359	39	10	1
OS05G0358400	CHLREDRAFT_107285	34	51	1
OS05G0361200	CHLREDRAFT_183446	48	57	1
OS05G0361900	CHLREDRAFT_149418	51	40	1
OS05G0362100	CHLREDRAFT_132158	42	28	1
OS05G0363200	CHLREDRAFT_135101	50	68	1
OS05G0364500	CHLREDRAFT_175485	27	27	1
OS05G0364600	CHLREDRAFT_195847	39	38	1
OS05G0364600	CHLREDRAFT_195849	43	41	1
OS05G0367100	CHLREDRAFT_192516	33	33	1
OS05G0367400	CHLREDRAFT_72868	39	39	1
OS05G0367800	CHLREDRAFT_133650	62	62	1
OS05G0367800	CHLREDRAFT_133859	62	63	1
OS05G0368300	CHLREDRAFT_188837	69	69	1
OS05G0371200	CHLREDRAFT_24132	76	77	1
OS05G0372200	CHLREDRAFT_166278	21	38	1
OS05G0372400	CHLREDRAFT_142444	12	8	1
OS05G0373000	CHLREDRAFT_183897	14	25	1
OS05G0373300	CHLREDRAFT_143968	30	33	1
OS05G0373300	CHLREDRAFT_143969	35	30	1
OS05G0373700	CHLREDRAFT_122124	57	69	1
OS05G0373900	CHLREDRAFT_182764	71	72	1
OS05G0374500	CHLREDRAFT_141756	9	5	1
OS05G0374600	CHLREDRAFT_141756	24	6	1
OS05G0375100	CHLREDRAFT_21582	32	25	1
OS05G0375600	CHLREDRAFT_116426	6	6	1
OS05G0376000	CHLREDRAFT_105806	39	26	0
OS05G0376000	CHLREDRAFT_108674	3	10	0
OS05G0376200	CHLREDRAFT_145283	46	26	1
OS05G0376400	CHLREDRAFT_115088	16	11	0
OS05G0376400	CHLREDRAFT_206012	25	15	0
OS05G0377000	CHLREDRAFT_132151	47	47	0
OS05G0378900	CHLREDRAFT_195657	31	33	1
OS05G0381500	CHLREDRAFT_152235	33	18	1
OS05G0386000	CHLREDRAFT_139469	40	31	1
OS05G0386000	CHLREDRAFT_146573	41	26	1
OS05G0386000	CHLREDRAFT_190337	25	22	1
OS05G0386000	CHLREDRAFT_191344	25	16	1
OS05G0387200	CHLREDRAFT_27658	63	63	1
OS05G0387800	CHLREDRAFT_165799	22	14	1
OS05G0388025	CHLREDRAFT_192037	26	12	1
OS05G0388025	CHLREDRAFT_206032	18	6	1
OS05G0388400	CHLREDRAFT_123446	2	4	1
OS05G0388500	CHLREDRAFT_126226	39	47	1
OS05G0388600	CHLREDRAFT_188153	40	39	1
OS05G0389300	CHLREDRAFT_58042	76	72	1
OS05G0389400	CHLREDRAFT_115088	22	23	0
OS05G0389400	CHLREDRAFT_206012	22	20	0
OS05G0389500	CHLREDRAFT_146316	20	19	0
OS05G0389500	CHLREDRAFT_169581	17	14	0
OS05G0389500	CHLREDRAFT_169642	20	21	0
OS05G0390100	CHLREDRAFT_190184	30	32	1
OS05G0391200	CHLREDRAFT_142299	18	15	1
OS05G0391200	CHLREDRAFT_184557	6	8	1
OS05G0391200	CHLREDRAFT_186807	10	9	1
OS05G0391200	CHLREDRAFT_191870	23	11	1
OS05G0392000	CHLREDRAFT_114487	0	0	1
OS05G0392050	CHLREDRAFT_114487	1	2	1
OS05G0392100	CHLREDRAFT_178203	20	23	1
OS05G0392200	CHLREDRAFT_104798	23	23	1
OS05G0392200	CHLREDRAFT_162535	29	21	1
OS05G0392200	CHLREDRAFT_187588	24	13	1
OS05G0392200	CHLREDRAFT_206246	27	15	1
OS05G0393700	CHLREDRAFT_11230	24	21	1
OS05G0393800	CHLREDRAFT_143148	17	9	1
OS05G0393800	CHLREDRAFT_154217	23	17	1
OS05G0393800	CHLREDRAFT_15979	23	11	1
OS05G0393800	CHLREDRAFT_168596	20	9	1
OS05G0393800	CHLREDRAFT_193892	19	12	1
OS05G0393800	CHLREDRAFT_194774	21	11	1
OS05G0393800	CHLREDRAFT_206123	27	15	1
OS05G0393800	CHLREDRAFT_206129	17	7	1
OS05G0393800	CHLREDRAFT_21465	26	11	1
OS05G0393800	CHLREDRAFT_9268	15	6	1
OS05G0395300	CHLREDRAFT_108792	36	41	1
OS05G0395300	CHLREDRAFT_114099	33	40	1
OS05G0395300	CHLREDRAFT_143478	30	17	1
OS05G0395300	CHLREDRAFT_144191	27	16	1
OS05G0395300	CHLREDRAFT_148687	27	25	1
OS05G0397650	CHLREDRAFT_182811	29	28	1
OS05G0397700	CHLREDRAFT_195722	22	22	1
OS05G0397900	CHLREDRAFT_119255	20	47	0
OS05G0398000	CHLREDRAFT_108277	27	33	1
OS05G0398100	CHLREDRAFT_140706	44	15	0
OS05G0400600	CHLREDRAFT_116945	30	41	1
OS05G0400700	CHLREDRAFT_189366	50	51	1
OS05G0400800	CHLREDRAFT_82364	68	34	1
OS05G0401100	CHLREDRAFT_60278	36	41	1
OS05G0401200	CHLREDRAFT_182514	46	49	1
OS05G0401300	CHLREDRAFT_187849	25	23	1
OS05G0402300	CHLREDRAFT_136653	29	32	0
OS05G0402300	CHLREDRAFT_182385	27	29	0
OS05G0402800	CHLREDRAFT_60708	43	26	1
OS05G0404200	CHLREDRAFT_106339	36	59	1
OS05G0404200	CHLREDRAFT_193479	35	58	1
OS05G0404400	CHLREDRAFT_184621	35	37	1
OS05G0405000	CHLREDRAFT_133570	57	61	1
OS05G0405000	CHLREDRAFT_196616	60	60	1
OS05G0407200	CHLREDRAFT_122289	23	46	0
OS05G0408200	CHLREDRAFT_101247	4	42	1
OS05G0408200	CHLREDRAFT_101657	4	40	1
OS05G0408200	CHLREDRAFT_105679	4	46	1
OS05G0408200	CHLREDRAFT_115124	4	48	1
OS05G0408200	CHLREDRAFT_186869	8	5	1
OS05G0408200	CHLREDRAFT_195928	9	6	1
OS05G0408200	CHLREDRAFT_96716	4	50	1
OS05G0408900	CHLREDRAFT_196568	65	66	1
OS05G0409200	CHLREDRAFT_151184	19	4	0
OS05G0411200	CHLREDRAFT_108648	37	54	1
OS05G0412000	CHLREDRAFT_130971	11	67	1
OS05G0413400	CHLREDRAFT_24471	37	36	0
OS05G0414400	CHLREDRAFT_153519	11	32	1
OS05G0414400	CHLREDRAFT_155065	11	32	1
OS05G0414501	CHLREDRAFT_153519	0	1	1
OS05G0414501	CHLREDRAFT_155065	0	1	1
OS05G0415200	CHLREDRAFT_98303	42	60	1
OS05G0415800	CHLREDRAFT_196411	37	39	1
OS05G0415900	CHLREDRAFT_196411	36	20	1
OS05G0416400	CHLREDRAFT_196411	39	39	1
OS05G0417100	CHLREDRAFT_141537	35	35	1
OS05G0417100	CHLREDRAFT_196220	35	34	1
OS05G0417100	CHLREDRAFT_196514	21	21	1
OS05G0418000	CHLREDRAFT_191319	67	67	1
OS05G0419000	CHLREDRAFT_122551	36	50	1
OS05G0419100	CHLREDRAFT_112975	32	63	1
OS05G0420200	CHLREDRAFT_145791	19	29	1
OS05G0420600	CHLREDRAFT_176233	71	71	1
OS05G0422200	CHLREDRAFT_155961	10	7	1
OS05G0423200	CHLREDRAFT_172486	7	9	1
OS05G0424800	CHLREDRAFT_129898	56	54	1
OS05G0427300	CHLREDRAFT_196073	21	10	0
OS05G0427800	DAA00950	89	28	1
OS05G0427900	CHLREDRAFT_298	43	18	0
OS05G0427900	CHLREDRAFT_78044	33	15	0
OS05G0428600	CHLREDRAFT_133650	66	68	1
OS05G0428600	CHLREDRAFT_133859	66	69	1
OS05G0428700	CHLREDRAFT_146216	23	9	1
OS05G0428700	CHLREDRAFT_171437	22	4	1
OS05G0429000	CHLREDRAFT_196354	43	53	1
OS05G0429400	CHLREDRAFT_111979	11	35	1
OS05G0429500	CHLREDRAFT_158367	26	22	0
OS05G0429500	CHLREDRAFT_174584	15	11	0
OS05G0429500	CHLREDRAFT_191592	23	16	0
OS05G0430200	CHLREDRAFT_97416	11	61	1
OS05G0430700	CHLREDRAFT_129898	49	47	1
OS05G0430800	CHLREDRAFT_122298	17	34	0
OS05G0432400	CHLREDRAFT_155538	9	39	1
OS05G0432500	CHLREDRAFT_95068	32	28	1
OS05G0432600	CHLREDRAFT_71905	18	33	0
OS05G0435700	CHLREDRAFT_102512	44	61	1
OS05G0436400	CHLREDRAFT_206029	53	39	1
OS05G0436900	CHLREDRAFT_132294	29	40	0
OS05G0437200	CHLREDRAFT_132532	43	44	1
OS05G0437500	CHLREDRAFT_114544	29	43	1
OS05G0437900	CHLREDRAFT_109352	8	41	1
OS05G0437900	CHLREDRAFT_17453	27	26	1
OS05G0437900	CHLREDRAFT_26047	19	17	1
OS05G0438500	CHLREDRAFT_174103	54	63	1
OS05G0440250	CHLREDRAFT_141603	27	27	1
OS05G0440300	CHLREDRAFT_141603	24	24	1
OS05G0442400	CHLREDRAFT_172919	21	14	1
OS05G0443300	CHLREDRAFT_195690	28	25	1
OS05G0443800	CHLREDRAFT_132433	46	50	1
OS05G0445500	CHLREDRAFT_195600	47	60	0
OS05G0446300	CHLREDRAFT_114566	48	47	0
OS05G0446900	CHLREDRAFT_150073	16	18	1
OS05G0446900	CHLREDRAFT_167132	10	36	1
OS05G0446900	CHLREDRAFT_182288	16	18	1
OS05G0446900	CHLREDRAFT_192837	14	18	1
OS05G0446900	CHLREDRAFT_97055	8	26	1
OS05G0447000	CHLREDRAFT_173322	26	20	1
OS05G0447000	CHLREDRAFT_193468	49	60	1
OS05G0451100	CHLREDRAFT_146399	17	27	0
OS05G0451100	CHLREDRAFT_78631	27	36	0
OS05G0452600	CHLREDRAFT_151596	54	53	1
OS05G0452900	CHLREDRAFT_127014	34	40	1
OS05G0453500	CHLREDRAFT_98614	2	1	1
