Gene stable ID	Cyanidioschyzon merolae gene stable ID	% identity	Cyanidioschyzon merolae % identity	Orthology confidence [0 low, 1 high]
OS03G0146000	CMQ189C	40	43	1
OS03G0146300	CMA127C	69	63	1
OS03G0147150	CMT471C	29	14	1
OS03G0147900	CMR326C	36	22	0
OS03G0147900	CMR333C	36	22	0
OS03G0151100	CMD127C	13	23	0
OS03G0151700	CME044C	21	18	0
OS03G0152100	CML315C	23	10	1
OS03G0152100	CMT601C	24	10	1
OS03G0152700	CMK183C	19	22	1
OS03G0153400	CML011C	5	8	1
OS03G0153400	CMR275C	5	8	1
OS03G0158200	CMP328C	35	32	1
OS03G0161800	CMQ369C	40	41	0
OS03G0162200	CMR457C	61	69	0
OS03G0163300	CMC043C	41	41	1
OS03G0165800	CMC018C	26	21	1
OS03G0165800	CMH176C	29	25	1
OS03G0166800	CMJ074C	29	27	1
OS03G0167700	CML332C	76	71	1
OS03G0169100	CMI084C	44	58	1
OS03G0169100	CMT633C	55	54	1
OS03G0169400	CMV179C	18	28	1
OS03G0169800	CMQ121C	27	27	1
OS03G0170300	CMF179C	32	25	1
OS03G0170500	CMK184C	23	21	1
OS03G0172200	CMJ207C	30	24	1
OS03G0174500	CMM162C	49	55	1
OS03G0174600	CMT278C	40	31	1
OS03G0175200	CMR162C	32	8	0
OS03G0175600	CMQ252C	45	44	1
OS03G0176100	CML130C	21	23	1
OS03G0177400	CMH226C	76	76	1
OS03G0177500	CMH226C	76	76	1
OS03G0177900	CMH226C	76	76	1
OS03G0178000	CMH226C	76	76	1
OS03G0178200	CMC030C	19	30	1
OS03G0180400	CMN208C	51	45	1
OS03G0180700	CMR050C	25	24	1
OS03G0182600	CMT410C	47	48	1
OS03G0182700	CMC106C	24	21	1
OS03G0183900	CMQ247C	48	27	1
OS03G0184000	CMK151C	54	54	1
OS03G0184300	CMR358C	19	17	1
OS03G0184700	CMS058C	27	23	0
OS03G0185000	CMI299C	41	31	1
OS03G0185500	CMP162C	25	15	1
OS03G0186100	CML040C	32	32	1
OS03G0186950	CMM175C	31	26	1
OS03G0187300	CML217C	31	11	0
OS03G0191100	CMM235C	27	25	1
OS03G0191400	CMQ122C	67	68	1
OS03G0191700	CMR037C	19	15	0
OS03G0192400	CMI118C	36	35	1
OS03G0192500	CME177C	17	25	0
OS03G0192700	CMR036C	65	62	1
OS03G0193075	CMK012C	50	49	1
OS03G0193600	CML077C	15	12	1
OS03G0195200	CMD016C	33	40	1
OS03G0196600	CMI299C	43	33	1
OS03G0196800	CMV192C	25	47	1
OS03G0196900	CMI217C	18	6	1
OS03G0198400	CMN178C	57	53	1
OS03G0199000	CMH097C	17	12	1
OS03G0199000	CMM254C	28	19	1
OS03G0200000	CMM010C	22	27	0
OS03G0200500	CMS189C	63	62	1
OS03G0200700	CMH063C	23	28	1
OS03G0201600	CMS217C	29	31	1
OS03G0202001	CMB151C	39	43	1
OS03G0202200	CMO111C	23	21	1
OS03G0202300	CMT478C	29	23	1
OS03G0205400	CMS236C	20	24	1
OS03G0205500	CMS246C	18	9	0
OS03G0206300	CMT484C	23	12	1
OS03G0207250	CMS499C	31	18	1
OS03G0207300	CMP128C	72	57	0
OS03G0207900	CMJ008C	22	22	0
OS03G0208500	CMJ138C	26	19	0
OS03G0208500	CML262C	31	27	0
OS03G0208900	CMO003C	43	34	1
OS03G0209400	CMI302C	34	32	1
OS03G0209600	CME015C	44	44	1
OS03G0212700	CMM104C	42	42	1
OS03G0213100	CMK192C	61	61	1
OS03G0213400	CML192C	18	11	0
OS03G0213400	CMQ149C	23	14	0
OS03G0214000	CMR114C	19	21	1
OS03G0214100	CMC123C	30	28	1
OS03G0214600	CMQ395C	30	29	1
OS03G0215800	CMH036C	32	37	0
OS03G0216600	CMM082C	39	35	1
OS03G0216700	CMN115C	23	18	1
OS03G0219300	CMT504C	80	80	1
OS03G0219500	CML011C	36	36	1
OS03G0219500	CMR275C	36	36	1
OS03G0219700	CMG001C	9	33	1
OS03G0219700	CMO267C	27	27	1
OS03G0219900	CMQ292C	35	36	1
OS03G0220100	CMD118C	47	42	1
OS03G0221200	CMO308C	31	22	1
OS03G0223400	CMI233C	58	57	1
OS03G0223900	CMV026C	18	21	1
OS03G0225100	CMT269C	27	14	1
OS03G0226400	CMC075C	27	26	1
OS03G0227000	CMP053C	39	37	1
OS03G0228400	CMD102C	39	30	1
OS03G0229600	CMB088C	39	15	1
OS03G0231600	CMO144C	34	30	1
OS03G0231700	CMH256C	45	46	1
OS03G0231800	CMH256C	45	47	1
OS03G0232500	CMQ232C	25	15	1
OS03G0232900	CMM010C	18	24	0
OS03G0233800	CMH064C	13	14	1
OS03G0235100	CMD143C	39	34	1
OS03G0236200	CMF072C	46	50	1
OS03G0236300	CMJ282C	18	12	1
OS03G0236300	CMQ253C	16	13	1
OS03G0236966	CMF102C	27	24	1
OS03G0240500	CMP284C	23	15	1
OS03G0241200	CMP335C	64	57	1
OS03G0243100	CMN147C	36	34	1
OS03G0243300	CMO235C	39	37	1
OS03G0244000	CMD057C	30	29	1
OS03G0245100	CMN258C	43	42	1
OS03G0246800	CMO355C	26	9	0
OS03G0248250	CMT492C	14	8	1
OS03G0249400	CMG057C	61	50	1
OS03G0250200	CMT630C	14	23	1
OS03G0251350	CMK073C	30	51	0
OS03G0251500	CMD095C	42	40	1
OS03G0252800	CMN014C	37	28	1
OS03G0253200	CMT328C	31	33	1
OS03G0254800	CME064C	57	57	1
OS03G0254900	CML314C	22	28	1
OS03G0255100	CMP078C	21	26	1
OS03G0255500	CMN285C	32	37	0
OS03G0256400	CMV138C	13	34	1
OS03G0259300	CMG180C	28	13	1
OS03G0260100	CML172C	29	7	1
OS03G0263400	CMP084C	21	5	0
OS03G0263400	CMT361C	20	6	0
OS03G0264000	CMM258C	25	22	1
OS03G0264400	CMN228C	46	43	1
OS03G0265100	CMR015C	22	18	1
OS03G0265400	CMV165C	18	33	1
OS03G0266000	CMT077C	23	12	1
OS03G0266100	CMD012C	20	27	1
OS03G0267300	CMO245C	47	49	1
OS03G0268400	CML145C	60	60	1
OS03G0271100	CMQ213C	22	26	1
OS03G0272300	CMS095C	15	22	1
OS03G0274000	CMN301C	19	13	0
OS03G0275100	CMH032C	19	16	1
OS03G0277000	CML223C	45	44	1
OS03G0278400	CMK303C	21	24	1
OS03G0279000	CMN145C	57	73	0
OS03G0279400	CMS424C	47	42	1
OS03G0279950	CMN290C	17	12	1
OS03G0281900	CMI088C	24	28	1
OS03G0282100	CMI088C	19	22	1
OS03G0283600	CMJ134C	24	19	1
OS03G0284400	CMX011C	26	24	1
OS03G0284800	CMQ111C	58	59	1
OS03G0284900	CMN222C	12	11	1
OS03G0285800	CMS295C	49	48	1
OS03G0286200	CML204C	38	45	1
OS03G0286300	CMK248C	24	20	1
OS03G0287100	CMG007C	33	10	0
OS03G0288500	CMS468C	20	3	1
OS03G0289100	CMF139C	41	42	1
OS03G0289200	CMQ462C	32	33	1
OS03G0290500	CMB156C	28	26	1
OS03G0291500	CMM145C	45	46	0
OS03G0292200	CMA005C	24	18	0
OS03G0292200	CMM169C	25	17	0
OS03G0292800	CMH178C	34	27	1
OS03G0294200	CMN085C	33	24	0
OS03G0294600	CMO056C	28	12	1
OS03G0295400	CMK059C	25	25	0
OS03G0295500	CMA090C	39	33	1
OS03G0296300	CMS209C	31	28	1
OS03G0296400	CMN210C	46	48	1
OS03G0296800	CMR309C	40	29	1
OS03G0297100	CMA122C	47	45	1
OS03G0297300	CMA122C	44	22	1
OS03G0297400	CMT420C	35	34	0
OS03G0298400	CMJ186C	70	71	0
OS03G0299200	CMP126C	26	31	0
OS03G0300200	CMC016C	22	21	1
OS03G0300600	CMI136C	8	2	1
OS03G0301500	CMA121C	16	10	0
OS03G0302700	CMS386C	58	58	1
OS03G0305500	CMK232C	42	45	1
OS03G0305700	CMC160C	25	38	1
OS03G0306800	CMR315C	33	35	1
OS03G0307100	CMJ225C	40	36	1
OS03G0307100	CMJ226C	12	30	1
OS03G0307800	CMQ156C	19	22	0
OS03G0308000	CMS321C	32	32	1
OS03G0308100	CMN237C	35	38	1
OS03G0308800	CML157C	14	14	1
OS03G0308800	CMQ328C	19	18	1
OS03G0308800	CMT415C	24	20	1
OS03G0311300	CMM305C	16	8	1
OS03G0312600	CME085C	34	31	1
OS03G0313000	CMT198C	25	17	1
OS03G0313300	CMQ424C	24	24	0
OS03G0314700	CMP295C	23	9	1
OS03G0315800	CMM019C	32	28	1
OS03G0318500	CMR014C	34	35	1
OS03G0319100	CMT021C	25	14	1
OS03G0320900	CMS484C	26	12	1
OS03G0321400	CMH158C	36	6	1
OS03G0321900	CMS337C	39	22	1
OS03G0322800	CML334C	19	19	1
OS03G0323200	CMO212C	63	40	1
OS03G0323200	CMO215C	24	31	1
OS03G0323800	CMF062C	34	32	1
OS03G0326000	CMR306C	19	3	0
OS03G0326000	CMS375C	17	3	0
OS03G0326100	CMR306C	31	11	0
OS03G0326100	CMS375C	27	11	0
OS03G0326200	CMR306C	21	13	0
OS03G0326200	CMS375C	19	13	0
OS03G0328300	CMC072C	18	11	1
OS03G0330200	CMK188C	29	32	1
OS03G0332100	CMD096C	21	20	1
OS03G0332500	CMJ109C	58	64	1
OS03G0332700	CMV002C	34	43	1
OS03G0333100	CMS060C	30	30	1
OS03G0333300	CMH061C	41	38	1
OS03G0333400	CMK176C	27	22	1
OS03G0334000	CMT297C	29	23	1
OS03G0334700	CMR306C	31	20	0
OS03G0334700	CMS375C	25	18	0
OS03G0334800	CMN086C	20	13	1
OS03G0335100	CMQ079C	15	6	1
OS03G0335600	CMP345C	52	26	0
OS03G0336000	CMS278C	21	15	1
OS03G0336300	CMO219C	23	21	0
OS03G0337600	CME194C	51	44	1
OS03G0337700	CME013C	46	43	0
OS03G0337800	CMJ057C	54	51	1
OS03G0337900	CMD058C	59	54	0
OS03G0338600	CMH251C	6	4	1
OS03G0339100	CMR305C	22	25	1
OS03G0340001	CME194C	35	15	1
OS03G0340900	CMS120C	24	20	1
OS03G0341100	CMB018C	55	54	0
OS03G0343400	CMD121C	32	33	1
OS03G0343500	CMS080C	50	50	1
OS03G0343700	CMQ177C	29	29	1
OS03G0344300	CML324C	21	14	0
OS03G0344300	CMM297C	16	17	0
OS03G0344900	CMS440C	30	36	1
OS03G0345200	CMQ051C	52	41	1
OS03G0347200	CMJ189C	17	14	0
OS03G0347800	CMQ022C	27	19	1
OS03G0350100	CMT605C	42	46	1
OS03G0350300	CMT605C	42	47	1
OS03G0351300	CMJ087C	23	23	1
OS03G0352300	CMQ185C	40	40	0
OS03G0352400	CMT130C	40	29	1
OS03G0352800	CMS372C	42	44	1
OS03G0355600	CMR021C	32	30	0
OS03G0355800	CMJ181C	55	52	1
OS03G0356300	CMV178C	34	44	1
OS03G0356470	CMP169C	15	5	1
OS03G0356652	CMG210C	16	16	1
OS03G0359700	CMJ207C	33	25	1
OS03G0360600	CMT470C	6	3	1
OS03G0366000	CMF129C	50	49	1
OS03G0367000	CMH207C	20	21	1
OS03G0367900	CMD144C	25	18	1
OS03G0370000	CMR225C	45	36	1
OS03G0370500	CMM044C	47	65	0
OS03G0372500	CMH032C	13	17	1
OS03G0374900	CMR055C	30	20	1
OS03G0375300	CMR055C	21	24	1
OS03G0375900	CMR055C	19	8	1
OS03G0375966	CMR055C	32	21	1
OS03G0376000	CMC072C	25	23	1
OS03G0376100	CMF156C	46	16	0
OS03G0377300	CMP169C	15	8	1
OS03G0377500	CMP169C	23	16	1
OS03G0381100	CMK045C	35	27	1
OS03G0381300	CMQ190C	34	25	1
OS03G0386000	CMI014C	5	1	1
OS03G0387100	CML273C	65	65	1
OS03G0388000	CML202C	23	24	0
OS03G0389700	CMQ120C	52	47	1
OS03G0389700	CMT165C	40	31	1
OS03G0390000	CMT154C	62	61	1
OS03G0390400	CMR404C	23	49	1
OS03G0390900	CMT191C	20	9	1
OS03G0395000	CMH209C	26	29	1
OS03G0396900	CMS387C	12	30	0
OS03G0397400	CMQ284C	25	20	0
OS03G0402000	CMG085C	45	38	1
OS03G0402400	CMT410C	46	29	1
OS03G0403100	CME101C	45	41	0
OS03G0404800	CMP217C	32	20	0
OS03G0405000	CMP217C	23	32	0
OS03G0405100	CMP133C	21	22	1
OS03G0406200	CME120C	42	41	1
OS03G0406900	CMS448C	24	27	1
OS03G0408300	CMD140C	65	63	1
OS03G0408500	CMO165C	28	23	1
OS03G0409100	CMD100C	27	22	1
OS03G0409400	CMA101C	23	26	0
OS03G0412800	CMR014C	46	44	1
OS03G0413000	CMR350C	30	42	1
OS03G0415500	CMS471C	42	38	1
OS03G0415600	CMS471C	19	19	1
OS03G0415700	CMS471C	20	21	1
OS03G0416500	CMC120C	23	21	1
OS03G0417900	CMS023C	23	20	1
OS03G0421700	CMJ301C	4	1	0
OS03G0423200	CMS225C	45	8	0
OS03G0424500	CMR148C	45	44	1
OS03G0424800	CMR148C	45	44	1
OS03G0425200	CMS084C	27	21	0
OS03G0425600	CMT471C	58	57	1
OS03G0426900	CMI251C	55	57	1
OS03G0427900	CMS041C	28	25	0
OS03G0431200	CMB127C	6	4	1
OS03G0432900	CMP261C	19	6	1
OS03G0452300	CMV180C	22	46	1
OS03G0563300	CMV024C	54	65	1
OS03G0565200	CMJ188C	42	44	1
OS03G0565500	CMG196C	53	48	1
OS03G0570300	CMG137C	19	23	0
OS03G0576400	CMS045C	28	7	1
OS03G0576600	CMP278C	25	42	1
OS03G0576700	CMP006C	53	52	1
OS03G0576900	CMR055C	25	29	1
OS03G0577000	CMN148C	74	64	0
OS03G0577200	CMA101C	28	27	0
OS03G0579000	CMR030C	34	33	1
OS03G0579300	CMJ057C	54	51	1
OS03G0586600	CMH017C	49	42	1
OS03G0586800	CMM274C	52	51	1
OS03G0587000	CMH255C	33	25	1
OS03G0587000	CMQ201C	37	35	1
OS03G0593200	CMJ172C	32	30	1
OS03G0597200	CMQ136C	15	14	1
OS03G0597600	CMI015C	37	25	1
OS03G0598700	CMG008C	21	12	1
OS03G0598800	CMJ110C	68	70	1
OS03G0604200	CMT471C	58	57	1
OS03G0606600	CMJ138C	24	7	0
OS03G0606600	CML262C	25	9	0
OS03G0607400	CMJ138C	25	8	0
OS03G0607400	CML262C	26	10	0
OS03G0607500	CMG076C	22	9	1
OS03G0607600	CMI203C	18	22	1
OS03G0607600	CMI205C	4	16	1
OS03G0611200	CMT304C	46	42	0
OS03G0616500	CMA089C	17	10	1
OS03G0617900	CMN048C	49	48	1
OS03G0619400	CMT322C	60	58	1
OS03G0620800	CML009C	33	23	0
OS03G0620800	CMR273C	32	23	0
OS03G0622700	CME147C	11	13	1
OS03G0625900	CMR267C	27	23	1
OS03G0626500	CMD080C	22	9	0
OS03G0628900	CML237C	35	30	1
OS03G0634400	CML025C	28	7	1
OS03G0638300	CMH162C	22	3	1
OS03G0639700	CMK061C	41	42	1
OS03G0640100	CMT515C	52	46	1
OS03G0642300	CMT328C	31	30	1
OS03G0642900	CMJ233C	28	21	1
OS03G0643000	CMJ233C	28	10	1
OS03G0643250	CMJ233C	30	26	1
OS03G0643300	CML323C	42	42	0
OS03G0645100	CMV154C	66	66	1
OS03G0645200	CMT047C	38	13	0
OS03G0646100	CMO089C	40	37	1
OS03G0646100	CMS004C	47	42	1
OS03G0646900	CME079C	35	41	0
OS03G0647500	CMQ345C	27	26	1
OS03G0648400	CML030C	47	46	0
OS03G0650700	CMI098C	32	26	0
OS03G0651100	CMA063C	27	14	1
OS03G0652100	CML135C	26	31	1
OS03G0654600	CMP155C	32	29	1
OS03G0654700	CMH078C	18	21	1
OS03G0655100	CMH078C	22	21	1
OS03G0655300	CMQ190C	25	17	1
OS03G0655700	CMM229C	51	49	1
OS03G0657000	CMF095C	55	43	0
OS03G0659233	CMV231C	72	74	1
OS03G0659266	CMV230C	74	73	1
OS03G0659400	CMQ079C	13	9	1
OS03G0659900	CMN088C	20	23	1
OS03G0664700	CMJ135C	23	16	1
OS03G0667201	CMV229C	79	79	1
OS03G0667800	CMQ051C	52	41	1
OS03G0668900	CMO169C	29	23	1
OS03G0669000	CMK083C	48	50	1
OS03G0669100	CMO126C	41	53	1
OS03G0670100	CMR180C	38	21	1
OS03G0672300	CMA030C	32	25	1
OS03G0674300	CMC089C	15	4	1
OS03G0674300	CMI026C	14	3	1
OS03G0676100	CMO268C	24	25	1
OS03G0678400	CME171C	27	23	1
OS03G0679100	CMQ086C	7	1	1
OS03G0679700	CMG171C	61	58	1
OS03G0680700	CMR153C	16	17	1
OS03G0681000	CMR105C	25	11	1
OS03G0681400	CMQ038C	54	42	1
OS03G0681700	CMH260C	42	36	1
OS03G0681800	CMF150C	46	31	1
OS03G0683866	CMM271C	29	25	0
OS03G0684400	CMI065C	21	21	1
OS03G0684500	CMG174C	13	13	1
OS03G0685000	CML015C	32	31	1
OS03G0685000	CMR278C	32	31	1
OS03G0685300	CMH040C	25	28	1
OS03G0689100	CMI210C	15	46	0
OS03G0692300	CMK192C	37	47	1
OS03G0694900	CMP345C	46	44	0
OS03G0695500	CMD107C	30	31	1
OS03G0695500	CMN056C	20	21	1
OS03G0695500	CMR394C	30	31	1
OS03G0695600	CMH119C	44	44	1
OS03G0695700	CMQ133C	17	7	0
OS03G0697200	CMH205C	16	13	1
OS03G0697200	CMQ414C	16	12	1
OS03G0698350	CMS164C	38	27	1
OS03G0699200	CMT105C	31	29	1
OS03G0699300	CMM162C	48	54	1
OS03G0699400	CML218C	46	45	0
OS03G0700800	CMT180C	9	20	1
OS03G0701000	CMI255C	31	12	1
OS03G0701500	CMM126C	24	23	1
OS03G0702700	CME147C	19	12	1
OS03G0702800	CMM111C	61	59	0
OS03G0704000	CMV183C	32	44	1
OS03G0704100	CMP332C	27	32	1
OS03G0704400	CMB064C	28	20	1
OS03G0704400	CMB108C	28	20	1
OS03G0707200	CMO147C	25	17	1
OS03G0707200	CMR215C	24	22	1
OS03G0708400	CME068C	45	40	1
OS03G0708500	CMT472C	26	29	1
OS03G0709000	CMS309C	34	36	1
OS03G0710500	CMT579C	63	61	0
OS03G0711300	CMF114C	26	16	1
OS03G0711400	CMD156C	42	36	0
OS03G0711800	CML232C	30	14	1
OS03G0712300	CMP178C	45	48	1
OS03G0712700	CMJ272C	42	34	1
OS03G0712700	CMT285C	53	52	1
OS03G0712800	CMI233C	52	53	1
OS03G0713000	CMH271C	47	47	1
OS03G0713000	CMR420C	47	47	1
OS03G0713400	CMM034C	31	41	1
OS03G0713400	CMR289C	19	52	1
OS03G0713500	CMT269C	17	12	1
OS03G0714400	CME013C	46	43	0
OS03G0718000	CMV076C	23	33	1
OS03G0718600	CMG064C	43	30	1
OS03G0719400	CMS228C	11	11	1
OS03G0720300	CMF072C	46	49	1
OS03G0720800	CMK280C	25	12	1
OS03G0721200	CMH194C	25	10	1
OS03G0721400	CMJ114C	21	25	1
OS03G0722100	CML061C	12	6	1
OS03G0722100	CMM233C	12	6	1
OS03G0722600	CMM165C	19	19	0
OS03G0724100	CMH189C	18	16	1
OS03G0724100	CMT608C	31	27	1
OS03G0724700	CMB088C	24	37	1
OS03G0725000	CMV178C	39	23	1
OS03G0725300	CMK205C	30	33	1
OS03G0725400	CMC158C	50	44	1
OS03G0726100	CMT504C	81	82	1
OS03G0726500	CMH234C	18	13	1
OS03G0726500	CMJ184C	16	10	1
OS03G0726500	CMK237C	17	13	1
OS03G0726500	CMO114C	20	16	1
OS03G0726800	CMT035C	2	2	0
OS03G0726900	CMQ058C	24	22	0
OS03G0728800	CML336C	24	30	1
OS03G0729000	CMT282C	17	18	1
OS03G0730800	CMM114C	35	21	1
OS03G0730800	CMT241C	50	32	1
OS03G0731900	CMJ152C	53	52	1
OS03G0732000	CMJ152C	45	47	1
OS03G0732100	CMR153C	9	23	1
OS03G0733800	CMC022C	34	30	1
OS03G0734400	CMR179C	39	31	1
OS03G0734700	CMI146C	35	28	1
OS03G0736000	CMJ013C	17	10	1
OS03G0736400	CMN226C	29	26	1
OS03G0736500	CMI249C	25	24	1
OS03G0736500	CMK304C	26	21	1
OS03G0737000	CMP031C	31	25	1
OS03G0737000	CMS027C	29	19	1
OS03G0738400	CMO142C	58	56	1
OS03G0740600	CMA098C	53	52	1
OS03G0742400	CMI180C	19	9	1
OS03G0742400	CMI181C	21	9	1
OS03G0742400	CMM153C	22	12	1
OS03G0742400	CMM287C	19	8	1
OS03G0742400	CMM288C	22	12	1
OS03G0743400	CMR457C	61	69	0
OS03G0743900	CMS096C	52	51	1
OS03G0745000	CML277C	31	9	1
OS03G0745000	CMT597C	34	10	1
OS03G0745600	CMD017C	29	26	0
OS03G0746800	CMO159C	19	13	1
OS03G0747600	CMR472C	10	14	1
OS03G0748200	CMQ358C	26	26	0
OS03G0748400	CMK182C	38	17	1
OS03G0748500	CMQ350C	50	49	1
OS03G0748700	CML104C	31	28	0
OS03G0749800	CMQ173C	37	28	1
OS03G0750100	CMT570C	16	13	1
OS03G0750300	CMO070C	10	5	0
OS03G0750800	CMP134C	26	18	1
OS03G0750800	CMS495C	23	26	1
OS03G0751000	CMS407C	38	29	1
OS03G0751400	CMV178C	34	44	1
OS03G0752800	CMA095C	23	7	1
OS03G0754800	CMR162C	23	22	0
OS03G0755000	CME172C	15	26	0
OS03G0755100	CMD148C	31	28	0
OS03G0755600	CMR087C	10	10	1
OS03G0755700	CMR122C	40	26	1
OS03G0755800	CMR087C	29	13	1
OS03G0756000	CMR122C	54	55	1
OS03G0757900	CMT471C	59	57	1
OS03G0758100	CMD184C	44	43	0
OS03G0758400	CMS172C	19	4	0
OS03G0758800	CMS351C	45	45	1
OS03G0760600	CMM193C	29	20	1
OS03G0760700	CMG123C	29	24	1
OS03G0762000	CMP128C	49	17	0
OS03G0763000	CMP128C	55	54	0
OS03G0764450	CMM087C	13	15	1
OS03G0765000	CMQ044C	53	36	1
OS03G0765200	CMB139C	21	29	1
OS03G0769000	CMH064C	10	13	1
OS03G0769100	CMV187C	24	45	1
OS03G0774200	CMS223C	54	49	1
OS03G0774300	CMC020C	41	39	1
OS03G0775000	CMN118C	26	13	1
OS03G0775500	CML160C	39	37	1
OS03G0776000	CMO124C	58	51	0
OS03G0778100	CMV201C	33	42	1
OS03G0780400	CMN147C	35	33	1
OS03G0780500	CML243C	42	39	1
OS03G0780800	CMO346C	36	26	1
OS03G0783000	CML073C	27	27	1
OS03G0783700	CMR144C	45	38	0
OS03G0784800	CMJ164C	55	66	1
OS03G0785200	CMT470C	5	2	1
OS03G0785500	CMT246C	28	19	1
OS03G0786100	CMQ436C	59	56	1
OS03G0786700	CMS136C	26	31	0
OS03G0786800	CMN113C	33	7	0
OS03G0787000	CMI249C	24	23	1
OS03G0787000	CMK304C	22	19	1
OS03G0787300	CML030C	47	46	0
OS03G0790600	CMT078C	28	17	1
OS03G0791500	CMF111C	45	41	1
OS03G0791800	CMK253C	68	42	1
OS03G0792400	CMQ013C	27	20	1
OS03G0792600	CMP045C	40	37	0
OS03G0793500	CMF099C	32	30	1
OS03G0794500	CMM119C	39	36	0
OS03G0794700	CMB004C	43	42	1
OS03G0794800	CMS302C	33	24	1
OS03G0795000	CMN318C	48	36	1
OS03G0795600	CMD017C	28	26	0
OS03G0795800	CMD017C	29	26	0
OS03G0796501	CMQ293C	49	52	1
OS03G0797000	CMV006C	37	42	1
OS03G0797400	CMV006C	27	37	1
OS03G0797500	CMV006C	28	37	1
OS03G0798600	CMG109C	62	65	1
OS03G0800500	CMD186C	21	26	1
OS03G0801600	CMH220C	18	15	1
OS03G0801700	CMT190C	23	21	1
OS03G0801800	CMR019C	18	22	1
OS03G0802700	CMS416C	47	39	1
OS03G0803000	CMC018C	26	21	1
OS03G0803000	CMH176C	29	25	1
OS03G0804300	CMD119C	30	27	1
OS03G0804800	CMT318C	43	41	1
OS03G0805100	CMG178C	42	34	1
OS03G0805200	CMT173C	48	49	1
OS03G0805300	CML332C	78	71	1
OS03G0806900	CMK031C	34	37	1
OS03G0807800	CMA082C	58	58	1
OS03G0809300	CME177C	22	27	0
OS03G0809700	CMG113C	20	14	1
OS03G0810600	CMJ069C	37	36	1
OS03G0810700	CMJ069C	39	12	1
OS03G0810800	CMP126C	26	26	0
OS03G0810900	CMJ049C	24	26	0
OS03G0811100	CMM270C	48	49	1
OS03G0811300	CMR144C	46	39	0
OS03G0812000	CMS243C	31	14	1
OS03G0813200	CMD067C	42	16	1
OS03G0814600	CMD067C	29	40	1
OS03G0815200	CMT610C	48	45	1
OS03G0815400	CMM190C	43	37	1
OS03G0815700	CMA075C	42	18	1
OS03G0815900	CMT501C	27	12	1
OS03G0816100	CMS469C	35	12	1
OS03G0816200	CMN126C	30	16	1
OS03G0817200	CMG103C	26	17	1
OS03G0818400	CMI059C	71	70	1
OS03G0820100	CMO058C	20	18	0
OS03G0820500	CMN147C	37	36	1
OS03G0820600	CMN147C	38	34	1
OS03G0821300	CMH032C	20	16	1
OS03G0821800	CMK197C	42	40	1
OS03G0822200	CMM310C	24	20	1
OS03G0823700	CMD062C	68	65	1
OS03G0824300	CMR019C	19	13	1
OS03G0824400	CMS169C	52	47	0
OS03G0825400	CMG033C	35	33	1
OS03G0826500	CMN228C	48	43	1
OS03G0827500	CMB074C	23	13	1
OS03G0828100	CMV179C	31	49	1
OS03G0829000	CMJ301C	29	20	0
OS03G0831100	CML268C	15	18	1
OS03G0831200	CME102C	29	12	1
OS03G0831500	CMN264C	36	32	1
OS03G0831800	CMJ112C	36	14	1
OS03G0832600	CMN198C	23	28	0
OS03G0833100	CMP126C	27	26	0
OS03G0833900	CMO275C	38	36	1
OS03G0834000	CMG106C	39	42	0
OS03G0834466	CMA095C	34	4	1
OS03G0835400	CMS395C	42	27	0
OS03G0837000	CMM070C	18	3	1
OS03G0837300	CMG156C	49	50	1
OS03G0837900	CMQ152C	9	22	1
OS03G0837900	CMS064C	16	11	1
OS03G0839100	CMQ068C	24	25	1
OS03G0840500	CMD181C	3	3	1
OS03G0841700	CMD067C	56	53	1
OS03G0841900	CMP341C	29	35	1
OS03G0842900	CMK247C	22	22	1
OS03G0843100	CMD062C	64	63	1
OS03G0843800	CMS191C	36	40	1
OS03G0844500	CMF150C	47	31	1
OS03G0844700	CMT063C	28	19	1
OS03G0844900	CMM019C	20	15	1
OS03G0845000	CMR099C	38	43	0
OS03G0845500	CMT459C	36	33	1
OS03G0845700	CMT451C	38	36	1
OS03G0847500	CMI243C	16	5	1
OS03G0847500	CMI244C	18	6	1
OS03G0847600	CMM138C	17	5	0
OS03G0848200	CME135C	34	26	1
OS03G0848200	CMG168C	31	25	1
OS03G0849600	CMR262C	20	16	1
OS03G0850100	CMQ110C	27	19	1
OS03G0850400	CMJ016C	46	41	1
OS03G0850600	CMP280C	28	26	1
OS03G0851000	CML310C	44	38	1
OS03G0851100	CMS502C	58	57	1
OS03G0851200	CMQ062C	29	19	1
OS03G0851300	CMG093C	30	30	1
OS03G0851700	CMT367C	10	20	0
OS03G0851800	CMH138C	33	29	1
OS03G0851900	CMJ050C	22	26	1
OS03G0852200	CMK163C	45	50	1
OS03G0852900	CMH020C	44	41	0
OS03G0854000	CMC172C	28	10	1
OS03G0854300	CMO334C	21	23	1
OS03G0856500	CMQ241C	27	26	1
OS03G0857400	CMS251C	19	18	1
OS03G0857900	CMH205C	28	22	1
OS03G0857900	CMQ414C	28	21	1
OS03G0858100	CMS276C	48	46	1
OS03G0859600	CMB021C	49	26	1
OS03G0859700	CMB021C	44	14	1
OS03G0861700	CMS493C	26	14	1
OS04G0101300	CMS194C	21	25	1
OS04G0101700	CML334C	24	18	1
OS04G0102600	CMR131C	33	23	1
OS04G0102700	CMG172C	13	11	1
OS04G0105300	CME068C	24	22	1
OS04G0105500	CMJ199C	23	21	0
OS04G0110300	CML061C	16	14	1
