Gene stable ID	Oryza longistaminata gene stable ID	% identity	Oryza longistaminata % identity	Orthology confidence [0 low, 1 high]
OS05G0128900	KN540255.1_FG009	92	82	1
OS05G0129100	KN541570.1_FG003	90	81	1
OS05G0129700	KN539136.1_FG013	47	83	1
OS05G0129800	KN539136.1_FG007	71	78	1
OS05G0129900	KN539136.1_FG011	28	68	0
OS05G0130100	KN539136.1_FG001	42	63	0
OS05G0130300	KN539136.1_FG010	95	95	0
OS05G0130400	KN539136.1_FG014	62	93	0
OS05G0130600	KN539136.1_FG008	94	91	1
OS05G0131000	AMDW01012805.1_FG001	11	100	1
OS05G0131000	AMDW01044824.1_FG001	11	100	1
OS05G0131000	KN539136.1_FG015	25	97	1
OS05G0131100	KN539136.1_FG009	64	69	1
OS05G0131401	KN539136.1_FG009	55	39	1
OS05G0131900	AMDW01034137.1_FG001	40	93	0
OS05G0131900	KN539217.1_FG012	73	65	0
OS05G0132000	KN539217.1_FG007	77	98	1
OS05G0132100	KN539217.1_FG003	100	100	1
OS05G0132400	KN539217.1_FG011	18	13	0
OS05G0132500	KN539217.1_FG016	100	98	1
OS05G0133100	KN539217.1_FG004	51	69	1
OS05G0133401	KN539217.1_FG010	62	99	1
OS05G0133900	KN539217.1_FG005	95	86	1
OS05G0134000	KN539217.1_FG013	100	100	0
OS05G0134200	KN539217.1_FG002	92	96	1
OS05G0134300	KN539217.1_FG006	74	84	1
OS05G0135100	KN540278.1_FG002	94	98	1
OS05G0135400	KN540278.1_FG010	37	82	1
OS05G0135500	KN540278.1_FG001	75	99	1
OS05G0135500	KN540278.1_FG003	42	99	1
OS05G0135700	KN540278.1_FG006	99	99	1
OS05G0135800	KN540278.1_FG004	94	76	1
OS05G0135900	KN540278.1_FG009	86	95	1
OS05G0136200	KN541963.1_FG001	93	99	1
OS05G0137300	KN539892.1_FG002	95	96	1
OS05G0137400	KN539892.1_FG003	92	99	1
OS05G0139200	KN538696.1_FG118	68	84	1
OS05G0139300	KN538696.1_FG115	44	86	1
OS05G0140500	KN538696.1_FG121	47	66	0
OS05G0140600	KN538696.1_FG117	89	61	1
OS05G0140800	KN538696.1_FG124	81	99	1
OS05G0141000	KN538696.1_FG005	91	89	1
OS05G0141200	KN538696.1_FG003	85	98	1
OS05G0141350	KN538948.1_FG012	19	45	1
OS05G0141400	KN538696.1_FG010	54	63	0
OS05G0141500	KN538696.1_FG016	87	97	1
OS05G0141700	KN538696.1_FG019	100	90	1
OS05G0142100	KN538696.1_FG009	90	96	1
OS05G0142200	KN538696.1_FG002	43	91	1
OS05G0142400	KN538696.1_FG015	92	92	1
OS05G0142500	KN538696.1_FG011	89	89	1
OS05G0142600	KN538696.1_FG017	94	95	1
OS05G0143000	KN538696.1_FG001	93	95	1
OS05G0143200	KN538696.1_FG012	95	26	1
OS05G0143300	KN538696.1_FG008	87	94	1
OS05G0143400	KN538696.1_FG013	74	91	0
OS05G0143500	KN538696.1_FG014	96	100	1
OS05G0143700	KN538696.1_FG007	85	23	1
OS05G0144000	KN538696.1_FG004	88	78	0
OS05G0144100	AMDW01039679.1_FG001	30	100	1
OS05G0144200	KN538696.1_FG018	45	74	1
OS05G0144200	KN538696.1_FG041	64	65	1
OS05G0144200	KN544668.1_FG001	27	87	1
OS05G0144300	KN538696.1_FG056	81	97	1
OS05G0144400	KN538696.1_FG051	81	84	1
OS05G0144800	KN538696.1_FG058	89	99	1
OS05G0144900	KN538696.1_FG039	88	26	0
OS05G0145000	KN538696.1_FG052	78	79	1
OS05G0145300	KN538696.1_FG047	87	93	1
OS05G0145400	KN538696.1_FG055	99	99	1
OS05G0145600	KN538696.1_FG053	98	100	1
OS05G0145700	KN538696.1_FG048	74	41	1
OS05G0146100	KN538696.1_FG043	68	86	0
OS05G0147133	KN538696.1_FG046	90	38	0
OS05G0147200	KN538696.1_FG059	93	55	0
OS05G0147300	KN538696.1_FG054	77	91	0
OS05G0147400	KN538696.1_FG040	99	94	1
OS05G0147500	KN538696.1_FG086	94	96	1
OS05G0147600	KN538696.1_FG092	100	49	0
OS05G0147700	KN538696.1_FG087	3	5	0
OS05G0147800	KN538696.1_FG095	52	90	0
OS05G0148600	KN538696.1_FG089	75	64	1
OS05G0148700	KN538696.1_FG096	90	95	0
OS05G0148900	KN538696.1_FG090	84	82	0
OS05G0149200	KN538696.1_FG091	41	25	0
OS05G0149300	AMDW01031556.1_FG001	4	13	1
OS05G0149400	AMDW01031556.1_FG001	17	98	1
OS05G0149500	KN541808.1_FG003	69	63	1
OS05G0149600	KN541808.1_FG001	100	34	1
OS05G0149800	KN538921.1_FG002	81	44	1
OS05G0150000	KN538921.1_FG016	49	82	1
OS05G0150300	KN538921.1_FG011	99	99	1
OS05G0150400	KN538921.1_FG018	93	87	0
OS05G0150500	KN538921.1_FG001	77	96	0
OS05G0150600	KN538921.1_FG012	92	92	1
OS05G0150733	KN538921.1_FG008	3	4	1
OS05G0150800	KN538921.1_FG014	65	88	1
OS05G0150900	AMDW01020447.1_FG001	10	94	1
OS05G0150900	AMDW01032368.1_FG001	14	99	1
OS05G0150900	KN538921.1_FG015	77	95	1
OS05G0151000	KN538921.1_FG007	86	89	1
OS05G0151100	KN538921.1_FG004	39	56	0
OS05G0151300	KN538921.1_FG006	41	97	1
OS05G0151400	KN538921.1_FG019	67	84	1
OS05G0152400	KN541364.1_FG002	7	6	0
OS05G0153200	KN539160.1_FG007	95	41	1
OS05G0153300	KN539160.1_FG005	36	98	1
OS05G0153400	KN539160.1_FG002	82	81	1
OS05G0153500	KN540255.1_FG009	86	61	1
OS05G0154500	KN539160.1_FG009	82	84	1
OS05G0154600	KN539160.1_FG001	83	94	0
OS05G0154700	KN539160.1_FG003	96	47	1
OS05G0154900	KN539160.1_FG006	77	98	1
OS05G0155000	KN545310.1_FG001	16	99	1
OS05G0155100	KN545980.1_FG001	44	100	1
OS05G0155200	KN542089.1_FG002	50	64	1
OS05G0155300	KN541654.1_FG002	55	99	1
OS05G0155601	KN541654.1_FG003	84	96	1
OS05G0155700	KN541654.1_FG001	93	88	0
OS05G0156200	KN539331.1_FG006	95	99	1
OS05G0156300	KN539331.1_FG003	97	97	1
OS05G0156500	KN539331.1_FG009	99	42	1
OS05G0156600	KN539331.1_FG013	95	90	1
OS05G0156700	KN539331.1_FG001	90	41	0
OS05G0156800	KN539331.1_FG004	41	9	0
OS05G0156900	KN539331.1_FG008	69	97	1
OS05G0157100	KN539331.1_FG005	100	100	1
OS05G0157300	KN539331.1_FG011	91	100	1
OS05G0157500	KN539507.1_FG007	75	43	1
OS05G0157600	KN539331.1_FG007	90	83	1
OS05G0158400	KN539507.1_FG005	93	97	1
OS05G0158500	KN539507.1_FG002	80	93	1
OS05G0158600	KN539507.1_FG009	11	5	1
OS05G0159000	KN539507.1_FG001	100	98	1
OS05G0159100	KN539507.1_FG003	97	95	0
OS05G0159200	KN539507.1_FG004	0	1	1
OS05G0159200	KN539507.1_FG006	66	100	1
OS05G0160100	KN540750.1_FG001	76	100	1
OS05G0160100	KN544569.1_FG001	76	100	1
OS05G0160800	KN539486.1_FG008	66	86	1
OS05G0161200	KN539486.1_FG003	74	50	0
OS05G0161500	KN539486.1_FG005	77	97	1
OS05G0161800	KN543638.1_FG001	56	96	1
OS05G0162200	KN538867.1_FG023	94	91	1
OS05G0162600	KN538867.1_FG027	89	56	1
OS05G0163000	KN538867.1_FG032	81	91	1
OS05G0163000	KN539349.1_FG009	19	92	1
OS05G0163100	KN538867.1_FG017	50	55	1
OS05G0163250	AMDW01021966.1_FG001	13	99	1
OS05G0163400	KN538867.1_FG021	95	93	1
OS05G0163500	KN538867.1_FG029	95	50	1
OS05G0163700	KN538867.1_FG018	69	94	1
OS05G0163900	KN538867.1_FG022	38	68	1
OS05G0164100	KN538867.1_FG004	93	98	1
OS05G0164800	KN538867.1_FG005	72	99	1
OS05G0164900	AMDW01040447.1_FG001	34	98	1
OS05G0164900	KN538867.1_FG003	92	83	1
OS05G0165200	KN538867.1_FG008	38	64	0
OS05G0165900	KN538867.1_FG006	96	99	1
OS05G0166600	KN540264.1_FG002	75	92	1
OS05G0166900	KN540264.1_FG001	93	71	1
OS05G0167600	KN539947.1_FG006	50	32	1
OS05G0168300	KN539947.1_FG004	79	81	1
OS05G0168300	KN543012.1_FG002	37	72	1
OS05G0168300	KN543752.1_FG001	64	72	1
OS05G0168400	KN539947.1_FG005	86	92	1
OS05G0168500	AMDW01039135.1_FG001	27	100	1
OS05G0168500	AMDW01040371.1_FG001	44	99	1
OS05G0168500	KN539947.1_FG002	49	100	1
OS05G0168700	KN539591.1_FG004	84	89	1
OS05G0168800	KN539591.1_FG006	99	99	1
OS05G0169000	KN539591.1_FG003	100	100	1
OS05G0169200	KN539591.1_FG001	100	92	1
OS05G0169300	KN539591.1_FG009	82	95	1
OS05G0169400	KN539591.1_FG008	86	86	1
OS05G0169600	KN539591.1_FG002	98	38	1
OS05G0169800	KN539591.1_FG005	66	99	1
OS05G0170000	KN539591.1_FG007	65	95	1
OS05G0170300	KN542155.1_FG002	73	98	1
OS05G0170700	KN541484.1_FG001	48	20	0
OS05G0170800	KN541484.1_FG004	74	100	1
OS05G0170950	KN541484.1_FG003	76	26	1
OS05G0171000	KN541484.1_FG002	88	100	1
OS05G0171300	KN540211.1_FG006	74	100	1
OS05G0171900	KN540211.1_FG002	47	92	1
OS05G0172100	KN540211.1_FG003	65	72	1
OS05G0172300	KN540211.1_FG005	97	97	1
OS05G0172400	KN540211.1_FG007	77	30	1
OS05G0172500	KN540211.1_FG004	81	97	1
OS05G0175800	KN539700.1_FG002	42	53	1
OS05G0176000	KN539700.1_FG005	77	96	0
OS05G0176100	KN539700.1_FG007	100	100	1
OS05G0176300	KN539700.1_FG004	95	75	1
OS05G0176400	KN539700.1_FG001	99	99	1
OS05G0176500	KN539700.1_FG011	50	78	1
OS05G0176800	KN539700.1_FG008	94	94	1
OS05G0177000	KN539700.1_FG003	55	90	1
OS05G0177100	KN543957.1_FG001	86	87	1
OS05G0177400	KN540522.1_FG005	99	98	0
OS05G0177800	KN540522.1_FG003	93	40	1
OS05G0178100	KN540522.1_FG004	51	97	1
OS05G0178400	KN540522.1_FG001	76	100	1
OS05G0179000	KN540955.1_FG001	100	47	1
OS05G0179100	KN539275.1_FG001	93	90	1
OS05G0179300	AMDW01022175.1_FG001	19	98	0
OS05G0179300	KN539275.1_FG006	15	97	0
OS05G0179800	KN539275.1_FG002	93	92	1
OS05G0179900	KN539275.1_FG008	18	62	1
OS05G0180400	KN539275.1_FG007	88	79	1
OS05G0180600	KN539275.1_FG004	88	84	0
OS05G0180700	AMDW01037189.1_FG001	62	99	1
OS05G0181000	KN540007.1_FG001	93	99	1
OS05G0181200	KN540007.1_FG006	20	99	1
OS05G0182100	KN540007.1_FG002	67	66	1
OS05G0182600	KN538738.1_FG002	100	100	1
OS05G0182700	KN538738.1_FG010	100	100	1
OS05G0182800	KN538738.1_FG005	86	96	1
OS05G0182900	KN538738.1_FG007	92	99	1
OS05G0183100	KN540208.1_FG006	27	49	1
OS05G0183566	KN538738.1_FG001	38	40	1
OS05G0184500	KN538738.1_FG011	36	46	1
OS05G0185650	KN538738.1_FG006	58	5	0
OS05G0185700	KN538738.1_FG009	80	99	1
OS05G0185800	KN538738.1_FG024	99	80	1
OS05G0186100	KN538738.1_FG033	83	50	0
OS05G0186300	AMDW01060579.1_FG001	15	100	1
OS05G0186300	AMDW01062768.1_FG001	15	100	1
OS05G0186300	KN538738.1_FG027	87	91	1
OS05G0187000	KN538738.1_FG026	100	100	1
OS05G0187100	KN538738.1_FG023	85	68	1
OS05G0187800	KN538738.1_FG025	84	86	0
OS05G0188100	AMDW01071895.1_FG001	91	92	1
OS05G0188600	KN538738.1_FG028	83	23	1
OS05G0188700	KN538738.1_FG032	60	90	1
OS05G0188800	KN540924.1_FG002	72	85	1
OS05G0189300	KN540924.1_FG001	83	90	1
OS05G0190300	KN539429.1_FG010	88	97	1
OS05G0191700	KN539429.1_FG009	39	67	1
OS05G0192500	KN539429.1_FG013	83	80	1
OS05G0193700	KN539429.1_FG007	87	77	0
OS05G0193700	KN539429.1_FG008	87	77	0
OS05G0193900	KN541304.1_FG001	97	86	1
OS05G0194500	AMDW01085339.1_FG001	28	97	1
OS05G0194600	KN541304.1_FG002	49	100	0
OS05G0194900	KN539589.1_FG004	99	57	1
OS05G0195700	KN539589.1_FG002	74	96	1
OS05G0196200	KN539887.1_FG005	34	100	1
OS05G0196500	KN539887.1_FG001	97	99	1
OS05G0196600	KN539887.1_FG007	17	95	1
OS05G0196800	KN539887.1_FG004	73	100	1
OS05G0197300	AMDW01031876.1_FG001	11	100	1
OS05G0197300	KN539887.1_FG002	53	60	1
OS05G0197900	KN541133.1_FG001	75	74	1
OS05G0198000	KN541133.1_FG003	53	70	1
OS05G0198400	KN541463.1_FG001	79	99	1
OS05G0199500	KN539872.1_FG003	52	99	1
OS05G0199800	KN539872.1_FG004	26	60	1
OS05G0200100	KN539872.1_FG001	71	82	1
OS05G0200400	KN540361.1_FG002	99	96	1
OS05G0200500	KN540361.1_FG001	100	99	1
OS05G0203900	KN539363.1_FG002	75	84	1
OS05G0203912	KN538812.1_FG002	17	20	1
OS05G0204900	KN539363.1_FG001	99	99	1
OS05G0205000	KN539363.1_FG003	86	45	1
OS05G0205050	KN539363.1_FG003	40	51	1
OS05G0205100	KN539363.1_FG006	39	97	1
OS05G0205400	KN539363.1_FG004	94	100	1
OS05G0206100	AMDW01026542.1_FG001	95	96	1
OS05G0206100	KN542641.1_FG001	94	95	1
OS05G0206200	KN538994.1_FG010	39	12	0
OS05G0207200	KN538994.1_FG006	64	98	1
OS05G0207300	KN538994.1_FG003	96	82	1
OS05G0207500	KN538994.1_FG009	91	93	1
OS05G0207700	KN538994.1_FG013	59	100	1
OS05G0207900	KN538994.1_FG001	70	75	1
OS05G0208000	KN538994.1_FG004	78	91	1
OS05G0208100	KN538994.1_FG008	93	96	1
OS05G0208550	KN538994.1_FG005	56	76	0
OS05G0209100	KN538994.1_FG011	99	92	1
OS05G0209400	KN538994.1_FG007	21	68	0
OS05G0210100	KN539248.1_FG009	97	82	1
OS05G0210500	KN539248.1_FG003	96	94	1
OS05G0210525	KN540364.1_FG003	56	73	0
OS05G0210600	KN539248.1_FG008	76	77	1
OS05G0210700	KN539248.1_FG011	98	97	1
OS05G0211100	KN539248.1_FG004	44	67	1
OS05G0212100	KN539248.1_FG010	85	99	1
OS05G0212200	KN539248.1_FG002	49	94	1
OS05G0212300	KN542727.1_FG001	93	98	1
OS05G0212400	KN542372.1_FG002	66	96	1
OS05G0212600	KN539172.1_FG006	13	30	1
OS05G0213100	KN541507.1_FG001	88	96	1
OS05G0213500	KN540391.1_FG001	57	75	1
OS05G0213900	KN540391.1_FG003	47	66	1
OS05G0213900	KN544212.1_FG001	30	71	1
OS05G0214300	KN540190.1_FG003	85	85	0
OS05G0214400	KN540190.1_FG002	80	55	1
OS05G0214900	KN540190.1_FG001	94	55	1
OS05G0215300	AMDW01040462.1_FG001	53	95	1
OS05G0215600	KN539399.1_FG011	55	65	1
OS05G0215800	KN539399.1_FG008	99	85	1
OS05G0216950	KN539399.1_FG009	54	46	1
OS05G0217000	KN539399.1_FG003	93	90	1
OS05G0217700	KN541066.1_FG002	44	31	1
OS05G0217800	KN539399.1_FG006	84	94	1
OS05G0218100	KN541716.1_FG002	30	60	1
OS05G0218400	KN541716.1_FG001	65	100	1
OS05G0219800	KN542048.1_FG001	61	95	1
OS05G0219900	KN541136.1_FG002	71	98	1
OS05G0220100	KN541136.1_FG001	99	99	1
OS05G0220600	KN542585.1_FG001	97	96	1
OS05G0220900	KN541066.1_FG001	68	71	1
OS05G0221400	AMDW01032424.1_FG001	0	0	0
OS05G0221400	KN541066.1_FG003	66	15	0
OS05G0222200	KN544007.1_FG001	68	89	1
OS05G0223000	KN541024.1_FG002	97	96	1
OS05G0223200	KN541024.1_FG003	71	76	1
OS05G0223300	KN541024.1_FG004	98	98	1
OS05G0224800	KN539365.1_FG010	99	27	1
OS05G0225800	AMDW01029460.1_FG001	34	98	1
OS05G0226000	AMDW01029460.1_FG001	34	97	1
OS05G0226900	KN539655.1_FG002	43	72	1
OS05G0227600	KN539655.1_FG005	58	86	1
OS05G0227700	KN539655.1_FG004	99	99	1
OS05G0227800	KN539655.1_FG003	56	83	1
OS05G0228000	KN539655.1_FG006	32	94	1
OS05G0228400	KN539655.1_FG001	52	99	1
OS05G0228900	KN541804.1_FG005	7	9	1
OS05G0229475	AMDW01007600.1_FG001	64	94	1
OS05G0230600	KN539793.1_FG003	95	90	1
OS05G0230900	KN539793.1_FG001	96	99	1
OS05G0231100	KN539730.1_FG004	97	82	1
OS05G0231700	KN539730.1_FG006	54	94	1
OS05G0232200	KN539730.1_FG001	86	82	1
OS05G0232500	KN539730.1_FG008	91	95	1
OS05G0232700	KN539730.1_FG002	54	100	1
OS05G0233000	KN539730.1_FG005	93	65	1
OS05G0235300	KN539345.1_FG004	99	60	1
OS05G0235450	KN540813.1_FG001	81	38	1
OS05G0235800	AMDW01040181.1_FG001	20	100	1
OS05G0236600	KN539345.1_FG001	68	89	1
OS05G0237100	AMDW01040638.1_FG001	56	35	1
OS05G0237100	KN539063.1_FG010	82	43	1
OS05G0237200	KN539063.1_FG006	100	85	1
OS05G0237400	KN539063.1_FG003	53	97	1
OS05G0237800	KN539063.1_FG005	64	99	1
OS05G0238200	AMDW01040254.1_FG001	69	100	1
OS05G0239400	KN542937.1_FG001	56	38	1
OS05G0241000	KN542485.1_FG001	95	95	1
OS05G0241100	AMDW01039705.1_FG001	93	94	1
OS05G0241200	KN541472.1_FG001	61	99	1
OS05G0242000	KN541791.1_FG001	49	97	1
OS05G0242600	KN539505.1_FG001	95	87	1
OS05G0243300	KN539505.1_FG003	98	46	1
OS05G0244500	KN539505.1_FG002	76	96	1
OS05G0244600	KN539505.1_FG005	99	99	1
OS05G0244700	AMDW01037232.1_FG001	20	77	1
OS05G0244700	KN539900.1_FG001	34	97	1
OS05G0244900	KN544842.1_FG001	8	14	1
OS05G0245300	KN539900.1_FG006	84	100	1
OS05G0246300	KN539900.1_FG003	99	99	1
OS05G0246600	KN539900.1_FG004	86	47	1
OS05G0247100	KN539900.1_FG002	88	99	1
OS05G0247800	KN540536.1_FG002	86	99	1
OS05G0247900	KN540536.1_FG003	86	92	1
OS05G0248200	KN540536.1_FG004	96	96	1
OS05G0249800	KN540765.1_FG001	62	57	1
OS05G0250000	KN540765.1_FG004	45	96	1
OS05G0250200	KN541651.1_FG001	31	97	1
OS05G0250700	KN544691.1_FG001	0	0	1
OS05G0251200	KN539083.1_FG006	99	52	1
OS05G0251400	KN539083.1_FG008	52	94	1
OS05G0251900	KN539083.1_FG011	92	92	1
OS05G0252000	KN539083.1_FG001	78	99	1
OS05G0252100	KN539083.1_FG007	58	96	1
OS05G0253200	KN539333.1_FG007	66	55	0
OS05G0253200	KN540674.1_FG002	59	55	0
OS05G0253200	KN540762.1_FG002	40	16	0
OS05G0253200	KN540975.1_FG001	55	24	0
OS05G0255600	KN539722.1_FG005	80	99	1
OS05G0255800	KN539722.1_FG007	100	59	1
OS05G0256000	KN539722.1_FG003	82	96	1
OS05G0256500	KN539722.1_FG002	94	61	1
OS05G0257100	KN539722.1_FG006	55	44	1
OS05G0258400	KN539333.1_FG003	94	75	1
OS05G0261700	KN539570.1_FG002	37	22	0
OS05G0263100	KN540674.1_FG001	48	88	1
OS05G0266900	KN542437.1_FG002	66	30	1
OS05G0267800	KN538768.1_FG005	99	99	1
OS05G0268500	KN540773.1_FG002	73	98	1
OS05G0269100	KN540773.1_FG001	99	97	1
OS05G0269200	KN539630.1_FG001	51	98	1
OS05G0269500	KN539630.1_FG008	70	90	1
OS05G0270000	KN544846.1_FG001	55	82	1
OS05G0270200	KN545312.1_FG001	24	98	1
OS05G0270500	AMDW01036924.1_FG001	28	85	1
OS05G0270500	KN539128.1_FG002	91	88	1
OS05G0270800	KN539128.1_FG003	64	84	0
OS05G0271300	KN539904.1_FG002	56	84	1
OS05G0271900	KN539904.1_FG001	77	91	1
OS05G0271900	KN543493.1_FG001	77	90	1
OS05G0272200	KN539630.1_FG004	47	98	1
OS05G0272800	AMDW01016393.1_FG001	11	92	0
OS05G0272900	KN539630.1_FG005	100	100	1
OS05G0273500	KN539630.1_FG003	75	85	1
OS05G0273800	KN541382.1_FG001	71	53	1
OS05G0274200	KN540862.1_FG001	94	99	1
OS05G0274300	KN540862.1_FG003	98	93	1
OS05G0274900	KN543484.1_FG002	92	98	1
OS05G0275000	AMDW01030019.1_FG001	14	99	1
OS05G0275100	KN541757.1_FG001	80	98	1
OS05G0275600	KN541757.1_FG003	70	80	1
OS05G0275700	KN541757.1_FG002	73	100	0
OS05G0276100	KN539699.1_FG005	77	95	1
OS05G0276500	KN539699.1_FG002	98	100	1
OS05G0277000	KN539699.1_FG003	87	100	1
OS05G0277200	KN539699.1_FG004	30	82	0
OS05G0277300	KN539699.1_FG001	88	80	1
OS05G0278500	KN540761.1_FG003	66	96	1
OS05G0279300	KN543230.1_FG001	5	4	1
OS05G0279400	KN539869.1_FG005	95	99	1
OS05G0279900	KN539869.1_FG002	99	64	1
OS05G0280500	KN542440.1_FG001	99	97	1
OS05G0280700	KN540134.1_FG001	99	99	1
OS05G0283200	KN540436.1_FG002	99	99	1
OS05G0286100	KN543201.1_FG001	98	98	1
OS05G0287800	KN542081.1_FG001	74	82	1
OS05G0289400	KN540253.1_FG003	99	92	1
OS05G0289700	KN540253.1_FG002	100	100	1
OS05G0290300	KN540054.1_FG001	3	2	1
OS05G0291600	KN540017.1_FG002	53	13	1
OS05G0291700	KN540151.1_FG003	73	88	1
OS05G0292200	KN540151.1_FG001	74	100	0
OS05G0292800	KN542472.1_FG001	100	100	1
OS05G0293500	KN542546.1_FG001	38	98	1
OS05G0294600	KN541205.1_FG001	99	99	1
OS05G0295100	KN541285.1_FG002	83	87	0
OS05G0295200	KN541194.1_FG002	78	36	0
OS05G0295300	KN539389.1_FG001	56	5	0
OS05G0295700	KN540694.1_FG003	33	21	0
OS05G0295800	KN540860.1_FG002	83	35	0
OS05G0295900	KN540860.1_FG001	91	98	1
OS05G0296800	KN540467.1_FG001	96	30	1
OS05G0297001	KN543423.1_FG001	0	0	1
OS05G0297900	AMDW01039979.1_FG001	44	100	1
OS05G0298200	KN540960.1_FG003	59	67	1
OS05G0299300	KN538832.1_FG031	98	17	0
OS05G0299500	KN538832.1_FG007	90	89	1
OS05G0300700	KN538832.1_FG008	77	85	1
OS05G0301500	KN538832.1_FG009	87	96	1
OS05G0301600	KN538832.1_FG003	99	99	1
OS05G0301700	KN538832.1_FG006	100	68	1
OS05G0302300	KN538832.1_FG010	86	94	1
OS05G0302600	AMDW01018533.1_FG001	25	100	1
OS05G0302700	KN539663.1_FG003	99	99	1
OS05G0303000	KN539663.1_FG004	94	73	1
OS05G0303700	KN540781.1_FG004	91	81	1
OS05G0303700	KN541511.1_FG003	93	93	1
OS05G0304200	KN541804.1_FG005	25	30	1
OS05G0304400	KN538832.1_FG025	100	100	1
OS05G0304600	KN538832.1_FG029	75	97	1
OS05G0304800	KN542415.1_FG001	79	96	1
OS05G0304900	KN542415.1_FG002	89	90	1
OS05G0305000	AMDW01035565.1_FG001	23	56	1
OS05G0305100	KN542822.1_FG001	85	79	0
OS05G0305200	AMDW01030575.1_FG001	40	99	1
OS05G0305700	KN540573.1_FG001	72	89	1
OS05G0305900	KN541566.1_FG003	97	98	1
OS05G0306000	KN541566.1_FG002	88	96	0
OS05G0307100	KN541278.1_FG001	0	0	1
OS05G0307100	KN541278.1_FG004	99	30	1
OS05G0307200	KN541278.1_FG003	98	72	1
OS05G0309000	KN542383.1_FG002	59	17	1
OS05G0310500	AMDW01046550.1_FG001	2	5	1
OS05G0310500	AMDW01048315.1_FG001	2	3	1
OS05G0310600	KN540547.1_FG001	71	82	1
OS05G0310800	KN540547.1_FG003	74	61	0
OS05G0311000	KN540547.1_FG002	95	99	1
OS05G0311801	KN539574.1_FG004	53	92	1
OS05G0312000	KN539574.1_FG005	86	98	1
OS05G0312500	KN539574.1_FG008	91	83	1
OS05G0313500	KN539574.1_FG002	69	76	1
OS05G0313700	KN539574.1_FG001	64	86	1
OS05G0313700	KN543909.1_FG001	50	91	1
OS05G0314100	KN538778.1_FG035	98	67	1
OS05G0315100	KN541225.1_FG001	52	33	1
OS05G0315200	KN541225.1_FG002	77	93	1
OS05G0315700	KN540548.1_FG005	90	97	1
OS05G0316000	KN540548.1_FG002	37	75	1
OS05G0316100	KN540548.1_FG004	95	99	1
OS05G0316200	AMDW01040031.1_FG001	27	99	1
OS05G0316200	KN540548.1_FG001	66	79	1
OS05G0317200	KN540508.1_FG003	92	98	1
OS05G0317700	KN540117.1_FG001	93	98	1
OS05G0317900	KN540117.1_FG003	93	99	1
OS05G0318100	KN540117.1_FG002	61	99	1
OS05G0318600	AMDW01040906.1_FG001	99	68	1
OS05G0318700	KN539490.1_FG001	89	98	1
OS05G0319100	KN539490.1_FG002	50	85	1
OS05G0319200	KN539490.1_FG008	32	97	1
OS05G0319700	KN539490.1_FG003	84	95	1
OS05G0319800	KN539490.1_FG005	78	87	0
OS05G0320100	KN539490.1_FG007	62	78	1
OS05G0320700	KN539490.1_FG004	81	98	1
OS05G0321600	AMDW01037189.1_FG001	87	76	1
OS05G0323100	KN539566.1_FG004	73	63	1
OS05G0323800	KN539566.1_FG002	97	77	1
OS05G0324000	KN542966.1_FG001	73	93	1
OS05G0324100	KN542966.1_FG002	63	18	1
OS05G0324200	KN542966.1_FG002	22	13	1
OS05G0324300	KN539677.1_FG012	70	98	1
OS05G0324600	KN539677.1_FG006	93	92	1
OS05G0324700	KN539677.1_FG011	78	92	1
OS05G0326400	KN539677.1_FG015	96	59	1
OS05G0326675	KN539677.1_FG007	38	43	1
OS05G0327000	KN539677.1_FG008	59	67	1
OS05G0331200	KN541493.1_FG002	79	83	1
OS05G0332250	KN540096.1_FG001	91	51	1
OS05G0332300	KN540096.1_FG004	99	100	1
OS05G0332600	KN540096.1_FG003	97	92	1
OS05G0333100	KN539514.1_FG002	10	17	1
OS05G0333200	KN538887.1_FG002	84	60	0
OS05G0333200	KN540096.1_FG005	82	95	0
OS05G0333500	KN539514.1_FG001	100	100	1
OS05G0334000	KN539514.1_FG001	100	100	1
OS05G0334400	KN539514.1_FG001	100	100	1
OS05G0334750	KN539514.1_FG002	42	95	1
OS05G0335401	KN540701.1_FG002	84	14	0
OS05G0335800	KN539514.1_FG003	55	51	1
OS05G0336200	AMDW01067495.1_FG001	33	53	0
OS05G0336200	KN543996.1_FG001	48	47	0
OS05G0337200	KN539514.1_FG007	80	98	1
OS05G0337400	KN539514.1_FG004	54	100	1
OS05G0338933	KN538887.1_FG017	88	98	1
OS05G0339000	KN538887.1_FG019	91	96	1
OS05G0341100	KN538887.1_FG006	98	98	1
OS05G0342900	KN538887.1_FG003	97	81	1
OS05G0343800	KN538887.1_FG004	12	3	1
OS05G0344200	KN538796.1_FG031	77	89	1
OS05G0344400	KN538796.1_FG025	40	99	1
OS05G0345100	KN538796.1_FG021	43	43	1
OS05G0345400	KN539694.1_FG004	84	93	1
OS05G0345500	KN539694.1_FG006	89	97	1
OS05G0345700	AMDW01018655.1_FG001	31	95	1
OS05G0345700	KN539694.1_FG003	36	89	1
OS05G0346100	KN539694.1_FG009	46	87	1
OS05G0346300	KN539694.1_FG002	99	83	1
OS05G0346400	KN539694.1_FG005	71	99	1
OS05G0346500	KN539694.1_FG007	86	92	1
OS05G0347000	KN540119.1_FG001	67	84	0
OS05G0348100	KN540119.1_FG002	83	59	0
OS05G0348900	AMDW01012510.1_FG001	22	57	1
