Gene stable ID	Leersia perrieri gene stable ID	% identity	Leersia perrieri % identity	Orthology confidence [0 low, 1 high]
OS04G0115900	LPERR04G00400	74	80	1
OS04G0116200	LPERR04G00410	42	59	1
OS04G0116600	LPERR04G00430	81	80	1
OS04G0116900	LPERR04G00440	64	63	1
OS04G0117200	LPERR04G00450	77	72	1
OS04G0117300	LPERR04G00460	90	43	1
OS04G0117600	LPERR04G00480	18	56	1
OS04G0117900	LPERR04G00490	49	78	1
OS04G0118100	LPERR04G00500	87	86	1
OS04G0118500	LPERR04G00510	27	97	1
OS04G0118700	LPERR05G13350	75	84	1
OS04G0118800	LPERR05G11380	66	69	1
OS04G0118900	LPERR04G00520	95	95	1
OS04G0119000	LPERR04G00530	65	60	1
OS04G0119300	LPERR12G13320	89	88	1
OS04G0119400	LPERR04G00540	85	85	1
OS04G0119500	LPERR04G00550	85	80	1
OS04G0121100	LPERR04G01020	78	87	1
OS04G0125700	LPERR04G00860	59	60	1
OS04G0127300	LPERR04G00650	81	24	1
OS04G0127500	LPERR01G13860	42	65	0
OS04G0127800	LPERR04G00660	46	49	1
OS04G0128001	LPERR04G00670	33	71	1
OS04G0128700	LPERR05G17160	65	66	1
OS04G0128900	LPERR04G00690	87	86	1
OS04G0129200	LPERR04G00700	72	81	1
OS04G0129300	LPERR04G00710	73	74	1
OS04G0129500	LPERR04G00730	90	90	1
OS04G0129600	LPERR04G00780	58	62	1
OS04G0129900	LPERR03G21300	78	80	1
OS04G0131850	LPERR04G00790	73	48	1
OS04G0131900	LPERR04G00790	67	82	1
OS04G0132300	LPERR04G00820	90	90	1
OS04G0132300	LPERR08G20340	35	73	1
OS04G0132500	LPERR04G00830	80	80	1
OS04G0136700	LPERR04G00870	69	71	1
OS04G0136900	LPERR04G00880	58	84	1
OS04G0137450	LPERR04G00910	69	25	1
OS04G0137500	LPERR04G00930	90	10	1
OS04G0138800	LPERR04G00860	60	21	1
OS04G0139100	LPERR04G01040	35	54	1
OS04G0140666	LPERR04G00860	52	34	1
OS04G0141400	LPERR04G00980	61	66	1
OS04G0144300	LPERR04G01150	59	24	1
OS04G0147200	LPERR04G01130	48	46	1
OS04G0149400	LPERR04G01000	86	40	1
OS04G0149400	LPERR04G01050	81	46	1
OS04G0149400	LPERR04G01140	59	87	1
OS04G0150300	LPERR04G00990	68	53	1
OS04G0150300	LPERR04G01010	70	47	1
OS04G0150300	LPERR04G01120	70	56	1
OS04G0151700	LPERR04G01160	56	58	1
OS04G0151800	LPERR04G01170	70	91	1
OS04G0151800	LPERR07G12530	94	94	1
OS04G0151900	LPERR01G27140	91	68	1
OS04G0154700	LPERR04G01330	70	70	1
OS04G0154800	LPERR03G08250	35	72	1
OS04G0155500	LPERR04G01340	57	59	1
OS04G0156000	LPERR04G01330	71	70	1
OS04G0161850	LPERR04G01340	64	33	1
OS04G0162100	LPERR04G01350	68	78	1
OS04G0162500	LPERR04G01360	55	45	1
OS04G0162600	LPERR04G01370	65	43	1
OS04G0162800	LPERR04G01390	64	63	1
OS04G0164701	LPERR04G01440	55	10	1
OS04G0164900	LPERR04G01450	92	54	1
OS04G0165000	LPERR04G01460	71	79	1
OS04G0165200	LPERR04G01470	55	62	1
OS04G0165300	LPERR04G01490	69	60	1
OS04G0165400	LPERR04G01500	97	89	1
OS04G0165500	LPERR03G29460	87	91	1
OS04G0165600	LPERR04G01510	76	78	1
OS04G0165700	LPERR04G01520	94	94	1
OS04G0165900	LPERR04G01530	71	37	1
OS04G0166000	LPERR04G01530	64	71	1
OS04G0166400	LPERR04G01540	70	67	1
OS04G0166600	LPERR04G01560	57	99	1
OS04G0167800	LPERR04G01610	77	78	1
OS04G0168100	LPERR04G01660	65	65	1
OS04G0169100	LPERR04G01670	94	92	1
OS04G0169500	LPERR04G01680	98	19	1
OS04G0171600	LPERR04G01710	72	64	1
OS04G0171800	LPERR04G01710	73	73	1
OS04G0172400	LPERR04G01850	45	44	0
OS04G0173800	LPERR04G01690	60	70	1
OS04G0173800	LPERR04G01700	76	77	1
OS04G0174100	LPERR04G01710	79	33	1
OS04G0174800	LPERR04G01720	98	49	1
OS04G0174850	LPERR04G01730	75	30	1
OS04G0174900	LPERR04G01740	90	94	1
OS04G0175400	LPERR04G01760	55	58	1
OS04G0175500	LPERR04G01770	78	40	1
OS04G0175600	LPERR04G01800	72	37	1
OS04G0175900	LPERR04G01800	69	35	1
OS04G0176200	LPERR04G01800	75	24	1
OS04G0176400	LPERR04G01830	72	73	1
OS04G0176400	LPERR04G01840	68	69	1
OS04G0177600	LPERR04G01900	84	89	1
OS04G0178300	LPERR11G11150	19	48	0
OS04G0181100	LPERR04G01940	97	97	1
OS04G0181300	LPERR04G01950	27	21	1
OS04G0182200	LPERR04G01960	87	43	1
OS04G0182600	LPERR04G01980	85	35	1
OS04G0182650	LPERR04G01980	84	35	1
OS04G0182800	LPERR04G01990	95	95	1
OS04G0182875	LPERR04G02170	71	26	0
OS04G0182900	LPERR04G02170	87	52	0
OS04G0183100	LPERR04G02180	84	84	1
OS04G0183500	LPERR04G02240	83	25	1
OS04G0184500	LPERR04G02170	61	21	0
OS04G0184801	LPERR04G02170	76	11	0
OS04G0185000	LPERR04G02170	58	20	0
OS04G0185100	LPERR04G02250	78	79	1
OS04G0185500	LPERR04G02260	90	90	1
OS04G0185600	LPERR04G02270	86	88	1
OS04G0186400	LPERR04G02320	93	92	1
OS04G0186800	LPERR04G02340	67	83	1
OS04G0188500	LPERR04G02380	69	77	1
OS04G0189400	LPERR04G02400	53	78	1
OS04G0189800	LPERR04G02410	46	73	1
OS04G0191400	LPERR04G02430	79	78	1
OS04G0191500	LPERR04G02440	53	55	1
OS04G0191600	LPERR04G02480	50	42	1
OS04G0191800	LPERR04G02480	49	42	1
OS04G0192775	LPERR12G10450	50	27	1
OS04G0193200	LPERR12G10450	62	64	1
OS04G0193300	LPERR04G02480	48	42	1
OS04G0193950	LPERR02G16670	47	22	0
OS04G0193950	LPERR03G26360	2	4	0
OS04G0193950	LPERR12G13190	35	16	0
OS04G0194000	LPERR04G02480	53	42	1
OS04G0194466	LPERR04G02500	71	32	1
OS04G0194500	LPERR04G02510	91	91	1
OS04G0194600	LPERR04G02520	80	74	1
OS04G0195000	LPERR12G07320	88	80	1
OS04G0195100	LPERR04G02580	34	34	0
OS04G0195100	LPERR04G04320	29	43	0
OS04G0195400	LPERR07G03590	2	8	0
OS04G0195400	LPERR07G21200	3	6	0
OS04G0196200	LPERR08G05560	75	63	1
OS04G0196600	LPERR02G22250	81	82	1
OS04G0197200	LPERR01G28330	52	35	0
OS04G0197500	LPERR04G03500	50	49	1
OS04G0200400	LPERR04G02590	65	32	1
OS04G0201000	LPERR04G02600	71	74	1
OS04G0201200	LPERR04G02620	72	53	1
OS04G0201800	LPERR04G02630	87	71	1
OS04G0201900	LPERR04G02650	90	90	1
OS04G0202300	LPERR04G02670	83	71	1
OS04G0202500	LPERR04G02670	68	41	1
OS04G0202800	LPERR04G02710	83	87	1
OS04G0203600	LPERR04G02780	77	28	1
OS04G0204100	LPERR04G02780	80	28	1
OS04G0205200	LPERR11G15890	30	15	0
OS04G0206300	LPERR04G02740	91	91	1
OS04G0206300	LPERR07G10650	90	89	1
OS04G0206450	LPERR04G02780	79	26	1
OS04G0206600	LPERR04G02780	81	37	1
OS04G0207600	LPERR12G07150	71	25	1
OS04G0208200	LPERR04G02830	82	80	1
OS04G0208400	LPERR04G02840	76	77	1
OS04G0208600	LPERR04G02920	80	80	1
OS04G0208900	LPERR04G02940	63	69	1
OS04G0209200	LPERR04G02950	88	76	1
OS04G0209300	LPERR04G02970	88	88	1
OS04G0211700	LPERR05G10640	47	75	1
OS04G0211700	LPERR05G10650	33	68	1
OS04G0212200	LPERR04G03010	92	39	1
OS04G0213100	LPERR04G02000	86	54	1
OS04G0217900	LPERR05G08800	85	45	1
OS04G0218100	LPERR05G08830	90	88	1
OS04G0218600	LPERR10G15730	89	38	1
OS04G0218701	LPERR10G15730	79	12	1
OS04G0218900	LPERR05G08800	90	90	1
OS04G0219550	LPERR11G06460	52	35	1
OS04G0220501	LPERR05G23640	20	53	1
OS04G0221000	LPERR04G03250	38	42	1
OS04G0221300	LPERR11G14650	84	62	1
OS04G0221600	LPERR04G03620	73	76	1
OS04G0223000	LPERR04G03220	91	95	1
OS04G0223300	LPERR04G03210	96	96	1
OS04G0223500	LPERR04G03170	91	91	1
OS04G0223901	LPERR04G03170	88	88	1
OS04G0224600	LPERR04G03160	86	79	1
OS04G0224900	LPERR04G03140	97	58	1
OS04G0225001	LPERR04G03140	62	13	1
OS04G0225250	LPERR05G04080	84	20	0
OS04G0226600	LPERR04G03290	36	32	1
OS04G0226800	LPERR04G03320	81	47	1
OS04G0227200	LPERR04G03330	81	79	1
OS04G0227500	LPERR04G03340	84	84	1
OS04G0228000	LPERR04G03370	81	93	1
OS04G0228100	LPERR04G03380	41	89	1
OS04G0228400	LPERR04G03390	79	83	1
OS04G0229100	LPERR04G03410	93	93	1
OS04G0233400	LPERR04G03430	99	99	1
OS04G0234600	LPERR04G03440	96	91	1
OS04G0243700	LPERR04G03630	84	82	1
OS04G0244400	LPERR04G03670	75	86	1
OS04G0244500	LPERR04G03660	80	76	1
OS04G0244800	LPERR07G20260	98	98	1
OS04G0245000	LPERR04G03570	67	44	1
OS04G0249500	LPERR04G03590	92	86	1
OS04G0249600	LPERR04G03600	82	77	1
OS04G0250700	LPERR04G03610	85	75	1
OS04G0252200	LPERR04G03490	65	12	0
OS04G0253000	LPERR04G20910	62	64	1
OS04G0253000	LPERR04G20920	66	67	1
OS04G0257500	LPERR04G03550	81	76	1
OS04G0258900	LPERR04G03540	88	87	1
OS04G0259100	LPERR03G23670	24	48	1
OS04G0261400	LPERR04G03470	87	87	1
OS04G0266400	LPERR04G03760	60	73	1
OS04G0266700	LPERR01G15580	77	12	1
OS04G0266900	LPERR01G15640	89	89	1
OS04G0267600	LPERR11G04580	63	49	1
OS04G0268700	LPERR04G03740	84	83	1
OS04G0269600	LPERR04G03830	72	31	1
OS04G0269700	LPERR01G06850	35	30	1
OS04G0270100	LPERR03G17590	92	79	1
OS04G0270200	LPERR04G03870	93	94	1
OS04G0270900	LPERR04G03880	70	69	1
OS04G0271000	LPERR04G03890	79	90	1
OS04G0271700	LPERR04G03940	34	56	1
OS04G0272200	LPERR04G03940	38	55	1
OS04G0272400	LPERR04G03970	85	85	1
OS04G0272700	LPERR04G03930	63	42	1
OS04G0273600	LPERR04G03900	31	25	1
OS04G0273900	LPERR04G04000	50	71	1
OS04G0274250	LPERR04G04020	80	43	1
OS04G0274400	LPERR04G04040	88	74	0
OS04G0275100	LPERR04G06220	79	79	1
OS04G0276200	LPERR04G01630	8	7	1
OS04G0276600	LPERR04G04050	90	77	1
OS04G0277400	LPERR11G09800	47	60	1
OS04G0278000	LPERR03G34480	75	78	1
OS04G0278101	LPERR03G34470	76	15	1
OS04G0278200	LPERR04G04060	65	43	1
OS04G0278900	LPERR04G04070	78	69	1
OS04G0279700	LPERR10G14800	43	22	1
OS04G0280200	LPERR04G04090	82	92	1
OS04G0281900	LPERR04G04110	87	87	1
OS04G0282200	LPERR04G04120	71	66	1
OS04G0282400	LPERR04G04130	85	89	1
OS04G0283600	LPERR04G04160	47	47	1
OS04G0283800	LPERR04G04170	48	58	1
OS04G0283800	LPERR04G04230	47	55	1
OS04G0284100	LPERR04G04200	58	19	1
OS04G0284500	LPERR04G04210	58	31	1
OS04G0284900	LPERR04G04240	80	69	1
OS04G0286500	LPERR02G09640	29	75	1
OS04G0287400	LPERR04G04290	88	86	1
OS04G0288500	LPERR04G04300	68	69	1
OS04G0289500	LPERR04G04310	71	64	1
OS04G0289600	LPERR04G04340	61	60	1
OS04G0289800	LPERR04G04360	59	38	1
OS04G0290800	LPERR04G04420	71	69	1
OS04G0291100	LPERR04G04430	89	50	1
OS04G0291900	LPERR10G02640	78	35	1
OS04G0292150	LPERR08G05460	28	32	1
OS04G0295000	LPERR04G04450	86	80	1
OS04G0295500	LPERR04G02600	18	6	1
OS04G0298200	LPERR04G04460	89	90	1
OS04G0298600	LPERR04G04470	80	88	1
OS04G0298700	LPERR04G04480	72	75	1
OS04G0300600	LPERR04G04510	48	51	1
OS04G0301500	LPERR04G04520	72	78	1
OS04G0301700	LPERR04G04530	79	79	1
OS04G0303100	LPERR04G04540	70	76	0
OS04G0303100	LPERR04G04560	80	78	0
OS04G0303100	LPERR04G04580	74	72	0
OS04G0303900	LPERR04G04600	72	70	1
OS04G0303950	LPERR04G04610	67	36	1
OS04G0304000	LPERR04G04690	66	46	1
OS04G0304200	LPERR04G04700	91	79	1
OS04G0304400	LPERR04G04720	89	87	1
OS04G0306400	LPERR04G04800	80	91	1
OS04G0306750	LPERR04G04810	56	65	1
OS04G0306800	LPERR04G04820	82	83	1
OS04G0307200	LPERR04G04840	56	54	0
OS04G0307900	LPERR04G04860	57	29	1
OS04G0308100	LPERR04G04910	88	28	0
OS04G0308400	LPERR04G04760	58	58	1
OS04G0308500	LPERR04G04770	50	49	1
OS04G0308600	LPERR04G04750	56	54	1
OS04G0309600	LPERR04G03590	92	86	1
OS04G0309900	LPERR04G04750	56	54	1
OS04G0310100	LPERR04G04770	50	49	1
OS04G0310200	LPERR04G04760	58	58	1
OS04G0310400	LPERR04G04880	13	47	1
OS04G0310500	LPERR04G04920	63	64	0
OS04G0311400	LPERR04G04970	65	67	1
OS04G0312100	LPERR04G04990	54	87	1
OS04G0313500	LPERR02G11060	17	29	0
OS04G0314100	LPERR04G05030	77	60	1
OS04G0317400	LPERR06G19710	69	33	1
OS04G0317500	LPERR06G19710	69	33	1
OS04G0317800	LPERR06G19710	70	33	1
OS04G0319600	LPERR04G05050	86	85	1
OS04G0319700	LPERR04G05060	82	78	1
OS04G0319700	LPERR04G05100	86	82	1
OS04G0319800	LPERR04G05060	78	77	1
OS04G0319800	LPERR04G05100	82	82	1
OS04G0320000	LPERR04G05110	57	48	1
OS04G0320100	LPERR10G05090	84	60	1
OS04G0320100	LPERR11G07180	85	60	1
OS04G0320200	LPERR04G05120	86	84	1
OS04G0320700	LPERR04G05130	80	83	1
OS04G0320700	LPERR04G05880	73	76	1
OS04G0321100	LPERR04G05130	58	61	1
OS04G0321100	LPERR04G05880	55	57	1
OS04G0321500	LPERR04G05140	94	94	1
OS04G0321600	LPERR04G05160	94	93	1
OS04G0321700	LPERR04G05170	87	79	1
OS04G0321800	LPERR04G05180	64	84	1
OS04G0324100	LPERR04G05030	79	81	1
OS04G0326000	LPERR04G05110	45	48	1
OS04G0326100	LPERR04G05060	76	76	1
OS04G0326100	LPERR04G05100	81	81	1
OS04G0326201	LPERR04G05060	80	46	1
OS04G0326201	LPERR04G05100	80	47	1
OS04G0328900	LPERR06G19710	53	31	1
OS04G0329200	LPERR06G19710	68	33	1
OS04G0329300	LPERR06G19710	70	33	1
OS04G0330200	LPERR04G02590	65	32	1
OS04G0330400	LPERR06G10440	6	7	1
OS04G0332700	LPERR08G09630	23	27	0
OS04G0334700	LPERR04G05200	54	63	1
OS04G0334951	LPERR04G05200	60	62	1
OS04G0336600	LPERR04G05200	54	63	1
OS04G0337000	LPERR04G05210	82	57	1
OS04G0337201	LPERR04G05220	88	75	1
OS04G0337300	LPERR04G05220	95	6	1
OS04G0337500	LPERR04G05280	85	85	1
OS04G0337800	LPERR04G05250	79	59	0
OS04G0338000	LPERR04G05280	90	91	1
OS04G0339400	LPERR04G05350	80	85	0
OS04G0340300	LPERR04G05360	56	58	0
OS04G0344100	LPERR04G05370	51	80	1
OS04G0344400	LPERR04G05370	48	79	1
OS04G0345400	LPERR04G05390	64	74	0
OS04G0345800	LPERR04G05380	60	65	1
OS04G0346000	LPERR04G05400	74	84	1
OS04G0346100	LPERR04G05410	99	99	1
OS04G0346800	LPERR04G05420	71	67	1
OS04G0346900	LPERR04G05430	53	18	1
OS04G0347400	LPERR04G05440	56	22	1
OS04G0347600	LPERR04G05450	78	39	1
OS04G0347700	LPERR04G05460	89	23	1
OS04G0347800	LPERR04G05460	86	46	1
OS04G0347900	LPERR04G05480	55	62	1
OS04G0347900	LPERR08G01010	44	67	1
OS04G0348000	LPERR04G05490	73	64	1
OS04G0348300	LPERR04G05540	92	93	1
OS04G0348400	LPERR04G05550	85	86	1
OS04G0348600	LPERR04G05700	71	23	1
OS04G0348600	LPERR04G05740	73	25	1
OS04G0348600	LPERR05G06650	73	23	1
OS04G0348600	LPERR05G06900	69	25	1
OS04G0348800	LPERR04G05610	69	30	1
OS04G0348800	LPERR04G05730	69	31	1
OS04G0349401	LPERR04G05710	76	49	1
OS04G0349500	LPERR04G05750	96	97	1
OS04G0349600	LPERR04G05760	57	14	1
OS04G0350000	LPERR04G05530	70	52	1
OS04G0350100	LPERR04G05780	64	72	1
OS04G0350300	LPERR04G05790	86	52	1
OS04G0350700	LPERR04G05850	51	30	1
OS04G0352400	LPERR04G05890	92	91	1
OS04G0353600	LPERR04G05920	74	76	1
OS04G0353600	LPERR04G05950	57	53	1
OS04G0353600	LPERR04G05990	75	76	1
OS04G0354400	LPERR04G05920	67	71	1
OS04G0354400	LPERR04G05950	52	50	1
OS04G0354400	LPERR04G05990	68	71	1
OS04G0354600	LPERR04G05920	75	77	1
OS04G0354600	LPERR04G05950	58	54	1
OS04G0354600	LPERR04G05990	77	77	1
OS04G0355500	LPERR04G05920	76	27	1
OS04G0355500	LPERR04G05950	26	8	1
OS04G0355500	LPERR04G05990	75	26	1
OS04G0357000	LPERR04G06040	53	51	1
OS04G0357500	LPERR04G06060	44	42	1
OS04G0357700	LPERR04G06070	54	54	1
OS04G0358000	LPERR04G06110	80	77	1
OS04G0359100	LPERR04G06110	79	79	1
OS04G0360500	LPERR04G06120	60	30	0
OS04G0361500	LPERR04G06120	51	51	0
OS04G0363700	LPERR04G06130	57	45	1
OS04G0364800	LPERR02G20670	65	63	1
OS04G0365100	LPERR04G06160	70	69	1
OS04G0366000	LPERR04G06390	46	64	0
OS04G0366000	LPERR04G06400	46	52	0
OS04G0367400	LPERR04G06260	80	81	1
OS04G0369100	LPERR03G26350	7	5	0
OS04G0370100	LPERR04G06310	71	77	1
OS04G0370300	LPERR05G08030	11	5	0
OS04G0370500	LPERR05G08030	24	29	0
OS04G0370600	LPERR05G08030	28	33	0
OS04G0370900	LPERR04G06330	62	86	1
OS04G0371000	LPERR04G06410	59	41	1
OS04G0371200	LPERR04G06430	70	41	0
OS04G0371200	LPERR04G06630	67	39	0
OS04G0371600	LPERR05G08030	19	14	0
OS04G0372700	LPERR04G06470	81	30	1
OS04G0372800	LPERR04G06480	78	78	0
OS04G0373000	LPERR04G06490	74	81	1
OS04G0373400	LPERR04G06520	89	74	1
OS04G0374601	LPERR08G01190	55	18	1
OS04G0375900	LPERR06G00090	71	74	1
OS04G0376000	LPERR04G06530	99	99	1
OS04G0376100	LPERR04G06540	92	91	0
OS04G0376300	LPERR04G06570	99	53	1
OS04G0376400	LPERR04G06580	76	75	1
OS04G0376500	LPERR04G06590	93	82	1
OS04G0376600	LPERR04G06600	60	42	1
OS04G0376700	LPERR04G06650	84	93	1
OS04G0377932	LPERR04G06730	62	25	0
OS04G0378200	LPERR04G06740	85	65	1
OS04G0378575	LPERR06G10690	32	32	0
OS04G0379300	LPERR04G06790	89	89	1
OS04G0379400	LPERR09G12820	80	42	0
OS04G0379600	LPERR04G06800	81	83	1
OS04G0379700	LPERR04G06810	92	48	1
OS04G0379800	LPERR04G06820	65	70	1
OS04G0379900	LPERR04G06830	93	93	1
OS04G0380200	LPERR04G06850	47	73	1
OS04G0380300	LPERR04G06860	88	75	1
OS04G0380500	LPERR01G10010	40	34	0
OS04G0380800	LPERR03G18340	43	51	1
OS04G0380800	LPERR04G06870	28	57	1
OS04G0381000	LPERR04G07270	79	81	1
OS04G0381100	LPERR10G03160	85	86	1
OS04G0381400	LPERR04G07260	67	29	1
OS04G0381500	LPERR04G07230	41	45	1
OS04G0381500	LPERR04G07250	42	46	1
OS04G0381600	LPERR04G07220	66	91	1
OS04G0381700	LPERR04G07210	54	60	1
OS04G0382100	LPERR04G07200	97	65	1
OS04G0382200	LPERR04G07180	73	94	1
OS04G0382300	LPERR04G07170	96	96	1
OS04G0382400	LPERR04G07160	74	77	1
OS04G0382700	LPERR04G07150	97	97	1
OS04G0382800	LPERR04G07140	71	72	1
OS04G0382900	LPERR04G07110	41	52	1
OS04G0383700	LPERR04G07120	54	51	1
OS04G0385600	LPERR04G06960	72	76	0
OS04G0385700	LPERR04G06950	79	37	1
OS04G0386300	LPERR04G06940	64	48	1
OS04G0386500	LPERR04G06930	71	79	1
OS04G0386600	LPERR04G06920	93	82	1
OS04G0386700	LPERR04G06910	70	74	1
OS04G0386900	LPERR04G06900	68	70	1
OS04G0387000	LPERR04G06890	65	63	1
OS04G0387600	LPERR04G07300	91	91	1
OS04G0387900	LPERR04G07310	83	83	1
OS04G0388000	LPERR01G10010	35	32	0
OS04G0388500	LPERR04G07320	91	90	1
OS04G0388601	LPERR04G07330	78	72	1
OS04G0388700	LPERR04G07350	94	94	1
OS04G0388800	LPERR04G07360	88	72	1
OS04G0388900	LPERR04G07370	84	92	1
OS04G0389800	LPERR02G19330	71	73	1
OS04G0389800	LPERR04G07380	71	71	1
OS04G0390000	LPERR04G07410	96	96	1
OS04G0390100	LPERR04G07420	90	90	1
OS04G0390500	LPERR04G07430	92	92	1
OS04G0390500	LPERR04G07440	75	39	1
OS04G0390700	LPERR04G07450	87	86	1
OS04G0390800	LPERR04G07460	75	77	1
OS04G0391000	LPERR04G07470	75	39	1
OS04G0391500	LPERR04G07480	77	75	1
OS04G0391900	LPERR04G07500	75	79	1
OS04G0393100	LPERR04G07510	44	36	1
OS04G0393200	LPERR04G07510	48	35	1
OS04G0393300	LPERR04G07550	86	79	1
OS04G0393500	LPERR04G07560	87	88	1
OS04G0393900	LPERR04G07570	89	84	1
OS04G0394100	LPERR02G14410	33	35	1
OS04G0394200	LPERR04G07590	95	95	1
OS04G0394300	LPERR04G07600	88	87	1
OS04G0394500	LPERR04G07610	83	80	1
OS04G0394700	LPERR04G07620	91	90	1
OS04G0395600	LPERR04G07640	96	88	1
OS04G0395700	LPERR04G07650	58	71	1
OS04G0395800	LPERR04G07660	64	65	1
OS04G0395900	LPERR04G07710	92	87	1
OS04G0396500	LPERR04G07730	69	38	1
OS04G0396800	LPERR04G07750	89	90	1
OS04G0397000	LPERR04G07760	99	52	1
OS04G0397100	LPERR04G07770	97	39	1
OS04G0397500	LPERR04G07790	91	18	0
OS04G0397700	LPERR04G07800	85	83	1
OS04G0398000	LPERR04G07810	51	52	1
OS04G0398300	LPERR04G07820	98	43	1
OS04G0398500	LPERR04G07830	91	67	1
OS04G0398600	LPERR04G07840	96	93	1
OS04G0398700	LPERR04G07850	84	83	0
OS04G0398800	LPERR04G07860	82	65	1
OS04G0398900	LPERR04G07870	61	63	1
OS04G0399000	LPERR04G07900	44	89	1
OS04G0399300	LPERR04G07910	69	72	1
OS04G0399600	LPERR07G22290	3	16	0
OS04G0399800	LPERR04G07940	71	74	1
OS04G0400600	LPERR04G07960	37	23	0
OS04G0400700	LPERR04G07960	37	25	0
OS04G0400800	LPERR04G07970	39	42	1
OS04G0401000	LPERR04G07980	59	60	1
OS04G0401100	LPERR04G08000	57	54	1
OS04G0401200	LPERR04G08010	69	69	1
OS04G0401300	LPERR04G08020	71	20	0
OS04G0401700	LPERR04G08030	85	84	1
OS04G0401800	LPERR04G08040	58	65	1
OS04G0401900	LPERR04G08050	46	18	1
OS04G0402100	LPERR04G08070	91	91	1
OS04G0402200	LPERR02G07510	4	68	1
OS04G0402200	LPERR02G07520	6	50	1
OS04G0402300	LPERR04G08100	94	67	1
OS04G0403200	LPERR02G14880	58	57	0
OS04G0403600	LPERR04G08150	73	71	1
OS04G0403701	LPERR04G08160	95	93	1
OS04G0403900	LPERR04G08170	77	81	1
OS04G0404400	LPERR04G08180	71	71	1
OS04G0404400	LPERR04G08190	79	75	1
OS04G0404800	LPERR04G08200	87	88	1
OS04G0404900	LPERR04G08230	87	89	1
OS04G0405100	LPERR04G08250	81	95	1
OS04G0405300	LPERR04G08260	86	86	1
OS04G0405500	LPERR04G08270	79	59	1
OS04G0405600	LPERR04G08280	88	90	1
OS04G0405700	LPERR04G08290	84	87	1
OS04G0405800	LPERR04G08300	76	49	1
OS04G0406600	LPERR04G08320	94	93	1
OS04G0407500	LPERR04G08330	81	57	1
OS04G0407800	LPERR04G08350	79	78	1
OS04G0407900	LPERR04G08380	95	83	1
OS04G0408600	LPERR04G08390	82	93	1
OS04G0408700	LPERR04G08400	93	93	1
OS04G0408900	LPERR04G08410	69	84	1
OS04G0409100	LPERR04G08420	27	61	1
OS04G0409200	LPERR04G08430	76	23	1
OS04G0409500	LPERR04G08440	87	89	1
OS04G0409900	LPERR04G08450	93	92	1
OS04G0410250	LPERR04G08470	45	46	1
OS04G0410300	LPERR04G08480	87	65	1
OS04G0410400	LPERR04G08490	84	83	1
OS04G0410600	LPERR04G08500	86	82	1
OS04G0411200	LPERR04G08510	83	89	1
OS04G0411400	LPERR04G08530	96	96	1
OS04G0411800	LPERR04G08570	90	87	1
OS04G0412000	LPERR04G08570	82	89	1
OS04G0412100	LPERR04G08580	43	47	1
OS04G0412300	LPERR04G08600	85	88	1
OS04G0412500	LPERR04G08610	77	77	1
OS04G0412700	LPERR04G08630	71	71	1
OS04G0412800	LPERR04G08640	92	89	1
OS04G0412900	LPERR04G08650	90	90	1
OS04G0413000	LPERR04G08660	70	63	1
OS04G0413100	LPERR04G08670	66	62	1
OS04G0413200	LPERR04G08680	91	90	1
OS04G0413500	LPERR04G08690	83	95	1
OS04G0413600	LPERR04G08700	99	87	1
OS04G0413900	LPERR04G08720	91	89	1
OS04G0414000	LPERR04G08730	77	43	1
OS04G0414100	LPERR04G08740	93	94	1
OS04G0414300	LPERR04G08790	61	76	1
OS04G0414500	LPERR04G08800	26	16	1
OS04G0414700	LPERR04G08810	94	92	1
OS04G0414800	LPERR04G08820	90	89	1
OS04G0415000	LPERR04G08830	82	73	1
OS04G0415100	LPERR04G08840	44	42	1
OS04G0415200	LPERR04G08850	92	92	1
OS04G0415800	LPERR04G08880	75	82	1
OS04G0416100	LPERR04G08900	75	47	1
OS04G0416450	LPERR08G06930	19	21	1
OS04G0416500	LPERR04G08920	84	59	1
OS04G0416700	LPERR04G08930	92	93	1
OS04G0416900	LPERR04G08980	92	10	1
OS04G0417000	LPERR04G08990	86	82	1
OS04G0417600	LPERR04G09010	47	68	1
OS04G0417800	LPERR04G09020	83	81	1
OS04G0418000	LPERR04G09040	91	89	1
OS04G0418500	LPERR04G09060	59	83	0
OS04G0419550	LPERR04G09090	79	93	1
OS04G0419600	LPERR06G04220	50	100	1
OS04G0419700	LPERR04G09100	83	83	1
OS04G0419900	LPERR04G09110	74	76	1
OS04G0420033	LPERR04G09140	74	42	1
OS04G0420300	LPERR04G09140	75	42	1
OS04G0420600	LPERR04G09150	84	83	1
OS04G0420600	LPERR04G09170	79	80	1
OS04G0421800	LPERR04G09240	93	43	1
OS04G0421900	LPERR04G09250	81	86	1
OS04G0422000	LPERR04G09260	75	84	1
OS04G0422200	LPERR04G09270	66	72	1
OS04G0422300	LPERR02G00360	70	84	1
OS04G0422700	LPERR04G09320	51	46	1
OS04G0422950	LPERR02G28290	79	26	1
OS04G0422950	LPERR09G00590	36	15	1
OS04G0423100	LPERR04G09330	72	73	1
OS04G0423200	LPERR04G09340	61	62	1
OS04G0423400	LPERR04G09360	39	44	1
OS04G0423600	LPERR04G09380	75	47	1
OS04G0425100	LPERR04G09420	82	86	1
OS04G0428900	LPERR04G09440	93	93	1
OS04G0428950	LPERR04G09460	74	49	0
