Gene stable ID	Triticum urartu gene stable ID	% identity	Triticum urartu % identity	Orthology confidence [0 low, 1 high]
OS06G0149200	TRIUR3_25322	54	6	1
OS06G0149200	TRIUR3_28690	52	11	1
OS06G0149400	TRIUR3_05076	31	44	1
OS06G0149400	TRIUR3_05385	78	62	1
OS06G0149500	TRIUR3_05383	29	62	1
OS06G0149801	TRIUR3_02992	69	68	1
OS06G0149900	TRIUR3_02989	79	73	1
OS06G0149900	TRIUR3_02991	78	76	1
OS06G0149900	TRIUR3_26980	12	43	1
OS06G0150100	TRIUR3_09799	57	78	1
OS06G0150400	TRIUR3_13747	66	58	1
OS06G0150600	TRIUR3_15450	30	68	1
OS06G0151200	TRIUR3_25905	39	40	1
OS06G0151600	TRIUR3_10157	47	67	1
OS06G0151800	TRIUR3_00411	52	57	1
OS06G0151800	TRIUR3_00416	54	58	1
OS06G0151800	TRIUR3_00419	51	55	1
OS06G0151800	TRIUR3_14350	48	47	1
OS06G0151900	TRIUR3_32227	88	37	1
OS06G0152000	TRIUR3_14103	1	1	0
OS06G0152100	TRIUR3_14102	65	61	0
OS06G0152200	TRIUR3_30972	34	66	0
OS06G0152200	TRIUR3_33429	29	25	0
OS06G0152300	TRIUR3_02756	62	74	0
OS06G0152400	TRIUR3_02756	45	39	0
OS06G0152800	TRIUR3_02750	21	75	1
OS06G0153200	TRIUR3_21543	75	90	1
OS06G0153600	TRIUR3_14978	9	12	1
OS06G0153600	TRIUR3_30813	22	26	1
OS06G0153800	TRIUR3_14979	71	87	1
OS06G0153900	TRIUR3_12536	36	47	1
OS06G0154200	TRIUR3_12537	32	76	1
OS06G0154900	TRIUR3_12919	39	34	1
OS06G0155300	TRIUR3_12918	72	78	1
OS06G0155400	TRIUR3_34023	22	7	1
OS06G0155900	TRIUR3_34023	19	13	1
OS06G0156600	TRIUR3_34740	84	84	1
OS06G0156700	TRIUR3_25830	64	66	1
OS06G0156900	TRIUR3_20229	60	79	1
OS06G0157000	TRIUR3_20228	78	77	1
OS06G0157000	TRIUR3_24652	72	39	1
OS06G0157000	TRIUR3_24653	72	64	1
OS06G0157500	TRIUR3_35020	35	71	1
OS06G0157700	TRIUR3_35020	36	74	1
OS06G0157900	TRIUR3_12545	49	32	1
OS06G0157900	TRIUR3_21461	53	52	1
OS06G0158200	TRIUR3_29559	74	35	0
OS06G0158300	TRIUR3_10453	47	67	0
OS06G0158400	TRIUR3_10454	62	62	1
OS06G0158600	TRIUR3_22030	93	77	1
OS06G0158700	TRIUR3_22031	84	88	0
OS06G0158900	TRIUR3_05657	63	81	1
OS06G0158900	TRIUR3_05658	78	77	1
OS06G0158900	TRIUR3_08852	75	79	1
OS06G0158900	TRIUR3_08853	76	81	1
OS06G0158900	TRIUR3_08854	76	78	1
OS06G0158900	TRIUR3_16290	81	77	1
OS06G0158900	TRIUR3_23352	32	76	1
OS06G0158900	TRIUR3_28043	70	82	1
OS06G0159750	TRIUR3_29164	41	30	1
OS06G0159900	TRIUR3_09963	20	18	1
OS06G0160000	TRIUR3_07095	73	79	1
OS06G0160000	TRIUR3_10025	59	55	1
OS06G0160100	TRIUR3_05660	48	98	0
OS06G0160100	TRIUR3_07096	56	98	0
OS06G0160100	TRIUR3_11101	28	94	0
OS06G0160100	TRIUR3_11593	59	60	0
OS06G0160100	TRIUR3_12978	50	97	0
OS06G0160100	TRIUR3_16289	50	98	0
OS06G0160100	TRIUR3_35076	30	82	0
OS06G0160200	TRIUR3_08953	68	70	1
OS06G0160400	TRIUR3_08952	33	75	0
OS06G0160600	TRIUR3_07810	51	56	1
OS06G0160700	TRIUR3_07809	66	78	1
OS06G0161100	TRIUR3_07848	23	36	1
OS06G0161100	TRIUR3_13849	22	30	1
OS06G0161100	TRIUR3_14331	25	36	1
OS06G0161100	TRIUR3_14739	30	37	1
OS06G0161100	TRIUR3_26580	30	40	1
OS06G0161100	TRIUR3_27125	25	38	1
OS06G0161100	TRIUR3_27743	26	35	1
OS06G0161100	TRIUR3_28650	31	40	1
OS06G0161100	TRIUR3_31284	26	32	1
OS06G0161100	TRIUR3_31356	29	38	1
OS06G0161100	TRIUR3_34079	28	38	1
OS06G0161100	TRIUR3_35323	27	31	1
OS06G0161800	TRIUR3_07848	29	35	1
OS06G0161800	TRIUR3_13849	32	33	1
OS06G0161800	TRIUR3_14331	35	38	1
OS06G0161800	TRIUR3_14739	38	36	1
OS06G0161800	TRIUR3_26580	38	39	1
OS06G0161800	TRIUR3_27125	35	41	1
OS06G0161800	TRIUR3_27743	31	32	1
OS06G0161800	TRIUR3_28650	38	37	1
OS06G0161800	TRIUR3_31284	35	34	1
OS06G0161800	TRIUR3_31356	38	39	1
OS06G0161800	TRIUR3_34079	38	39	1
OS06G0161800	TRIUR3_35323	37	32	1
OS06G0161900	TRIUR3_07848	26	31	1
OS06G0161900	TRIUR3_13849	32	33	1
OS06G0161900	TRIUR3_14331	33	35	1
OS06G0161900	TRIUR3_14739	37	35	1
OS06G0161900	TRIUR3_26580	35	36	1
OS06G0161900	TRIUR3_27125	33	38	1
OS06G0161900	TRIUR3_27743	30	31	1
OS06G0161900	TRIUR3_28650	39	39	1
OS06G0161900	TRIUR3_31284	34	32	1
OS06G0161900	TRIUR3_31356	36	36	1
OS06G0161900	TRIUR3_34079	33	33	1
OS06G0161900	TRIUR3_35323	35	30	1
OS06G0162100	TRIUR3_07848	28	35	1
OS06G0162100	TRIUR3_13849	31	34	1
OS06G0162100	TRIUR3_14331	35	39	1
OS06G0162100	TRIUR3_14739	39	38	1
OS06G0162100	TRIUR3_26580	37	40	1
OS06G0162100	TRIUR3_27125	34	42	1
OS06G0162100	TRIUR3_27743	31	34	1
OS06G0162100	TRIUR3_28650	38	40	1
OS06G0162100	TRIUR3_31284	32	32	1
OS06G0162100	TRIUR3_31356	40	43	1
OS06G0162100	TRIUR3_34079	34	37	1
OS06G0162100	TRIUR3_35323	37	34	1
OS06G0162500	TRIUR3_05125	83	85	1
OS06G0162600	TRIUR3_12420	62	76	1
OS06G0162700	TRIUR3_12421	64	65	1
OS06G0162800	TRIUR3_12422	52	59	1
OS06G0162800	TRIUR3_24374	73	73	1
OS06G0163000	TRIUR3_30464	53	63	1
OS06G0163200	TRIUR3_07550	67	78	1
OS06G0163200	TRIUR3_07551	61	76	1
OS06G0163300	TRIUR3_07549	43	66	1
OS06G0163400	TRIUR3_06595	59	80	1
OS06G0163500	TRIUR3_06594	60	60	1
OS06G0163600	TRIUR3_28059	87	18	1
OS06G0163900	TRIUR3_01038	40	9	0
OS06G0163900	TRIUR3_01039	38	14	0
OS06G0163900	TRIUR3_28493	32	28	0
OS06G0164000	TRIUR3_31488	50	44	1
OS06G0164100	TRIUR3_34698	78	89	1
OS06G0164400	TRIUR3_21181	33	39	1
OS06G0164500	TRIUR3_18005	22	49	1
OS06G0164900	TRIUR3_07597	64	69	0
OS06G0164900	TRIUR3_07599	53	70	0
OS06G0164900	TRIUR3_18007	68	69	0
OS06G0165300	TRIUR3_11129	26	24	1
OS06G0165300	TRIUR3_11131	46	35	1
OS06G0165300	TRIUR3_13782	33	23	1
OS06G0165300	TRIUR3_13783	44	24	1
OS06G0165300	TRIUR3_16885	50	34	1
OS06G0165300	TRIUR3_16887	27	18	1
OS06G0165300	TRIUR3_16888	26	23	1
OS06G0165300	TRIUR3_27941	46	26	1
OS06G0165300	TRIUR3_33127	4	5	1
OS06G0165600	TRIUR3_21819	25	33	0
OS06G0165600	TRIUR3_29805	26	29	0
OS06G0165800	TRIUR3_35073	87	79	1
OS06G0166100	TRIUR3_03719	77	81	1
OS06G0166200	TRIUR3_26935	53	52	1
OS06G0166500	TRIUR3_08921	26	59	1
OS06G0166500	TRIUR3_08923	34	61	1
OS06G0166500	TRIUR3_27315	44	44	1
OS06G0166900	TRIUR3_20335	77	58	1
OS06G0167000	TRIUR3_06103	11	69	0
OS06G0167000	TRIUR3_09332	97	46	0
OS06G0167000	TRIUR3_17199	19	64	0
OS06G0167000	TRIUR3_33964	98	47	0
OS06G0167100	TRIUR3_29535	80	89	1
OS06G0168000	TRIUR3_20796	60	71	1
OS06G0168400	TRIUR3_06265	54	53	1
OS06G0168500	TRIUR3_12376	81	80	1
OS06G0168600	TRIUR3_22748	92	88	1
OS06G0168700	TRIUR3_09440	36	72	1
OS06G0168800	TRIUR3_09441	76	75	1
OS06G0169001	TRIUR3_08601	40	29	1
OS06G0169900	TRIUR3_08601	42	31	1
OS06G0170500	TRIUR3_21631	74	74	0
OS06G0171600	TRIUR3_07849	30	11	1
OS06G0171700	TRIUR3_07850	84	84	1
OS06G0171800	TRIUR3_07851	68	73	1
OS06G0171900	TRIUR3_04962	70	56	1
OS06G0172000	TRIUR3_14313	58	90	1
OS06G0172200	TRIUR3_14314	43	81	1
OS06G0172600	TRIUR3_09756	97	97	1
OS06G0172800	TRIUR3_31778	17	58	1
OS06G0173000	TRIUR3_25755	51	58	1
OS06G0173100	TRIUR3_20702	89	75	0
OS06G0174300	TRIUR3_33201	60	94	1
OS06G0174400	TRIUR3_31131	89	63	1
OS06G0174800	TRIUR3_11129	27	46	1
OS06G0174800	TRIUR3_11131	31	43	1
OS06G0174800	TRIUR3_13782	32	42	1
OS06G0174800	TRIUR3_13783	33	33	1
OS06G0174800	TRIUR3_16885	38	48	1
OS06G0174800	TRIUR3_16887	30	37	1
OS06G0174800	TRIUR3_16888	27	44	1
OS06G0174800	TRIUR3_27941	41	43	1
OS06G0174800	TRIUR3_33127	14	31	1
OS06G0174900	TRIUR3_13781	26	39	1
OS06G0175400	TRIUR3_13319	18	19	1
OS06G0175500	TRIUR3_11566	73	71	1
OS06G0175800	TRIUR3_11564	73	69	1
OS06G0175900	TRIUR3_26919	72	34	1
OS06G0176100	TRIUR3_09707	6	8	0
OS06G0176200	TRIUR3_09705	69	72	1
OS06G0176300	TRIUR3_05112	58	49	0
OS06G0176300	TRIUR3_06547	51	46	0
OS06G0176300	TRIUR3_18308	51	46	0
OS06G0176650	TRIUR3_23918	31	53	1
OS06G0176650	TRIUR3_23919	29	47	1
OS06G0176700	TRIUR3_02581	51	53	1
OS06G0176700	TRIUR3_08366	60	63	1
OS06G0176700	TRIUR3_11701	60	63	1
OS06G0176700	TRIUR3_18366	60	63	1
OS06G0176700	TRIUR3_21888	61	24	1
OS06G0176850	TRIUR3_30257	33	12	0
OS06G0176900	TRIUR3_11564	87	66	1
OS06G0177000	TRIUR3_26919	72	34	1
OS06G0177200	TRIUR3_09707	6	8	0
OS06G0177300	TRIUR3_09705	69	72	1
OS06G0177600	TRIUR3_05112	58	49	0
OS06G0177600	TRIUR3_06547	51	46	0
OS06G0177600	TRIUR3_18308	51	46	0
OS06G0178450	TRIUR3_23918	31	53	1
OS06G0178450	TRIUR3_23919	29	47	1
OS06G0178500	TRIUR3_02581	51	53	1
OS06G0178500	TRIUR3_08366	60	63	1
OS06G0178500	TRIUR3_11701	60	63	1
OS06G0178500	TRIUR3_18366	60	63	1
OS06G0178500	TRIUR3_21888	61	24	1
OS06G0178650	TRIUR3_30257	33	12	0
OS06G0178700	TRIUR3_11301	69	68	1
OS06G0178700	TRIUR3_15189	70	54	1
OS06G0178700	TRIUR3_24235	69	68	1
OS06G0178900	TRIUR3_01879	91	91	1
OS06G0179050	TRIUR3_01882	56	57	1
OS06G0179200	TRIUR3_01886	61	56	1
OS06G0179200	TRIUR3_22471	62	83	1
OS06G0179500	TRIUR3_13281	45	46	1
OS06G0179500	TRIUR3_33500	27	61	1
OS06G0179700	TRIUR3_08133	64	81	1
OS06G0179800	TRIUR3_14536	49	33	0
OS06G0179800	TRIUR3_27722	45	35	0
OS06G0179900	TRIUR3_14829	56	82	1
OS06G0180000	TRIUR3_14828	78	85	1
OS06G0181100	TRIUR3_09408	13	6	1
OS06G0181200	TRIUR3_09408	61	28	1
OS06G0181300	TRIUR3_09409	21	31	1
OS06G0181400	TRIUR3_09410	16	63	1
OS06G0181500	TRIUR3_09411	46	75	1
OS06G0181566	TRIUR3_17747	90	61	0
OS06G0181566	TRIUR3_25004	78	35	0
OS06G0181700	TRIUR3_25005	51	53	0
OS06G0182300	TRIUR3_01115	91	42	1
OS06G0182400	TRIUR3_01113	69	78	1
OS06G0182500	TRIUR3_12237	84	75	1
OS06G0183100	TRIUR3_25968	55	59	1
OS06G0183100	TRIUR3_26858	50	60	1
OS06G0183100	TRIUR3_28229	51	59	1
OS06G0183200	TRIUR3_02861	59	54	1
OS06G0183200	TRIUR3_25969	46	36	1
OS06G0183700	TRIUR3_09531	49	35	1
OS06G0183900	TRIUR3_20087	60	86	1
OS06G0184000	TRIUR3_33471	19	56	1
OS06G0184100	TRIUR3_01872	66	78	1
OS06G0184100	TRIUR3_17764	67	79	1
OS06G0184200	TRIUR3_17762	24	34	1
OS06G0184300	TRIUR3_28354	46	44	1
OS06G0184400	TRIUR3_08982	75	35	1
OS06G0184500	TRIUR3_27928	54	67	1
OS06G0184600	TRIUR3_29180	18	11	1
OS06G0184766	TRIUR3_07657	31	8	0
OS06G0184766	TRIUR3_10167	30	25	0
OS06G0184766	TRIUR3_24715	30	15	0
OS06G0184766	TRIUR3_32079	11	39	0
OS06G0184800	TRIUR3_02885	76	76	1
OS06G0184866	TRIUR3_02888	38	78	1
OS06G0185700	TRIUR3_07830	69	73	1
OS06G0185800	TRIUR3_07829	72	83	1
OS06G0185900	TRIUR3_07828	59	60	1
OS06G0186100	TRIUR3_04951	60	62	1
OS06G0186100	TRIUR3_07827	40	62	1
OS06G0186300	TRIUR3_29238	69	65	0
OS06G0186400	TRIUR3_27270	68	86	1
OS06G0186600	TRIUR3_33455	76	56	1
OS06G0186900	TRIUR3_12804	84	92	0
OS06G0187900	TRIUR3_12826	73	71	1
OS06G0188000	TRIUR3_12825	84	30	1
OS06G0188100	TRIUR3_12824	80	87	1
OS06G0188600	TRIUR3_17609	34	39	1
OS06G0188600	TRIUR3_19810	40	42	1
OS06G0188600	TRIUR3_19848	38	40	1
OS06G0188600	TRIUR3_22006	19	46	1
OS06G0188600	TRIUR3_29594	37	39	1
OS06G0188700	TRIUR3_17609	39	47	1
OS06G0188700	TRIUR3_19810	47	52	1
OS06G0188700	TRIUR3_19848	47	51	1
OS06G0188700	TRIUR3_22006	18	46	1
OS06G0188700	TRIUR3_29594	46	51	1
OS06G0190500	TRIUR3_05469	54	53	1
OS06G0190700	TRIUR3_05469	57	57	1
OS06G0190800	TRIUR3_16226	62	59	1
OS06G0191200	TRIUR3_05470	70	82	0
OS06G0191200	TRIUR3_35384	15	83	0
OS06G0191700	TRIUR3_05472	51	58	0
OS06G0191800	TRIUR3_05472	52	65	0
OS06G0192100	TRIUR3_13686	38	46	0
OS06G0192500	TRIUR3_20828	91	54	1
OS06G0192600	TRIUR3_20829	93	98	1
OS06G0192900	TRIUR3_29285	52	71	1
OS06G0193000	TRIUR3_27038	83	85	1
OS06G0193400	TRIUR3_33956	56	62	1
OS06G0194000	TRIUR3_28474	46	53	1
OS06G0194200	TRIUR3_11126	41	22	1
OS06G0194400	TRIUR3_05541	29	21	0
OS06G0194400	TRIUR3_05542	37	21	0
OS06G0194400	TRIUR3_05543	16	74	0
OS06G0194400	TRIUR3_05544	29	25	0
OS06G0194400	TRIUR3_10947	49	51	0
OS06G0194400	TRIUR3_12102	46	31	0
OS06G0194400	TRIUR3_12103	46	47	0
OS06G0194400	TRIUR3_19833	46	44	0
OS06G0194400	TRIUR3_21664	36	35	0
OS06G0194900	TRIUR3_31258	92	90	1
OS06G0195600	TRIUR3_31549	69	65	1
OS06G0195800	TRIUR3_20932	39	28	0
OS06G0195900	TRIUR3_07876	82	34	1
OS06G0195900	TRIUR3_12328	75	33	1
OS06G0196200	TRIUR3_07874	35	37	1
OS06G0196300	TRIUR3_07872	33	57	1
OS06G0196300	TRIUR3_07873	45	43	1
OS06G0196500	TRIUR3_18462	16	29	1
OS06G0196600	TRIUR3_18463	63	92	1
OS06G0196700	TRIUR3_33045	78	25	1
OS06G0196900	TRIUR3_08757	25	72	1
OS06G0196900	TRIUR3_08758	80	82	1
OS06G0196900	TRIUR3_25594	17	48	1
OS06G0197550	TRIUR3_08757	18	26	1
OS06G0197550	TRIUR3_08758	57	28	1
OS06G0197550	TRIUR3_25594	14	19	1
OS06G0197575	TRIUR3_08757	73	37	1
OS06G0197575	TRIUR3_08758	89	16	1
OS06G0197575	TRIUR3_25594	0	0	1
OS06G0198100	TRIUR3_03456	54	17	1
OS06G0198500	TRIUR3_11513	51	88	1
OS06G0198500	TRIUR3_11514	52	72	1
OS06G0198600	TRIUR3_11513	78	82	1
OS06G0198600	TRIUR3_11514	69	58	1
OS06G0198700	TRIUR3_11512	77	77	1
OS06G0198800	TRIUR3_11912	80	28	1
OS06G0198800	TRIUR3_28885	55	45	1
OS06G0198900	TRIUR3_04302	46	66	0
OS06G0199100	TRIUR3_04301	61	80	1
OS06G0199200	TRIUR3_24447	79	80	1
OS06G0199500	TRIUR3_25789	80	75	1
OS06G0199800	TRIUR3_17411	44	81	1
OS06G0199800	TRIUR3_25788	37	58	1
OS06G0203500	TRIUR3_17802	62	41	1
OS06G0203600	TRIUR3_31008	64	58	1
OS06G0203700	TRIUR3_31782	51	50	1
OS06G0203800	TRIUR3_30841	83	88	0
OS06G0204100	TRIUR3_32663	24	24	1
OS06G0204400	TRIUR3_29109	44	84	0
OS06G0204800	TRIUR3_30418	60	53	1
OS06G0205000	TRIUR3_33684	47	53	1
OS06G0205600	TRIUR3_17830	59	81	1
OS06G0206000	TRIUR3_09954	56	75	1
OS06G0206100	TRIUR3_09953	54	59	1
OS06G0206200	TRIUR3_09952	88	88	1
OS06G0206700	TRIUR3_28188	31	13	1
OS06G0207000	TRIUR3_19900	66	73	1
OS06G0207200	TRIUR3_30099	60	63	1
OS06G0207500	TRIUR3_19587	47	46	1
OS06G0208200	TRIUR3_25102	52	52	1
OS06G0208951	TRIUR3_18914	35	41	1
OS06G0209100	TRIUR3_04031	41	41	0
OS06G0209100	TRIUR3_15200	43	46	0
OS06G0209100	TRIUR3_30824	41	26	0
OS06G0209300	TRIUR3_20472	48	20	1
OS06G0209400	TRIUR3_15001	56	77	1
OS06G0210000	TRIUR3_22236	66	63	1
OS06G0210100	TRIUR3_14806	69	69	1
OS06G0210200	TRIUR3_14804	30	74	1
OS06G0210200	TRIUR3_14805	44	73	1
OS06G0210500	TRIUR3_26345	74	87	0
OS06G0210500	TRIUR3_30422	14	77	0
OS06G0210900	TRIUR3_19252	52	69	1
OS06G0210900	TRIUR3_24069	55	62	1
OS06G0211200	TRIUR3_23754	39	69	1
OS06G0211600	TRIUR3_23755	58	71	1
OS06G0212400	TRIUR3_01172	60	63	0
OS06G0212500	TRIUR3_12018	64	71	1
OS06G0212600	TRIUR3_17934	67	56	1
OS06G0212600	TRIUR3_33652	37	49	1
OS06G0213700	TRIUR3_28943	31	38	0
OS06G0214900	TRIUR3_06181	78	81	1
OS06G0215200	TRIUR3_26367	80	70	1
OS06G0215300	TRIUR3_04094	72	81	0
OS06G0215300	TRIUR3_23101	73	72	0
OS06G0215300	TRIUR3_28299	69	61	0
OS06G0215400	TRIUR3_32543	72	70	1
OS06G0215500	TRIUR3_22047	68	66	1
OS06G0215500	TRIUR3_22552	69	70	1
OS06G0215600	TRIUR3_22047	68	64	1
OS06G0215600	TRIUR3_22552	70	68	1
OS06G0215900	TRIUR3_22047	76	73	1
OS06G0215900	TRIUR3_22552	77	76	1
OS06G0216000	TRIUR3_22047	68	22	1
OS06G0216000	TRIUR3_22552	67	22	1
OS06G0216200	TRIUR3_22047	80	75	1
OS06G0216200	TRIUR3_22552	79	77	1
OS06G0216300	TRIUR3_02251	51	21	0
OS06G0216300	TRIUR3_04452	49	16	0
OS06G0216300	TRIUR3_21036	46	19	0
OS06G0216400	TRIUR3_22553	27	72	1
OS06G0216700	TRIUR3_03221	77	78	0
OS06G0216800	TRIUR3_03220	72	89	1
OS06G0217300	TRIUR3_03219	83	77	1
OS06G0217500	TRIUR3_19155	52	59	1
OS06G0217700	TRIUR3_03225	34	44	1
OS06G0218000	TRIUR3_25025	16	37	1
OS06G0218100	TRIUR3_30297	81	22	1
OS06G0218200	TRIUR3_05178	9	7	0
OS06G0218200	TRIUR3_22921	0	0	0
OS06G0218500	TRIUR3_10616	40	62	1
OS06G0218500	TRIUR3_10617	16	66	1
OS06G0218900	TRIUR3_27115	61	25	1
OS06G0219400	TRIUR3_20101	80	59	1
OS06G0219500	TRIUR3_20100	26	27	1
OS06G0219500	TRIUR3_20772	23	31	1
OS06G0219500	TRIUR3_20773	28	51	1
OS06G0219500	TRIUR3_27566	17	31	1
OS06G0219500	TRIUR3_29268	28	42	1
OS06G0219500	TRIUR3_32833	25	57	1
OS06G0219500	TRIUR3_33240	29	43	1
OS06G0219500	TRIUR3_34013	28	45	1
OS06G0219500	TRIUR3_34423	25	61	1
OS06G0219600	TRIUR3_14296	80	85	1
OS06G0219700	TRIUR3_23736	68	65	0
OS06G0219800	TRIUR3_14294	46	93	1
OS06G0220600	TRIUR3_18546	39	45	0
OS06G0220900	TRIUR3_11016	36	52	1
OS06G0221000	TRIUR3_03304	59	59	1
OS06G0221100	TRIUR3_03305	76	73	1
OS06G0221200	TRIUR3_03306	86	87	1
OS06G0222800	TRIUR3_15346	52	62	1
OS06G0222900	TRIUR3_15345	35	72	1
OS06G0223200	TRIUR3_21336	60	29	1
OS06G0223700	TRIUR3_06792	48	81	1
OS06G0223800	TRIUR3_31824	92	45	0
OS06G0224000	TRIUR3_31458	42	48	1
OS06G0224100	TRIUR3_17073	29	21	1
OS06G0224200	TRIUR3_12105	79	73	1
OS06G0224500	TRIUR3_12107	52	48	1
OS06G0224650	TRIUR3_12107	49	47	1
OS06G0224900	TRIUR3_11262	54	58	1
OS06G0225000	TRIUR3_09936	71	77	0
OS06G0225100	TRIUR3_07705	64	57	1
OS06G0225200	TRIUR3_12107	48	45	1
OS06G0225350	TRIUR3_04347	43	54	1
OS06G0225400	TRIUR3_26195	51	39	1
OS06G0225800	TRIUR3_24527	75	81	1
OS06G0225900	TRIUR3_33936	26	13	1
OS06G0225900	TRIUR3_34702	65	93	1
OS06G0226000	TRIUR3_09198	61	45	0
OS06G0226000	TRIUR3_10237	61	44	0
OS06G0226000	TRIUR3_10238	54	56	0
OS06G0226000	TRIUR3_10342	61	48	0
OS06G0226050	TRIUR3_08601	39	30	1
OS06G0226500	TRIUR3_18508	83	82	1
OS06G0226950	TRIUR3_22184	71	70	1
OS06G0227200	TRIUR3_22185	45	45	1
OS06G0227250	TRIUR3_33097	42	85	1
OS06G0228500	TRIUR3_24562	75	72	1
OS06G0228600	TRIUR3_23826	61	73	0
OS06G0228600	TRIUR3_25238	60	66	0
OS06G0228600	TRIUR3_33417	49	70	0
OS06G0228900	TRIUR3_19503	65	44	1
OS06G0229000	TRIUR3_19502	84	43	1
OS06G0229066	TRIUR3_19502	32	43	1
OS06G0229200	TRIUR3_33894	88	88	1
OS06G0229300	TRIUR3_12195	46	33	1
OS06G0229800	TRIUR3_14117	45	62	1
OS06G0229900	TRIUR3_14118	58	71	1
OS06G0230100	TRIUR3_28392	49	68	1
OS06G0231300	TRIUR3_16039	45	71	1
OS06G0231300	TRIUR3_18596	42	77	1
OS06G0231300	TRIUR3_28228	72	61	1
OS06G0231600	TRIUR3_18661	59	31	1
OS06G0232100	TRIUR3_08565	45	29	1
OS06G0232350	TRIUR3_21049	18	81	1
OS06G0232600	TRIUR3_30693	64	69	1
OS06G0233400	TRIUR3_30999	92	55	1
OS06G0233800	TRIUR3_27811	51	71	1
OS06G0234100	TRIUR3_21322	68	84	1
OS06G0234200	TRIUR3_21323	86	77	1
OS06G0234600	TRIUR3_17928	31	38	1
OS06G0234800	TRIUR3_17929	45	17	1
OS06G0235200	TRIUR3_26294	49	64	1
OS06G0235300	TRIUR3_24760	76	53	1
OS06G0235400	TRIUR3_24760	0	0	1
OS06G0235800	TRIUR3_26295	31	60	1
OS06G0235900	TRIUR3_19679	54	22	1
OS06G0237200	TRIUR3_09557	77	77	1
OS06G0237300	TRIUR3_09556	48	51	1
OS06G0237400	TRIUR3_08110	50	60	1
OS06G0237400	TRIUR3_12930	58	62	1
OS06G0237502	TRIUR3_12931	66	52	1
OS06G0237900	TRIUR3_29041	1	1	0
OS06G0238300	TRIUR3_25605	53	55	1
OS06G0238700	TRIUR3_33145	64	51	1
OS06G0239000	TRIUR3_18655	80	32	1
OS06G0239200	TRIUR3_24608	59	61	1
OS06G0239300	TRIUR3_24609	69	67	1
OS06G0239500	TRIUR3_24609	72	70	1
OS06G0239700	TRIUR3_15826	44	69	1
OS06G0239700	TRIUR3_34441	56	61	1
OS06G0241100	TRIUR3_08301	39	62	1
OS06G0241100	TRIUR3_11668	55	60	1
OS06G0241100	TRIUR3_29533	51	68	1
OS06G0241400	TRIUR3_18771	57	47	0
OS06G0241400	TRIUR3_21305	54	54	0
OS06G0242000	TRIUR3_18771	55	43	0
OS06G0242000	TRIUR3_21305	54	51	0
OS06G0242600	TRIUR3_15398	3	10	0
OS06G0242600	TRIUR3_15399	43	35	0
OS06G0242600	TRIUR3_15546	44	37	0
OS06G0242600	TRIUR3_15547	44	37	0
OS06G0242700	TRIUR3_18771	55	21	0
OS06G0242700	TRIUR3_21305	54	25	0
OS06G0243300	TRIUR3_13804	44	11	1
OS06G0244100	TRIUR3_19678	59	53	1
OS06G0244200	TRIUR3_19679	65	27	1
OS06G0244700	TRIUR3_16378	56	56	1
OS06G0245600	TRIUR3_21861	18	21	1
OS06G0245700	TRIUR3_16376	86	77	1
OS06G0245800	TRIUR3_14369	60	17	0
OS06G0245900	TRIUR3_19744	60	71	1
OS06G0246500	TRIUR3_04024	42	94	1
OS06G0247500	TRIUR3_27342	74	77	1
OS06G0247500	TRIUR3_34921	17	66	1
OS06G0248200	TRIUR3_31508	46	33	1
OS06G0248400	TRIUR3_07300	43	46	1
OS06G0249500	TRIUR3_02205	71	71	1
OS06G0249500	TRIUR3_15816	10	52	1
OS06G0250600	TRIUR3_02201	75	79	1
OS06G0250600	TRIUR3_02202	66	78	1
OS06G0250600	TRIUR3_02204	65	59	1
OS06G0251000	TRIUR3_22013	74	19	0
OS06G0251700	TRIUR3_07011	80	62	1
OS06G0252300	TRIUR3_08913	78	70	1
OS06G0252300	TRIUR3_19801	82	74	1
OS06G0252800	TRIUR3_15552	29	32	1
OS06G0253100	TRIUR3_16866	82	86	1
OS06G0254300	TRIUR3_11577	58	47	1
OS06G0254300	TRIUR3_30394	65	67	1
OS06G0254600	TRIUR3_11577	57	46	1
OS06G0254600	TRIUR3_30394	65	67	1
OS06G0254700	TRIUR3_15923	40	64	1
OS06G0254700	TRIUR3_30363	67	62	1
OS06G0254700	TRIUR3_31462	34	50	1
OS06G0255100	TRIUR3_14014	44	78	1
OS06G0255100	TRIUR3_15925	37	80	1
OS06G0255200	TRIUR3_29590	71	15	1
OS06G0255400	TRIUR3_12851	36	32	1
OS06G0255700	TRIUR3_04787	67	41	1
OS06G0255700	TRIUR3_23294	68	63	1
OS06G0256000	TRIUR3_22055	60	28	1
OS06G0256200	TRIUR3_22054	58	64	1
OS06G0256500	TRIUR3_04725	86	90	1
OS06G0256500	TRIUR3_23715	18	82	1
OS06G0256500	TRIUR3_27737	35	82	1
OS06G0257450	TRIUR3_35293	66	92	0
OS06G0257600	TRIUR3_07776	71	65	1
OS06G0258900	TRIUR3_07773	65	87	0
OS06G0259000	TRIUR3_07772	68	26	1
OS06G0260250	TRIUR3_24041	62	65	1
OS06G0260500	TRIUR3_33845	71	73	1
OS06G0262800	TRIUR3_02818	70	68	1
OS06G0262800	TRIUR3_13981	71	77	1
OS06G0262800	TRIUR3_21666	58	77	1
OS06G0262800	TRIUR3_24040	69	82	1
