Gene stable ID	Amborella trichopoda gene stable ID	% identity	Amborella trichopoda % identity	Orthology confidence [0 low, 1 high]
OS06G0367900	AMTR_s00303p00010520	21	87	1
OS06G0468400	AMTR_s00030p00103480	30	15	1
OS06G0470000	AMTR_s00007p00251750	27	34	0
OS06G0470800	AMTR_s00020p00243160	57	24	1
OS06G0471100	AMTR_s00020p00243160	25	12	1
OS06G0472200	AMTR_s00011p00230840	63	68	1
OS06G0472200	AMTR_s00018p00144420	34	67	1
OS06G0472400	AMTR_s00011p00175100	65	69	0
OS06G0473100	AMTR_s00032p00150820	59	44	1
OS06G0473100	AMTR_s00166p00020060	59	44	1
OS06G0473200	AMTR_s00083p00130670	73	50	1
OS06G0474200	AMTR_s00085p00047010	64	67	1
OS06G0474300	AMTR_s00057p00202850	56	58	1
OS06G0474500	AMTR_s00085p00068720	22	70	1
OS06G0474500	AMTR_s00085p00068770	32	57	1
OS06G0474866	AMTR_s00085p00105120	83	5	1
OS06G0475400	AMTR_s00006p00157810	27	33	1
OS06G0475400	AMTR_s00006p00165990	28	32	1
OS06G0476200	AMTR_s00106p00039260	59	55	1
OS06G0479400	AMTR_s00011p00230840	53	37	1
OS06G0479400	AMTR_s00018p00144420	25	32	1
OS06G0480000	AMTR_s00011p00243990	28	26	1
OS06G0481900	AMTR_s00058p00202240	14	31	1
OS06G0482200	AMTR_s00085p00045440	53	60	1
OS06G0483200	AMTR_s00025p00210690	53	14	0
OS06G0483900	AMTR_s00011p00262800	41	36	1
OS06G0484500	AMTR_s00007p00182110	34	42	1
OS06G0484950	AMTR_s00006p00243540	14	23	1
OS06G0485100	AMTR_s00011p00262800	52	51	1
OS06G0486000	AMTR_s00058p00199870	43	39	1
OS06G0486300	AMTR_s00044p00120330	27	36	1
OS06G0486400	AMTR_s00058p00198540	45	62	1
OS06G0486800	AMTR_s00058p00174910	81	80	0
OS06G0486900	AMTR_s00058p00174910	77	76	0
OS06G0487900	AMTR_s00058p00168420	31	29	1
OS06G0488600	AMTR_s00058p00160670	63	17	1
OS06G0489200	AMTR_s00050p00190920	45	40	1
OS06G0489500	AMTR_s00029p00211750	16	22	1
OS06G0492000	AMTR_s00101p00031340	29	10	1
OS06G0492700	AMTR_s00045p00194200	32	37	1
OS06G0493600	AMTR_s00024p00253180	62	66	1
OS06G0493801	AMTR_s00017p00201310	28	32	0
OS06G0494100	AMTR_s00078p00034300	55	57	1
OS06G0494400	AMTR_s00016p00194610	54	54	1
OS06G0495100	AMTR_s00016p00194610	52	15	1
OS06G0495500	AMTR_s00016p00194610	55	54	1
OS06G0495700	AMTR_s00024p00251060	42	35	1
OS06G0496000	AMTR_s00011p00261970	32	41	0
OS06G0496000	AMTR_s00024p00250820	39	45	0
OS06G0496400	AMTR_s00024p00250370	24	22	1
OS06G0496800	AMTR_s00043p00100060	47	31	1
OS06G0497200	AMTR_s00028p00116810	22	37	0
OS06G0497200	AMTR_s00039p00172950	25	30	0
OS06G0497200	AMTR_s00047p00229550	14	31	0
OS06G0497200	AMTR_s00166p00058240	31	29	0
OS06G0497200	AMTR_s00174p00032480	31	32	0
OS06G0497200	AMTR_s00181p00022280	22	30	0
OS06G0497200	AMTR_s00181p00023870	27	29	0
OS06G0497200	AMTR_s01717p00007060	32	30	0
OS06G0497200	AMTR_s03082p00000960	32	34	0
OS06G0497200	AMTR_s04578p00001390	23	30	0
OS06G0497350	AMTR_s00028p00116390	37	51	1
OS06G0498400	AMTR_s00085p00105120	64	66	1
OS06G0498500	AMTR_s00032p00071070	49	50	1
OS06G0498800	AMTR_s00024p00249400	63	63	1
OS06G0498900	AMTR_s00003p00268300	52	53	0
OS06G0498900	AMTR_s00006p00036530	44	57	0
OS06G0498900	AMTR_s00147p00081250	32	56	0
OS06G0499000	AMTR_s00147p00073200	26	15	1
OS06G0499100	AMTR_s00147p00067470	20	29	1
OS06G0499301	AMTR_s00037p00138240	34	34	0
OS06G0499900	AMTR_s00040p00233740	61	64	1
OS06G0502800	AMTR_s00087p00092870	11	7	0
OS06G0502900	AMTR_s00002p00135750	49	54	1
OS06G0503100	AMTR_s00075p00150250	56	45	1
OS06G0503400	AMTR_s00017p00194840	46	42	1
OS06G0503900	AMTR_s00018p00223830	17	30	1
OS06G0503900	AMTR_s00030p00236350	28	29	1
OS06G0503900	AMTR_s00030p00236940	28	29	1
OS06G0504100	AMTR_s00050p00225320	28	24	1
OS06G0504100	AMTR_s00050p00225750	13	16	1
OS06G0504100	AMTR_s00159p00052170	26	26	1
OS06G0504100	AMTR_s00159p00052500	18	24	1
OS06G0504100	AMTR_s00159p00052830	26	26	1
OS06G0504900	AMTR_s00053p00025460	29	34	1
OS06G0505100	AMTR_s00010p00042520	0	0	1
OS06G0505302	AMTR_s00010p00042520	14	44	1
OS06G0505400	AMTR_s00002p00243710	15	60	1
OS06G0505400	AMTR_s00002p00243720	20	73	1
OS06G0505400	AMTR_s00064p00048070	31	58	1
OS06G0505400	AMTR_s00064p00048290	48	67	1
OS06G0506000	AMTR_s00097p00149320	38	35	1
OS06G0506100	AMTR_s00045p00048330	38	49	1
OS06G0506200	AMTR_s00148p00057680	78	56	0
OS06G0507400	AMTR_s00016p00163270	7	26	0
OS06G0507400	AMTR_s00030p00030100	14	31	0
OS06G0507400	AMTR_s00063p00125100	13	37	0
OS06G0507400	AMTR_s00075p00054260	37	70	0
OS06G0507400	AMTR_s00116p00102270	11	27	0
OS06G0507400	AMTR_s00116p00105540	16	30	0
OS06G0507400	AMTR_s00116p00111830	13	32	0
OS06G0507400	AMTR_s00116p00129050	17	30	0
OS06G0507400	AMTR_s00116p00130490	15	31	0
OS06G0507400	AMTR_s00116p00131680	14	30	0
OS06G0507400	AMTR_s00116p00138800	12	25	0
OS06G0507400	AMTR_s00116p00144040	24	50	0
OS06G0507900	AMTR_s00097p00116930	22	10	1
OS06G0509600	AMTR_s00059p00207430	38	40	1
OS06G0520600	AMTR_s00009p00164260	5	15	0
OS06G0520600	AMTR_s00009p00164690	16	18	0
OS06G0521200	AMTR_s00170p00037010	32	34	0
OS06G0521300	AMTR_s00077p00180520	21	31	1
OS06G0521400	AMTR_s00170p00037010	41	43	0
OS06G0521500	AMTR_s00170p00037010	37	39	0
OS06G0521900	AMTR_s00077p00016660	22	25	0
OS06G0521900	AMTR_s00077p00020210	23	25	0
OS06G0522100	AMTR_s00077p00016660	33	24	0
OS06G0522100	AMTR_s00077p00020210	33	24	0
OS06G0522300	AMTR_s00170p00037010	41	44	0
OS06G0523100	AMTR_s00075p00169840	54	41	1
OS06G0523400	AMTR_s00045p00059360	78	75	0
OS06G0523900	AMTR_s00012p00234420	62	61	1
OS06G0524300	AMTR_s00077p00122770	22	18	1
OS06G0524300	AMTR_s00093p00037120	30	23	1
OS06G0524400	AMTR_s00093p00042400	49	47	1
OS06G0525200	AMTR_s00015p00245820	23	23	1
OS06G0526100	AMTR_s00015p00239460	30	38	1
OS06G0526400	AMTR_s00107p00103680	53	57	0
OS06G0526466	AMTR_s00107p00103680	30	23	0
OS06G0526600	AMTR_s00107p00082420	76	26	1
OS06G0526700	AMTR_s00309p00013120	48	51	1
OS06G0526800	AMTR_s00309p00013120	51	50	1
OS06G0527100	AMTR_s00053p00015490	59	58	1
OS06G0527300	AMTR_s00053p00015490	43	18	1
OS06G0527800	AMTR_s00107p00103680	54	61	0
OS06G0528300	AMTR_s00107p00103680	52	59	0
OS06G0528600	AMTR_s00159p00023000	64	71	1
OS06G0528700	AMTR_s00177p00056520	12	50	0
OS06G0528700	AMTR_s00177p00059450	42	52	0
OS06G0529800	AMTR_s00021p00250860	60	55	1
OS06G0530300	AMTR_s00068p00201560	37	25	1
OS06G0530400	AMTR_s00068p00207380	63	38	1
OS06G0530700	AMTR_s00032p00237240	37	46	0
OS06G0531000	AMTR_s00058p00220600	43	51	1
OS06G0531200	AMTR_s00021p00099040	67	62	1
OS06G0531400	AMTR_s00021p00120690	42	43	1
OS06G0531400	AMTR_s00021p00122990	46	40	1
OS06G0535100	AMTR_s00002p00225030	52	46	1
OS06G0535300	AMTR_s00057p00136560	34	32	1
OS06G0535333	AMTR_s00106p00144960	63	22	1
OS06G0537700	AMTR_s00021p00163410	31	37	1
OS06G0538000	AMTR_s00058p00176500	87	87	1
OS06G0538200	AMTR_s00021p00169740	17	23	1
OS06G0538900	AMTR_s00141p00112420	38	50	1
OS06G0539400	AMTR_s00035p00052900	56	57	0
OS06G0539500	AMTR_s00089p00027750	26	28	1
OS06G0539500	AMTR_s00092p00019210	29	32	1
OS06G0539500	AMTR_s00092p00019850	29	32	1
OS06G0539500	AMTR_s00092p00020690	26	28	1
OS06G0539500	AMTR_s00092p00021420	28	31	1
OS06G0539500	AMTR_s00162p00083730	20	28	1
OS06G0542200	AMTR_s00021p00070600	61	53	1
OS06G0542300	AMTR_s00021p00044980	34	32	0
OS06G0542300	AMTR_s00076p00095550	26	35	0
OS06G0543200	AMTR_s00021p00013790	25	29	1
OS06G0544100	AMTR_s00130p00107330	22	29	1
OS06G0544100	AMTR_s00130p00108100	14	48	1
OS06G0545200	AMTR_s00059p00207430	39	24	1
OS06G0545400	AMTR_s00059p00207430	38	39	1
OS06G0545800	AMTR_s00059p00207430	38	39	1
OS06G0545900	AMTR_s00130p00081820	52	54	1
OS06G0546400	AMTR_s00130p00080480	40	19	1
OS06G0546500	AMTR_s00170p00037010	62	63	0
OS06G0547100	AMTR_s00170p00037010	59	61	0
OS06G0547400	AMTR_s00170p00037010	65	66	0
OS06G0547900	AMTR_s00170p00028260	72	81	1
OS06G0548000	AMTR_s00170p00032930	76	79	1
OS06G0548100	AMTR_s00032p00227150	45	45	0
OS06G0548100	AMTR_s00032p00227420	46	42	0
OS06G0548200	AMTR_s00032p00227150	44	44	0
OS06G0548200	AMTR_s00032p00227420	43	39	0
OS06G0548800	AMTR_s00032p00227150	43	43	0
OS06G0548800	AMTR_s00032p00227420	43	39	0
OS06G0549300	AMTR_s00032p00227150	42	41	0
OS06G0549300	AMTR_s00032p00227420	44	39	0
OS06G0549600	AMTR_s00032p00227150	42	41	0
OS06G0549600	AMTR_s00032p00227420	43	39	0
OS06G0549633	AMTR_s00032p00227150	41	40	0
OS06G0549633	AMTR_s00032p00227420	42	38	0
OS06G0549900	AMTR_s00032p00227150	44	43	0
OS06G0549900	AMTR_s00032p00227420	45	41	0
OS06G0550000	AMTR_s00007p00200160	84	92	0
OS06G0550000	AMTR_s00025p00203150	84	91	0
OS06G0550800	AMTR_s00130p00028330	26	22	1
OS06G0551800	AMTR_s00007p00208590	18	14	0
OS06G0552300	AMTR_s00170p00061300	54	65	1
OS06G0552400	AMTR_s00170p00062530	51	58	0
OS06G0552900	AMTR_s00066p00045830	62	61	1
OS06G0552900	AMTR_s00066p00047030	23	56	1
OS06G0553200	AMTR_s00068p00158450	33	23	1
OS06G0553700	AMTR_s00056p00064760	14	5	1
OS06G0554100	AMTR_s00013p00099260	38	41	1
OS06G0554200	AMTR_s00056p00092670	17	25	0
OS06G0554300	AMTR_s00056p00096870	17	13	1
OS06G0554600	AMTR_s00056p00099370	26	34	1
OS06G0554700	AMTR_s00056p00107210	44	50	1
OS06G0554800	AMTR_s00056p00117010	74	58	0
OS06G0555400	AMTR_s00012p00193110	86	72	0
OS06G0555400	AMTR_s00056p00221450	89	74	0
OS06G0555500	AMTR_s00056p00136230	56	53	0
OS06G0556600	AMTR_s00103p00069180	25	33	1
OS06G0557100	AMTR_s00056p00147890	35	42	1
OS06G0557100	AMTR_s00056p00148740	40	41	1
OS06G0557700	AMTR_s00056p00147890	38	36	1
OS06G0557700	AMTR_s00056p00148740	41	32	1
OS06G0558300	AMTR_s03617p00002910	45	53	1
OS06G0558700	AMTR_s00056p00170310	29	14	1
OS06G0558766	AMTR_s00056p00170310	73	25	1
OS06G0559500	AMTR_s00056p00177520	50	46	1
OS06G0560000	AMTR_s00023p00108990	50	46	1
OS06G0560300	AMTR_s02859p00001300	33	36	1
OS06G0560400	AMTR_s00056p00181790	50	50	1
OS06G0560700	AMTR_s00056p00187630	45	50	1
OS06G0561000	AMTR_s00056p00210540	69	71	1
OS06G0561100	AMTR_s00086p00117060	49	15	1
OS06G0561200	AMTR_s00056p00212110	67	72	1
OS06G0561800	AMTR_s00263p00013420	38	24	0
OS06G0562200	AMTR_s00056p00227590	56	51	1
OS06G0562600	AMTR_s00049p00173980	91	80	1
OS06G0562700	AMTR_s00010p00266660	41	13	0
OS06G0563000	AMTR_s00036p00240130	68	64	1
OS06G0563300	AMTR_s00036p00236520	81	25	1
OS06G0563300	AMTR_s00169p00051950	76	23	1
OS06G0563900	AMTR_s00036p00158260	69	63	1
OS06G0564800	AMTR_s00065p00154640	70	12	1
OS06G0565000	AMTR_s00106p00105070	45	41	1
OS06G0565100	AMTR_s00036p00136810	53	51	0
OS06G0565200	AMTR_s00069p00130920	31	23	1
OS06G0565300	AMTR_s00125p00123750	14	11	1
OS06G0565900	AMTR_s00036p00097210	78	41	1
OS06G0566100	AMTR_s00036p00067000	54	38	1
OS06G0566300	AMTR_s00036p00051770	59	55	1
OS06G0566500	AMTR_s00064p00123160	25	23	1
OS06G0567000	AMTR_s00064p00146140	66	64	1
OS06G0567200	AMTR_s00064p00148730	59	61	0
OS06G0567900	AMTR_s00064p00148730	48	54	0
OS06G0568000	AMTR_s00064p00158680	90	54	0
OS06G0568200	AMTR_s00109p00054710	92	91	1
OS06G0568400	AMTR_s00064p00195900	27	28	1
OS06G0568600	AMTR_s00056p00094740	47	46	1
OS06G0569500	AMTR_s00056p00094740	49	49	1
OS06G0569900	AMTR_s00056p00094740	54	53	1
OS06G0570100	AMTR_s00056p00094740	54	54	1
OS06G0570566	AMTR_s00056p00094740	56	21	1
OS06G0570600	AMTR_s00056p00094740	49	29	1
OS06G0570900	AMTR_s00064p00208400	29	32	1
OS06G0571100	AMTR_s00052p00062950	22	60	1
OS06G0571100	AMTR_s00052p00064740	21	53	1
OS06G0571300	AMTR_s00005p00116160	15	9	1
OS06G0571300	AMTR_s00093p00137720	28	15	1
OS06G0571400	AMTR_s00019p00255470	78	75	0
OS06G0571400	AMTR_s00023p00230860	14	69	0
OS06G0571400	AMTR_s00086p00155150	16	52	0
OS06G0571800	AMTR_s00064p00107710	19	26	1
OS06G0572400	AMTR_s00101p00124120	34	43	1
OS06G0573600	AMTR_s00136p00108810	57	54	1
OS06G0573800	AMTR_s00038p00032640	28	27	1
OS06G0573900	AMTR_s00145p00063010	49	40	1
OS06G0574000	AMTR_s00021p00249570	26	30	1
OS06G0574100	AMTR_s00146p00043700	76	18	1
OS06G0574200	AMTR_s00146p00101260	35	57	1
OS06G0574400	AMTR_s00010p00268170	10	37	1
OS06G0574400	AMTR_s00024p00253680	7	37	1
OS06G0574400	AMTR_s00025p00019900	6	32	1
OS06G0574400	AMTR_s00045p00019160	9	24	1
OS06G0574400	AMTR_s00059p00014910	6	42	1
OS06G0574400	AMTR_s00069p00014970	8	36	1
OS06G0574400	AMTR_s00069p00017960	8	32	1
OS06G0574400	AMTR_s00104p00134460	38	18	1
OS06G0574400	AMTR_s00149p00016080	6	32	1
OS06G0574400	AMTR_s00636p00007380	6	30	1
OS06G0574400	AMTR_s00685p00011140	6	31	1
OS06G0574400	AMTR_s00790p00010560	6	31	1
OS06G0574400	AMTR_s00944p00007630	6	31	1
OS06G0574400	AMTR_s01439p00009620	8	32	1
OS06G0574400	AMTR_s03418p00006100	8	32	1
OS06G0574400	AMTR_s03448p00006040	8	32	1
OS06G0574450	AMTR_s00010p00268170	1	2	1
OS06G0574450	AMTR_s00024p00253680	0	0	1
OS06G0574450	AMTR_s00025p00019900	1	3	1
OS06G0574450	AMTR_s00045p00019160	2	4	1
OS06G0574450	AMTR_s00059p00014910	0	0	1
OS06G0574450	AMTR_s00069p00014970	0	0	1
OS06G0574450	AMTR_s00069p00017960	1	3	1
OS06G0574450	AMTR_s00104p00134460	34	10	1
OS06G0574450	AMTR_s00149p00016080	1	3	1
OS06G0574450	AMTR_s00636p00007380	1	3	1
OS06G0574450	AMTR_s00685p00011140	1	3	1
OS06G0574450	AMTR_s00790p00010560	1	3	1
OS06G0574450	AMTR_s00944p00007630	1	3	1
OS06G0574450	AMTR_s01439p00009620	1	3	1
OS06G0574450	AMTR_s03418p00006100	1	3	1
OS06G0574450	AMTR_s03448p00006040	1	3	1
OS06G0574500	AMTR_s00146p00037590	93	93	1
OS06G0581000	AMTR_s00078p00081800	64	64	1
OS06G0581300	AMTR_s00078p00147510	25	45	1
OS06G0582600	AMTR_s00009p00129100	44	46	1
OS06G0582600	AMTR_s00374p00005120	45	49	1
OS06G0582600	AMTR_s00374p00012080	45	47	1
OS06G0582600	AMTR_s01332p00008900	45	46	1
OS06G0583400	AMTR_s00009p00217140	71	73	0
OS06G0583600	AMTR_s00007p00264970	26	24	1
OS06G0583600	AMTR_s00029p00233310	10	34	1
OS06G0583600	AMTR_s00029p00235080	5	34	1
OS06G0583600	AMTR_s00029p00235180	39	30	1
OS06G0583600	AMTR_s00029p00235320	3	22	1
OS06G0583600	AMTR_s00029p00236390	30	38	1
OS06G0583600	AMTR_s00140p00038150	23	39	1
OS06G0583900	AMTR_s00004p00123190	52	48	1
OS06G0583900	AMTR_s00078p00106380	57	58	1
OS06G0584000	AMTR_s00004p00123190	53	12	1
OS06G0584000	AMTR_s00078p00106380	50	13	1
OS06G0584200	AMTR_s00078p00118850	52	52	1
OS06G0587000	AMTR_s00085p00101970	10	24	1
OS06G0588900	AMTR_s00033p00020260	61	60	1
OS06G0589300	AMTR_s00078p00139590	6	52	1
OS06G0589500	AMTR_s00078p00129180	38	38	1
OS06G0589600	AMTR_s00078p00127310	44	12	1
OS06G0589800	AMTR_s00078p00159290	60	62	1
OS06G0590301	AMTR_s00104p00092530	68	67	1
OS06G0590500	AMTR_s00111p00136390	66	65	1
OS06G0590600	AMTR_s00104p00085600	60	61	1
OS06G0590600	AMTR_s00104p00088500	27	66	1
OS06G0590700	AMTR_s00019p00196150	41	42	1
OS06G0590800	AMTR_s00019p00196150	39	41	1
OS06G0591600	AMTR_s00078p00185300	70	71	1
OS06G0592500	AMTR_s00078p00191480	34	51	1
OS06G0593100	AMTR_s00010p00252880	67	73	1
OS06G0593200	AMTR_s00032p00176750	35	38	1
OS06G0593800	AMTR_s00032p00176750	35	37	1
OS06G0594100	AMTR_s00142p00070390	62	61	1
OS06G0594400	AMTR_s00142p00085040	33	35	1
OS06G0595900	AMTR_s00142p00104490	27	23	1
OS06G0595900	AMTR_s00142p00104760	1	0	1
OS06G0596300	AMTR_s00142p00112300	35	49	1
OS06G0596300	AMTR_s00142p00112430	14	35	1
OS06G0597200	AMTR_s00122p00108900	64	58	1
OS06G0597600	AMTR_s00146p00105660	53	55	1
OS06G0597900	AMTR_s00136p00096760	57	58	1
OS06G0598800	AMTR_s00052p00130070	76	74	1
OS06G0598900	AMTR_s00052p00205770	78	76	1
OS06G0600100	AMTR_s00007p00269350	85	91	1
OS06G0600100	AMTR_s00045p00217520	85	91	1
OS06G0600400	AMTR_s00042p00080860	55	58	1
OS06G0600700	AMTR_s00042p00209060	22	30	1
OS06G0601000	AMTR_s00010p00252190	45	51	1
OS06G0601500	AMTR_s00081p00174060	75	42	1
OS06G0601600	AMTR_s00045p00146460	45	23	0
OS06G0602400	AMTR_s00104p00136740	57	43	1
OS06G0602600	AMTR_s00104p00132470	86	86	1
OS06G0602700	AMTR_s00104p00131890	54	53	1
OS06G0602800	AMTR_s00104p00076850	67	33	1
OS06G0602900	AMTR_s00104p00050900	58	57	1
OS06G0602900	AMTR_s00104p00066440	35	56	1
OS06G0602900	AMTR_s00104p00070050	48	53	1
OS06G0603000	AMTR_s00078p00062760	59	56	1
OS06G0603400	AMTR_s00019p00255850	31	35	1
OS06G0603600	AMTR_s00078p00058950	60	61	1
OS06G0604000	AMTR_s00025p00249140	50	59	1
OS06G0604200	AMTR_s00070p00140920	7	45	1
OS06G0604300	AMTR_s00070p00140920	6	42	1
OS06G0604400	AMTR_s00070p00140920	8	51	1
OS06G0604500	AMTR_s00016p00237360	71	78	1
OS06G0605900	AMTR_s00078p00046140	42	41	1
OS06G0606000	AMTR_s00078p00042970	71	72	1
OS06G0606700	AMTR_s00078p00038790	37	33	1
OS06G0606800	AMTR_s00078p00037340	33	26	1
OS06G0606900	AMTR_s00078p00027610	18	9	1
OS06G0607000	AMTR_s00078p00023610	50	55	1
OS06G0607200	AMTR_s00049p00194790	34	18	1
OS06G0607200	AMTR_s00061p00193840	46	31	1
OS06G0607200	AMTR_s00061p00193980	1	1	1
OS06G0607700	AMTR_s00061p00187570	60	60	1
OS06G0607800	AMTR_s00083p00095580	90	91	0
OS06G0607900	AMTR_s00061p00181260	56	19	1
OS06G0608100	AMTR_s00061p00171650	24	7	1
OS06G0608300	AMTR_s00027p00245240	81	81	1
OS06G0608700	AMTR_s00061p00163810	80	80	0
OS06G0608800	AMTR_s00166p00070360	59	60	1
OS06G0609400	AMTR_s00498p00012510	42	27	1
OS06G0609450	AMTR_s00155p00064070	68	29	1
OS06G0609500	AMTR_s00061p00095620	54	54	1
OS06G0609600	AMTR_s00061p00095500	73	72	1
OS06G0609700	AMTR_s00061p00094480	65	64	1
OS06G0609800	AMTR_s00061p00074900	37	30	1
OS06G0610350	AMTR_s00061p00045500	27	29	1
OS06G0610500	AMTR_s00061p00034560	45	11	1
OS06G0611000	AMTR_s00090p00059550	69	69	1
OS06G0611100	AMTR_s00090p00129130	18	6	1
OS06G0611200	AMTR_s00003p00263110	39	39	1
OS06G0611400	AMTR_s00059p00207430	41	43	1
OS06G0611500	AMTR_s00059p00207430	36	38	1
OS06G0611600	AMTR_s00052p00198020	43	21	1
OS06G0611700	AMTR_s00002p00247340	69	47	1
OS06G0611900	AMTR_s00064p00096040	88	43	0
OS06G0612200	AMTR_s00390p00014170	1	1	0
OS06G0612300	AMTR_s00022p00243980	42	60	1
OS06G0612800	AMTR_s00022p00239310	70	69	0
OS06G0612900	AMTR_s00022p00234200	3	1	0
OS06G0612900	AMTR_s00022p00234410	45	3	0
OS06G0612900	AMTR_s00022p00234830	47	3	0
OS06G0612900	AMTR_s00042p00117600	34	3	0
OS06G0613000	AMTR_s00022p00234200	12	35	0
OS06G0613000	AMTR_s00022p00234410	43	24	0
OS06G0613000	AMTR_s00022p00234830	44	25	0
OS06G0613000	AMTR_s00042p00117600	37	21	0
OS06G0613400	AMTR_s00049p00213820	32	29	1
OS06G0613500	AMTR_s00022p00231410	46	22	1
OS06G0613600	AMTR_s00022p00225170	49	51	1
OS06G0613600	AMTR_s00022p00225340	11	45	1
OS06G0613600	AMTR_s00022p00225440	46	49	1
OS06G0613600	AMTR_s00022p00226060	13	50	1
OS06G0613600	AMTR_s00022p00226080	15	41	1
OS06G0614050	AMTR_s00070p00139300	29	31	1
OS06G0614100	AMTR_s00022p00217850	42	39	1
OS06G0614300	AMTR_s00022p00213770	57	57	0
OS06G0618000	AMTR_s00103p00104910	43	44	1
OS06G0618100	AMTR_s00022p00176740	54	47	1
OS06G0618100	AMTR_s00149p00054910	48	42	1
OS06G0618150	AMTR_s00022p00175700	42	48	1
OS06G0618600	AMTR_s00022p00174260	52	34	1
OS06G0619600	AMTR_s00030p00116360	6	35	1
OS06G0620200	AMTR_s00030p00116360	6	35	1
OS06G0620600	AMTR_s00061p00160820	63	63	1
OS06G0621900	AMTR_s00022p00153780	31	57	0
OS06G0622000	AMTR_s00022p00148920	12	38	1
OS06G0622300	AMTR_s00022p00128600	50	48	1
OS06G0622500	AMTR_s00022p00117220	64	31	1
OS06G0622700	AMTR_s00022p00120000	30	23	1
OS06G0622800	AMTR_s00022p00145310	57	28	1
OS06G0622800	AMTR_s00022p00145800	0	0	1
OS06G0622900	AMTR_s00022p00143970	44	41	1
OS06G0623200	AMTR_s00022p00141200	2	2	1
OS06G0623300	AMTR_s00022p00139670	51	44	1
OS06G0623300	AMTR_s00022p00142340	45	51	1
OS06G0623300	AMTR_s00022p00142650	50	50	1
OS06G0623600	AMTR_s00022p00139670	51	44	1
OS06G0623600	AMTR_s00022p00142340	43	49	1
OS06G0623600	AMTR_s00022p00142650	50	50	1
OS06G0624100	AMTR_s00022p00110120	57	63	1
OS06G0624700	AMTR_s00037p00116470	46	44	0
OS06G0624900	AMTR_s00022p00039680	54	46	1
OS06G0625200	AMTR_s00022p00063350	34	33	1
OS06G0625200	AMTR_s00022p00063910	35	34	1
OS06G0625400	AMTR_s00022p00070510	69	46	1
OS06G0625500	AMTR_s00040p00222120	46	54	0
OS06G0625700	AMTR_s00040p00223350	72	71	1
OS06G0625900	AMTR_s00006p00269170	66	44	1
OS06G0626050	AMTR_s00002p00259800	39	22	0
OS06G0626600	AMTR_s00065p00160860	20	37	1
OS06G0626600	AMTR_s00065p00162050	25	29	1
OS06G0626600	AMTR_s00065p00162460	29	34	1
OS06G0626600	AMTR_s00065p00163610	27	36	1
OS06G0626600	AMTR_s02674p00003980	27	40	1
OS06G0626700	AMTR_s00001p00189490	45	51	1
OS06G0627500	AMTR_s00067p00100740	34	39	0
OS06G0628500	AMTR_s00007p00269020	58	21	0
OS06G0628500	AMTR_s00012p00198620	40	17	0
OS06G0630300	AMTR_s00002p00271880	44	65	1
OS06G0631300	AMTR_s00018p00222050	24	12	1
OS06G0632200	AMTR_s00006p00265000	70	68	0
OS06G0632300	AMTR_s00001p00181860	24	23	1
OS06G0632300	AMTR_s00040p00085270	24	22	1
OS06G0632700	AMTR_s00024p00070170	31	29	1
OS06G0632700	AMTR_s00024p00070750	31	27	1
OS06G0632700	AMTR_s00024p00072290	23	27	1
OS06G0633500	AMTR_s00006p00258330	40	8	0
OS06G0633800	AMTR_s00006p00254710	59	59	0
OS06G0633800	AMTR_s00006p00255160	22	54	0
OS06G0633800	AMTR_s00006p00255390	57	56	0
OS06G0633800	AMTR_s00006p00255720	58	57	0
OS06G0633800	AMTR_s00006p00255930	29	64	0
OS06G0633800	AMTR_s03609p00005290	19	62	0
OS06G0634100	AMTR_s00006p00247910	42	40	1
OS06G0634100	AMTR_s00090p00113010	13	43	1
OS06G0634500	AMTR_s00005p00184950	6	3	1
OS06G0634600	AMTR_s00112p00127430	39	48	1
OS06G0635200	AMTR_s00074p00134940	43	46	1
OS06G0636600	AMTR_s00074p00148190	57	57	1
OS06G0636700	AMTR_s00074p00170090	30	50	0
OS06G0637500	AMTR_s00006p00225600	42	44	1
OS06G0638000	AMTR_s00202p00038800	18	19	0
OS06G0638100	AMTR_s00006p00229540	48	34	1
OS06G0638200	AMTR_s00022p00066270	85	43	1
OS06G0638500	AMTR_s00006p00212720	39	44	1
OS06G0638900	AMTR_s00131p00040320	65	26	1
OS06G0639100	AMTR_s00035p00240580	68	67	0
OS06G0639300	AMTR_s00021p00171430	40	45	1
OS06G0639500	AMTR_s00046p00107940	56	57	1
OS06G0639600	AMTR_s00086p00125290	48	60	1
OS06G0639600	AMTR_s00135p00076110	27	59	1
OS06G0640800	AMTR_s00028p00116390	28	54	1
OS06G0641200	AMTR_s00028p00116390	35	57	1
OS06G0641600	AMTR_s00028p00116390	23	53	1
OS06G0641800	AMTR_s00028p00116390	51	40	1
OS06G0642300	AMTR_s00028p00116810	20	33	0
OS06G0642300	AMTR_s00039p00172950	23	27	0
OS06G0642300	AMTR_s00047p00229550	15	33	0
OS06G0642300	AMTR_s00166p00058240	33	31	0
OS06G0642300	AMTR_s00174p00032480	32	33	0
OS06G0642300	AMTR_s00181p00022280	23	31	0
OS06G0642300	AMTR_s00181p00023870	25	27	0
OS06G0642300	AMTR_s01717p00007060	30	28	0
OS06G0642300	AMTR_s03082p00000960	30	32	0
OS06G0642300	AMTR_s04578p00001390	23	31	0
OS06G0642500	AMTR_s00028p00116810	19	36	0
