Gene stable ID	Oryza sativa Indica gene stable ID	% identity	Oryza sativa Indica % identity	Orthology confidence [0 low, 1 high]
OS06G0247800	BGIOSGA022624	100	100	1
OS06G0247900	BGIOSGA021541	95	81	1
OS06G0248200	BGIOSGA022625	93	99	1
OS06G0248300	BGIOSGA021539	1	1	1
OS06G0248300	BGIOSGA021540	99	83	1
OS06G0248400	BGIOSGA022626	93	89	1
OS06G0248500	BGIOSGA022627	99	100	1
OS06G0248600	BGIOSGA021538	100	100	1
OS06G0249350	BGIOSGA021534	100	100	1
OS06G0250600	BGIOSGA021531	99	100	1
OS06G0251000	BGIOSGA038242	20	11	0
OS06G0251100	BGIOSGA022633	97	100	1
OS06G0251200	BGIOSGA021530	100	100	1
OS06G0251700	BGIOSGA021528	100	100	1
OS06G0252300	BGIOSGA021526	88	99	1
OS06G0253100	BGIOSGA021524	99	99	1
OS06G0253600	BGIOSGA021522	88	90	1
OS06G0254200	BGIOSGA022637	97	100	1
OS06G0254300	BGIOSGA021521	74	79	1
OS06G0254600	BGIOSGA021519	87	73	1
OS06G0254700	BGIOSGA021518	100	100	1
OS06G0255100	BGIOSGA021516	94	78	0
OS06G0255100	BGIOSGA021517	91	85	0
OS06G0255400	BGIOSGA021514	99	99	1
OS06G0255700	BGIOSGA038249	14	98	1
OS06G0256000	BGIOSGA022641	100	39	1
OS06G0256200	BGIOSGA021513	85	92	0
OS06G0256300	BGIOSGA022642	100	100	1
OS06G0256500	BGIOSGA022643	93	81	1
OS06G0256800	BGIOSGA022644	93	87	1
OS06G0256900	BGIOSGA021512	99	99	1
OS06G0257450	BGIOSGA021510	72	100	1
OS06G0257600	BGIOSGA022646	100	100	1
OS06G0258000	BGIOSGA022649	96	92	0
OS06G0258500	BGIOSGA021532	75	63	0
OS06G0258900	BGIOSGA022654	100	100	1
OS06G0259000	BGIOSGA021504	97	37	1
OS06G0259850	BGIOSGA022655	22	30	0
OS06G0260000	BGIOSGA021502	86	90	0
OS06G0260500	BGIOSGA021501	78	83	0
OS06G0262800	BGIOSGA021497	97	97	0
OS06G0264200	BGIOSGA022657	85	92	0
OS06G0264300	BGIOSGA022658	100	100	1
OS06G0264500	BGIOSGA022659	100	100	1
OS06G0264700	BGIOSGA021492	82	100	1
OS06G0264800	BGIOSGA021491	100	100	0
OS06G0264900	BGIOSGA021490	95	97	0
OS06G0265000	BGIOSGA021489	100	100	1
OS06G0265100	BGIOSGA011574	61	37	0
OS06G0265400	BGIOSGA021487	100	83	1
OS06G0265900	BGIOSGA022661	89	98	1
OS06G0266000	BGIOSGA022662	90	29	0
OS06G0266400	BGIOSGA021486	90	98	0
OS06G0266800	BGIOSGA021485	90	88	1
OS06G0267400	BGIOSGA021484	99	74	1
OS06G0267500	BGIOSGA022664	100	53	1
OS06G0267600	BGIOSGA022665	0	0	0
OS06G0267600	BGIOSGA022666	95	71	0
OS06G0268050	BGIOSGA019376	59	73	1
OS06G0268500	BGIOSGA021482	80	91	1
OS06G0268700	BGIOSGA022668	100	100	1
OS06G0268800	BGIOSGA021481	97	63	0
OS06G0269100	BGIOSGA033599	35	27	0
OS06G0269200	BGIOSGA022669	94	15	0
OS06G0269300	BGIOSGA021479	100	100	1
OS06G0270900	BGIOSGA022671	100	100	1
OS06G0270950	BGIOSGA021476	34	35	1
OS06G0271000	BGIOSGA022672	94	64	0
OS06G0271200	BGIOSGA021475	68	30	0
OS06G0271300	BGIOSGA022673	59	100	1
OS06G0271600	BGIOSGA021474	100	100	1
OS06G0272700	BGIOSGA021472	100	100	1
OS06G0272800	BGIOSGA021471	74	82	1
OS06G0272850	BGIOSGA021470	94	66	1
OS06G0273200	BGIOSGA022677	93	95	1
OS06G0273500	BGIOSGA022678	99	99	0
OS06G0273700	BGIOSGA022679	100	100	1
OS06G0273800	BGIOSGA021467	100	91	1
OS06G0274000	BGIOSGA022680	100	100	1
OS06G0274100	BGIOSGA021465	79	8	0
OS06G0274200	BGIOSGA022681	100	100	1
OS06G0274300	BGIOSGA022682	80	65	1
OS06G0274500	BGIOSGA022683	92	93	0
OS06G0274800	BGIOSGA021464	100	100	1
OS06G0275000	BGIOSGA022685	81	73	1
OS06G0275500	BGIOSGA022686	99	89	1
OS06G0275600	BGIOSGA022687	87	77	1
OS06G0275700	BGIOSGA021462	97	100	1
OS06G0275800	BGIOSGA022688	100	100	1
OS06G0275900	BGIOSGA022689	97	100	1
OS06G0276300	BGIOSGA021460	68	99	0
OS06G0278000	BGIOSGA021452	97	79	0
OS06G0281300	BGIOSGA021451	95	26	1
OS06G0281400	BGIOSGA021448	92	93	1
OS06G0281400	BGIOSGA021450	9	28	1
OS06G0281800	BGIOSGA021447	99	99	1
OS06G0281800	BGIOSGA021449	28	100	1
OS06G0282000	BGIOSGA021445	100	100	1
OS06G0282400	BGIOSGA022698	58	79	0
OS06G0282400	BGIOSGA022701	47	81	0
OS06G0282400	BGIOSGA022702	22	34	0
OS06G0283100	BGIOSGA021443	19	100	0
OS06G0283300	BGIOSGA022703	75	27	0
OS06G0283400	BGIOSGA021439	100	100	1
OS06G0284200	BGIOSGA021438	99	100	1
OS06G0284800	BGIOSGA022704	99	99	1
OS06G0284900	BGIOSGA022705	99	77	1
OS06G0285100	BGIOSGA022706	100	100	1
OS06G0285200	BGIOSGA022707	91	90	0
OS06G0285400	BGIOSGA022709	100	100	1
OS06G0285900	BGIOSGA021435	94	100	1
OS06G0286146	BGIOSGA021430	65	74	1
OS06G0286228	BGIOSGA022710	100	100	1
OS06G0286310	BGIOSGA022711	91	38	1
OS06G0286351	BGIOSGA021428	96	98	1
OS06G0286375	BGIOSGA022712	50	79	0
OS06G0286500	BGIOSGA022713	100	100	1
OS06G0286700	BGIOSGA022714	90	87	1
OS06G0286700	BGIOSGA022715	31	84	1
OS06G0287000	BGIOSGA022714	92	68	1
OS06G0287000	BGIOSGA022715	22	44	1
OS06G0287200	BGIOSGA022716	98	74	1
OS06G0287500	BGIOSGA022717	96	27	1
OS06G0288100	BGIOSGA021426	94	94	0
OS06G0288300	BGIOSGA022718	99	99	1
OS06G0288400	BGIOSGA021425	94	64	1
OS06G0289200	BGIOSGA022720	100	100	1
OS06G0289300	BGIOSGA021422	68	85	1
OS06G0289900	BGIOSGA021421	99	99	1
OS06G0291500	BGIOSGA022728	98	99	1
OS06G0291600	BGIOSGA021418	84	90	0
OS06G0292100	BGIOSGA000265	99	99	1
OS06G0292400	BGIOSGA021417	28	100	1
OS06G0293100	BGIOSGA022733	89	48	1
OS06G0293500	BGIOSGA021414	32	47	1
OS06G0293500	BGIOSGA021415	36	94	1
OS06G0293500	BGIOSGA021416	36	99	1
OS06G0294000	BGIOSGA008065	100	100	1
OS06G0294200	BGIOSGA008064	100	100	1
OS06G0294400	BGIOSGA021413	77	98	1
OS06G0294600	BGIOSGA021412	98	98	1
OS06G0295000	BGIOSGA024193	95	48	0
OS06G0295300	BGIOSGA025842	99	55	0
OS06G0295900	BGIOSGA022738	97	69	0
OS06G0296100	BGIOSGA022739	92	99	1
OS06G0296700	BGIOSGA021407	100	100	1
OS06G0296900	BGIOSGA021406	93	97	1
OS06G0297300	BGIOSGA021403	99	99	0
OS06G0297400	BGIOSGA022740	100	100	1
OS06G0297600	BGIOSGA021402	99	39	0
OS06G0297700	BGIOSGA022741	85	99	0
OS06G0297800	BGIOSGA022742	95	99	1
OS06G0298000	BGIOSGA034581	5	3	1
OS06G0298100	BGIOSGA021400	57	29	0
OS06G0298200	BGIOSGA021399	86	100	0
OS06G0298400	BGIOSGA022744	96	100	1
OS06G0298500	BGIOSGA021398	100	100	1
OS06G0298700	BGIOSGA021396	62	68	0
OS06G0299200	BGIOSGA021394	99	99	1
OS06G0299300	BGIOSGA021393	99	99	1
OS06G0299500	BGIOSGA021392	94	76	1
OS06G0300000	BGIOSGA021390	98	98	1
OS06G0300200	BGIOSGA021389	95	98	1
OS06G0300300	BGIOSGA021388	100	100	1
OS06G0300500	BGIOSGA021387	99	95	1
OS06G0300600	BGIOSGA021386	100	100	1
OS06G0300700	BGIOSGA022745	100	100	1
OS06G0300800	BGIOSGA022746	88	99	1
OS06G0301000	BGIOSGA021383	90	97	0
OS06G0301100	BGIOSGA021382	99	99	1
OS06G0301300	BGIOSGA022748	100	38	1
OS06G0301400	BGIOSGA021380	12	82	1
OS06G0301400	BGIOSGA021381	83	96	1
OS06G0302650	BGIOSGA022750	99	67	1
OS06G0303400	BGIOSGA027521	29	59	0
OS06G0303400	BGIOSGA027522	44	58	0
OS06G0303400	BGIOSGA038969	9	25	0
OS06G0303700	BGIOSGA022752	57	65	0
OS06G0303800	BGIOSGA022753	90	85	1
OS06G0304500	BGIOSGA022755	87	100	1
OS06G0305200	BGIOSGA022759	97	86	1
OS06G0305400	BGIOSGA022756	41	75	1
OS06G0306300	BGIOSGA022766	69	80	1
OS06G0306500	BGIOSGA022767	81	69	0
OS06G0306600	BGIOSGA022768	98	98	1
OS06G0307900	BGIOSGA021372	83	78	1
OS06G0308000	BGIOSGA022772	100	100	1
OS06G0308100	BGIOSGA021371	98	96	1
OS06G0308200	BGIOSGA022773	86	65	0
OS06G0308300	BGIOSGA021370	100	67	1
OS06G0308800	BGIOSGA022774	81	95	0
OS06G0308900	BGIOSGA021369	10	3	0
OS06G0309000	BGIOSGA021368	80	98	0
OS06G0309200	BGIOSGA021366	93	28	0
OS06G0309400	BGIOSGA021365	51	15	1
OS06G0310200	BGIOSGA016421	78	40	1
OS06G0311000	BGIOSGA021364	98	91	0
OS06G0311300	BGIOSGA022777	85	66	0
OS06G0311600	BGIOSGA022778	88	82	0
OS06G0313320	BGIOSGA021361	95	94	1
OS06G0313440	BGIOSGA021359	99	78	1
OS06G0314000	BGIOSGA021358	96	57	0
OS06G0314300	BGIOSGA022783	79	79	1
OS06G0314400	BGIOSGA021356	68	28	0
OS06G0314501	BGIOSGA021354	96	97	1
OS06G0314600	BGIOSGA021353	92	99	1
OS06G0315000	BGIOSGA021352	100	91	1
OS06G0315300	BGIOSGA021350	99	85	0
OS06G0315900	BGIOSGA022784	22	28	1
OS06G0316000	BGIOSGA022785	100	100	1
OS06G0316100	BGIOSGA022786	100	100	1
OS06G0316300	BGIOSGA022787	50	95	1
OS06G0316800	BGIOSGA021349	93	99	1
OS06G0317100	BGIOSGA022789	67	39	1
OS06G0317200	BGIOSGA022790	89	97	1
OS06G0317600	BGIOSGA022791	97	97	1
OS06G0318200	BGIOSGA022792	28	90	0
OS06G0318300	BGIOSGA021347	95	95	1
OS06G0318500	BGIOSGA022793	87	94	1
OS06G0318533	BGIOSGA021345	97	97	1
OS06G0318600	BGIOSGA022794	91	86	1
OS06G0318700	BGIOSGA022795	100	100	1
OS06G0319366	BGIOSGA021343	72	95	1
OS06G0319600	BGIOSGA022796	81	14	0
OS06G0319700	BGIOSGA022797	99	99	1
OS06G0319800	BGIOSGA021342	100	100	1
OS06G0320000	BGIOSGA021341	100	100	0
OS06G0320100	BGIOSGA022799	99	99	1
OS06G0320200	BGIOSGA021339	96	73	1
OS06G0320300	BGIOSGA021338	100	100	1
OS06G0320500	BGIOSGA022800	100	100	1
OS06G0320700	BGIOSGA021337	90	100	1
OS06G0321700	BGIOSGA022801	96	97	0
OS06G0322400	BGIOSGA022802	77	65	0
OS06G0323100	BGIOSGA022802	85	82	0
OS06G0323550	BGIOSGA009150	18	18	1
OS06G0324300	BGIOSGA022804	98	84	1
OS06G0324400	BGIOSGA021333	98	98	1
OS06G0325200	BGIOSGA021331	100	100	1
OS06G0325500	BGIOSGA022807	100	100	1
OS06G0325900	BGIOSGA022809	85	98	0
OS06G0326000	BGIOSGA021330	98	100	1
OS06G0326400	BGIOSGA022810	100	100	1
OS06G0326500	BGIOSGA022811	100	100	1
OS06G0326700	BGIOSGA022812	99	99	0
OS06G0326900	BGIOSGA022813	88	87	0
OS06G0327400	BGIOSGA021327	44	54	1
OS06G0328400	BGIOSGA022816	97	97	1
OS06G0328800	BGIOSGA022817	63	99	1
OS06G0328900	BGIOSGA021325	100	56	1
OS06G0329300	BGIOSGA022820	99	100	1
OS06G0329900	BGIOSGA022821	100	100	1
OS06G0330100	BGIOSGA021323	99	95	1
OS06G0330400	BGIOSGA021322	73	91	0
OS06G0331300	BGIOSGA021320	98	46	0
OS06G0331900	BGIOSGA022826	100	100	1
OS06G0332400	BGIOSGA022827	100	100	1
OS06G0332500	BGIOSGA021317	99	99	1
OS06G0332600	BGIOSGA022829	99	99	1
OS06G0332700	BGIOSGA021316	86	61	1
OS06G0332800	BGIOSGA021315	100	100	1
OS06G0332900	BGIOSGA021314	97	59	1
OS06G0334300	BGIOSGA022831	100	100	1
OS06G0334400	BGIOSGA021312	100	100	0
OS06G0335101	BGIOSGA022833	86	72	0
OS06G0335500	BGIOSGA022834	71	97	0
OS06G0336200	BGIOSGA022836	100	100	1
OS06G0336500	BGIOSGA022838	100	100	1
OS06G0337200	BGIOSGA021309	49	99	1
OS06G0338200	BGIOSGA022844	99	99	1
OS06G0338700	BGIOSGA022845	78	71	1
OS06G0338900	BGIOSGA021307	98	85	1
OS06G0339500	BGIOSGA022847	100	9	1
OS06G0340001	BGIOSGA021304	94	93	1
OS06G0340200	BGIOSGA021302	97	97	1
OS06G0340600	BGIOSGA021301	99	99	1
OS06G0341300	BGIOSGA022850	99	99	1
OS06G0341500	BGIOSGA022851	85	100	1
OS06G0341600	BGIOSGA021300	99	100	1
OS06G0342000	BGIOSGA021298	85	85	0
OS06G0342100	BGIOSGA021297	100	100	1
OS06G0342200	BGIOSGA022854	100	100	1
OS06G0342500	BGIOSGA021296	99	95	0
OS06G0342750	BGIOSGA022856	84	96	1
OS06G0343000	BGIOSGA022856	3	1	1
OS06G0343100	BGIOSGA021295	84	99	0
OS06G0343600	BGIOSGA021294	100	100	1
OS06G0343900	BGIOSGA021292	40	80	0
OS06G0343900	BGIOSGA021293	1	1	0
OS06G0344900	BGIOSGA022861	94	94	1
OS06G0345200	BGIOSGA021287	95	99	1
OS06G0346300	BGIOSGA022869	31	86	1
OS06G0346300	BGIOSGA022870	29	95	1
OS06G0346600	BGIOSGA021291	52	18	1
OS06G0347300	BGIOSGA022871	99	99	1
OS06G0347700	BGIOSGA022872	43	82	0
OS06G0348800	BGIOSGA022875	95	97	1
OS06G0349700	BGIOSGA021286	78	90	0
OS06G0349800	BGIOSGA021288	100	100	1
OS06G0350600	BGIOSGA022877	57	82	0
OS06G0351500	BGIOSGA022878	100	100	0
OS06G0352200	BGIOSGA021284	100	100	1
OS06G0352900	BGIOSGA021282	100	100	1
OS06G0353400	BGIOSGA021281	95	47	1
OS06G0354500	BGIOSGA021280	92	91	0
OS06G0354700	BGIOSGA022884	100	80	1
OS06G0355150	BGIOSGA027853	9	4	1
OS06G0355500	BGIOSGA022888	94	62	1
OS06G0356800	BGIOSGA038158	94	79	1
OS06G0357000	BGIOSGA026701	18	5	0
OS06G0357000	BGIOSGA026704	20	2	0
OS06G0357000	BGIOSGA032528	21	5	0
OS06G0357000	BGIOSGA039257	19	4	0
OS06G0357000	BGIOSGA039754	17	3	0
OS06G0357000	BGIOSGA039912	2	2	0
OS06G0357000	BGIOSGA039953	20	5	0
OS06G0357000	BGIOSGA040372	0	0	0
OS06G0358800	BGIOSGA022893	92	100	1
OS06G0359400	BGIOSGA021275	63	98	0
OS06G0360300	BGIOSGA021273	51	93	0
OS06G0360300	BGIOSGA021274	34	92	0
OS06G0360600	BGIOSGA030371	3	7	1
OS06G0361750	BGIOSGA013037	75	45	1
OS06G0364500	BGIOSGA040503	93	98	1
OS06G0365200	BGIOSGA013129	11	5	1
OS06G0367100	BGIOSGA040526	19	76	1
OS06G0367500	BGIOSGA040645	99	96	1
OS06G0367900	BGIOSGA022897	100	100	1
OS06G0468400	BGIOSGA021267	100	100	1
OS06G0470000	BGIOSGA022900	99	99	1
OS06G0470800	BGIOSGA022902	98	98	1
OS06G0471100	BGIOSGA022902	3	3	1
OS06G0472000	BGIOSGA021263	100	100	1
OS06G0472200	BGIOSGA016765	93	99	1
OS06G0472400	BGIOSGA022904	99	99	1
OS06G0472600	BGIOSGA021262	37	23	0
OS06G0472700	BGIOSGA021260	79	95	0
OS06G0472900	BGIOSGA022905	96	100	1
OS06G0473000	BGIOSGA021256	0	0	1
OS06G0473000	BGIOSGA021257	75	99	1
OS06G0473100	BGIOSGA021255	86	79	0
OS06G0473200	BGIOSGA021253	98	66	1
OS06G0473800	BGIOSGA022908	99	99	1
OS06G0474200	BGIOSGA021252	99	99	1
OS06G0474300	BGIOSGA022909	100	100	1
OS06G0474500	BGIOSGA021251	100	100	1
OS06G0474600	BGIOSGA021250	80	50	1
OS06G0474800	BGIOSGA021249	99	62	1
OS06G0475400	BGIOSGA030418	76	100	1
OS06G0475500	BGIOSGA021246	99	99	1
OS06G0475650	BGIOSGA022910	95	54	1
OS06G0475800	BGIOSGA022911	96	96	1
OS06G0476100	BGIOSGA022913	57	100	1
OS06G0476200	BGIOSGA022914	99	99	1
OS06G0476400	BGIOSGA022915	99	99	1
OS06G0478600	BGIOSGA022917	100	100	1
OS06G0479200	BGIOSGA006426	54	16	1
OS06G0479400	BGIOSGA021240	85	90	0
OS06G0480000	BGIOSGA021239	99	99	1
OS06G0481850	BGIOSGA038013	98	94	1
OS06G0481900	BGIOSGA022923	94	100	1
OS06G0482200	BGIOSGA021234	100	100	1
OS06G0483100	BGIOSGA022924	5	7	1
OS06G0483200	BGIOSGA021229	2	1	0
OS06G0483500	BGIOSGA007934	40	32	0
OS06G0483500	BGIOSGA014067	43	48	0
OS06G0483900	BGIOSGA021226	60	71	0
OS06G0484500	BGIOSGA022926	98	69	1
OS06G0484600	BGIOSGA022927	100	100	0
OS06G0484800	BGIOSGA001071	21	18	0
OS06G0484800	BGIOSGA010768	21	24	0
OS06G0484800	BGIOSGA010771	24	19	0
OS06G0485100	BGIOSGA021223	99	85	0
OS06G0486000	BGIOSGA021222	98	98	1
OS06G0486300	BGIOSGA022929	95	75	0
OS06G0486400	BGIOSGA021220	89	95	1
OS06G0486800	BGIOSGA022930	100	100	1
OS06G0486900	BGIOSGA022931	100	100	1
OS06G0487300	BGIOSGA021219	98	98	1
OS06G0487700	BGIOSGA022933	94	66	1
OS06G0487900	BGIOSGA021217	95	99	1
OS06G0488050	BGIOSGA022934	52	82	0
OS06G0488200	BGIOSGA022935	100	89	1
OS06G0488600	BGIOSGA021216	100	26	1
OS06G0489200	BGIOSGA021214	99	99	1
OS06G0489500	BGIOSGA022937	99	99	1
OS06G0489900	BGIOSGA022939	90	98	1
OS06G0490000	BGIOSGA021213	96	96	1
OS06G0490400	BGIOSGA022940	98	98	1
OS06G0490700	BGIOSGA022941	100	75	0
OS06G0491300	BGIOSGA021208	99	100	1
OS06G0491800	BGIOSGA024041	72	27	1
OS06G0492700	BGIOSGA017127	48	60	0
OS06G0492800	BGIOSGA022952	77	69	1
OS06G0492900	BGIOSGA022953	99	99	1
OS06G0493100	BGIOSGA021202	98	98	1
OS06G0493600	BGIOSGA022956	97	96	1
OS06G0493801	BGIOSGA021201	100	100	1
OS06G0494000	BGIOSGA022957	93	100	1
OS06G0494400	BGIOSGA022958	99	99	1
OS06G0495100	BGIOSGA022961	99	36	1
OS06G0495500	BGIOSGA022963	76	100	1
OS06G0495700	BGIOSGA022964	89	77	1
OS06G0496000	BGIOSGA022966	98	98	0
OS06G0496400	BGIOSGA022967	99	99	1
OS06G0496800	BGIOSGA022968	100	100	1
OS06G0497200	BGIOSGA022970	91	91	1
OS06G0498000	BGIOSGA022972	100	100	1
OS06G0498400	BGIOSGA022973	99	96	1
OS06G0498500	BGIOSGA022974	100	100	1
OS06G0498800	BGIOSGA021197	100	100	0
OS06G0498900	BGIOSGA022975	100	100	1
OS06G0499000	BGIOSGA022976	93	54	0
OS06G0499100	BGIOSGA021196	63	87	1
OS06G0499301	BGIOSGA021195	83	96	0
OS06G0499500	BGIOSGA021194	100	100	1
OS06G0499900	BGIOSGA021193	100	87	1
OS06G0500100	BGIOSGA022978	85	68	1
OS06G0501900	BGIOSGA021189	100	100	1
OS06G0502800	BGIOSGA021187	96	25	1
OS06G0502900	BGIOSGA022985	99	100	1
OS06G0503100	BGIOSGA021180	90	73	0
OS06G0503400	BGIOSGA022987	95	26	1
OS06G0503800	BGIOSGA021178	32	92	0
OS06G0503900	BGIOSGA032935	0	0	0
OS06G0504100	BGIOSGA021319	75	42	0
OS06G0504900	BGIOSGA021174	55	98	1
OS06G0505100	BGIOSGA021173	87	16	0
OS06G0505302	BGIOSGA021173	91	43	0
OS06G0505400	BGIOSGA022989	100	100	1
OS06G0505700	BGIOSGA022990	85	44	1
OS06G0506000	BGIOSGA022991	100	91	1
OS06G0506100	BGIOSGA022992	100	100	1
OS06G0506150	BGIOSGA022993	100	100	1
OS06G0506200	BGIOSGA021172	99	65	1
OS06G0507300	BGIOSGA021164	100	100	0
OS06G0507400	BGIOSGA021163	100	100	1
OS06G0507900	BGIOSGA021162	78	57	0
OS06G0508800	BGIOSGA023003	100	100	1
OS06G0509100	BGIOSGA021159	88	36	1
OS06G0509600	BGIOSGA023005	80	81	1
OS06G0509900	BGIOSGA021158	99	99	1
OS06G0510200	BGIOSGA023006	97	97	1
OS06G0516432	BGIOSGA032203	63	38	1
OS06G0517700	BGIOSGA021147	82	95	1
OS06G0518300	BGIOSGA023009	68	40	1
OS06G0519400	BGIOSGA025931	11	2	0
OS06G0520600	BGIOSGA023013	97	98	1
OS06G0520733	BGIOSGA021145	99	88	1
OS06G0521000	BGIOSGA021143	88	86	1
OS06G0521200	BGIOSGA023014	63	64	1
OS06G0521300	BGIOSGA021142	100	100	1
OS06G0521400	BGIOSGA021141	100	100	1
OS06G0521500	BGIOSGA021140	100	100	1
OS06G0521900	BGIOSGA007859	28	41	0
OS06G0522100	BGIOSGA007859	43	42	0
OS06G0522300	BGIOSGA021138	76	97	1
OS06G0523100	BGIOSGA023017	99	78	1
OS06G0523300	BGIOSGA021136	84	100	1
OS06G0523400	BGIOSGA021135	100	100	1
OS06G0523900	BGIOSGA023019	95	99	1
OS06G0524300	BGIOSGA023020	100	100	1
OS06G0524400	BGIOSGA023021	100	100	1
OS06G0524500	BGIOSGA021133	100	100	1
OS06G0524700	BGIOSGA021132	89	80	1
OS06G0524900	BGIOSGA023023	64	51	1
OS06G0525200	BGIOSGA021130	98	98	1
OS06G0526100	BGIOSGA023024	92	91	0
OS06G0526466	BGIOSGA021126	91	80	1
OS06G0526600	BGIOSGA021125	100	31	1
OS06G0526700	BGIOSGA021124	75	80	0
OS06G0526800	BGIOSGA021123	99	99	1
OS06G0527100	BGIOSGA023025	98	71	0
OS06G0527300	BGIOSGA023026	6	5	0
OS06G0527500	BGIOSGA021122	98	98	1
OS06G0527800	BGIOSGA021121	97	97	1
OS06G0528300	BGIOSGA021119	99	99	1
OS06G0528600	BGIOSGA023029	100	100	0
OS06G0528700	BGIOSGA021117	100	100	1
OS06G0529800	BGIOSGA023031	99	99	1
OS06G0529900	BGIOSGA023032	100	100	1
OS06G0530300	BGIOSGA023033	98	58	1
OS06G0530400	BGIOSGA021116	77	41	1
OS06G0530700	BGIOSGA021115	97	69	1
OS06G0531000	BGIOSGA023034	68	76	1
OS06G0531200	BGIOSGA021113	100	100	1
OS06G0531400	BGIOSGA023035	96	94	1
OS06G0531600	BGIOSGA021112	99	99	1
OS06G0531900	BGIOSGA021110	96	100	0
OS06G0533700	BGIOSGA023037	88	89	0
OS06G0534200	BGIOSGA021106	98	96	0
OS06G0534500	BGIOSGA023038	55	98	0
OS06G0534800	BGIOSGA023039	100	100	0
OS06G0534900	BGIOSGA023040	56	58	1
OS06G0534900	BGIOSGA023041	2	3	1
OS06G0534950	BGIOSGA023040	3	2	1
OS06G0534950	BGIOSGA023041	99	99	1
OS06G0535100	BGIOSGA023042	87	97	0
OS06G0535200	BGIOSGA021102	93	100	1
OS06G0535300	BGIOSGA021101	88	99	1
OS06G0535400	BGIOSGA023043	99	99	1
OS06G0535900	BGIOSGA023044	98	98	1
OS06G0536100	BGIOSGA021099	100	100	1
OS06G0536600	BGIOSGA023046	95	86	1
OS06G0537300	BGIOSGA023048	79	99	1
OS06G0537500	BGIOSGA023049	91	100	1
OS06G0537600	BGIOSGA023050	99	99	1
OS06G0537700	BGIOSGA021098	100	100	1
OS06G0538000	BGIOSGA023051	100	100	1
OS06G0538200	BGIOSGA023052	84	100	1
OS06G0538400	BGIOSGA021095	98	99	1
OS06G0538900	BGIOSGA021093	82	95	0
OS06G0539400	BGIOSGA023055	99	99	1
OS06G0539500	BGIOSGA021090	100	100	1
OS06G0539700	BGIOSGA023056	99	100	1
OS06G0540050	BGIOSGA023047	97	97	1
OS06G0541132	BGIOSGA032729	78	50	1
OS06G0542000	BGIOSGA023057	45	27	1
OS06G0542200	BGIOSGA023059	99	99	1
OS06G0542300	BGIOSGA021088	99	99	1
OS06G0542600	BGIOSGA023060	42	42	0
OS06G0542701	BGIOSGA021087	97	96	1
OS06G0543200	BGIOSGA021086	93	99	1
OS06G0543400	BGIOSGA021085	97	100	1
OS06G0543601	BGIOSGA030125	47	10	0
OS06G0544100	BGIOSGA023062	90	85	0
OS06G0545200	BGIOSGA021081	87	60	1
OS06G0545400	BGIOSGA021080	98	98	1
OS06G0545900	BGIOSGA021079	99	99	1
OS06G0546400	BGIOSGA023067	97	54	0
OS06G0546500	BGIOSGA021078	96	96	1
OS06G0547100	BGIOSGA021077	99	99	1
OS06G0547400	BGIOSGA021076	100	100	1
OS06G0547900	BGIOSGA023069	100	100	1
OS06G0548000	BGIOSGA021074	92	99	0
OS06G0548100	BGIOSGA021073	93	99	0
OS06G0548200	BGIOSGA021072	99	100	1
OS06G0548800	BGIOSGA021071	100	100	1
OS06G0549300	BGIOSGA021069	99	98	1
OS06G0549600	BGIOSGA021067	100	100	1
OS06G0549633	BGIOSGA021066	99	99	1
OS06G0549700	BGIOSGA021065	75	67	1
OS06G0549900	BGIOSGA021064	99	100	1
OS06G0550000	BGIOSGA021063	91	99	0
OS06G0551400	BGIOSGA021060	100	100	1
OS06G0551500	BGIOSGA023071	99	98	1
OS06G0551800	BGIOSGA023072	54	26	1
OS06G0552000	BGIOSGA021059	90	68	0
OS06G0552300	BGIOSGA023073	95	95	1
OS06G0552400	BGIOSGA021058	77	71	0
OS06G0552700	BGIOSGA023075	98	98	1
OS06G0552900	BGIOSGA021057	100	100	0
OS06G0553100	BGIOSGA030901	24	45	0
OS06G0553200	BGIOSGA021053	98	96	1
OS06G0553700	BGIOSGA023076	55	48	1
OS06G0553800	BGIOSGA021050	91	79	1
OS06G0554100	BGIOSGA023079	98	98	1
OS06G0554200	BGIOSGA021049	38	62	0
OS06G0554300	BGIOSGA021048	99	99	1
OS06G0554600	BGIOSGA021047	94	100	1
OS06G0554700	BGIOSGA023080	99	39	1
OS06G0554800	BGIOSGA021046	100	78	1
OS06G0555400	BGIOSGA023081	100	83	1
OS06G0555500	BGIOSGA021045	100	100	1
OS06G0556000	BGIOSGA023082	100	100	1
OS06G0556300	BGIOSGA021044	84	94	1
OS06G0556600	BGIOSGA023084	100	100	1
OS06G0557100	BGIOSGA023086	100	100	1
OS06G0557400	BGIOSGA021043	84	91	0
OS06G0557700	BGIOSGA023087	99	89	1
OS06G0558300	BGIOSGA021042	56	97	0
OS06G0558700	BGIOSGA021041	90	39	0
OS06G0558766	BGIOSGA021041	95	29	0
OS06G0558900	BGIOSGA023089	97	97	1
OS06G0559400	BGIOSGA023090	100	99	1
OS06G0559500	BGIOSGA021040	98	97	1
OS06G0560000	BGIOSGA023091	100	100	1
OS06G0560300	BGIOSGA021039	99	69	1
OS06G0560400	BGIOSGA021038	100	100	1
OS06G0560700	BGIOSGA023092	100	100	1
